ID,Pop,UniqueID,Fam,Block,Rep,WBI,PRI,mND705,d13C,N Concentration (%),leafarea (cm2),SLA (m2 kg-1),w_dens (g cm-3),latitudes,longitude,TMAX,PMA,AI,species
BRA541,BRA,541,158,1,3,1.061546312,0.049177632,0.823129093,-27.38,1.8,151.093,6.41,0.522666667,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA542,BRA,542,158,3,3,1.049883318,0.037854354,0.813097309,-28.28,1.4,181.023,6.41,0.556632653,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA543,BRA,543,158,5,1,1.055398061,0.018517478,0.726271384,-27.87,1.7,169.998,6.02,0.598603839,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA544,BRA,544,159,1,1,1.059164865,0.02931118,0.695531402,-28.1,1.1,136.941,5.79,0.577060932,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA545,BRA,545,159,1,2,1.058064302,0.040296847,0.754767506,-28.33,1.1,177.487,6.14,0.499524263,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA546,BRA,546,159,3,1,1.04519801,0.045756416,0.788556015,-28.04,1.5,113.416,5.73,0.493627451,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA547,BRA,547,159,5,1,1.056888919,0.024973649,0.739613084,-27.85,1.3,149.473,5.22,0.541297935,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA548,BRA,548,160,1,1,1.0581801,0.046422199,0.789608383,-28.07,1.3,136.676,6.88,0.498116761,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA549,BRA,549,160,1,3,1.065499136,0.043160292,0.82381938,-25.94,1.6,228.751,5.67,0.493506494,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA550,BRA,550,160,3,3,1.050186998,0.029535674,0.74603862,-26.7,1.6,146.705,5.95,0.52448355,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA551,BRA,551,160,5,3,1.05073162,0.023268349,0.804096192,-29.03,1.3,158.202,5.14,0.602244389,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA552,BRA,552,161,1,2,1.058815816,0.01527242,0.724035654,-28.18,1.1,127.483,5.17,0.521907216,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA553,BRA,553,161,1,3,1.053691771,0.028810141,0.718552963,-30.81,1.9,109.31,7.62,0.490952955,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA554,BRA,554,161,3,1,1.057591668,0.03080569,0.773832766,-26.54,1.4,149.493,5.17,0.490047771,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA555,BRA,555,161,5,2,1.049588832,0.020718584,0.785085031,-28.45,1.4,203.785,5.68,0.564347826,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA556,BRA,556,162,1,1,1.057626813,0.032817804,0.790412304,-28.76,1.3,142.401,5.66,0.580819799,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA557,BRA,557,162,1,3,1.065906309,0.015653113,0.710718102,-27.19,1.3,91.688,5.7,0.646412037,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA558,BRA,558,162,3,2,1.057576074,0.041917685,0.796536626,-27.37,1.4,186.063,5.96,0.453990406,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA559,BRA,559,162,5,2,1.051758158,0.00265985,0.790647302,-26.53,1.4,69.141,5.44,0.493844049,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA560,BRA,560,164,1,2,1.063600347,0.043675349,0.794654939,-25.86,1.3,79.179,5.6,0.602777778,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA561,BRA,561,164,1,4,1.061089959,0.030602128,0.749607872,-29.08,1.2,117.146,5.05,0.6,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA562,BRA,562,164,3,2,1.066789563,0.032815036,0.792919121,-26.55,1.4,151.417,4.66,0.67752443,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA563,BRA,563,164,5,2,1.05332997,0.01016333,0.763884441,-27.23,1.2,158.467,4.99,0.667182663,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA564,BRA,564,165,1,1,1.057963584,0.020814093,0.714269354,-28.08,1,133.275,5.75,0.56952381,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA565,BRA,565,165,1,4,1.051854741,0.023020649,0.761658243,-27.38,1.2,112.597,5.97,0.663246269,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA566,BRA,566,165,3,1,1.050914074,0.00479919,0.682769892,-27.62,1.1,150.473,5.35,0.640683396,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA567,BRA,567,165,5,3,1.045091331,0.02242882,0.791289309,-28.1,1.3,132.466,5.95,0.547747748,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA568,BRA,568,166,1,2,1.058123508,0.029969228,0.675605175,-28.52,0.9,135.501,6.15,0.695435685,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA569,BRA,569,166,1,4,1.064676617,0.042240446,0.787132639,-29.05,1.3,153.154,5.92,0.590740741,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA570,BRA,570,166,3,1,1.054234022,0.029180431,0.743341385,-29.45,1.3,NA,NA,0.509051015,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA571,BRA,571,166,5,2,1.06524793,-0.019989127,0.655151499,-27.32,1.2,77.142,4.52,0.477038425,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA572,BRA,572,167,1,1,1.063648986,0.04368042,0.804750378,-26.93,1.6,114.292,6.31,0.578361982,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA573,BRA,573,167,1,2,1.055718463,0.044093031,0.810427493,-28.05,1.3,214.86,5.85,0.523809524,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA574,BRA,574,167,3,2,1.051084127,0.035140558,0.742266298,-26.81,1.4,116.584,6.56,0.650870406,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
BRA575,BRA,575,167,5,3,1.055748312,0.025921817,0.783193246,-28.75,1.4,114.357,5.84,0.575083426,-33.916389,115.083278,26.1,1072,0.96,Corymbia calophylla
CAR745,CAR,745,221,1,2,1.049509511,0.021606992,0.702248338,-26.16,1.6,163.824,5.71,0.646103896,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR746,CAR,746,221,1,3,1.043874886,0.007904968,0.708183837,-27.28,1.4,56.96,6.81,0.563636364,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR747,CAR,747,221,3,1,1.051595829,0.023477961,0.721100688,-27.54,1.4,125.695,6.1,0.553253212,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR748,CAR,748,221,5,3,1.050593547,0.015925118,0.7191646,-27.48,1.1,108.81,5.09,0.641491396,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR749,CAR,749,222,1,3,1.051880732,0.034838645,0.786678759,-28.32,1.8,145.27,7.42,0.5,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR750,CAR,750,222,1,4,1.057993456,0.039059284,0.778470882,-27.68,1.2,163.851,6.65,0.490842491,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR751,CAR,751,222,3,2,1.050685504,0.032292241,0.70766129,-27.96,1.4,118.576,7.34,NA,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR752,CAR,752,222,5,2,1.048343154,0.020689655,0.777334949,-27.3,1.6,125.503,5.95,0.601941748,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR753,CAR,753,223,1,1,1.053755739,0.044203855,0.861056783,-26.65,2.2,115.278,5.76,0.599400599,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR754,CAR,754,223,1,3,1.057976263,0.042687191,0.807694041,-27.22,1.6,169.505,5.64,0.516969219,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR755,CAR,755,223,3,2,1.056440675,0.032752505,0.72639529,-28.48,1.2,126.086,7.26,0.590265487,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR756,CAR,756,223,5,4,1.048738604,0.022549737,0.802071013,-27.33,1.5,131.392,5,0.720333547,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR757,CAR,757,224,1,2,1.047346105,0.050230673000000003,0.75186982,-28.25,1.2,149.013,7.17,0.54009434,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR758,CAR,758,224,1,4,1.065002263,0.026661377,0.758181399,-26.85,1.4,141.467,4.73,0.587966489,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR759,CAR,759,224,1,3,1.050465657,0.034203457,0.808038402,-26.9,1.8,147.241,6.05,0.536521739,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR760,CAR,760,224,3,3,1.057857412,0.030998415,0.737884032,-28.09,1.2,137.669,5.58,0.599190283,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR761,CAR,761,225,1,2,1.055109567,0.015323141,0.763571927,-26.32,1.3,89.25,6.26,0.56281407,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR762,CAR,762,225,1,4,1.059562993,0.019558596,0.696631139,-27.51,1.7,139.214,7.06,0.489875389,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR763,CAR,763,225,3,1,1.052069889,0.044874245,0.759651242,-27.58,1.6,136.806,6.54,0.595356551,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR764,CAR,764,225,5,3,1.046104762,0.033495735,0.788533243,-27.34,1.6,149.238,6.38,0.610123119,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR765,CAR,765,226,1,1,1.049179293,0.040573056,0.821303615,-26.75,1.6,162.448,5.97,0.531722054,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR766,CAR,766,226,1,3,1.053868452,0.027108573,0.758210808,-28.14,1.3,161.505,5.95,0.539706626,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR767,CAR,767,226,3,2,1.060175368,0.036409511,0.760739205,-27.3,1.5,123.265,5.6,0.489010989,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR768,CAR,768,226,5,3,1.047283803,0.022202288,0.760479608,-27.04,1.2,121.767,5.59,0.539363484,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR769,CAR,769,227,1,1,1.048988007,0.034746429,0.763319427,-27.39,1.5,126.101,6.27,0.618562874,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR770,CAR,770,227,1,4,1.063279741,-0.007864947,0.606668426,-27.26,1,123.864,5,0.559950556,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR771,CAR,771,227,3,3,1.057342401,0.037074129,0.770164346,-27.85,1.3,150.136,5.99,0.596269154,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR772,CAR,772,227,5,3,1.045620708,0.023953919,0.793422702,-27.22,1.3,169.248,5.38,0.531607465,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR774,CAR,774,228,1,1,1.06126843,0.036081298,0.725776456,-28.08,1.4,123.973,6.9,0.441048035,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR775,CAR,775,228,1,2,1.057849891,0.028735405,0.72438773,-27.38,1.5,153.382,6.52,0.564189189,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR776,CAR,776,228,3,1,1.048780285,0.040618384,0.781403115,-28.09,1.6,173.039,6.75,0.48798229,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR777,CAR,777,228,5,4,1.053396209,0.0054548,0.703103018,-27.12,1,193.556,4.73,0.656031128,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR778,CAR,778,229,1,1,1.046384923,0.039228862,0.853697826,-25.87,1.8,150.157,6.46,0.547015536,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR779,CAR,779,229,1,4,1.05688871,0.041525578,0.770095844,-27.82,1.2,149.843,6.41,0.576966292,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR780,CAR,780,229,3,4,1.048326467,0.017276563,0.665391943,-27.55,1.2,178.722,6.37,0.599129594,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR781,CAR,781,229,5,2,1.056187937,-0.006119862,0.713114515,-26.78,1.5,126.132,5.52,0.501265823,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR782,CAR,782,230,1,1,1.047719573,0.035248042,0.807606952,-26.81,1.8,116.724,7.1,0.575909661,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR783,CAR,783,230,1,3,1.05609869,0.029162221,0.759178446,-25.37,1.3,154.997,5.36,0.596036585,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR784,CAR,784,230,3,2,1.059896177,0.036236088,0.817632772,-27.56,1.8,152.69,5.79,0.610807114,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CAR785,CAR,785,230,5,1,1.0467352620000001,0.018887554,0.762598024,-26.24,1.5,129.226,5.28,0.603828306,-34.419639,115.821306,25.9,1106,0.98,Corymbia calophylla
CHID251,CHID,251,51,1,3,1.053154852,0.027361703,0.805549232,-27.35,1.3,118.495,5.98,0.6,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID252,CHID,252,51,1,4,1.053034967,0.005293102,0.787078095,-26.98,1.4,117.76,5.76,0.570901034,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID253,CHID,253,51,3,1,1.050320813,0.027127402,0.76531473,-29.28,1.2,116.478,7.21,0.626929674,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID254,CHID,254,51,5,4,1.048581303,0.005266912,0.793678295,-28.31,1.4,149.195,5.35,0.587221823,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID255,CHID,255,52,1,1,1.060324504,0.03037694,0.823557762,-27.79,1.4,160.313,5.29,0.569717707,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID256,CHID,256,52,1,2,1.060953739,0.028707638,0.745358684,-28.06,1.4,127.287,5.18,0.537444934,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID257,CHID,257,52,3,3,1.050523206,0.03301451,0.765101423,-28.6,1.5,122.685,6.08,0.579150579,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID258,CHID,258,52,5,2,1.050519338,0.002514791,0.751422667,-27.48,1,143.5,5.13,0.609625668,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID259,CHID,259,53,1,1,1.050817525,0.037483733,0.81347406,-28.44,1.6,151.37,6.72,0.452219714,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID260,CHID,260,53,1,2,1.048607289,0.03484876,0.828938101,-27.7,2,98.854,6.32,0.501706485,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID261,CHID,261,53,3,4,1.050297924,0.024827718,0.800434408,-27.3,1.8,132.438,6.43,0.544303797,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID262,CHID,262,53,5,4,1.04383663,0.027406586,0.823627383,-27.58,1.5,148.323,5.35,0.521019108,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID263,CHID,263,54,1,2,1.059444763,0.030722039,0.838100461,-28.32,1.9,149.883,5.89,0.484407484,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID264,CHID,264,54,1,3,1.055709113,0.031912617,0.800000774,-27.36,1.4,90.151,6.27,0.481918239,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID265,CHID,265,54,3,4,1.05462528,0.017688392,0.732064686,-29.24,1.5,103.343,6.66,0.578539108,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID266,CHID,266,54,5,2,1.049942391,0.030974498,0.785140982,-28.68,1.3,118.279,6.25,0.608849558,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID267,CHID,267,55,1,2,1.053722446,0.01524561,0.685006813,-28.53,1.1,74.093,6.14,0.587618048,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID268,CHID,268,55,1,3,1.062650623,6.38447e-4,0.677735366,-28.12,1.1,96.183,5.69,0.578295703,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID269,CHID,269,55,3,1,1.054866024,0.028059344,0.766853653,-28.04,1.5,132.193,6.41,0.521643836,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID270,CHID,270,55,5,2,1.043831781,0.023021164,0.783904676,-28.61,0.9,109.33,5.96,0.620738636,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID271,CHID,271,56,1,1,1.055594581,0.032517488,0.734145382,-28.66,1.4,131.141,7.2,0.491365777,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID272,CHID,272,56,1,3,1.059294318,0.032016207,0.761111798,-27.44,1.4,109.46,6.44,0.659745479,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID273,CHID,273,56,3,1,1.062116678,0.037919752,0.867600807,-27.11,1.9,154.193,6.18,0.48233426,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID274,CHID,274,56,5,2,1.055819434,0.026400653,0.799427486,-28.46,1.4,167.128,5.38,0.537796976,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID275,CHID,275,57,1,1,1.050427621,0.030319593,0.835732578,-28.92,1.5,117.668,6.04,0.502829426,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID276,CHID,276,57,1,4,1.061520804,0.024296882,0.825390318,-28.25,1.5,119.114,5.7,0.605074462,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID277,CHID,277,57,3,1,1.051774886,0.032085033,0.797861764,-27.55,2.1,145.203,6.64,0.629032258,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID278,CHID,278,57,5,2,1.051561173,0.03188032,0.846797198,-26.65,1.8,119.553,5.58,0.478947368,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID279,CHID,279,58,1,1,1.06016861,0.026952741,0.771861524,-28.81,1.2,110.183,6.65,0.56835443,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID280,CHID,280,58,1,4,1.056164388,0.012814225,0.71791475,-28.2,1.5,125.777,6.82,0.554621849,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID281,CHID,281,58,3,1,1.053553707,0.036009433,0.799404766,-28.01,1.6,150.287,7.48,0.557309942,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID282,CHID,282,58,5,2,1.065081063,0.003670892,0.65908561,-29.22,0.8,148.082,5.41,0.621621622,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID284,CHID,284,59,1,1,1.049862103,0.035673131,0.794527106,-28.04,1.5,150.839,6.53,0.488104375,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID285,CHID,285,59,1,2,1.057226833,0.037480594,0.815646852,-27.43,1.7,169.272,6.07,0.495774648,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID286,CHID,286,59,3,2,1.051714768,0.027406551,0.789705041,-25.86,2.2,129.453,6.22,0.392976589,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID287,CHID,287,59,5,3,1.045266917,0.032256486,0.796496087,-27.96,1.6,115.25,7.06,0.594262295,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
CHID288,CHID,288,60,1,2,1.053142586,0.034436159,0.824278825,-27.45,1.7,123.489,6.55,0.53015873,-31.8682,116.222973,32.2,900,0.65,Corymbia calophylla
