Site,Season,Species,Plant ,Leaf,Time,WP
1,Wet/Dry,Alphitonia excelsa,3,2,13:00,-1.9
1,Wet/Dry,Alphitonia excelsa,3,3,13:00,-1.65
1,Wet/Dry,Alphitonia excelsa,3,1,15:00,-1.6
1,Wet/Dry,Alphitonia excelsa,3,2,15:00,-1.7
1,Wet/Dry,Alphitonia excelsa,3,3,15:00,-1.8
1,Wet/Dry,Alphitonia excelsa,3,1,17:00,-1.2
1,Wet/Dry,Alphitonia excelsa,3,2,17:00,-1.35
1,Wet/Dry,Alphitonia excelsa,3,3,17:00,-1.35
1,Wet/Dry,Alphitonia excelsa,4,1,5:00,-0.85
1,Wet/Dry,Alphitonia excelsa,4,2,5:00,-1.2
1,Wet/Dry,Alphitonia excelsa,4,3,5:00,-1.1
1,Wet/Dry,Alphitonia excelsa,4,1,9:00,-1.85
1,Wet/Dry,Alphitonia excelsa,4,2,9:00,-2
1,Wet/Dry,Alphitonia excelsa,4,3,9:00,-1.85
1,Wet/Dry,Alphitonia excelsa,4,1,11:00,-1.5
1,Wet/Dry,Alphitonia excelsa,4,2,11:00,-1.4
1,Wet/Dry,Alphitonia excelsa,4,3,11:00,-1.55
1,Wet/Dry,Alphitonia excelsa,4,1,13:00,-1.9
1,Wet/Dry,Alphitonia excelsa,4,2,13:00,-2.3
1,Wet/Dry,Alphitonia excelsa,4,3,13:00,-1.85
1,Wet/Dry,Alphitonia excelsa,4,1,15:00,-1.6
1,Wet/Dry,Alphitonia excelsa,4,2,15:00,-1.5
1,Wet/Dry,Alphitonia excelsa,4,3,15:00,-1.5
1,Wet/Dry,Alphitonia excelsa,4,1,17:00,-1.15
1,Wet/Dry,Alphitonia excelsa,4,2,17:00,-1.15
1,Wet/Dry,Alphitonia excelsa,4,3,17:00,-1.35
2,Wet/Dry,Gossia bidwillii,1,1,5:00,-0.5
2,Wet/Dry,Gossia bidwillii,1,2,5:00,-0.8
2,Wet/Dry,Gossia bidwillii,1,3,5:00,-0.45
2,Wet/Dry,Gossia bidwillii,1,1,9:00,-1
2,Wet/Dry,Gossia bidwillii,1,2,9:00,-0.95
2,Wet/Dry,Gossia bidwillii,1,3,9:00,-0.75
2,Wet/Dry,Gossia bidwillii,1,1,11:00,-1.15
2,Wet/Dry,Gossia bidwillii,1,2,11:00,-1.2
2,Wet/Dry,Gossia bidwillii,1,3,11:00,-0.9
2,Wet/Dry,Gossia bidwillii,1,1,13:00,-1.6
2,Wet/Dry,Gossia bidwillii,1,2,13:00,-1.7
2,Wet/Dry,Gossia bidwillii,1,3,13:00,-1.45
2,Wet/Dry,Gossia bidwillii,1,1,15:00,-0.85
2,Wet/Dry,Gossia bidwillii,1,2,15:00,-1
2,Wet/Dry,Gossia bidwillii,1,3,15:00,-1.05
2,Wet/Dry,Gossia bidwillii,1,1,17:00,-0.45
2,Wet/Dry,Gossia bidwillii,1,2,17:00,-0.45
2,Wet/Dry,Gossia bidwillii,1,3,17:00,-0.55
2,Wet/Dry,Gossia bidwillii,3,1,5:00,-0.6
2,Wet/Dry,Gossia bidwillii,3,2,5:00,-0.45
2,Wet/Dry,Gossia bidwillii,3,3,5:00,-0.4
2,Wet/Dry,Gossia bidwillii,3,1,9:00,-0.8
2,Wet/Dry,Gossia bidwillii,3,2,9:00,-0.8
2,Wet/Dry,Gossia bidwillii,3,3,9:00,-1
2,Wet/Dry,Gossia bidwillii,3,1,11:00,-0.6
2,Wet/Dry,Gossia bidwillii,3,2,11:00,-1.15
2,Wet/Dry,Gossia bidwillii,3,3,11:00,-1.3
2,Wet/Dry,Gossia bidwillii,3,1,13:00,-1.5
2,Wet/Dry,Gossia bidwillii,3,2,13:00,-2.2
2,Wet/Dry,Gossia bidwillii,3,3,13:00,-2.15
2,Wet/Dry,Gossia bidwillii,3,1,15:00,-1.55
2,Wet/Dry,Gossia bidwillii,3,2,15:00,-2
2,Wet/Dry,Gossia bidwillii,3,3,15:00,-1.8
2,Wet/Dry,Gossia bidwillii,3,1,17:00,-1
2,Wet/Dry,Gossia bidwillii,3,2,17:00,-1.1
2,Wet/Dry,Gossia bidwillii,3,3,17:00,-1.2
2,Wet/Dry,Gossia bidwillii,4,1,5:00,-0.475
2,Wet/Dry,Gossia bidwillii,4,2,5:00,-0.55
2,Wet/Dry,Gossia bidwillii,4,3,5:00,-0.6
2,Wet/Dry,Gossia bidwillii,4,1,9:00,-0.7
2,Wet/Dry,Gossia bidwillii,4,2,9:00,-0.6
2,Wet/Dry,Gossia bidwillii,4,3,9:00,-0.7
2,Wet/Dry,Gossia bidwillii,4,1,11:00,-1.05
2,Wet/Dry,Gossia bidwillii,4,2,11:00,-1.3
2,Wet/Dry,Gossia bidwillii,4,3,11:00,-1.5
2,Wet/Dry,Gossia bidwillii,4,1,13:00,-1.55
2,Wet/Dry,Gossia bidwillii,4,2,13:00,-1.6
2,Wet/Dry,Gossia bidwillii,4,3,13:00,-1.55
2,Wet/Dry,Gossia bidwillii,4,1,15:00,-1.8
2,Wet/Dry,Gossia bidwillii,4,2,15:00,-1.9
2,Wet/Dry,Gossia bidwillii,4,3,15:00,-1.75
2,Wet/Dry,Gossia bidwillii,4,1,17:00,-1.05
2,Wet/Dry,Gossia bidwillii,4,2,17:00,-0.95
2,Wet/Dry,Gossia bidwillii,4,3,17:00,-0.85
1,Dry,Alphitonia excelsa,1,1,5:00,-0.85
1,Dry,Alphitonia excelsa,1,2,5:00,-0.6
1,Dry,Alphitonia excelsa,1,3,5:00,-0.45
1,Dry,Alphitonia excelsa,1,1,9:00,-1.55
1,Dry,Alphitonia excelsa,1,2,9:00,-2.3
1,Dry,Alphitonia excelsa,1,3,9:00,-2.25
1,Dry,Alphitonia excelsa,1,1,11:00,-2.8
1,Dry,Alphitonia excelsa,1,2,11:00,-2.7
1,Dry,Alphitonia excelsa,1,3,11:00,-2.75
1,Dry,Alphitonia excelsa,1,1,13:00,-2
1,Dry,Alphitonia excelsa,1,2,13:00,-1.75
1,Dry,Alphitonia excelsa,1,3,13:00,-2.85
1,Dry,Alphitonia excelsa,1,1,15:00,-2.25
1,Dry,Alphitonia excelsa,1,2,15:00,-2.2
1,Dry,Alphitonia excelsa,1,3,15:00,-2.3
1,Dry,Alphitonia excelsa,1,1,17:00,-2.6
1,Dry,Alphitonia excelsa,1,2,17:00,-2.5
1,Dry,Alphitonia excelsa,1,3,17:00,-2.55
1,Dry,Alphitonia excelsa,2,1,5:00,-0.9
1,Dry,Alphitonia excelsa,2,2,5:00,-0.35
1,Dry,Alphitonia excelsa,2,3,5:00,-1.05
1,Dry,Alphitonia excelsa,2,1,9:00,-3
1,Dry,Alphitonia excelsa,2,2,9:00,-2.85
1,Dry,Alphitonia excelsa,2,3,9:00,-3.2
1,Dry,Alphitonia excelsa,2,1,11:00,-3.35
1,Dry,Alphitonia excelsa,2,2,11:00,-3.25
1,Dry,Alphitonia excelsa,2,3,11:00,-3.2
1,Dry,Alphitonia excelsa,2,1,13:00,-3.25
1,Dry,Alphitonia excelsa,2,2,13:00,-3.4
1,Dry,Alphitonia excelsa,2,3,13:00,-3.4
1,Dry,Alphitonia excelsa,2,1,15:00,-3.2
1,Dry,Alphitonia excelsa,2,2,15:00,-3.15
1,Dry,Alphitonia excelsa,2,3,15:00,-3.25
1,Dry,Alphitonia excelsa,2,1,17:00,-3.1
1,Dry,Alphitonia excelsa,2,2,17:00,-3.1
1,Dry,Alphitonia excelsa,2,3,17:00,-3.1
1,Dry,Alphitonia excelsa,3,1,5:00,-0.9
1,Dry,Alphitonia excelsa,3,2,5:00,-0.25
1,Dry,Alphitonia excelsa,3,3,5:00,-0.6
1,Dry,Alphitonia excelsa,3,1,9:00,-3.8
1,Dry,Alphitonia excelsa,3,2,9:00,-3.9
1,Dry,Alphitonia excelsa,3,3,9:00,-3.7
1,Dry,Alphitonia excelsa,3,1,11:00,-4.2
1,Dry,Alphitonia excelsa,3,2,11:00,-4.25
1,Dry,Alphitonia excelsa,3,3,11:00,-4.35
1,Dry,Alphitonia excelsa,3,1,13:00,-4.35
1,Dry,Alphitonia excelsa,3,2,13:00,-4.25
1,Dry,Alphitonia excelsa,3,3,13:00,-4.2
1,Dry,Alphitonia excelsa,3,1,15:00,-4.4
1,Dry,Alphitonia excelsa,3,2,15:00,-4.35
1,Dry,Alphitonia excelsa,3,3,15:00,-4.4
1,Dry,Alphitonia excelsa,3,1,17:00,-4.3
1,Dry,Alphitonia excelsa,3,2,17:00,-4.3
1,Dry,Alphitonia excelsa,3,3,17:00,-4.25
1,Dry,Alphitonia excelsa,4,1,5:00,-1.85
1,Dry,Alphitonia excelsa,4,2,5:00,-2.2
1,Dry,Alphitonia excelsa,4,3,5:00,-0.95
1,Dry,Alphitonia excelsa,4,1,9:00,-4.95
1,Dry,Alphitonia excelsa,4,2,9:00,-5.05
1,Dry,Alphitonia excelsa,4,3,9:00,-4.1
1,Dry,Alphitonia excelsa,4,1,11:00,-5.4
1,Dry,Alphitonia excelsa,4,2,11:00,-5.15
1,Dry,Alphitonia excelsa,4,3,11:00,-5.25
1,Dry,Alphitonia excelsa,4,1,13:00,-5.3
1,Dry,Alphitonia excelsa,4,2,13:00,-5.45
1,Dry,Alphitonia excelsa,4,3,13:00,-5.35
1,Dry,Alphitonia excelsa,4,1,15:00,-5.4
1,Dry,Alphitonia excelsa,4,2,15:00,-5.35
1,Dry,Alphitonia excelsa,4,3,15:00,-5.4
1,Dry,Alphitonia excelsa,4,1,17:00,-5.3
1,Dry,Alphitonia excelsa,4,2,17:00,-5.3
1,Dry,Alphitonia excelsa,4,3,17:00,-5.3
2,Dry,Gossia bidwillii,1,1,5:00,-0.6
2,Dry,Gossia bidwillii,1,2,5:00,-0.5
2,Dry,Gossia bidwillii,1,3,5:00,-0.6
2,Dry,Gossia bidwillii,1,1,9:00,-0.2
2,Dry,Gossia bidwillii,1,2,9:00,-1.2
2,Dry,Gossia bidwillii,1,3,9:00,-1.4
2,Dry,Gossia bidwillii,1,1,11:00,-1.75
2,Dry,Gossia bidwillii,1,2,11:00,-2.05
2,Dry,Gossia bidwillii,1,3,11:00,-1.7
2,Dry,Gossia bidwillii,1,1,13:00,-2.1
2,Dry,Gossia bidwillii,1,2,13:00,-2.35
2,Dry,Gossia bidwillii,1,3,13:00,-2.5
2,Dry,Gossia bidwillii,1,1,15:00,-2.1
2,Dry,Gossia bidwillii,1,2,15:00,-2.05
2,Dry,Gossia bidwillii,1,3,15:00,-2.35
2,Dry,Gossia bidwillii,1,1,17:00,-1.1
2,Dry,Gossia bidwillii,1,2,17:00,-1.25
2,Dry,Gossia bidwillii,1,3,17:00,-1.2
2,Dry,Gossia bidwillii,3,1,5:00,-0.65
2,Dry,Gossia bidwillii,3,2,5:00,-0.55
2,Dry,Gossia bidwillii,3,3,5:00,-0.7
2,Dry,Gossia bidwillii,3,1,9:00,-0.95
2,Dry,Gossia bidwillii,3,2,9:00,-0.65
2,Dry,Gossia bidwillii,3,3,9:00,*
2,Dry,Gossia bidwillii,3,1,11:00,-1.2
2,Dry,Gossia bidwillii,3,2,11:00,-1.1
2,Dry,Gossia bidwillii,3,3,11:00,-1.05
2,Dry,Gossia bidwillii,3,1,13:00,-1.9
2,Dry,Gossia bidwillii,3,2,13:00,-2.1
2,Dry,Gossia bidwillii,3,3,13:00,-2.4
2,Dry,Gossia bidwillii,3,1,15:00,-2.2
2,Dry,Gossia bidwillii,3,2,15:00,-2.05
2,Dry,Gossia bidwillii,3,3,15:00,-2.1
2,Dry,Gossia bidwillii,3,1,17:00,-1.85
2,Dry,Gossia bidwillii,3,2,17:00,-1.65
2,Dry,Gossia bidwillii,3,3,17:00,-1.9
2,Dry,Gossia bidwillii,4,1,5:00,-0.65
2,Dry,Gossia bidwillii,4,2,5:00,-0.45
2,Dry,Gossia bidwillii,4,3,5:00,-0.2
2,Dry,Gossia bidwillii,4,1,9:00,-0.75
2,Dry,Gossia bidwillii,4,2,9:00,-1.6
2,Dry,Gossia bidwillii,4,3,9:00,-1.65
2,Dry,Gossia bidwillii,4,1,11:00,-1.6
2,Dry,Gossia bidwillii,4,2,11:00,-1.4
2,Dry,Gossia bidwillii,4,3,11:00,-1.1
2,Dry,Gossia bidwillii,4,1,13:00,-2.4
2,Dry,Gossia bidwillii,4,2,13:00,-1.95
2,Dry,Gossia bidwillii,4,3,13:00,-1.85
2,Dry,Gossia bidwillii,4,1,15:00,-2.6
2,Dry,Gossia bidwillii,4,2,15:00,-2.5
2,Dry,Gossia bidwillii,4,3,15:00,-2.65
2,Dry,Gossia bidwillii,4,1,17:00,-1.8
2,Dry,Gossia bidwillii,4,2,17:00,-1.8
2,Dry,Gossia bidwillii,4,3,17:00,-1.9
1,Late Dry,Alphitonia excelsa,1,1,5:00,-3.8
1,Late Dry,Alphitonia excelsa,1,2,5:00,-3.7
1,Late Dry,Alphitonia excelsa,1,3,5:00,-3.7
1,Late Dry,Alphitonia excelsa,1,1,10:00,-4.3
1,Late Dry,Alphitonia excelsa,1,2,10:00,-4.25
1,Late Dry,Alphitonia excelsa,1,3,10:00,-4.25
1,Late Dry,Alphitonia excelsa,1,1,15:00,-4.2
1,Late Dry,Alphitonia excelsa,1,2,15:00,-4.2
1,Late Dry,Alphitonia excelsa,1,3,15:00,*
1,Late Dry,Alphitonia excelsa,1,1,18:00,-3.8
1,Late Dry,Alphitonia excelsa,1,2,18:00,-3.8
1,Late Dry,Alphitonia excelsa,1,3,18:00,-3.8
1,Late Dry,Alphitonia excelsa,2,1,5:00,-4.2
1,Late Dry,Alphitonia excelsa,2,2,5:00,-4.2
1,Late Dry,Alphitonia excelsa,2,3,5:00,-4.2
1,Late Dry,Alphitonia excelsa,2,1,10:00,-4.85
1,Late Dry,Alphitonia excelsa,2,2,10:00,-4.8
1,Late Dry,Alphitonia excelsa,2,3,10:00,-4.8
1,Late Dry,Alphitonia excelsa,2,1,15:00,-4.65
1,Late Dry,Alphitonia excelsa,2,2,15:00,-4.7
1,Late Dry,Alphitonia excelsa,2,3,15:00,-4.7
1,Late Dry,Alphitonia excelsa,2,1,18:00,-4.6
1,Late Dry,Alphitonia excelsa,2,2,18:00,-4.4
1,Late Dry,Alphitonia excelsa,2,3,18:00,-4.5
1,Late Dry,Alphitonia excelsa,3,1,5:00,-4.6
1,Late Dry,Alphitonia excelsa,3,2,5:00,-4.6
1,Late Dry,Alphitonia excelsa,3,3,5:00,-4.6
1,Late Dry,Alphitonia excelsa,3,1,10:00,-4.6
1,Late Dry,Alphitonia excelsa,3,2,10:00,-4.7
1,Late Dry,Alphitonia excelsa,3,3,10:00,-4.6
1,Late Dry,Alphitonia excelsa,3,1,15:00,-4.7
1,Late Dry,Alphitonia excelsa,3,2,15:00,-4.7
1,Late Dry,Alphitonia excelsa,3,3,15:00,-4.7
1,Late Dry,Alphitonia excelsa,3,1,18:00,-4.7
1,Late Dry,Alphitonia excelsa,3,2,18:00,-4.6
1,Late Dry,Alphitonia excelsa,3,3,18:00,-4.6
2,Late Dry,Gossia bidwillii,1,1,5:00,-4.5
2,Late Dry,Gossia bidwillii,1,2,5:00,-4.5
2,Late Dry,Gossia bidwillii,1,3,5:00,-4.5
2,Late Dry,Gossia bidwillii,1,1,10:00,-5.4
2,Late Dry,Gossia bidwillii,1,2,10:00,-5.45
2,Late Dry,Gossia bidwillii,1,3,10:00,-5.4
2,Late Dry,Gossia bidwillii,1,1,15:00,-5.95
2,Late Dry,Gossia bidwillii,1,2,15:00,-6
2,Late Dry,Gossia bidwillii,1,3,15:00,-6
2,Late Dry,Gossia bidwillii,1,1,18:00,-5.7
2,Late Dry,Gossia bidwillii,1,2,18:00,-5.65
2,Late Dry,Gossia bidwillii,1,3,18:00,-5.7
2,Late Dry,Gossia bidwillii,2,1,5:00,-4.4
2,Late Dry,Gossia bidwillii,2,2,5:00,-4.4
2,Late Dry,Gossia bidwillii,2,3,5:00,-4.4
2,Late Dry,Gossia bidwillii,2,1,10:00,-5.35
2,Late Dry,Gossia bidwillii,2,2,10:00,-5.5
2,Late Dry,Gossia bidwillii,2,3,10:00,-5.4
2,Late Dry,Gossia bidwillii,2,1,15:00,-5.95
2,Late Dry,Gossia bidwillii,2,2,15:00,-5.65
2,Late Dry,Gossia bidwillii,2,3,15:00,-5.7
2,Late Dry,Gossia bidwillii,2,1,18:00,-5.25
2,Late Dry,Gossia bidwillii,2,2,18:00,-4.95
2,Late Dry,Gossia bidwillii,2,3,18:00,-5
2,Late Dry,Gossia bidwillii,3,1,5:00,-4.5
2,Late Dry,Gossia bidwillii,3,2,5:00,-4.5
2,Late Dry,Gossia bidwillii,3,3,5:00,-4.5
2,Late Dry,Gossia bidwillii,3,1,10:00,-5.65
2,Late Dry,Gossia bidwillii,3,2,10:00,-6.05
2,Late Dry,Gossia bidwillii,3,3,10:00,-5.7
2,Late Dry,Gossia bidwillii,3,1,15:00,-6.45
2,Late Dry,Gossia bidwillii,3,2,15:00,-6.45
2,Late Dry,Gossia bidwillii,3,3,15:00,-6.45
2,Late Dry,Gossia bidwillii,3,1,18:00,-6
2,Late Dry,Gossia bidwillii,3,2,18:00,-5.95
2,Late Dry,Gossia bidwillii,3,3,18:00,-6
