Plant Genus,Plant Species,Visitor Order/Family,Visitor Genus,Visitor Species,Morphospecies,Region,Publication,Visitor TRAIT,Method,Pollination evidence,Plant floral TRAIT,Location,Month,Year,DOI,Citation,notes,ID,ID2,source_id,pollinator_trait_value
Thryptomene,baeckeacea,Diptera,,,Fly,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,fly
Thryptomene,baeckeacea,Coleoptera,,,Beetle,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,May,2023,,,Videos and photos,,,Elliott_2026,beetle
Macrozamia,fraserii,Curculionoidea,,,Large brown weevil,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with pollen on male cone,,Kings Park,October,2013,,,photo male cone,,,Elliott_2026,beetle
Cynara,cardunculus,Asteraceae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September,2023,,,photo,,,Elliott_2026,honeybee
Ricinocarpos,brevis,Formicidae,,,Golden ant,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,May,2015,,,May15 photo,,,Elliott_2026,ant
Ricinocarpos,brevis,Formicidae,,,Shiny black pointy abdomen,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,April & July,2015,,,July15 & Apr15 photos,,,Elliott_2026,ant
Ricinocarpos,brevis,Formicidae,,,Meat ant,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,April & July,2015,,,July15 & Apr15 photos,,,Elliott_2026,ant
Ricinocarpos,brevis,Apidae,Apis,mellifera,Honeybee,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,July,2015,,,July15 photos,,,Elliott_2026,honeybee
Ricinocarpos,brevis,,,,small fly or small drone ant,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,April & July,2015,,,July15 & Apr15 photos,,,Elliott_2026,insect
Ricinocarpos,brevis,Coleoptera,,,shiney black beetle,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,July,2015,,,July15 photos,,,Elliott_2026,beetle
Ricinocarpos,brevis,,,,Two spot line blue,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,male and female flowers visited,,Southern Cross,February,2015,,,Feb15 photos,,,Elliott_2026,butterfly
Ptilotus,obovatus,Apocrita,,,Native bee or wasp,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Southern Cross,July,2015,,,July15 photos,,,Elliott_2026,hymenoptera
Coleus,scutellarioides,Apidae,Apis,mellifera,Honeybee,WA Kimberley,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Prince Regent National Park,March,2026,,,Mar26 photo,,,Elliott_2026,honeybee
Stemodia,lythrifolia,Bombyliidae,Eristalopsis,parva,Orange beefly,WA Kimberley,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Prince Regent National Park,March,2026,,,Mar26 photo,https://www.lochmantransparencies.com/products/australian-wildlife/bee-fly-bombyliinae-eristalopsis-uniformis-3/,,Elliott_2026,bee_fly
Podotheca/Myriocephalis (?),,Colletidae,Neopasiphae,mirabilis,Black and yellow bee,WA Midwest,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Morawa,February,2017,,,Kooli_Feb2017,https://www.inaturalist.org/taxa/892746-Neopasiphae-mirabilis,,Elliott_2026,colletidae
Calytrix,strigosa/leschenaultii (?),Apidae,Apis,mellifera,Honeybee,WA Sandplains,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Gingin,September,2021,,,Sept 2021 photo,,,Elliott_2026,honeybee
Cynara,cardunculus var. scolymus,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,February,2023,,,Phone Feb 2023,,,Elliott_2026,honeybee
Polycarpaea,longifolia,Lepidoptera,Danaus,petilia,Butterfly,WA Pilbara,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Paraburdoo,July,2024,,,July2024 photos,,,Elliott_2026,butterfly
Burchardia,congesta,Diptera,,,Large hairy fly (carib),"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,"on flower, pollen on body - assumed",,Kings Park,October,2016,,,Oct2016 photo,,,Elliott_2026,fly
Burchardia,congesta,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Kings Park,September,2015,,,Sept2015 photo,,pollen on body died by spider,Elliott_2026,honeybee
Banksia,arborea,Anthophila,Hylaeus,ruficeps,Brown/red and yellow bee,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Southern Cross,November,2018,,,Nov2018 Nic'sphotos,https://www.inaturalist.org/taxa/892279-Hylaeus-ruficeps/browse_photos,No spot on face as per iNat photos,Elliott_2026,colletidae
Tetratheca,erubescens,Vespidae,,,Small potters wasp,WA Goldfields,Unpublished - pers. obs. CP Elliott,flower_visitor,Observation,might be cutting flower off stem?,,Southern Cross,November,2018,,,Nov2018 Nic'sphotos,,,Elliott_2026,wasp
Tetratheca,erubescens,Anthophila,,,Small black bee,WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,"on flower, pollen on body - assumed",,Southern Cross,November,2018,,,Nov2018 Nic'sphotos,,,Elliott_2026,bee
Melaleuca/Kunzea (?),,Anthophila,,,"Black bee, red legs and long abdomen",WA Goldfields,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,"on flower, pollen on body - assumed",,Southern Cross,November,2018,,,Nov2018 Nic'sphotos,,,Elliott_2026,bee
Phyllanthus,calycinus,Formicidae,,,Ant,WA Midwest,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Geraldton,September,2017,,,Geraldton2017 photo,,,Elliott_2026,ant
Pimelea,ciliata,Lepidoptera,Pollanisus,cupreus,Black and gold day moth,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,Pollanisus cupreus · iNaturalist,,Elliott_2026,moth
Pimelea,ciliata,Apidae,Apis,mellifera,Honeybee,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,Taxon Profile of Pimelea ciliata Rye subsp. ciliata | Florabase,,Elliott_2026,honeybee
Verticordia,plumosa,Lepidoptera,Pollanisus,cupreus,Black and gold day moth,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,Pollanisus cupreus · iNaturalist,Taxon Profile of Verticordia plumosa (Desf.) Druce | Florabase,Elliott_2026,moth
Verticordia,plumosa,Buprestidae,Castiarina,,Black and yellow bupestrid beetle,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,feeding,Elliott_2026,beetle
Dryandra,sessilis,Buprestidae,,,Green buprestrid beetle,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,,Elliott_2026,beetle
Bossiaea,,Buprestidae,,,Brown buprestrid beetle,Perth Hills,Unpublished - pers. obs. CP Elliott,flower_visitor,Observation,eating flower petal,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,,Elliott_2026,beetle
Hakea,,Buprestidae,Castiarina,,Black and yellow bupestrid beetle,Perth Hills,Unpublished - pers. obs. CP Elliott,flower_visitor,Observation,mating,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,,Elliott_2026,beetle
Hakea,,Anthophila,,,Native black bee (furry legs),Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,,Elliott_2026,bee
Callistemon,,Corvidea,Corvus,coronoides,Australian raven,Perth urban,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Cannington,February,2020,,,H2020 (no-backup),,,Elliott_2026,bird
Darwinia,citrodora,Coleoptera,,,Small brown beetle,Perth urban,Unpublished - pers. obs. CP Elliott,flower_visitor,Observation,,,Cannington,October,2021,,,H2020 (no-backup),,,Elliott_2026,beetle
Duranta,repens,Apidae,Apis,mellifera,Honeybee,Perth urban,Unpublished - pers. obs. MBA Elliott,flower_visitor,Observation,,,Cannington,October,2021 & 2024,,,,,,Elliott_2026,honeybee
Duranta,repens,Apidae,Amegilla,,Blue-banded bee,Perth urban,Unpublished - pers. obs. MBA Elliott,flower_visitor,Observation,,,Cannington,October,2021,,,,,,Elliott_2026,anthophorini
Duranta,repens,Meliphagidae,,,New holland honeyeater,Perth urban,Unpublished - pers. obs. MBA Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Cannington,October,2021 - 2026,,,,,,Elliott_2026,honeyeater
Duranta,repens,Meliphagidae,,,Singing honeyeater,Perth urban,Unpublished - pers. obs. MBA Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Cannington,October,2021 - 2026,,,,,,Elliott_2026,honeyeater
Duranta,repens,Meliphagidae,,,Brown Honeyeater,Perth urban,Unpublished - pers. obs. MBA Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Cannington,October,2021 - 2026,,,,,,Elliott_2026,honeyeater
Arctotheca,calendular,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Wembley,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Arctotheca,calendular,Lepidoptera,Pollanisus,cupreus,Black and gold day moth,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,moth
Oxalis,pes-caprae,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Wembley,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Cotula,turbinata,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Wembley,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Cotula,turbinata,Syrphidae,,,Hoverfly,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Wembley,August,2026,,,Aug2026 photos,,,Elliott_2026,hoverfly
Agonis,flexuosa,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Wembley,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Stirlingia,latifolia,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Acacia,rostellifera,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Acacia,rostellifera,Anthophila,,,Small native bee (orange abdomen; ~5mm),"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,bee
Daviesia,divaricata,Apidae,Apis,mellifera,Honeybee,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,honeybee
Daviesia,divaricata,Anthophila,,,Small native bee (orange and black abdomen; 10mm),"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,bee
Daviesia,divaricata,Anthophila,,,Black and white native bee (>15mm),"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,bee
Daviesia,divaricata,Anthophila,,,Bembix Sandwasp - but furry face,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,wasp
Philotheca,spicata,Lepidoptera,Pollanisus,cupreus,Black and gold day moth,"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,moth
Philotheca,spicata,Anthophila,,,Black and white native bee (>15mm),"Perth, coastal plain",Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Warwick,August,2026,,,Aug2026 photos,,,Elliott_2026,bee
Banksia,brownii,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,Day (1993),pollination_vector_possible,Observation & Pollen swab from vector,contact with stigma and anthers & pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeyeater
Banksia,brownii,Meliphagidae,Anthochaera,carunculata,Red Wattlebird,WA South coast,Day (1993),pollination_vector_possible,Pollen swab from vector,pollen swabbed from body; assumed pollinator - morphology,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeyeater
Banksia,brownii,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA South coast,Day (1993),pollination_vector_possible,Pollen swab from vector,pollen swabbed from body; assumed pollinator - morphology,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeyeater
Banksia,brownii,Muridae,Rattus,fuscipes,Bush rat,WA South coast,Day (1993),pollination_vector_possible,Pollen swab from vector,pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,rodent
Banksia,brownii,Tarsipedidae,Tarsipes,rostratus,Honey possum,WA South coast,Day (1993),pollination_vector_possible,Pollen swab from vector,pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,marsupial
Banksia,brownii,Apidae,Apis,mellifera,Honeybee,WA South coast,Day (1993),pollination_vector_possible,Observation,contact with stigma and anthers,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeybee
Banksia,brownii,Diptera,,,Fly,WA South coast,Day (1993),flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,fly
Banksia,brownii,Formicidae,,,Ant,WA South coast,Day (1993),flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,ant
Banksia,brownii,Anthophila,,,Small native bees,WA South coast,Day (1993),flower_visitor,Observation,nectar reward; no contact with stigma or anthers,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,bee
Lambertia,,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,Day (1993),flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeyeater
Lambertia,uniflora,Muridae,Rattus,fuscipes,Bush rat,WA South coast,Day (1993),pollination_vector_possible,Pollen swab from vector,pollen swabbed from body; assumed pollinator - morphology,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,rodent
Eucalyptus,,Meliphagidae,Phylidonyris,novaehollandiae,New Holland Honeyeater,WA South coast,Day (1993),flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,honeyeater
Dryandra,,Tarsipedidae,Tarsipes,rostratus,Honey possum,WA South coast,Day (1993),flower_visitor,Pollen swab from vector,pollen swabbed from body,,Albany and surrounds,April& May & June,1993,https://doi.org/10.1111/j.1442-9993.1997.tb00676.x ,"Day D (1993) Reproductive biology, pollen vectors and mating systems of the rare and endangered Banksia brownii Baxter ex. R.Br. Honours Thesis. Curtin University of Technology",,,,Day_1997,marsupial
Banksia,tricuspis,Tarsipedidae,Tarsipes,rostratus,Honey possum,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,27% sucrose equivalents nectar; 8.4-10 days for all florets to open on inflorescense; 93.7% pollen viability,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,marsupial
Banksia,tricuspis,Muridae,Mus,musculus,Mouse,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,rodent
Banksia,tricuspis,Apidae,Apis,mellifera,Honeybee,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation,contact with stigma and anthers,pollen on body,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeybee
Banksia,tricuspis,Thynnidae,,,Large native thynnid wasp,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation,contact with stigma and anthers,pollen on body,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,thynnine_wasp
Banksia,tricuspis,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Banksia,tricuspis,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Banksia,tricuspis,Meliphagidae,Certhionyx,variegatus,Pied honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Banksia,tricuspis,Meliphagidae,Gliciphila ,melanops,Tawny-crowned honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Banksia,tricuspis,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Banksia,tricuspis,Zosteropidae,Zosterops ,lateralis,Silvereye,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund", Presumably Western silvereye?,,,vanLeeuwen_1986,silvereye
Banksia,tricuspis,Acanthizidae,Smicrornis ,brevirostris,Weebill,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",flower_visitor,Pollen swab from vector,pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,bird
Calothamnus,sanguineus,Meliphagidae,Acanthorhynchus,superciliosus,Western Spinebill,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Calothamnus,sanguineus,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Calothamnus,sanguineus,Meliphagidae,Gliciphila ,melanops,Tawny-crowned honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Calothamnus,sanguineus,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
Calothamnus,sanguineus,Zosteropidae,Zosterops ,lateralis,Silvereye,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,silvereye
Eucalyptus,calophylla,Meliphagidae,Certhionyx,variegatus,Pied honeyeater,WA Midwest,"van Leeuwen SJ, Lamont BB (1986)",pollination_vector_possible,Observation & Pollen swab from vector,nectar reward & pollen swabbed from body,,Jurien Bay area,March-October,1985,https://library.dbca.wa.gov.au ,"van Leeuwen SJ, Lamont BB (1986) Conservation status and reproductive biology of the gazetted rare species Banksia tricuspis. Report to the World Widlife Fund",,,,vanLeeuwen_1986,honeyeater
