Plant Genus,Plant Species,Visitor Order/Family,Visitor Genus,Visitor Species,Morphospecies,Region,Publication,Visitor TRAIT,Method,Pollination evidence,Plant floral TRAIT,Location,Month,Year,DOI,Citation,notes,ID,ID2,source_id,pollinator_trait_value
Prostanthera,aspalathoides,Meliphagidae,Lichenostomus,ornatus,Yellow plumed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,"1 - 4 pollen grains per stigma (2005, 2006)",Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,aspalathoides,Meliphagidae,Lichenostomus,pencillatus,White plumed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,aspalathoides,Meliphagidae,Melithreptus,brevirostris,Brown headed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,aspalathoides,Meliphagidae,Acanthagenys,rufogularis,Spiny cheeked honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,aspalathoides,Meliphagidae,Manorina,flavigula,Yellow throated miner,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,aspalathoides,Meliphagidae,Philemon,citreogularis,Little friarbird,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Lichenostomus,ornatus,Yellow plumed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Lichenostomus,pencillatus,White plumed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Melithreptus,brevirostris,Brown headed honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Acanthagenys,rufogularis,Spiny cheeked honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Manorina,flavigula,Yellow throated miner,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Prostanthera,serpyllifolia ssp. microphylla,Meliphagidae,Philemon,citreogularis,Little friarbird,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Eremophila,bignofolia,Meliphagidae,Certhionyx,niger,Black honeyeater,NSW wheatbelt,Elliott (2010),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://trove.nla.gov.au/work/256979560,"Elliott CP (2010) Patterns and Processes: Ecological and genetic function of fragmented Emu bush (Eremophila glabra ssp. glabra) populations. Ph.D. Thesis. The Australian National University, Canberra.",,,,Elliott_2010,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Lichenostomus,pencillatus,White plumed honeyeater,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Manorina,flavigula,Yellow throated miner,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Manorina,melanocephala,Noisy miner,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Acanthagenys,rufogularis,Spiny cheeked honeyeater,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Philemon,citreogularis,Little friarbird,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Lichenostomus,ornatus,Yellow plumed honeyeater,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Lichenostomus,leucotis,White eared honeyeater,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Eremophila,glabra ssp. glabra,Meliphagidae,Lichenostomus,virescens,Singing honeyeater,NSW wheatbelt,Elliott et al (2012),pollination_vector_possible,Observation,contact with stigma and anthers,,Rankin Springs,September & October,2005; 2006,https://doi.org/10.1007/s10980-011-9697-9,"Elliott CP, Lindenmayer DB, Cunningham S and Young A (2012) Landscape context affects honeyeater communities and their foraging behavior in south-eastern Australia: implications for plant pollination. Landscape Ecology 27(3): 393-404",,,,Elliott_2012,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Lichmera,indistincta,Brown honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,1.8 - 12.5 pollen tubes per style (2002),Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Melithreptus,brevirostris,Brown headed honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Lichenostomus,virescens,Singing honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Phylidonyris,melanops,Tawny crowned honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Phylidonyris,nigra,White cheeked honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Meliphagidae,Lichenostomus,leucotis,White eared honeyeater,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,honeyeater
Calothamnus,quadrifidus,Tarsipedidae,Tarsipes,rostratus,Honey possum or noolbenger,WA Wheatbelt,Yates et al (2007),pollination_vector_possible,Observation,contact with stigma and anthers,,Narrogin,peak flowering,2002; 2003,https://doi.org/10.1007/s10531-006-6736-y,"Yates CJ, Coates DJ, Elliott C and Byrne M (2007) Composition of the pollinator community, pollination and the mating system for a shrub in fragments of a species rich kwongan in south-west Western Australia. Biodiversity and Conservation 16(5): 1379-1395",,,,Yates_2007,marsupial
Calothamnus,quadrifidus,Apidae,Apis,mellifera,Honeybee,Perth Hills,Unpublished - pers. obs. CP Elliott,pollination_vector_possible,Observation,contact with stigma and anthers,,Mundaring,October,2015,,,MundaringWeirOct2015 photos,,,Elliott_2026,honeybee
Caladenia,flava,Coleoptera,,,Beetle,"Perth, coastal plain",Elliott and Ladd (2002),pollination_vector_possible,Observation,contact with stigma and anthers,"no nectar, no perfume",Canning Vale,October,1999,http://researchrepository.murdoch.edu.au/id/eprint/16730,Elliott CP and Ladd PG (2002) Pollen limitation of fruit set in Western Australian terrestrial orchids. Journal of the Royal Society of Western Australia 85(4): 165-168,,,,Elliott_2002,beetle
