site_name,trait_name,unit,value,notes
Mt Wellington,longitude,deg,147.2353,
Mt Wellington,latitude,deg,-42.8964,
Sea Acres Nature Reserve,longitude,deg,152.9185,
Sea Acres Nature Reserve,latitude,deg,-31.4394,
