genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Diplatia,Diplatia furcata,glabrous.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplocyclos,Diplocyclos,monoecious climbing or trailing perennial herbs. tendrils 2-branched.,perennial,perennial,NA,NA,herb,herbs,NA,NA,monoecious,monoecious,prostrate climbing,trailing climbing,herbaceous,NA,"Jeffrey, C. (1967). Cucurbitaceae. In Milne-Redhead, E. & Polhill, R.M. (eds), Flora of Tropical East Africa. (Crown Agents for Overseas Governments and Administrations: London).  Telford, I.R.H. (1982). Cucurbitaceae. In George, A.S. (ed.), Flora of Australia. (Australian Government Publishing Service: Canberra). Vol. 8, pp. 158–198.  Matthew, K.M. (1999). The Flora of the Palni Hills. (The Rapinat Herbarium, St Joseph’s College, Tiruchirapalli, India). Part One, pp. 529–545."
Diplocyclos,Diplocyclos palmatus,perennial climber with a thickened rootstock;,perennial,perennial,NA,NA,climber,climber,NA,NA,monoecious,inferred_from_genus,NA,NA,NA,NA,NA
Diplopeltis,Diplopeltis stuartii,multi-stemmed prostrate or decumbent perennial herb or subshrub.,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,decumbent prostrate,decumbent prostrate,herbaceous,NA,"Flora of Central Australia, 1981; Flora of Central Australia, 1981; Flora of Central Australia, 1981"
Dipodium,Dipodium stenocheilum,saprophytic herb.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Dipteracanthus,Dipteracanthus australasicus,spreading multi-stemmed shrub or subshrub to 50 cm high with simple  hairs on the stems and leaves.,perennial,inferred_from_genus,NA,NA,subshrub shrub,subshrub shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,NA
Dipteracanthus,Dipteracanthus,subshrubs or perennial herbs.,perennial,perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Flora of Central Australia: 336. Barker (1986) Journal of Adelaide Botanic Gardens 9: 81.
Dipteracanthus,Dipteracanthus bracteatus,"herb, root perennial, above ground parts more or less annual.",perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Dipteracanthus,Dipteracanthus prostratus,decumbent herb.,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,decumbent,decumbent,herbaceous,NA,NA
Dissocarpus,Dissocarpus paradoxus,"decumbent, spreading or erect perennial (sometimes short-lived) herb or subshrub rarely exceeding about 50 cm high.",perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect decumbent spreading,erect decumbent spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Distimake,Distimake dissectus,perennial climber or scambler with obvous hairs with a swollen base on the stems and petioles.,perennial,perennial,NA,NA,climber,climber,NA,NA,NA,NA,NA,NA,NA,NA,"Flora of Central Australia, 1981"
Distimake,Distimake quinatus,"prostrate, scrambling or climbingherb, hirsute with yellowish, long,",NA,NA,NA,NA,climber_herbaceous,climbingherb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,NA
Distimake,Distimake aegyptius,climbing perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,climbing,climbing,herbaceous,NA,NA
Distimake,Distimake davenportii,climbing or trailing herb.,NA,NA,NA,NA,herb,herb,NA,NA,NA,NA,prostrate climbing,trailing climbing,herbaceous,NA,NA
Dodonaea,Dodonaea hispidula,shrub,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dodonaea,Dodonaea hispidula,perennial shrub.,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dodonaea,Dodonaea hispidula,shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dodonaea,Dodonaea lanceolata,shrub,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dodonaea,Dodonaea lanceolata,shrub to about 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dodonaea,Dodonaea viscosa,tree,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Dodonaea,Dodonaea viscosa,shrub to 4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Dodonaea,Dodonaea viscosa,shrub rarely exceeding 3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Dodonaea,Dodonaea microzyga,a very distinctive shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Flora of Central Australia, 1981"
Dodonaea,Dodonaea hispidula,perennial shrub.,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Doodia,Doodia caudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 63-64."
Dopatrium,Dopatrium junceum,slender annual herb.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Doryopteris,Doryopteris,ferns terrestrial or lithophytic.,NA,NA,NA,NA,fern,ferns,lithophyte terrestrial,lithophytic terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p 52."
Doryopteris,Doryopteris concolor,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, p 52."
Dracaena,Dracaena angustifolia,"shrub to circa 6 m tall, usually less.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Chen Xinqi & Turland, N.J. Dracaena 2000 Flora of China 24: 144-146."
Drosera,Drosera,"terrestrial herbs with rhizomes, fibrous roots or tubers.",NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,rhizomatous,rhizomes,herbaceous,NA,"Marchant, N.G. & George, A.S. (1982). Droseraceae. In George, A.S. (ed.), Flora of Australia. (Australian Government Publishing Service: Canberra). Vol. 8, pp. 9–66.  Kondo, K. (1984). Three new species of Drosera L. from Australia. Boletim da Sociedade Broteriana, Ser. 2, 57: 51–60.  Kondo, K. & Lavarack, P.S. (1984). A cytotaxonomic study of some Australian species of Drosera L. (Droseraceae). Botanical Journal of the Linnean Society 88: 317–333.  Lowrie, A. (1994). Drosera ordensis (Droseraceae), a new tropical species of carnivorous plant from northern Australia. Nuytsia 9: 363–367.  Lowrie, A. (1996a). Drosera kenneallyi (Droseraceae), a new tropical species of carnivorous plant from the Kimberley, northern Western Australia. Nuytsia 10: 419–423.  Lowrie, A. (1996b). New species in Drosera section Lasiocephala (Droseraceae) from tropical northern Australia. Nuytsia 11: 55–69.  Lowrie, A. (1997). Drosera paradoxa (Droseraceae), a new species from northern Australia. Nuytsia 11: 347–351.  Lowrie, A. (1998). Carnivorous Plants of Australia¬ Vol. 3. (University of Western Australia Press: Nedlands).  Goodall, D.W. & Marchant, N.G. (1996). Consistency in taxonomic rank: an example from Drosera. Abstracta Botanica 20: 1–15.  Susandarini, R., Collins, G.G., Lowrie, A. & Conran, J.G. (2002). Morphological variation within the Drosera indica (Droseraceae) complex in northern Australia. Australian Journal of Botany 50: 207–214."
Drosera,Drosera brevicornis,"herbs with a rosette of leaves arising from a perennial stock, the short stem with remnant leaf bases.",perennial,perennial,NA,NA,herb,herbs,terrestrial,inferred_from_genus,NA,NA,rosette,rosette,herbaceous,NA,NA
Drosera,Drosera hartmeyerorum,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera cucullata,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera fulva,"herbs with basal rosettes of leaves arising from a perennial stock, the short stem enveloped in remnant leaf bases and their long,",perennial,perennial,NA,NA,herb,herbs,terrestrial,inferred_from_genus,NA,NA,rosette,rosettes,herbaceous,NA,NA
Drosera,Drosera indica,herb with fibrous roots;,NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera fragrans,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera kenneallyi,perennial herb.,perennial,perennial,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera dilatato-petiolaris,"herb, rosulate.",NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,rosette,rosulate,herbaceous,NA,NA
Drosera,Drosera falconeri,herb.,NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera serpens,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera darwinensis,"herbs with a basal rosette of leaves, the short stem enveloped in remnant leaf bases and their long,",NA,NA,NA,NA,herb,herbs,terrestrial,inferred_from_genus,NA,NA,rosette,rosette,herbaceous,NA,NA
Drosera,Drosera burmanni,herb with a short underground stem and fibrous roots.,NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera finlaysoniana,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera banksii,herb lacking tuber;,NA,NA,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drosera,Drosera nana,annual herb.,annual,annual,NA,NA,herb,herb,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Drynaria,Drynaria,"Plants epiphytic, lithophytic or terrestrial.",NA,NA,NA,NA,NA,NA,epiphyte lithophyte terrestrial,epiphytic lithophytic terrestrial,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 69-70."
Drynaria,Drynaria quercifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short, P., Dixon, D. and Osterkamp Madsen, M. 2003, A review of ferns and fern allies of the Northern Territory, The Beagle, Records of the Museums and Art Galleries of the Northern Territory, vol. 19, pp. 69-70 ."
Drypetes,Drypetes deplanchei,a deciduous tree to 8(15) m tall with smooth blotched grey and white bark; blaze creamy yellow.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Duboisia,Duboisia,"large shrubs or small trees, glabrous or almost so, unarmed.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Duboisia,Duboisia hopwoodii,erect shrub to about 4 m high with glabrous stems.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Flora of Central Australia, 1981"
Dubouzetia,Dubouzetia,trees or shrubs;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Coode, M.J.E. (1987). Crinodendron, Dubouzetia and Peripentadenia, closely related in Elaeocarpaceae. Kew Bulletin 42: 777–814."
Dubouzetia,Dubouzetia australiensis,"shrub to 2.5 m tall, growing in fissures of sandstone escarpments;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Kerrigan, R. 2004, Kakadu Threatened Flora Report, Vol. 2, Northern Territory Government; Cowie, I.D. 2005. Kakadu Threatened Flora Report, Vol 3, Northern Territory Government, Department of Infrastructure, Planning and Environement."
Duma,Duma florulenta,dense tangled shrub to 2 m high with glabrous multistriate stems.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Flora of Central Australia, 1981"
Dunbaria,Dunbaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dunbaria,Dunbaria rotundifolia,an annual vine.,annual,annual,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Dunbaria,Dunbaria singuliflora,"a vine with s and a perennial tuberous rootstock. minutely and closely tomentose,",perennial,perennial,NA,NA,climber_herbaceous,vine,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Dysoxylum,Dysoxylum acutangulum,tree to 18m;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Dysphania,Dysphania melanocarpa,"prostrate, decumbent or ascending aromatic annual herb to about 40 cm high.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,decumbent ascending prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Dysphania,Dysphania pumilio,spreading to erect or rarely prostrate aromatic annual herb to about 30 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate spreading,erect prostrate spreading,herbaceous,NA,"Flora of Central Australia, 1981"
Dysphania,Dysphania rhadinostachya,"dysphania rhadinostachya subsp rhadinostachya is an erect, usually single-stemmed aromatic annual or shortlivedperennial herb to about 30 cm high.",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981; Southern Region Checklist, 2007"
Dysphania,Dysphania cristata,prostrate to decumbent or ascending aromatic annual herb to about 30 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,decumbent ascending prostrate,herbaceous,NA,"Flora of Central Australia, 1981. Southern Region Checklist, 2007."
Dysphania,Dysphania truncata,dysphania truncata is a prostrate to decumbent or ascending aromatic annual herb to about 30 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent prostrate,decumbent ascending prostrate,herbaceous,NA,"Southern Region Checklist, 2007"
Dysphania,Dysphania glomulifera,"prostrate, decumbent or occasionally erect  annual herb to about 15 cm high.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent prostrate,erect decumbent prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Dysphania,Dysphania kalpari,low spreading or decumbent aromatic annual herb with erect inflorescences to about 30 cm high overtopping the foliage.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent spreading,erect decumbent spreading,herbaceous,NA,NA
Dysphania,Dysphania plantaginella,annual herb with few prostrate to ascending stems far exceeded by mostly erect inflorescences to about 20 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent prostrate,erect ascending prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Dysphania,Dysphania platycarpa,prostrate or decumbent or occasionally erect aromatic annual herb to about 10 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent prostrate,erect decumbent prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Dysphania,Dysphania rhadinostachya,"erect, usually single-stemmed aromatic annual or shortlivedperennial herb to about 30 cm high.",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Flora of Central Australia, 1981; Southern Region Checklist, 2007"
Dysphania,Dysphania simulans,annual herb with few prostrate to ascending stems far exceeded by stiffly erect inflorescences to about 30 cm high.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent prostrate,erect ascending prostrate,herbaceous,NA,"Flora of Central Australia, 1981"
Echinochloa,Echinochloa elliptica,"annuals, tufted.",annual,annuals,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 290-291."
Echinochloa,Echinochloa dietrichiana,annuals.,annual,annuals,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 290-291."
Echinochloa,Echinochloa polystachya,"perennials, robust, rhizomatous.",perennial,perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 290-291."
Echinochloa,Echinochloa colona,"annuals, tufted.",annual,annuals,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 289-290."
Echium,Echium plantagineum,"annual erect herb with dense, fine,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect dense,erect dense,herbaceous,NA,"For additional information, please see: https://keyserver.lucidcentral.org/weeds/data/media/Html/echium_plantagineum.htm"
Eclipta,Eclipta alatocarpa,"annual herbs, decumbent, to 20 cm tall.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,decumbent,decumbent,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 183."
Eclipta,Eclipta prostrata,"annual herbs, prostrate or erect, to 30 cm tall;",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 183."
Eclipta,Eclipta sp. Gove,"annual herbs, decumbent or erect, to 60 cm tall.",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,NA
Eclipta,Eclipta sp. Humpty Doo,"shortlivedperennial herbs, prostrate or decumbent and to circa 30 cm tall,",short_lived_perennial,shortlivedperennial,NA,NA,herb,herbs,NA,NA,NA,NA,decumbent prostrate,decumbent prostrate,herbaceous,NA,NA
Eichhornia,Eichhornia crassipes,"perennial stoloniferous herbs to circa 1 m tall, erect, emergent and freefloating;",perennial,perennial,NA,NA,herb,herbs,aquatic,freefloating,NA,NA,erect stoloniferous,erect stoloniferous,herbaceous,NA,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 330-332."
