Campaign,Date,Year,Ring,CO2.treat,Tree,Age,LeafAge (days),LMA (g m-2),NP (g N g-1 P),CP (g Carbon g-1 P),CN (g C g-1 N),Nm (mg g-1),Pm (mg g-1),Na ( g m-2),Pa (g m-2),P_litter,N_litter,NP_litter,CP_litter,CN_litter,P_wood,N_wood,C_wood,NP_wood,CP_wood,CN_wood,Perc.P.std.error,Perc.N.std.error,Perc.C.std.error,NP.std.error,CP.std.error,CN.std.error,context,site_name,species_name
14-Jan,3/2/2014,2014,4,Elev,408,old,375,204.813324,23,625.1,27.2,17.578956,0.763957,3.6,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,4,Elev,422,new,48,182.356119,20.1,529.8,26.4,18.29441,0.910881,3.336,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,3/2/2014,2014,4,Elev,422,old,375,249.547,26.2,854.5,32.7,14.75856,0.564043,3.683,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,4/2/2014,2014,1,Elev,116,new,48,143.415044,20.5,634.9,31,15.388096,0.750542,2.207,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-Jan,4/2/2014,2014,1,Elev,116,old,375,199.779452,29,991.4,34.2,14.281681,0.492639,2.853,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,2,Amb,208,new,88,166.610146,15.9,397.2,24.9,21.39,1.341985,3.564,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,2,Amb,208,old,182,214.643422,21.6,638.3,29.5,18.1,0.837844,3.885,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,501,new,88,182.663278,13.6,521.6,38.4,12.54,0.922968,2.291,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,501,old,182,221.474734,27.8,653.2,23.8,20.94,0.770714,4.6365,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,502,new,88,158.400712,16,537.7,33.6,15.32,0.957733,2.427,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,502,old,182,237.829687,20.95,683.5,32.65,15.83,0.754393,3.7655,0.1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,513,new,88,205.223409,20.3,612.4,30.1,17.93,0.882308,3.68,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,10/5/2012,2012,5,Elev,513,old,182,228.530096,23.2,592.25,25.55,20.925,0.903608,4.7775,0.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,11/5/2012,2012,2,Amb,208,old,182,205.312596,20.8,612.9,29.5,17.92,0.862907,3.679,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,14/05/2012,2012,1,Elev,116,new,88,201.721924,18.7,555.8,29.7,18.16,0.97087,3.663,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,14/05/2012,2012,1,Elev,116,old,182,252.624033,22.55,801.1,35.55,14.86,0.659124,3.7445,0.1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,14/05/2012,2012,1,Elev,117,old,182,225.897856,25.8,712.833333,27.6,19.406667,0.75448,4.375,0.169667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,14/05/2012,2012,1,Elev,122,new,88,172.525407,13.2,737,56,8.845,0.672153,1.526,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,14/05/2012,2012,1,Elev,122,old,182,217.917713,23,684.9,29.7,17.89,0.777063,3.899,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,15/05/2012,2012,3,Amb,320,new,88,161.66884,16.8,553.1,32.9,16.13,0.958062,2.608,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,15/05/2012,2012,3,Amb,320,old,182,220.411209,21.3,612.85,28.9,18.385,0.860854,4.0575,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,15/05/2012,2012,3,Amb,321,new,88,182.500014,7.3,328.6,44.8,11.15,1.519419,2.0345,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,15/05/2012,2012,3,Amb,321,old,182,211.429496,22.1,531.75,24.1,21.57,0.974175,4.5625,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,403,new,88,199.092773,15.4,691.4,45,11.7,0.761615,2.3295,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,403,old,182,191.998575,22,648.2,29.55,17.78,0.80756,3.41,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,408,new,88,145.067854,16.3,468.5,28.8,18.46,1.13352,2.678,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,408,old,182,195.115259,22.85,562.45,24.65,21.135,0.925146,4.1265,0.1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,414,new,88,177.045261,14.4,526.9,36.5,14.27,0.988987,2.526,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,17/05/2012,2012,4,Elev,414,old,182,224.665459,20.05,607,30.2,17.13,0.855477,3.8535,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,18/05/2012,2012,2,Amb,202,new,88,165.77644,20.1,516.6,25.7,20.24,1.007068,3.355,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,18/05/2012,2012,2,Amb,202,old,182,227.03724,20.3,601.2,29.9,17.565,0.862233,4.001,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,18/05/2012,2012,2,Amb,209,new,88,162.690078,18.2,553.4,30.4,16.67,0.914946,2.712,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,18/05/2012,2012,2,Amb,209,old,182,262.385457,27,811.4,30,17.17,0.637272,4.507,0.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,1,Elev,117,old,182,241.487216,16.9,504.5,29.9,17.69,1.047967,4.272,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,603,new,88,173.91759,24,552,23,22.71,0.947223,3.95,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,603,old,182,250.009851,24.45,594.55,24.35,20.935,0.855972,5.226,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,607,new,88,164.166526,17.4,501.8,28.9,17.7,1.01973,2.906,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,607,old,182,265.19195,21.9,644.9,29.35,17.115,0.810157,4.539,0.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,614,new,88,218.882466,16.7,538.6,32.3,15.6,0.935281,3.415,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
12-May,21/05/2012,2012,6,Amb,614,old,182,279.264869,20.65,638.8,31.05,16.77,0.813115,4.686,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,1,Elev,116,old,105,170.274614,17.75,585.35,33.05,14.851549,0.834636,2.5505,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,1,Elev,117,old,105,247.076524,24.55,645.55,26.2,18.134109,0.74129,4.4705,0.1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,1,Elev,122,old,105,214.610429,22.35,544.35,24.35,19.468185,0.869848,4.1785,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,2,Amb,202,old,105,197.01994,18.1,463.8,25.65,18.747963,1.040271,3.693,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,2,Amb,208,old,105,174.393889,18.2,427.3,23.55,20.77281,1.14373,3.6235,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,2/5/2013,2013,2,Amb,209,old,105,167.248191,18.65,588.45,31.7,15.513094,0.831368,2.5795,0.1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,5,Elev,501,old,105,175.536311,19.1,550.3,28.85,17.063354,0.892635,2.979,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,5,Elev,502,old,105,223.26865,16,482.8,30.15,15.757301,0.98555,3.519,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,5,Elev,513,old,105,186.65423,21.7,676.65,31.25,15.256451,0.703881,2.861,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,6,Amb,603,old,105,189.397294,21.433333,578.933333,27.033333,17.558336,0.822332,3.318333,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,6,Amb,607,old,105,195.118478,21.15,565,26.8,18.118076,0.856676,3.5665,0.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,6/5/2013,2013,6,Amb,614,old,105,193.670029,20.15,665.55,33.05,14.893485,0.740592,2.8905,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,3,Amb,301,old,105,205.459412,21.6,662.35,30.7,15.768426,0.73061,3.2375,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,3,Amb,302,old,105,169.164621,21.6,589.95,27.3,17.684669,0.826575,2.9865,0.1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,3,Amb,320,old,105,175.644355,23.3,639.75,27.6,17.938033,0.769076,3.1365,0.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,4,Elev,403,old,105,214.095498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,4,Elev,408,old,105,199.153554,21.4,519.9,24.3,19.68528,0.917677,3.9025,0.1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,4,Elev,413,old,105,189.658907,22.55,613.85,27.15,17.9396,0.794923,3.4,0.1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,7/5/2013,2013,4,Elev,422,old,105,275.405075,22.45,680.9,30.6,16.130964,0.717129,4.3775,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,8/5/2013,2013,1,Elev,111,old,105,257.619863,NA,NA,NA,NA,1.081153,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-May,8/5/2013,2013,1,Elev,117,old,105,216.623377,20.3,561.9,27.6,17.108206,0.841775,3.706,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,1,Elev,116,old,137,194.170413,28.8,850.15,29.55,17.703398,0.618115,3.434,0.1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,1,Elev,117,old,137,186.006232,23.6,762.45,32.5,16.657096,0.704865,3.0795,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,1,Elev,122,old,137,195.412292,25,769.85,30.75,17.02765,0.68011,3.328,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,2,Amb,202,old,137,151.098099,23.1,612.55,26.55,20.721974,0.897498,3.131,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,2,Amb,208,old,137,172.076191,23.85,647.6,27.15,20.588883,0.862316,3.537,0.1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,29/04/2014,2014,2,Amb,209,old,137,187.170455,26.85,763.25,28.45,19.519646,0.727144,3.6605,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,3,Amb,301,old,137,159.863616,26.35,806.5,30.6,18.314623,0.694793,2.9265,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,3,Amb,302,old,137,166.013472,24.8,755.9,30.5,17.264405,0.69731,2.8665,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,3,Amb,320,old,137,172.730762,22.4,874.9,39.1,13.87668,0.619892,2.397,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,5,Elev,501,old,137,187.461115,28.4,986.25,34.85,15.057107,0.532445,2.822,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,5,Elev,502,old,137,179.530195,21.3,587.7,27.55,19.256368,0.907338,3.448,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,30/04/2014,2014,5,Elev,513,old,137,206.477207,21,650.05,30.9,17.501178,0.839115,3.608,0.1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,4,Elev,403,old,137,162.491432,23.85,691.45,28.95,18.352194,0.768354,2.979,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,4,Elev,408,old,137,159.740375,26.2,684.4,27.3,19.153402,0.765696,3.074,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,4,Elev,422,old,137,200.393821,26.15,694.6,26.55,20.043017,0.768465,4.015,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,6,Amb,603,old,137,181.635831,23.6,727.15,30.8,17.243173,0.7305,3.129,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,6,Amb,607,old,137,182.73066,21.65,615.2,28.35,18.217549,0.8415,3.328,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,1/5/2014,2014,6,Amb,614,old,137,228.348168,23.3,780.5,33.55,15.884351,0.682549,3.6275,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
14-May,2/5/2014,2014,5,Elev,515,old,137,181.730851,28.7,857.1,29.9,17.617213,0.614501,3.202,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,13/11/2013,2013,1,Elev,116,old,297,193.017201,24.15,770.2,31.85,14.96365,0.620601,2.8905,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,13/11/2013,2013,1,Elev,122,old,297,220.703601,22.2,705.5,31.8,14.782583,0.666946,3.2625,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,13/11/2013,2013,2,Amb,202,old,297,230.240347,23.45,681.7,29.1,16.599375,0.708644,3.8235,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,13/11/2013,2013,2,Amb,208,old,297,192.865859,24.45,655.5,26.9,18.201581,0.745253,3.5125,0.1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,1,Elev,117,old,297,231.254956,20.9,673.15,32.15,14.621616,0.699432,3.3825,0.1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Elev _CO2_treatment,EucFACE,Eucalyptus tereticornis
13-Nov,14/11/2013,2013,3,Amb,301,old,297,172.069266,20.9,721.2,34.4,14.068789,0.678875,2.416,0.1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,old _leaves_measured_on_plants_in_ Amb _CO2_treatment,EucFACE,Eucalyptus tereticornis
