traitname_short,value,dataset_id,traitname_short_new,value_new
dispersal_syndrome,4,6,dispersal_syndrome,vertebrate
dispersal_syndrome,1?,6,dispersal_syndrome,vertebrate
dispersal_syndrome,5,6,dispersal_syndrome,water
dispersal_syndrome,2,6,dispersal_syndrome,wind
leaf_type,2,6,leaf_compoundness,compound
leaf_type,3,6,leaf_compoundness,one foliate
leaf_type,1,6,leaf_compoundness,simple
life_history,perennial,6,life_history,perennial
woodiness,2,6,woodiness,0
woodiness,1,6,woodiness,1
woodiness,3,6,woodiness,
plant_growth_form,V,8,plant_growth_form,climber
plant_growth_form,EP,8,plant_growth_form,epiphyte parasite
plant_growth_form,F,8,plant_growth_form,fern
plant_growth_form,G,8,plant_growth_form,graminoid
plant_growth_form,H,8,plant_growth_form,herb
plant_growth_form,S,8,plant_growth_form,shrub
plant_growth_form,T,8,plant_growth_form,tree
plant_growth_form,,8,plant_growth_form,
origin,alien,9,origin,alien
origin,native,9,origin,native
origin,0,9,origin,
plant_growth_form,herb/grass,9,plant_growth_form,graminoid
plant_growth_form,shrub,9,plant_growth_form,shrub
plant_growth_form,tree,9,plant_growth_form,tree
plant_growth_form,unk,9,plant_growth_form,
dispersal_syndrome,7,10,dispersal_syndrome,ballistic
dispersal_syndrome,6,10,dispersal_syndrome,ballistic and invertebrate
dispersal_syndrome,2,10,dispersal_syndrome,invertebrate
dispersal_syndrome,1,10,dispersal_syndrome,unassisted
dispersal_syndrome,3,10,dispersal_syndrome,vertebrate
dispersal_syndrome,4,10,dispersal_syndrome,vertebrate
dispersal_syndrome,8,10,dispersal_syndrome,vertebrate
dispersal_syndrome,5,10,dispersal_syndrome,wind
dispersal_syndrome,0,10,dispersal_syndrome,
plant_growth_form,10,10,plant_growth_form,climber
plant_growth_form,11,10,plant_growth_form,epiphyte
plant_growth_form,5,10,plant_growth_form,graminoid
plant_growth_form,4,10,plant_growth_form,herb
plant_growth_form,2,10,plant_growth_form,shrub
plant_growth_form,3,10,plant_growth_form,subshrub
plant_growth_form,1,10,plant_growth_form,tree
seed_provenance,ASC - Broken Hill,11,seed_provenance,ASC - Broken Hill
seed_provenance,ASC - CC,11,seed_provenance,ASC - CC
seed_provenance,ASC - CW Slopes,11,seed_provenance,ASC - CW Slopes
seed_provenance,ASC - SE Tasmania,11,seed_provenance,ASC - SE Tasmania
seed_provenance,ASC - SW Slopes,11,seed_provenance,ASC - SW Slopes
seed_provenance,ASC - Tenterfield,11,seed_provenance,ASC - Tenterfield
seed_provenance,ASC - Upper Blue Mts,11,seed_provenance,ASC - Upper Blue Mts
seed_provenance,ASC- Broken Hill,11,seed_provenance,ASC- Broken Hill
seed_provenance,ASC Spencer Gulf,11,seed_provenance,ASC Spencer Gulf
seed_provenance,ASC SW slopes,11,seed_provenance,ASC SW slopes
seed_provenance,AustraHort - Bulahdelah,11,seed_provenance,AustraHort - Bulahdelah
seed_provenance,AustraHort - Shoalhaven,11,seed_provenance,AustraHort - Shoalhaven
seed_provenance,Centre Track KCNP,11,seed_provenance,Centre Track KCNP
seed_provenance,Duffy's Forest sandy soil,11,seed_provenance,Duffy's Forest sandy soil
seed_provenance,Harvest - CC,11,seed_provenance,Harvest - CC
seed_provenance,Harvest - Sydney,11,seed_provenance,Harvest - Sydney
seed_provenance,KCNP sandy soil,11,seed_provenance,KCNP sandy soil
seed_provenance,Leeton (wnsw) -seedstock,11,seed_provenance,Leeton (wnsw) -seedstock
seed_provenance,mallee 1,11,seed_provenance,mallee 1
seed_provenance,mallee1&2,11,seed_provenance,mallee1&2
seed_provenance,MLF Alice Springs,11,seed_provenance,MLF Alice Springs
seed_provenance,Murrua,11,seed_provenance,Murrua
seed_provenance,Murrua 12/98,11,seed_provenance,Murrua 12/98
seed_provenance,RH mallee,11,seed_provenance,RH mallee
seed_provenance,RH Mallee 1&2 11/98,11,seed_provenance,RH Mallee 1&2 11/98
seed_provenance,rh mallee 11/98,11,seed_provenance,rh mallee 11/98
seed_provenance,RH Mallee 11/98,11,seed_provenance,RH Mallee 11/98
seed_provenance,RH mallee 11/98,11,seed_provenance,RH mallee 11/98
seed_provenance,RH mallee 2,11,seed_provenance,RH mallee 2
seed_provenance,RH wdland 12/97,11,seed_provenance,RH wdland 12/97
seed_provenance,rh wland 12/97,11,seed_provenance,rh wland 12/97
seed_provenance,rh wland 5/99,11,seed_provenance,rh wland 5/99
seed_provenance,rh wland 6/98,11,seed_provenance,rh wland 6/98
seed_provenance,rh wland 6/99,11,seed_provenance,rh wland 6/99
seed_provenance,RHM2 10/98,11,seed_provenance,RHM2 10/98
seed_provenance,rhwland 6/99,11,seed_provenance,rhwland 6/99
seed_provenance,seedstock,11,seed_provenance,seedstock
seed_provenance,Shoalhaven - MLF,11,seed_provenance,Shoalhaven - MLF
seed_provenance,s'stock,11,seed_provenance,s'stock
seed_provenance,westhead,11,seed_provenance,westhead
seed_provenance,westhead 1/99,11,seed_provenance,westhead 1/99
seed_provenance,westhead 12/98,11,seed_provenance,westhead 12/98
seed_provenance,,11,seed_provenance,
leaf_type,B,14,leaf_type,broadleafed
leaf_type,N,14,leaf_type,needles
leaf_compoundness,C,14,leaf_compoundness,compound
leaf_compoundness,S,14,leaf_compoundness,simple
leaf_phenology,E,14,leaf_phenology,evergreen
leaf_phenology,E/D,14,leaf_phenology,semi-deciduous
nitrogen_fixing,N,14,nitrogen_fixing,0
nitrogen_fixing,Y,14,nitrogen_fixing,1
photosynthetic_pathway,C3,14,photosynthetic_pathway,C3
photosynthetic_pathway,prob C3,14,photosynthetic_pathway,
plant_growth_form,H,14,plant_growth_form,herb
plant_growth_form,S,14,plant_growth_form,shrub
plant_growth_form,T,14,plant_growth_form,tree
plant_growth_form,H/S,14,plant_growth_form,
leaf_phenology,ever,16,leaf_phenology,evergreen
dispersal_appendage,aril,17,dispersal_syndrome,vertebrate
dispersal_appendage,fleshy,17,dispersal_syndrome,vertebrate
dispersal_appendage,spiny,17,dispersal_syndrome,vertebrate
dispersal_appendage,winged,17,dispersal_syndrome,wind
dispersal_appendage,,17,dispersal_syndrome,
dispersal_syndrome,explosive,17,dispersal_syndrome,ballistic
dispersal_syndrome,indehiscent,17,dispersal_syndrome,unassisted
dispersal_syndrome,,17,dispersal_syndrome,
fruit_type,achene,17,fruit_type,achene
fruit_type,achnene,17,fruit_type,achene
fruit_type,anthocarp/nut,17,fruit_type,anthocarp/nut
fruit_type,anthocarp/viscid,17,fruit_type,anthocarp/viscid
fruit_type,berry,17,fruit_type,berry
fruit_type,berry/inf,17,fruit_type,berry/inf
fruit_type,capsule,17,fruit_type,capsule
fruit_type,cypsela,17,fruit_type,cypsela
fruit_type,drupe,17,fruit_type,drupe
fruit_type,drupe/end-elast,17,fruit_type,drupe/end-elast
fruit_type,drupe/fibrous,17,fruit_type,drupe/fibrous
fruit_type,follicle,17,fruit_type,follicle
fruit_type,legindehiscent,17,fruit_type,legindehiscent
fruit_type,legume,17,fruit_type,legume
fruit_type,nut,17,fruit_type,nut
fruit_type,nutlet,17,fruit_type,nutlet
fruit_type,schizocarp,17,fruit_type,schizocarp
fruit_type,utricle,17,fruit_type,utricle
fruit_type,,17,fruit_type,
leaf_age,O,18,leaf_age,old
leaf_age,Y,18,leaf_age,old
leaf_age,,18,leaf_age,young
photosynthetic_pathway,C3,18,photosynthetic_pathway,C3
photosynthetic_pathway,,18,photosynthetic_pathway,
origin,alien,19,origin,alien
photosynthetic_pathway,C3,19,photosynthetic_pathway,C3
photosynthetic_pathway,C4,19,photosynthetic_pathway,C4
plant_growth_form,graminoid,19,plant_growth_form,graminoid
plant_growth_form,grass,19,plant_growth_form,graminoid
plant_growth_form,tussock grass or sedge,19,plant_growth_form,graminoid
plant_growth_form,herb,19,plant_growth_form,herb
plant_growth_form,shrub,19,plant_growth_form,shrub
lineage,dicot,23,lineage,dicot
lineage,monocot,23,lineage,monocot
dispersal_syndrome,ballistic + ant,24,dispersal_syndrome,ballistic and invertebrate
dispersal_syndrome,myrmecochory,24,dispersal_syndrome,invertebrate
dispersal_syndrome,endozoochory,24,dispersal_syndrome,vertebrate
dispersal_syndrome,exo-zoochory,24,dispersal_syndrome,vertebrate
dispersal_syndrome,anemochory,24,dispersal_syndrome,wind
dispersal_syndrome,,24,dispersal_syndrome,
life_history,annual,24,life_history,annual
life_history,,24,life_history,
plant_growth_form,Floater,24,plant_growth_form,aquatic
plant_growth_form,climber,24,plant_growth_form,climber
plant_growth_form,Climber,24,plant_growth_form,climber
plant_growth_form,Trailer,24,plant_growth_form,climber
plant_growth_form,Twiner,24,plant_growth_form,climber
plant_growth_form,Vine,24,plant_growth_form,climber
plant_growth_form,vine,24,plant_growth_form,climber
plant_growth_form,Epiphyte,24,plant_growth_form,epiphyte
plant_growth_form,Graminoid,24,plant_growth_form,graminoid
plant_growth_form,Grass,24,plant_growth_form,graminoid
plant_growth_form,Reed,24,plant_growth_form,graminoid
plant_growth_form,Sedge,24,plant_growth_form,graminoid
plant_growth_form,SEdge,24,plant_growth_form,graminoid
plant_growth_form,sedge,24,plant_growth_form,graminoid
plant_growth_form,Tussock,24,plant_growth_form,graminoid
plant_growth_form,herb,24,plant_growth_form,herb
plant_growth_form,Herb,24,plant_growth_form,herb
plant_growth_form,HERB,24,plant_growth_form,herb
plant_growth_form,"Herb, cree",24,plant_growth_form,herb
plant_growth_form,"Herb, Pere",24,plant_growth_form,herb
plant_growth_form,"Herb, wood",24,plant_growth_form,herb
plant_growth_form,Woody herb,24,plant_growth_form,herb
plant_growth_form,PARA,24,plant_growth_form,parasite
plant_growth_form,para,24,plant_growth_form,parasite
plant_growth_form,shrub,24,plant_growth_form,shrub
plant_growth_form,Shrub,24,plant_growth_form,shrub
plant_growth_form,mallee,24,plant_growth_form,shrub tree
plant_growth_form,shrub/tree,24,plant_growth_form,shrub tree
plant_growth_form,tree,24,plant_growth_form,tree
plant_growth_form,Tree,24,plant_growth_form,tree
plant_growth_form,Saprophyte,24,plant_growth_form,
plant_growth_form,,24,plant_growth_form,
serotiny,no,24,serotiny,0
serotiny,yes,24,serotiny,1
serotiny,,24,serotiny,
dispersal_syndrome,2,25,dispersal_syndrome,invertebrate
dispersal_syndrome,1,25,dispersal_syndrome,unassisted
dispersal_syndrome,3,25,dispersal_syndrome,vertebrate
dispersal_syndrome,4,25,dispersal_syndrome,vertebrate
dispersal_syndrome,5,25,dispersal_syndrome,wind
lineage,DICOT,25,lineage,dicot
lineage,MONO,25,lineage,monocot
lineage,,25,lineage,
plant_growth_form,4,25,plant_growth_form,forb
plant_growth_form,5,25,plant_growth_form,graminoid
plant_growth_form,1,25,plant_growth_form,tree
plant_growth_form,10,25,plant_growth_form,vine
dispersal_syndrome,7,26,dispersal_syndrome,ballistic
dispersal_syndrome,6,26,dispersal_syndrome,ballistic and invertebrate
dispersal_syndrome,2,26,dispersal_syndrome,invertebrate
dispersal_syndrome,1,26,dispersal_syndrome,unassisted
dispersal_syndrome,3,26,dispersal_syndrome,vertebrate
dispersal_syndrome,4,26,dispersal_syndrome,vertebrate
dispersal_syndrome,8,26,dispersal_syndrome,vertebrate
dispersal_syndrome,9,26,dispersal_syndrome,vertebrate
dispersal_syndrome,5,26,dispersal_syndrome,wind
plant_growth_form,10,26,plant_growth_form,climber
plant_growth_form,11,26,plant_growth_form,epiphyte
plant_growth_form,8,26,plant_growth_form,fern
plant_growth_form,5,26,plant_growth_form,graminoid
plant_growth_form,4,26,plant_growth_form,herb
plant_growth_form,2,26,plant_growth_form,shrub
plant_growth_form,3,26,plant_growth_form,subshrub
plant_growth_form,1,26,plant_growth_form,tree
dispersal_syndrome,1,27,dispersal_syndrome,unassisted
dispersal_syndrome,3,27,dispersal_syndrome,vertebrate
dispersal_syndrome,4,27,dispersal_syndrome,vertebrate
dispersal_syndrome,2,27,dispersal_syndrome,vertebrate and invertebrate
dispersal_syndrome,5,27,dispersal_syndrome,wind
dispersal_syndrome,99,27,dispersal_syndrome,
plant_growth_form,10,27,plant_growth_form,climber
plant_growth_form,5,27,plant_growth_form,graminoid
plant_growth_form,4,27,plant_growth_form,herb
plant_growth_form,6,27,plant_growth_form,parasite
plant_growth_form,2,27,plant_growth_form,shrub
plant_growth_form,3,27,plant_growth_form,subshrub
plant_growth_form,1,27,plant_growth_form,tree
leaf_type,c,28,leaf_compoundness,compound
leaf_type,s,28,leaf_compoundness,simple
aquatic,y,29,plant_growth_form,aquatic
aquatic,yes,29,plant_growth_form,aquatic
aquatic,,29,plant_growth_form,
dispersal_appendage,elaiasome,29,dispersal_syndrome,invertebrate
dispersal_appendage,elaiosome,29,dispersal_syndrome,invertebrate
dispersal_appendage,aril,29,dispersal_syndrome,vertebrate
dispersal_appendage,drupe,29,dispersal_syndrome,vertebrate
dispersal_appendage,,29,dispersal_syndrome,wind
dispersal_appendage,samara,29,dispersal_syndrome,wind
dispersal_appendage,winged seed,29,dispersal_syndrome,wind
dispersal_appendage,wings,29,dispersal_syndrome,
flowering_time,all year,29,flowering_time,all year
flowering_time,allyear,29,flowering_time,allyear
flowering_time,apr,29,flowering_time,apr
flowering_time,apr-aug,29,flowering_time,apr-aug
flowering_time,apr-dec,29,flowering_time,apr-dec
flowering_time,apr-jul,29,flowering_time,apr-jul
flowering_time,apr-jun,29,flowering_time,apr-jun
flowering_time,apr-may,29,flowering_time,apr-may
flowering_time,apr-nov,29,flowering_time,apr-nov
flowering_time,apr-oct,29,flowering_time,apr-oct
flowering_time,apr-sep,29,flowering_time,apr-sep
flowering_time,aug,29,flowering_time,aug
flowering_time,aug-apr,29,flowering_time,aug-apr
flowering_time,aug-dec,29,flowering_time,aug-dec
flowering_time,aug-feb,29,flowering_time,aug-feb
flowering_time,aug-jan,29,flowering_time,aug-jan
flowering_time,aug-mar,29,flowering_time,aug-mar
flowering_time,aug-may,29,flowering_time,aug-may
flowering_time,aug-nov,29,flowering_time,aug-nov
flowering_time,aug-oct,29,flowering_time,aug-oct
flowering_time,ay,29,flowering_time,ay
flowering_time,AY,29,flowering_time,AY
flowering_time,dec,29,flowering_time,dec
flowering_time,dec-apr,29,flowering_time,dec-apr
flowering_time,dec-aug,29,flowering_time,dec-aug
flowering_time,dec-feb,29,flowering_time,dec-feb
flowering_time,dec-jan,29,flowering_time,dec-jan
flowering_time,dec-jul,29,flowering_time,dec-jul
flowering_time,dec-jun,29,flowering_time,dec-jun
flowering_time,dec-mar,29,flowering_time,dec-mar
flowering_time,dec-may,29,flowering_time,dec-may
flowering_time,dec-sep,29,flowering_time,dec-sep
flowering_time,feb,29,flowering_time,feb
flowering_time,feb-apr,29,flowering_time,feb-apr
flowering_time,feb-aug,29,flowering_time,feb-aug
flowering_time,feb-dec,29,flowering_time,feb-dec
flowering_time,feb-jul,29,flowering_time,feb-jul
flowering_time,feb-jun,29,flowering_time,feb-jun
flowering_time,feb-mar,29,flowering_time,feb-mar
flowering_time,feb-may,29,flowering_time,feb-may
flowering_time,feb-nov,29,flowering_time,feb-nov
flowering_time,feb-oct,29,flowering_time,feb-oct
flowering_time,feb-sep,29,flowering_time,feb-sep
flowering_time,jan,29,flowering_time,jan
flowering_time,jan-apr,29,flowering_time,jan-apr
flowering_time,jan-aug,29,flowering_time,jan-aug
flowering_time,jan-feb,29,flowering_time,jan-feb
flowering_time,jan-jul,29,flowering_time,jan-jul
flowering_time,jan-jun,29,flowering_time,jan-jun
flowering_time,jan-mar,29,flowering_time,jan-mar
flowering_time,jan-may,29,flowering_time,jan-may
flowering_time,jan-nov,29,flowering_time,jan-nov
flowering_time,jan-oct,29,flowering_time,jan-oct
flowering_time,jan-sep,29,flowering_time,jan-sep
flowering_time,jul,29,flowering_time,jul
flowering_time,jul-aug,29,flowering_time,jul-aug
flowering_time,jul-dec,29,flowering_time,jul-dec
flowering_time,jul-jan,29,flowering_time,jul-jan
flowering_time,jul-mar,29,flowering_time,jul-mar
flowering_time,jul-nov,29,flowering_time,jul-nov
flowering_time,jul-oct,29,flowering_time,jul-oct
flowering_time,jul-sep,29,flowering_time,jul-sep
flowering_time,jun,29,flowering_time,jun
flowering_time,june,29,flowering_time,jun
flowering_time,jun-aug,29,flowering_time,jun-aug
flowering_time,jun-dec,29,flowering_time,jun-dec
flowering_time,jun-feb,29,flowering_time,jun-feb
flowering_time,jun-jul,29,flowering_time,jun-jul
flowering_time,jun-mar,29,flowering_time,jun-mar
flowering_time,jun-may,29,flowering_time,jun-may
flowering_time,jun-nov,29,flowering_time,jun-nov
flowering_time,jun-oct,29,flowering_time,jun-oct
flowering_time,jun-sep,29,flowering_time,jun-sep
flowering_time,mar,29,flowering_time,mar
flowering_time,mar-apr,29,flowering_time,mar-apr
flowering_time,mar-aug,29,flowering_time,mar-aug
flowering_time,mar-dec,29,flowering_time,mar-dec
flowering_time,mar-jul,29,flowering_time,mar-jul
flowering_time,mar-jun,29,flowering_time,mar-jun
flowering_time,mar-may,29,flowering_time,mar-may
flowering_time,mar-nov,29,flowering_time,mar-nov
flowering_time,mar-oct,29,flowering_time,mar-oct
flowering_time,mar-sep,29,flowering_time,mar-sep
flowering_time,mar-sept,29,flowering_time,mar-sep
flowering_time,may-aug,29,flowering_time,may-aug
flowering_time,may-jul,29,flowering_time,may-jul
flowering_time,may-jun,29,flowering_time,may-jun
flowering_time,may-nov,29,flowering_time,may-nov
flowering_time,may-oct,29,flowering_time,may-oct
flowering_time,may-sep,29,flowering_time,may-sep
flowering_time,nov,29,flowering_time,nov
flowering_time,nov-apr,29,flowering_time,nov-apr
flowering_time,nov-aug,29,flowering_time,nov-aug
flowering_time,nov-dec,29,flowering_time,nov-dec
flowering_time,nov-feb,29,flowering_time,nov-feb
flowering_time,nov-jan,29,flowering_time,nov-jan
flowering_time,nov-jul,29,flowering_time,nov-jul
flowering_time,nov-jun,29,flowering_time,nov-jun
flowering_time,nov-mar,29,flowering_time,nov-mar
flowering_time,nov-may,29,flowering_time,nov-may
flowering_time,nov-oct,29,flowering_time,nov-oct
flowering_time,oct,29,flowering_time,oct
flowering_time,oct-dec,29,flowering_time,oct-dec
flowering_time,oct-feb,29,flowering_time,oct-feb
flowering_time,oct-jan,29,flowering_time,oct-jan
flowering_time,oct-jul,29,flowering_time,oct-jul
flowering_time,oct-jun,29,flowering_time,oct-jun
flowering_time,oct-mar,29,flowering_time,oct-mar
flowering_time,oct-may,29,flowering_time,oct-may
flowering_time,oct-nov,29,flowering_time,oct-nov
flowering_time,sep,29,flowering_time,sep
flowering_time,sep-apr,29,flowering_time,sep-apr
flowering_time,sep-dec,29,flowering_time,sep-dec
flowering_time,sep-feb,29,flowering_time,sep-feb
flowering_time,sep-jun,29,flowering_time,sep-jun
flowering_time,sep-mar,29,flowering_time,sep-mar
flowering_time,sep-may,29,flowering_time,sep-may
flowering_time,sep-nov,29,flowering_time,sep-nov
flowering_time,sep-oct,29,flowering_time,sep-oct
flowering_time,,29,flowering_time,
fruiting_time,all year,29,fruiting_time,all year
fruiting_time,apr,29,fruiting_time,apr
fruiting_time,apr-aug,29,fruiting_time,apr-aug
fruiting_time,apr-dec,29,fruiting_time,apr-dec
fruiting_time,apr-jul,29,fruiting_time,apr-jul
fruiting_time,apr-jun,29,fruiting_time,apr-jun
fruiting_time,apr-may,29,fruiting_time,apr-may
fruiting_time,apr-oct,29,fruiting_time,apr-oct
fruiting_time,apr-sep,29,fruiting_time,apr-sep
fruiting_time,aug,29,fruiting_time,aug
fruiting_time,aug-dec,29,fruiting_time,aug-dec
fruiting_time,aug-feb,29,fruiting_time,aug-feb
fruiting_time,aug-jan,29,fruiting_time,aug-jan
fruiting_time,aug-mar,29,fruiting_time,aug-mar
fruiting_time,aug-may,29,fruiting_time,aug-may
fruiting_time,aug-nov,29,fruiting_time,aug-nov
fruiting_time,aug-oct,29,fruiting_time,aug-oct
fruiting_time,aug-sep,29,fruiting_time,aug-sep
fruiting_time,ay,29,fruiting_time,ay
fruiting_time,dec,29,fruiting_time,dec
fruiting_time,dec-apr,29,fruiting_time,dec-apr
fruiting_time,dec-aug,29,fruiting_time,dec-aug
fruiting_time,dec-feb,29,fruiting_time,dec-feb
fruiting_time,dec-jan,29,fruiting_time,dec-jan
fruiting_time,dec-jul,29,fruiting_time,dec-jul
fruiting_time,dec-jun,29,fruiting_time,dec-jun
fruiting_time,dec-mar,29,fruiting_time,dec-mar
fruiting_time,dec-may,29,fruiting_time,dec-may
fruiting_time,feb,29,fruiting_time,feb
fruiting_time,feb-apr,29,fruiting_time,feb-apr
fruiting_time,feb-aug,29,fruiting_time,feb-aug
fruiting_time,feb-jul,29,fruiting_time,feb-jul
fruiting_time,feb-jun,29,fruiting_time,feb-jun
fruiting_time,feb-june,29,fruiting_time,feb-jun
fruiting_time,feb-mar,29,fruiting_time,feb-mar
fruiting_time,feb-may,29,fruiting_time,feb-may
fruiting_time,feb-nov,29,fruiting_time,feb-nov
fruiting_time,feb-oct,29,fruiting_time,feb-oct
fruiting_time,feb-sep,29,fruiting_time,feb-sep
fruiting_time,jan,29,fruiting_time,jan
fruiting_time,jan-apr,29,fruiting_time,jan-apr
fruiting_time,jan-aug,29,fruiting_time,jan-aug
fruiting_time,jan-feb,29,fruiting_time,jan-feb
fruiting_time,jan-jul,29,fruiting_time,jan-jul
fruiting_time,jan-jun,29,fruiting_time,jan-jun
fruiting_time,jan-june,29,fruiting_time,jan-jun
fruiting_time,jan-mar,29,fruiting_time,jan-mar
fruiting_time,jan-may,29,fruiting_time,jan-may
fruiting_time,jan-oct,29,fruiting_time,jan-oct
fruiting_time,jan-sep,29,fruiting_time,jan-sep
fruiting_time,jul,29,fruiting_time,jul
fruiting_time,jul-aug,29,fruiting_time,jul-aug
fruiting_time,jul-dec,29,fruiting_time,jul-dec
fruiting_time,jul-mar,29,fruiting_time,jul-mar
fruiting_time,jul-may,29,fruiting_time,jul-may
fruiting_time,jul-nov,29,fruiting_time,jul-nov
fruiting_time,jul-oct,29,fruiting_time,jul-oct
fruiting_time,jul-sep,29,fruiting_time,jul-sep
fruiting_time,june,29,fruiting_time,jun
fruiting_time,jun-apr,29,fruiting_time,jun-apr
fruiting_time,jun-aug,29,fruiting_time,jun-aug
fruiting_time,jun-sug,29,fruiting_time,jun-aug
fruiting_time,jun-dec,29,fruiting_time,jun-dec
fruiting_time,jun-jul,29,fruiting_time,jun-jul
fruiting_time,jun-mar,29,fruiting_time,jun-mar
fruiting_time,jun-may,29,fruiting_time,jun-may
fruiting_time,jun-nov,29,fruiting_time,jun-nov
fruiting_time,jun-oct,29,fruiting_time,jun-oct
fruiting_time,jun-sep,29,fruiting_time,jun-sep
fruiting_time,mar,29,fruiting_time,mar
fruiting_time,mar-apr,29,fruiting_time,mar-apr
fruiting_time,mar-aug,29,fruiting_time,mar-aug
fruiting_time,mar-dec,29,fruiting_time,mar-dec
fruiting_time,mar-jul,29,fruiting_time,mar-jul
fruiting_time,mar-jun,29,fruiting_time,mar-jun
fruiting_time,mar-may,29,fruiting_time,mar-may
fruiting_time,mar-nov,29,fruiting_time,mar-nov
fruiting_time,mar-oct,29,fruiting_time,mar-oct
fruiting_time,1.3-1.9,29,fruiting_time,mar-sep
fruiting_time,mar-sep,29,fruiting_time,mar-sep
fruiting_time,mar-sept,29,fruiting_time,mar-sep
fruiting_time,may,29,fruiting_time,may
fruiting_time,may-aug,29,fruiting_time,may-aug
fruiting_time,may-dec,29,fruiting_time,may-dec
fruiting_time,may-jul,29,fruiting_time,may-jul
fruiting_time,may-jun,29,fruiting_time,may-jun
fruiting_time,may-nov,29,fruiting_time,may-nov
fruiting_time,may-oct,29,fruiting_time,may-oct
fruiting_time,may-sep,29,fruiting_time,may-sep
fruiting_time,nov,29,fruiting_time,nov
fruiting_time,nov-apr,29,fruiting_time,nov-apr
fruiting_time,nov-aug,29,fruiting_time,nov-aug
fruiting_time,nov-dec,29,fruiting_time,nov-dec
fruiting_time,nov-feb,29,fruiting_time,nov-feb
fruiting_time,nov-jan,29,fruiting_time,nov-jan
fruiting_time,nov-jul,29,fruiting_time,nov-jul
fruiting_time,nov-jun,29,fruiting_time,nov-jun
fruiting_time,nov-mar,29,fruiting_time,nov-mar
fruiting_time,nov-may,29,fruiting_time,nov-may
fruiting_time,oct,29,fruiting_time,oct
fruiting_time,oct-dec,29,fruiting_time,oct-dec
fruiting_time,oct-feb,29,fruiting_time,oct-feb
fruiting_time,oct-jan,29,fruiting_time,oct-jan
fruiting_time,oct-jul,29,fruiting_time,oct-jul
fruiting_time,oct-mar,29,fruiting_time,oct-mar
fruiting_time,oct-may,29,fruiting_time,oct-may
fruiting_time,oct-nov,29,fruiting_time,oct-nov
fruiting_time,sep-apr,29,fruiting_time,sep-apr
fruiting_time,sep-dec,29,fruiting_time,sep-dec
fruiting_time,sep-feb,29,fruiting_time,sep-feb
fruiting_time,sep-jan,29,fruiting_time,sep-jan
fruiting_time,sep-jun,29,fruiting_time,sep-jun
fruiting_time,sep-mar,29,fruiting_time,sep-mar
fruiting_time,sep-nov,29,fruiting_time,sep-nov
fruiting_time,sep-oct,29,fruiting_time,sep-oct
fruiting_time,,29,fruiting_time,
glaucous,,29,glaucous,0
glaucous,y,29,glaucous,1
leaf_shape,articles,29,leaf_type,article
leaf_shape,branchlets with articles,29,leaf_type,article
leaf_shape,circular,29,leaf_shape,circular
leaf_shape,cladode,29,leaf_shape,cladode
leaf_shape,deltoid,29,leaf_shape,deltoid
leaf_shape,dimidate,29,leaf_shape,dimidate
leaf_shape,elliptic,29,leaf_shape,elliptic
leaf_shape,falcate,29,leaf_shape,falcate
leaf_shape,filiform,29,leaf_shape,filiform
leaf_shape,lanceolate,29,leaf_shape,lanceolate
leaf_shape,linear,29,leaf_shape,linear
leaf_shape,linear-oblanceolate,29,leaf_shape,linear-oblanceolate
