species_name,original_name,Tasmania,Tasmania_rounded,Kew,Kew_rounded,Kew_yes,Kew_rounded_yes,sum_matches,seed_mass_outcome
Carpha alpina,Carpha alpina,1.4532,1.45,0.8388,0.84,0,0,0,keep
Carpha rodwayi,Carpha rodwayi,1.546,1.55,1.6756,1.68,0,0,0,keep
Cassinia aculeata,Cassinia aculeata,0.0804,0.08,0.06653333333333333,0.07,0,0,0,keep
Cassytha glabella,Cassytha glabella,5.264,5.26,28.2595,28.26,0,0,0,keep
Cassytha melantha,Cassytha melantha,72.9716,72.97,73.0328,73.03,0,0,0,keep
Cassytha pubescens,Cassytha pubescens,23.69,23.69,38.967156700000004,38.97,0,0,0,keep
Celmisia saxifraga,Celmisia saxifraga,0.8332,0.83,0.8236,0.82,0,0,0,keep
Centrolepis fascicularis,Centrolepis fascicularis,0.1368,0.14,0.1304,0.13,0,0,0,keep
Centrolepis polygyna,Centrolepis polygyna,0.0875,0.09,0.06095,0.06,0,0,0,keep
Chamaescilla corymbosa,Chamaescilla corymbosa,0.792,0.79,0.6986666666666667,0.7,0,0,0,keep
Chrysocephalum semipapposum,Chrysocephalum semipapposum,0.0692,0.07,0.05123,0.05,0,0,0,keep
Clematis aristata,Clematis aristata,2.95,2.95,2.0725000000000002,2.07,0,0,0,keep
Colobanthus apetalus,Colobanthus apetalus,0.0852,0.09,0.06893333333333333,0.07,0,0,0,keep
Coprosma hirtella,Coprosma hirtella,33.3348,33.33,34.0574,34.06,0,0,0,keep
Coprosma nitida,Coprosma nitida,17.547,17.55,10.0876,10.09,0,0,0,keep
Coprosma quadrifida,Coprosma quadrifida,3.5024,3.5,9.9558,9.96,0,0,0,keep
Coronidium scorpioides,Coronidium scorpioides,0.1524,0.15,0.511608,0.51,0,0,0,keep
Cotula alpina,Cotula alpina,0.2856,0.29,0.2830666666666667,0.28,0,0,0,keep
Craspedia glauca,Craspedia glauca,0.7776,0.78,0.6158,0.62,0,0,0,keep
Crassula peduncularis,Crassula peduncularis,0.0057,0.01,0.0036,0,0,0,0,keep
Crassula sieberiana,Crassula sieberiana,0.0383,0.04,0.0324889,0.03,0,0,0,keep
Cryptandra amara,Cryptandra amara,1.0164,1.02,1.0669333333333333,1.07,0,0,0,keep
Cyathodes glauca,Cyathodes glauca,81.7,81.7,NA,NA,NA,NA,0,keep
Cyathodes straminea,Cyathodes straminea,26.2916,26.29,NA,NA,NA,NA,0,keep
Daviesia latifolia,Daviesia latifolia,5.3396,5.34,4.278266666666666,4.28,0,0,0,keep
Calamagrostis neocontracta,Deyeuxia contracta,0.4968,0.5,NA,NA,NA,NA,0,keep
Calamagrostis austrodensa,Deyeuxia densa,0.2092,0.21,NA,NA,NA,NA,0,keep
Deyeuxia innominata,Deyeuxia innominata,0.3284,0.33,NA,NA,NA,NA,0,keep
Calamagrostis minor,Deyeuxia minor,0.4496,0.45,NA,NA,NA,NA,0,keep
Deyeuxia monticola,Deyeuxia monticola,0.45984,0.46,NA,NA,NA,NA,0,keep
Calamagrostis quadriseta,Deyeuxia quadriseta,0.1104,0.11,NA,NA,NA,NA,0,keep
Dianella amoena,Dianella amoena,5.0972,5.1,5.192,5.19,0,0,0,keep
Dianella brevicaulis,Dianella brevicaulis,3.5592,3.56,3.5492,3.55,0,0,0,keep
Dianella tasmanica,Dianella tasmanica,5.8432,5.84,5.62333618,5.62,0,0,0,keep
Dichelachne crinita,Dichelachne crinita,0.352,0.35,0.39080000000000004,0.39,0,0,0,keep
Dichelachne inaequiglumis,Dichelachne inaequiglumis,0.5224,0.52,0.4846666666666667,0.48,0,0,0,keep
Dichelachne rara,Dichelachne rara,0.3464,0.35,0.3588,0.36,0,0,0,keep
Dichosciadium ranunculaceum,Dichosciadium ranunculaceum var tasmanicum,3.0436,3.04,NA,NA,NA,NA,0,keep
Dillwynia cinerascens,Dillwynia cinerascens,3.8084,3.81,3.0182,3.02,0,0,0,keep
Diplarrena latifolia,Diplarrena latifolia,2.4128,2.41,NA,NA,NA,NA,0,keep
Diplarrena moraea,Diplarrena moraea,4.1472,4.15,NA,NA,NA,NA,0,keep
Dipodium roseum,Dipodium roseum,0.00267,0,NA,NA,NA,NA,0,keep
Diselma archeri,Diselma archeri,1.5492,1.55,0.9532,0.95,0,0,0,keep
Disphyma crassifolium,Disphyma crassifolium,32.975,32.98,0.1216,0.12,0,0,0,keep
Diuris chryseopsis,Diuris chryseopsis,0.0772,0.08,NA,NA,NA,NA,0,keep
Diuris pardina,Diuris pardina,0.0048,0,NA,NA,NA,NA,0,keep
Dodonaea filiformis,Dodonaea filiformis,2.1616,2.16,2.1316,2.13,0,0,0,keep
Donatia novae-zelandiae,Donatia novae-zelandiae,0.116,0.12,NA,NA,NA,NA,0,keep
Dracophyllum milligani,Dracophyllum milliganii,0.05,0.05,0.0556,0.06,0,0,0,keep
Dracophyllum minimum,Dracophyllum minimum,0.156,0.16,0.02722035,0.03,0,0,0,keep
Drosera arcturi,Drosera arcturi,0.1036,0.1,0.05118335,0.05,0,0,0,keep
Drosera spatulata,Drosera spatulata,0.022,0.02,0.005622233333333333,0.01,0,0,0,keep
Elatine gratioloides,Elatine gratioloides,0.10267,0.1,0.0513333,0.05,0,0,0,keep
Eleocharis gracilis,Eleocharis gracilis,0.5076,0.51,0.3452,0.35,0,0,0,keep
Eleocharis pusilla,Eleocharis pusilla,0.484,0.48,0.3198,0.32,0,0,0,keep
Eleocharis sphacelata,Eleocharis sphacelata,3.3184,3.32,3.3462666666666667,3.35,0,0,0,keep
Epacris virgata,Epacris virgata,0.066,0.07,0.0448,0.04,0,0,0,keep
Epilobium sarmentaceum,Epilobium sarmentaceum,0.066,0.07,0.08660000000000001,0.09,0,0,0,keep
Erigeron bellidioides,Erigeron bellidioides,0.6196,0.62,0.6972,0.7,0,0,0,keep
Erigeron gunnii,Erigeron gunnii,0.3344,0.33,NA,NA,NA,NA,0,keep
Erigeron pappocromus,Erigeron pappocromus,0.2428,0.24,NA,NA,NA,NA,0,keep
Erigeron stellatus,Erigeron stellatus,0.5152,0.52,NA,NA,NA,NA,0,keep
Eryngium ovinum,Eryngium ovinum,1.5084,1.51,1.916,1.92,0,0,0,keep
Eucalyptus amygdalina,Eucalyptus amygdalina,0.4436,0.44,5.244533333333334,5.24,0,0,0,keep
Eucalyptus archeri,Eucalyptus archeri,2.28284,2.28,2.8276133333333333,2.83,0,0,0,keep
Eucalyptus barberi,Eucalyptus barberi,1.0712,1.07,1.177875,1.18,0,0,0,keep
Eucalyptus brookeriana,Eucalyptus brookeriana,0.64804,0.65,1.2990133333333334,1.3,0,0,0,keep
Eucalyptus coccifera,Eucalyptus coccifera,1.119,1.12,4.06475,4.06,0,0,0,keep
Eucalyptus dalrympleana,Eucalyptus dalrympleana,1.232,1.23,12.300742857142858,12.3,0,0,0,keep
Eucalyptus delegatensis,Eucalyptus delegatensis,0.93,0.93,8.906666666666666,8.91,0,0,0,keep
Eucalyptus globulus,Eucalyptus globulus,2.97,2.97,22.62981818181818,22.63,0,0,0,keep
Eucalyptus gunnii,Eucalyptus gunnii,0.3888,0.39,1.7169999999999999,1.72,0,0,0,keep
Eucalyptus morrisbyi,Eucalyptus morrisbyi,0.96726,0.97,0.8045,0.8,0,0,0,keep
Eucalyptus ambigua,Eucalyptus nitida,0.3108,0.31,1.9411,1.94,0,0,0,keep
Eucalyptus obliqua,Eucalyptus obliqua,0.7544,0.75,7.854066666666666,7.85,0,0,0,keep
Eucalyptus ovata,Eucalyptus ovata var ovata,0.43481,0.43,0.94596,0.95,0,0,0,keep
Eucalyptus pauciflora,Eucalyptus pauciflora,0.8229,0.82,6.696128,6.7,0,0,0,keep
Eucalyptus pulchella,Eucalyptus pulchella,0.8628,0.86,8.290933333333333,8.29,0,0,0,keep
Eucalyptus regnans,Eucalyptus regnans,0.6028,0.6,3.148857142857143,3.15,0,0,0,keep
Eucalyptus risdonii,Eucalyptus risdonii,1.115,1.12,3.431775,3.43,0,0,0,keep
Eucalyptus rodwayi,Eucalyptus rodwayi,0.2408,0.24,0.7704,0.77,0,0,0,keep
Eucalyptus sieberi,Eucalyptus sieberi,3.4124,3.41,5.1570285714285715,5.16,0,0,0,keep
Eucalyptus subcrenulata,Eucalyptus subcrenulata,0.8188,0.82,0.9905999999999999,0.99,0,0,0,keep
Eucalyptus tenuiramis,Eucalyptus tenuiramis,1.45,1.45,8.42,8.42,0,0,0,keep
Eucalyptus urnigera,Eucalyptus urnigera,0.842,0.84,1241.9224,1241.92,0,0,0,keep
Eucalyptus vernicosa,Eucalyptus vernicosa,0.43285,0.43,NA,NA,NA,NA,0,keep
Eucalyptus viminalis,Eucalyptus viminalis,0.7312,0.73,58.93258,58.93,0,0,0,keep
Euchiton collinus,Euchiton collinus,0.022,0.02,NA,NA,NA,NA,0,keep
Eucryphia milliganii,Eucryphia milliganii,1.068,1.07,0.7230986333333334,0.72,0,0,0,keep
Euphrasia collina,Euphrasia collina,0.2272,0.23,0.05,0.05,0,0,0,keep
Euphrasia gibbsiae,Euphrasia gibbsiae,0.3348,0.33,0.29,0.29,0,0,0,keep
Euphrasia scabra,Euphrasia scabra,0.0544,0.05,0.08116311999999999,0.08,0,0,0,keep
Euphrasia collina var. striata,Euphrasia striata,0.3204,0.32,0.24080000000000001,0.24,0,0,0,keep
Euryomyrtus ramosissima,Euryomyrtus ramosissima,0.8448,0.84,0.5612,0.56,0,0,0,keep
Ewartia meredithae,Ewartia meredithiae,0.1052,0.11,NA,NA,NA,NA,0,keep
Exocarpos humifusus,Exocarpos humifusus,13.07,13.07,NA,NA,NA,NA,0,keep
Exocarpos nanus,Exocarpos nanus,11.0068,11.01,10.101733333333334,10.1,0,0,0,keep
Exocarpos strictus,Exocarpos strictus,13.7824,13.78,27.1128,27.11,0,0,0,keep
Frankenia pauciflora,Frankenia pauciflora var gunnii,0.2096,0.21,0.32080000000000003,0.32,0,0,0,keep
Gahnia filum,Gahnia filum,1.2004,1.2,1.1884,1.19,0,0,0,keep
Gahnia grandis,Gahnia grandis,6.4264,6.43,6.7492,6.75,0,0,0,keep
Gahnia radula,Gahnia radula,1.2972,1.3,1.2096,1.21,0,0,0,keep
Gahnia trifida,Gahnia trifida,1.4484,1.45,1.4008,1.4,0,0,0,keep
Gaimardia fitzgeraldii,Gaimardia fitzgeraldii,0.0632,0.06,NA,NA,NA,NA,0,keep
Gaultheria depressa,Gaultheria depressa,0.0572,0.06,0.033586660000000004,0.03,0,0,0,keep
Gaultheria hispida,Gaultheria hispida,0.0448,0.04,0.045399999999999996,0.05,0,0,0,keep
Gaultheria tasmanica,Gaultheria tasmanica,0.0528,0.05,0.0676,0.07,0,0,0,keep
Geranium sessiliflorum,Geranium sessiliflorum,3.2984,3.3,NA,NA,NA,NA,0,keep
Glossodia major,Glossodia major,0.0092,0.01,NA,NA,NA,NA,0,keep
Glycine latrobeana,Glycine latrobeana,5.7204,5.72,7.57,7.57,0,0,0,keep
Gnaphalium indutum,Gnaphalium indutum,0.0403,0.04,0.02443045,0.02,0,0,0,keep
Gonocarpus micranthus,Gonocarpus micranthus,0.216,0.22,NA,NA,NA,NA,0,keep
Goodenia elongata,Goodenia elongata,1.5088,1.51,1.7394737,1.74,0,0,0,keep
Goodenia humilis,Goodenia humilis,0.0516,0.05,0.04412,0.04,0,0,0,keep
Goodenia ovata,Goodenia ovata,0.8784,0.88,0.9112,0.91,0,0,0,keep
Goodia lotifolia,Goodia lotifolia,18.5876,18.59,20.1964,20.2,0,0,0,keep
Grevillea australis,Grevillea australis,9.19257,9.19,10.9658,10.97,0,0,0,keep
Gymnoschoenus sphaerocephalus,Gymnoschoenus sphaerocephalus,0.7866,0.79,3.3848,3.38,0,0,0,keep
Gyrostemon thesioides,Gyrostemon thesioides,0.6596,0.66,0.74684,0.75,0,0,0,keep
Hakea epiglottis,Hakea epiglottis,4.5248,4.52,4.021,4.02,0,0,0,keep
Hakea lissosperma,Hakea lissosperma,12.996,13,15.151390628571429,15.15,0,0,0,keep
Hakea microcarpa,Hakea microcarpa,4.3948,4.39,4.436,4.44,0,0,0,keep
Hakea nodosa,Hakea nodosa,10.9528,10.95,13.9778,13.98,0,0,0,keep
Haloragis heterophylla,Haloragis heterophylla,1.7808,1.78,1.27884,1.28,0,0,0,keep
Herpolirion novae-zelandiae,Herpolirion novae-zelandiae,2.25,2.25,2.0196,2.02,0,0,0,keep
Hibbertia sericea,Hibbertia sericea,2.8124,2.81,1.5176,1.52,0,0,0,keep
Hierochloe redolens,Hierochloe redolens,0.6688,0.67,0.7515499999999999,0.75,0,0,0,keep
Hyalosperma demissum,Hyalosperma demissum,0.0644,0.06,0.053733333333333334,0.05,0,0,0,keep
Hydrocotyle callicarpa,Hydrocotyle callicarpa,0.1632,0.16,0.10732,0.11,0,0,0,keep
Hydrocotyle hirta,Hydrocotyle hirta,0.198,0.2,0.133,0.13,0,0,0,keep
Hypolaena fastigiata,Hypolaena fastigiata,4.4236,4.42,5.4685,5.47,0,0,0,keep
Hypoxis vaginata,Hypoxis vaginata,0.158,0.16,NA,NA,NA,NA,0,keep
Indigofera australis,Indigofera australis,5.3768,5.38,4.98328,4.98,0,0,0,keep
Isoetopsis graminifolia,Isoetopsis graminifolia,0.6236,0.62,0.51322,0.51,0,0,0,keep
Isolepis alpina,Isolepis alpina,0.1024,0.1,0.08020000000000001,0.08,0,0,0,keep
Isolepis crassiuscula,Isolepis crassiuscula,0.2064,0.21,0.2506933333333333,0.25,0,0,0,keep
Isolepis fluitans,Isolepis fluitans,0.1276,0.13,0.616881475,0.62,0,0,0,keep
Isolepis inundata,Isolepis inundata,0.084,0.08,0.0678,0.07,0,0,0,keep
Isolepis marginata,Isolepis marginata,0.2316,0.23,0.2524,0.25,0,0,0,keep
Isolepis cernua var. platycarpa,Isolepis platycarpa,0.1452,0.15,NA,NA,NA,NA,0,keep
Isophysis tasmanica,Isophysis tasmanica,0.6604,0.66,NA,NA,NA,NA,0,keep
Isopogon ceratophyllus,Isopogon ceratophyllus,2.3636,2.36,4.4618,4.46,0,0,0,keep
Juncus bufonius,Juncus bufonius,0.036,0.04,0.024942222222222223,0.02,0,0,0,keep
Juncus curtisiae,Juncus curtisiae,0.0176,0.02,0.02563335,0.03,0,0,0,keep
Juncus falcatus,Juncus falcatus,0.0268,0.03,0.021232,0.02,0,0,0,keep
Juncus holoschoenus,Juncus holoschoenus,0.0133,0.01,0.015546666666666665,0.02,0,0,0,keep
Kennedia prostrata,Kennedia prostrata,17.6412,17.64,19.10824,19.11,0,0,0,keep
Agrostis avenacea,Lachnagrostis filiformis,0.1672,0.17,NA,NA,NA,NA,0,keep
Lasiopetalum macrophyllum,Lasiopetalum macrophyllum,1.5092,1.51,2.2202,2.22,0,0,0,keep
Lasiopetalum micranthum,Lasiopetalum micranthum,1.3596,1.36,1.5406,1.54,0,0,0,keep
Laxmannia orientalis,Laxmannia orientalis,0.3429,0.34,0.466,0.47,0,0,0,keep
Lepidium africanum,Lepidium hyssopifolium,0.2732,0.27,0.2757602,0.28,0,0,0,keep
Lepidosperma concavum,Lepidosperma concavum,4.926,4.93,5.5884,5.59,0,0,0,keep
Lepidosperma ensiforme,Lepidosperma ensiforme,1.6484,1.65,NA,NA,NA,NA,0,keep
Lepidosperma laterale,Lepidosperma laterale,2.7016,2.7,3.3831800000000003,3.38,0,0,0,keep
Leptecophylla divaricata,Leptecophylla divaricata,23.933,23.93,NA,NA,NA,NA,0,keep
Leptecophylla juniperina,Leptecophylla juniperina,24.4452,24.45,NA,NA,NA,NA,0,keep
Leptocarpus tenax,Leptocarpus tenax,0.3396,0.34,0.2652,0.27,0,0,0,keep
Leptorhynchos squamatus,Leptorhynchos squamatus,0.1172,0.12,0.1047,0.1,0,0,0,keep
Leptospermum glaucescens,Leptospermum glaucescens,0.3206,0.32,0.146266675,0.15,0,0,0,keep
Leptospermum grandiflorum,Leptospermum grandiflorum,0.3352,0.34,0.3634,0.36,0,0,0,keep
Leptospermum lanigerum,Leptospermum lanigerum,0.20028,0.2,0.1411940777777778,0.14,0,0,0,keep
Leptospermum scoparium,Leptospermum scoparium,0.0793,0.08,0.14508000000000001,0.15,0,0,0,keep
Leucophyta brownii,Leucophyta brownii,0.1176,0.12,0.1664,0.17,0,0,0,keep
Leucopogon australis,Leucopogon australis,9.7476,9.75,NA,NA,NA,NA,0,keep
Leucopogon parviflorus,Leucopogon parviflorus,3.568,3.57,NA,NA,NA,NA,0,keep
Libertia pulchella,Libertia pulchella,0.684,0.68,0.92060966,0.92,0,0,0,keep
Linum marginale,Linum marginale,0.7476,0.75,1.2332,1.23,0,0,0,keep
Lissanthe strigosa,Lissanthe strigosa,1.3994,1.4,NA,NA,NA,NA,0,keep
Lobelia anceps,Lobelia anceps,0.0143,0.01,0.021733325,0.02,0,0,0,keep
Lobelia gibbosa,Lobelia gibbosa,0.037,0.04,0.00184,0,0,0,0,keep
Lomandra longifolia,Lomandra longifolia,10.7209,10.72,9.04703,9.05,0,0,0,keep
Luzula densiflora,Luzula densiflora,0.3668,0.37,0.4664,0.47,0,0,0,keep
Luzula flaccida,Luzula flaccida,0.6076,0.61,0.5206,0.52,0,0,0,keep
Lythrum salicaria,Lythrum salicaria,0.0644,0.06,0.06881111111111111,0.07,0,0,0,keep
Melaleuca ericifolia,Melaleuca ericifolia,0.0396,0.04,0.0925,0.09,0,0,0,keep
Melaleuca gibbosa,Melaleuca gibbosa,0.0772,0.08,0.15252,0.15,0,0,0,keep
Melaleuca pustulata,Melaleuca pustulata,0.0403,0.04,0.0312,0.03,0,0,0,keep
Melaleuca squamea,Melaleuca squamea,0.2692,0.27,0.1778,0.18,0,0,0,keep
Melaleuca squarrosa,Melaleuca squarrosa,0.174,0.17,0.21502,0.22,0,0,0,keep
Mentha australis,Mentha australis,0.1576,0.16,0.1428,0.14,0,0,0,keep
Micrantheum hexandrum,Micrantheum hexandrum,5.7196,5.72,3.2874,3.29,0,0,0,keep
Micrantheum serpentinum,Micrantheum serpentinum,2.6192,2.62,2.504,2.5,0,0,0,keep
Microcachrys tetragona,Microcachrys tetragona,2.65696,2.66,1.504,1.5,0,0,0,keep
Ehrharta tasmanica,Microlaena tasmanica,2.1252,2.13,NA,NA,NA,NA,0,keep
Microseris lanceolata,Microseris lanceolata,1.4208,1.42,2.0796,2.08,0,0,0,keep
Microtis unifolia,Microtis unifolia,0.0014,0,NA,NA,NA,NA,0,keep
Milligania densiflora,Milligania densiflora,0.356,0.36,0.3328,0.33,0,0,0,keep
Milligania lindoniana,Milligania lindoniana,0.2576,0.26,0.2411642,0.24,0,0,0,keep
Millotia tenuifolia,Millotia tenuifolia,0.2952,0.3,0.20433333333333334,0.2,0,0,0,keep
Monotoca elliptica,Monotoca elliptica,2.1584,2.16,17.692666666666668,17.69,0,0,0,keep
Muehlenbeckia adpressa,Muehlenbeckia adpressa,4.9092,4.91,5.121866666666667,5.12,0,0,0,keep
Myriophyllum integrifolium,Myriophyllum integrifolium,0.05,0.05,0.08693333333333333,0.09,0,0,0,keep
Nematolepis squamea,Nematolepis squamea,1.9848,1.98,1.016,1.02,0,0,0,keep
Notelaea ligustrina,Notelaea ligustrina,49.058,49.06,44.8728,44.87,0,0,0,keep
Nothofagus cunninghamii,Nothofagus cunninghamii,1.8268,1.83,9.92341334,9.92,0,0,0,keep
Olearia algida,Olearia algida,0.4952,0.5,0.41886666666666666,0.42,0,0,0,keep
