"site_name","longitude","latitude"
"Kapalga",132.3075,-12.56361111
"Katherine",132.1605556,-14.58638889
"Kidman Springs",130.9330556,-16.13
"Melville Island",130.8830556,-11.76722222
"Mt_Sanford",130.7561111,-17.30083333
