var_name,trait_name,unit
Nfixer,nitrogen_fixing,NA
leaf size (cm2),leaf_area,cm2
LMA (g/m2),specific_leaf_area,g/m2
Cmass %,leaf_C_per_dry_mass,%
Nmass %,leaf_N_per_dry_mass,%
Pmass %,leaf_P_per_dry_mass,%
Narea (g/m2),leaf_N_per_area,g/m2
Parea (g/m2),leaf_P_per_area,g/m2
Wood density,wood_density,mg/mm3
