plot,unique,veg,diameter,height,sev,dead,alldead,rs,d.a,burnt,species
10P10,10P10T5,A,12.5,1.5,4,1,1,0,d,1,Banksia marginata
10P3,10P3T1,A,4,0.8,4,1,1,0,d,1,Banksia marginata
10P3,10P3T4,A,6,1,4,1,1,0,d,1,Banksia marginata
10P4,10P4T14,A,6.5,1,4,1,1,0,d,1,Banksia marginata
10P4,10P4T2,A,4,1.7,4,1,1,0,d,1,Banksia marginata
10P4,10P4T4,A,6,1.7,4,1,1,0,d,1,Banksia marginata
10P4,10P4T6,A,5,1.2,4,1,1,0,d,1,Banksia marginata
10P9,10P9T1,A,12,8,4,1,1,0,d,1,Banksia marginata
10P9,10P9T2,A,10.5,1.8,4,1,1,0,d,1,Banksia marginata
10P9,10P9T4,A,4.5,0.5,4,1,1,0,d,1,Banksia marginata
11P2,11P2T10,A,5,1.3,4,1,1,0,d,1,Banksia marginata
11P2,11P2T14,A,4,1,4,1,1,0,d,1,Banksia marginata
11P2,11P2T15,A,3.8,1,4,1,1,0,d,1,Banksia marginata
11P2,11P2T17,A,6,1,4,1,1,0,d,1,Banksia marginata
11P2,11P2T2,A,4.6,1.1,4,1,1,0,d,1,Banksia marginata
11P2,11P2T3,A,9.5,1.2,4,1,1,0,d,1,Banksia marginata
11P2,11P2T9,A,8.5,1.5,4,1,1,0,d,1,Banksia marginata
11P7,11P7T10,A,5,1.8,4,1,1,0,d,1,Banksia marginata
11P7,11P7T11,A,3.2,1.8,4,1,1,0,d,1,Banksia marginata
11P7,11P7T8,A,13,2,4,1,1,0,d,1,Banksia marginata
11P7,11P7T9,A,3.5,2,4,1,1,0,d,1,Banksia marginata
11P9,11P9T8,A,5.2,1.5,4,1,1,0,d,1,Banksia marginata
14P4,14P4T19,A,3.9,3,4,1,1,0,d,1,Banksia marginata
14P5,14P5T1,A,7,1,4,1,1,0,d,1,Banksia marginata
14P5,14P5T10,A,4.5,1.5,4,1,1,0,d,1,Banksia marginata
14P5,14P5T2,A,7,1,4,1,1,0,d,1,Banksia marginata
14P5,14P5T3,A,5.6,1.5,4,1,1,0,d,1,Banksia marginata
14P5,14P5T5,A,8.8,2,4,1,1,0,d,1,Banksia marginata
14P5,14P5T9,A,7.3,1.6,4,1,1,0,d,1,Banksia marginata
17P10,17P10T1,A,3.2,0.8,4,1,1,0,d,1,Banksia marginata
17P10,17P10T10,A,4,1.5,4,1,1,0,d,1,Banksia marginata
17P10,17P10T11,A,3.4,1,4,1,1,0,d,1,Banksia marginata
17P10,17P10T13,A,3.2,1.5,4,1,1,0,d,1,Banksia marginata
17P10,17P10T4,A,4.4,0.6,4,1,1,0,d,1,Banksia marginata
17P10,17P10T9,A,4.5,1.1,4,1,1,0,d,1,Banksia marginata
17P1,17P1T5,A,11,2.5,4,1,1,0,d,1,Banksia marginata
17P1,17P1T7,A,4.8,1.8,4,1,1,0,d,1,Banksia marginata
17P1,17P1T8,A,4.1,2,4,1,1,0,d,1,Banksia marginata
17P1,17P1T9,A,6.2,2,4,1,1,0,d,1,Banksia marginata
17P9,17P9T10,A,3.3,0.8,4,1,1,0,d,1,Banksia marginata
17P9,17P9T12,A,5,1,4,1,1,0,d,1,Banksia marginata
17P9,17P9T7,A,7.2,1.8,4,1,1,0,d,1,Banksia marginata
18P11,18P11T13,A,3.4,1.2,4,1,1,0,d,1,Banksia marginata
18P12,18P12T4,A,18.9,3,4,1,1,0,d,1,Banksia marginata
18P1,18P1T10,A,6.2,2,4,1,1,0,d,1,Banksia marginata
18P9,18P9T1,A,5.9,1.2,4,1,1,0,d,1,Banksia marginata
18P9,18P9T11,A,4,1,4,1,1,0,d,1,Banksia marginata
19P9,19P9T9,A,4,1.3,4,1,1,0,d,1,Banksia marginata
7P1,7P1T1,A,9,1.5,4,1,1,0,d,1,Banksia marginata
7P1,7P1T10,A,10,1,4,1,1,0,d,1,Banksia marginata
7P1,7P1T2,A,14.3,1.5,4,1,1,0,d,1,Banksia marginata
7P1,7P1T4,A,4.3,0.6,4,1,1,0,d,1,Banksia marginata
7P1,7P1T5,A,4.7,1,4,1,1,0,d,1,Banksia marginata
7P1,7P1T6,A,3,1,4,1,1,0,d,1,Banksia marginata
7P2,7P2T1,A,7,1.5,4,1,1,0,d,1,Banksia marginata
7P2,7P2T4,A,5.2,1,4,1,1,0,d,1,Banksia marginata
7P2,7P2T6,A,4,1,4,1,1,0,d,1,Banksia marginata
7P2,7P2T7,A,4.6,1,4,1,1,0,d,1,Banksia marginata
7P2,7P2T9,A,3.8,1,4,1,1,0,d,1,Banksia marginata
7P4,7P4T1,A,6.3,2.5,4,1,1,0,d,1,Banksia marginata
7P4,7P4T13,A,4.1,1.7,4,1,1,0,d,1,Banksia marginata
7P4,7P4T4,A,5,1.5,4,1,1,0,d,1,Banksia marginata
10P1,10P1T12,A,14,0.2,5,1,1,0,d,1,Banksia marginata
11P3,11P3T16,A,5.5,0.7,5,1,1,0,d,1,Banksia marginata
18P1,18P1T2,A,7.2,1,5,1,1,0,d,1,Banksia marginata
3P2,3P2T9,A,3.5,4,5,1,1,0,d,1,Banksia marginata
7P3,7P3T8,A,3.1,0.45,5,1,1,0,d,1,Banksia marginata
7P4,7P4T2,A,4.2,0.17,5,1,1,0,d,1,Banksia marginata
7P4,7P4T3,A,3.4,0.77,5,1,1,0,d,1,Banksia marginata
7P7,7P7T4,A,3,0.3,5,1,1,0,d,1,Banksia marginata
16P1,16P1T4,C,8.9,5,3,1,1,0,d,1,Banksia marginata
10P5,10P5T12,C,25.5,4,4,1,1,0,d,1,Banksia marginata
2P1,2P1T11,C,7.5,0.24,5,1,1,0,d,1,Banksia marginata
2P1,2P1T12,C,7.8,0.25,5,1,1,0,d,1,Banksia marginata
4P6,4P6T4,C,16,0.23,5,1,1,0,d,1,Banksia marginata
20P1,20P1T12,D,5.2,3,2,1,1,0,d,1,Banksia marginata
16P10,16P10T3,D,12.6,3,3,1,1,0,d,1,Banksia marginata
16P10,16P10T9,D,22.1,3,3,1,1,0,d,1,Banksia marginata
2P6,2P6T2,D,4.8,3,3,1,1,0,d,1,Banksia marginata
2P6,2P6T3,D,5.3,3,3,1,1,0,d,1,Banksia marginata
11P1,11P1T1,E,7.6,1,4,1,1,0,d,1,Banksia marginata
11P1,11P1T13,E,4.3,0.6,4,1,1,0,d,1,Banksia marginata
11P1,11P1T18,E,4,0.8,4,1,1,0,d,1,Banksia marginata
11P1,11P1T19,E,2.5,0.7,4,1,1,0,d,1,Banksia marginata
11P1,11P1T2,E,3,1.2,4,1,1,0,d,1,Banksia marginata
11P1,11P1T20,E,5.2,0.7,4,1,1,0,d,1,Banksia marginata
11P1,11P1T4,E,4,1,4,1,1,0,d,1,Banksia marginata
11P1,11P1T5,E,3.3,1,4,1,1,0,d,1,Banksia marginata
11P1,11P1T8,E,4.3,0.8,4,1,1,0,d,1,Banksia marginata
14P12,14P12T4,E,7,1.2,4,1,1,0,d,1,Banksia marginata
11P1,11P1T17,E,4.9,0.5,5,1,1,0,d,1,Banksia marginata
12P8,12P8T3,A,4.8,2,2,1,1,0,d,1,Callitris rhomboidea
12P8,12P8T5,A,5,1.5,2,1,1,0,d,1,Callitris rhomboidea
17P9,17P9T9,A,12,3,2,1,1,0,d,1,Callitris rhomboidea
7P5,7P5T1,A,4.3,2.5,2,1,1,0,d,1,Callitris rhomboidea
7P5,7P5T18,A,5.1,2.5,2,1,1,0,d,1,Callitris rhomboidea
7P5,7P5T3,A,3.6,1,2,1,1,0,d,1,Callitris rhomboidea
7P6,7P6T3,A,3.8,2,2,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T2,A,4,1.7,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T3,A,4,1.7,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T4,A,3,1.7,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T6,A,4,1.8,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T7,A,5.5,1.8,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T8,A,3.5,1.7,3,1,1,0,d,1,Callitris rhomboidea
10P10,10P10T9,A,9.5,1.2,3,1,1,0,d,1,Callitris rhomboidea
10P2,10P2T1,A,7,2,3,1,1,0,d,1,Callitris rhomboidea
10P2,10P2T2,A,9,0.7,3,1,1,0,d,1,Callitris rhomboidea
12P8,12P8T2,A,5.4,1.2,3,1,1,0,d,1,Callitris rhomboidea
13P9,13P9T10,A,8.6,3.5,3,1,1,0,d,1,Callitris rhomboidea
17P9,17P9T1,A,16,3,3,1,1,0,d,1,Callitris rhomboidea
17P9,17P9T11,A,9.5,2.8,3,1,1,0,d,1,Callitris rhomboidea
17P9,17P9T6,A,21.5,2.8,3,1,1,0,d,1,Callitris rhomboidea
7P6,7P6T10,A,3.7,0.5,3,1,1,0,d,1,Callitris rhomboidea
7P7,7P7T6,A,4.8,2,3,1,1,0,d,1,Callitris rhomboidea
11P3,11P3T2,A,5.2,1.2,4,1,1,0,d,1,Callitris rhomboidea
14P6,14P6T1,A,7.5,3,4,1,1,0,d,1,Callitris rhomboidea
7P4,7P4T7,A,7,2.5,4,1,1,0,d,1,Callitris rhomboidea
11P3,11P3T11,A,5,1,5,1,1,0,d,1,Callitris rhomboidea
11P3,11P3T7,A,5.1,0.9,5,1,1,0,d,1,Callitris rhomboidea
11P3,11P3T8,A,4,0.4,5,1,1,0,d,1,Callitris rhomboidea
14P6,14P6T6,A,4.2,1.4,5,1,1,0,d,1,Callitris rhomboidea
3P3,3P3T1,D,12,5,2,1,1,0,d,1,Callitris rhomboidea
3P5,3P5T10,D,6,5,3,1,1,0,d,1,Callitris rhomboidea
3P5,3P5T11,D,5.5,5,3,1,1,0,d,1,Callitris rhomboidea
3P5,3P5T5,D,4,2,3,1,1,0,d,1,Callitris rhomboidea
3P8,3P8T1,D,5.4,5,3,1,1,0,d,1,Callitris rhomboidea
3P8,3P8T2,D,4.6,5,3,1,1,0,d,1,Callitris rhomboidea
3P9,3P9T5,D,4.2,5,3,1,1,0,d,1,Callitris rhomboidea
3P9,3P9T6,D,3.6,5,4,1,1,0,d,1,Callitris rhomboidea
3P9,3P9T7,D,4.2,5,4,1,1,0,d,1,Callitris rhomboidea
14P12,14P12T10,E,9.5,1.5,4,1,1,0,d,1,Callitris rhomboidea
14P12,14P12T18,E,3.3,1.4,4,1,1,0,d,1,Callitris rhomboidea
14P12,14P12T6,E,5.1,1,4,1,1,0,d,1,Callitris rhomboidea
14P12,14P12T7,E,6,1,4,1,1,0,d,1,Callitris rhomboidea
14P11,14P11T14,A,5.9,1.1,3,1,1,0,d,1,Eucalyptus globulus
14P4,14P4T9,A,11.4,3,4,1,1,0,d,1,Eucalyptus globulus
10P8,10P8T5,C,6.4,7,3,1,1,0,d,1,Eucalyptus globulus
14P8,14P8T11,C,8,4.5,4,1,1,0,d,1,Eucalyptus globulus
14P8,14P8T13,C,4.7,3.5,4,1,1,0,d,1,Eucalyptus globulus
14P8,14P8T17,C,8,4.5,4,1,1,0,d,1,Eucalyptus globulus
16P8,16P8T11,D,3.8,3,3,1,1,0,d,1,Eucalyptus globulus
11P6,11P6T6,D,23.5,6,4,1,1,0,d,1,Eucalyptus globulus
14P9,14P9T5,D,3.1,2,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T5,E,14.2,6,3,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T12,E,3.8,3.5,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T13,E,12.5,7,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T14,E,7.5,7,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T2,E,10.8,6,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T3,E,10.5,7,4,1,1,0,d,1,Eucalyptus globulus
16P9,16P9T7,E,14.3,6,4,1,1,0,d,1,Eucalyptus globulus
7P6,7P6T1,A,4.2,2,2,1,1,0,d,1,Hakea
7P6,7P6T2,A,3,2,2,1,1,0,d,1,Hakea
7P7,7P7T2,A,9.5,2,2,1,1,0,d,1,Hakea
7P9,7P9T1,A,4.6,1.5,3,1,1,0,d,1,Hakea
7P9,7P9T10,A,4.3,2,3,1,1,0,d,1,Hakea
7P9,7P9T2,A,5.1,1,3,1,1,0,d,1,Hakea
7P9,7P9T7,A,4.1,1.8,3,1,1,0,d,1,Hakea
17P7,17P7T6,A,4,1.5,2,1,1,0,d,1,Hakea nodosa
12P1,12P1T8,A,3.4,1.5,3,1,1,0,d,1,Hakea nodosa
17P7,17P7T2,A,3,1.5,3,1,1,0,d,1,Hakea nodosa
19P8,19P8T7,A,3.9,1,3,1,1,0,d,1,Hakea nodosa
17P3,17P3T6,A,7.1,1.8,2,1,1,0,d,1,Hakea terrifolia
17P3,17P3T7,A,6.5,1.7,2,1,1,0,d,1,Hakea terrifolia
17P3,17P3T8,A,5.9,1.6,2,1,1,0,d,1,Hakea terrifolia
18P10,18P10T1,A,10,1.7,2,1,1,0,d,1,Hakea terrifolia
18P10,18P10T3,A,5.1,1.7,2,1,1,0,d,1,Hakea terrifolia
18P10,18P10T8,A,8.2,1.8,2,1,1,0,d,1,Hakea terrifolia
18P10,18P10T9,A,7,1.6,2,1,1,0,d,1,Hakea terrifolia
19P8,19P8T1,A,4.2,1.5,2,1,1,0,d,1,Hakea terrifolia
11P9,11P9T11,A,3.5,3.4,3,1,1,0,d,1,Hakea terrifolia
11P9,11P9T5,A,3.2,1.6,3,1,1,0,d,1,Hakea terrifolia
12P8,12P8T1,A,9.8,1.5,3,1,1,0,d,1,Hakea terrifolia
14P10,14P10T14,A,3,1,3,1,1,0,d,1,Hakea terrifolia
14P11,14P11T7,A,3.5,1.8,3,1,1,0,d,1,Hakea terrifolia
17P3,17P3T11,A,3.1,1.5,3,1,1,0,d,1,Hakea terrifolia
17P3,17P3T4,A,5,1.5,3,1,1,0,d,1,Hakea terrifolia
17P7,17P7T1,A,8.5,1.5,3,1,1,0,d,1,Hakea terrifolia
17P9,17P9T5,A,7.5,1.8,3,1,1,0,d,1,Hakea terrifolia
18P10,18P10T4,A,3.1,1.5,3,1,1,0,d,1,Hakea terrifolia
18P7,18P7T11,A,3.2,1.4,3,1,1,0,d,1,Hakea terrifolia
18P7,18P7T2,A,3.3,1.6,3,1,1,0,d,1,Hakea terrifolia
18P7,18P7T3,A,3.8,1.5,3,1,1,0,d,1,Hakea terrifolia
18P7,18P7T4,A,3.1,1.8,3,1,1,0,d,1,Hakea terrifolia
18P7,18P7T8,A,3,1.5,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T1,A,4.5,3,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T2,A,3,1.8,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T5,A,3,1.6,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T6,A,4.5,1.8,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T7,A,3.1,1.8,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T8,A,4,1.8,3,1,1,0,d,1,Hakea terrifolia
18P8,18P8T9,A,4,1.8,3,1,1,0,d,1,Hakea terrifolia
18P9,18P9T2,A,3,1,3,1,1,0,d,1,Hakea terrifolia
18P9,18P9T3,A,4.3,1.2,3,1,1,0,d,1,Hakea terrifolia
18P9,18P9T4,A,4,0.8,3,1,1,0,d,1,Hakea terrifolia
18P9,18P9T5,A,3.2,1.2,3,1,1,0,d,1,Hakea terrifolia
19P8,19P8T8,A,3.5,1.5,3,1,1,0,d,1,Hakea terrifolia
11P9,11P9T1,A,5.2,2,4,1,1,0,d,1,Hakea terrifolia
11P9,11P9T12,A,4.7,2,4,1,1,0,d,1,Hakea terrifolia
11P9,11P9T3,A,4,1.7,4,1,1,0,d,1,Hakea terrifolia
11P9,11P9T4,A,6.2,2,4,1,1,0,d,1,Hakea terrifolia
18P10,18P10T10,A,4.2,1.1,4,1,1,0,d,1,Hakea terrifolia
3P2,3P2T1,A,3.8,3,2,1,1,0,d,1,Leptospermum
3P4,3P4T7,A,5,2,2,1,1,0,d,1,Leptospermum
3P4,3P4T8,A,7,2,2,1,1,0,d,1,Leptospermum
3P4,3P4T9,A,15.5,2,2,1,1,0,d,1,Leptospermum
3P7,3P7T10,A,10.5,4,2,1,1,0,d,1,Leptospermum
3P7,3P7T12,A,6.4,4,2,1,1,0,d,1,Leptospermum
3P7,3P7T2,A,3.9,4,2,1,1,0,d,1,Leptospermum
3P7,3P7T3,A,7.2,4,2,1,1,0,d,1,Leptospermum
3P7,3P7T6,A,5.7,4,2,1,1,0,d,1,Leptospermum
3P7,3P7T9,A,5.7,4,2,1,1,0,d,1,Leptospermum
3P4,3P4T1,A,9.2,2,3,1,1,0,d,1,Leptospermum
3P4,3P4T2,A,17.3,2,3,1,1,0,d,1,Leptospermum
3P6,3P6T3,A,3.5,2,3,1,1,0,d,1,Leptospermum
3P6,3P6T7,A,11.5,2,3,1,1,0,d,1,Leptospermum
3P7,3P7T4,A,5,4,3,1,1,0,d,1,Leptospermum
3P7,3P7T5,A,5.5,4,3,1,1,0,d,1,Leptospermum
13P10,13P10T12,A,6,1.5,4,1,1,0,d,1,Leptospermum
7P4,7P4T14,A,3,1,4,1,1,0,d,1,Leptospermum
13P10,13P10T13,A,4.4,0.3,5,1,1,0,d,1,Leptospermum
3P1,3P1T7,A,3,0.14,5,1,1,0,d,1,Leptospermum
3P6,3P6T6,A,3,0.86,5,1,1,0,d,1,Leptospermum
15P11,15P11T5,D,4,1.5,2,1,1,0,d,1,Leptospermum
3P3,3P3T10,D,4.9,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T11,D,5.1,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T2,D,6.5,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T3,D,7.1,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T6,D,4.1,0.41,2,1,1,0,d,1,Leptospermum
3P3,3P3T8,D,4.3,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T9,D,6.8,5,2,1,1,0,d,1,Leptospermum
3P3,3P3T4,D,8.2,5,3,1,1,0,d,1,Leptospermum
3P3,3P3T7,D,8.8,5,3,1,1,0,d,1,Leptospermum
3P5,3P5T6,D,3.5,5,3,1,1,0,d,1,Leptospermum
16P10,16P10T10,D,3.1,1.5,5,1,1,0,d,1,Leptospermum
16P10,16P10T8,D,4.8,0.3,5,1,1,0,d,1,Leptospermum
17P15,17P15T10,E,4,2.2,2,1,1,0,d,1,Leptospermum
17P15,17P15T11,E,4.2,2.2,2,1,1,0,d,1,Leptospermum
16P9,16P9T8,E,4.5,3,3,1,1,0,d,1,Leptospermum
17P15,17P15T4,E,5,2.5,3,1,1,0,d,1,Leptospermum
17P15,17P15T5,E,7.9,2.5,3,1,1,0,d,1,Leptospermum
17P15,17P15T7,E,14.5,3,3,1,1,0,d,1,Leptospermum
15P15,15P15T11,E,4.8,0.5,4,1,1,0,d,1,Leptospermum
16P9,16P9T4,E,3,2.5,4,1,1,0,d,1,Leptospermum
16P9,16P9T6,E,7,6,4,1,1,0,d,1,Leptospermum
17P13,17P13T1,E,3.3,0.1,4,1,1,0,d,1,Leptospermum
17P13,17P13T10,E,3.9,1.2,4,1,1,0,d,1,Leptospermum
17P13,17P13T12,E,3.9,1,4,1,1,0,d,1,Leptospermum
17P13,17P13T2,E,3.4,0.3,4,1,1,0,d,1,Leptospermum
17P13,17P13T7,E,6.2,0.1,4,1,1,0,d,1,Leptospermum
17P13,17P13T8,E,7.6,1,4,1,1,0,d,1,Leptospermum
17P13,17P13T9,E,3,1,4,1,1,0,d,1,Leptospermum
17P15,17P15T2,E,4,0.8,4,1,1,0,d,1,Leptospermum
15P15,15P15T1,E,4.5,0.3,5,1,1,0,d,1,Leptospermum
15P15,15P15T2,E,3,0.2,5,1,1,0,d,1,Leptospermum
15P15,15P15T3,E,3,0.4,5,1,1,0,d,1,Leptospermum
15P15,15P15T4,E,5,0.4,5,1,1,0,d,1,Leptospermum
15P15,15P15T5,E,3,0.25,5,1,1,0,d,1,Leptospermum
19P1,19P1T5,A,3.1,3,2,1,1,0,d,1,Leptospermum
19P1,19P1T6,A,3.4,3,2,1,1,0,d,1,Leptospermum
19P1,19P1T7,A,7,2.5,2,1,1,0,d,1,Leptospermum
3P1,3P1T12,A,3,2,2,1,1,0,d,1,Leptospermum
6P2,6P2T5,C,4.5,3,4,1,1,0,d,1,Leptospermum
6P2,6P2T6,C,3.6,3,4,1,1,0,d,1,Leptospermum
4P10,4P10T11,E,6.4,0.5,4,1,1,0,d,1,Leptospermum
8P6,8P6T1,E,5.3,0.3,4,1,1,0,d,1,Leptospermum
8P6,8P6T10,E,3.7,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T11,E,3.5,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T13,E,4.5,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T2,E,3.7,0.25,4,1,1,0,d,1,Leptospermum
8P6,8P6T7,E,4.8,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T8,E,3,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T9,E,5.2,0.2,4,1,1,0,d,1,Leptospermum
8P6,8P6T14,E,4,0.2,5,1,1,0,d,1,Leptospermum
10P1,10P1T10,A,3,2,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T11,A,5,2,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T2,A,3,2,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T4,A,5,1,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T5,A,7,2,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T6,A,4,2,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T9,A,5.5,2,2,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T10,A,6,5,2,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T9,A,3.4,5,2,1,1,0,d,1,Leptospermum laevigatum
12P1,12P1T10,A,3.6,2.2,2,1,1,0,d,1,Leptospermum laevigatum
12P1,12P1T5,A,4,2,2,1,1,0,d,1,Leptospermum laevigatum
12P2,12P2T10,A,5.2,2.6,2,1,1,0,d,1,Leptospermum laevigatum
12P2,12P2T11,A,6.2,2,2,1,1,0,d,1,Leptospermum laevigatum
12P2,12P2T4,A,4.5,2,2,1,1,0,d,1,Leptospermum laevigatum
12P2,12P2T5,A,4.3,2,2,1,1,0,d,1,Leptospermum laevigatum
12P7,12P7T2,A,7.5,2,2,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T11,A,5.1,3,2,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T4,A,3.2,2.5,2,1,1,0,d,1,Leptospermum laevigatum
13P8,13P8T5,A,4.3,3,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T1,A,3,1.7,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T10,A,4.8,2.1,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T11,A,2.2,2.1,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T12,A,3.8,2.1,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T2,A,3.2,1.7,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T3,A,3.2,1.7,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T5,A,4.2,1.5,2,1,1,0,d,1,Leptospermum laevigatum
14P11,14P11T9,A,5,2.1,2,1,1,0,d,1,Leptospermum laevigatum
14P1,14P1T1,A,3,2,2,1,1,0,d,1,Leptospermum laevigatum
14P1,14P1T3,A,3,1.8,2,1,1,0,d,1,Leptospermum laevigatum
14P1,14P1T5,A,3.2,1.8,2,1,1,0,d,1,Leptospermum laevigatum
14P1,14P1T9,A,3,1.7,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T10,A,5.4,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T11,A,6,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T12,A,5.4,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T13,A,4,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T14,A,3.6,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T2,A,4.8,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T3,A,4.5,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T4,A,5.8,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T5,A,4.2,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T7,A,6.9,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T8,A,5.6,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P2,14P2T9,A,4.1,2.5,2,1,1,0,d,1,Leptospermum laevigatum
14P4,14P4T4,A,3.4,3.5,2,1,1,0,d,1,Leptospermum laevigatum
14P4,14P4T5,A,3.2,3.5,2,1,1,0,d,1,Leptospermum laevigatum
14P4,14P4T6,A,11,3.5,2,1,1,0,d,1,Leptospermum laevigatum
14P4,14P4T7,A,3,3.5,2,1,1,0,d,1,Leptospermum laevigatum
18P1,18P1T7,A,6.2,4,2,1,1,0,d,1,Leptospermum laevigatum
18P1,18P1T9,A,3,2,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T10,A,7.5,3,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T2,A,4.4,2,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T3,A,5.5,1.8,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T4,A,5,1.8,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T6,A,3,1.6,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T7,A,3.2,1.8,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T8,A,3.4,2.2,2,1,1,0,d,1,Leptospermum laevigatum
18P4,18P4T9,A,5.1,3,2,1,1,0,d,1,Leptospermum laevigatum
19P1,19P1T1,A,4,3,2,1,1,0,d,1,Leptospermum laevigatum
19P1,19P1T11,A,3.3,2,2,1,1,0,d,1,Leptospermum laevigatum
19P1,19P1T12,A,3.8,2.5,2,1,1,0,d,1,Leptospermum laevigatum
19P1,19P1T2,A,3,3,2,1,1,0,d,1,Leptospermum laevigatum
19P1,19P1T4,A,4,2.5,2,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T3,A,6,2,3,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T7,A,5,2,3,1,1,0,d,1,Leptospermum laevigatum
10P1,10P1T8,A,5,1.2,3,1,1,0,d,1,Leptospermum laevigatum
10P3,10P3T6,A,6,1.7,3,1,1,0,d,1,Leptospermum laevigatum
10P3,10P3T7,A,6,1.6,3,1,1,0,d,1,Leptospermum laevigatum
10P3,10P3T8,A,3,2,3,1,1,0,d,1,Leptospermum laevigatum
11P2,11P2T5,A,5.1,0.8,3,1,1,0,d,1,Leptospermum laevigatum
11P2,11P2T8,A,4,0.7,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T1,A,3,2.5,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T2,A,4,4,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T3,A,5,4,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T4,A,3.8,4,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T7,A,3.5,3,3,1,1,0,d,1,Leptospermum laevigatum
11P5,11P5T8,A,3,4,3,1,1,0,d,1,Leptospermum laevigatum
11P8,11P8T2,A,4,5,3,1,1,0,d,1,Leptospermum laevigatum
