error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Bloomfield_2018_0369,Gray_2019,Alstonia scholaris,Cape Tribulation,NA,Gray_2019_23,ci_over_ca,0.63,umol/umol,NA,raw_value,1,Alstonia scholaris
Duplicate of Bloomfield_2018_0281,Gray_2019,Argyrodendron peralatum,Cape Tribulation,NA,Gray_2019_28,ci_over_ca,0.5,umol/umol,NA,raw_value,1,Argyrodendron peralatum
Duplicate of Bloomfield_2018_0280,Gray_2019,Argyrodendron peralatum,Cape Tribulation,NA,Gray_2019_31,leaf_dark_respiration_per_area,1.02,umolCO2/m2/s,NA,raw_value,1,Argyrodendron peralatum
Duplicate of Gray_2019_33,Gray_2019,Melicope platynema,Cape Tribulation,NA,Gray_2019_34,leaf_dark_respiration_per_dry_mass,0.00835,umolCO2/g/s,NA,raw_value,1,Brombya platynema
Duplicate of Gray_2019_36,Gray_2019,Melicope platynema,Cape Tribulation,NA,Gray_2019_37,leaf_dark_respiration_per_area,0.8,umolCO2/m2/s,NA,raw_value,1,Brombya platynema
Duplicate of Bloomfield_2018_0310,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_38,ci_over_ca,0.63,umol/umol,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0421,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_38,leaf_dark_respiration_per_area,0.72,umolCO2/m2/s,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0414,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_39,leaf_dark_respiration_per_area,0.86,umolCO2/m2/s,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0190,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_40,ci_over_ca,0.76,umol/umol,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0414,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_40,leaf_dark_respiration_per_area,0.86,umolCO2/m2/s,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0192,Gray_2019,Cardwellia sublimis,Cape Tribulation,NA,Gray_2019_41,ci_over_ca,0.75,umol/umol,NA,raw_value,1,Cardwellia sublimis
Duplicate of Bloomfield_2018_0270,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_43,ci_over_ca,0.54,umol/umol,NA,raw_value,1,Castanospermum australe
Duplicate of Weerasinghe_2014_008,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_43,leaf_dark_respiration_per_area,0.62,umolCO2/m2/s,NA,raw_value,1,Castanospermum australe
Duplicate of Bloomfield_2018_0274,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_44,ci_over_ca,0.44,umol/umol,NA,raw_value,1,Castanospermum australe
Duplicate of Bloomfield_2018_0143,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_45,ci_over_ca,0.61,umol/umol,NA,raw_value,1,Castanospermum australe
Duplicate of Gray_2019_46,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_47,ci_over_ca,0.67,umol/umol,NA,raw_value,1,Castanospermum australe
Duplicate of Weerasinghe_2014_001,Gray_2019,Castanospermum australe,Cape Tribulation,NA,Gray_2019_47,leaf_dark_respiration_per_area,0.97,umolCO2/m2/s,NA,raw_value,1,Castanospermum australe
Duplicate of Gray_2019_50,Gray_2019,Cleistanthus oblongifolius,Cape Tribulation,NA,Gray_2019_51,ci_over_ca,0.68,umol/umol,NA,raw_value,1,Cleistanthus myrianthus
Duplicate of Gray_2019_55,Gray_2019,Cryptocarya mackinnoniana,Cape Tribulation,NA,Gray_2019_57,ci_over_ca,0.66,umol/umol,NA,raw_value,1,Cryptocarya mackinnoniana
Duplicate of Gray_2019_61,Gray_2019,Cryptocarya murrayi,Cape Tribulation,NA,Gray_2019_62,stomatal_conductance_per_area_at_Asat,212.9,mmolH2O/m2/s,NA,raw_value,1,Cryptocarya murrayi
Duplicate of Weerasinghe_2014_055,Gray_2019,Endiandra leptodendron,Cape Tribulation,NA,Gray_2019_64,leaf_dark_respiration_per_area,0.44,umolCO2/m2/s,NA,raw_value,1,Endiandra leptodendron
Duplicate of Bloomfield_2018_0337,Gray_2019,Endiandra leptodendron,Cape Tribulation,NA,Gray_2019_65,ci_over_ca,0.7,umol/umol,NA,raw_value,1,Endiandra leptodendron
Duplicate of Bloomfield_2018_0167,Gray_2019,Endiandra leptodendron,Cape Tribulation,NA,Gray_2019_66,ci_over_ca,0.75,umol/umol,NA,raw_value,1,Endiandra leptodendron
Duplicate of Gray_2019_65,Gray_2019,Endiandra leptodendron,Cape Tribulation,NA,Gray_2019_67,photosynthetic_rate_per_dry_mass_maximum,0.1173,umolCO2/g/s,NA,raw_value,1,Endiandra leptodendron
Duplicate of Bloomfield_2018_0459,Gray_2019,Gillbeea adenopetala,Atherton-walktrack,NA,Gray_2019_68,ci_over_ca,0.74,umol/umol,NA,raw_value,1,Gillbeea adenopetala
Duplicate of Bloomfield_2018_0450,Gray_2019,Gillbeea adenopetala,Atherton-walktrack,NA,Gray_2019_68,leaf_dark_respiration_per_area,0.47,umolCO2/m2/s,NA,raw_value,1,Gillbeea adenopetala
Duplicate of Bloomfield_2018_0449,Gray_2019,Gillbeea adenopetala,Robson Creek,NA,Gray_2019_69,leaf_dark_respiration_per_area,0.33,umolCO2/m2/s,NA,raw_value,1,Gillbeea adenopetala
Duplicate of Bloomfield_2018_0450,Gray_2019,Gillbeea adenopetala,Robson Creek,NA,Gray_2019_70,leaf_dark_respiration_per_area,0.47,umolCO2/m2/s,NA,raw_value,1,Gillbeea adenopetala
Duplicate of Bloomfield_2018_0462,Gray_2019,Gillbeea adenopetala,Robson Creek,NA,Gray_2019_72,ci_over_ca,0.76,umol/umol,NA,raw_value,1,Gillbeea adenopetala
Duplicate of Gray_2019_73,Gray_2019,Litsea leefeana,Atherton,NA,Gray_2019_74,ci_over_ca,0.66,umol/umol,NA,raw_value,1,Litsea leefeana
Duplicate of Bloomfield_2018_0385,Gray_2019,Litsea leefeana,Cape Tribulation,NA,Gray_2019_76,ci_over_ca,0.65,umol/umol,NA,raw_value,1,Litsea leefeana
Duplicate of Gray_2019_86,Gray_2019,Rockinghamia angustifolia,Cape Tribulation,NA,Gray_2019_88,ci_over_ca,0.59,umol/umol,NA,raw_value,1,Rockinghamia angustifolia
Duplicate of Bloomfield_2018_0181,Gray_2019,Syzygium sayeri,Cape Tribulation,NA,Gray_2019_92,ci_over_ca,0.6,umol/umol,NA,raw_value,1,Syzygium sayeri
Duplicate of Weerasinghe_2014_088,Gray_2019,Syzygium sayeri,Cape Tribulation,NA,Gray_2019_92,leaf_dark_respiration_per_area,0.93,umolCO2/m2/s,NA,raw_value,1,Syzygium sayeri
Duplicate of Bloomfield_2018_0286,Gray_2019,Syzygium sayeri,Cape Tribulation,NA,Gray_2019_93,ci_over_ca,0.52,umol/umol,NA,raw_value,1,Syzygium sayeri
Duplicate of Weerasinghe_2014_079,Gray_2019,Syzygium sayeri,Cape Tribulation,NA,Gray_2019_95,leaf_dark_respiration_per_area,0.79,umolCO2/m2/s,NA,raw_value,1,Syzygium sayeri
