Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality ,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA
3,1,0,Austrostipa semibarbata,POACEAE,1,1,,,1,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
3,1,0,Austrostipa setacea,POACEAE,,1,,,,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
3,1,0,Austrostipa stipoides,POACEAE,,,,,,1,,,,,,6,3,0.7,1,,4,2,0,,0,2,
3,1,0,Austrostipa stuposa,POACEAE,,,,,1,,,,,,,3,3,1.2,1,,4,2,0,,0,2,
3,1,0,Bothriochloa macra,POACEAE,,1,,,1,,,,,,,3,3,0.8,3,a,4,2,0,1.07,0,2,
3,1,0,Chloris truncata,POACEAE,,1,,,1,,,,,,,6,3,0.4,2,a,2,2,0,0.108,0,2,
3,1,0,Cynodon dactylon,POACEAE,,,,,,,,,,1,,3,3,0.3,2,a,2,2,0,0.3,0,2,
3,0,0,Deyeuxia densa,POACEAE,,,1,,,,,,,,,6,3,1,3,a,4,,0,,0,2,
3,1,0,Deyeuxia quadriseta,POACEAE,1,1,,,1,,,,,,,6,3,0.4,1,,4,,0,1.56,0,2,
3,1,0,Dichanthium sericeum ssp sericeum,POACEAE,,,,,1,,,,,,,3,3,0.8,1,,2,2,0,1.384,0,2,
3,1,0,Dichelachne crinita,POACEAE,1,1,,,1,,,,,,,6,3,1,3,a,4,12,0,0.65,0,2,20.27
3,0,0,Dichelachne micrantha,POACEAE,1,,,,1,,,,,,,6,3,1.1,1,,4,12,0,0.118,0,2,
3,1,0,Dichelachne rara,POACEAE,1,,,,,,,,,,,6,3,0.7,1,,4,12,0,,0,2,
3,1,0,Dichelachne sieberiana,POACEAE,1,,,,,,,,,,,6,3,1.3,1,,4,12,0,,0,2,
3,1,0,Distichlis distichophylla,POACEAE,,,,,,1,,,,,,3,3,0.2,3,a,1,2,0,,0,2,
3,1,0,Dryopoa dives,POACEAE,1,,,,,,,,,,,6,3,1.5,1,,1,,0,,0,2,
3,1,0,Echinopogon ovatus,POACEAE,1,,,,,,,,,1,,3,3,1,3,a,4,12,0,0.75,0,2,28.5
3,1,0,Elymus scaber,POACEAE,1,1,,,1,,,,,,,6,3,0.8,3,a,4,2,0,5.56,0,2,26.42
3,1,0,Enneapogon nigricans,POACEAE,,1,,,1,,,,,,,6,3,0.4,1,,2,2,0,,0,2,
3,0,0,Entolasia marginata,POACEAE,1,,,,,,,,,,,3,3,0.7,3,a,2,,0,,0,2,
3,1,0,Eragrostis brownii,POACEAE,1,1,,,,,,,,1,,6,3,0.3,1,,1,2,0,,0,2,
3,1,0,Eragrostis infecunda,POACEAE,,,,,,,,,,,,3,3,0.7,3,a,1,2,0,,0,2,
3,1,0,Eragrostis parviflora,POACEAE,,,,,,,,,,1,,6,5,0.8,1,,1,2,0,,0,2,
3,1,0,Glyceria australis,POACEAE,,,,,,,1,,,,,19,3,0.5,3,a,1,2,0,,0,2,
3,1,0,Hemarthria uncinata,POACEAE,1,1,1,,,,,,,,,3,3,0.5,3,a,4,,0,,0,2,
3,1,0,Homopholis proluta,POACEAE,,1,,,1,,,,,,,6,3,1,3,a,1,,0,,0,2,
3,1,0,Imperata cylindrica,POACEAE,1,,,,,,,,,,,1,3,0.7,3,a,2,2,0,0.116,0,2,
3,1,0,Joycea lepidopoda,POACEAE,,1,,,,,,,,,,6,3,0.15,3,a,4,,0,,0,2,
3,1,0,Joycea pallida,POACEAE,1,1,,,,,,,,,,6,3,0.4,1,,4,,0,,0,2,
3,1,0,Lachnagrostis aemula,POACEAE,1,,,,1,,,,,,,6,5,0.6,1,,2,2,0,,0,2,
3,1,0,Lachnagrostis billardierei ssp billardierei,POACEAE,,,1,,,,,,,,,6,5,0.8,1,,2,2,0,,0,2,
3,1,0,Lachnagrostis filiformis,POACEAE,1,1,,,1,1,,,,,,6,3,0.8,3,a,2,2,0,0.1,0,2,28.9
3,1,0,Lachnagrostis punicea ssp filifolia,POACEAE,,,,,,,,,,1,,6,5,0.8,1,,2,2,0,,0,2,
3,1,0,Lachnagrostis punicea ssp punicea,POACEAE,,,,,,,,,,,,6,5,0.8,1,,2,2,0,,0,2,
3,1,0,Microlaena stipoides ,POACEAE,1,1,1,,1,,,,,,,3,3,0.25,3,a,4,2,0,3.86,0,2,33.02
3,1,0,Notodanthonia semiannularis,POACEAE,1,1,,,,,,,,,,6,3,0.6,1,,4,2,0,,0,2,
3,1,0,Panicum decompositum,POACEAE,,,,,,,,,,,,3,3,0.8,1,,1,2,0,0.616,0,,
3,1,0,Panicum effusum,POACEAE,,1,,,1,,,,,,,6,3,0.6,3,a,1,2,0,0.715,0,,
3,0,0,Paspalidium jubiflorum,POACEAE,,,,,,,,,,1,,6,3,0.9,3,a,1,2,0,,0,2,
3,1,0,Pentapogon quadrifidus,POACEAE,1,1,,,1,,,,,,,6,3,0.2,1,,4,,0,,0,2,
3,1,0,Phragmites australis,POACEAE,,1,1,,,,,,,,,3,3,2.5,3,a,2,2,0,0.12,0,2,20.93
3,1,0,Poa clelandii,POACEAE,1,,,,1,,,,,,,6,3,0.75,3,a,1,2,0,,0,2,
3,1,0,Poa ensiformis,POACEAE,1,,,,,,,,,,,6,3,0.75,3,a,1,2,0,0.313,0,2,
3,1,0,Poa labillardierei,POACEAE,1,1,1,,1,,,,,,,6,3,0.8,1,,1,2,0,0.71,0,2,
3,1,0,Poa morrisii,POACEAE,1,1,,,,,,,,,,6,3,0.3,3,a,1,2,0,,0,2,
3,1,0,Poa poiformis,POACEAE,,1,,,,1,,,,,,6,3,,3,a,1,2,0,,0,2,
3,1,0,Poa rodwayi,POACEAE,1,1,,,,,,,,,,6,3,0.3,1,,1,2,0,,0,2,
3,1,0,Poa sieberiana,POACEAE,1,1,1,,1,,,,,,,6,3,0.3,3,a,1,12,0,0.07,0,2,12.62
3,1,0,Poa tenera,POACEAE,1,,1,,,,,,,,,6,3,0.2,2,a,1,2,0,,0,2,
3,1,0,Puccinellia stricta,POACEAE,,,,,,,,,,,,6,5,0.6,1,,1,2,0,,0,2,
3,1,0,Spinifex sericeus,POACEAE,,,,,,1,,,,,,3,3,0.5,2,a,2,2,0,,0,2,
3,1,0,Sporobolus virginicus,POACEAE,,,,,,1,,,,,,3,3,0.25,3,a,1,2,0,0.227,0,2,
3,0,0,Tetrarrhena distichophylla,POACEAE,1,,,,,,,,,,,1,3,0.6,3,a,1,2,0,,0,2,
3,1,0,Tetrarrhena juncea,POACEAE,1,,,,,,,,,,,15,3,8,3,a,1,2,0,3.8258,0,2,
3,1,0,Themeda triandra,POACEAE,1,1,,,1,,,,,,,6,3,0.5,1,,4,2,0,3.85,0,2,14.42
3,0,0,Tripogon loliiformis,POACEAE,,1,,,1,,,,,,,6,3,0.05,1,,1,2,0,,0,2,
3,0,0,Zoysia macrantha ssp macrantha,POACEAE,,,,,,1,,,,,,3,3,0.25,3,a,1,2,0,,0,2,
4,1,0,Comesperma calymega,POLYGALACEAE,,,1,,,,,,,,,7,3,0.6,3,a,2,2,0,,1,1,
4,1,0,Comesperma ericinum,POLYGALACEAE,1,,1,,,,,,,,,8,2,2,1,,2,2,0,,1,1,
4,1,0,Comesperma polygaloides,POLYGALACEAE,,1,,,1,,,,,,,7,3,0.6,3,a,2,2,0,,1,1,
4,1,0,Comesperma volubile,POLYGALACEAE,1,,1,,,,,,,,,15,1,3,1,,2,2,0,1.6086,1,1,
4,1,0,Muehlenbeckia adpressa,POLYGONACEAE,,1,,,,1,,,,,,15,1,2,1,,3,,0,,1,2,
4,1,0,Muehlenbeckia florulenta,POLYGONACEAE,,,1,,,,,,,1,,8,1,2.5,1,,3,,0,,1,2,
4,1,0,Muehlenbeckia gunnii,POLYGONACEAE,,,,,,1,,,,,,15,1,3,1,,3,,0,,1,2,
4,1,0,Persicaria decipiens,POLYGONACEAE,1,1,1,,,,,,,1,,3,5,0.8,2,a,3,2,0,,1,2,
4,1,0,Persicaria hydropiper,POLYGONACEAE,,,,,,,1,,,,,3,5,1,1,,3,2,0,,1,2,
4,1,0,Persicaria lapathifolia,POLYGONACEAE,1,,,,,,,,,,,3,5,1.6,1,,3,2,0,1.24,1,2,
4,1,0,Persicaria praetermissa,POLYGONACEAE,1,,,,,,,,,,,1,3,0.2,2,a,3,2,0,,1,2,
4,1,0,Persicaria prostrata,POLYGONACEAE,1,,,,1,,,,,,,1,3,0.4,1,,3,2,0,,1,2,
4,1,0,Persicaria subsessilis,POLYGONACEAE,,,,,,,,,,1,,3,3,1,3,a,3,2,0,,1,2,
4,1,0,Polygonum plebeium,POLYGONACEAE,,,,,,,,,,,,1,5,0.05,2,a,1,3,0,,0,2,
4,1,0,Rumex bidens,POLYGONACEAE,,,,,,,,1,,,,19,7,0.8,2,a,4,2,0,,0,2,
4,1,0,Rumex brownii,POLYGONACEAE,1,1,1,1,,,,,,1,,3,3,1,1,,4,2,0,1.58,0,2,24.22
4,1,0,Rumex dumosus,POLYGONACEAE,,1,,,1,,,1,,,,1,3,0.6,1,,4,2,0,2.54,0,2,
4,1,0,Rumex tenax,POLYGONACEAE,,,,,1,,,,,,,3,3,0.5,1,,4,2,0,,0,2,
2,1,0,Microsorum pustulatum,POLYPODIACEAE,1,,,,,,,,,,,15,2,0.6,3,a,2,12,0,0.001,0,1,
4,1,0,Calandrinia calyptrata,PORTULACACEAE,,1,1,1,,1,,,,,,1,5,0.1,1,,1,5,0,,1,,
4,0,0,Montia fontana ssp chondrosperma,PORTULACACEAE,,,,,1,,,,,,,1,5,0.2,2,a,1,2,0,,1,,
4,1,0,Neopaxia australasica,PORTULACACEAE,,,1,1,,,,,,,,6,3,0.03,2,a,1,,0,,1,,
4,1,0,Portulaca oleracea,PORTULACACEAE,1,1,1,,,1,,,,,,1,5,0.05,3,d,1,2,0,0.2,1,,
3,1,0,Potamogeton crispus,POTAMOGETONACEAE,,,,,,,1,,,,,18,7,4,3,a,7,12,0,,0,1,
3,1,0,Potamogeton ochreatus,POTAMOGETONACEAE,,,,,,,1,,,,,18,7,4.5,3,a,7,12,0,,0,1,
3,1,0,Potamogeton pectinatus,POTAMOGETONACEAE,,,,,,,1,1,,,,18,7,3,3,a,7,12,0,,0,1,
3,1,0,Potamogeton sulcatus,POTAMOGETONACEAE,,,,,,,1,,,,,19,7,2.7,3,a,7,12,0,,0,1,
4,1,0,Samolus repens,PRIMULACEAE,,,,,,1,,,,,,3,2,0.4,3,a,2,2,0,,1,1,
4,1,0,Banksia integrifolia ssp integrifolia,PROTEACEAE,,1,,,,1,,,,,,9,1,25,1,,2,5,0,,1,1,
4,1,0,Banksia marginata,PROTEACEAE,1,1,1,1,,,,,,1,,8,1,12,1,,2,5,0,10.2,1,1,5.69
4,1,0,Banksia spinulosa var cunninghamii,PROTEACEAE,1,1,,,,,,,,,,8,1,5,1,,2,5,0,11.345,1,1,
4,1,0,Grevillea alpina,PROTEACEAE,1,,,,,,,,,,,8,1,2.5,1,,1,5,0,,1,1,
4,1,0,Hakea decurrens ssp physocarpa,PROTEACEAE,1,1,,,,,,,,,,8,1,5,1,,2,5,3,,1,1,2.288
4,1,0,Hakea nodosa,PROTEACEAE,1,1,1,1,,,,,,,,8,1,3,1,,2,5,2,,1,1,
4,1,0,Hakea teretifolia ssp hirsuta,PROTEACEAE,,1,,,,,,,,,,8,1,4,1,,2,5,3,14.446,1,1,2.98
4,1,0,Hakea ulicina,PROTEACEAE,1,1,,,,,,,,,,8,1,5,1,,2,5,3,,1,1,
4,1,0,Isopogon ceratophyllus,PROTEACEAE,,,,,,,,,,,,8,1,1,1,,1,5,3,,1,1,
4,1,0,Lomatia fraseri,PROTEACEAE,1,,,,,,,,,,,8,1,8,1,,2,5,0,,1,1,
4,0,0,Lomatia ilicifolia,PROTEACEAE,1,1,,,,,,,,,,8,1,2,3,a,2,5,0,,1,1,
4,1,0,Lomatia myricoides,PROTEACEAE,,,1,,,,,,,1,,8,1,5,1,,2,5,0,,1,1,
4,1,0,Persoonia juniperina,PROTEACEAE,1,,,,,,,,,,,8,1,2,1,,3,5,2,,1,1,
2,0,0,Pteris comans,PTERIDACEAE,1,,,,,,,,,,,2,3,1.5,3,a,2,2,0,0.001,0,1,
2,1,0,Pteris tremula,PTERIDACEAE,1,,,,,,,,,,,4,3,1.5,3,a,2,2,0,0.001,0,1,
2,1,0,Pteris umbrosa,PTERIDACEAE,1,,,,,,,,,,,4,1,2.5,3,a,2,2,0,0.001,0,1,
4,1,0,Clematis aristata,RANUNCULACEAE,1,,,,,,,,,,,15,1,15,1,,2,2,0,2.963,1,1,
4,0,0,Clematis decipiens,RANUNCULACEAE,1,,,,,,,,,,,15,1,5,1,,2,2,0,,1,1,
4,1,0,Clematis microphylla,RANUNCULACEAE,1,1,,,1,1,,,,,,15,1,5,1,,2,2,0,,1,1,26.18
4,1,0,Ranunculus amphitrichus,RANUNCULACEAE,1,1,,,,,1,,,,,19,7,0.2,2,a,7,2,0,,1,1,
4,1,0,Ranunculus glabrifolius,RANUNCULACEAE,1,,,,,,,,,,,1,3,0.1,2,a,1,2,0,,1,1,
4,1,0,Ranunculus inundatus,RANUNCULACEAE,1,1,,,,,1,,,,,19,3,0.3,2,a,7,2,0,,1,1,
4,1,0,Ranunculus lappaceus,RANUNCULACEAE,1,1,1,1,,,,,,,,6,3,0.6,3,b,1,2,0,2.29,1,1,17.8
4,1,0,Ranunculus papulentus,RANUNCULACEAE,,,,,,,1,,,1,,19,3,0.25,3,a,1,2,0,,1,1,
4,1,0,Ranunculus plebeius,RANUNCULACEAE,1,,1,1,,,,,,1,,1,3,0.8,1,,1,2,0,,1,1,
4,0,0,Ranunculus pumilio,RANUNCULACEAE,,1,1,,1,,1,,,,,3,5,0.35,1,,1,2,0,,1,1,
4,1,0,Ranunculus sessiliflorus,RANUNCULACEAE,,,1,1,,,,,,1,,3,5,0.35,1,,1,2,0,,1,1,
3,1,0,Apodasmia brownii,RESTIONACEAE,,,1,,,,,,,,,20,4,1,3,a,1,,0,,0,1,
3,1,0,Baloskion tetraphyllum ssp tetraphyllum,RESTIONACEAE,,,1,,,,,,,,,6,4,1.5,3,a,2,,0,,0,1,
3,1,0,Empodisma minus,RESTIONACEAE,,1,1,,,,,,,,,20,4,0.5,3,a,1,12,0,0.001,0,1,
3,1,0,Hypolaena fastigiata,RESTIONACEAE,,,1,,,,,,,,,20,4,0.5,3,a,1,,0,,0,1,2.1
3,1,0,Leptocarpus tenax,RESTIONACEAE,,,1,,,,,,,,,20,4,1,3,a,1,12,0,1.5159,0,1,
3,1,0,Lepyrodia muelleri,RESTIONACEAE,,,1,,,,,,,,,20,4,0.7,3,a,1,,0,,0,1,
4,1,0,Pomaderris aspera,RHAMNACEAE,1,,1,,,,,,,1,,9,1,15,1,,6,2,0,,1,1,15.884
4,1,0,Pomaderris lanigera,RHAMNACEAE,1,,,,,,,,,,,8,1,3,1,,6,2,0,,1,1,
4,1,0,Pomaderris paniculosa ssp paralia,RHAMNACEAE,,1,,,,1,,,,,,8,1,2,1,,6,2,0,,1,1,
4,1,0,Pomaderris prunifolia,RHAMNACEAE,1,,,,,,,,,,,8,1,4,1,,6,2,0,,1,1,
4,1,0,Pomaderris racemosa,RHAMNACEAE,,,1,,,,,,,1,,8,1,8,1,,6,2,0,,1,1,
4,1,0,Spyridium parvifolium,RHAMNACEAE,1,,,,,,,,,,,8,1,3,1,,6,2,0,,1,1,9.877
4,1,0,Acaena agnipila,ROSACEAE,1,1,,,1,,,,,,,3,3,0.5,1,,4,2,0,,0,1,
4,1,0,Acaena echinata,ROSACEAE,1,1,,,1,,,,,,,3,3,0.4,1,,4,2,0,9.68,0,1,
4,1,0,Acaena novae-zelandiae,ROSACEAE,1,1,1,1,1,,,,,1,,1,3,0.05,2,a,4,2,0,0.06,0,1,11.87
4,1,0,Acaena ovina,ROSACEAE,1,1,,,1,,,,,,,3,3,0.6,1,,4,2,0,0.03,0,1,17.87
4,1,0,Rubus parvifolius,ROSACEAE,1,1,1,,,,,,,1,,15,1,1,2,a,3,2,2,1.24,1,1,18.94
4,1,0,Asperula conferta,RUBIACEAE,1,1,,,1,1,,,,,,1,3,0.3,1,,1,2,1,,1,1,
4,0,0,Asperula euryphylla,RUBIACEAE,1,,,,,,,,,,,1,3,0.3,1,,1,2,1,0.52,1,1,49.34
4,1,0,Asperula scoparia,RUBIACEAE,1,,,,1,,,,,,,1,3,0.15,1,,1,2,1,,1,1,
4,1,0,Asperula subsimplex,RUBIACEAE,1,1,,,,,,,,1,,1,3,0.3,1,,1,2,1,,1,1,
4,1,0,Coprosma quadrifida,RUBIACEAE,1,1,1,1,,,,,,,,8,1,5,1,,3,2,0,3.84,1,1,16.13
4,1,0,Galium australe,RUBIACEAE,1,,1,,,,,,,1,,15,3,0.6,1,,4,2,1,,1,1,
4,1,0,Galium gaudichaudii,RUBIACEAE,1,,,,,,,,,,,1,3,0.4,1,,4,2,1,,1,1,
4,1,0,Galium migrans,RUBIACEAE,1,1,1,1,,,,,,1,,1,3,0.15,3,a,4,2,1,,1,1,
4,1,0,Galium propinquum,RUBIACEAE,1,1,,,,,,,,,,1,3,0.2,3,a,4,2,1,0.3907,1,1,
4,1,0,Opercularia ovata,RUBIACEAE,1,1,,,,,,,,,,3,3,0.3,3,a,6,2,0,,1,1,
4,1,0,Opercularia varia,RUBIACEAE,1,,1,1,,,,,,,,3,3,0.3,3,a,6,2,0,0.8,1,1,20.21
3,1,0,Ruppia maritima,RUPPIACEAE,,,,,,,,1,,,,19,7,0.15,3,a,3,2,0,,0,1,
3,0,0,Ruppia megacarpa,RUPPIACEAE,,,,,,,,1,,,,19,7,0.3,1,,3,2,0,,0,1,
3,1,0,Ruppia polycarpa,RUPPIACEAE,,,,,,,,1,,,,19,7,0.4,1,,3,2,0,,0,1,
4,1,0,Asterolasia asteriscophora ssp albiflora,RUTACEAE,1,1,,,,,,,,,,8,1,2,1,,8,,0,,1,1,
4,1,0,Boronia parviflora,RUTACEAE,,,1,,,,,,,1,,7,2,0.5,1,,6,2,0,,1,1,
4,1,0,Correa alba,RUTACEAE,,,,,,1,,,,,,8,1,2,1,,8,2,0,,1,1,
4,1,0,Correa glabra var glabra,RUTACEAE,,,1,1,,,,,,1,,8,1,3,1,,8,2,0,,1,1,
4,1,0,Correa reflexa s.l.,RUTACEAE,1,1,1,1,,,,,,,,8,1,2,1,,6,2,0,13.351,1,1,10.82
4,1,0,Philotheca myoporoides ssp myoporoides,RUTACEAE,1,,,,,,,,,,,8,1,4,1,,8,,0,,1,1,
4,0,0,Zieria arborescens ssp arborescens,RUTACEAE,1,,,,,,,,,,,8,1,7,1,,8,,0,,1,1,
4,1,0,Exocarpos cupressiformis,SANTALACEAE,1,1,1,,,,,,,,,17,1,10,1,,3,7,0,57,0,1,5.4
4,1,0,Exocarpos strictus,SANTALACEAE,1,1,,,,,,,,,,17,1,4,1,,3,7,0,,0,1,
4,0,0,Thesium australe,SANTALACEAE,,,,,1,,,,,,,17,3,0.4,1,,1,7,0,,,1,
4,1,0,Dodonaea viscosa ssp cuneata,SAPINDACEAE,1,1,1,,,,,,,,,8,1,3,1,,2,2,0,,0,1,8.81
4,1,0,Dodonaea viscosa ssp spatulata,SAPINDACEAE,1,1,,,,,,,,1,,8,1,4,1,,2,2,0,,0,1,7.58
2,0,0,Schizaea bifida,SCHIZAEACEAE,,,1,,,,,,,,,4,4,0.35,3,a,2,2,0,0.001,0,1,
2,1,0,Schizaea fistulosa,SCHIZAEACEAE,,,1,,,,,,,,,4,4,0.6,3,a,2,2,0,0.001,0,1,
4,1,0,Derwentia derwentiana ssp derwentiana,SCROPHULARIACEAE,1,,,,,,,,,1,,4,4,1.4,1,,1,,0,,1,2,
4,0,0,Euphrasia collina ssp collina,SCROPHULARIACEAE,,1,1,,,,,,,,,17,2,0.8,1,,1,2,0,,1,2,
4,1,0,Euphrasia collina ssp muelleri,SCROPHULARIACEAE,,,1,1,,,,,,,,17,2,0.4,1,,1,2,0,,1,2,
4,1,0,Gratiola peruviana,SCROPHULARIACEAE,,,,,,,,,,1,,1,2,0.3,2,a,1,2,0,,1,2,
4,1,0,Gratiola pubescens,SCROPHULARIACEAE,,,1,1,,,,,,,,3,2,0.2,2,a,1,2,0,,1,2,
4,1,0,Limosella australis,SCROPHULARIACEAE,,,,,,,1,,,,,19,7,0.06,2,a,1,2,0,,1,2,
4,1,0,Mazus pumilio,SCROPHULARIACEAE,,,,,,,,,,1,,1,3,0.05,3,a,1,,0,,1,2,
4,1,0,Mimulus repens,SCROPHULARIACEAE,,,,,,,1,1,,1,,1,3,0.05,2,a,1,2,0,,1,2,
4,1,0,Veronica calycina,SCROPHULARIACEAE,1,,,,,,,,,1,,1,2,0.2,2,a,1,2,0,0.27,1,2,15.24
4,1,0,Veronica gracilis,SCROPHULARIACEAE,1,1,1,1,1,,,,,1,,3,2,0.3,3,a,1,2,0,,1,2,
4,0,0,Veronica notabilis,SCROPHULARIACEAE,1,,,,,,,,,,,3,2,0.8,2,a,1,2,0,,1,2,
4,1,0,Veronica plebeia,SCROPHULARIACEAE,1,1,,,,,,,,,,1,2,0.1,2,a,1,2,0,0.059,1,2,
4,1,0,Veronica serpyllifolia,SCROPHULARIACEAE,1,1,,,,,,,,1,,1,2,0.1,3,a,1,2,0,,1,2,
4,0,0,Veronica subtilis,SCROPHULARIACEAE,1,,1,1,1,,,,,1,,3,2,0.25,3,a,1,2,0,,1,2,
2,0,0,Selaginella gracillima,SELAGINELLACEAE,,,,,,,1,,,,,3,5,0.06,1,,3,12,0,0.001,0,1,
2,1,0,Selaginella uliginosa,SELAGINELLACEAE,,,,,,,1,,,,,3,3,0.25,3,a,3,12,0,0.001,0,1,
4,1,0,Nicotiana suaveolens,SOLANACEAE,,1,1,,,,,,,1,,3,5,1.5,1,,2,2,0,,1,1,
4,1,0,Solanum aviculare,SOLANACEAE,1,1,,,,,,,,,,8,1,4,1,,3,2,0,,1,1,
4,1,0,Solanum laciniatum,SOLANACEAE,1,1,1,,,,,,,1,,8,1,3,1,,3,2,0,,1,1,
4,1,0,Solanum prinophyllum,SOLANACEAE,1,,,,,,,,,,,7,5,0.5,1,,3,2,2,,1,1,
4,1,0,Stackhousia monogyna,STACKHOUSIACEAE,1,1,,,1,,,,,,,3,3,0.6,1,,1,2,0,,1,1,
4,1,0,Stackhousia sp 1 sensu Fl. Victoria 4:51 (1999),STACKHOUSIACEAE,,1,,,1,,,,,,,3,3,0.5,3,a,1,2,0,,1,1,
4,1,0,Stackhousia viminea,STACKHOUSIACEAE,,,1,,,,,,,,,3,3,0.7,1,,1,2,0,2.5605,1,1,
4,1,0,Lasiopetalum baueri,STERCULIACEAE,,,,,,1,,,,,,8,1,1.5,1,,1,2,0,,1,1,
4,1,0,Levenhookia dubia,STYLIDIACEAE,1,,1,,1,,,,,,,1,5,0.08,1,,2,2,0,,1,1,
4,1,0,Levenhookia sonderi,STYLIDIACEAE,,,,,,,1,,,,,1,5,0.1,1,,2,2,0,,1,1,
4,1,0,Stylidium armeria,STYLIDIACEAE,1,1,,,1,,,,,,,6,3,0.3,3,a,1,2,0,,1,1,
4,0,0,Stylidium beaugleholei,STYLIDIACEAE,,,,,,,1,,,,,1,5,0.1,1,,1,2,0,,1,1,
4,1,0,Stylidium despectum,STYLIDIACEAE,,,,,,,1,,,1,,3,5,0.12,1,,1,2,0,,1,1,
4,1,0,Stylidium graminifolium,STYLIDIACEAE,1,1,,,1,,,,,,,6,3,0.3,3,a,1,2,0,0.17,1,1,5.51
4,1,0,Stylidium inundatum,STYLIDIACEAE,,,1,1,,,,,,,,1,5,0.14,1,,1,2,0,,1,1,
4,0,0,Stylidium perpusillum,STYLIDIACEAE,,,,1,,,1,,,,,1,5,0.04,1,,1,2,0,,1,1,
4,1,0,Pimelea axiflora ssp axiflora,THYMELAEACEAE,1,,,,,,,,,,,8,1,3,1,,1,2,0,,1,1,
4,1,0,Pimelea curviflora,THYMELAEACEAE,1,1,,,1,,,,,,,8,1,1.5,1,,1,2,0,1.47,1,1,
4,1,0,Pimelea flava ssp flava,THYMELAEACEAE,1,,,,,,,,,,,8,1,2.5,1,,1,2,0,,1,1,
4,1,0,Pimelea glauca,THYMELAEACEAE,,,,,1,1,,,,,,8,1,1,1,,1,2,0,2.545,1,1,
4,1,0,Pimelea humilis,THYMELAEACEAE,1,1,,,,,,,,,,7,2,0.5,1,,1,2,0,1.84,1,1,
4,1,0,Pimelea linifolia ssp linifolia,THYMELAEACEAE,1,,1,1,,,,,,1,,8,1,1.2,1,,6,2,0,2.79,1,1,9.33
4,1,0,Pimelea octophylla,THYMELAEACEAE,,1,,,,,,,,,,8,1,1,1,,1,2,0,,1,1,
4,1,0,Pimelea phylicoides,THYMELAEACEAE,,,,,,,,,,,,7,2,0.5,1,,1,2,0,,1,1,
4,1,0,Pimelea serpyllifolia ssp serpyllifolia,THYMELAEACEAE,,,1,1,,1,,,,,,8,1,1.5,1,,1,2,0,,1,1,
4,1,0,Pimelea spinescens ssp spinescens,THYMELAEACEAE,,,1,1,1,,,,,,,7,2,0.3,1,,1,2,0,,1,1,
4,1,0,Tetratheca ciliata,TREMANDRACEAE,1,,,,,,,,,,,8,1,1,1,,6,2,0,,1,1,8.448
4,1,0,Tetratheca pilosa,TREMANDRACEAE,1,,1,,,,,,,,,7,1,0.6,1,,6,2,0,,1,1,
3,1,0,Typha domingensis,TYPHACEAE,,,,,,,1,,,,,3,3,3,3,a,2,2,0,,0,1,
3,1,0,Typha orientalis,TYPHACEAE,,,,,,,,,,1,,3,3,4.5,3,a,2,2,0,,0,1,
4,1,0,Australina pusilla ssp muelleri,URTICACEAE,1,,,,,,,,,,,3,2,0.4,1,,1,,0,,0,1,
4,1,0,Parietaria debilis,URTICACEAE,1,1,1,1,,,,,,,,4,5,0.3,1,,1,2,0,,0,1,
4,1,0,Urtica incisa,URTICACEAE,1,1,,,,,,,,1,,3,1,1,2,a,1,2,1,,0,1,
4,1,0,Avicennia marina ssp australasica,VERBENACEAE,,,,,,,,1,,,,8,1,8,1,,1,2,0,,1,1,
4,1,0,Melicytus dentatus,VIOLACEAE,,1,1,1,,,,,,1,,8,1,4,1,,3,2,1,,1,1,
4,1,0,Melicytus sp. aff. dentatus (Volcanic Plain variant,VIOLACEAE,,,,,1,,,,,,,8,1,1.5,1,,3,2,1,,1,1,
4,1,0,Viola betonicifolia ssp betonicifolia,VIOLACEAE,1,,,,,,,,,,,1,3,0.15,1,,6,2,0,,1,1,
4,1,0,Viola cleistogamoides,VIOLACEAE,1,,1,1,,,,,,,,1,3,0.05,2,a,6,2,0,,1,1,
4,1,0,Viola hederacea,VIOLACEAE,1,1,1,1,,,,,,,,1,3,0.15,2,a,6,2,0,0.34,1,1,13.66
4,0,0,Viola sieberiana,VIOLACEAE,1,,,,,,,,,,,1,3,0.05,2,a,6,2,0,,1,1,
3,1,0,Lomandra filiformis ssp coriacea,XANTHORRHOEACEAE,1,,,,,,,,,1,,6,3,0.3,3,a,6,12,0,12.97,1,1,4.71
3,1,0,Lomandra filiformis ssp filiformis,XANTHORRHOEACEAE,1,1,,,,,,,,,,6,3,0.5,3,a,6,12,0,12.97,1,1,4.71
3,1,0,Lomandra glauca,XANTHORRHOEACEAE,,,,,,,,,,,,6,3,0.3,3,a,6,2,0,5.2076,1,1,
3,1,0,Lomandra longifolia ssp exilis,XANTHORRHOEACEAE,1,1,,,,,,,,,,6,3,1,3,a,6,12,0,13.05,1,1,5.05
