Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality ,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA
4,1,0,Eucalyptus cephalocarpa,MYRTACEAE,1,1,1,,,,,,,,,9,1,22,1,,1,3,0,,1,1,
4,1,0,Eucalyptus cypellocarpa,MYRTACEAE,1,,,,,,,,,,,9,1,65,1,,1,3,0,,1,1,
4,1,0,Eucalyptus dives,MYRTACEAE,1,1,,,,,,,,,,9,1,25,1,,1,3,0,0.79,1,1,6.23
4,0,0,Eucalyptus fulgens,MYRTACEAE,1,,,,,,,,,,,9,1,20,1,,1,3,0,,1,1,
4,1,0,Eucalyptus globoidea,MYRTACEAE,1,,,,,,,,,,,9,1,40,1,,1,3,0,1.4184,1,1,
4,1,0,Eucalyptus globulus ssp globulus,MYRTACEAE,,1,,,1,,,,,,,9,1,70,1,,1,3,0,,1,1,6.9
4,1,0,Eucalyptus goniocalyx,MYRTACEAE,1,,,,,,,,,,,9,1,20,1,,1,3,0,0.33,1,1,4.73
4,1,0,Eucalyptus ignorabilis,MYRTACEAE,1,,,,,,,,,,,9,1,20,1,,1,3,0,,1,1,
4,1,0,Eucalyptus leucoxylon ssp connata,MYRTACEAE,1,1,1,,,,,,,,,9,1,30,1,,1,3,0,,1,1,
4,1,0,Eucalyptus leucoxylon ssp pruinosa,MYRTACEAE,1,1,1,,,,,,,,,9,1,30,1,,1,3,0,,1,1,
4,1,0,Eucalyptus macrorhyncha,MYRTACEAE,1,,,,,,,,,,,9,1,35,1,,1,3,0,1.11,1,1,4.5
4,1,0,Eucalyptus melliodora,MYRTACEAE,1,1,,,,,,,,,,9,1,30,1,,1,3,0,0.023,1,1,4.96
4,1,0,Eucalyptus microcarpa,MYRTACEAE,,1,1,,,,,,,,,9,1,25,1,,1,3,0,0.15,1,1,
4,1,0,Eucalyptus obliqua,MYRTACEAE,1,1,,,,,,,,,,9,1,90,1,,1,3,0,9.3,1,1,4.034
4,1,0,Eucalyptus ovata,MYRTACEAE,1,1,1,,,,,,,1,,9,1,30,1,,1,3,0,0.45,1,1,
4,1,0,Eucalyptus pauciflora ssp pauciflora,MYRTACEAE,1,1,,,,,,,,,,9,1,30,1,,1,3,0,,1,1,
4,1,0,Eucalyptus polyanthemos ssp vestita,MYRTACEAE,1,,,,,,,,,,,9,1,25,1,,2,3,0,0.036,1,1,5.31
4,1,0,Eucalyptus radiata ssp radiata,MYRTACEAE,1,1,,,,,,,,,,9,1,45,1,,1,3,0,0.45,1,1,8.08
4,1,0,Eucalyptus regnans,MYRTACEAE,1,,,,,,,,,,,9,1,95,1,,1,3,0,4.11,1,1,
4,1,0,Eucalyptus rubida,MYRTACEAE,1,,,,,,,,,,,9,1,35,1,,2,3,0,0.05,1,1,5.11
4,1,0,Eucalyptus tricarpa,MYRTACEAE,1,1,,,,,,,,,,9,1,35,1,,1,3,0,,1,1,
4,1,0,Eucalyptus viminalis ssp pryoriana,MYRTACEAE,1,1,,,,,,,,,,9,1,16,1,,1,3,0,0.55,1,1,
4,1,0,Eucalyptus viminalis ssp viminalis,MYRTACEAE,1,1,,,,,,,,,,9,1,50,1,,1,3,0,0.55,1,1,
4,1,0,Eucalyptus yarraensis,MYRTACEAE,1,,,,,,,,,,,9,1,20,1,,1,3,0,,1,1,
4,1,0,Kunzea ericoides,MYRTACEAE,1,,,,,,,,,,,8,1,5,1,,2,3,0,0.034,1,1,6.52
4,1,0,Leptospermum continentale,MYRTACEAE,1,1,1,1,,,,,,,,8,1,4,1,,2,3,2,,1,1,
4,1,0,Leptospermum grandifolium,MYRTACEAE,1,,,,,,,,,,,8,1,10,1,,2,3,0,,1,1,
4,1,0,Leptospermum laevigatum,MYRTACEAE,1,1,1,1,,1,,,,,,8,1,8,1,,2,3,0,,1,1,
4,1,0,Leptospermum lanigerum,MYRTACEAE,1,1,,,,,,,,1,,8,1,6,1,,2,3,0,,1,1,
4,1,0,Leptospermum myrsinoides,MYRTACEAE,1,1,,,,,,,,,,8,1,2.5,1,,2,3,0,,1,1,6.7
4,1,0,Leptospermum obovatum,MYRTACEAE,,,,,,,,,,1,,8,1,4,1,,2,3,0,,1,1,
4,0,0,Leptospermum scoparium,MYRTACEAE,1,,,,,,,,,1,,8,1,5,1,,2,3,0,,1,1,
4,1,0,Melaleuca ericifolia,MYRTACEAE,1,1,1,,,,,,,,,8,1,9,1,,2,3,0,,1,1,
4,1,0,Melaleuca lanceolata ssp lanceolata,MYRTACEAE,,1,1,,,1,,,,1,,9,1,10,1,,2,3,0,,1,1,
4,1,0,Melaleuca parvistaminea,MYRTACEAE,1,,1,,,,,,,,,8,1,5,1,,2,3,0,9.069,1,1,
4,1,0,Melaleuca squarrosa,MYRTACEAE,1,,1,,,,,,,,,8,1,10,1,,2,3,0,,1,1,
4,1,0,Epilobium billardierianum ssp billardierianum,ONAGRACEAE,1,1,1,1,,,,,,,,3,3,1,2,a,2,2,0,0.05,1,1,33.62
4,1,0,Epilobium billardierianum ssp cinereum,ONAGRACEAE,1,,1,1,,,,,,,,3,3,0.3,2,a,2,2,0,0.05,1,1,33.62
4,1,0,Epilobium billardierianum ssp intermedium,ONAGRACEAE,1,,1,1,,,,,,,,3,3,0.3,2,a,2,2,0,0.05,1,1,33.62
4,1,0,Epilobium hirtigerum,ONAGRACEAE,1,1,1,,1,,,,,,,3,3,1.4,2,a,2,2,0,,1,1,
2,0,0,Botrychium australe,OPHIOGLOSSACEAE,,,,,1,,,,,,,1,4,0.4,3,a,2,2,0,0.001,0,1,
2,1,0,Ophioglossum lusitanicum,OPHIOGLOSSACEAE,1,,1,1,,,,,,,,1,4,0.15,3,d,2,2,0,0.001,0,1,
3,1,0,Acianthus caudatus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,2,3,
3,1,0,Acianthus exsertus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.04,3,b,2,6,0,0.001,2,3,
3,1,0,Acianthus pusillus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,2,3,
3,0,0,Burnettia cuneata,ORCHIDACEAE,,,,,,,1,,,,,20,4,0.15,3,b,2,6,0,0.001,,3,
3,0,0,Caladenia australis,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.12,1,,2,6,0,0.001,,3,
3,1,0,Caladenia carnea,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,2,3,
3,0,0,Caladenia catenata,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.12,1,,2,6,0,0.001,2,3,
3,1,0,Caladenia clavigera,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,1,,2,6,0,0.001,,3,
3,0,0,Caladenia congesta,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.18,1,,2,6,0,0.001,2,3,
3,1,0,Caladenia dilatata,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.12,1,,2,6,0,0.001,2,3,
3,0,0,Caladenia filamentosa,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.18,3,b,2,6,0,0.001,2,3,
3,1,0,Caladenia flavovirens,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,,3,
3,0,0,Caladenia fuscata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,1,,2,6,0,0.001,2,3,
3,1,0,Caladenia gracilis,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,2,3,
3,0,0,Caladenia iridescens,ORCHIDACEAE,,,,,,,,,,,,1,4,0.25,1,,2,6,0,0.001,1,3,
3,1,0,Caladenia latifolia,ORCHIDACEAE,,1,,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,1,3,
3,1,0,Caladenia oenochila,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,3,b,2,6,0,0.001,,3,
3,1,0,Caladenia parva,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.1,1,,2,6,0,0.001,2,3,
3,1,0,Caladenia patersonii,ORCHIDACEAE,,,,,,,,,,,,1,4,0.16,3,b,2,6,0,0.001,1,3,
3,1,0,Caladenia phaeoclavia,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.13,1,,2,6,0,0.001,2,3,
3,1,0,Caladenia praecox,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.2,1,,2,6,0,0.001,1,3,
3,1,0,Caladenia pusilla,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.06,1,,2,6,0,0.001,0,3,
3,0,0,Caladenia reticulata,ORCHIDACEAE,,1,,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,2,3,
3,1,0,Caladenia robinsonii,ORCHIDACEAE,,1,,,,,,,,,,1,4,0.11,1,,2,6,0,0.001,,3,
3,1,0,Caladenia tentaculata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,3,b,2,6,0,0.001,2,3,
3,1,0,Caladenia transitoria,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.16,3,b,2,6,0,0.001,,3,
3,0,0,Caladenia venusta,ORCHIDACEAE,,1,,,,,,,,,,1,4,0.21,1,,2,6,0,0.001,,3,
3,1,0,Caleana major,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.13,3,b,2,6,0,0.001,2,3,
3,1,0,Calochilus paludosus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.35,1,,2,6,0,0.001,0,3,
3,1,0,Calochilus robertsonii,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.4,1,,2,6,0,0.001,0,3,
3,0,0,Chiloglottis cornuta,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.04,3,b,2,6,0,0.001,0,3,
3,1,0,Chiloglottis reflexa,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.06,3,b,2,6,0,0.001,2,3,
3,1,0,Chiloglottis trapeziformis,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.08,3,b,2,6,0,0.001,2,3,
3,1,0,Chiloglottis valida,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.1,3,b,2,6,0,0.001,2,3,
3,0,0,Corunastylis ciliata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,3,b,2,6,0,0.001,,3,
3,1,0,Corunastylis despectans,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.25,3,b,2,6,0,0.001,1,3,
3,0,0,Corunastylis morrisii,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.25,3,b,2,6,0,0.001,1,3,
3,1,0,Corybas diemenicus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,1,3,
3,1,0,Corybas fimbriatus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,1,3,
3,1,0,Corybas incurvus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.02,3,b,2,6,0,0.001,1,3,
3,1,0,Corybas unguiculatus,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,1,3,
3,1,0,Cryptostylis leptochila,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.2,3,a,2,6,0,0.001,2,3,
3,1,0,Cryptostylis subulata,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.35,3,a,2,6,0,0.001,2,3,
3,1,0,Cyanicula caerulea,ORCHIDACEAE,,1,1,,,,,,,,,1,4,0.15,1,,2,6,0,0.001,1,3,
3,1,0,Cyrtostylis reniformis,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.04,3,b,2,6,0,0.001,1,3,
3,0,0,Cyrtostylis robusta,ORCHIDACEAE,,,1,,,,,,,,,1,4,0.05,3,b,2,6,0,0.001,1,3,
3,1,0,Dipodium punctatum,ORCHIDACEAE,1,,,,,,,,,,,20,4,1,1,,2,6,0,0.001,2,3,
3,1,0,Dipodium roseum,ORCHIDACEAE,1,1,,,,,,,,,,20,4,0.9,1,,2,6,0,0.001,2,3,
3,1,0,Diuris basaltica,ORCHIDACEAE,,,,,1,,,,,,,1,4,0.15,3,b,2,6,0,0.001,,3,
3,1,0,Diuris behrii,ORCHIDACEAE,1,,1,,,,,,,,,6,4,0.5,3,b,2,6,0,0.001,2,3,
3,1,0,Diuris chryseopsis,ORCHIDACEAE,1,1,,,1,,,,,,,1,4,0.3,3,b,2,6,0,0.001,,3,
3,1,0,Diuris fragrantissima,ORCHIDACEAE,,,,,1,,,,,,,1,4,0.24,3,b,2,6,0,0.001,1,3,
3,1,0,Diuris ochroma,ORCHIDACEAE,,,,,1,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,1,0,Diuris orientis,ORCHIDACEAE,,,,,,,,,,,,1,4,0.45,3,b,2,6,0,0.001,,3,
3,0,0,Diuris palustris,ORCHIDACEAE,,,,,1,,,,,,,1,4,0.13,3,b,2,6,0,0.001,1,3,
3,1,0,Diuris pardina,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.23,3,b,2,6,0,0.001,1,3,
3,1,0,Diuris punctata,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.3,3,b,2,6,0,0.001,1,3,
3,1,0,Diuris sulphurea,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.6,3,b,2,6,0,0.001,1,3,
3,1,0,Eriochilus cucullatus,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,1,3,
3,1,0,Glossodia major,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.1,1,,2,6,0,0.001,1,3,
3,1,0,Leporella fimbriata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.05,3,b,2,6,0,0.001,2,3,
3,1,0,Leptoceras menziesii,ORCHIDACEAE,,,,,,,,,,,,1,4,0.25,1,,2,6,0,0.001,1,3,
3,1,0,Lyperanthus suaveolens,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.33,3,b,2,6,0,0.001,,3,
3,1,0,Microtidium atratum,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.15,3,b,2,6,0,0.001,,3,
3,1,0,Microtis arenaria,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.4,3,b,2,6,0,0.001,1,3,
3,1,0,Microtis parviflora,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.5,3,b,2,6,0,0.001,1,3,
3,1,0,Microtis rara,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.45,3,b,2,6,0,0.001,1,3,
3,1,0,Microtis unifolia,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.9,3,b,2,6,0,0.001,1,3,
3,1,0,Orthoceras strictum,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,,3,
3,1,0,Pheladenia deformis,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,1,0,Prasophyllum australe,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,3,b,2,6,0,0.001,1,3,
3,1,0,Prasophyllum brevilabre,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.35,1,,2,6,0,0.001,1,3,
3,1,0,Prasophyllum elatum,ORCHIDACEAE,1,,1,,,,,,,,,1,4,1,1,,2,6,0,0.001,1,3,
3,0,0,Prasophyllum flavum,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.6,1,,2,6,0,0.001,1,3,
3,1,0,Prasophyllum frenchii,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.5,1,,2,6,0,0.001,1,3,
3,0,0,Prasophyllum lindleyanum,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.35,1,,2,6,0,0.001,1,3,
3,1,0,Prasophyllum odoratum s.l.,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.7,1,,2,6,0,0.001,1,3,
3,1,0,Prasophyllum patens,ORCHIDACEAE,,,,,,1,,,,,,1,4,0.3,1,,2,6,0,0.001,1,3,
3,1,0,Prasophyllum pyriforme,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,1,3,
3,0,0,Prasophyllum suaveolens,ORCHIDACEAE,,,,,1,,,,,,,1,4,0.25,3,b,2,6,0,0.001,1,3,
3,0,0,Pterostylis alata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.25,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis alpina,ORCHIDACEAE,1,,,,,,,,,,,3,4,0.3,3,b,2,6,0,0.001,,3,
3,0,0,Pterostylis atrans,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.04,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis concinna,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,,3,
3,0,0,Pterostylis cucullata,ORCHIDACEAE,,,,,,,,,,,,1,4,0.1,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis curta,ORCHIDACEAE,1,,,,,,,,,1,,1,4,0.1,3,b,2,6,0,0.001,2,3,
3,1,0,Pterostylis decurva,ORCHIDACEAE,1,,,,,,,,,,,3,4,0.3,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis falcata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.1,3,b,2,6,0,0.001,2,3,
3,0,0,Pterostylis grandiflora,ORCHIDACEAE,1,,,,,,,,,,,3,4,0.4,3,b,2,6,0,0.001,1,3,
3,1,0,Pterostylis melagramma,ORCHIDACEAE,1,,,,,,,,,,,3,4,0.9,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis nana,ORCHIDACEAE,1,,,,,1,,,,,,1,4,0.02,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis nutans,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.08,3,b,2,6,0,0.001,1,3,
3,1,0,Pterostylis parviflora,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.02,3,b,2,6,0,0.001,2,3,
3,0,0,Pterostylis pedoglossa,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.02,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis pedunculata,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.04,3,b,2,6,0,0.001,1,3,
3,1,0,Pterostylis plumosa,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.03,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis revoluta,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.02,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis sanguinea,ORCHIDACEAE,1,1,,,,,,,,,,3,4,0.5,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis smaragdyna,ORCHIDACEAE,1,,,,,,,,,,,3,4,0.55,3,b,2,6,0,0.001,,3,
3,1,0,Pterostylis squamata,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,0,0,Pterostylis truncata,ORCHIDACEAE,,1,,,1,,,,,,,1,4,0.15,3,b,2,6,0,0.001,,3,
3,1,0,Pyrorchis nigricans,ORCHIDACEAE,1,1,1,,,,,,,,,1,4,0.25,3,b,2,6,0,0.001,2,3,
3,1,0,Sarcochilus australis,ORCHIDACEAE,1,,,,,,,,,,,14,2,0.08,1,,2,6,0,0.001,,3,
3,1,0,Thelymitra antennifera,ORCHIDACEAE,1,1,,,,,,,,,,1,4,0.19,3,b,2,6,0,0.001,1,3,
3,1,0,Thelymitra arenaria,ORCHIDACEAE,1,1,,,1,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,1,0,Thelymitra aristata,ORCHIDACEAE,1,1,,,1,,,,,,,1,4,0.35,3,b,2,6,0,0.001,2,3,
3,1,0,Thelymitra carnea,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.15,1,,2,6,0,0.001,,3,
3,1,0,Thelymitra epipactoides,ORCHIDACEAE,,,,,,,,,,,,1,4,0.35,1,,2,6,0,0.001,2,3,
3,1,0,Thelymitra flexuosa,ORCHIDACEAE,1,,1,,,,,,,,,1,4,0.2,1,,2,6,0,0.001,,3,
3,0,0,Thelymitra gregaria,ORCHIDACEAE,,,,,,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,1,0,Thelymitra ixioides,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,1,3,
3,1,0,Thelymitra juncifolia,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,1,,2,6,0,0.001,1,3,
3,1,0,Thelymitra media,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.4,1,,2,6,0,0.001,1,3,
3,1,0,Thelymitra nuda,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.3,3,b,2,6,0,0.001,1,3,
3,1,0,Thelymitra pauciflora,ORCHIDACEAE,1,1,,,1,,,,,,,1,4,0.2,3,b,2,6,0,0.001,,3,
3,1,0,Thelymitra peniculata,ORCHIDACEAE,1,1,,,1,,,,,,,1,4,0.5,3,b,2,6,0,0.001,,3,
3,1,0,Thelymitra rubra,ORCHIDACEAE,1,,,,,,,,,,,1,4,0.2,1,,2,6,0,0.001,,3,
2,1,0,Todea barbara,OSMUNDACEAE,1,,,,,,,,,,,4,1,2,1,,2,2,0,0.001,0,1,
4,1,0,Oxalis exilis,OXALIDACEAE,1,1,1,1,,,,,,,,1,3,0.35,1,,8,2,0,0.3397,1,3,
4,1,0,Oxalis perennans,OXALIDACEAE,1,1,,,1,,,,,,,1,3,0.3,2,a,8,2,0,0.32,1,3,34.44
4,1,0,Oxalis radicosa,OXALIDACEAE,,1,,,,,,,,,,1,3,0.3,1,,8,2,0,,1,3,
3,1,0,Philydrum lanuginosum,PHILYDRACEAE,,,,,,,1,,,,,19,7,0.9,3,a,1,2,0,,,1,
4,1,0,Billardiera scandens,PITTOSPORACEAE,1,1,,,,,,,,,,15,1,3,1,,3,2,0,3.6,1,1,15.28
4,1,0,Bursaria spinosa ssp spinosa,PITTOSPORACEAE,1,1,1,,,,,,,1,,9,1,8,1,,1,2,2,1.32,2,1,9.91
4,1,0,Pittosporum bicolor,PITTOSPORACEAE,1,,,,,,,,,,,9,1,10,1,,3,2,0,,1,1,11.574
4,1,0,Plantago debilis,PLANTAGINACEAE,1,,,,,,,,,,,1,3,0.15,1,,1,2,0,0.27,0,1,21.96
4,1,0,Plantago gaudichaudii,PLANTAGINACEAE,,1,,,1,,,,,,,1,3,0.3,3,d,1,2,0,2.31,0,1,6.444
4,1,0,Plantago hispida,PLANTAGINACEAE,,1,,,,,,,,,,1,3,0.15,1,,1,2,0,,0,1,
4,1,0,Plantago varia,PLANTAGINACEAE,1,1,,,,,,,,,,1,3,0.2,1,,1,2,0,2.25,0,1,
3,1,0,Agrostis venusta,POACEAE,,,,,1,,,,,,,1,3,0.1,1,,4,2,0,,0,2,
3,1,0,Amphibromus archeri,POACEAE,,,1,,,,,,,,,6,3,0.3,1,,4,,0,,0,2,
3,1,0,Amphibromus fluitans,POACEAE,1,,,,,,,,,1,,6,3,0.7,2,a,4,,0,,0,2,
3,1,0,Amphibromus macrorhinus,POACEAE,,,,,,,,,,,,6,3,0.25,1,,4,,0,,0,2,
3,0,0,Amphibromus neesii,POACEAE,,,,,,,1,,,,,6,3,0.25,3,a,4,,0,,0,2,
3,1,0,Amphibromus nervosus,POACEAE,,,,,,,,,,,,6,3,0.25,3,a,4,,0,,0,2,
3,0,0,Amphibromus pithogastrus,POACEAE,,,,,1,,1,,,,,6,3,0.2,1,,4,,0,,0,2,
3,1,0,Austrodanthonia auriculata,POACEAE,,1,,,1,,,,,,,6,3,0.15,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia bipartita,POACEAE,1,1,,,,,,,,,,6,3,0.7,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia caespitosa,POACEAE,1,1,,,1,,,,,,,6,3,0.9,3,a,4,2,0,0.9,0,2,19.3
3,1,0,Austrodanthonia carphoides,POACEAE,,1,,,1,,,,,,,6,3,0.2,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia duttoniana,POACEAE,,1,,,1,,,,,,,6,3,0.5,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia eriantha,POACEAE,1,1,,,1,,,,,,,6,3,0.25,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia fulva,POACEAE,1,1,,,,,,,,,,6,3,0.7,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia geniculata,POACEAE,1,1,,,,,,,,,,6,3,0.25,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia induta,POACEAE,,1,,,,,,,,,,6,3,0.35,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia laevis,POACEAE,1,1,,,1,,,,,,,6,3,0.4,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia penicillata,POACEAE,1,,,,,,,,,1,,6,3,0.2,3,a,4,2,0,,0,2,
3,1,0,Austrodanthonia pilosa,POACEAE,1,1,,,1,,,,,,,6,3,0.2,1,,4,2,0,0.64,0,2,
3,1,0,Austrodanthonia racemosa,POACEAE,1,1,,,1,,,,,,,6,3,0.2,3,a,4,2,0,0.636,0,2,
3,1,0,Austrodanthonia setacea,POACEAE,1,1,,,1,,,,,,,6,3,0.3,1,,4,2,0,,0,2,
3,1,0,Austrodanthonia tenuior,POACEAE,1,1,,,,,,,,,,6,3,0.3,1,,4,2,0,1.1,0,2,
3,1,0,Austrofestuca hookeriana,POACEAE,1,,1,,,,,,,,,6,3,0.35,3,a,2,2,0,,0,2,
3,0,0,Austrofestuca littoralis,POACEAE,,,,,,1,,,,,,6,3,0.5,3,a,2,2,0,,0,2,
3,1,0,Austrostipa aristiglumis,POACEAE,,1,,,1,,,,,,,1,3,0.5,1,,4,2,0,,0,2,
3,1,0,Austrostipa bigeniculata,POACEAE,,1,,,1,,,,,,,6,3,1.2,1,,4,2,0,,0,2,
3,1,0,Austrostipa blackii,POACEAE,,1,,,1,,,,,,,3,3,1,1,,4,2,0,,0,2,
3,1,0,Austrostipa curticoma,POACEAE,,1,,,1,,,,,,,1,3,0.3,1,,4,2,0,4.6,0,2,
3,1,0,Austrostipa elegantissima,POACEAE,,1,,,,,,,,,,6,3,0.8,3,a,4,2,0,,0,2,
3,1,0,Austrostipa flavescens,POACEAE,,,,,,1,,,,,,1,3,0.7,3,a,4,2,0,,0,2,
3,1,0,Austrostipa gibbosa,POACEAE,,1,,,1,,,,,,,3,3,1.5,1,,4,2,0,,0,2,
3,1,0,Austrostipa mollis,POACEAE,1,1,,,,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
3,1,0,Austrostipa nodosa,POACEAE,,1,,,1,,,,,,,3,3,1.2,1,,4,2,0,,0,2,
3,1,0,Austrostipa oligostachya,POACEAE,,1,,,1,,,,,,,3,3,1,1,,4,2,0,,0,2,
3,1,0,Austrostipa pubinodis,POACEAE,1,,,,,,,,,,,3,3,1.5,3,a,4,2,0,,0,2,
3,1,0,Austrostipa rudis ssp australis,POACEAE,1,,,,,,,,,,,1,3,0.4,3,a,4,2,0,,0,2,
3,1,0,Austrostipa rudis ssp nervosa,POACEAE,1,,,,,,,,,,,1,3,0.4,3,a,4,12,0,1.47,0,2,7.08
3,1,0,Austrostipa rudis ssp rudis,POACEAE,1,1,,,,,,,,,,1,3,0.4,3,a,4,2,0,,0,2,
3,1,0,Austrostipa scabra ssp falcata,POACEAE,,1,,,1,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
3,1,0,Austrostipa scabra ssp scabra,POACEAE,,1,,,1,,,,,,,1,3,0.3,1,,4,2,0,,0,2,
