Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment
P2004-0393,P2004-0393,Oreomyrrhis eriopoda,Australian PlantBank,,-36.491111,148.285,,3850,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0072,P2020-0072,Pittosporum angustifolium,Australian PlantBank,,-29.1425,150.62,,839,,,,,-20,,,Australian PlantBank,N.J. Emery,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2007-1253,P2007-1253,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.841111,149.921944,,610,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1989-2007,P1989-2007,Pittosporum spinescens,Australian PlantBank,,-25.041667,148.316667,,,,,,,4,,,Australian PlantBank,D.F. Blaxell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1991-3469,P1991-3469,Pittosporum bicolor,Australian PlantBank,,-38.65,143.533333,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2006-0008,P2006-0008,Pittosporum angustifolium,Australian PlantBank,,-31.527222,148.827222,,7085,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1996-1281,P1996-1281,Heptapleurum actinophyllum,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,D.F. Blaxell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1994-0210,P1994-0210,Apium prostratum,Australian PlantBank,,-33.283333,151.566667,,,,,,,4,,,Australian PlantBank,B.J. Wallace,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1997-1236,P1997-1236,Trachymene glaucifolia,Australian PlantBank,,-24.316667,131.316667,,,,,,,4,,,Australian PlantBank,D. Bishop,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0051,P2022-0051,Astrotricha crassifolia,Australian PlantBank,,-33.541389,151.280833,,5,,,,,-20,,,Australian PlantBank,R. Paroissien,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2023-0272,P2023-0272,Actinotus helianthi,Australian PlantBank,,-30.540638,149.66699499999999,,500,,,,,-20,,,Australian PlantBank,Marlien Van Der Merwe,,,Seed,,,,,,,,,,,,,,,,,,,,,,
19234,19234,Trachymene coerulea,Australian PlantBank,,-33.1,119.4,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-0578,P1986-0578,Oreomyrrhis eriopoda,Australian PlantBank,,-35.883333,148.45,,2800,,,,,4,,,Australian PlantBank,A.N. Rodd,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1991-2685,P1991-2685,Actinotus leucocephalus,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2017-0132,P2017-0132,Bursaria cayzerae,Australian PlantBank,,-29.42025,152.859806,,64,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0191,P2021-0191,Actinotus forsythii,Australian PlantBank,,-35.089444,150.141389,,10700,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0031,P2021-0031,Astrotricha crassifolia,Australian PlantBank,,-33.5415,151.28084,,4,,,,,-20,,,Australian PlantBank,Katherine Howard,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2011-0183,P2011-0183,Xanthosia scopulicola,Australian PlantBank,,-33.726806,150.369028,,35,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0551,P1988-0551,Trachymene incisa,Australian PlantBank,,-31.833333,152.75,,,,,,,4,,,Australian PlantBank,G. D'Aubert,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2008-0059,P2008-0059,Actinotus helianthi,Australian PlantBank,,-32.969167,150.684722,,8270,,,,,-20,,,Australian PlantBank,C. A. Offord,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2011-0138,P2011-0138,Trachymene scapigera,Australian PlantBank,,,,,480,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2006-0019,P2006-0019,Actinotus gibbonsii,Australian PlantBank,,-29.2875,151.495833,,11700,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-3011,P1986-3011,Mackinlaya confusa,Australian PlantBank,,-18.266667,148.766667,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1992-1421,P1992-1421,Actinotus forsythii,Australian PlantBank,,-33.281111,150.178611,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0529,P2022-0529,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-37.26746,149.674778,,100,,,,,-20,,,Australian PlantBank,Laura Canackle,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-2112,P1987-2112,Marianthus erubescens,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2019-0130,P2019-0130,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.895328,149.895328,,3,,,,,-20,,,Australian PlantBank,Laura Canackle,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1995-0559,P1995-0559,Pittosporum angustifolium,Australian PlantBank,,-32.630833,139.621111,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-6857,P1986-6857,Billardiera venusta,Australian PlantBank,,-33.8,120.416667,,350,,,,,4,,,Australian PlantBank,D.F. Blaxell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-2747,P1985-2747,Billardiera fusiformis,Australian PlantBank,,-34.216667,119.416667,,,,,,,4,,,Australian PlantBank,J.M. Powell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0375,P1988-0375,Diplaspis nivis,Australian PlantBank,,-36.416667,148.316667,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-0524,P1986-0524,Billardiera macrantha,Australian PlantBank,,-37.15,148.866667,,,,,,,4,,,Australian PlantBank,A.N. Rodd,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2004-0381,P2004-0381,Actinotus forsythii,Australian PlantBank,,-33.676111,150.2425,,15750,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0205,P2021-0205,Billardiera macrantha,Australian PlantBank,,-37.527633,145.521783,,291,,,,,-20,,,Australian PlantBank,Anna Murphy,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2015-0326,P2015-0326,Polyscias sambucifolia,Australian PlantBank,,-31.512444,152.67975,,2330,,,,,-20,,,Australian PlantBank,G. Errington,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0061,P2020-0061,Pittosporum oreillyanum,Australian PlantBank,,,,,34,,,,,-20,,,Australian PlantBank,Justin Mallee,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2009-1855,P2009-1855,Xanthosia pilosa,Australian PlantBank,,-29.534889,152.278611,,101,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-1813,P1986-1813,Pittosporum angustifolium,Australian PlantBank,,-33.666667,147.5,,136,,,,,4,,,Australian PlantBank,B.G. Briggs,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-1161,P1985-1161,Pittosporum spinescens,Australian PlantBank,,-18.116667,144.8,,,,,,,4,,,Australian PlantBank,A.N. Rodd,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0100,P2021-0100,Actinotus forsythii,Australian PlantBank,,-35.089444,150.141389,,21400,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2018-0048,P2018-0048,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.834528,149.929333,,380,,,,,-20,,,Australian PlantBank,Dean Ansell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1995-0558,P1995-0558,Pittosporum angustifolium,Australian PlantBank,,-33.716667,136.616667,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1993-2604,P1993-2604,Billardiera scandens,Australian PlantBank,,-30.887222,153.075,,,,,,,4,,,Australian PlantBank,B. Rann,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-1069,P1986-1069,Billardiera scandens,Australian PlantBank,,-33.463889,150.5875,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2005-1462,P2005-1462,Astrotricha longifolia,Australian PlantBank,,-33.506944,150.9625,,49,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1997-0309,P1997-0309,Trachymene,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,G. Fensom,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2007-0072,P2007-0072,Aciphylla simplicifolia,Australian PlantBank,,-35.909167,148.560278,,15880,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2011-0280,P2011-0280,Hydrocotyle laxiflora,Australian PlantBank,,-31.913528,151.503222,,2590,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0343,P1988-0343,Oreomyrrhis eriopoda,Australian PlantBank,,-36.45,148.316667,,,,,,,4,,,Australian PlantBank,G. D'Aubert,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1991-2684,P1991-2684,Platysace juncea,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-2911,P1987-2911,Pittosporum multiflorum,Australian PlantBank,,-31.8625,151.877778,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2006-0020,P2006-0020,Astrotricha roddii,Australian PlantBank,,-29.153056,150.966389,,6,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2004-0385,P2004-0385,Aciphylla glacialis,Australian PlantBank,,-36.431111,148.329722,,11500,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1989-0246,P1989-0246,Billardiera versicolor,Australian PlantBank,,-36.416667,141.783333,,2300,,,,,4,,,Australian PlantBank,G. D'Aubert,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0459,P2021-0459,Actinotus forsythii,Australian PlantBank,,-33.417222,150.1725,,11880,,,,,-20,,,Australian PlantBank,L. Watts,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0727,P2020-0727,Eryngium supinum,Australian PlantBank,,-29.848889,144.129722,,10,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2004-0210,P2004-0210,Trachymene incisa,Australian PlantBank,,-33.633333,150.683333,,10215,,,,,-20,,,Australian PlantBank,L. von Richter,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0084,P2021-0084,Gingidia rupicola,Australian PlantBank,,,,,1280,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0108,P2021-0108,Actinotus forsythii,Australian PlantBank,,-33.557778,150.277778,,3890,,,,,-20,,,Australian PlantBank,C. A. Offord,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2011-1319,P2011-1319,Astrotricha pterocarpa,Australian PlantBank,,-20.714444,145.224639,,219,,,,,-20,,,Australian PlantBank,J. Elliott,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0519,P2022-0519,Astrotricha cordata,Australian PlantBank,,-29.162819,152.763028,,630,,,,,-20,,,Australian PlantBank,D. Gorring,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1993-0578,P1993-0578,Trachymene didiscoides,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-0017,P1985-0017,Polyscias sambucifolia,Australian PlantBank,,,,,247,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-1766,P1985-1766,Aciphylla simplicifolia,Australian PlantBank,,-35.879167,148.588889,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0079,P1988-0079,Pittosporum angustifolium,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1994-0851,P1994-0851,Apiaceae,Australian PlantBank,,-34.986111,117.991111,,,,,,,4,,,Australian PlantBank,J. Brown,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1992-3447,P1992-3447,Hymenosporum flavum,Australian PlantBank,,-33.458333,150.720833,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-1764,P1985-1764,Aciphylla glacialis,Australian PlantBank,,-36.983889,147.143889,,,,,,,4,,,Australian PlantBank,J. Everett,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0590,P1988-0590,Bursaria spinosa,Australian PlantBank,,-35.727778,148.483333,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0054,P2021-0054,Actinotus forsythii,Australian PlantBank,,-33.732778,150.284167,,141,,,,,-20,,,Australian PlantBank,P. V. Cuneo,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1984-2639,P1984-2639,Astrotricha biddulphiana,Australian PlantBank,,-26.366667,150.733333,,,,,,,4,,,Australian PlantBank,A.N. Rodd,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1993-0585,P1993-0585,Trachymene coerulea,Australian PlantBank,,-33.1,119.4,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0053,P2022-0053,Astrotricha crassifolia,Australian PlantBank,,-33.542222,151.282222,,14,,,,,-20,,,Australian PlantBank,R. Paroissien,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2014-0859,P2014-0859,Pittosporum multiflorum,Australian PlantBank,,-34.707056,150.762167,,1425,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2003-1151,P2003-1151,Trachymene ceratocarpa,Australian PlantBank,,-29.341111,146.299444,,650,,,,,-20,,,Australian PlantBank,M.J. Henwood,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2017-0010,P2017-0010,Oreomyrrhis argentea,Australian PlantBank,,-35.64625,148.570694,,1700,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2006-1220,P2006-1220,Xanthosia pilosa,Australian PlantBank,,-29.495278,152.312778,,500,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1988-0579,P1988-0579,Oreomyrrhis argentea,Australian PlantBank,,-35.725,148.533333,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-0726,P1987-0726,Bursaria spinosa,Australian PlantBank,,-34.55,138.716667,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0107,P2021-0107,Bursaria spinosa,Australian PlantBank,,-34.065278,150.773611,,13400,,,,,-20,,,Australian PlantBank,J.M. Cohen,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0737,P2020-0737,Trachymene glaucifolia,Australian PlantBank,,-29.001111,140.999722,,200,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-2701,P1985-2701,Billardiera venusta,Australian PlantBank,,-34.183333,118.5,,,,,,,4,,,Australian PlantBank,J.M. Powell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-2221,P1987-2221,Trachymene didiscoides,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2011-0186,P2011-0186,Xanthosia atkinsoniana,Australian PlantBank,,-34.387667,150.309083,,200,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-2328,P1985-2328,Pittosporum angustifolium,Australian PlantBank,,-32.75,134.616667,,,,,,,4,,,Australian PlantBank,D.J. Bedford,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2012-0449,P2012-0449,Cephalaralia cephalobotrys,Australian PlantBank,,-30.371833,152.725722,,89,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0013,P2021-0013,Pittosporum angustifolium,Australian PlantBank,,-29.1475,150.306111,,850,,,,,-20,,,Australian PlantBank,N.J. Emery,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1992-4239,P1992-4239,Actinotus helianthi,Australian PlantBank,,-33.525,151.380556,,,,,,,4,,,Australian PlantBank,M. Kelso,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1991-2298,P1991-2298,Trachymene ornata,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1996-1753,P1996-1753,Astrotricha cordata,Australian PlantBank,,-25.493333,148.813889,,74,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-1957,P1986-1957,Bursaria spinosa,Australian PlantBank,,-33.1,119.4,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0164,P2022-0164,Pittosporum undulatum,Australian PlantBank,,-30.372222,152.724444,,4430,,,,,-20,,,Australian PlantBank,L. Watts,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2008-0206,P2008-0206,Pittosporum revolutum,Australian PlantBank,,-33.695778,150.574444,,2350,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2010-897524,P2010-897524,Cheiranthera linearis,Australian PlantBank,,-32.901111,149.9425,,19,,,,,-20,,,Australian PlantBank,R.L. Johnstone,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-5387,P1987-5387,Pittosporum bicolor,Australian PlantBank,,-37.883333,145.416667,,,,,,,4,,,Australian PlantBank,J.W. Beetham,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1987-2220,P1987-2220,Trachymene glaucifolia,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0518,P2022-0518,Astrotricha cordata,Australian PlantBank,,-29.205,152.773,,290,,,,,-20,,,Australian PlantBank,D. Gorring,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2023-0052,P2023-0052,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.840078,149.924108,,57,,,,,-20,,,Australian PlantBank,James Schlunke,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2023-0051,P2023-0051,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.840051,149.924102,,52,,,,,-20,,,Australian PlantBank,James Schlunke,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1992-2657,P1992-2657,Bursaria spinosa,Australian PlantBank,,-34.066667,150.766667,,16700,,,,,-20,,,Australian PlantBank,M. Kennedy,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2023-0054,P2023-0054,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.834872,149.924212,,10,,,,,-20,,,Australian PlantBank,James Schlunke,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1986-1484,P1986-1484,Pittosporum angustifolium,Australian PlantBank,,-33.283333,141.6,,,,,,,4,,,Australian PlantBank,J. Everett,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0100,P2020-0100,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.864873,149.907694,,170,,,,,-20,,,Australian PlantBank,Laura Canackle,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1992-0561,P1992-0561,Marianthus coeruleopunctatus,Australian PlantBank,,-33.1,119.4,,,,,,,4,,,Australian PlantBank,,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0062,P2021-0062,Astrotricha,Australian PlantBank,,-32.765833,151.207778,,500,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2022-0052,P2022-0052,Astrotricha crassifolia,Australian PlantBank,,-33.548889,151.288333,,34,,,,,-20,,,Australian PlantBank,R. Paroissien,,,Seed,,,,,,,,,,,,,,,,,,,,,,
13394,13394,Billardiera macrantha,Australian PlantBank,,-32.05,151.45,,600,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2021-0032,P2021-0032,Astrotricha crassifolia,Australian PlantBank,,-33.5415,151.28084,,2,,,,,-20,,,Australian PlantBank,Katherine Howard,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1981-1353,P1981-1353,Bursaria tenuifolia,Australian PlantBank,,-19.05,146.383333,,,,,,,4,,,Australian PlantBank,A.N. Rodd,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-2633,P1985-2633,Billardiera drummondii,Australian PlantBank,,-34.366667,118.233333,,,,,,,4,,,Australian PlantBank,J.M. Powell,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1985-0269,P1985-0269,Pittosporum angustifolium,Australian PlantBank,,,,,,,,,,4,,,Australian PlantBank,H. Demarz,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P1994-2513,P1994-2513,Astrotricha floccosa,Australian PlantBank,,-33.400278,150.729167,,,,,,,4,,,Australian PlantBank,P.D. Hind,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2001-1019,P2001-1019,Bursaria spinosa,Australian PlantBank,,-34.064722,150.767222,,14400,,,,,-20,,,Australian PlantBank,L. von Richter,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2019-0207,P2019-0207,Pittosporum angustifolium,Australian PlantBank,,-29.673056,150.54,,5080,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2020-0098,P2020-0098,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Australian PlantBank,,-36.867703,149.915469,,15,,,,,-20,,,Australian PlantBank,Laura Canackle,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2004-0831,P2004-0831,Bursaria spinosa,Australian PlantBank,,-34.070278,150.7625,,7000,,,,,-20,,,Australian PlantBank,L. von Richter,,,Seed,,,,,,,,,,,,,,,,,,,,,,
P2019-0208,P2019-0208,Pittosporum spinescens,Australian PlantBank,,-29.148611,150.609444,,6300,,,,,-20,,,Australian PlantBank,G.P. Phillips,,,Seed,,,,,,,,,,,,,,,,,,,,,,
