abbrev,individual_id,max_lumen_width,min_lumen_width,wall_thickness,replicates_conduit,collector_conduit,fresh_vol,dry_mass,wood_density,replicates_wood,collector_wood,leaf_area_mm2,leaf_fresh_mass_g,leaf_dry_mass_g,leaf_mass_per_area_g_m2,leaf_dry_matter_content,replicates_leaf,collector_leaf,leaf_type,family,genus,current_taxon,don_abbrev,old_taxon,older_taxon,red_book_hmax_m,height_notes,leaflets,deciduous,diaspore_type,dispersal_mode,seed_dispersal_uncertain,showy_fruit_no_reward,diaspore_diam_mm_lower,diaspore_diam_mm_upper,mean_diaspore_diam_mm,diaspore_notes,diaspore_measurement_notes,fruit_type,fruit_diam_mm_lower,fruit_diam_mm_upper,fruit_notes,Butler_dispersal_mode,Butler_seed_diam_mm,seed_notes
polyeleg,3_conduit,0.058779,0.011437,0.002933889,15,Alison,,,,,,,,,,,,,,Araliaceae,Polyscias,Polyscias elegans,polyeleg,,,30,,32,0,drupe,endozoochory,,,5,,5,purple,,drupe,5,0,purple,ae,4,
polyniti,1_conduit,0.0289,0.01238,0.002335333,15,Julian,,,,,,,,,,,,,,Annonaceae,Polyalthia,Polyalthia nitidissima,,,,12,,1,0,berry,endozoochory,,,6,10,8,berry like; red,,berry,6,10,berry like; red,ae,5,
polyniti,2_conduit,0.02089,0.01125,0.002538,15,Julian,,,,,,,,,,,,,,Annonaceae,Polyalthia,Polyalthia nitidissima,,,,12,,1,0,berry,endozoochory,,,6,10,8,berry like; red,,berry,6,10,berry like; red,ae,5,
polyniti,3_conduit,0.01399,0.00685,0.001968667,15,Julian,,,,,,,,,,,,,,Annonaceae,Polyalthia,Polyalthia nitidissima,,,,12,,1,0,berry,endozoochory,,,6,10,8,berry like; red,,berry,6,10,berry like; red,ae,5,
polyniti,4_conduit,0.02803,0.01374,0.002422222,15,Julian,,,,,,,,,,,,,,Annonaceae,Polyalthia,Polyalthia nitidissima,,,,12,,1,0,berry,endozoochory,,,6,10,8,berry like; red,,berry,6,10,berry like; red,ae,5,
pseulach,1_conduit,0.02623,0.00924,0.001646222,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
pseulach,2_conduit,0.03264,0.01229,0.001808444,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
pseulach,3_conduit,0.0308,0.01473,0.001680889,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Pseudoweinmannia,Pseudoweinmannia lachnocarpa,,,,40,,3,0,seed,anemochory,,,1,,1,,used Butler,capsule,4,8,brown,wa,1,
psycdaph,1_conduit,0.01374,0.00757,0.001705556,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycdaph,2_conduit,0.013,0.00835,0.002192889,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycdaph,3_conduit,0.01279,0.00775,0.001652444,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria daphnoides,psycdaph,,,2,,1,0,drupe,endozoochory,,,6,8,7,yellow,,drupe,6,8,yellow,ae,4,
psycsimm,1_conduit,0.01491,0.00597,0.001575556,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psycsimm,2_conduit,0.01147,0.006,0.001228889,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psycsimm,3_conduit,0.01322,0.00615,0.001343556,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psychotria,Psychotria simmondsiana,,,,5,,1,0,drupe,endozoochory,,,5,6,5.5,white,,drupe,5,6,white,ae,2,
psydjohn,1_conduit,0.01767,0.00737,0.002768667,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax johnsonii,,Canthium sp. Berrigurra,,8,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,2,
psydjohn,2_conduit,0.01774,0.00588,0.002869778,15,Julian,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax johnsonii,,Canthium sp. Berrigurra,,8,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,2,
psydlamp,1_conduit,0.016511,0.009218,0.003521867,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydlamp,2_conduit,0.017655,0.008335,0.003124733,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydlamp,3_conduit,0.017643,0.009357,0.003288733,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax lamprophylla,cantlamp,Canthium lamprophyllum,,20,,1,0,drupe,endozoochory,,,4,6,5,black,,drupe,4,6,black,ae,3,
psydodor,1_conduit,0.009062,0.005587,0.002838511,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
psydodor,2_conduit,0.009811,0.0048,0.002517711,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
psydodor,3_conduit,0.008785,0.003883,0.002959756,15,Alison,,,,,,,,,,,,,,Rubiaceae,Psydrax,Psydrax odorata,cantbuxi,Canthium buxifolium,,12,,1,0,drupe,endozoochory,,,5,7,6,black,,drupe,5,7,black,ae,3.5,
quinverd,1_conduit,0.02297,0.00917,0.001691111,15,Julian,,,,,,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
quinverd,2_conduit,0.0211,0.01053,0.001425111,15,Julian,,,,,,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
quinverd,3_conduit,0.0199,0.01116,0.001284222,15,Julian,,,,,,,,,,,,,,Paracryphiaceae,Quintinia,Quintinia verdonii,,,,17,,1,0,seed,anemochory,,no,0.5,,0.5,,used Butler,capsule,1,2,brown,un,0.5,
rhodacum,1_conduit,0.01256,0.00501,0.002142444,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia acuminata,,,,13,,1,0,berry,endozoochory,,,4,8,6,black,,berry,4,8,black,ae,3,
rhodacum,2_conduit,0.01615,0.00527,0.002019111,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia acuminata,,,,13,,1,0,berry,endozoochory,,,4,8,6,black,,berry,4,8,black,ae,3,
rhodacum,3_conduit,0.01438,0.00791,0.001840444,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia acuminata,,,,13,,1,0,berry,endozoochory,,,4,8,6,black,,berry,4,8,black,ae,3,
rhodarge,1_conduit,0.01727,0.00801,0.001854222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhodarge,2_conduit,0.01492,0.00577,0.001974667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhodarge,3_conduit,0.01632,0.00694,0.001969556,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia argentea,,,,30,,1,0,berry,endozoochory,,,6,10,8,black,,berry,6,10,black,ae,3,
rhoddumi,1_conduit,0.01418,0.00181,0.002544444,15,Ella,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia dumicola,rhoddumi,,,12,,1,0,berry,endozoochory,,,10,12,11,black,,berry,10,12,black,ae,3,
rhoddumi,2_conduit,0.01372,0.00389,0.002215111,15,Ella,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia dumicola,rhoddumi,,,12,,1,0,berry,endozoochory,,,10,12,11,black,,berry,10,12,black,ae,3,
rhoddumi,3_conduit,0.01321,0.00289,0.002486444,15,Ella,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia dumicola,rhoddumi,,,12,,1,0,berry,endozoochory,,,10,12,11,black,,berry,10,12,black,ae,3,
rhodglab,1_conduit,0.0136,0.00468,0.001979778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia glabrescens,,,,5,,1,0,berry,endozoochory,,,4,7,5.5,black,,berry,4,7,black,ae,2.5,
rhodglab,2_conduit,0.01504,0.00441,0.002275333,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia glabrescens,,,,5,,1,0,berry,endozoochory,,,4,7,5.5,black,,berry,4,7,black,ae,2.5,
rhodrhod,1_conduit,0.03835,0.00907,0.001726889,15,Julian,,,,,,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrhod,2_conduit,0.03151,0.01475,0.001769333,15,Julian,,,,,,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrhod,3_conduit,0.04028,0.01156,0.001856222,15,Julian,,,,,,,,,,,,,,Anacardiaceae,Rhodosphaera,Rhodosphaera rhodanthema,rhodrhod,,,20,,8,0,drupe,endozoochory,,,10,,10,brown,,drupe,10,0,brown,ae,9,
rhodrube,1_conduit,0.01227,0.00543,0.001344222,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodrube,2_conduit,0.01912,0.00576,0.002154667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodrube,3_conduit,0.01886,0.00741,0.001801778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia rubescens,,,,25,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2,
rhodspgl,1_conduit,0.01433,0.00595,0.002009778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia sp. Glastonbury,,Rhodamnia pauciovulata,,6,,1,0,berry,endozoochory,,,5,7,6,black,,berry,5,7,black,ae,2.5,
rhodwhit,1_conduit,0.01491,0.004,0.002233778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia whiteana,,Rhodamnia costata,,20,,1,0,berry,endozoochory,,,12,13,12.5,black,,berry,12,13,black,ae,3,
rhodwhit,2_conduit,0.02205,0.0086,0.002598667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia whiteana,,Rhodamnia costata,,20,,1,0,berry,endozoochory,,,12,13,12.5,black,,berry,12,13,black,ae,3,
rhodwhit,3_conduit,0.0153,0.00557,0.001817556,15,Julian,,,,,,,,,,,,,,Myrtaceae,Rhodamnia,Rhodamnia whiteana,,Rhodamnia costata,,20,,1,0,berry,endozoochory,,,12,13,12.5,black,,berry,12,13,black,ae,3,
rhysbifo,1_conduit,0.03183,0.00743,0.001816,30,Julian,,,,,,,,,,,,,,Sapindaceae,Rhysotoechia,Rhysotoechia bifoliolata,,,,30,,2,0,seed_aril,endozoochory,,,7,,7,yellow aril,used Butler,capsule,15,25,yellow,ae,7,
rhysbifo,2_conduit,0.02289,0.00744,0.001493778,15,Julian,,,,,,,,,,,,,,Sapindaceae,Rhysotoechia,Rhysotoechia bifoliolata,,,,30,,2,0,seed_aril,endozoochory,,,7,,7,yellow aril,used Butler,capsule,15,25,yellow,ae,7,
santlanc,1_conduit,0.016218,0.006287,0.003296667,15,Alison,,,,,,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
santlanc,2_conduit,0.016465,0.009422,0.003592422,15,Alison,,,,,,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
santlanc,3_conduit,0.01877,0.010508,0.003695178,15,Alison,,,,,,,,,,,,,,Santalaceae,Santalum,Santalum lanceolatum,santlanc,,,7,,1,0,drupe,endozoochory,,,7,15,11,blue,,drupe,7,15,blue,ae,,
sarcsimp,1_conduit,0.02595,0.00743,0.001959556,15,Julian,,,,,,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcsimp,2_conduit,0.02615,0.00947,0.002002889,15,Julian,,,,,,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcsimp,3_conduit,0.0225,0.00871,0.002210222,15,Julian,,,,,,,,,,,,,,Rutaceae,Sarcomelicope,Sarcomelicope simplicifolia,sarcsimp,,,18,,1,0,drupe,endozoochory,,,12,15,13.5,yellow,,drupe,12,15,yellow,ae,3,
sarcstip,1_conduit,0.02349,0.00915,0.001500222,15,Julian,,,,,,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
sarcstip,2_conduit,0.02035,0.00881,0.001415778,15,Julian,,,,,,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
sarcstip,3_conduit,0.02201,0.00736,0.001543111,15,Julian,,,,,,,,,,,,,,Sapindaceae,Sarcopteryx,Sarcopteryx stipata,,,,40,,7,0,seed_aril,endozoochory,,,5,,5,yellow,,capsule,12,20,pink,ae,5,
schiovat,1_conduit,0.041,0.00891,0.00163,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Schizomeria,Schizomeria ovata,,,,35,,1,0,drupe,endozoochory,,,12,17,14.5,white,,drupe,12,17,white,ae,6,
schiovat,2_conduit,0.03142,0.01031,0.001728667,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Schizomeria,Schizomeria ovata,,,,35,,1,0,drupe,endozoochory,,,12,17,14.5,white,,drupe,12,17,white,ae,6,
schiovat,3_conduit,0.0241,0.00885,0.001450222,15,Julian,,,,,,,,,,,,,,Cunoniaceae,Schizomeria,Schizomeria ovata,,,,35,,1,0,drupe,endozoochory,,,12,17,14.5,white,,drupe,12,17,white,ae,6,
scolbrau,1_conduit,0.02021,0.00781,0.002174222,15,Julian,,,,,,,,,,,,,,Salicaceae,Scolopia,Scolopia braunii,scolbrau,,,30,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,3,
scolbrau,2_conduit,0.01805,0.00591,0.002022444,15,Julian,,,,,,,,,,,,,,Salicaceae,Scolopia,Scolopia braunii,scolbrau,,,30,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,3,
scolbrau,3_conduit,0.01611,0.00562,0.002022,15,Julian,,,,,,,,,,,,,,Salicaceae,Scolopia,Scolopia braunii,scolbrau,,,30,,1,0,berry,endozoochory,,,8,12,10,black,,berry,8,12,black,ae,3,
siphaust,1_conduit,0.03023,0.01289,0.002609778,15,Julian,,,,,,,,,,,,,,Celastraceae,Siphonodon,Siphonodon australis,,,,30,,1,0,drupe,endozoochory,,,20,50,35,yellow,,drupe,20,50,yellow,ae,4.5,
siphaust,2_conduit,0.0159,0.0091,0.002248222,15,Julian,,,,,,,,,,,,,,Celastraceae,Siphonodon,Siphonodon australis,,,,30,,1,0,drupe,endozoochory,,,20,50,35,yellow,,drupe,20,50,yellow,ae,4.5,
siphaust,3_conduit,0.01774,0.0092,0.002023556,15,Julian,,,,,,,,,,,,,,Celastraceae,Siphonodon,Siphonodon australis,,,,30,,1,0,drupe,endozoochory,,,20,50,35,yellow,,drupe,20,50,yellow,ae,4.5,
sloaaust,1_conduit,0.03075,0.00772,0.001479556,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea australis,,,,30,,1,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,15,20,yellow,ae,6,
sloaaust,2_conduit,0.02795,0.01331,0.001649556,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea australis,,,,30,,1,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,15,20,yellow,ae,6,
sloaaust,3_conduit,0.02318,0.00681,0.001232,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea australis,,,,30,,1,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,15,20,yellow,ae,6,
sloawool,1_conduit,0.03501,0.0126,0.001582,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea woollsii,,,,55,,1,0,seed_aril,endozoochory,,,4,,4,yellow aril,used Butler,capsule,10,20,brown,ae,4,
sloawool,2_conduit,0.02997,0.0131,0.001793556,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea woollsii,,,,55,,1,0,seed_aril,endozoochory,,,4,,4,yellow aril,used Butler,capsule,10,20,brown,ae,4,
sloawool,3_conduit,0.02578,0.01168,0.001487556,15,Julian,,,,,,,,,,,,,,Elaeocarpaceae,Sloanea,Sloanea woollsii,,,,55,,1,0,seed_aril,endozoochory,,,4,,4,yellow aril,used Butler,capsule,10,20,brown,ae,4,
solainaq,1_conduit,0.03022,0.00889,0.002400444,15,Julian,,,,,,,,,,,,,,Solanaceae,Solanum,Solanum inaequilaterum,,,,3.5,,1,0,berry,endozoochory,,,11,13,12,red aril,,berry,11,13,red aril,ae,2.5,
solainaq,2_conduit,0.0214,0.01003,0.001935556,15,Julian,,,,,,,,,,,,,,Solanaceae,Solanum,Solanum inaequilaterum,,,,3.5,,1,0,berry,endozoochory,,,11,13,12,red aril,,berry,11,13,red aril,ae,2.5,
solainaq,3_conduit,0.03641,0.00922,0.001996667,15,Julian,,,,,,,,,,,,,,Solanaceae,Solanum,Solanum inaequilaterum,,,,3.5,,1,0,berry,endozoochory,,,11,13,12,red aril,,berry,11,13,red aril,ae,2.5,
stensali,1_conduit,0.0349,0.0152,0.002064444,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus salignus,,,,30,,1,0,seed,anemochory,,,4,,4,,excluding 15 mm wing,follicle,20,,brown,wa,4,
stensali,2_conduit,0.03753,0.0125,0.002072,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus salignus,,,,30,,1,0,seed,anemochory,,,4,,4,,excluding 15 mm wing,follicle,20,,brown,wa,4,
stensali,3_conduit,0.02965,0.01408,0.001958889,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus salignus,,,,30,,1,0,seed,anemochory,,,4,,4,,excluding 15 mm wing,follicle,20,,brown,wa,4,
stensinu,1_conduit,0.05236,0.01421,0.001861556,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus sinuatus,,,,40,,1,0,seed,anemochory,,,7,,7,,excluding 30 mm wing,follicle,20,,brown,wa,7,
stensinu,2_conduit,0.04984,0.01707,0.002211333,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus sinuatus,,,,40,,1,0,seed,anemochory,,,7,,7,,excluding 30 mm wing,follicle,20,,brown,wa,7,
stensinu,3_conduit,0.05137,0.01452,0.001928222,15,Julian,,,,,,,,,,,,,,Proteaceae,Stenocarpus,Stenocarpus sinuatus,,,,40,,1,0,seed,anemochory,,,7,,7,,excluding 30 mm wing,follicle,20,,brown,wa,7,
sterquad,1_conduit,0.04174,0.01561,0.001636222,15,Julian,,,,,,,,,,,,,,Malvaceae,Sterculia,Sterculia quadrifida,,,,20,,1,1,seed,endozoochory,,yes,9,,9,,used Butler,follicle,30,,brown,eu,9,
sterquad,2_conduit,0.04692,0.01956,0.001610222,15,Julian,,,,,,,,,,,,,,Malvaceae,Sterculia,Sterculia quadrifida,,,,20,,1,1,seed,endozoochory,,yes,9,,9,,used Butler,follicle,30,,brown,eu,9,
strebrun,1_conduit,0.0215,0.004745,0.002173989,30,Alison,,,,,,,,,,,,,,Moraceae,Streblus,Streblus brunonianus,strebrun,,,30,,1,0,drupe,endozoochory,,,4,6,5,yellow,,drupe,4,6,yellow,ae,4,
strebrun,2_conduit,0.01676,0.00479,0.002192667,15,Ella,,,,,,,,,,,,,,Moraceae,Streblus,Streblus brunonianus,strebrun,,,30,,1,0,drupe,endozoochory,,,4,6,5,yellow,,drupe,4,6,yellow,ae,4,
strypsil,1_conduit,0.01003,0.00355,0.002426667,15,Ella,,,,,,,,,,,,,,Loganiaceae,Strychnos,Strychnos psilosperma,stryaxil,Strychnos axillaris,,18,,1,0,berry,endozoochory,,,8,10,9,red,,berry,8,10,red,ae,6,
strypsil,2_conduit,0.01051,0.00322,0.002459333,15,Ella,,,,,,,,,,,,,,Loganiaceae,Strychnos,Strychnos psilosperma,stryaxil,Strychnos axillaris,,18,,1,0,berry,endozoochory,,,8,10,9,red,,berry,8,10,red,ae,6,
strypsil,3_conduit,0.00791,0.003,0.002550222,15,Ella,,,,,,,,,,,,,,Loganiaceae,Strychnos,Strychnos psilosperma,stryaxil,Strychnos axillaris,,18,,1,0,berry,endozoochory,,,8,10,9,red,,berry,8,10,red,ae,6,
sympstaw,1_conduit,0.01831,0.00612,0.0018,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos stawellii,,,,20,,1,0,drupe,endozoochory,,,5,12,8.5,black,,drupe,5,12,black,ae,2,
sympstaw,2_conduit,0.02184,0.00863,0.001520889,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos stawellii,,,,20,,1,0,drupe,endozoochory,,,5,12,8.5,black,,drupe,5,12,black,ae,2,
sympstaw,3_conduit,0.02032,0.01145,0.001814444,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos stawellii,,,,20,,1,0,drupe,endozoochory,,,5,12,8.5,black,,drupe,5,12,black,ae,2,
sympthwa,1_conduit,0.01927,0.00755,0.002022889,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos thwaitesii,sympthwa,,,20,,1,0,drupe,endozoochory,,,8,14,11,black,,drupe,8,14,black,ae,2,
sympthwa,2_conduit,0.02026,0.00677,0.002196222,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos thwaitesii,sympthwa,,,20,,1,0,drupe,endozoochory,,,8,14,11,black,,drupe,8,14,black,ae,2,
sympthwa,3_conduit,0.02065,0.00516,0.001920889,15,Julian,,,,,,,,,,,,,,Symplocaceae,Symplocos,Symplocos thwaitesii,sympthwa,,,20,,1,0,drupe,endozoochory,,,8,14,11,black,,drupe,8,14,black,ae,2,
synoglan,1_conduit,0.03798,0.0134,0.001631778,15,Julian,,,,,,,,,,,,,,Meliaceae,Synoum,Synoum glandulosum,,,,18,,7,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,15,pink,ae,6,
synoglan,2_conduit,0.03575,0.01001,0.001598222,15,Julian,,,,,,,,,,,,,,Meliaceae,Synoum,Synoum glandulosum,,,,18,,7,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,15,pink,ae,6,
synoglan,3_conduit,0.05091,0.01507,0.001875333,15,Julian,,,,,,,,,,,,,,Meliaceae,Synoum,Synoum glandulosum,,,,18,,7,0,seed_aril,endozoochory,,,6,,6,red aril,used Butler,capsule,10,15,pink,ae,6,
syzycory,1_conduit,0.02003,0.00816,0.001793556,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium corynanthum,syzycory,,,30,,1,0,berry,endozoochory,,,13,20,16.5,red,,berry,13,20,red,ae,7,
syzycory,2_conduit,0.02373,0.01115,0.001405111,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium corynanthum,syzycory,,,30,,1,0,berry,endozoochory,,,13,20,16.5,red,,berry,13,20,red,ae,7,
syzycory,3_conduit,0.01676,0.00897,0.001573556,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium corynanthum,syzycory,,,30,,1,0,berry,endozoochory,,,13,20,16.5,red,,berry,13,20,red,ae,7,
syzycory,4_conduit,0.01433,0.00661,0.001514889,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium corynanthum,syzycory,,,30,,1,0,berry,endozoochory,,,13,20,16.5,red,,berry,13,20,red,ae,7,
syzycreb,1_conduit,0.01836,0.0077,0.001262889,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium crebrinerve,,,,40,,1,0,berry,endozoochory,,,17,25,21,purple,,berry,17,25,purple,ae,8,
syzycreb,2_conduit,0.02106,0.00884,0.001362667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium crebrinerve,,,,40,,1,0,berry,endozoochory,,,17,25,21,purple,,berry,17,25,purple,ae,8,
syzycreb,3_conduit,0.01433,0.00673,0.001203778,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium crebrinerve,,,,40,,1,0,berry,endozoochory,,,17,25,21,purple,,berry,17,25,purple,ae,8,
syzyfran,1_conduit,0.01922,0.00492,0.001216444,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium francisii,,,,45,,1,0,berry,endozoochory,,,10,15,12.5,purple,,berry,10,15,purple,ae,7,
syzyfran,2_conduit,0.01376,0.00681,0.001280667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium francisii,,,,45,,1,0,berry,endozoochory,,,10,15,12.5,purple,,berry,10,15,purple,ae,7,
syzyfran,3_conduit,0.01389,0.00438,0.001179111,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium francisii,,,,45,,1,0,berry,endozoochory,,,10,15,12.5,purple,,berry,10,15,purple,ae,7,
syzyhodg,1_conduit,0.0227,0.0089,0.001944667,15,Julian,,,,,,,,,,,,,,Myrtaceae,Syzygium,Syzygium hodgkinsoniae,,,,15,,1,0,berry,endozoochory,,,30,50,40,red,,berry,30,50,red,ae,15,
