genus_speceis,Species.code,number,individual,Site,Rainfall,Soil.nutrient,Group,context,Diamter_of_sapwood_for_mechanical_test (mm),Estimated_bark_thickness (mm),Drymatter content,Fresh_density (g/cm3),Dry_density (g/cm3),Youngs_modulus (Mpa),Bending_strength (Mpa),"Youngs_modulus (bark, Mpa)",species_name
Hakea tephrosperma,HakTep,4,HakTep_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.54,0.7670944,0.617452007,1.146,0.7076,8054.06,77.06781,3794.55982,Hakea tephrosperma
Hakea tephrosperma,HakTep,5,HakTep_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.17,0.2550772,0.616469816,1.128888889,0.695925926,12383.07,101.74442,-7490.471152,Hakea tephrosperma
Philotheca difformis,PhiDif,1,PhiDif_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,5,0.9530479,0.638030888,1.195384615,0.762692308,7004.38,101.18442,1472.081489,Philotheca difformis
Philotheca difformis,PhiDif,2,PhiDif_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,3.68,0.2758504,0.682018618,1.074210526,0.732631579,10407.83,116.33202,-3078.428712,Philotheca difformis
Philotheca difformis,PhiDif,3,PhiDif_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.08,0.5351203,0.664266427,1.169473684,0.776842105,11337.21,120.06339,41.30456686,Philotheca difformis
Philotheca difformis,PhiDif,4,PhiDif_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,3.59,0.5699476,0.637659784,1.196470588,0.762941176,9258.81,106.52611,663.8977734,Philotheca difformis
Philotheca difformis,PhiDif,5,PhiDif_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,2.93,0.3532444,0.684666667,1.153846154,0.79,19210.5,166.11696,-11652.52228,Philotheca difformis
Senna artemisioides var 3lft,SenArt3lft,1,SenArt3lft_1_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,5.21,0.5143321,0.634504792,1.159259259,0.735555556,10888.61,105.89161,3014.889006,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,2,SenArt3lft_2_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.29,0.5232742,0.611732922,1.233809524,0.754761905,10123.71,102.48911,3376.23298,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,3,SenArt3lft_3_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.71,0.7259618,0.638341264,1.1768,0.7512,14292.48,104.01028,3431.077823,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,4,SenArt3lft_4_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.59,0.5590426,0.611043319,1.130344828,0.690689655,13274.27,113.13875,1637.913916,Senna artemisioides
Senna artemisioides var 3lft,SenArt3lft,5,SenArt3lft_5_at_LR-HN,"Woodland, RoundHill",low,high,LR-HN,sapwood,4.82,0.6514443,0.658496282,1.1346875,0.7471875,11551.66,119.46824,4035.870285,Senna artemisioides
Acacia havilandiorum,AcaHav,1,AcaHav_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.86,0.519071,0.721854305,1.154705882,0.833529412,13517.51,149.55707,2155.92593,Acacia havilandiorum
Acacia havilandiorum,AcaHav,2,AcaHav_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.21,0.7387808,0.744883041,1.243636364,0.926363636,20203.97,186.97092,4570.776679,Acacia havilandiorum
Acacia havilandiorum,AcaHav,3,AcaHav_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.96,0.645134,0.696899225,1.172727273,0.817272727,17115.66,157.2021,940.2629531,Acacia havilandiorum
Acacia havilandiorum,AcaHav,4,AcaHav_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.93,0.7784006,0.759732599,1.059583333,0.805,18596.36,177.86423,299.5977609,Acacia havilandiorum
Acacia havilandiorum,AcaHav,5,AcaHav_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.46,0.7495862,0.815121413,1.1325,0.923125,18855.21,199.54137,103.7284724,Acacia havilandiorum
Bertya cunninghamii,BerCun,1,BerCun_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.93,1.02975,0.669818457,0.944285714,0.6325,7259.22,84.84844,3088.951357,Bertya cunninghamii
Bertya cunninghamii,BerCun,2,BerCun_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.03,1.3676,0.667497663,1.0028125,0.669375,8163.03,95.89263,3469.993637,Bertya cunninghamii
Bertya cunninghamii,BerCun,3,BerCun_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.98,0.721025,0.646461226,0.984333333,0.636333333,8779.03,86.95287,2757.84061,Bertya cunninghamii
Bertya cunninghamii,BerCun,4,BerCun_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5,1.0647,0.658730159,0.975483871,0.642580645,6474.29,73.87109,4162.953413,Bertya cunninghamii
Bertya cunninghamii,BerCun,5,BerCun_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.08,1.44915,0.651659547,0.9509375,0.6196875,5973.22,66.5424,3186.023237,Bertya cunninghamii
Beyeria opaca,BeyOpa,1,BeyOpa_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.72,0.6321272,0.694192019,0.973461538,0.675769231,7052.1,77.64686,2161.688598,Beyeria opaca
Beyeria opaca,BeyOpa,2,BeyOpa_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.06,0.663146,0.663058187,1.007727273,0.668181818,6332.65,65.10496,407.9109114,Beyeria opaca
Beyeria opaca,BeyOpa,3,BeyOpa_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.08,0.688995,0.692982456,0.982758621,0.681034483,5175.41,59.26728,2333.846568,Beyeria opaca
Beyeria opaca,BeyOpa,4,BeyOpa_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.83,0.585599,0.724042637,1.055416667,0.764166667,6960.11,83.85252,1493.787915,Beyeria opaca
Beyeria opaca,BeyOpa,5,BeyOpa_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.41,0.895787,0.666893039,1.015517241,0.677241379,10727.08,112.85839,-74.29961891,Beyeria opaca
Cassinia laevis,CasLae,1,CasLae_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.02,0.934354,0.606326034,0.978571429,0.593333333,7551.71,88.87553,4094.962016,Cassinia laevis
Cassinia laevis,CasLae,2,CasLae_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.26,0.8416628,0.598313126,0.998421053,0.597368421,4326.3,63.68516,2998.76987,Cassinia laevis
Cassinia laevis,CasLae,3,CasLae_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.65,1.2720148,0.611410118,1.092941176,0.668235294,8230.78,96.80128,1729.9448,Cassinia laevis
Cassinia laevis,CasLae,4,CasLae_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.34,0.4311732,0.67052501,1.007916667,0.675833333,9010.88,100.47021,1272.843242,Cassinia laevis
Cassinia laevis,CasLae,5,CasLae_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.16,1.2521524,0.616158712,1.086875,0.6696875,8077.42,103.9006,2742.423817,Cassinia laevis
Eremophila glabra,EreGla,1,EreGla_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.24,0.2761462,0.62534626,1.110769231,0.694615385,10102.4,100.21718,-3761.523998,Eremophila glabra
Eremophila glabra,EreGla,2,EreGla_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.98,0.8793202,0.661016949,0.993684211,0.656842105,7127.06,77.26949,1412.524173,Eremophila glabra
Eremophila glabra,EreGla,3,EreGla_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,2.84,1.2686416,0.657959184,1.113636364,0.732727273,12636.72,109.33964,3646.053569,Eremophila glabra
Eremophila glabra,EreGla,4,EreGla_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.76,1.1534902,0.698630137,1.066923077,0.745384615,10015.6,124.96105,4074.217466,Eremophila glabra
Eremophila glabra,EreGla,5,EreGla_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,2.66,0.753202,0.64260355,0.938888889,0.603333333,5982.59,66.32211,2399.157701,Eremophila glabra
Eucalyptus socialis,EucSoc,1,EucSoc_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.49,1.5750979,0.584611172,1.043428571,0.61,4322.36,62.88756,2097.661048,Eucalyptus socialis
Eucalyptus socialis,EucSoc,2,EucSoc_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.9,2.2014147,0.617202268,1.085128205,0.66974359,7853.15,88.10048,2316.477303,Eucalyptus socialis
Eucalyptus socialis,EucSoc,3,EucSoc_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,5.82,0.943888,0.63710424,1.149148936,0.73212766,8679.15,92.20623,376.6962993,Eucalyptus socialis
Eucalyptus socialis,EucSoc,4,EucSoc_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.99,1.1542913,0.660126582,1.053333333,0.695333333,5835.76,65.17549,3079.283024,Eucalyptus socialis
Eucalyptus socialis,EucSoc,5,EucSoc_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.21,1.8588977,0.66083151,1.088095238,0.719047619,6065.04,66.86417,1782.297806,Eucalyptus socialis
Melaleuca uncinata,MelUnc,1,MelUnc_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.98,0.7661326,0.627681952,1.080454545,0.678181818,13811.19,132.02695,2389.04184,Melaleuca uncinata
Melaleuca uncinata,MelUnc,2,MelUnc_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.94,0.5656508,0.694807769,1.146818182,0.796818182,15145.78,146.87012,-518.4655995,Melaleuca uncinata
Melaleuca uncinata,MelUnc,3,MelUnc_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.31,0.9715042,0.677502771,1.041153846,0.705384615,13809.44,136.96904,3483.964892,Melaleuca uncinata
Melaleuca uncinata,MelUnc,4,MelUnc_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.98,0.9910634,0.645578231,1.176,0.7592,8891.11,109.33575,5666.45905,Melaleuca uncinata
Melaleuca uncinata,MelUnc,5,MelUnc_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.38,0.7465734,0.650292398,1.06875,0.695,10215.49,112.77168,4130.565421,Melaleuca uncinata
Olearia pimeleoides,OlePim,1,OlePim_1_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.55,NA,0.656119403,1.116666667,0.732666667,7161.79,66.15936,NA,Olearia pimeleoides
Olearia pimeleoides,OlePim,2,OlePim_2_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,4.09,NA,0.673876872,1.287857143,0.867857143,12203.55,149.45848,NA,Olearia pimeleoides
Olearia pimeleoides,OlePim,3,OlePim_3_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,2.64,NA,0.614136732,1.07875,0.6625,7579.71,92.33118,NA,Olearia pimeleoides
Olearia pimeleoides,OlePim,4,OlePim_4_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.39,NA,0.639126306,1.17,0.747777778,6701.53,93.28178,NA,Olearia pimeleoides
Olearia pimeleoides,OlePim,5,OlePim_5_at_LR-LN,"Mallee, RoundHill",low,low,LR-LN,sapwood,3.89,NA,0.653525398,1.199090909,0.783636364,7291.51,103.78893,NA,Olearia pimeleoides
Acacia floribunda,AcaFlo,1,AcaFlo_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.62,,0.568646271,1.111333333,0.631955556,5823.61,73.80372,,Acacia floribunda
Acacia floribunda,AcaFlo,2,AcaFlo_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.98,,0.546381462,1.02,0.557309091,7085.4,81.48994,,Acacia floribunda
Acacia floribunda,AcaFlo,3,AcaFlo_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.78,,0.558113701,1.043409091,0.582340909,6462.68,79.78067,,Acacia floribunda
Acacia floribunda,AcaFlo,4,AcaFlo_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.64,,0.490861345,1.057777778,0.519222222,5988.68,69.79281,,Acacia floribunda
Acacia floribunda,AcaFlo,5,AcaFlo_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.06,,0.494578524,1.099615385,0.543846154,4214.05,54.05287,,Acacia floribunda
Astrotricha floccosa,AstFlo,1,AstFlo_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.45,,0.494365427,0.945517241,0.467431034,5307.46,59.79882,,Astrotricha floccosa
Astrotricha floccosa,AstFlo,2,AstFlo_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.68,,0.429362445,0.970338983,0.416627119,3122.77,38.44504,,Astrotricha floccosa
Astrotricha floccosa,AstFlo,3,AstFlo_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.04,,0.45494655,0.989423077,0.450134615,5565.93,53.21687,,Astrotricha floccosa
Astrotricha floccosa,AstFlo,4,AstFlo_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.29,,0.47628,0.961538462,0.457961538,5968.22,56.22932,,Astrotricha floccosa
Astrotricha floccosa,AstFlo,5,AstFlo_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.48,,0.299401619,0.71025,0.21265,1848.46,19.353,,Astrotricha floccosa
Lasiopetalum ferrugineum,LasFer,1,LasFer_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5,,0.567028986,1.173,0.665125,8172.77,99.01313,,Lasiopetalum ferrugineum
Lasiopetalum ferrugineum,LasFer,2,LasFer_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.77,,0.589830153,1.13547619,0.669738095,14199.96,141.67377,,Lasiopetalum ferrugineum
Lasiopetalum ferrugineum,LasFer,3,LasFer_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.79,,0.537877155,1.210434783,0.651065217,10662.87,124.53579,,Lasiopetalum ferrugineum
Lasiopetalum ferrugineum,LasFer,4,LasFer_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.5,,0.561985019,1.132727273,0.636575758,11703.12,117.98275,,Lasiopetalum ferrugineum
Lasiopetalum ferrugineum,LasFer,5,LasFer_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.49,,0.594359724,1.139761905,0.677428571,16372.58,137.37199,,Lasiopetalum ferrugineum
Lomatia silaifolia,LomSil,1,LomSil_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.69,,0.500512821,1.122727273,0.561939394,8134.99,70.68965,,Lomatia silaifolia
Lomatia silaifolia,LomSil,2,LomSil_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.36,,0.48029525,1.112857143,0.5345,5463.78,53.55274,,Lomatia silaifolia
Lomatia silaifolia,LomSil,3,LomSil_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.91,,0.500987925,1.13875,0.5705,9484.44,83.17988,,Lomatia silaifolia
Lomatia silaifolia,LomSil,4,LomSil_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.08,,0.539611399,1.16969697,0.631181818,6199.29,59.32188,,Lomatia silaifolia
Lomatia silaifolia,LomSil,5,LomSil_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.28,,0.40802139,1.131842105,0.461815789,5516.96,57.43938,,Lomatia silaifolia
Persoonia linearis,PerLin,1,PerLin_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.45,,0.453438151,1.123191489,0.509297872,5585.88,63.80457,,Persoonia linearis
Persoonia linearis,PerLin,2,PerLin_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.23,,0.427461359,1.12452381,0.480690476,4748.7,56.35699,,Persoonia linearis
Persoonia linearis,PerLin,3,PerLin_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.98,,0.463344639,1.095142857,0.507428571,4685.21,53.01942,,Persoonia linearis
Persoonia linearis,PerLin,4,PerLin_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.88,,0.4367085,1.078769231,0.471107692,5186.93,55.03719,,Persoonia linearis
Persoonia linearis,PerLin,5,PerLin_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.68,,0.508095238,1.068421053,0.542859649,4063.55,44.75256,,Persoonia linearis
Pultenaea flexilis,PulFle,1,PulFle_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.19,,0.552932912,1.095,0.605461538,11501.63,108.29623,,Pultenaea flexilis
Pultenaea flexilis,PulFle,2,PulFle_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.38,,0.504493997,1.121153846,0.565615385,9178.06,71.49079,,Pultenaea flexilis
Pultenaea flexilis,PulFle,3,PulFle_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.78,,0.439404233,1.007105263,0.442526316,6952.95,75.36245,,Pultenaea flexilis
Pultenaea flexilis,PulFle,4,PulFle_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.21,,0.392356464,1.013928571,0.397821429,7161.31,64.00951,,Pultenaea flexilis
Pultenaea flexilis,PulFle,5,PulFle_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,4.66,,0.595185526,1.164642857,0.693178571,12844.81,108.7562,,Pultenaea flexilis
Synoum glandulosum,SynGla,1,SynGla_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.4,,0.382735426,0.9812,0.37554,6067.08,58.13147,,Synoum glandulosum
Synoum glandulosum,SynGla,2,SynGla_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.95,,0.386061355,0.9714,0.37502,4077.79,57.42492,,Synoum glandulosum
Synoum glandulosum,SynGla,3,SynGla_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.9,,0.373979665,0.956575342,0.357739726,3709.27,47.56437,,Synoum glandulosum
Synoum glandulosum,SynGla,4,SynGla_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.69,,0.334602297,0.9404,0.31466,2738.35,35.03579,,Synoum glandulosum
Synoum glandulosum,SynGla,5,SynGla_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.53,,0.38766863,1.012115385,0.392365385,3879.18,49.97566,,Synoum glandulosum
Syncarpia glomulifera,SynGlo,1,SynGlo_1_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.32,,0.506545911,1.137959184,0.576428571,7496.09,83.55576,,Syncarpia glomulifera
Syncarpia glomulifera,SynGlo,2,SynGlo_2_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.85,,0.531878254,0.9988,0.53124,5571.39,76.86887,,Syncarpia glomulifera
Syncarpia glomulifera,SynGlo,3,SynGlo_3_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,5.7,,0.510182208,1.036666667,0.528888889,5052.65,64.22054,,Syncarpia glomulifera
Syncarpia glomulifera,SynGlo,4,SynGlo_4_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.14,,0.521997207,1.168979592,0.610204082,3146.9,60.62834,,Syncarpia glomulifera
Syncarpia glomulifera,SynGlo,5,SynGlo_5_at_HR-HN,"Westhead, Kuringai",high,high,HR-HN,whole stem,6.5,,0.506400379,1.155753425,0.585273973,6351.17,89.65509,,Syncarpia glomulifera
Acacia suaveolens,AcaSua,1,AcaSua_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.09,,0.555015974,1.009677419,0.560387097,6738.67,63.0938,,Acacia suaveolens
Acacia suaveolens,AcaSua,2,AcaSua_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.3,,0.627743804,0.9709375,0.6095,4077.28,52.42386,,Acacia suaveolens
Acacia suaveolens,AcaSua,3,AcaSua_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.54,,0.630899256,0.986,0.622066667,3659.22,50.37537,,Acacia suaveolens
Acacia suaveolens,AcaSua,4,AcaSua_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.1,,0.522260783,1.0085,0.5267,3246.8,37.83744,,Acacia suaveolens
Acacia suaveolens,AcaSua,5,AcaSua_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.79,,0.631035754,1.043461538,0.658461538,2345.84,35.63482,,Acacia suaveolens
Boronia ledifolia,BorLed,1,BorLed_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,3.94,,0.581899441,1.11875,0.651,6633.84,74.24511,,Boronia ledifolia
Boronia ledifolia,BorLed,2,BorLed_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.08,,0.633606557,1.159,0.73435,9716.99,102.89636,,Boronia ledifolia
Boronia ledifolia,BorLed,3,BorLed_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.54,,0.565884354,1.130769231,0.639884615,7738.34,76.79459,,Boronia ledifolia
Boronia ledifolia,BorLed,4,BorLed_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.3,,0.613719907,1.103714286,0.677371429,8463.5,79.99199,,Boronia ledifolia
Boronia ledifolia,BorLed,5,BorLed_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.34,,0.557114867,1.103513514,0.614783784,5894.58,68.13008,,Boronia ledifolia
Eriostemon australasius,EriAus,1,EriAus_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.24,,0.527491409,0.97,0.511666667,4454.2,52.89449,,Eriostemon australasius
Eriostemon australasius,EriAus,2,EriAus_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.64,,0.578408807,0.99925,0.577975,4772.62,61.26271,,Eriostemon australasius
Eriostemon australasius,EriAus,3,EriAus_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.21,,0.583771668,1.079354839,0.630096774,7135.49,72.74516,,Eriostemon australasius
Eriostemon australasius,EriAus,4,EriAus_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.89,,0.564050172,0.9886,0.55762,7681.1,83.06981,,Eriostemon australasius
Eriostemon australasius,EriAus,5,EriAus_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.26,,0.532872233,0.969756098,0.516756098,5309.87,74.09236,,Eriostemon australasius
Hakea dactyloides,HakDac,1,HakDac_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.4,,0.561935358,1.167272727,0.655931818,6422.01,85.37753,,Hakea dactyloides
Hakea dactyloides,HakDac,2,HakDac_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,6.4,,0.575768134,1.1275,0.649178571,7020.72,85.95081,,Hakea dactyloides
Hakea dactyloides,HakDac,3,HakDac_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.96,,0.593106719,1.171296296,0.694703704,7909.29,99.94923,,Hakea dactyloides
Hakea dactyloides,HakDac,4,HakDac_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.71,,0.561314026,1.128536585,0.633463415,6086.18,78.67415,,Hakea dactyloides
Hakea dactyloides,HakDac,5,HakDac_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.58,,0.570378443,1.201666667,0.685404762,7723.49,85.55898,,Hakea dactyloides
Lambertia formosa,LamFor,1,LamFor_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.33,,0.459301325,1.139411765,0.523333333,4673.42,47.03238,,Lambertia formosa
Lambertia formosa,LamFor,2,LamFor_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,6.35,,0.555322339,1.15,0.63862069,3507.57,49.57208,,Lambertia formosa
Lambertia formosa,LamFor,3,LamFor_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,6.06,,0.574615237,1.155111111,0.663744444,4925.1,52.71722,,Lambertia formosa
Lambertia formosa,LamFor,4,LamFor_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.75,,0.516657604,1.125918367,0.581714286,6075.66,58.47242,,Lambertia formosa
Lambertia formosa,LamFor,5,LamFor_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.55,,0.505031627,1.086875,0.54890625,6339.17,62.28487,,Lambertia formosa
Leptospermum trinervium,LepTri,1,LepTri_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.8,,0.527191577,0.992954545,0.523477273,2533.99,38.48372,,Leptospermum trinervium
Leptospermum trinervium,LepTri,2,LepTri_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.53,,0.509761606,1.021794872,0.520871795,3518.18,63.7832,,Leptospermum trinervium
Leptospermum trinervium,LepTri,3,LepTri_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.98,,0.581210617,0.952181818,0.553418182,5813.87,72.40935,,Leptospermum trinervium
Leptospermum trinervium,LepTri,4,LepTri_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.21,,0.561070246,1.007037037,0.565018519,4692.77,64.64689,,Leptospermum trinervium
Leptospermum trinervium,LepTri,5,LepTri_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.31,,0.563495838,0.909189189,0.512324324,2917.28,45.34195,,Leptospermum trinervium
Persoonia levis,PerLev,1,PerLev_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.66,,0.451580541,1.100625,0.497020833,1595.19,29.35765,,Persoonia levis
Persoonia levis,PerLev,2,PerLev_2_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.73,,0.501001306,1.093809524,0.548,1912.13,33.42897,,Persoonia levis
Persoonia levis,PerLev,3,PerLev_3_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.77,,0.498949104,1.102954545,0.550318182,2938.41,40.95165,,Persoonia levis
Persoonia levis,PerLev,4,PerLev_4_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.99,,0.48641021,1.069807692,0.520365385,2572.28,34.71642,,Persoonia levis
Persoonia levis,PerLev,5,PerLev_5_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,5.62,,0.496085561,1.0625,0.527090909,1342.98,23.36545,,Persoonia levis
Phyllota phylicoides,PhyPhy,1,PhyPhy_1_at_HR-LN,"Murrua, Kuringai",high,low,HR-LN,whole stem,4.06,,0.483246073,1.0696,0.51688,4575.75,48.28912,,Phyllota phylicoides
