AusTraits_key,doi,,
Adams_1984,10.1071/bt9840205,,
Ashton_1975,10.1071/bt9750413,,
Ashton_1976,10.2307/2258689,,
Attiwill_1980,10.1071/BT9800199,,
Bell_1985,,Conference proceedings of N Australian mine rehab workshop 9,
Bennett_1996,10.1071/BT96025,,
Bevege_1978,,"Bevege (1978) Biomass and nutrient distribution in indigenous forest ecosystems, Technical Paper-Department of Forestry Queensland , no. 6 20pp. ",
Birk_1992,10.1016/0378-1127(92)90262-8,,
Cromer_1975,,"Eucalypt plantations in Australia – the potential for intensive production and utilization. Appita 29: 165-173. 
Cromer, R.N.; Raupach, M.; Clarke, A.R.P.; Cameron, J.N. Eucalypt plantations in Australia - the potential for intensive production and utilization. Appita Journal. 1975; 29(3):165-73, 13 refs.: http://hdl.handle.net/102.100.100/307673?index=1",
Feller_1980,10.1111/j.1442-9993.1980.tb01255.x,,
Hatch_1955,,"influence of plant litter on the Jarrah forest soils of the Dwellingup region – Western Australia. For. Tim. Bur. Leaflet 70, pp18. ",
Hopmans_1993,10.1016/0378-1127(93)90069-Y,,
Lambert_1979,,"Sulphur relationships of native and exotic tree species, Masters Thesis, Macquarie University",
Leigh_2003,10.1071/BT03043,,
Leigh_2006,10.1111/j.1365-2745.2006.01164.x,,
Leuning_1991,10.1007/BF00317712,,
Marsh_1995,10.1071/BT9950039,,
Meakins_0000,,(ANU honours thesis) and Authors unpub. Data. ,
Moore_1967,10.1071/BT9670011,,
Pearcy_1987,10.2307/2389419,,
Richards_2008_2,,,
Schortemeyer_0000,,,
Turner_1983,10.1016/0378-1127(83)90019-1,,
Westman_1977,10.1111/j.1442-9993.1977.tb01160.x,,
,,,
,,,
additional,,D.T Bell,Ecological response syndrome in the flora of south-west Western Australia: fire resprouters vs re-seeders.
additional,10.1071/BT14342,Marcia Lambert A and John Turner,"RESEARCH ARTICLEPrevious Next  Contents Vol 64(2)
Nutrient distribution and cycling in a subtropical rainforest in New South Wales"
