Taxon,trait value,trait,unit,primary_source_id,metadata_id
Rytidosperma nudiflorum,1,minimum leaf width,mm,78,81
Rytidosperma popinensis,1,minimum leaf width,mm,78,81
Rytidosperma remotum,1,minimum leaf width,mm,78,81
Rytidosperma semiannulare,1,minimum leaf width,mm,78,81
Rytidosperma setaceum,1,minimum leaf width,mm,78,81
Sacciolepis indica,1,minimum leaf width,mm,78,81
Schizachyrium fragile,1,minimum leaf width,mm,78,81
Setaria surgens,1,minimum leaf width,mm,78,81
Spathia neurosa,1,minimum leaf width,mm,78,81
Sporobolus elongatus,1,minimum leaf width,mm,78,81
Tetrarrhena acuminata,1,minimum leaf width,mm,78,81
Tetrarrhena distichophylla,1,minimum leaf width,mm,78,81
Tetrarrhena juncea,1,minimum leaf width,mm,78,81
Triodia dielsii,1,minimum leaf width,mm,78,81
Triodia helmsii,1,minimum leaf width,mm,78,81
Triodia hubbardii,1,minimum leaf width,mm,78,81
Triodia inaequiloba,1,minimum leaf width,mm,78,81
Triodia longipalea,1,minimum leaf width,mm,78,81
Triodia racemigera,1,minimum leaf width,mm,78,81
Triodia secunda,1,minimum leaf width,mm,78,81
Trisetum spicatum,1,minimum leaf width,mm,78,81
Trisetum spicatum subsp. australiense,1,minimum leaf width,mm,78,81
Xerochloa barbata,1,minimum leaf width,mm,78,81
Yakirra muelleri,1,minimum leaf width,mm,78,81
Zygochloa paradoxa,1,minimum leaf width,mm,78,81
Amphipogon setaceus,1,minimum leaf width,mm,79,82
Aristida latzii,1,minimum leaf width,mm,79,82
Aristida schultzii,1,minimum leaf width,mm,79,82
Aristida psammophila,1,minimum leaf width,mm,79,82
Aristida forsteri,1,minimum leaf width,mm,79,82
Aristida macroclada,1,minimum leaf width,mm,79,82
Arthragrostis deschampsioides,1,minimum leaf width,mm,79,82
Arundinella grevillensis,1,minimum leaf width,mm,79,82
Ancistrachne maidenii,1,minimum leaf width,mm,79,82
Aristida burbidgeae,1,minimum leaf width,mm,79,82
Aristida burraensis,1,minimum leaf width,mm,79,82
Ancistrachne uncinulata,1,minimum leaf width,mm,79,82
Alloteropsis semialata,1,minimum leaf width,mm,79,82
Amphipogon amphipogonoides,1,minimum leaf width,mm,79,82
Amphipogon avenaceus,1,minimum leaf width,mm,79,82
Amphipogon debilis,1,minimum leaf width,mm,79,82
Aristida arida,1,minimum leaf width,mm,79,82
Arthragrostis aristispicula,1,minimum leaf width,mm,79,82
Amphibromus whitei,1,minimum leaf width,mm,79,82
Puccinellia harcusiana,1,minimum leaf width,mm,79,82
Puccinellia perlaxa,1,minimum leaf width,mm,79,82
Amphibromus sinuatus,1,minimum leaf width,mm,79,82
Aristida annua,1,minimum leaf width,mm,79,82
Aristida echinata,1,minimum leaf width,mm,79,82
Aristida calycina,1,minimum leaf width,mm,79,82
Aristida blakei,1,minimum leaf width,mm,79,82
Australopyrum pectinatum,1,minimum leaf width,mm,79,82
Aristida contorta,1,minimum leaf width,mm,79,82
Aristida leichhardtiana,1,minimum leaf width,mm,79,82
Aristida personata,1,minimum leaf width,mm,79,82
Aristida platychaeta,1,minimum leaf width,mm,79,82
Aristida warburgii,1,minimum leaf width,mm,79,82
Aristida acuta,1,minimum leaf width,mm,79,82
Aristida muricata,1,minimum leaf width,mm,79,82
Agrostis muelleriana,1,minimum leaf width,mm,79,82
Eriachne melicacea,1,minimum leaf width,mm,80,83
Sporobolus virginicus,1,minimum leaf width,mm,80,83
Panicum pygmaeum,1,minimum leaf width,mm,80,83
Eragrostis pergracilis,1,minimum leaf width,mm,80,83
Rytidosperma erianthum,1,minimum leaf width,mm,80,83
Rytidosperma monticola,1,minimum leaf width,mm,80,83
Rytidosperma tenuius,1,minimum leaf width,mm,80,83
Eragrostis lanicaulis,1,minimum leaf width,mm,80,83
Eragrostis setifolia,1,minimum leaf width,mm,80,83
Eragrostis sterilis,1,minimum leaf width,mm,80,83
Eriachne basedowii,1,minimum leaf width,mm,80,83
Eriachne glabrata,1,minimum leaf width,mm,80,83
Eriachne insularis,1,minimum leaf width,mm,80,83
Eriachne mucronata,1,minimum leaf width,mm,80,83
Plinthanthesis rodwayi,1,minimum leaf width,mm,80,83
Rytidosperma caespitosum,1,minimum leaf width,mm,80,83
Rytidosperma penicillatum,1,minimum leaf width,mm,80,83
Rytidosperma pilosum,1,minimum leaf width,mm,80,83
Rytidosperma racemosum,1,minimum leaf width,mm,80,83
Rytidosperma racemosum var. obtusatum,1,minimum leaf width,mm,80,83
Symplectrodia gracilis,1,minimum leaf width,mm,80,83
Eragrostis desertorum,1,minimum leaf width,mm,80,83
Eragrostis laniflora,1,minimum leaf width,mm,80,83
Eragrostis lanipes,1,minimum leaf width,mm,80,83
Eragrostis stenostachya,1,minimum leaf width,mm,80,83
Poa umbricola,1,minimum leaf width,mm,80,83
Thyridolepis xerophila,1,minimum leaf width,mm,80,83
Triodia uniaristata,1,minimum leaf width,mm,80,83
Aristida queenslandica var. queenslandica,1,minimum leaf width,mm,80,83
Rytidosperma acerosum,1,minimum leaf width,mm,80,83
Rytidosperma nitens,1,minimum leaf width,mm,80,83
Rytidosperma richardsonii,1,minimum leaf width,mm,80,83
Rytidosperma laeve,1,minimum leaf width,mm,80,83
Entolasia whiteana,1,minimum leaf width,mm,80,83
Eragrostis alveiformis,1,minimum leaf width,mm,80,83
Eriachne bleeseri,1,minimum leaf width,mm,80,83
Eriachne imbricata,1,minimum leaf width,mm,80,83
Iseilema dolichotrichum,1,minimum leaf width,mm,80,83
Iseilema eremaeum,1,minimum leaf width,mm,80,83
Rytidosperma fortunae-hibernae,1,minimum leaf width,mm,80,83
Schizachyrium perplexum,1,minimum leaf width,mm,80,83
Sporobolus pamelae,1,minimum leaf width,mm,80,83
Triraphis mollis,1,minimum leaf width,mm,80,83
Ectrosia blakei,1,minimum leaf width,mm,80,83
Rytidosperma dimidiatum,1,minimum leaf width,mm,80,83
Symplectrodia lanosa,1,minimum leaf width,mm,80,83
Digitaria minima,1,minimum leaf width,mm,80,83
Eulalia annua,1,minimum leaf width,mm,80,83
Neurachne alopecuroides,1,minimum leaf width,mm,80,83
Neurachne lanigera,1,minimum leaf width,mm,80,83
Neurachne queenslandica,1,minimum leaf width,mm,80,83
Thaumastochloa rubra,1,minimum leaf width,mm,80,83
Themeda avenacea,1,minimum leaf width,mm,80,83
Themeda triandra,1,minimum leaf width,mm,80,83
Hygrochloa cravenii,1,minimum leaf width,mm,80,83
Triodia fissura,1,minimum leaf width,mm,80,83
Aristida benthamii var. spinulifera,1,minimum leaf width,mm,80,83
Aristida holathera var. holathera,1,minimum leaf width,mm,80,83
Aristida jerichoensis var. jerichoensis,1,minimum leaf width,mm,80,83
Aristida jerichoensis var. subspinulifera,1,minimum leaf width,mm,80,83
Alexfloydia repens,1,minimum leaf width,mm,80,83
Triodia integra,1,minimum leaf width,mm,80,83
Digitaria ramularis,1.1,minimum leaf width,mm,78,81
Sacciolepis myosuroides,1.2,minimum leaf width,mm,78,81
Triodia angusta,1.2,minimum leaf width,mm,78,81
Triodia aurita,1.2,minimum leaf width,mm,78,81
Panicum obseptum,1.25,minimum leaf width,mm,78,81
Micraira multinervia,1.3,minimum leaf width,mm,78,81
Poa homomalla,1.3,minimum leaf width,mm,78,81
Triodia burbidgeana,1.3,minimum leaf width,mm,78,81
Triodia danthonioides,1.3,minimum leaf width,mm,78,81
Triodia latzii,1.3,minimum leaf width,mm,80,83
Clausospicula extensa,1.4,minimum leaf width,mm,78,81
Austrostipa blackii,1.5,minimum leaf width,mm,78,81
Austrostipa blakei,1.5,minimum leaf width,mm,78,81
Austrostipa campylachne,1.5,minimum leaf width,mm,78,81
Austrostipa centralis,1.5,minimum leaf width,mm,78,81
Austrostipa eremophila,1.5,minimum leaf width,mm,78,81
Austrostipa lanata,1.5,minimum leaf width,mm,78,81
Austrostipa mollis,1.5,minimum leaf width,mm,78,81
Austrostipa nivicola,1.5,minimum leaf width,mm,78,81
Austrostipa vickeryana,1.5,minimum leaf width,mm,78,81
Austrostipa wakoolica,1.5,minimum leaf width,mm,78,81
Chloris truncata,1.5,minimum leaf width,mm,78,81
Deschampsia cespitosa,1.5,minimum leaf width,mm,78,81
Deyeuxia frigida,1.5,minimum leaf width,mm,78,81
Deyeuxia lawrencei,1.5,minimum leaf width,mm,78,81
Deyeuxia microseta,1.5,minimum leaf width,mm,78,81
Deyeuxia scaberula,1.5,minimum leaf width,mm,78,81
Deyeuxia talariata,1.5,minimum leaf width,mm,78,81
Digitaria fumida,1.5,minimum leaf width,mm,78,81
Ectrosia danesii,1.5,minimum leaf width,mm,78,81
Enteropogon ramosus,1.5,minimum leaf width,mm,78,81
Eriachne tenuiculmis,1.5,minimum leaf width,mm,78,81
Eriochloa pseudoacrotricha,1.5,minimum leaf width,mm,78,81
Hemarthria uncinata,1.5,minimum leaf width,mm,78,81
Hemarthria uncinata var. spathacea,1.5,minimum leaf width,mm,78,81
Hemarthria uncinata var. uncinata,1.5,minimum leaf width,mm,78,81
Hierochloe fraseri,1.5,minimum leaf width,mm,78,81
Hyparrhenia filipendula,1.5,minimum leaf width,mm,78,81
Lachnagrostis lacunarum,1.5,minimum leaf width,mm,78,81
Leptochloa panicea,1.5,minimum leaf width,mm,78,81
Leptochloa panicea subsp. brachiata,1.5,minimum leaf width,mm,78,81
Neurachne munroi,1.5,minimum leaf width,mm,78,81
Ottochloa gracillima,1.5,minimum leaf width,mm,78,81
Panicum buncei,1.5,minimum leaf width,mm,78,81
Panicum mindanaense,1.5,minimum leaf width,mm,78,81
Paspalidium tabulatum,1.5,minimum leaf width,mm,78,81
Poa drummondiana,1.5,minimum leaf width,mm,78,81
Poa fordeana,1.5,minimum leaf width,mm,78,81
Poa hothamensis,1.5,minimum leaf width,mm,78,81
Poa hothamensis var. hothamensis,1.5,minimum leaf width,mm,78,81
Poa hothamensis var. parviflora,1.5,minimum leaf width,mm,78,81
Pseudopogonatherum contortum,1.5,minimum leaf width,mm,78,81
Thaumastochloa major,1.5,minimum leaf width,mm,78,81
Urochloa argentea,1.5,minimum leaf width,mm,78,81
Walwhalleya subxerophila,1.5,minimum leaf width,mm,78,81
Whiteochloa airoides,1.5,minimum leaf width,mm,78,81
Yakirra pauciflora,1.5,minimum leaf width,mm,78,81
Arundinella montana,1.5,minimum leaf width,mm,79,82
Aristida utilis,1.5,minimum leaf width,mm,79,82
Aristida utilis var. grandiflora,1.5,minimum leaf width,mm,79,82
Aristida utilis var. utilis,1.5,minimum leaf width,mm,79,82
Apluda mutica,1.5,minimum leaf width,mm,79,82
Amphibromus macrorhinus,1.5,minimum leaf width,mm,79,82
Aristida gracilipes,1.5,minimum leaf width,mm,79,82
Aristida anthoxanthoides,1.5,minimum leaf width,mm,79,82
Amphibromus nervosus,1.5,minimum leaf width,mm,79,82
Amphibromus pithogastrus,1.5,minimum leaf width,mm,79,82
Agrostis propinqua,1.5,minimum leaf width,mm,79,82
Eriachne fastigiata,1.5,minimum leaf width,mm,80,83
Rytidosperma indutum,1.5,minimum leaf width,mm,80,83
Spinifex longifolius,1.5,minimum leaf width,mm,80,83
Thaumastochloa pubescens,1.5,minimum leaf width,mm,80,83
Thaumastochloa striata,1.5,minimum leaf width,mm,80,83
Leptochloa divaricatissima,1.5,minimum leaf width,mm,80,83
Sorghum leiocladum,1.5,minimum leaf width,mm,80,83
Echinopogon caespitosus,1.5,minimum leaf width,mm,80,83
Echinopogon caespitosus var. caespitosus,1.5,minimum leaf width,mm,80,83
Echinopogon caespitosus var. cunninghamii,1.5,minimum leaf width,mm,80,83
Agrostis joyceae,1.5,minimum leaf width,mm,80,83
Agrostis bettyae,1.5,minimum leaf width,mm,80,83
Glyceria drummondii,1.6,minimum leaf width,mm,78,81
Perotis clarksonii,1.7,minimum leaf width,mm,78,81
Enteropogon acicularis,1.8,minimum leaf width,mm,78,81
Digitaria orbata,1.8,minimum leaf width,mm,80,83
Walwhalleya pungens,1.9,minimum leaf width,mm,78,81
Austrostipa breviglumis,2,minimum leaf width,mm,78,81
Austrostipa flavescens,2,minimum leaf width,mm,78,81
Austrostipa gibbosa,2,minimum leaf width,mm,78,81
Austrostipa hemipogon,2,minimum leaf width,mm,78,81
Austrostipa metatoris,2,minimum leaf width,mm,78,81
Austrostipa nullanulla,2,minimum leaf width,mm,78,81
Austrostipa nullarborensis,2,minimum leaf width,mm,78,81
Austrostipa plumigera,2,minimum leaf width,mm,78,81
Austrostipa pubescens,2,minimum leaf width,mm,78,81
Austrostipa rudis,2,minimum leaf width,mm,78,81
Austrostipa rudis subsp. australis,2,minimum leaf width,mm,78,81
Austrostipa rudis subsp. nervosa,2,minimum leaf width,mm,78,81
Austrostipa stuposa,2,minimum leaf width,mm,78,81
Bothriochloa bladhii,2,minimum leaf width,mm,78,81
Bothriochloa bladhii subsp. bladhii,2,minimum leaf width,mm,78,81
Bothriochloa bunyensis,2,minimum leaf width,mm,78,81
Bothriochloa decipiens,2,minimum leaf width,mm,78,81
Bothriochloa decipiens var. cloncurrensis,2,minimum leaf width,mm,78,81
Bothriochloa decipiens var. decipiens,2,minimum leaf width,mm,78,81
Brachyachne convergens,2,minimum leaf width,mm,78,81
Calyptochloa cylindropserma,2,minimum leaf width,mm,78,81
Calyptochloa gracillima,2,minimum leaf width,mm,78,81
Capillipedium parviflorum,2,minimum leaf width,mm,78,81
Chamaeraphis hordeacea,2,minimum leaf width,mm,78,81
Chloris pumilio,2,minimum leaf width,mm,78,81
Deyeuxia acuminata,2,minimum leaf width,mm,78,81
Deyeuxia appressa,2,minimum leaf width,mm,78,81
Deyeuxia contracta,2,minimum leaf width,mm,78,81
Deyeuxia crassiuscula,2,minimum leaf width,mm,78,81
Deyeuxia mckiei,2,minimum leaf width,mm,78,81
Deyeuxia mesathera,2,minimum leaf width,mm,78,81
Deyeuxia parviseta,2,minimum leaf width,mm,78,81
Deyeuxia parviseta var. boormanii,2,minimum leaf width,mm,78,81
Deyeuxia parviseta var. parviseta,2,minimum leaf width,mm,78,81
Deyeuxia reflexa,2,minimum leaf width,mm,78,81
Dichanthium sericeum subsp. humilius,2,minimum leaf width,mm,78,81
Dichanthium sericeum subsp. polystachyum,2,minimum leaf width,mm,78,81
Dichanthium tenue,2,minimum leaf width,mm,78,81
Dichelachne crinita,2,minimum leaf width,mm,78,81
Dichelachne micrantha,2,minimum leaf width,mm,78,81
Digitaria baileyi,2,minimum leaf width,mm,78,81
Digitaria coenicola,2,minimum leaf width,mm,78,81
Digitaria leucostachya,2,minimum leaf width,mm,78,81
Digitaria sharpeana,2,minimum leaf width,mm,78,81
Digitaria veldkampiana,2,minimum leaf width,mm,78,81
Dimeria chloridiformis,2,minimum leaf width,mm,78,81
Echinopogon ovatus,2,minimum leaf width,mm,78,81
Ectrosia schultzii,2,minimum leaf width,mm,78,81
Ectrosia schultzii var. annua,2,minimum leaf width,mm,78,81
Ectrosia schultzii var. schultzii,2,minimum leaf width,mm,78,81
Elionurus citreus,2,minimum leaf width,mm,78,81
Enneapogon robustissimus,2,minimum leaf width,mm,78,81
Entolasia marginata,2,minimum leaf width,mm,78,81
Eragrostis australasica,2,minimum leaf width,mm,78,81
Eragrostis basedowii,2,minimum leaf width,mm,78,81
Eragrostis eriopoda,2,minimum leaf width,mm,78,81
Eragrostis exigua,2,minimum leaf width,mm,78,81
Eragrostis hirticaulis,2,minimum leaf width,mm,78,81
Eragrostis interrupta,2,minimum leaf width,mm,78,81
Eragrostis leptocarpa,2,minimum leaf width,mm,78,81
Eragrostis leptostachya,2,minimum leaf width,mm,78,81
Eragrostis parviflora,2,minimum leaf width,mm,78,81
Eragrostis pubescens,2,minimum leaf width,mm,78,81
Eragrostis sororia,2,minimum leaf width,mm,78,81
Eragrostis tenellula,2,minimum leaf width,mm,78,81
Eragrostis unioloides,2,minimum leaf width,mm,78,81
Eragrostis uvida,2,minimum leaf width,mm,78,81
Eremochloa bimaculata,2,minimum leaf width,mm,78,81
Eremochloa ciliaris,2,minimum leaf width,mm,78,81
Eremochloa muricata,2,minimum leaf width,mm,78,81
Eriachne armittii,2,minimum leaf width,mm,78,81
Eriachne basalis,2,minimum leaf width,mm,78,81
Eriachne benthamii,2,minimum leaf width,mm,78,81
Eriachne glauca,2,minimum leaf width,mm,78,81
Eriachne glauca var. barbinodis,2,minimum leaf width,mm,78,81
Eriachne glauca var. glauca,2,minimum leaf width,mm,78,81
Eriachne lanata,2,minimum leaf width,mm,78,81
Eriachne minuta,2,minimum leaf width,mm,78,81
Eriachne stipacea,2,minimum leaf width,mm,78,81
Eriachne triodioides,2,minimum leaf width,mm,78,81
Eriochloa crebra,2,minimum leaf width,mm,78,81
Eriochloa fatmensis,2,minimum leaf width,mm,78,81
Eriochloa procera,2,minimum leaf width,mm,78,81
Eulalia aurea,2,minimum leaf width,mm,78,81
Garnotia stricta,2,minimum leaf width,mm,78,81
Garnotia stricta var. longiseta,2,minimum leaf width,mm,78,81
Germainia grandiflora,2,minimum leaf width,mm,78,81
Germainia truncatiglumis,2,minimum leaf width,mm,78,81
Heteropogon contortus,2,minimum leaf width,mm,78,81
Hierochloe rariflora,2,minimum leaf width,mm,78,81
Homopholis belsonii,2,minimum leaf width,mm,78,81
Hookerochloa hookeriana,2,minimum leaf width,mm,78,81
Isachne confusa,2,minimum leaf width,mm,78,81
Ischaemum albovillosum,2,minimum leaf width,mm,78,81
Leersia hexandra,2,minimum leaf width,mm,78,81
Leptochloa digitata,2,minimum leaf width,mm,78,81
Leptochloa neesii,2,minimum leaf width,mm,78,81
Lepturus geminatus,2,minimum leaf width,mm,78,81
Lepturus repens,2,minimum leaf width,mm,78,81
Micraira dentata,2,minimum leaf width,mm,78,81
Monachather paradoxus,2,minimum leaf width,mm,78,81
Monodia stipoides,2,minimum leaf width,mm,78,81
Notochloe microdon,2,minimum leaf width,mm,78,81
Ottochloa nodosa,2,minimum leaf width,mm,78,81
Panicum effusum,2,minimum leaf width,mm,78,81
Paractaenum novae-hollandiae,2,minimum leaf width,mm,78,81
Paractaenum novae-hollandiae subsp. novae-hollandiae,2,minimum leaf width,mm,78,81
Paractaenum novae-hollandiae subsp. reversum,2,minimum leaf width,mm,78,81
Paspalidium clementii,2,minimum leaf width,mm,78,81
Paspalidium gausum,2,minimum leaf width,mm,78,81
Paspalidium grandispiculatum,2,minimum leaf width,mm,78,81
Paspalidium reflexum,2,minimum leaf width,mm,78,81
Plinthanthesis paradoxa,2,minimum leaf width,mm,78,81
Pseudoraphis paradoxa,2,minimum leaf width,mm,78,81
Rytidosperma auriculatum,2,minimum leaf width,mm,78,81
Rytidosperma diemenicum,2,minimum leaf width,mm,78,81
Rytidosperma gracile,2,minimum leaf width,mm,78,81
Rytidosperma pallidum,2,minimum leaf width,mm,78,81
Saxipoa saxicola,2,minimum leaf width,mm,78,81
Setaria apiculata,2,minimum leaf width,mm,78,81
Sporobolus creber,2,minimum leaf width,mm,78,81
Sporobolus lenticularis,2,minimum leaf width,mm,78,81
Sporobolus scabridus,2,minimum leaf width,mm,78,81
Tetrarrhena laevis,2,minimum leaf width,mm,78,81
Thellungia advena,2,minimum leaf width,mm,78,81
Triodia desertorum,2,minimum leaf width,mm,78,81
Triodia rigidissima,2,minimum leaf width,mm,78,81
Uranthoecium truncatum,2,minimum leaf width,mm,78,81
Urochloa holosericea,2,minimum leaf width,mm,78,81
Urochloa holosericea subsp. holosericea,2,minimum leaf width,mm,78,81
Urochloa holosericea subsp. velutina,2,minimum leaf width,mm,78,81
Urochloa kurzii,2,minimum leaf width,mm,78,81
Walwhalleya proluta,2,minimum leaf width,mm,78,81
Whiteochloa biciliata,2,minimum leaf width,mm,78,81
Yakirra nulla,2,minimum leaf width,mm,78,81
Yakirra websteri,2,minimum leaf width,mm,78,81
Aristida lazaridis,2,minimum leaf width,mm,79,82
Aristida perniciosa,2,minimum leaf width,mm,79,82
Aristida pruinosa,2,minimum leaf width,mm,79,82
Aristida sciuroides,2,minimum leaf width,mm,79,82
Arundinella setosa,2,minimum leaf width,mm,79,82
Aristida queenslandica,2,minimum leaf width,mm,79,82
Aristida kimberleyensis,2,minimum leaf width,mm,79,82
Amphibromus fluitans,2,minimum leaf width,mm,79,82
Amphipogon laguroides,2,minimum leaf width,mm,79,82
Amphipogon turbinatus,2,minimum leaf width,mm,79,82
Aristida australis,2,minimum leaf width,mm,79,82
Arthragrostis brassiana,2,minimum leaf width,mm,79,82
Arthragrostis brassiana var. brassiana,2,minimum leaf width,mm,79,82
Arthragrostis brassiana var. minutiflora,2,minimum leaf width,mm,79,82
Isachne myosotis,2,minimum leaf width,mm,79,82
Amphibromus recurvatus,2,minimum leaf width,mm,79,82
Aristida strigosa,2,minimum leaf width,mm,79,82
Amphipogon caricinus,2,minimum leaf width,mm,79,82
Amphipogon strictus,2,minimum leaf width,mm,79,82
Aristida helicophylla,2,minimum leaf width,mm,79,82
Aristida holathera,2,minimum leaf width,mm,79,82
Aristida jerichoensis,2,minimum leaf width,mm,79,82
Aristida lignosa,2,minimum leaf width,mm,79,82
Aristida longicollis,2,minimum leaf width,mm,79,82
Aristida obscura,2,minimum leaf width,mm,79,82
Aristida behriana,2,minimum leaf width,mm,79,82
Aristida latifolia,2,minimum leaf width,mm,79,82
Amphibromus neesii,2,minimum leaf width,mm,79,82
Agrostis diemenica,2,minimum leaf width,mm,79,82
Eriachne nervosa,2,minimum leaf width,mm,80,83
Eriachne schultziana,2,minimum leaf width,mm,80,83
Glyceria australis,2,minimum leaf width,mm,80,83
Poa ensiformis,2,minimum leaf width,mm,80,83
Sporobolus mitchellii,2,minimum leaf width,mm,80,83
Cymbopogon gratus,2,minimum leaf width,mm,80,83
Rytidosperma alpicola,2,minimum leaf width,mm,80,83
Rytidosperma duttonianum,2,minimum leaf width,mm,80,83
Rytidosperma occidentale,2,minimum leaf width,mm,80,83
Dichanthium fecundum,2,minimum leaf width,mm,80,83
Eragrostis capitula,2,minimum leaf width,mm,80,83
Eragrostis fallax,2,minimum leaf width,mm,80,83
Eriachne glandulosa,2,minimum leaf width,mm,80,83
Paraneurachne muelleri,2,minimum leaf width,mm,80,83
Chloris pectinata,2,minimum leaf width,mm,80,83
Echinopogon phleoides,2,minimum leaf width,mm,80,83
Triodia aristiglumis,2,minimum leaf width,mm,80,83
Eriachne helmsii,2,minimum leaf width,mm,80,83
Sporobolus contiguus,2,minimum leaf width,mm,80,83
Enteropogon minutus,2,minimum leaf width,mm,80,83
Rytidosperma vickeryae,2,minimum leaf width,mm,80,83
Eragrostis jacobsiana,2,minimum leaf width,mm,80,83
Eragrostis jerichoensis,2,minimum leaf width,mm,80,83
Paspalum multinodum,2,minimum leaf width,mm,80,83
Setaria queenslandica,2,minimum leaf width,mm,80,83
Ectrosia appressa,2,minimum leaf width,mm,80,83
Chloris ventricosa,2,minimum leaf width,mm,80,83
Dichanthium setosum,2,minimum leaf width,mm,80,83
Eragrostis petraea,2,minimum leaf width,mm,80,83
Eriachne compacta,2,minimum leaf width,mm,80,83
Eriachne festucacea,2,minimum leaf width,mm,80,83
Eriachne nodosa,2,minimum leaf width,mm,80,83
Eriachne semiciliata,2,minimum leaf width,mm,80,83
Eriachne vesiculosa,2,minimum leaf width,mm,80,83
Iseilema ciliatum,2,minimum leaf width,mm,80,83
Iseilema fragile,2,minimum leaf width,mm,80,83
Iseilema macratherum,2,minimum leaf width,mm,80,83
Iseilema membranaceum,2,minimum leaf width,mm,80,83
Sporobolus blakei,2,minimum leaf width,mm,80,83
Eriachne gardneri,2,minimum leaf width,mm,80,83
Enneapogon truncatus,2,minimum leaf width,mm,80,83
Digitaria oraria,2,minimum leaf width,mm,80,83
Eriachne major,2,minimum leaf width,mm,80,83
Ischaemum tropicum,2,minimum leaf width,mm,80,83
Panicum larcomianum,2,minimum leaf width,mm,80,83
Sehima nervosum,2,minimum leaf width,mm,80,83
Thaumastochloa rariflora,2,minimum leaf width,mm,80,83
Triodia radonensis,2,minimum leaf width,mm,80,83
Panicum bombycinum,2,minimum leaf width,mm,80,83
Panicum chillagoanum,2,minimum leaf width,mm,80,83
Sorghum angustum,2,minimum leaf width,mm,80,83
Thaumastochloa monilifera,2,minimum leaf width,mm,80,83
Digitaria lanceolata,2.2,minimum leaf width,mm,78,81
Aristida inaequiglumis,2.3,minimum leaf width,mm,79,82
Digitaria imbricata,2.4,minimum leaf width,mm,80,83
Deyeuxia quadriseta,2.5,minimum leaf width,mm,78,81
Digitaria divaricatissima,2.5,minimum leaf width,mm,78,81
Enteropogon dolichostachyus,2.5,minimum leaf width,mm,78,81
Panicum decompositum,2.5,minimum leaf width,mm,78,81
Panicum decompositum var. decompositum,2.5,minimum leaf width,mm,78,81
Panicum decompositum var. tenuius,2.5,minimum leaf width,mm,78,81
Panicum distachyum var. trichophorum,2.5,minimum leaf width,mm,78,81
Panicum laevinode,2.5,minimum leaf width,mm,78,81
Paspalidium jubiflorum,2.5,minimum leaf width,mm,78,81
Tragus australianus,2.5,minimum leaf width,mm,78,81
Urochloa whiteana,2.5,minimum leaf width,mm,78,81
Whiteochloa capillipes,2.5,minimum leaf width,mm,78,81
Whiteochloa multiciliata,2.5,minimum leaf width,mm,78,81
Agrostis thompsoniae,2.5,minimum leaf width,mm,79,82
Hygrochloa aquatica,2.5,minimum leaf width,mm,80,83
Eragrostis ecarinata,2.5,minimum leaf width,mm,80,83
Iseilema vaginiflorum,2.5,minimum leaf width,mm,80,83
Chrysopogon oliganthus,2.5,minimum leaf width,mm,80,83
Chrysopogon sylvaticus,2.5,minimum leaf width,mm,80,83
Panicum latzii,2.5,minimum leaf width,mm,80,83
Thyridolepis multiculmis,2.5,minimum leaf width,mm,80,83
Astrebla pectinata,2.7,minimum leaf width,mm,79,82
Digitaria porrecta,2.8,minimum leaf width,mm,80,83
Austrostipa aristiglumis,3,minimum leaf width,mm,78,81
Austrostipa curticoma,3,minimum leaf width,mm,78,81
Austrostipa dongicola,3,minimum leaf width,mm,78,81
Bothriochloa ewartiana,3,minimum leaf width,mm,78,81
Cenchrus caliculatus,3,minimum leaf width,mm,78,81
Centotheca philippinensis,3,minimum leaf width,mm,78,81
Chrysopogon filipes,3,minimum leaf width,mm,78,81
Chrysopogon pallidus,3,minimum leaf width,mm,78,81
Cleistochloa sclerachne,3,minimum leaf width,mm,78,81
Cymbopogon globosus,3,minimum leaf width,mm,78,81
Cyrtococcum patens,3,minimum leaf width,mm,78,81
Dactyloctenium radulans,3,minimum leaf width,mm,78,81
Deyeuxia brachyathera,3,minimum leaf width,mm,78,81
Deyeuxia decipiens,3,minimum leaf width,mm,78,81
Digitaria ammophila,3,minimum leaf width,mm,78,81
Digitaria basaltica,3,minimum leaf width,mm,78,81
Digitaria hystrichoides,3,minimum leaf width,mm,78,81
Digitaria papposa,3,minimum leaf width,mm,78,81
Digitaria parviflora,3,minimum leaf width,mm,78,81
Digitaria setigera,3,minimum leaf width,mm,78,81
Echinochloa picta,3,minimum leaf width,mm,78,81
Eragrostis fenshamii,3,minimum leaf width,mm,78,81
Eragrostis schultzii,3,minimum leaf width,mm,78,81
Eriachne aristidea,3,minimum leaf width,mm,78,81
Eriachne burkittii,3,minimum leaf width,mm,78,81
Eriochloa australiensis,3,minimum leaf width,mm,78,81
Germainia capitata,3,minimum leaf width,mm,78,81
Heteropogon triticeus,3,minimum leaf width,mm,78,81
Isachne globosa,3,minimum leaf width,mm,78,81
Ischaemum australe,3,minimum leaf width,mm,78,81
Ischaemum australe var. arundinaceum,3,minimum leaf width,mm,78,81
Ischaemum australe var. australe,3,minimum leaf width,mm,78,81
Ischaemum australe var. villosum,3,minimum leaf width,mm,78,81
Ischaemum rugosum,3,minimum leaf width,mm,78,81
Ischaemum rugosum var. rugosum,3,minimum leaf width,mm,78,81
