Taxon,trait value,trait,units,primary_source_id,metadata_id
Arundinella montana,1.4,maximum seed length,mm,79,82
Arthragrostis clarksoniana,1.5,maximum seed length,mm,79,82
Amphibromus vickeryae,1.9,maximum seed length,mm,79,82
Arundinella setosa,2,maximum seed length,mm,79,82
Agrostis australiensis,2,maximum seed length,mm,79,82
Agrostis bettyae,2,maximum seed length,mm,79,82
Aristida forsteri,2,maximum seed length,mm,79,82
Aristida helicophylla,3,maximum seed length,mm,79,82
Aristida platychaeta,3,maximum seed length,mm,79,82
Arthraxon castratu,3.3,maximum seed length,mm,79,82
Aristida contorta,4.5,maximum seed length,mm,79,82
Aristida jerichoensis,4.5,maximum seed length,mm,79,82
Aristida thompsonii,4.5,maximum seed length,mm,79,82
Arthraxon hispidus,5,maximum seed length,mm,79,82
Aristida calycina,5,maximum seed length,mm,79,82
Aristida psammophila,5.3,maximum seed length,mm,79,82
Aristida dominii,5.5,maximum seed length,mm,79,82
Aristida latzii,5.5,maximum seed length,mm,79,82
Aristida polyclados,5.6,maximum seed length,mm,79,82
Aristida lignosa,6,maximum seed length,mm,79,82
Aristida nitidula,6,maximum seed length,mm,79,82
Aristida exserta,6,maximum seed length,mm,79,82
Aristida caput-medusae,6.1,maximum seed length,mm,79,82
Aristida leichhardtiana,6.5,maximum seed length,mm,79,82
Aristida longicollis,6.5,maximum seed length,mm,79,82
Aristida warburgii,7,maximum seed length,mm,79,82
Aristida holathera,7.9,maximum seed length,mm,79,82
Aristida schultzii,8,maximum seed length,mm,79,82
Aristida echinata,8,maximum seed length,mm,79,82
Aristida gracilipes,8,maximum seed length,mm,79,82
Aristida spuria,8,maximum seed length,mm,79,82
Aristida macroclada,8,maximum seed length,mm,79,82
Aristida personata,8.5,maximum seed length,mm,79,82
Aristida lazaridis,8.5,maximum seed length,mm,79,82
Aristida sciuroides,9,maximum seed length,mm,79,82
Aristida vagans,9,maximum seed length,mm,79,82
Aristida obscura,10,maximum seed length,mm,79,82
Aristida leptopoda,10.5,maximum seed length,mm,79,82
Isachne myosotis,0.02,minimum height,m,79,82
Poa orba,0.05,minimum height,m,79,82
Puccinellia decumbens,0.07,minimum height,m,79,82
Poa physoclina,0.15,minimum height,m,79,82
Puccinellia harcusiana,0.24,minimum height,m,79,82
Puccinellia perlaxa,0.25,minimum height,m,79,82
Austrochloris dichanthioides,0.5,minimum height,m,79,82
Ancistrachne maidenii,10,minimum leaf length,mm,79,82
Ancistrachne uncinulata,10,minimum leaf length,mm,79,82
Amphipogon debilis,10,minimum leaf length,mm,79,82
Puccinellia decumbens,10,minimum leaf length,mm,79,82
Amphipogon strictus,10,minimum leaf length,mm,79,82
Agrostis parviflora,10,minimum leaf length,mm,79,82
Agrostis australiensis,10,minimum leaf length,mm,79,82
Alloteropsis cimicina,15,minimum leaf length,mm,79,82
Arthragrostis deschampsioides,20,minimum leaf length,mm,79,82
Arthragrostis aristispicula,20,minimum leaf length,mm,79,82
Aristida caput-medusae,20,minimum leaf length,mm,79,82
Agrostis venusta,20,minimum leaf length,mm,79,82
Arthraxon castratu,30,minimum leaf length,mm,79,82
Arthragrostis clarksoniana,30,minimum leaf length,mm,79,82
Arthragrostis brassiana,30,minimum leaf length,mm,79,82
Arthragrostis brassiana var. brassiana,30,minimum leaf length,mm,79,82
Arthragrostis brassiana var. minutiflora,30,minimum leaf length,mm,79,82
Apluda mutica,30,minimum leaf length,mm,79,82
Aristida capillifolia,30,minimum leaf length,mm,79,82
Aristida contorta,30,minimum leaf length,mm,79,82
Agrostis muelleriana,30,minimum leaf length,mm,79,82
Aristida exserta,40,minimum leaf length,mm,79,82
Arundinella grevillensis,40,minimum leaf length,mm,79,82
Poa orba,40,minimum leaf length,mm,79,82
Aristida gracilipes,40,minimum leaf length,mm,79,82
Aristida platychaeta,40,minimum leaf length,mm,79,82
Aristida anthoxanthoides,40,minimum leaf length,mm,79,82
Aristida vickeryae,40,minimum leaf length,mm,79,82
Arundinella montana,50,minimum leaf length,mm,79,82
Aristida burbidgeae,50,minimum leaf length,mm,79,82
Amphipogon amphipogonoides,50,minimum leaf length,mm,79,82
Amphipogon avenaceus,50,minimum leaf length,mm,79,82
Aristida australis,50,minimum leaf length,mm,79,82
Isachne myosotis,50,minimum leaf length,mm,79,82
Australopyrum pectinatum,50,minimum leaf length,mm,79,82
Aristida vagans,50,minimum leaf length,mm,79,82
Aristida echinata,60,minimum leaf length,mm,79,82
Aristida ramosa,60,minimum leaf length,mm,79,82
Aristida leichhardtiana,60,minimum leaf length,mm,79,82
Aristida psammophila,70,minimum leaf length,mm,79,82
Aristida forsteri,70,minimum leaf length,mm,79,82
Aristida burraensis,70,minimum leaf length,mm,79,82
Amphibromus whitei,70,minimum leaf length,mm,79,82
Aristida annua,70,minimum leaf length,mm,79,82
Astrebla squarrosa,70,minimum leaf length,mm,79,82
Astrebla pectinata,70,minimum leaf length,mm,79,82
Aristida acuta,70,minimum leaf length,mm,79,82
Aristida dominii,80,minimum leaf length,mm,79,82
Aristida polyclados,80,minimum leaf length,mm,79,82
Puccinellia harcusiana,80,minimum leaf length,mm,79,82
Amphibromus sinuatus,80,minimum leaf length,mm,79,82
Aristida spuria,80,minimum leaf length,mm,79,82
Arundinella nepalensis,80,minimum leaf length,mm,79,82
Astrebla lappacea,80,minimum leaf length,mm,79,82
Aristida personata,80,minimum leaf length,mm,79,82
Aristida warburgii,80,minimum leaf length,mm,79,82
Aristida strigosa,90,minimum leaf length,mm,79,82
Aristida longicollis,90,minimum leaf length,mm,79,82
Aristida muricata,90,minimum leaf length,mm,79,82
Aristida latzii,100,minimum leaf length,mm,79,82
Aristida lazaridis,100,minimum leaf length,mm,79,82
Aristida perniciosa,100,minimum leaf length,mm,79,82
Aristida schultzii,100,minimum leaf length,mm,79,82
Aristida sciuroides,100,minimum leaf length,mm,79,82
Aristida thompsonii,100,minimum leaf length,mm,79,82
Arundinella setosa,100,minimum leaf length,mm,79,82
Aristida ingrata,100,minimum leaf length,mm,79,82
Aristida kimberleyensis,100,minimum leaf length,mm,79,82
Amphibromus fluitans,100,minimum leaf length,mm,79,82
Alloteropsis semialata,100,minimum leaf length,mm,79,82
Amphipogon laguroides,100,minimum leaf length,mm,79,82
Amphipogon turbinatus,100,minimum leaf length,mm,79,82
Aristida arida,100,minimum leaf length,mm,79,82
Aristida granitica,100,minimum leaf length,mm,79,82
Aristida utilis,100,minimum leaf length,mm,79,82
Aristida utilis var. grandiflora,100,minimum leaf length,mm,79,82
Aristida utilis var. utilis,100,minimum leaf length,mm,79,82
Poa physoclina,100,minimum leaf length,mm,79,82
Amphipogon caricinus,100,minimum leaf length,mm,79,82
Aristida helicophylla,100,minimum leaf length,mm,79,82
Aristida holathera,100,minimum leaf length,mm,79,82
Aristida obscura,100,minimum leaf length,mm,79,82
Aristida behriana,100,minimum leaf length,mm,79,82
Amphibromus pithogastrus,100,minimum leaf length,mm,79,82
Aristida hygrometrica,110,minimum leaf length,mm,79,82
Aristida blakei,110,minimum leaf length,mm,79,82
Astrebla elymoides,120,minimum leaf length,mm,79,82
Aristida nitidula,120,minimum leaf length,mm,79,82
Agrostis diemenica,120,minimum leaf length,mm,79,82
Acrachne racemosa,130,minimum leaf length,mm,79,82
Agrostis thompsoniae,130,minimum leaf length,mm,79,82
Amphipogon setaceus,150,minimum leaf length,mm,79,82
Aristida biglandulosa,150,minimum leaf length,mm,79,82
Aristida inaequiglumis,150,minimum leaf length,mm,79,82
Aristida superpendens,150,minimum leaf length,mm,79,82
Aristida macroclada,150,minimum leaf length,mm,79,82
Amphibromus vickeryae,150,minimum leaf length,mm,79,82
Puccinellia perlaxa,150,minimum leaf length,mm,79,82
Amphibromus recurvatus,150,minimum leaf length,mm,79,82
Amphibromus macrorhinus,150,minimum leaf length,mm,79,82
Aristida leptopoda,150,minimum leaf length,mm,79,82
Aristida lignosa,150,minimum leaf length,mm,79,82
Amphibromus neesii,150,minimum leaf length,mm,79,82
Amphibromus nervosus,150,minimum leaf length,mm,79,82
Agrostis propinqua,150,minimum leaf length,mm,79,82
Aristida jerichoensis,160,minimum leaf length,mm,79,82
Aristida pruinosa,200,minimum leaf length,mm,79,82
Aristida queenslandica,200,minimum leaf length,mm,79,82
Aristida calycina,200,minimum leaf length,mm,79,82
Aristida benthamii,200,minimum leaf length,mm,79,82
Aristida latifolia,350,minimum leaf length,mm,79,82
Poa physoclina,0.2,minimum leaf width,mm,79,82
Puccinellia decumbens,0.2,minimum leaf width,mm,79,82
Agrostis parviflora,0.25,minimum leaf width,mm,79,82
Agrostis venusta,0.3,minimum leaf width,mm,79,82
Agrostis australiensis,0.4,minimum leaf width,mm,79,82
Aristida dominii,0.5,minimum leaf width,mm,79,82
Aristida exserta,0.5,minimum leaf width,mm,79,82
Aristida polyclados,0.5,minimum leaf width,mm,79,82
Aristida thompsonii,0.5,minimum leaf width,mm,79,82
Aristida granitica,0.5,minimum leaf width,mm,79,82
Aristida capillifolia,0.5,minimum leaf width,mm,79,82
Aristida spuria,0.5,minimum leaf width,mm,79,82
Aristida caput-medusae,0.5,minimum leaf width,mm,79,82
Aristida vickeryae,0.5,minimum leaf width,mm,79,82
Aristida superpendens,0.6,minimum leaf width,mm,79,82
Aristida ramosa,0.6,minimum leaf width,mm,79,82
Aristida nitidula,0.7,minimum leaf width,mm,79,82
Aristida hygrometrica,0.8,minimum leaf width,mm,79,82
Poa orba,0.8,minimum leaf width,mm,79,82
Amphipogon setaceus,1,minimum leaf width,mm,79,82
Aristida latzii,1,minimum leaf width,mm,79,82
Aristida schultzii,1,minimum leaf width,mm,79,82
Aristida psammophila,1,minimum leaf width,mm,79,82
Aristida forsteri,1,minimum leaf width,mm,79,82
Aristida macroclada,1,minimum leaf width,mm,79,82
Arthragrostis deschampsioides,1,minimum leaf width,mm,79,82
Arundinella grevillensis,1,minimum leaf width,mm,79,82
Ancistrachne maidenii,1,minimum leaf width,mm,79,82
Aristida burbidgeae,1,minimum leaf width,mm,79,82
Aristida burraensis,1,minimum leaf width,mm,79,82
Ancistrachne uncinulata,1,minimum leaf width,mm,79,82
Alloteropsis semialata,1,minimum leaf width,mm,79,82
Amphipogon amphipogonoides,1,minimum leaf width,mm,79,82
Amphipogon avenaceus,1,minimum leaf width,mm,79,82
Amphipogon debilis,1,minimum leaf width,mm,79,82
Aristida arida,1,minimum leaf width,mm,79,82
Arthragrostis aristispicula,1,minimum leaf width,mm,79,82
Amphibromus whitei,1,minimum leaf width,mm,79,82
Puccinellia harcusiana,1,minimum leaf width,mm,79,82
Puccinellia perlaxa,1,minimum leaf width,mm,79,82
Amphibromus sinuatus,1,minimum leaf width,mm,79,82
Aristida annua,1,minimum leaf width,mm,79,82
Aristida echinata,1,minimum leaf width,mm,79,82
Aristida calycina,1,minimum leaf width,mm,79,82
Aristida blakei,1,minimum leaf width,mm,79,82
Australopyrum pectinatum,1,minimum leaf width,mm,79,82
Aristida contorta,1,minimum leaf width,mm,79,82
Aristida leichhardtiana,1,minimum leaf width,mm,79,82
Aristida personata,1,minimum leaf width,mm,79,82
Aristida platychaeta,1,minimum leaf width,mm,79,82
Aristida warburgii,1,minimum leaf width,mm,79,82
Aristida acuta,1,minimum leaf width,mm,79,82
Aristida muricata,1,minimum leaf width,mm,79,82
Agrostis muelleriana,1,minimum leaf width,mm,79,82
Arundinella montana,1.5,minimum leaf width,mm,79,82
Aristida utilis,1.5,minimum leaf width,mm,79,82
Aristida utilis var. grandiflora,1.5,minimum leaf width,mm,79,82
Aristida utilis var. utilis,1.5,minimum leaf width,mm,79,82
Apluda mutica,1.5,minimum leaf width,mm,79,82
Amphibromus macrorhinus,1.5,minimum leaf width,mm,79,82
Aristida gracilipes,1.5,minimum leaf width,mm,79,82
Aristida anthoxanthoides,1.5,minimum leaf width,mm,79,82
Amphibromus nervosus,1.5,minimum leaf width,mm,79,82
Amphibromus pithogastrus,1.5,minimum leaf width,mm,79,82
Agrostis propinqua,1.5,minimum leaf width,mm,79,82
Aristida lazaridis,2,minimum leaf width,mm,79,82
Aristida perniciosa,2,minimum leaf width,mm,79,82
Aristida pruinosa,2,minimum leaf width,mm,79,82
Aristida sciuroides,2,minimum leaf width,mm,79,82
Arundinella setosa,2,minimum leaf width,mm,79,82
Aristida queenslandica,2,minimum leaf width,mm,79,82
Aristida kimberleyensis,2,minimum leaf width,mm,79,82
Amphibromus fluitans,2,minimum leaf width,mm,79,82
Amphipogon laguroides,2,minimum leaf width,mm,79,82
Amphipogon turbinatus,2,minimum leaf width,mm,79,82
Aristida australis,2,minimum leaf width,mm,79,82
Arthragrostis brassiana,2,minimum leaf width,mm,79,82
Arthragrostis brassiana var. brassiana,2,minimum leaf width,mm,79,82
Arthragrostis brassiana var. minutiflora,2,minimum leaf width,mm,79,82
Isachne myosotis,2,minimum leaf width,mm,79,82
Amphibromus recurvatus,2,minimum leaf width,mm,79,82
Aristida strigosa,2,minimum leaf width,mm,79,82
Amphipogon caricinus,2,minimum leaf width,mm,79,82
Amphipogon strictus,2,minimum leaf width,mm,79,82
Aristida helicophylla,2,minimum leaf width,mm,79,82
Aristida holathera,2,minimum leaf width,mm,79,82
Aristida jerichoensis,2,minimum leaf width,mm,79,82
Aristida lignosa,2,minimum leaf width,mm,79,82
Aristida longicollis,2,minimum leaf width,mm,79,82
Aristida obscura,2,minimum leaf width,mm,79,82
Aristida behriana,2,minimum leaf width,mm,79,82
Aristida latifolia,2,minimum leaf width,mm,79,82
Amphibromus neesii,2,minimum leaf width,mm,79,82
Agrostis diemenica,2,minimum leaf width,mm,79,82
Aristida inaequiglumis,2.3,minimum leaf width,mm,79,82
Agrostis thompsoniae,2.5,minimum leaf width,mm,79,82
Astrebla pectinata,2.7,minimum leaf width,mm,79,82
Aristida biglandulosa,3,minimum leaf width,mm,79,82
Aristida ingrata,3,minimum leaf width,mm,79,82
Amphibromus vickeryae,3,minimum leaf width,mm,79,82
Acrachne racemosa,3,minimum leaf width,mm,79,82
Arundinella nepalensis,3,minimum leaf width,mm,79,82
Astrebla squarrosa,3,minimum leaf width,mm,79,82
Astrebla elymoides,3,minimum leaf width,mm,79,82
Aristida benthamii,3,minimum leaf width,mm,79,82
Aristida vagans,3,minimum leaf width,mm,79,82
Aristida leptopoda,3.5,minimum leaf width,mm,79,82
Alloteropsis cimicina,4,minimum leaf width,mm,79,82
Astrebla lappacea,4,minimum leaf width,mm,79,82
Arthraxon castratu,6,minimum leaf width,mm,79,82
Arthragrostis clarksoniana,20,minimum leaf width,mm,79,82
Arundinella grevillensis,1,minimum seed length,mm,79,82
Acrachne racemosa,1.1,minimum seed length,mm,79,82
Arthragrostis deschampsioides,1.2,minimum seed length,mm,79,82
Amphibromus whitei,1.3,minimum seed length,mm,79,82
Arundinella montana,1.4,minimum seed length,mm,79,82
Arthragrostis clarksoniana,1.5,minimum seed length,mm,79,82
Arundinella nepalensis,1.6,minimum seed length,mm,79,82
Amphibromus vickeryae,1.9,minimum seed length,mm,79,82
Arundinella setosa,2,minimum seed length,mm,79,82
Agrostis australiensis,2,minimum seed length,mm,79,82
Agrostis bettyae,2,minimum seed length,mm,79,82
Aristida forsteri,2,minimum seed length,mm,79,82
Astrebla squarrosa,2.5,minimum seed length,mm,79,82
Arthraxon castratu,2.5,minimum seed length,mm,79,82
Aristida contorta,3,minimum seed length,mm,79,82
Aristida helicophylla,3,minimum seed length,mm,79,82
Aristida calycina,3,minimum seed length,mm,79,82
Aristida platychaeta,3,minimum seed length,mm,79,82
Aristida inaequiglumis,3.1,minimum seed length,mm,79,82
Aristida jerichoensis,3.5,minimum seed length,mm,79,82
Arthraxon hispidus,3.5,minimum seed length,mm,79,82
Aristida queenslandica,3.6,minimum seed length,mm,79,82
Aristida polyclados,3.7,minimum seed length,mm,79,82
Aristida capillifolia,4,minimum seed length,mm,79,82
Aristida caput-medusae,4,minimum seed length,mm,79,82
Aristida longicollis,4,minimum seed length,mm,79,82
Aristida dominii,4.5,minimum seed length,mm,79,82
Aristida thompsonii,4.5,minimum seed length,mm,79,82
Aristida nitidula,4.6,minimum seed length,mm,79,82
Aristida holathera,4.8,minimum seed length,mm,79,82
Aristida psammophila,4.8,minimum seed length,mm,79,82
Aristida spuria,4.8,minimum seed length,mm,79,82
Aristida biglandulosa,5,minimum seed length,mm,79,82
Aristida pruinosa,5,minimum seed length,mm,79,82
Aristida ramosa,5,minimum seed length,mm,79,82
Aristida strigosa,5,minimum seed length,mm,79,82
Aristida exserta,5,minimum seed length,mm,79,82
Aristida lazaridis,5,minimum seed length,mm,79,82
Aristida echinata,5,minimum seed length,mm,79,82
Aristida macroclada,5,minimum seed length,mm,79,82
Aristida perniciosa,5.4,minimum seed length,mm,79,82
Aristida latzii,5.5,minimum seed length,mm,79,82
Aristida superpendens,5.6,minimum seed length,mm,79,82
Aristida lignosa,6,minimum seed length,mm,79,82
Aristida obscura,6,minimum seed length,mm,79,82
Aristida personata,6,minimum seed length,mm,79,82
Aristida gracilipes,6,minimum seed length,mm,79,82
Aristida warburgii,6,minimum seed length,mm,79,82
Aristida vagans,6,minimum seed length,mm,79,82
Aristida leichhardtiana,6.5,minimum seed length,mm,79,82
Aristida hygrometrica,6.6,minimum seed length,mm,79,82
Aristida schultzii,7,minimum seed length,mm,79,82
Aristida sciuroides,7.5,minimum seed length,mm,79,82
Aristida leptopoda,8,minimum seed length,mm,79,82
Alloteropsis semialata,?c4,photosynthetic pathway,NA,79,82
Alloteropsis cimicina,?c4,photosynthetic pathway,NA,79,82
Arundinella nepalensis,c3,photosynthetic pathway,NA,79,82
Arundinella setosa,c3,photosynthetic pathway,NA,79,82
Arundinella grevillensis,c3,photosynthetic pathway,NA,79,82
Arundinella montana,c3,photosynthetic pathway,NA,79,82
Amphipogon caricinus,C3,photosynthetic pathway,NA,79,82
Amphipogon caricinus var. caricinus,C3,photosynthetic pathway,NA,79,82
Amphipogon sericeus,C3,photosynthetic pathway,NA,79,82
Ancistrachne maidenii,C3,photosynthetic pathway,NA,79,82
Amphibromus fluitans,C3,photosynthetic pathway,NA,79,82
Ancistrachne uncinulata,C3,photosynthetic pathway,NA,79,82
Amphipogon strictus,C3,photosynthetic pathway,NA,79,82
Amphipogon setaceus,C3,photosynthetic pathway,NA,79,82
Amphipogon amphipogonoides,C3,photosynthetic pathway,NA,79,82
Amphipogon avenaceus,C3,photosynthetic pathway,NA,79,82
Amphipogon debilis,C3,photosynthetic pathway,NA,79,82
Amphipogon laguroides,C3,photosynthetic pathway,NA,79,82
Amphipogon turbinatus,C3,photosynthetic pathway,NA,79,82
Amphibromus archeri,C3,photosynthetic pathway,NA,79,82
Amphipogon caricinus var. scaber,C3,photosynthetic pathway,NA,79,82
Amphipogon laguroides subsp. havelii,C3,photosynthetic pathway,NA,79,82
Amphipogon laguroides subsp. laguroides,C3,photosynthetic pathway,NA,79,82
Amphibromus sinuatus,C3,photosynthetic pathway,NA,79,82
Amphibromus macrorhinus,C3,photosynthetic pathway,NA,79,82
Australopyrum pectinatum,C3,photosynthetic pathway,NA,79,82
Amphibromus neesii,C3,photosynthetic pathway,NA,79,82
Amphibromus nervosus,C3,photosynthetic pathway,NA,79,82
Amphibromus pithogastrus,C3,photosynthetic pathway,NA,79,82
Australopyrum retrofractum,C3,photosynthetic pathway,NA,79,82
Amphibromus vickeryae,C3,photosynthetic pathway,NA,79,82
Amphibromus whitei,C3,photosynthetic pathway,NA,79,82
Amphibromus recurvatus,C3,photosynthetic pathway,NA,79,82
Anisopogon avenaceus,c3,photosynthetic pathway,NA,79,82
Aristida biglandulosa,c4,photosynthetic pathway,NA,79,82
Aristida hygrometrica,c4,photosynthetic pathway,NA,79,82
Aristida inaequiglumis,c4,photosynthetic pathway,NA,79,82
Aristida perniciosa,c4,photosynthetic pathway,NA,79,82
Aristida pruinosa,c4,photosynthetic pathway,NA,79,82
Aristida superpendens,c4,photosynthetic pathway,NA,79,82
Aristida capillifolia,c4,photosynthetic pathway,NA,79,82
Aristida ramosa,c4,photosynthetic pathway,NA,79,82
Aristida queenslandica,c4,photosynthetic pathway,NA,79,82
Aristida strigosa,c4,photosynthetic pathway,NA,79,82
Astrebla squarrosa,c4,photosynthetic pathway,NA,79,82
Aristida caput-medusae,c4,photosynthetic pathway,NA,79,82
Aristida contorta,c4,photosynthetic pathway,NA,79,82
Aristida jerichoensis,c4,photosynthetic pathway,NA,79,82
Aristida lignosa,c4,photosynthetic pathway,NA,79,82
Aristida nitidula,c4,photosynthetic pathway,NA,79,82
Aristida obscura,c4,photosynthetic pathway,NA,79,82
Aristida personata,c4,photosynthetic pathway,NA,79,82
Arthraxon hispidus,c4,photosynthetic pathway,NA,79,82
Aristida dominii,c4,photosynthetic pathway,NA,79,82
Aristida exserta,c4,photosynthetic pathway,NA,79,82
Aristida latzii,c4,photosynthetic pathway,NA,79,82
Aristida lazaridis,c4,photosynthetic pathway,NA,79,82
Aristida polyclados,c4,photosynthetic pathway,NA,79,82
Aristida schultzii,c4,photosynthetic pathway,NA,79,82
Aristida sciuroides,c4,photosynthetic pathway,NA,79,82
Aristida thompsonii,c4,photosynthetic pathway,NA,79,82
Arthraxon castratu,c4,photosynthetic pathway,NA,79,82
Aristida echinata,c4,photosynthetic pathway,NA,79,82
Aristida gracilipes,c4,photosynthetic pathway,NA,79,82
Aristida helicophylla,c4,photosynthetic pathway,NA,79,82
Aristida holathera,c4,photosynthetic pathway,NA,79,82
Aristida psammophila,c4,photosynthetic pathway,NA,79,82
Aristida calycina,c4,photosynthetic pathway,NA,79,82
Aristida spuria,c4,photosynthetic pathway,NA,79,82
Aristida leichhardtiana,c4,photosynthetic pathway,NA,79,82
Aristida leptopoda,c4,photosynthetic pathway,NA,79,82
Aristida longicollis,c4,photosynthetic pathway,NA,79,82
Aristida platychaeta,c4,photosynthetic pathway,NA,79,82
Aristida warburgii,c4,photosynthetic pathway,NA,79,82
Aristida forsteri,c4,photosynthetic pathway,NA,79,82
Aristida macroclada,c4,photosynthetic pathway,NA,79,82
Arthragrostis clarksoniana,c4,photosynthetic pathway,NA,79,82
Arthragrostis deschampsioides,c4,photosynthetic pathway,NA,79,82
Aristida ingrata,c4,photosynthetic pathway,NA,79,82
Aristida behriana,c4,photosynthetic pathway,NA,79,82
Astrebla elymoides,c4,photosynthetic pathway,NA,79,82
Astrebla pectinata,c4,photosynthetic pathway,NA,79,82
Aristida anthoxanthoides,c4,photosynthetic pathway,NA,79,82
Aristida latifolia,c4,photosynthetic pathway,NA,79,82
Aristida holathera var. holathera,c4,photosynthetic pathway,NA,79,82
Aristida calycina var. calycina,c4,photosynthetic pathway,NA,79,82
Aristida arida,c4,photosynthetic pathway,NA,79,82
Aristida benthamii var. benthamii,c4,photosynthetic pathway,NA,79,82
Aristida burbidgeae,c4,photosynthetic pathway,NA,79,82
Aristida burraensis,c4,photosynthetic pathway,NA,79,82
Aristida kimberleyensis,c4,photosynthetic pathway,NA,79,82
Aristida annua,c4,photosynthetic pathway,NA,79,82
Aristida blakei,c4,photosynthetic pathway,NA,79,82
Aristida acuta,c4,photosynthetic pathway,NA,79,82
Aristida muricata,c4,photosynthetic pathway,NA,79,82
Aristida vickeryae,c4,photosynthetic pathway,NA,79,82
Aristida queenslandica var. queenslandica,c4,photosynthetic pathway,NA,79,82
Aristida benthamii var. spinulifera,c4,photosynthetic pathway,NA,79,82
Aristida jerichoensis var. jerichoensis,c4,photosynthetic pathway,NA,79,82
Aristida jerichoensis var. subspinulifera,c4,photosynthetic pathway,NA,79,82
Aristida calycina var. praealta,c4,photosynthetic pathway,NA,79,82
Aristida australis,c4,photosynthetic pathway,NA,79,82
Aristida granitica,c4,photosynthetic pathway,NA,79,82
Aristida utilis,c4,photosynthetic pathway,NA,79,82
Aristida utilis var. grandiflora,c4,photosynthetic pathway,NA,79,82
Aristida utilis var. utilis,c4,photosynthetic pathway,NA,79,82
Arthragrostis aristispicula,c4,photosynthetic pathway,NA,79,82
Arthragrostis brassiana,c4,photosynthetic pathway,NA,79,82
Arthragrostis brassiana var. brassiana,c4,photosynthetic pathway,NA,79,82
Arthragrostis brassiana var. minutiflora,c4,photosynthetic pathway,NA,79,82
Aristida benthamii,c4,photosynthetic pathway,NA,79,82
Aristida queenslandica var. dissimilis,c4,photosynthetic pathway,NA,79,82
Aristida holathera var. latifolia,c4,photosynthetic pathway,NA,79,82
Aristida macroclada subsp. macroclada,c4,photosynthetic pathway,NA,79,82
Aristida macroclada subsp. queenslandica,c4,photosynthetic pathway,NA,79,82
Aristida calycina var. filifolia,c4,photosynthetic pathway,NA,79,82
Aristida sp.,c4,photosynthetic pathway,NA,79,82
Aristida sp.,c4,photosynthetic pathway,NA,79,82
Astrebla lappacea,c4,photosynthetic pathway,NA,79,82
Aristida vagans,c4,photosynthetic pathway,NA,79,82
Apluda mutica,c4,photosynthetic pathway,NA,79,82
