"","day","month","year","location","site","type","id","leaf","unique_id","species","leaf_area","leafthick","ldmc","sla","C","N","cn_ratio","C13","N15","chlor2","caro","density","swc","Narea","lat","lon","mat","precip","evap","pep"
"1","17","8","2018","Marysville","SC2","T",262,"B","T262B","Eucalyptus viminalis",28.0284,0.35,524.075630252101,56.1781447927523,NA,NA,NA,NA,NA,0.557096170414651,-0.0275421643497745,0.00508586189110229,0.908121542531869,NA,-37.33071081,145.9017279,110,1565,1101.55158273381,1.42072330023439
"2","17","8","2018","Marysville","SC2","T",262,"E","T262E","Eucalyptus viminalis",25.8197,0.356666666666667,502.508513053348,58.3219263174539,NA,NA,NA,NA,NA,0.58600198106821,-0.0182527888112212,0.00480734861618921,0.990016037586682,NA,-37.33071081,145.9017279,110,1565,1101.55158273381,1.42072330023439
"3","17","8","2018","Marysville","SC2","T",262,"D","T262D","Eucalyptus viminalis",21.0624,0.353333333333333,509.472140762463,60.6182006561906,NA,NA,NA,NA,NA,0.553371661631998,-0.0149504521225681,0.00466887609432242,0.962815863696541,NA,-37.33071081,145.9017279,110,1565,1101.55158273381,1.42072330023439
"4","17","8","2018","Marysville","SC2","T",261,"E","T261E","Eucalyptus regnans",17.0687,0.32,507.595628415301,61.2505831269961,NA,NA,NA,NA,NA,0.533389989490734,-0.0212019623500083,0.00510199224311166,0.970072128323824,NA,-37.32915136,145.9002642,110,1565,1101.55158273381,1.42072330023439
"5","17","8","2018","Marysville","SC2","M",260,"B","M260B","Muellerina eucalyptoides",17.7051,0.776666666666667,517.205414012739,27.2549683656348,NA,NA,NA,NA,NA,0.425426804814221,-0.0489597923293362,0.00472410619155999,0.933467772971475,NA,-37.32989324,145.9005262,110,1565,1101.55158273381,1.42072330023439
"6","17","8","2018","Marysville","SC2","M",260,"C","M260C","Muellerina eucalyptoides",19.0751,0.793333333333333,490.347574221579,28.1688497718446,48.44,1.17,41.4017094017094,-31.29,-4.16,0.425180517386685,-0.0645900460860635,0.00447481601801354,1.03936972990534,0.0415352422792017,-37.32989324,145.9005262,110,1565,1101.55158273381,1.42072330023439
"7","17","8","2018","Marysville","SC2","T",260,"A","T260A","Eucalyptus viminalis",24.7117,0.31,513.777777777778,62.8732444534907,NA,NA,NA,NA,NA,0.562413226628586,-0.0124466698431266,0.0051306505329133,0.94636678200692,NA,-37.32989324,145.9005262,110,1565,1101.55158273381,1.42072330023439
"8","17","8","2018","Marysville","SC2","T",260,"D","T260D","Eucalyptus viminalis",20.2816,0.34,507.326732673267,56.5451098472176,NA,NA,NA,NA,NA,0.568011089546064,-0.0178568012532878,0.00520146919607224,0.97111631537861,NA,-37.32989324,145.9005262,110,1565,1101.55158273381,1.42072330023439
"9","17","8","2018","Marysville","SC2","M",260,"A","M260A","Muellerina eucalyptoides",21.4836,0.953333333333333,444.429760156632,23.661134178442,NA,NA,NA,NA,NA,0.34212464080633,-0.197996616782868,0.00443322387270329,1.25007434166327,NA,-37.32989324,145.9005262,110,1565,1101.55158273381,1.42072330023439
"10","17","8","2018","Marysville","SC2","M",261,"B","M261B","Muellerina eucalyptoides",28.4938,0.98,402.875,29.4692315647947,NA,NA,NA,NA,NA,0.38736823203993,-0.0857805027829494,0.00346262223031405,1.48215947874651,NA,-37.32915136,145.9002642,110,1565,1101.55158273381,1.42072330023439
