Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name,location_name2,location_name3
vcsb-5674-trial,1848,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Echuca, between rail line and aerodrome, 3.5 km SSE of town centre.",-36.158611,144.756944,NA,NA,NA,NA,NA,NA,NA,NA,8/20/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2019,28 days,NA,9,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.158611_lat_and_144.756944_long,location_at_-36.158611_lat_and_144.756944_long,location_at_-36.158611_lat_and_144.756944_long
vcsb-2443,988,Pogonolepis muelleriana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,8269,NA,NA,NA,NA,NA,NA,9/29/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-2443,988,Pogonolepis muelleriana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,8269,NA,NA,NA,NA,NA,NA,9/29/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-2441,846,Wahlenbergia luteola,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,141124,NA,NA,NA,NA,15,NA,9/23/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-2442,898,Stackhousia subterranea,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,2800,NA,NA,NA,NA,15,NA,9/29/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-2429,929,Eleocharis plana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,10499,NA,NA,NA,NA,NA,NA,9/23/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-4614-trial,988,Pogonolepis muelleriana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-4614-trial,988,Pogonolepis muelleriana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-4445-trial,846,Wahlenbergia luteola,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/23/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/28/2011,316 days,NA,9,NA,NA,25,NA,48,NA,NA,Agar 1%,20,15,NA,NA,none,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-4503-trial,898,Stackhousia subterranea,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/2011,365 days,NA,0,NA,NA,25,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-6279-trial,2245,Poranthera oreophila,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 days,NA,2,NA,NA,20,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-6278-trial,2245,Poranthera oreophila,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269 days,NA,11,NA,NA,21,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-4545-trial,929,Eleocharis plana,Victorian Conservation Seed Bank,Terrick Terrick National Park. About 500 metres east of the summit of Mt Terrick Terrick.,-36.166111,144.251667,NA,NA,NA,NA,NA,NA,NA,NA,9/23/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long,location_at_-36.166111_lat_and_144.251667_long
vcsb-2057,459,Isotoma axillaris,Victorian Conservation Seed Bank,"Terrick Terrick National Park, near the summit of Mt Terrick Terrick.",-36.1681,144.2428,NA,NA,NA,NA,NA,NA,15,11/26/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long
vcsb-2056,468,Prostanthera nivea var. nivea,Victorian Conservation Seed Bank,"Terrick Terrick National Park, near the summit of Mt Terrick Terrick.",-36.1681,144.2428,NA,NA,NA,NA,NA,NA,15,11/26/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long
vcsb-917-trial,459,Isotoma axillaris,Victorian Conservation Seed Bank,"Terrick Terrick National Park, near the summit of Mt Terrick Terrick.",-36.1681,144.2428,NA,NA,NA,NA,NA,NA,NA,11/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245 days,NA,1,NA,NA,25,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long
vcsb-927-trial,468,Prostanthera nivea var. nivea,Victorian Conservation Seed Bank,"Terrick Terrick National Park, near the summit of Mt Terrick Terrick.",-36.1681,144.2428,NA,NA,NA,NA,NA,NA,NA,11/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/2008,335 days,NA,0,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long,location_at_-36.1681_lat_and_144.2428_long
vcsb-2426,990,Glossostigma drummondii,Victorian Conservation Seed Bank,Terrick Terrick National Park. Beside Allen Track near track to camping ground.,-36.171111,144.243056,NA,10500,NA,NA,NA,NA,NA,NA,9/29/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long
vcsb-2427,927,Limosella australis,Victorian Conservation Seed Bank,Terrick Terrick National Park. Beside Allen Track near track to camping ground.,-36.171111,144.243056,NA,5900,NA,NA,NA,NA,NA,NA,9/23/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long
vcsb-2424,966,Isolepis congrua,Victorian Conservation Seed Bank,Terrick Terrick National Park. Beside Allen Track near track to camping ground.,-36.171111,144.243056,NA,25000,NA,NA,NA,NA,15,NA,9/23/2011,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long
vcsb-4699-trial,927,Limosella australis,Victorian Conservation Seed Bank,Terrick Terrick National Park. Beside Allen Track near track to camping ground.,-36.171111,144.243056,NA,NA,NA,NA,NA,NA,NA,NA,9/23/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long
vcsb-4601-trial,966,Isolepis congrua,Victorian Conservation Seed Bank,Terrick Terrick National Park. Beside Allen Track near track to camping ground.,-36.171111,144.243056,NA,NA,NA,NA,NA,NA,NA,NA,9/23/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/21/2011,426 days,NA,9,NA,NA,25,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long,location_at_-36.171111_lat_and_144.243056_long
vcsb-2058,555,Triptilodiscus pygmaeus,Victorian Conservation Seed Bank,"Terrick Terrick National Park, beside Cemetery Track about one km from camping ground.",-36.1739,144.2417,NA,4000,NA,NA,NA,NA,15,11/26/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long
vcsb-2058,555,Triptilodiscus pygmaeus,Victorian Conservation Seed Bank,"Terrick Terrick National Park, beside Cemetery Track about one km from camping ground.",-36.1739,144.2417,NA,4000,NA,NA,NA,NA,15,11/26/2008,NA,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long
vcsb-1036-trial,555,Triptilodiscus pygmaeus,Victorian Conservation Seed Bank,"Terrick Terrick National Park, beside Cemetery Track about one km from camping ground.",-36.1739,144.2417,NA,NA,NA,NA,NA,NA,NA,11/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/22/2009,155 days,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long
vcsb-1036-trial,555,Triptilodiscus pygmaeus,Victorian Conservation Seed Bank,"Terrick Terrick National Park, beside Cemetery Track about one km from camping ground.",-36.1739,144.2417,NA,NA,NA,NA,NA,NA,NA,11/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/22/2009,155 days,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long,location_at_-36.1739_lat_and_144.2417_long
vcsb-3020,1420,Sida corrugata,Victorian Conservation Seed Bank,Mitiamo Cemetery.,-36.175833,144.245,NA,109,NA,NA,NA,NA,NA,11/22/2013,11/17/2014,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.175833_lat_and_144.245_long,location_at_-36.175833_lat_and_144.245_long,location_at_-36.175833_lat_and_144.245_long
vcsb-2785,1096,Eucalyptus porosa,Victorian Conservation Seed Bank,Beside the St Arnaud-Wycheproof Road about 9 km north of the Borung Highway.,-36.183889,143.220278,NA,12000,NA,NA,NA,NA,15,6/21/2012,5/21/2013,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.183889_lat_and_143.220278_long,location_at_-36.183889_lat_and_143.220278_long,location_at_-36.183889_lat_and_143.220278_long
vcsb-4736-trial,1096,Eucalyptus porosa,Victorian Conservation Seed Bank,Beside the St Arnaud-Wycheproof Road about 9 km north of the Borung Highway.,-36.183889,143.220278,NA,NA,NA,NA,NA,NA,NA,6/21/2012,5/21/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/2012,8 days,NA,NA,NA,NA,25,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.183889_lat_and_143.220278_long,location_at_-36.183889_lat_and_143.220278_long,location_at_-36.183889_lat_and_143.220278_long
vcsb-8792,1849,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Beside O'Dea Rd, 600 m NE from Murray Valley Hwy, 11 km W of Wyuna.",-36.195556,144.938333,NA,2150,NA,NA,NA,NA,15,NA,8/20/2019,Victorian Conservation Seedbank,"Walsh, N.G.",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.195556_lat_and_144.938333_long,location_at_-36.195556_lat_and_144.938333_long,location_at_-36.195556_lat_and_144.938333_long
vcsb-5676-trial,1849,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Beside O'Dea Rd, 600 m NE from Murray Valley Hwy, 11 km W of Wyuna.",-36.195556,144.938333,NA,NA,NA,NA,NA,NA,NA,NA,8/20/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2019,28 days,NA,6,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.195556_lat_and_144.938333_long,location_at_-36.195556_lat_and_144.938333_long,location_at_-36.195556_lat_and_144.938333_long
vcsb-1141,1658,Digitaria ammophila,Victorian Conservation Seed Bank,"Glenloth Rd, E side of Teddywaddy Nature Conservation Reserve, c. 100m N of Churchills Rd (c. 1.6 Km N of Calder Hwy).",-36.201111,143.365,NA,38770,NA,NA,NA,NA,15,2/15/2017,7/13/2017,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.201111_lat_and_143.365_long,location_at_-36.201111_lat_and_143.365_long,location_at_-36.201111_lat_and_143.365_long
vcsb-5479-trial,1658,Digitaria ammophila,Victorian Conservation Seed Bank,"Glenloth Rd, E side of Teddywaddy Nature Conservation Reserve, c. 100m N of Churchills Rd (c. 1.6 Km N of Calder Hwy).",-36.201111,143.365,NA,NA,NA,NA,NA,NA,NA,2/15/2017,7/13/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2017,214 days,NA,2,NA,NA,25,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.201111_lat_and_143.365_long,location_at_-36.201111_lat_and_143.365_long,location_at_-36.201111_lat_and_143.365_long
vcsb-JAJ2300,476,Sclerolaena napiformis,Victorian Conservation Seed Bank,Beside Trevaskis Road near Wyuna. 55 329500 5991900,-36.2025,145.1036,NA,4508,NA,NA,NA,NA,15,4/14/2009,5/15/2009,Victorian Conservation Seedbank,"Weber, R.",NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long
vcsb-937-trial,476,Sclerolaena napiformis,Victorian Conservation Seed Bank,Beside Trevaskis Road near Wyuna. 55 329500 5991900,-36.2025,145.1036,NA,NA,NA,NA,NA,NA,NA,4/14/2009,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/11/2009,56 days,NA,5,NA,NA,25,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long
vcsb-1186-trial,476,Sclerolaena napiformis,Victorian Conservation Seed Bank,Beside Trevaskis Road near Wyuna. 55 329500 5991900,-36.2025,145.1036,NA,NA,NA,NA,NA,NA,NA,4/14/2009,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/2009,55 days,NA,4,NA,NA,25,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long
vcsb-5675-trial,476,Sclerolaena napiformis,Victorian Conservation Seed Bank,Beside Trevaskis Road near Wyuna. 55 329500 5991900,-36.2025,145.1036,NA,NA,NA,NA,NA,NA,NA,4/14/2009,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2019,28 days,NA,4,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long,location_at_-36.2025_lat_and_145.1036_long
vcsb-5603,1690,Pimelea spinescens subsp. spinescens,Victorian Conservation Seed Bank,"Mitiamo, rail reserve c. 500 m N from rail siding, east side of rail line.",-36.2056,144.2264,NA,100,NA,NA,NA,NA,NA,9/25/2002,NA,Victorian Conservation Seedbank,"Walsh, N.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2056_lat_and_144.2264_long,location_at_-36.2056_lat_and_144.2264_long,location_at_-36.2056_lat_and_144.2264_long
vcsb-918,1566,Acacia enterocarpa,Victorian Conservation Seed Bank,"Broughton, along sides of Broughton Rd, c. 1 km S of Yanac South Rd, immediately S of bend in the road.",-36.206667,141.312778,NA,NA,NA,NA,NA,NA,15,NA,2/20/2017,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.206667_lat_and_141.312778_long,location_at_-36.206667_lat_and_141.312778_long,location_at_-36.206667_lat_and_141.312778_long
vcsb-5326-trial,1566,Acacia enterocarpa,Victorian Conservation Seed Bank,"Broughton, along sides of Broughton Rd, c. 1 km S of Yanac South Rd, immediately S of bend in the road.",-36.206667,141.312778,NA,NA,NA,NA,NA,NA,NA,NA,2/20/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/2015,346 days,NA,6,NA,NA,25,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.206667_lat_and_141.312778_long,location_at_-36.206667_lat_and_141.312778_long,location_at_-36.206667_lat_and_141.312778_long
vcsb-2178,475,Sclerolaena napiformis,Victorian Conservation Seed Bank,Beside the Serpentine-Echuca Road about 100 metres SW of the Mitiamo- Echuca Road intersection.,-36.2128,144.2619,NA,NA,NA,NA,NA,NA,15,NA,5/15/2009,Victorian Conservation Seedbank,"Jeanes, J.A.",NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long
vcsb-6078-trial,2143,Cassinia maritima,Victorian Conservation Seed Bank,Beside the Serpentine-Echuca Road about 100 metres SW of the Mitiamo- Echuca Road intersection.,-36.2128,144.2619,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76 days,NA,2,NA,NA,25,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long
vcsb-6078-trial,2143,Cassinia maritima,Victorian Conservation Seed Bank,Beside the Serpentine-Echuca Road about 100 metres SW of the Mitiamo- Echuca Road intersection.,-36.2128,144.2619,NA,NA,NA,NA,NA,NA,NA,NA,5/15/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76 days,NA,2,NA,NA,25,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long,location_at_-36.2128_lat_and_144.2619_long
vcsb-8787,1847,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Echuca-Serpentine Rd, c. 300 m SW from Mitiamo-Echuca Rd, 3 km ESE from Mitiamo rail station.",-36.213444,144.260444,NA,1600,NA,NA,NA,NA,15,NA,8/20/2019,Victorian Conservation Seedbank,"Walsh, N.G.",NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.213444_lat_and_144.260444_long,location_at_-36.213444_lat_and_144.260444_long,location_at_-36.213444_lat_and_144.260444_long
vcsb-5673-trial,1847,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Echuca-Serpentine Rd, c. 300 m SW from Mitiamo-Echuca Rd, 3 km ESE from Mitiamo rail station.",-36.213444,144.260444,NA,NA,NA,NA,NA,NA,NA,NA,8/20/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2019,28 days,NA,9,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.213444_lat_and_144.260444_long,location_at_-36.213444_lat_and_144.260444_long,location_at_-36.213444_lat_and_144.260444_long
vcsb-SN31,1927,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Warnup Nature Conservation Reserve [E side of Bendigo - Tennyson Rd, S of Echuca - Mittiamo Rd].",-36.216111,144.383333,NA,290,NA,NA,NA,NA,15,2/23/2018,8/20/2019,Victorian Conservation Seedbank,"Marshall, D.",NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.216111_lat_and_144.383333_long,location_at_-36.216111_lat_and_144.383333_long,location_at_-36.216111_lat_and_144.383333_long
vcsb-5697-trial,1927,Sclerolaena napiformis,Victorian Conservation Seed Bank,"Warnup Nature Conservation Reserve [E side of Bendigo - Tennyson Rd, S of Echuca - Mittiamo Rd].",-36.216111,144.383333,NA,NA,NA,NA,NA,NA,NA,2/23/2018,8/20/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28 days,NA,1,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.216111_lat_and_144.383333_long,location_at_-36.216111_lat_and_144.383333_long,location_at_-36.216111_lat_and_144.383333_long
vcsb-916,1564,Pittosporum angustifolium,Victorian Conservation Seed Bank,"Glenlee Flora and Fauna Reserve, c. 50 m NW of Nhill-Jeparit Rd, c. 200 m W of Gerang-Glenlee Rd.",-36.225833,141.844167,NA,NA,NA,NA,NA,NA,15,NA,2/20/2017,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.225833_lat_and_141.844167_long,location_at_-36.225833_lat_and_141.844167_long,location_at_-36.225833_lat_and_141.844167_long
vcsb-917,1565,Olearia pimeleoides,Victorian Conservation Seed Bank,Glenlee Flora and Fauna Reserve. NW corner of reserve.,-36.225833,141.844167,NA,NA,NA,NA,NA,NA,15,NA,NA,Victorian Conservation Seedbank,"Messina, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,location_at_-36.225833_lat_and_141.844167_long,location_at_-36.225833_lat_and_141.844167_long,location_at_-36.225833_lat_and_141.844167_long_2
