"site_name","longitude","latitude"
"syd_hiP",151.2922222,-33.57888889
"syd_loP",151.1430556,-33.69388889
"wnsw_hiP",146.1547222,-32.96666667
"wnsw_loP",146.1458333,-32.97638889
