"var_name","character","unit"
"TRAIT: maximum height UNITS: m","plant_height_max","m"
"TRAIT: SLA UNITS: cm2/g","specific_leaf_area","mm2 / mg"
"TRAIT: area leaf UNITS: mm2","leaf_area","mm2"
"TRAIT: leaf N content UNITS: %","leaf_N_per_dry_mass","%"
"TRAIT: leaf P content UNITS: %","leaf_P_per_dry_mass","%"
"TRAIT: leaf N content area UNITS: g/m2","leaf_N_per_area","g/m2"
"TRAIT: leaf P content area UNITS: g/m2","leaf_P_per_area","g/m2"
