"key","value"
"plant_data_filename","data.csv"
"site_data_filename","site_data.csv"
"header","TRUE"
"skip","0"
"plant_char_vertical","FALSE"
"site_char_vertical","FALSE"
"process_plant_char","TRUE"
"process_site_char","TRUE"
"process_site_data","TRUE"
