site_name,trait_name,unit,value,notes
syd_hiP,longitude,deg,151.2922222,
syd_hiP,latitude,deg,-33.57888889,
syd_hiP,soil_total_P,ppm,442.3,
syd_hiP,soil_total_N,%,0.256,
syd_hiP,soil_total_C,%,5.91,
syd_hiP,soil_cation_exchange_capacity,meq/kg,55.6,
syd_loP,longitude,deg,151.1430556,
syd_loP,latitude,deg,-33.69388889,
syd_loP,soil_total_P,ppm,93.6,
syd_loP,soil_total_N,%,0.03,
syd_loP,soil_total_C,%,0.95,
syd_loP,soil_cation_exchange_capacity,meq/kg,9,
wnsw_hiP,longitude,deg,146.1547222,
wnsw_hiP,latitude,deg,-32.96666667,
wnsw_hiP,soil_total_P,ppm,250.4,
wnsw_hiP,soil_total_N,%,0.071,
wnsw_hiP,soil_total_C,%,1.2,
wnsw_hiP,soil_cation_exchange_capacity,meq/kg,65.8,
wnsw_loP,longitude,deg,146.1458333,
wnsw_loP,latitude,deg,-32.97638889,
wnsw_loP,soil_total_P,ppm,132.4,
wnsw_loP,soil_total_N,%,0.031,
wnsw_loP,soil_total_C,%,0.67,
wnsw_loP,soil_cation_exchange_capacity,meq/kg,38.7,
