error,dataset_id,taxon_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Metcalfe_2009_125,Kooyman_2011,Ficus virgata,NA,NA,Kooyman_2011_0713,plant_height,30,m,NA,expert_max,NA,Ficus virgata
Duplicate of Metcalfe_2009_127,Kooyman_2011,Flindersia brayleyana,NA,NA,Kooyman_2011_1657,plant_height,35,m,NA,expert_max,NA,Flindersia brayleyana
Duplicate of Metcalfe_2009_128,Kooyman_2011,Flindersia schottiana,NA,NA,Kooyman_2011_2014,plant_height,45,m,NA,expert_max,NA,Flindersia schottiana
Duplicate of Metcalfe_2009_129,Kooyman_2011,Glochidion harveyanum var. harveyanum,NA,NA,Kooyman_2011_0986,plant_height,12,m,NA,expert_max,NA,Glochidion harveyanum-harveyanum
Duplicate of Metcalfe_2009_130,Kooyman_2011,Glochidion philippicum,NA,NA,Kooyman_2011_0990,plant_height,20,m,NA,expert_max,NA,Glochidion philippicum
Duplicate of Metcalfe_2009_131,Kooyman_2011,Glochidion sessiliflorum var. pedicellatum,NA,NA,Kooyman_2011_0994,plant_height,15,m,NA,expert_max,NA,Glochidion sessiliflorum-pedicellatum
Duplicate of Metcalfe_2009_132,Kooyman_2011,Glochidion sumatranum,NA,NA,Kooyman_2011_0996,plant_height,25,m,NA,expert_max,NA,Glochidion sumatranum
Duplicate of Metcalfe_2009_133,Kooyman_2011,Glycosmis trifoliata,NA,NA,Kooyman_2011_1664,plant_height,8,m,NA,expert_max,NA,Glycosmis trifoliata
Duplicate of Metcalfe_2009_135,Kooyman_2011,Gossia myrsinocarpa,NA,NA,Kooyman_2011_0781,plant_height,15,m,NA,expert_max,NA,Gossia myrsinocarpa
Duplicate of Metcalfe_2009_139,Kooyman_2011,Gynochthodes sessilis,NA,NA,Kooyman_2011_2561,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Gynochthodes sessilis
Duplicate of Metcalfe_2009_144,Kooyman_2011,Hibiscus tiliaceus,NA,NA,Kooyman_2011_0612,plant_height,12,m,NA,expert_max,NA,Hibiscus tiliaceus
Duplicate of Metcalfe_2009_146,Kooyman_2011,Homalanthus novo-guineensis,NA,NA,Kooyman_2011_0364,plant_height,25,m,NA,expert_max,NA,Homalanthus novoguineensis
Duplicate of Metcalfe_2009_148,Kooyman_2011,Hoya australis subsp. tenuipes,NA,NA,Kooyman_2011_2189,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Hoya australis-tenuipes
Duplicate of Metcalfe_2009_149,Kooyman_2011,Hoya pottsii,NA,NA,Kooyman_2011_2191,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Hoya pottsii
Duplicate of Metcalfe_2009_155,Kooyman_2011,Ilex arnhemensis subsp. ferdinandi,NA,NA,Kooyman_2011_0063,plant_height,25,m,NA,expert_max,NA,Ilex arnhemensis-ferdinandi
Duplicate of Metcalfe_2009_157,Kooyman_2011,Ixora timorensis,NA,NA,Kooyman_2011_1241,plant_height,10,m,NA,expert_max,NA,Ixora timorensis
Duplicate of Metcalfe_2009_158,Kooyman_2011,Lasianthus chlorocarpus,NA,NA,Kooyman_2011_1245,plant_height,3,m,NA,expert_max,NA,Lasianthus strigosus
Duplicate of Metcalfe_2009_159,Kooyman_2011,Leea novoguineensis,NA,NA,Kooyman_2011_1822,plant_growth_form,shrub,NA,NA,expert_mean,NA,Leea indica
Duplicate of Metcalfe_2009_159,Kooyman_2011,Leea novoguineensis,NA,NA,Kooyman_2011_1822,plant_height,4,m,NA,expert_max,NA,Leea indica
Duplicate of Metcalfe_2009_164,Kooyman_2011,Lophostemon suaveolens,NA,NA,Kooyman_2011_2109,plant_height,20,m,NA,expert_max,NA,Lophostemon suaveolens
Duplicate of Metcalfe_2009_167,Kooyman_2011,Macaranga inamoena,NA,NA,Kooyman_2011_0369,plant_height,10,m,NA,expert_max,NA,Macaranga inamoena
Duplicate of Metcalfe_2009_168,Kooyman_2011,Macaranga involucrata,NA,NA,Kooyman_2011_0370,plant_height,15,m,NA,expert_max,NA,Macaranga involucrata_mallotoides
Duplicate of Metcalfe_2009_169,Kooyman_2011,Macaranga polyadenia,NA,NA,Kooyman_2011_0371,plant_height,28,m,NA,expert_max,NA,Macaranga polyadenia
Duplicate of Metcalfe_2009_170,Kooyman_2011,Macaranga tanarius,NA,NA,Kooyman_2011_0373,plant_height,28,m,NA,expert_max,NA,Macaranga tanarius
Duplicate of Metcalfe_2009_172,Kooyman_2011,Mallotus mollissimus,NA,NA,Kooyman_2011_0379,plant_height,10,m,NA,expert_max,NA,Mallotus mollissimus
Duplicate of Metcalfe_2009_174,Kooyman_2011,Melia azedarach,NA,NA,Kooyman_2011_1610,plant_height,45,m,NA,expert_max,NA,Melia azedarach
Duplicate of Metcalfe_2009_175,Kooyman_2011,Melicope elleryana,NA,NA,Kooyman_2011_1670,plant_height,35,m,NA,expert_max,NA,Melicope elleryana
Duplicate of Metcalfe_2009_176,Kooyman_2011,Melicope vitiflora,NA,NA,Kooyman_2011_1677,plant_height,40,m,NA,expert_max,NA,Melicope vitiflora
Duplicate of Metcalfe_2009_177,Kooyman_2011,Melicope xanthoxyloides,NA,NA,Kooyman_2011_1678,plant_height,21,m,NA,expert_max,NA,Melicope xanthoxyloides
Duplicate of Metcalfe_2009_182,Kooyman_2011,Millettia pinnata,NA,NA,Kooyman_2011_1547,plant_height,20,m,NA,expert_max,NA,Millettia pinnata
Duplicate of Metcalfe_2009_189,Kooyman_2011,Nauclea orientalis,NA,NA,Kooyman_2011_1249,plant_height,30,m,NA,expert_max,NA,Nauclea orientalis
Duplicate of Metcalfe_2009_193,Kooyman_2011,Palaquium galactoxylon,NA,NA,Kooyman_2011_1341,plant_height,30,m,NA,expert_max,NA,Palaquium galactoxylon
Duplicate of Metcalfe_2009_201,Kooyman_2011,Pilidiostigma tetramerum,NA,NA,Kooyman_2011_0810,plant_height,4,m,NA,expert_max,NA,Pilidiostigma tetramerum
Duplicate of Metcalfe_2009_202,Kooyman_2011,Pilidiostigma tropicum,NA,NA,Kooyman_2011_2069,plant_height,20,m,NA,expert_max,NA,Pilidiostigma tropicum
Duplicate of Metcalfe_2009_203,Kooyman_2011,Piper caninum,NA,NA,Kooyman_2011_2506,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Piper caninum
Duplicate of Metcalfe_2009_207,Kooyman_2011,Pisonia umbellifera,NA,NA,Kooyman_2011_0929,plant_height,28,m,NA,expert_max,NA,Pisonia umbellifera
Duplicate of Metcalfe_2009_208,Kooyman_2011,Pittosporum ferrugineum,NA,NA,Kooyman_2011_1033,plant_height,20,m,NA,expert_max,NA,Pittosporum ferrugineum
Duplicate of Metcalfe_2009_211,Kooyman_2011,Polyscias australiana,NA,NA,Kooyman_2011_1465,plant_height,15,m,NA,expert_max,NA,Polyscias australiana
Duplicate of Metcalfe_2009_212,Kooyman_2011,Huberantha nitidissima,NA,NA,Kooyman_2011_1976,plant_height,18,m,NA,expert_max,NA,Polyalthia nitidissima
Duplicate of Metcalfe_2009_213,Kooyman_2011,Polyscias nodosa,NA,NA,Kooyman_2011_1470,plant_height,20,m,NA,expert_max,NA,Polyscias nodosa
Duplicate of Metcalfe_2009_215,Kooyman_2011,Planchonella chartacea,NA,NA,Kooyman_2011_1347,plant_height,12,m,NA,expert_max,NA,Planchonella chartacea
Duplicate of Metcalfe_2009_216,Kooyman_2011,Planchonella myrsinodendron,NA,NA,Kooyman_2011_1353,plant_height,25,m,NA,expert_max,NA,Planchonella myrsinodendron
Duplicate of Metcalfe_2009_217,Kooyman_2011,Pleioluma xerocarpa,NA,NA,Kooyman_2011_1360,plant_height,15,m,NA,expert_max,NA,Pouteria xerocarpa
Duplicate of Metcalfe_2009_219,Kooyman_2011,Premna serratifolia,NA,NA,Kooyman_2011_1933,plant_height,10,m,NA,expert_max,NA,Premna serratifolia
Duplicate of Metcalfe_2009_223,Kooyman_2011,Psychotria coelosperma,NA,NA,Kooyman_2011_2559,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Psychotria coelospermum
Duplicate of Metcalfe_2009_224,Kooyman_2011,Psychotria dallachiana,NA,NA,Kooyman_2011_1263,plant_growth_form,shrub,NA,NA,expert_mean,NA,Psychotria dallachiana
Duplicate of Metcalfe_2009_224,Kooyman_2011,Psychotria dallachiana,NA,NA,Kooyman_2011_1263,plant_height,3,m,NA,expert_max,NA,Psychotria dallachiana
Duplicate of Metcalfe_2009_230,Kooyman_2011,Rhodomyrtus macrocarpa,NA,NA,Kooyman_2011_0826,plant_height,8,m,NA,expert_max,NA,Rhodomyrtus macrocarpa
Duplicate of Metcalfe_2009_231,Kooyman_2011,Rhodamnia sessiliflora,NA,NA,Kooyman_2011_0820,plant_height,10,m,NA,expert_max,NA,Rhodamnia sessiliflora
Duplicate of Metcalfe_2009_233,Kooyman_2011,Rhysotoechia flavescens,NA,NA,Kooyman_2011_1792,plant_height,15,m,NA,expert_max,NA,Rhysotoechia flavescens
Duplicate of Metcalfe_2009_240,Kooyman_2011,Schefflera actinophylla,NA,NA,Kooyman_2011_2041,plant_height,24,m,NA,expert_max,NA,Schefflera actinophylla
Duplicate of Metcalfe_2009_241,Kooyman_2011,Scolopia braunii,NA,NA,Kooyman_2011_1317,plant_height,30,m,NA,expert_max,NA,Scolopia braunii
Duplicate of Metcalfe_2009_244,Kooyman_2011,Sloanea langii,NA,NA,Kooyman_2011_1944,plant_height,25,m,NA,expert_max,NA,Sloanea langii
Duplicate of Metcalfe_2009_250,Kooyman_2011,Streblus brunonianus,NA,NA,Kooyman_2011_0716,plant_height,30,m,NA,expert_max,NA,Streblus brunonianus
Duplicate of Metcalfe_2009_257,Kooyman_2011,Syzygium australe,NA,NA,Kooyman_2011_0847,plant_height,24,m,NA,expert_max,NA,Syzygium australe
Duplicate of Metcalfe_2009_258,Kooyman_2011,Syzygium cormiflorum,NA,NA,Kooyman_2011_0856,plant_height,30,m,NA,expert_max,NA,Syzygium cormiflorum
Duplicate of Metcalfe_2009_259,Kooyman_2011,Syzygium sayeri,NA,NA,Kooyman_2011_0889,plant_height,35,m,NA,expert_max,NA,Syzygium sayeri
Duplicate of Metcalfe_2009_261,Kooyman_2011,Syzygium wilsonii subsp. wilsonii,NA,NA,Kooyman_2011_0897,plant_growth_form,shrub,NA,NA,expert_mean,NA,Syzygium wilsonii-wilsonii
Duplicate of Metcalfe_2009_261,Kooyman_2011,Syzygium wilsonii subsp. wilsonii,NA,NA,Kooyman_2011_0897,plant_height,6,m,NA,expert_max,NA,Syzygium wilsonii-wilsonii
Duplicate of Metcalfe_2009_262,Kooyman_2011,Tabernaemontana pandacaqui,NA,NA,Kooyman_2011_0056,plant_growth_form,shrub,NA,NA,expert_mean,NA,Tabernaemontana pandacaqui
Duplicate of Metcalfe_2009_262,Kooyman_2011,Tabernaemontana pandacaqui,NA,NA,Kooyman_2011_0056,plant_height,4,m,NA,expert_max,NA,Tabernaemontana pandacaqui
Duplicate of Metcalfe_2009_264,Kooyman_2011,Terminalia microcarpa,NA,NA,Kooyman_2011_0193,plant_height,40,m,NA,expert_max,NA,Terminalia sericocarpa
Duplicate of Metcalfe_2009_270,Kooyman_2011,Wilkiea pubescens,NA,NA,Kooyman_2011_0660,plant_height,9,m,NA,expert_max,NA,Wilkiea pubescens
Duplicate of Metcalfe_2009_271,Kooyman_2011,Timonius timon,NA,NA,Kooyman_2011_1278,plant_height,20,m,NA,expert_max,NA,Timonius timon
Duplicate of Metcalfe_2009_276,Kooyman_2011,Trichospermum pleiostigma,NA,NA,Kooyman_2011_0634,plant_height,25,m,NA,expert_max,NA,Trichospermum pleiostigma
Duplicate of Metcalfe_2009_279,Kooyman_2011,Tylophora benthamii,NA,NA,Kooyman_2011_2264,plant_growth_form,climber_vine,NA,NA,expert_mean,NA,Tylophora benthamii
Duplicate of Metcalfe_2009_283,Kooyman_2011,Wrightia laevis,NA,NA,Kooyman_2011_0058,plant_height,40,m,NA,expert_max,NA,Wrightia laevis-millgar
Duplicate of Metcalfe_2009_284,Kooyman_2011,Xanthophyllum octandrum,NA,NA,Kooyman_2011_1058,plant_height,25,m,NA,expert_max,NA,Xanthophyllum octandrum
Duplicate of Metcalfe_2009_285,Kooyman_2011,Xylopia maccreae,NA,NA,Kooyman_2011_2089,plant_height,25,m,NA,expert_max,NA,Xylopia maccreae
Duplicate of NHNSW_2016_002,Kooyman_2011,Alyxia buxifolia,NA,NA,Kooyman_2011_0036,leaf_compoundness,simple,NA,NA,expert_mean,NA,Alyxia buxifolia
Duplicate of NHNSW_2016_004,Kooyman_2011,Alyxia stellata,NA,NA,Kooyman_2011_2168,leaf_compoundness,simple,NA,NA,expert_mean,NA,Alyxia stellata
Duplicate of NHNSW_2016_005,Kooyman_2011,Aphanopetalum resinosum,NA,NA,Kooyman_2011_2166,leaf_compoundness,simple,NA,NA,expert_mean,NA,Aphanopetalum resinosum
Duplicate of NHNSW_2016_006,Kooyman_2011,Austrosteenisia blackii,NA,NA,Kooyman_2011_2385,leaf_compoundness,compound,NA,NA,expert_mean,NA,Austrosteenisia blackii
Duplicate of NHNSW_2016_020,Kooyman_2011,Callerya megasperma,NA,NA,Kooyman_2011_2403,leaf_compoundness,compound,NA,NA,expert_mean,NA,Callerya megasperma
Duplicate of NHNSW_2016_024,Kooyman_2011,Capparis lucida,NA,NA,Kooyman_2011_0124,leaf_compoundness,simple,NA,NA,expert_mean,NA,Capparis lucida
Duplicate of NHNSW_2016_024,Kooyman_2011,Capparis lucida,NA,NA,Kooyman_2011_2304,leaf_compoundness,simple,NA,NA,expert_mean,NA,Capparis lucida
Duplicate of NHNSW_2016_026,Kooyman_2011,Carissa spinarum,NA,NA,Kooyman_2011_0043,leaf_compoundness,simple,NA,NA,expert_mean,NA,Carissa lanceolata
Duplicate of NHNSW_2016_026,Kooyman_2011,Carissa spinarum,NA,NA,Kooyman_2011_0044,leaf_compoundness,simple,NA,NA,expert_mean,NA,Carissa laxiflora
Duplicate of NHNSW_2016_026,Kooyman_2011,Carissa spinarum,NA,NA,Kooyman_2011_0045,leaf_compoundness,simple,NA,NA,expert_mean,NA,Carissa ovata
Duplicate of NHNSW_2016_026,Kooyman_2011,Carissa spinarum,NA,NA,Kooyman_2011_2169,leaf_compoundness,simple,NA,NA,expert_mean,NA,Carissa laxiflora
Duplicate of NHNSW_2016_030,Kooyman_2011,Cayratia clematidea,NA,NA,Kooyman_2011_2589,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cayratia clematidea
Duplicate of NHNSW_2016_031,Kooyman_2011,Cayratia eurynema,NA,NA,Kooyman_2011_2590,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cayratia eurynema
Duplicate of NHNSW_2016_034,Kooyman_2011,Cephalaralia cephalobotrys,NA,NA,Kooyman_2011_2272,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cephalaralia cephalobotrys
Duplicate of NHNSW_2016_035,Kooyman_2011,Cissus antarctica,NA,NA,Kooyman_2011_2596,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cissus antarctica
Duplicate of NHNSW_2016_036,Kooyman_2011,Cissus cardiophylla,NA,NA,Kooyman_2011_2597,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cissus cardiophylla
Duplicate of NHNSW_2016_037,Kooyman_2011,Cissus hastata,NA,NA,Kooyman_2011_2598,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cissus hastata
Duplicate of NHNSW_2016_038,Kooyman_2011,Cissus hypoglauca,NA,NA,Kooyman_2011_2599,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cissus hypoglauca
Duplicate of NHNSW_2016_039,Kooyman_2011,Clematicissus opaca,NA,NA,Kooyman_2011_2608,leaf_compoundness,compound,NA,NA,expert_mean,NA,Clematicissus opaca
Duplicate of NHNSW_2016_040,Kooyman_2011,Cissus repens,NA,NA,Kooyman_2011_2605,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cissus repens
Duplicate of NHNSW_2016_041,Kooyman_2011,Cissus sterculiifolia,NA,NA,Kooyman_2011_2606,leaf_compoundness,compound,NA,NA,expert_mean,NA,Cissus sterculiifolia
Duplicate of NHNSW_2016_049,Kooyman_2011,Coelospermum paniculatum,NA,NA,Kooyman_2011_2548,leaf_compoundness,simple,NA,NA,expert_mean,NA,Caelospermum paniculatum
Duplicate of NHNSW_2016_052,Kooyman_2011,Colubrina asiatica,NA,NA,Kooyman_2011_2532,leaf_compoundness,simple,NA,NA,expert_mean,NA,Colubrina asiatica
Duplicate of NHNSW_2016_054,Kooyman_2011,Comesperma volubile,NA,NA,Kooyman_2011_2515,leaf_compoundness,simple,NA,NA,expert_mean,NA,Comespermum volubile
Duplicate of NHNSW_2016_055,Kooyman_2011,Connarus conchocarpus,NA,NA,Kooyman_2011_2319,leaf_compoundness,compound,NA,NA,expert_mean,NA,Connarus conchocarpus
Duplicate of NHNSW_2016_057,Kooyman_2011,Cynanchum carnosum,NA,NA,Kooyman_2011_2173,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cynanchum carnosum
Duplicate of NHNSW_2016_058,Kooyman_2011,Cynanchum elegans,NA,NA,Kooyman_2011_2174,leaf_compoundness,simple,NA,NA,expert_mean,NA,Cynanchum elegans
Duplicate of NHNSW_2016_059,Kooyman_2011,Deeringia amaranthoides,NA,NA,Kooyman_2011_2149,leaf_compoundness,simple,NA,NA,expert_mean,NA,Deeringia amaranthoides
Duplicate of NHNSW_2016_060,Kooyman_2011,Deeringia arborescens,NA,NA,Kooyman_2011_2150,leaf_compoundness,simple,NA,NA,expert_mean,NA,Deeringia arborescens
Duplicate of NHNSW_2016_061,Kooyman_2011,Solori involuta,NA,NA,Kooyman_2011_2413,leaf_compoundness,compound,NA,NA,expert_mean,NA,Derris involuta
Duplicate of NHNSW_2016_063,Kooyman_2011,Derris sp. Daintree (D.E.Boyland+ 469),NA,NA,Kooyman_2011_2412,leaf_compoundness,compound,NA,NA,expert_mean,NA,Derris Daintree
Duplicate of NHNSW_2016_071,Kooyman_2011,Hugonia jenkinsii,NA,NA,Kooyman_2011_2449,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hugonia jenkinsii
Duplicate of NHNSW_2016_073,Kooyman_2011,Embelia australiana,NA,NA,Kooyman_2011_2520,leaf_compoundness,simple,NA,NA,expert_mean,NA,Embelia australiana
Duplicate of NHNSW_2016_086,Kooyman_2011,Gynochthodes sessilis,NA,NA,Kooyman_2011_2561,leaf_compoundness,simple,NA,NA,expert_mean,NA,Gynochthodes sessilis
Duplicate of NHNSW_2016_087,Kooyman_2011,Hibbertia dentata,NA,NA,Kooyman_2011_2367,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hibbertia dentata
Duplicate of NHNSW_2016_090,Kooyman_2011,Hibbertia scandens,NA,NA,Kooyman_2011_2368,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hibbertia scandens
Duplicate of NHNSW_2016_096,Kooyman_2011,Hoya australis subsp. australis,NA,NA,Kooyman_2011_2187,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hoya australis-australis
Duplicate of NHNSW_2016_099,Kooyman_2011,Hoya australis subsp. sanae,NA,NA,Kooyman_2011_2188,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hoya australis-sanae
Duplicate of NHNSW_2016_100,Kooyman_2011,Hoya australis subsp. tenuipes,NA,NA,Kooyman_2011_2189,leaf_compoundness,simple,NA,NA,expert_mean,NA,Hoya australis-tenuipes
Duplicate of NHNSW_2016_105,Kooyman_2011,Ipomoea aculeata,NA,NA,Kooyman_2011_2325,leaf_compoundness,simple,NA,NA,expert_mean,NA,Ipomoea aculeata-mollissima
Duplicate of NHNSW_2016_106,Kooyman_2011,Jasminum dallachii,NA,NA,Kooyman_2011_2488,leaf_compoundness,compound,NA,NA,expert_mean,NA,Jasminum dallachii
Duplicate of NHNSW_2016_112,Kooyman_2011,Jasminum simplicifolium subsp. australiense,NA,NA,Kooyman_2011_2493,leaf_compoundness,simple,NA,NA,expert_mean,NA,Jasminum simplicifolium-australiense
Duplicate of NHNSW_2016_114,Kooyman_2011,Kennedia rubicunda,NA,NA,Kooyman_2011_2425,leaf_compoundness,compound,NA,NA,expert_mean,NA,Kennedia rubicunda
Duplicate of NHNSW_2016_116,Kooyman_2011,Maclura cochinchinensis,NA,NA,Kooyman_2011_0715,leaf_compoundness,simple,NA,NA,expert_mean,NA,Maclura cochinchinensis
Duplicate of NHNSW_2016_116,Kooyman_2011,Maclura cochinchinensis,NA,NA,Kooyman_2011_2481,leaf_compoundness,simple,NA,NA,expert_mean,NA,Maclura cochinchinensis
Duplicate of NHNSW_2016_117,Kooyman_2011,Mallotus repandus,NA,NA,Kooyman_2011_2376,leaf_compoundness,simple,NA,NA,expert_mean,NA,Mallotus repandus
Duplicate of NHNSW_2016_118,Kooyman_2011,Marsdenia flavescens,NA,NA,Kooyman_2011_2198,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia flavescens
Duplicate of NHNSW_2016_119,Kooyman_2011,Marsdenia fraseri,NA,NA,Kooyman_2011_2199,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia fraseri
Duplicate of NHNSW_2016_120,Kooyman_2011,Marsdenia hemiptera,NA,NA,Kooyman_2011_2202,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia hemiptera
Duplicate of NHNSW_2016_121,Kooyman_2011,Marsdenia liisae,NA,NA,Kooyman_2011_2204,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia llisae
Duplicate of NHNSW_2016_122,Kooyman_2011,Marsdenia lloydii,NA,NA,Kooyman_2011_2205,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia lloydii
Duplicate of NHNSW_2016_123,Kooyman_2011,Marsdenia longiloba,NA,NA,Kooyman_2011_2206,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia longiloba
Duplicate of NHNSW_2016_124,Kooyman_2011,Marsdenia pleiadenia,NA,NA,Kooyman_2011_2211,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia pleiadenia
Duplicate of NHNSW_2016_125,Kooyman_2011,Marsdenia rostrata,NA,NA,Kooyman_2011_2212,leaf_compoundness,simple,NA,NA,expert_mean,NA,Marsdenia rostrata
Duplicate of NHNSW_2016_126,Kooyman_2011,Melodinus acutiflorus,NA,NA,Kooyman_2011_2220,leaf_compoundness,simple,NA,NA,expert_mean,NA,Melodinus acutiflorus
Duplicate of NHNSW_2016_126,Kooyman_2011,Melodinus acutiflorus,NA,NA,Kooyman_2011_2221,leaf_compoundness,simple,NA,NA,expert_mean,NA,Melodinus acutifolius
Duplicate of NHNSW_2016_127,Kooyman_2011,Melodinus australis,NA,NA,Kooyman_2011_2222,leaf_compoundness,simple,NA,NA,expert_mean,NA,Melodinus australis
Duplicate of NHNSW_2016_130,Kooyman_2011,Gynochthodes canthoides,NA,NA,Kooyman_2011_2550,leaf_compoundness,simple,NA,NA,expert_mean,NA,Morinda canthoides
Duplicate of NHNSW_2016_131,Kooyman_2011,Gynochthodes jasminoides,NA,NA,Kooyman_2011_2552,leaf_compoundness,simple,NA,NA,expert_mean,NA,Morinda jasminoides
Duplicate of NHNSW_2016_135,Kooyman_2011,Muehlenbeckia gracillima,NA,NA,Kooyman_2011_2517,leaf_compoundness,simple,NA,NA,expert_mean,NA,Muehlenbeckia gracillima
Duplicate of NHNSW_2016_136,Kooyman_2011,Neosepicaea jucunda,NA,NA,Kooyman_2011_2292,leaf_compoundness,compound,NA,NA,expert_mean,NA,Neosepicaea jucunda
Duplicate of NHNSW_2016_138,Kooyman_2011,Pandorea jasminoides,NA,NA,Kooyman_2011_2296,leaf_compoundness,compound,NA,NA,expert_mean,NA,Pandorea jasminoides
Duplicate of NHNSW_2016_143,Kooyman_2011,Parsonsia longipetiolata,NA,NA,Kooyman_2011_2244,leaf_compoundness,simple,NA,NA,expert_mean,NA,Parsonsia longipetiolata
Duplicate of NHNSW_2016_144,Kooyman_2011,Parsonsia rotata,NA,NA,Kooyman_2011_2248,leaf_compoundness,simple,NA,NA,expert_mean,NA,Parsonsia rotata
Duplicate of NHNSW_2016_145,Kooyman_2011,Parsonsia sankowskyana,NA,NA,Kooyman_2011_2249,leaf_compoundness,simple,NA,NA,expert_mean,NA,Parsonsia sankowskyana
Duplicate of NHNSW_2016_146,Kooyman_2011,Parsonsia straminea,NA,NA,Kooyman_2011_2250,leaf_compoundness,simple,NA,NA,expert_mean,NA,Parsonsia straminea
Duplicate of NHNSW_2016_147,Kooyman_2011,Parsonsia velutina,NA,NA,Kooyman_2011_2252,leaf_compoundness,simple,NA,NA,expert_mean,NA,Parsonsia velutina
Duplicate of NHNSW_2016_149,Kooyman_2011,Passiflora herbertiana,NA,NA,Kooyman_2011_2500,leaf_compoundness,simple,NA,NA,expert_mean,NA,Passiflora herbertiana
Duplicate of NHNSW_2016_162,Kooyman_2011,Rhamnella vitiensis,NA,NA,Kooyman_2011_1176,leaf_compoundness,simple,NA,NA,expert_mean,NA,Rhamnella vitiensis
Duplicate of NHNSW_2016_162,Kooyman_2011,Rhamnella vitiensis,NA,NA,Kooyman_2011_2535,leaf_compoundness,simple,NA,NA,expert_mean,NA,Rhamnella vitiensis
Duplicate of NHNSW_2016_167,Kooyman_2011,Rourea brachyandra,NA,NA,Kooyman_2011_2320,leaf_compoundness,compound,NA,NA,expert_mean,NA,Rourea brachyandra
Duplicate of NHNSW_2016_168,Kooyman_2011,Rubus moluccanus var. trilobus,NA,NA,Kooyman_2011_2541,leaf_compoundness,simple,NA,NA,expert_mean,NA,Rubus moluccanus-trilobus
Duplicate of NHNSW_2016_170,Kooyman_2011,Rubus nebulosus,NA,NA,Kooyman_2011_2543,leaf_compoundness,compound,NA,NA,expert_mean,NA,Rubus nebulosus
Duplicate of NHNSW_2016_171,Kooyman_2011,Rubus parvifolius,NA,NA,Kooyman_2011_2544,leaf_compoundness,compound,NA,NA,expert_mean,NA,Rubus parvifolius
Duplicate of NHNSW_2016_172,Kooyman_2011,Rubus rosifolius,NA,NA,Kooyman_2011_2547,leaf_compoundness,compound,NA,NA,expert_mean,NA,Rubus rosifolius
Duplicate of NHNSW_2016_176,Kooyman_2011,Cynanchum viminale subsp. brunonianum,NA,NA,Kooyman_2011_2258,leaf_compoundness,simple,NA,NA,expert_mean,NA,Sarcostemma viminale-brunonianum
Duplicate of NHNSW_2016_178,Kooyman_2011,Secamone elliptica,NA,NA,Kooyman_2011_2260,leaf_compoundness,simple,NA,NA,expert_mean,NA,Secamone elliptica
Duplicate of NHNSW_2016_179,Kooyman_2011,Sicyos australis,NA,NA,Kooyman_2011_2357,leaf_compoundness,simple,NA,NA,expert_mean,NA,Sicyos australis
Duplicate of NHNSW_2016_188,Kooyman_2011,Stictocardia tiliifolia,NA,NA,Kooyman_2011_2346,leaf_compoundness,simple,NA,NA,expert_mean,NA,Stictocardia tiliifolia
Duplicate of NHNSW_2016_190,Kooyman_2011,Tetrastigma nitens,NA,NA,Kooyman_2011_2610,leaf_compoundness,compound,NA,NA,expert_mean,NA,Tetrastigma nitens
Duplicate of NHNSW_2016_191,Kooyman_2011,Tetrastigma thorsborneorum,NA,NA,Kooyman_2011_2613,leaf_compoundness,compound,NA,NA,expert_mean,NA,Tetrastigma thorsborneorum
Duplicate of NHNSW_2016_194,Kooyman_2011,Tragia novae-hollandiae,NA,NA,Kooyman_2011_2381,leaf_compoundness,simple,NA,NA,expert_mean,NA,Tragia novae-hollandiae
Duplicate of NHNSW_2016_198,Kooyman_2011,Tylophora barbata,NA,NA,Kooyman_2011_2263,leaf_compoundness,simple,NA,NA,expert_mean,NA,Tylophora barbata
