"site_name","trait_name","unit","value"
"Hamersley station Pilbara","pH","","7.1"
"Hamersley station Pilbara","OMC","%","1.21"
"Hamersley station Pilbara","soil N","mg/g","0.99"
"Hamersley station Pilbara","soil P","ug/g","4.7"
