var_name,trait_name,unit
SLA (cm2/g),specific_leaf_area,cm2/g
LA/SA (cm2/cm2),NA,NA
WD (g/cm3),wood_density,mg/mm3
Kh (kg*m/Mpa*s),NA,NA
Ks,NA,NA
Kl,NA,NA
