dataset_id,taxon_name,trait_name,value_type,value,unit,original_name,value_new,Source
NHNSW_2014_2,Acacia chamaeleon,flower_colour,mode,yellow_orange,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,flowering_time,mode,nnnnnnnnnnnn,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,leaf_compoundness,mode,simple,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,leaf_margin,mode,entire,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,leaf_phyllotaxis,mode,alternate,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,plant_height,maximum,5,m,Acacia stowardii,NA,NA
NHNSW_2014_2,Acacia chamaeleon,stem_growth_habit,mode,prostrate,NA,Acacia stowardii,NA,NA
NHNSW_2014_2,Achyranthes aspera,leaf_compoundness,mode,simple,NA,Achyranthes aspera,NA,Text by S. W. L. Jacobs & L. Lapinpuro; Taxon concept: Flora of NSW 1 (1990)
NHNSW_2014_2,Achyranthes aspera,leaf_margin,mode,entire,NA,Achyranthes aspera,NA,Text by S. W. L. Jacobs & L. Lapinpuro; Taxon concept: Flora of NSW 1 (1990)
NHNSW_2014_2,Achyranthes aspera,leaf_phyllotaxis,mode,opposite,NA,Achyranthes aspera,NA,Text by S. W. L. Jacobs & L. Lapinpuro; Taxon concept: Flora of NSW 1 (1990)
NHNSW_2014_2,Achyranthes aspera,plant_height,maximum,1,m,Achyranthes aspera,NA,Text by S. W. L. Jacobs & L. Lapinpuro; Taxon concept: Flora of NSW 1 (1990)
NHNSW_2014_2,Acianthus sp. A,flower_colour,mode,pink,NA,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,flowering_time,mode,nnnnyynnnnnn,NA,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_compoundness,mode,simple,NA,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_length,minimum,8,mm,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_length,maximum,18,mm,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_margin,mode,entire,NA,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_width,minimum,8,mm,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Acianthus sp. A,leaf_width,maximum,12,mm,Acianthus sp. A sensu Harden (1993),NA,NA
NHNSW_2014_2,Aciphylla glacialis,flower_colour,mode,white_cream,NA,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,flowering_time,mode,ynnnnnnnnnnn,NA,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_compoundness,mode,compound,NA,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_length,minimum,20,mm,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_length,maximum,40,mm,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_margin,mode,entire,NA,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_width,minimum,10,mm,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,leaf_width,maximum,20,mm,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla glacialis,plant_height,maximum,0.7,m,Aciphylla glacialis,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla simplicifolia,flowering_time,mode,ynnnnnnnnnny,NA,Aciphylla simplicifolia,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla simplicifolia,leaf_compoundness,mode,simple,NA,Aciphylla simplicifolia,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla simplicifolia,leaf_margin,mode,entire,NA,Aciphylla simplicifolia,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Aciphylla simplicifolia,plant_height,maximum,0.5,m,Aciphylla simplicifolia,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,flower_colour,mode,green pink white_cream,NA,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,flowering_time,mode,yyyyynnnyynn,NA,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_compoundness,mode,simple,NA,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_length,minimum,6.4,mm,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_length,maximum,18,mm,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_phyllotaxis,mode,alternate,NA,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_width,minimum,3.3,mm,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus forsythii,leaf_width,maximum,10,mm,Actinotus forsythii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus gibbonsii,flower_colour,mode,pink,NA,Actinotus gibbonsii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus gibbonsii,flowering_time,mode,yyyyynnnnnyy,NA,Actinotus gibbonsii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus gibbonsii,leaf_compoundness,mode,simple,NA,Actinotus gibbonsii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus gibbonsii,leaf_phyllotaxis,mode,alternate,NA,Actinotus gibbonsii,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,flower_colour,mode,green white_cream,NA,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,flowering_time,mode,nnnnnnnnyyyn,NA,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_compoundness,mode,simple,NA,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_length,minimum,15,mm,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_length,maximum,30,mm,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_phyllotaxis,mode,alternate,NA,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_width,minimum,1.7,mm,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,leaf_width,maximum,5,mm,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus helianthi,plant_height,maximum,0.9,m,Actinotus helianthi,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus minor,flower_colour,mode,white_cream,NA,Actinotus minor,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus minor,flowering_time,mode,yynnnnnnnnny,NA,Actinotus minor,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
NHNSW_2014_2,Actinotus minor,leaf_compoundness,mode,simple,NA,Actinotus minor,NA,"Text by J. M. Powell, except for genera with authors listed; Taxon concept: Flora of NSW 3 (1992)"
