Block!,Column!,Row!,Species!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,P_LL,LMR_D,LMR,RMR_D,RMR,Total_B,Total_Bln,Total_B_D,Total_BG,Total_LL,Total_LD,Total_LF,ABG,ABG_D,ABG_BG,ABG_BG_D,LMR_Comments,Was_Licored!,Photo,Cond,Ci,Trmmol,VpdL,Ci_Ca,WUEi,Photo_D,Cond_D,Ci_D,Trmmol_D,VpdL_D,Ci_Ca_D,WUEi_D,SLA_Licorred,fresh_weight_g,turgid_weight_g,water_uptake_g,water_content_g,dry_weight_g,dry_weight_mg,RWC,area_cm2,area_mm2,SLA_cm_g:4,SLA_mm_mg,LMA_gr,LMA_mm_mg,SLA_Done,%N:1,%C:1,d13C:2,complete,insufficient_sample,Average_PRI,species_name,population,water_treatment,context
1,1,f,wc,4,LoElev,HiWat,x1,wc4LoElevx1,1228,60,1288,0.953416149,0.387247689,0.40942926,0.372694668,0.394042642,19.2109,2.955477826,18.1701147,7.1598,7.439376621,1.040785296,8.480161918,12.0511,11.0103147,1.683161541,1.537796405,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.0258,0.0018,0.01815,0.00765,0.765,0.900826446,1.4015,140.15,193.2785,19.32785088,0.005173881,0.05173881,Yes,NA,NA,NA,NA,No,0.050533333,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 4 grown under high water conditions
2,15,h,wc,5,LoElev,LoWat,1,wc5LoElev1,252,516,768,0.328125,0.062548627,0.08793494,0.509496541,0.716283474,7.7186,2.043633,5.490284427,3.9326,0.482787834,2.228315573,2.711103408,3.786,1.557684427,0.962721863,0.396095313,Okay,Yes,1.17416557,0.008449127,167.3170145,0.112219346,1.245357757,0.42247476900000003,138.9688552,0.957105098,0.011284111,254.2993082,0.141395048,1.17467662,0.640707584,84.81883333,y,0.0043,0.00515,8.5e-4,0.004,0.00115,0.115,0.7875,0.432,43.2,372.9231,37.29230769,0.002681518,0.026815182,Yes,NA,NA,NA,NA,No,0.018366667,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,1,h,wc,5,LoElev,HiWat,3,wc5LoElev3,1736,228,1964,0.883910387,NA,NA,NA,NA,15.5865,2.746405155,NA,NA,5.896693854,1.983263926,7.879957779,15.5865,13.60323607,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,0.03735,0.00235,0.02685,0.0105,1.05,0.912476723,1.9085,190.85,185.6604,18.56603503,0.00538618,0.053861796,Yes,NA,NA,NA,NA,No,0.034,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,13,a,wc,5,LoElev,HiWat,5,wc5LoElev5,848,380,1228,0.690553746,NA,NA,NA,NA,11.6904,2.458767992,NA,NA,4.127702991,3.582896745,7.710599736,11.6904,8.107503255,NA,NA,No Root Weight,Yes,11.67487889,0.085882779,162.7820008,0.884445174,0.979931599,0.419456122,135.9396961,6.802777024,0.063874686,214.2300691,0.655000426,0.966286998,0.547048778,106.501925,y,0.01955,0.0228,0.00325,0.01685,0.00595,0.595,0.807121662,1.284,128.4,216.4346,21.6434635,0.004620333,0.046203326,Yes,3.8,44.7,-26.71,WCM5L5,No,0.003566667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,12,a,wc,5,LoElev,HiWat,6,wc5LoElev6,2000,268,2268,0.881834215,0.264131762,0.282003025,0.455261104,0.486064257,21.9127,3.087066377,20.52403537,9.976,5.787840058,1.38866463,7.176504688,11.9367,10.54803537,1.1965417,1.057341156,Okay,Yes,9.323548127,0.123070784,251.0681485,1.198338535,0.935284143,0.660532732,75.75760731,3.582885226,0.041461676,246.3493224,0.570779465,1.293863698,0.627199334,86.4143841,y,0.01435,0.0157,0.00135,0.0116,0.0041,0.41,0.88362069,0.915,91.5,225.7537,22.57536765,0.004429607,0.044296067,Yes,NA,NA,NA,NA,No,0.034,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,14,b,wc,5,LoElev,LoWat,7,wc5LoElev7,196,292,488,0.401639344,0.097858235,0.140660616,0.471433426,0.677634497,8.2404,2.109048886,5.732884053,3.8848,0.806391003,2.507515947,3.31390695,4.3556,1.848084053,1.12119028,0.475721801,Okay,Yes,12.73459837,0.214680488,282.1691991,2.453028992,1.116366581,0.729210019,59.31884404,0.10573218,0.012536648,380.1402275,0.150561884,1.122445553,0.947545639,8.433847433,y,0.012333333,0.013966667,0.001633333,0.0108,0.003166667,0.316666667,0.848765432,0.881,88.1,278.6332,27.86331558,0.003588948,0.035889483,Yes,4.1,44.4,-26.87,WCM5L7,No,0.067733333,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
2,12,e,wc,5,LoElev,HiWat,10,wc5LoElev10,840,720,1560,0.538461538,0.176833785,0.273744763,0.323703148,0.501103574,15.2022,2.721440154,9.820325091,4.921,2.688262566,5.381874909,8.070137475,10.2812,4.899325091,2.089250152,0.995595426,Okay,Yes,2.03855553,0.023699646,251.7922341,0.303133437,1.202048384,0.634884048,86.01628703,0.972271094,0.011346835,252.9053336,0.142295082,1.175615281,0.637232035,85.68654806,y,0.02215,0.0231,9.5e-4,0.017,0.0061,0.61,0.944117647,1.295,129.5,213.5728,21.35727737,0.004682245,0.046822448,Yes,2.9,40.8,-29.36,WCM5L10,No,0.0567,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
2,10,e,wc,5,LoElev,LoWat,11,wc5LoElev11,268,404,672,0.398809524,0.217814358,0.305457765,0.312700577,0.43852398,4.7675,1.561822058,3.399586035,1.4908,1.038429951,1.367913965,2.406343916,3.2767,1.908786035,2.197947411,1.280377003,Okay,Yes,1.066558524,0.012618197,253.330837,0.169534141,1.259324356,0.639781265,84.525427,0.226525919,0.00519293,321.2640589,0.074272069,1.336833215,0.804524092,43.621986390000004,y,0.0043,0.007,0.0027,0.00515,0.00185,0.185,0.475728155,0.3995,39.95,247.7667,24.77666667,0.004036055,0.040360554,Yes,3,44.6,-26.97,WCM5L11,No,-0.041833333,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
3,15,h,wc,5,LoElev,LoWat,12,wc5LoElev12,NA,NA,0,NA,0,0,1,1,4.2392,1.444374572,4.2392,4.2392,NA,NA,NA,0,0,0,0,Okay,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,0.03215,0.0359,0.00375,0.0266,0.0093,0.93,0.859022556,2.149,214.9,230.5035,23.05034884,0.004338329,0.043383291,Yes,NA,NA,NA,NA,No,0.0151,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
1,3,f,wc,5,LoElev,LoWat,14,wc5LoElev14,424,48,472,0.898305085,0.215429071,0.227472825,0.67086743,0.708372872,3.666,1.299101149,3.471900316,2.4594,0.789762975,0.194099684,0.983862658,1.2066,1.012500316,0.490607465,0.411685906,Okay,Yes,1.916866344,0.116484007,361.1606723,1.450132066,1.192056403,0.912647262,16.45604741,4.2471416,0.12415338,329.3581078,1.488306042,1.153478064,0.839415631,34.20882793,y,0.029,0.0354,0.0064,0.02635,0.00905,0.905,0.75711575,2.089,208.9,242.695,24.26950498,0.004120397,0.041203972,Yes,1.1,36.5,-32.43,WCM5L14,No,-0.034033333,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
1,11,h,wc,5,LoElev,HiWat,15,wc5LoElev15,472,8,480,0.983333333,0.276497696,0.284997598,0.565422254,0.582804077,3.8626,1.351340532,3.7474,2.184,1.068,0.1152,1.1832,1.6786,1.5634,0.768589744,0.715842491,Okay,Yes,1.232579487,0.081852945,365.4138968,0.875728789,1.024327246,0.921447932,15.05846232,0.46208484,0.02782543,364.9021474,0.359629795,1.215873255,0.913232466,16.60656583,y,0.01105,0.0127,0.00165,0.0094,0.0033,0.33,0.824468085,0.7875,78.75,263.6675,26.3667467,0.003792656,0.03792656,Yes,0.8,39,-32.4,WCM5L15,No,0.025966667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,15,a,wc,5,LoElev,LoWat,16,wc5LoElev16,1412,172,1584,0.891414141,0.2208164,0.231422448,0.478593155,0.501580498,3.9123,1.364125436,3.733,1.8724,0.8639,0.1793,1.0432,2.0399,1.8606,1.089457381,0.993697928,Okay,Yes,1.182823501,0.027031064,313.8675834,0.363134877,1.273730625,0.800493823,43.7579341,0.883016611,0.023795476,326.8424488,0.301748519,1.198590705,0.82953358,37.10859205,y,0.0369,0.04045,0.00355,0.0308,0.00965,0.965,0.88474026,2.2785,227.85,243.9461,24.39460916,0.004099266,0.040992663,Yes,NA,NA,NA,NA,No,0.034,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
1,15,e,wc,5,LoElev,HiWat,17,wc5LoElev17,676,28,704,0.960227273,0.27496115,0.278285658,0.546522922,0.553130837,1.0296,0.029170377,1.0173,0.5627,0.2831,0.0123,0.2954,0.4669,0.4546,0.829749422,0.807890528,Okay,Yes,2.607094955,0.260166002,366.5651946,2.670711794,1.023512946,0.939957737,10.02089027,1.70898538,0.045425538,327.2104989,0.615596626,1.283975242,0.826595295,37.62168713,y,0.02015,0.0222,0.00205,0.01635,0.00585,0.585,0.874617737,1.2575,125.75,213.7515,21.37515006,0.00467833,0.046783297,Yes,NA,NA,NA,NA,No,0.010233333,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
3,8,b,wc,5,LoElev,HiWat,18,wc5LoElev18,288,0,288,1,0.384789067,0.384789067,0.518954248,0.518954248,1.683,0.520577915,1.683,0.8734,0.6476,0,0.6476,0.8096,0.8096,0.926952141,0.926952141,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351,0.0364,0.0013,0.0264,0.01,1,0.950757576,1.929,192.9,192.9,19.29,0.005184033,0.051840332,Yes,NA,NA,NA,NA,No,0.034,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
2,13,c,wc,5,LoElev,HiWat,19,wc5LoElev19,572,88,660,0.866666667,0.246887369,0.262336254,0.609307627,0.647434824,2.0177,0.701958249,1.898878396,1.2294,0.498144645,0.118821604,0.616966249,0.7883,0.669478396,0.641207093,0.544557016,Okay,Yes,0.986321235,0.089727108,370.5921287,1.384814164,1.461035577,0.930944421,10.99245544,0.848235448,0.053075155,364.129241,0.77972398,1.382679366,0.912615404,15.98177999,y,0.01565,0.08555,0.0699,0.08115,0.0044,0.44,0.138632163,1.046,104.6,242.4786,24.24786325,0.004124075,0.041240747,Yes,NA,NA,NA,NA,No,-0.022633333,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 5 grown under high water conditions
1,2,b,wc,5,LoElev,LoWat,x1,wc5LoElevx1,824,472,1296,0.635802469,0.279025949,0.394124882,0.124934913,0.176470892,6.3377,1.846515927,4.486858948,0.7918,1.768382755,1.850841052,3.619223807,5.5459,3.695058948,7.004167719,4.666656918,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223,0.0241,0.0018,0.01795,0.00615,0.615,0.899721448,1.278,127.8,231.2938,23.12937872,0.004323506,0.043235057,Yes,NA,NA,NA,NA,No,0.045733333,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 5 grown under low water conditions
3,3,c,wc,6,LoElev,LoWat,1,wc6LoElev1,596,680,1276,0.467084639,0.134734375,0.207905176,0.300787535,0.464137572,15.3517,2.731226217,9.948774422,4.6176,2.068401701,5.402925578,7.471327279,10.7341,5.331174422,2.324605856,1.154533615,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0345,0.035,5e-4,0.0244,0.0106,1.06,0.979508197,2.68,268,252.8302,25.28301887,0.003955224,0.039552239,Yes,NA,NA,NA,NA,No,0.018766667,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,4,g,wc,6,LoElev,LoWat,2,wc6LoElev2,552,464,1016,0.543307087,0.197446079,0.273945715,0.322937764,0.448058615,10.9117,2.389835608,7.864596026,3.5238,2.154472383,3.047103974,5.201576356,7.3879,4.340796026,2.096571883,1.23185085,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0567,0.05965,0.00295,0.0417,0.01795,1.795,0.929256595,3.847,384.7,216.1215,21.61214822,0.004627027,0.046270273,Yes,NA,NA,NA,NA,No,0.0231,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,7,c,wc,6,LoElev,HiWat,3,wc6LoElev3,1716,448,2164,0.79297597,NA,NA,NA,NA,15.4801,2.739555328,NA,NA,6.351016452,3.854405718,10.20542217,15.4801,11.62569428,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0512,0.0565,0.0053,0.0408,0.0157,1.57,0.870098039,2.8945,289.45,187.8928,18.78928358,0.005322183,0.053221827,Yes,NA,NA,NA,NA,No,0.047566667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,8,a,wc,6,LoElev,HiWat,4,wc6LoElev4,1056,148,1204,0.877076412,0.386370574,0.399797387,0.246392515,0.254954933,23.5344,3.158463181,22.74401965,5.7987,9.092999632,0.790380351,9.883379983,17.7357,16.94531965,3.058564851,2.922261826,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02405,0.0253,0.00125,0.01825,0.00705,0.705,0.931506849,1.4085,140.85,201.9403,20.19402834,0.004951959,0.04951959,Yes,NA,NA,NA,NA,No,0.018366667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,1,g,wc,6,LoElev,HiWat,6,wc6LoElev6,1296,168,1464,0.885245902,0.226402201,0.318192629,0.266137116,0.374037302,23.6427,3.163054399,16.82238633,6.2922,5.352759326,6.820313675,12.173073,17.3505,10.53018633,2.757461619,1.673530137,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,0.0174,0.0055,0.0128,0.0046,0.46,0.5703125,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,0.047566667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,9,h,wc,6,LoElev,LoWat,7,wc6LoElev7,232,416,648,0.358024691,0.073927333,0.113967507,0.343166143,0.529030175,6.0749,1.804165528,3.940606977,2.0847,0.449101154,2.134293023,2.583394177,3.9902,1.855906977,1.91404039,0.89025134399999994,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046,0.0051,5e-4,0.0046,5e-4,0.05,0.891304348,0.364,36.4,728,72.8,0.001373626,0.013736264,Yes,NA,NA,NA,NA,No,0.001366667,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
2,7,h,wc,6,LoElev,LoWat,8,wc6LoElev8,0,344,344,0,NA,NA,NA,NA,4.3511,1.470428687,NA,NA,0,3.394861197,3.394861197,4.3511,0.956238803,NA,NA,No Root Weight,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,0.075,0.026,0.055,0.02,2,0.527272727,2.796,279.6,139.8,13.98,0.007153076,0.071530758,Yes,NA,NA,NA,NA,No,-0.0351,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
3,1,f,wc,6,LoElev,LoWat,9,wc6LoElev9,0,788,788,0,0,0,0.307674411,0.671665725,12.8948,2.556824129,5.906807291,3.9674,NA,6.987992709,6.987992709,8.9274,1.939407291,2.250189041,0.488835835,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0514,0.0551,0.0037,0.0387,0.0164,1.64,0.904392765,3.887,388.7,237.0122,23.70121951,0.004219192,0.042191922,Yes,NA,NA,NA,NA,No,0.047566667,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,8,d,wc,6,LoElev,LoWat,10,wc6LoElev10,688,500,1188,0.579124579,0.171261801,0.205050928,0.392630638,0.470094769,18.9053,2.939442306,15.79000767,7.4228,3.2377557280000002,3.115292333,6.353048061,11.4825,8.367207667,1.546922994,1.12723065,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03405,0.0377,0.00365,0.0273,0.0104,1.04,0.866300366,2.178,217.8,211.9981,21.199813,0.004717023,0.047170227,Yes,NA,NA,NA,NA,No,-0.0568,Wahlenbergia ceracea,low elevation,low water,low elevation maternal lineage 6 grown under low water conditions
1,2,a,wc,6,LoElev,HiWat,11,wc6LoElev11,1168,92,1260,0.926984127,0.279028076,0.30827344,0.384758565,0.425085704,21.3287,3.060053584,19.30528342,8.2064,5.95130613,2.023416583,7.974722713,13.1223,11.09888342,1.599032462,1.352466784,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03305,0.0355,0.00245,0.0242,0.0113,1.13,0.898760331,1.884,188.4,167.8862,16.78861984,0.005956416,0.059564158,Yes,NA,NA,NA,NA,No,0.041633333,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
2,5,c,wc,6,LoElev,HiWat,12,wc6LoElev12,384,704,1088,0.352941176,0.134034059,0.184535406,0.286711584,0.394738764,24.2369,3.187876265,17.60404762,6.949,3.248570082,6.632852376,9.881422458,17.2879,10.65504762,2.487825586,1.533320999,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,0.437,0.021,0.4261,0.0109,1.09,0.950715794,2.419,241.9,221.9266,22.19266055,0.004505994,0.045059942,Yes,NA,NA,NA,NA,No,0.047566667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,2,b,wc,6,LoElev,HiWat,x1,wc6LoElevx1,1316,812,2128,0.618421053,0.246926777,0.328896736,0.240599675,0.320469286,21.3849,3.062685065,16.05520475,5.1452,5.280504435,5.329695249,10.61019968,16.2397,10.91000475,3.156281583,2.120423842,Okay,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0254,0.0273,0.0019,0.0193,0.008,0.8,0.901554404,1.481,148.1,185.1604,18.51603818,0.005400723,0.054007234,Yes,NA,NA,NA,NA,No,-0.017766667,Wahlenbergia ceracea,low elevation,high water,low elevation maternal lineage 6 grown under high water conditions
3,6,b,wc,7,HiElev,HiWat,1,wc7HiElev1,1524,824,2348,0.649063032,0.196130292,0.222842422,0.496109538,0.563677592,30.0607,3.403218671,26.45732277,14.9134,5.895813879,3.603377233,9.499191111,15.1473,11.54392277,1.015683882,0.774063779,Okay,Yes,2.84611069,0.049990966,297.8364012,0.600402064,1.134346577,0.751301689,56.9325002,3.368857618,0.045324146,270.471878,0.531041752,1.102406425,0.68201985,74.32809942,y,0.02975,0.0378,0.00805,0.0283,0.0095,0.95,0.715547703,2.194,219.4,224.0499,22.40498992,0.004463291,0.044632915,Yes,NA,NA,NA,NA,No,0.057433333,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
2,7,c,wc,7,HiElev,HiWat,3,wc7HiElev3,552,1132,1684,0.327790974,0.034231172,0.055093076,0.334337704,0.538097049,22.9331,3.132581282,14.24910248,7.6674,0.785026882,8.683997516,9.469024398,15.2657,6.581702484,1.990987819,0.858400825,Okay,Yes,0.399182511,0.015113708,348.7002064,0.190809071,1.179170102,0.874794859,26.41195135,0.386076064,0.005519933,282.0279626,0.063804995,1.07805595,0.705926204,69.94216882,y,0.01785,0.02035,0.0025,0.01535,0.005,0.5,0.83713355,1.396,139.6,279.8701,27.98701299,0.003573086,0.035730858,Yes,2.1,44.3,-29.52,WCM7H3,No,0.041533333,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
1,10,e,wc,7,HiElev,LoWat,4,wc7HiElev4,700,692,1392,0.502873563,0.173236975,0.223964126,0.324195579,0.419126342,11.0421,2.40171524,8.5411,3.5798,1.9129,2.501,4.4139,7.4623,4.9613,2.084557797,1.385915414,Okay,Yes,1.415595615,0.016090936,250.679847,0.168010168,0.983106065,0.630852295,87.97472001,0.027616198,0.013192613,386.4604977,0.202844062,1.439767338,0.967338604,2.093307775,y,0.0167,0.0191,0.0024,0.01365,0.00545,0.545,0.824175824,1.3475,134.75,248.5497,24.85496957,0.00402334,0.040233403,Yes,2.1,42.7,-27.82,WCM7H4,No,0.032433333,Wahlenbergia ceracea,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
3,3,e,wc,7,HiElev,LoWat,5,wc7HiElev5,464,492,956,0.485355649,0.15652465,0.208138065,0.307348225,0.408695147,14.5314,2.676311825,10.92794968,4.4662,2.2745223,3.603450315,5.877972615,10.0652,6.461749685,2.25363844,1.446811537,Okay,Yes,0.586493446,0.026023459,354.7058652,0.355589166,1.282419102,0.8888519,22.53710572,0.103720627,0.015347379,404.1054101,0.177583563,1.071807033,1.008368219,6.758198217,y,0.009666667,0.0112,0.001533333,0.0093,0.0019,0.19,0.835125448,NA,NA,NA,NA,NA,NA,No,3.7,43.4,-27.93,WCM7H5,No,-0.019166667,Wahlenbergia ceracea,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
2,4,h,wc,7,HiElev,LoWat,6,wc7HiElev6,132,588,720,0.183333333,0.109680609,0.179852511,0.356112755,0.583948009,10.2417,2.326467621,6.245761508,3.6472,1.12331589,3.995938492,5.119254382,6.5945,2.598561508,1.808099364,0.712481221,Okay,Yes,0.138467073,0.018469087,377.089162,0.286139283,1.455349789,0.945395912,7.497234471,0.013047782,0.004772675,386.9502999,0.06843264,1.336788287,0.966306762,2.733851087,y,0.0037,0.0063,0.0026,0.0054,9e-4,0.09,0.518518519,0.486,48.6,540,54,0.001851852,0.018518519,Yes,3.3,44.1,-25.8,WCM7H6,No,-0.034033333,Wahlenbergia ceracea,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
1,3,e,wc,7,HiElev,LoWat,7,wc7HiElev7,456,428,884,0.515837104,0.114849938,0.140910904,0.457486678,0.561296442,12.6478,2.537483287,10.30863474,5.7862,1.452599044,2.339165262,3.791764306,6.8616,4.522434738,1.185856002,0.781589772,Okay,Yes,4.43894738,0.037884311,197.8127376,0.411716717,1.024749809,0.504946883,117.171125,2.515546124,0.020979083,199.758635,0.225067822,1.008618296,0.503737729,119.9073417,y,0.03985,0.042,0.00215,0.02905,0.01295,1.295,0.925989673,2.5355,253.55,199.2489,19.92488546,0.005018849,0.050188494,Yes,NA,NA,NA,NA,No,0.034,Wahlenbergia ceracea,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
2,3,h,wc,7,HiElev,HiWat,8,wc7HiElev8,708,456,1164,0.608247423,0.200973066,0.243385836,0.393547521,0.476600643,18.6285,2.924692666,15.38227047,7.3312,3.743826754,3.246229527,6.990056281,11.2973,8.051070473,1.540989197,1.098192721,Okay,Yes,5.451957795,0.07884146,278.2282028,0.842475136,1.017693024,0.701478007,69.15089876,3.629483885,0.044095746,257.0456442,0.441668459,0.944123759,0.650295277,82.30916117,y,0.0201,0.0216,0.0015,0.0157,0.0059,0.59,0.904458599,1.621,162.1,274.7458,27.47457627,0.003639729,0.036397286,Yes,NA,NA,NA,NA,No,0.047566667,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
3,6,c,wc,7,HiElev,LoWat,9,wc7HiElev9,1160,396,1556,0.745501285,0.289412915,0.364396854,0.300460075,0.378306221,14.1716,2.651239962,11.25543215,4.258,4.101444068,2.916167853,7.017611921,9.9136,6.997432147,2.328229216,1.643361237,Okay,Yes,-0.276799526,0.063398013,398.79935,0.764350714,1.141124767,0.998621632,-4.366059955,0.363538342,0.011994508,346.6383887,0.145463401,1.1360917720000001,0.864074462,30.30873211,y,0.016,0.0184,0.0024,0.01365,0.00475,0.475,0.824175824,1.0875,108.75,221.8432,22.18432203,0.004507688,0.045076879,Yes,NA,NA,NA,NA,No,0.0253,Wahlenbergia ceracea,high elevation,low water,high elevation maternal lineage 7 grown under low water conditions
1,12,h,wc,7,HiElev,HiWat,10,wc7HiElev10,1104,288,1392,0.793103448,0.230463084,0.241846354,0.467695303,0.490796191,30.4027,3.41453142,28.9717,14.2192,7.0067,1.431,8.4377,16.1835,14.7525,1.138144199,1.037505626,Okay,Yes,4.357896554,0.053783167,250.2418957,0.738252296,1.305197156,0.644428614,81.02714638,3.760284019,0.0660433,296.425578,0.790511637,1.136392643,0.749644206,56.93664669,y,0.0373,0.04035,0.00305,0.02715,0.0132,1.32,0.887661142,2.1365,213.65,161.9765,16.19764638,0.006173736,0.061737365,Yes,1.3,42.5,-28.46,WCM7H10,No,0.047566667,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
2,9,f,wc,7,HiElev,HiWat,11,wc7HiElev11,1296,784,2080,0.623076923,0.138535379,0.208164992,0.217200452,0.326368114,26.9272,3.293136928,17.92025552,5.8486,3.730369844,9.006944483,12.73731433,21.0786,12.07165552,3.604041993,2.064024812,Okay,Yes,5.781598539,0.078638134,270.5004591,0.998567238,1.204790865,0.682049058,73.52156294,1.300956176,0.025146348,472.8945113,0.296526175,1.088964377,1.186239943,51.73539139,y,0.0373,0.04105,0.00375,0.03045,0.0106,1.06,0.876847291,1.8655,186.55,176.3431,17.63431373,0.005670762,0.056707622,Yes,NA,NA,NA,NA,No,-0.009366667,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
3,5,f,wc,7,HiElev,HiWat,12,wc7HiElev12,892,1456,2348,0.379897785,0.121325193,0.161276366,0.341143959,0.45347925100000003,24.1722,3.185203213,18.18429395,8.2462,2.932696839,5.987906047,8.920602886,15.926,9.938093953,1.931313817,1.205172559,Okay,Yes,5.316105624,0.060161407,243.5044559,0.722174192,1.135748411,0.620327137,88.36405131,2.296975934,0.018030343,590.3313454,0.206814994,1.062201627,1.491458089,127.3950187,y,0.01515,0.01645,0.0013,0.0114,0.00505,0.505,0.885964912,NA,NA,NA,NA,NA,NA,No,2.6,42.4,-27.66,WCM7H12,No,0.011333333,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
1,9,e,wc,7,HiElev,HiWat,x1,wc7HiElevx1,1368,720,2088,0.655172414,0.159328842,0.175671998,0.553121458,0.609857889,26.7359,3.2860072319999998,24.2486,14.7882,4.2598,2.4873,6.7471,11.9477,9.4604,0.80792118,0.639726268,Okay,Yes,0.351976005,0.052775188,343.0402093,0.543250976,0.968144821,0.955101799,6.669346276,0.180351562,0.057158432,383.605631,0.902119638,1.493209979,0.962132741,3.155292347,y,0.0337,0.03815,0.00445,0.03035,0.0078,0.78,0.853377265,2.126,212.6,349.888,34.98880276,0.002858057,0.028580572,Yes,NA,NA,NA,NA,No,0.014766667,Wahlenbergia ceracea,high elevation,high water,high elevation maternal lineage 7 grown under high water conditions
