"site_name","longitude","latitude"
"Bola Creek Royal NP",151.0322222,-34.14777778
"Bundeena Road Royal NP",151.0861111,-34.12583333
"Challenger Track KCNP",151.2766667,-33.59666667
"Dyke KCNP",151.2938889,-33.57916667
