species name,number of replicates / species,Organ,LDMC_g_kg,LMA_g_m2,leaf_ash_g_kg,leaf_Si_g_kg,leaf_P_g_kg,leaf_N_g_kg,leaf_C_g_kg,leaf phenolics_g_kg,leaf flavonoids_g_kg,leaf tannins_g_kg,leaf C_thirteen,leaf force_of_fracture_N,leaf toughness_N_m (force fracture divided by leaf/culm thickness),Health status,Development state,Date and time of sampling,Latitude,Longitude,Dataset owner,Affiliations,Dataset name,Dataset reference,plant_photosynthetic_organ,Florabase habitat,Habitat,Soil sampling sub-zone
Lepidosperma sp. Kenwick (C. Tauss 2598),5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),493.021017,373.4354114,43.67105617,15.05,0.26246845,5.19,NA,17.520748,2.894560969,8.086316182,-27.84280103,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Lepidosperma sp. Kenwick (C. Tauss 2598),5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),452.388196,524.440996,44.63138217,15.76,0.22861227,6.1,450.5,14.43330037,5.0275823,6.628787879,-28.41422325,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Machaerina juncea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),461.073157,315.7658244,71.76087462,19.21,0.18322785,6.12,432.98,10.86782504,3.986972191,3.554299418,-26.47331323,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Machaerina juncea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),469.284691,322.2094171,62.53333333,17.81,0.15925358,5.68,441.61,15.30978033,8.027728921,3.406913967,-26.41205392,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Machaerina juncea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),456.439067,321.8477123,57.65350245,14.74,0.18328244,5.67,447.19,12.86483374,5.0831694,3.448439878,-26.46237076,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Machaerina juncea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),395.427034,264.3932897,73.19614483,13.9,0.25509472,5.28,438.34,8.048163764,2.825133564,3.369188922,-26.73928449,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Machaerina juncea,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),454.285247,282.3198259,58.63106923,11.35,0.14960783,4.3,447.19,12.33406133,3.216498648,4.307909605,-26.6883066,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena pseudostygia,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),528.513172,398.2623292,48.81778614,11.07,0.15634141,6.75,452.41,14.49352492,3.763061185,2.413738525,-28.8994758,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena pseudostygia,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),515.434314,378.5815026,47.18715529,14.62,0.18603185,7.71,439.67,10.63587959,5.052485062,0.763243894,-28.109054,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena pseudostygia,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),507.459483,399.6625085,62.07531959,21.32,0.14319686,5.76,444.71,13.53795345,4.138731223,1.007732807,-28.34764187,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena pseudostygia,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),526.550809,398.8586787,52.49037676,15.08,0.1269923,6.02,443.81,13.96382128,5.208721199,1.003244536,-28.4171961,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena pseudostygia,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),551.455902,445.6448841,45.5220188,14.4,0.14573469,5.36,443.6,13.07807195,6.144330337,0.734702093,-28.78144515,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena tetragona,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),398.405484,295.89245,87.89778777,29.84,0.22547331,8.35,419.98,8.264089194,6.527051807,0.255623722,-27.40842874,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena tetragona,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),372.382259,281.5622754,108.1819261,41.45,0.19972688,6.29,403.35,6.974673922,5.154810525,0.211902213,-29.70362228,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena tetragona,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),382.547993,281.7595536,115.7805498,43.71,0.20926506,7.21,406.3,6.717912918,3.870619982,0.511801541,-30.17404614,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena tetragona,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),457.017239,299.3735611,126.7168279,50.48,0.16956929,6.56,400.23,9.131927009,7.630764817,0.732421875,-30.02771098,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Mesomelaena tetragona,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),394.419242,316.3600974,87.9211175,29.73,0.15405428,6.65,414.41,6.616451466,3.195723638,0.306673209,-29.88224762,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Morelotia octandra,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),405.80423,221.7245241,63.22612205,21.94,0.22527523,6.83,440.21,10.88324651,6.919881833,4.07699366,-30.17507808,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Morelotia octandra,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),377.585479,143.4643144,51.4546766,15.28,0.17392115,6.89,447.97,9.091895403,5.417336643,3.764278297,-29.27633473,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Morelotia octandra,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),368.243243,164.1354386,60.89898502,20.74,0.24659679,7.25,441.87,11.46237094,7.217360738,5.527210884,-29.84846117,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Morelotia octandra,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),425.435913,192.523992,62.83598136,21.21,0.24451066,7.76,425.47,12.3877317,6.648447362,4.59527465,-30.12078306,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Morelotia octandra,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),411.09995,185.9466582,65.3242239,19.69,0.21615801,7.03,436.64,9.742115642,3.751542879,3.93081761,-29.26399937,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus caespititius,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),515.631479,329.3892962,56.3973064,19.71,0.21887546,8.51,450.03,3.908549149,3.995616127,1.445810565,-28.39769648,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus caespititius,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),483.213558,287.1906587,59.55932981,20.4,0.17905308,7.3,433.23,5.236233439,4.924718348,1.012099709,-31.08741842,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus caespititius,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),454.86833,283.528869,70.70340827,22.7,0.25022666,9.99,446.22,4.072267531,2.801550532,1.095442957,-31.07470612,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus caespititius,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),520.792079,252.0412466,44.41860465,15.4,0.16411097,8.02,461.03,7.230697173,6.993888444,1.603370221,-28.03501047,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus caespititius,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),478.158094,266.0363919,59.73659454,17.83,0.22695571,9.57,449.84,5.199442522,4.348985509,0.810550298,-30.07462296,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus efoliatus,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),393.734505,194.1950974,68.38074398,23.41,0.46148043,9.79,444.14,8.403840708,6.371584793,1.46484375,-30.99707853,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus efoliatus,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),510.119785,369.6188136,59.05241474,18.97,0.1653084,6.66,445.63,6.609841943,3.909341676,0.846547737,-30.48417057,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus efoliatus,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),535.780454,456.2426911,49.46131244,16.71,0.15933354,5.88,453.92,7.044112156,4.287631939,0.799744082,-28.67214204,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus efoliatus,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),502.474997,331.7701215,58.70307167,18.23,0.20789807,7.51,443.45,7.624211916,3.307771811,1.350105374,-29.11902386,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus efoliatus,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),503.139717,277.9475133,62.2737147,23.25,0.20468013,6.74,437.33,7.591889035,4.459758011,2.091535433,-30.36175856,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus rigens,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),422.357972,293.9998334,123.5177866,47.75,0.39238416,12.34,410.59,3.947396164,5.452814516,5.676084763,-30.33071292,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus rigens,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),407.063785,246.5582937,129.3269231,50.33,0.30154105,14.68,405.75,13.16107156,6.450211911,4.673596851,-30.11216304,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus rigens,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),433.767552,221.538151,190.2244155,78.68,0.32214937,9.08,373.34,38.03753232,4.733457837,3.009756534,-29.88718241,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus rigens,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),463.127895,230.5757959,220.8521548,94.31,0.2809224,7.74,358.27,12.23200411,5.734104191,5.146262189,-30.1243414,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus rigens,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),423.965937,192.5801751,164.96004,65.48,0.39708454,9.15,383.36,10.31136571,5.138860352,3.260501355,-29.60864342,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),519.793666,419.259123,42.53482924,13.66,0.12533367,5.12,449.28,20.69354353,4.265811646,6.762259945,-27.31785972,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),487.011048,388.4257804,32.88878843,7.85,0.16907761,5.04,462.18,23.37879138,4.564480746,7.681746862,-28.18883686,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),506.762918,477.5346443,43.14812583,10.88,0.17330318,6.05,460.18,16.46559105,3.59192522,5.685809624,-28.20309747,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),524.233157,431.6260235,39.5738204,10.69,0.19289223,6.74,460.53,21.18330482,4.70624275,7.761835279,-27.43966163,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
Schoenus subfasicularis,5,main photosynthetically?active organ (leaves or culms in sedges from Western Australia),538.592817,442.2040998,45.28162965,13.86,0.15857416,5,453.31,25.30600489,3.703888184,7.551571709,-28.20608162,NA,NA,healthy,mature,July 2022 ; middle day,32.020� S, 115.981� E,F�lix de Tombeur,"1-School of Biological Sciences, University of Western Australia, Perth, Australia ; 2-CEFE, Univ Montpellier, CNRS, EPHE, IRD, Montpellier, France",Sedges in Alison Baird Reserve (Western Australia),"de Tombeur, F. et al. Anatomical and trait analyses reveal a silicon-carbon trade?off in the epidermis of sedges. Plant Cell and Environment 48, 2396�2410 (2025).",,,,
