accepted_name,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,colours_all,flowering_time_all,leaflength_min,leaflength_max,leafwidth_min,leafwidth_max,euclid_name,juvleaflength_min,juvleaflength_max,juvleaflength_unit,juvleafwidth_min,juvleafwidth_max,juvleafwidth_unit,leaf_length_minimum,leaf_length_maximum,leaf_width_minimum,leaf_width_maximum,leaflength_min2,leaflength_max2,leafwidth_min2,leafwidth_max2
Eucalyptus rigens,1.2,1.5,0.6,1,0.9,1.3,0.8,1.3,3,3,white_cream,NNNNNNNYNNNN,6.5,12.5,1,2.2,eucalyptus_rigens,5,10.5,cm,2,3.8,cm,65,125,10,22,NA,NA,NA,NA
Eucalyptus rigidula,0.8,1.2,0.3,0.5,0.4,0.8,0.5,0.8,9,11,white_cream,YYYYYNNNNNNY,4.7,10,0.4,1.7,eucalyptus_rigidula,5,9,cm,0.5,1,cm,47,100,4,17,NA,NA,NA,NA
Eucalyptus risdonii,0.4,0.7,0.3,0.5,0.6,1,0.6,0.9,9,15,white_cream,YNNNNNNNNNYY,2,10,2,5,eucalyptus_risdonii,2,5,cm,2,5,cm,100,100,20,20,2,NA,NA,5
Eucalyptus robusta,1.6,2,0.6,0.9,1,1.6,0.7,1.1,9,15,white_cream,NNNNYNYYYYNN,8.5,17,2.5,7,eucalyptus_robusta,6,19,cm,2.5,8,cm,85,170,25,70,NA,NA,NA,NA
Eucalyptus rodwayi,0.4,0.6,0.2,0.35,0.2,0.5,0.4,0.6,7,11,white_cream,YYYNNNNNNNNY,5,13.5,0.7,2,eucalyptus_rodwayi,2.5,7.8,cm,0.7,2,cm,50,135,7,20,NA,NA,NA,NA
Eucalyptus rosacea,1.1,1.7,0.6,0.7,0.3,0.5,0.6,1.2,7,7,red_brown white_cream,NNNNNNNNNNNY,6,12,0.5,1,eucalyptus_rosacea,3.5,8,cm,0.2,0.4,cm,45,120,5,10,6,NA,NA,NA
Eucalyptus rossii,0.3,0.5,0.2,0.3,0.3,0.6,0.4,0.6,9,15,white_cream,YYNNNNNNYYYY,5.5,15,0.8,2.5,eucalyptus_racemosa_subsp._rossii,7,14,cm,1.5,4,cm,55,150,8,25,NA,NA,NA,NA
Eucalyptus rowleyi,0.5,0.6,0.3,0.5,0.5,1,0.4,0.7,7,9,white_cream,NNNNNNNNNNYN,7.5,14.7,1,2.5,eucalyptus_rowleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,14.7,1,2.5
Eucalyptus roycei,1.4,2.1,0.8,1.1,1.5,3,1.5,3,7,9,white_cream,YYYNNNNNNNNN,6.5,14,1.8,3,eucalyptus_roycei,6,12.5,cm,3,6,cm,65,150,14,35,NA,14,1.8,3
Eucalyptus rubida,0.5,0.9,0.3,0.5,0.3,0.8,0.4,0.8,3,3,white_cream,YYYYNNYNNYYY,8,22,0.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22,0.8,3.4
Eucalyptus rubiginosa,0.8,1.1,0.4,0.7,0.6,0.9,0.9,1.2,9,11,white_cream,NNNNNNNNYYYN,7,15,1,3,eucalyptus_rubiginosa,10,15,cm,1.5,3,cm,70,150,10,30,NA,NA,NA,NA
Eucalyptus rudderi,0.3,NA,0.2,0.3,0.3,0.4,0.4,0.5,7,7,white_cream,NNYYNNNNNNNN,7,13,1.2,2.5,eucalyptus_rudderi,3.5,5,cm,0.5,1,cm,70,130,12,25,NA,NA,NA,NA
Eucalyptus rudis,0.8,1.5,0.4,0.9,0.4,0.8,0.7,1.4,7,11,white_cream,NNYNNNYYYYYN,7,18,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,18,1,3.5
Eucalyptus rugosa,0.8,1.2,0.5,0.8,0.6,1.1,0.6,1,7,11,white_cream,YYYNNNNNYNNY,5,12,0.7,3,eucalyptus_rugosa,5,8.5,cm,2,4,cm,50,120,7,30,NA,NA,NA,NA
Eucalyptus rugulata,1.5,2.2,0.7,0.9,0.7,1.2,0.8,1.2,7,7,white_cream,NNNNNNNNNNYN,7.5,11,1.3,2.3,eucalyptus_rugulata,NA,NA,NA,NA,NA,NA,75,140,13,28,NA,11,NA,2.3
Eucalyptus rummeryi,0.4,0.6,0.2,0.3,0.3,0.5,0.3,0.5,3,7,white_cream,NNNNNNNNNNYY,8,17,1,3,eucalyptus_rummeryi,5.5,11,cm,1.5,3.5,cm,80,170,10,30,NA,NA,NA,NA
Eucalyptus rupestris,0.4,NA,0.3,NA,0.3,0.5,0.3,0.4,7,7,white_cream,NNNNYNNNNNNN,3.7,7.5,1,2.5,eucalyptus_rupestris,5,7,cm,3.5,8,cm,37,75,10,30,NA,NA,NA,2.5
Eucalyptus sabulosa,0.5,0.7,0.3,0.4,0.3,0.4,0.4,0.6,7,7,white_cream,NYYYNNNNNNNN,7.5,16,1,2,eucalyptus_aromaphloia_subsp._sabulosa,2.5,9,cm,0.4,1.2,cm,75,160,10,20,NA,NA,NA,NA
Eucalyptus salicola,0.5,0.9,0.25,0.4,0.2,0.5,0.3,0.4,7,11,white_cream,YYYNNNNNNNNN,3.5,10.5,0.4,1.2,eucalyptus_salicola,1,2.7,cm,0.7,1.5,cm,35,105,4,12,NA,NA,NA,NA
Eucalyptus saligna,0.5,1,0.3,0.5,0.4,0.9,0.4,0.7,7,11,white_cream,YYYYNNNNNNNN,9,19,1.5,4,eucalyptus_saligna,3.7,12,cm,1.5,4,cm,90,190,15,40,NA,NA,NA,NA
Eucalyptus salmonophloia,0.4,0.7,0.3,0.4,0.3,0.5,0.4,0.5,9,13,white_cream,YYYNYNNYYYYY,6,12,0.6,1.7,eucalyptus_salmonophloia,7,9,cm,1.2,3,cm,60,120,6,17,NA,NA,NA,NA
Eucalyptus salubris,0.6,1.2,0.3,0.7,0.3,0.6,0.5,0.7,7,7,white_cream,YYYNNNNYYYYY,6.5,10.5,0.7,1.5,eucalyptus_salubris,6.5,9.5,cm,2,3,cm,65,105,7,15,NA,NA,NA,NA
Eucalyptus sargentii,1.6,2.6,0.4,0.5,0.6,1.2,0.5,0.9,7,7,white_cream,NNNNNNNYNYYN,4.5,12.5,0.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,12.5,0.5,1.4
Eucalyptus saxatilis,0.9,1,0.8,0.9,0.7,1.1,0.8,1.4,3,3,white_cream,NNYNNNNYNNNN,5.5,20,0.7,2,eucalyptus_saxatilis,1,3.5,cm,1,2.7,cm,58,200,7,20,5.5,NA,NA,NA
Eucalyptus scias,1,1.9,0.7,1.3,0.5,1,1,1.8,3,7,white_cream,YYNNNNNNNNNN,7,20,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,2,6
Eucalyptus scoparia,0.4,0.5,0.3,0.4,0.3,0.5,0.4,0.6,7,7,white_cream,NNNNNNNNNNYN,6,16,0.5,1.5,eucalyptus_scoparia,4,8,cm,0.6,1.8,cm,60,160,5,15,NA,NA,NA,NA
Eucalyptus scopulorum,0.7,0.9,0.35,0.45,0.6,0.9,0.5,0.7,7,7,white_cream,NNNNNNNNNYNN,6,11,1.5,3.8,eucalyptus_scopulorum,3.5,11,cm,2.5,5,cm,60,110,15,38,NA,NA,NA,NA
Eucalyptus scyphocalyx,0.8,1.2,0.6,0.8,0.8,1.2,0.7,1.1,3,7,white_cream,NA,6,10.5,1,2,NA,NA,NA,NA,NA,NA,NA,60,105,10,20,NA,NA,NA,NA
Eucalyptus seeana,1,1.6,0.3,0.5,0.2,0.5,0.5,0.8,7,11,white_cream,NNNNNNNNNNYY,5,20,1,2.5,eucalyptus_seeana,5,12,cm,0.8,2,cm,200,200,10,25,5,NA,NA,NA
Eucalyptus semiglobosa,0.8,1.1,0.6,0.8,0.8,1,1,1.4,7,11,white_cream,NNNNNYNNNYYY,7.5,15,1.7,3.8,eucalyptus_semiglobosa,2,10.5,cm,1,6,cm,75,150,17,38,NA,NA,NA,NA
Eucalyptus semota,0.4,0.6,0.3,0.5,0.4,0.5,0.4,0.5,7,9,white_cream,NNNNNNNNNNNN,6,9,0.4,1.2,eucalyptus_semota,5,10,cm,0.5,1.3,cm,33,105,4,12,6,9,NA,NA
Eucalyptus sepulcralis,1.2,1.7,0.5,0.9,NA,NA,2,2.5,7,7,white_cream,YNNNNNNNNNYY,5,11.5,0.8,1.3,eucalyptus_sepulcralis,6,10,cm,1.5,3,cm,50,115,8,13,NA,NA,NA,NA
Eucalyptus serraensis,0.6,1.5,0.5,1,0.6,1.7,1,2,3,7,white_cream,NYNYYYYYYYYY,5,13,2,7,eucalyptus_serraensis,5.5,7,cm,4.5,5.8,cm,50,130,20,70,NA,NA,NA,NA
Eucalyptus sessilis,1.8,2.5,1,1.6,0.6,1.3,1.3,2.3,7,7,yellow_orange,NNYNYYYNNNNN,6,15,1.7,6.2,eucalyptus_sessilis,12,16,cm,5,6,cm,60,150,17,62,NA,NA,NA,NA
Eucalyptus sheathiana,0.6,1.2,0.4,0.7,0.5,1,0.5,0.8,7,7,white_cream,YYYNNNNNNNNY,7.5,13.3,0.8,1.8,eucalyptus_sheathiana,7.5,12.5,cm,2.5,4,cm,65,133,8,30,7.5,NA,NA,1.8
Eucalyptus shirleyi,0.8,1,0.4,0.6,0.6,1,0.5,1,7,7,white_cream,YNNYNYNNNNNN,5,13,3,8,eucalyptus_shirleyi,6,13,cm,5,10,cm,50,160,30,100,NA,13,NA,8
Eucalyptus sicilifolia,0.5,0.6,0.3,0.4,0.4,0.7,0.4,0.6,7,7,white_cream,NNNNNNNYNYNN,6.5,12,0.7,1.6,eucalyptus_sicilifolia,6,13.5,cm,0.7,3.5,cm,65,120,7,16,NA,NA,NA,NA
Eucalyptus siderophloia,0.5,1,0.3,0.4,0.3,0.8,0.4,0.7,7,7,white_cream,YNNNYNYNYYYY,8.5,17.5,1.5,3,eucalyptus_siderophloia,5,12,cm,1.5,4.8,cm,85,175,15,30,NA,NA,NA,NA
Eucalyptus sideroxylon,0.6,1.5,0.4,0.6,0.5,1.1,0.5,1,7,7,red_brown white_cream,YYNYYYYYYYYY,5,14,1,4,eucalyptus_sideroxylon,3,11,cm,0.5,3.5,cm,50,140,10,40,NA,NA,NA,NA
Eucalyptus sieberi,0.3,0.5,0.3,0.4,0.6,1.1,0.6,0.9,7,15,white_cream,YNNNNNYYYYYY,8.5,19.5,1.2,3.8,eucalyptus_sieberi,6,17,cm,1.6,7.5,cm,85,195,12,38,NA,NA,NA,NA
Eucalyptus similis,0.8,1.2,0.4,0.5,0.8,1.5,0.6,1.3,7,7,white_cream,NNNNNNNNNNNY,8.5,18,1,3.5,eucalyptus_similis,6,13,cm,3,7,cm,70,180,10,35,8.5,NA,NA,NA
Eucalyptus singularis,1.5,2.5,0.5,0.6,1,1.5,0.8,1.4,7,7,white_cream,NNNNNNNNNNYY,5.5,13,0.6,2,eucalyptus_singularis,4,10,cm,2,5,cm,55,130,6,20,NA,NA,NA,NA
Eucalyptus sinuosa,NA,NA,NA,NA,NA,NA,NA,NA,11,25,green,NNNNNNNNNNYN,5,7.5,0.4,0.7,eucalyptus_sinuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,0.4,0.7
Eucalyptus smithii,0.4,0.6,0.3,0.4,0.3,0.6,0.4,0.8,7,7,white_cream,YNNNYNNNNNNY,6,21,0.7,1.6,eucalyptus_smithii,5,11,cm,0.6,2.5,cm,60,210,7,16,NA,NA,NA,NA
Eucalyptus socialis,0.8,2,0.3,0.8,0.4,1.2,0.4,1,9,13,white_cream,YYNYYYYYYYYY,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,1,3
Eucalyptus sp. Kalbarri (M.I.H.Brooker 7937),0.7,1.4,0.3,0.5,0.5,0.8,0.5,0.8,9,11,white_cream,NNNNNNNNNNNN,6.5,10.5,0.8,1.5,eucalyptus_sp._kalbarri,3.5,6,cm,2,3,cm,65,105,8,15,NA,NA,NA,NA
Eucalyptus sp. Mulga Rock (K.D.Hill & L.A.S.Johnson KH 2668),0.8,NA,0.3,NA,0.4,NA,0.4,0.5,7,9,NA,NNNNNNNNNNNN,4,7.5,0.4,0.8,eucalyptus_sp._undulans,NA,NA,NA,NA,NA,NA,40,75,4,8,NA,NA,NA,NA
Eucalyptus sp. Southern wheatbelt (D.Nicolle & M.French DN 5507),0.7,1.3,0.4,0.7,0.6,1.1,0.7,0.9,9,13,white_cream,NNNYNNNNYYYN,5.5,10.5,0.9,2.2,eucalyptus_sp._southern_wheatbelt,5,8.5,cm,1,2,cm,NA,NA,NA,NA,5.5,10.5,0.9,2.2
Eucalyptus sparsa,0.4,0.6,0.3,0.4,0.4,0.7,0.5,0.7,7,7,white_cream,NNNNNNYYYNNN,7,10,1.3,2.5,eucalyptus_sparsa,NA,NA,NA,NA,NA,NA,70,100,13,25,NA,NA,NA,NA
Eucalyptus sparsifolia,0.4,0.6,0.2,NA,0.3,0.5,0.5,0.7,9,15,white_cream,YYYYYYNNYNNY,7,13.5,1,2.2,eucalyptus_sparsifolia,2,5,cm,0.2,0.4,cm,70,135,10,22,NA,NA,NA,NA
Eucalyptus spathulata,0.9,1.3,0.3,0.4,0.4,0.8,0.5,0.7,3,7,white_cream,YYNNNNNNNYNN,3.5,9.5,0.2,0.7,NA,NA,NA,NA,NA,NA,NA,35,95,2,9,NA,NA,NA,0.7
Eucalyptus sphaerocarpa,0.7,0.9,0.4,0.5,0.9,1.2,1,1.3,7,11,white_cream,NNNNNNNNYNNN,7.5,15,1.2,3.5,eucalyptus_sphaerocarpa,9,19,cm,2.5,6,cm,65,150,12,35,7.5,NA,NA,NA
Eucalyptus splendens,0.5,NA,0.2,0.3,0.5,0.6,0.5,0.8,7,7,white_cream,NNNNNNNNNNNN,10,25,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,1.5,2.5
Eucalyptus sporadica,1.3,2.8,0.3,0.7,0.6,1.5,0.7,1,7,7,white_cream,YNYNNYYYYYYN,5,10,0.8,1.8,eucalyptus_sporadica,3.5,7.5,cm,1.5,3,cm,50,100,5,22,NA,NA,0.8,1.8
Eucalyptus spreta,0.7,1.1,0.4,0.5,0.4,0.7,0.4,0.7,7,7,white_cream,NNYNNNNNNNNN,7,13,0.7,2,eucalyptus_spreta,6,9,cm,1.3,2,cm,70,130,7,20,NA,NA,NA,NA
Eucalyptus squamosa,0.6,1.1,0.3,0.5,0.4,0.7,0.6,0.8,7,11,white_cream,NNYNNNNYYYYY,6,13,0.9,2,eucalyptus_squamosa,4.5,10,cm,2,6,cm,60,130,9,20,NA,NA,NA,NA
Eucalyptus staeri,1.3,2,0.5,0.7,1.4,2.3,1.6,2.2,7,15,white_cream,NNNNNNNNYNYY,8,12.5,1.8,3.5,eucalyptus_staeri,8,14,cm,3,6,cm,80,147,18,35,NA,12.5,NA,NA
Eucalyptus staigeriana,0.6,0.7,0.3,0.4,0.4,0.7,0.4,0.7,7,7,white_cream,NYNNNNNNNNNY,4,11,1.2,3.2,eucalyptus_staigeriana,3.8,8,cm,2,4.5,cm,40,110,12,32,NA,NA,NA,NA
Eucalyptus steedmanii,2,3.2,0.9,1.4,1.4,2,1.3,2.2,3,3,white_cream,YYYNNNNNNNNN,3,8.5,0.6,1.5,eucalyptus_steedmanii,NA,NA,NA,NA,NA,NA,30,85,6,15,NA,NA,NA,NA
Eucalyptus stellulata,0.4,0.6,0.2,NA,0.3,0.5,0.3,0.5,9,15,white_cream,NYYYYNNNNNNN,4.7,11,0.9,3.2,eucalyptus_stellulata,3.8,10,cm,3,5,cm,50,110,9,32,4.7,NA,NA,NA
Eucalyptus stenostoma,0.5,0.6,0.3,0.4,0.7,1.2,0.6,1.2,13,19,white_cream,NNNNNNNNYNNY,9,19.5,1,3,eucalyptus_stenostoma,NA,18,cm,NA,6,cm,90,195,10,30,NA,NA,NA,NA
Eucalyptus stoatei,2.9,5.5,1.3,2.5,2.2,4,1.8,3,1,1,yellow_orange,YYNNNNNNYNYN,5,8,1.7,3.5,eucalyptus_stoatei,5,8.5,cm,4,6.5,cm,50,80,14,35,NA,NA,1.7,NA
Eucalyptus stowardii,2.2,3.9,0.6,1,1.2,1.8,0.9,1.5,7,7,white_cream,NNNNNYNYYNNN,6,13.8,1.2,3.3,eucalyptus_stowardii,8,11,cm,2,8,cm,60,138,12,33,NA,NA,NA,NA
Eucalyptus striaticalyx,0.8,1.3,0.4,0.7,0.6,1,0.5,0.9,7,13,white_cream,YNNNNNNNNNNN,8,15,0.7,2.5,eucalyptus_striaticalyx,NA,NA,NA,NA,NA,NA,70,175,7,25,8,15,NA,NA
Eucalyptus stricklandii,2,2.5,0.8,1.2,1,1.8,1,1.5,7,7,yellow_orange,NNNNNNNNNNYY,10.5,18.5,2,3,eucalyptus_stricklandii,10,15,cm,6,8,cm,105,185,15,37,NA,NA,2,3
Eucalyptus stricta,0.6,0.9,0.4,0.5,0.6,1,0.6,1.1,7,7,white_cream,YYYYNYNYYNNY,6,11,0.6,1.6,eucalyptus_stricta,7,14,cm,1.5,3.5,cm,60,110,6,16,NA,NA,NA,NA
Eucalyptus strzeleckii,0.5,0.7,0.3,0.4,0.3,0.5,0.5,0.7,7,7,white_cream,NNNNNNNNYYYN,7.5,21.5,1.4,3.3,eucalyptus_strzeleckii,4,8,cm,1.5,4.7,cm,75,215,14,33,NA,NA,NA,NA
Eucalyptus sturgissiana,0.6,0.7,0.4,0.5,0.3,0.6,0.5,0.7,7,7,white_cream,YNNNYNNNNNNN,5,10,0.7,1.2,eucalyptus_sturgissiana,5,7.5,cm,3,7.5,cm,50,100,7,12,NA,NA,NA,NA
Eucalyptus subangusta,0.5,1,0.2,0.4,0.3,0.7,0.3,0.6,9,17,white_cream,NYYYYNYYYYYN,4.5,12,0.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,12,0.5,1.8
Eucalyptus subcrenulata,0.6,0.8,0.4,0.6,0.5,0.7,0.5,0.9,3,3,white_cream,YYYYYNNNNNYY,5.2,13.5,2,4.5,eucalyptus_subcrenulata,3,8.5,cm,3,5,cm,52,135,20,45,NA,NA,NA,NA
Eucalyptus suberea,0.6,NA,0.4,NA,0.6,0.8,0.7,1,11,20,white_cream,NNNNNNNNYNNN,5.5,10,0.8,1.7,eucalyptus_suberea,4,8,cm,1,2,cm,55,100,8,17,NA,NA,NA,NA
Eucalyptus subtilis,0.6,0.8,0.2,0.3,0.4,0.6,0.3,0.5,9,11,white_cream,NNNNYNNNYNNN,4.5,8,0.3,0.7,eucalyptus_subtilis,4.5,8.5,cm,0.3,1,cm,45,80,3,7,NA,NA,NA,NA
Eucalyptus suffulgens,0.7,1,0.4,0.5,0.7,1.3,0.5,1,7,7,white_cream,NNNYYNYYYNNN,8,16,1.5,2.5,eucalyptus_suffulgens,7,13,cm,0.6,4,cm,80,185,10,34,NA,16,1.5,2.5
Eucalyptus suggrandis,1.1,2,0.4,0.7,0.6,1.5,0.5,0.9,3,7,white_cream,NNNNNNNNNNNN,3.3,8.5,0.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,8.5,0.3,2.5
Eucalyptus surgens,0.9,1.2,0.5,0.7,0.6,0.9,0.7,1,3,7,white_cream,NNNNNNNNNYNN,5,11.5,1,2.2,eucalyptus_surgens,NA,NA,NA,NA,NA,NA,55,115,10,22,5,NA,NA,NA
Eucalyptus sweedmaniana,5,NA,3.5,NA,3.4,3.8,3,4.1,1,1,red_brown,YNNNNNNNNNNN,16.5,26.3,4.5,6.7,eucalyptus_sweedmaniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,26.3,4.5,6.7
Eucalyptus synandra,1.1,2.1,0.6,0.8,0.4,0.6,0.9,1.3,7,7,pink white_cream,YYNNNNNNNNNY,10,17,0.5,1,eucalyptus_synandra,5.5,9,cm,0.5,1.5,cm,100,200,5,15,NA,17,NA,1
Eucalyptus talyuberlup,1.9,6.3,0.3,1.3,1.1,2.2,1.3,1.8,7,13,green,NNYNYYYYNNNN,4.5,10.5,0.6,2,eucalyptus_talyuberlup,5,8,cm,3.5,6,cm,45,105,6,20,NA,NA,NA,NA
Eucalyptus tardecidens,0.4,0.5,0.2,0.3,0.3,0.5,0.3,0.5,7,7,white_cream,NYNNNNNNYYYY,7.5,15,0.8,2.5,eucalyptus_persistens_subsp._tardecidens,8,11.5,cm,0.8,1.7,cm,75,150,8,25,NA,NA,NA,NA
Eucalyptus taurina,0.6,0.8,0.3,0.4,0.5,0.7,0.5,0.7,7,7,white_cream,NNNNNNNNNYYN,7.5,15,1.5,3,eucalyptus_taurina,8,14,cm,1.4,3,cm,75,180,15,30,NA,15,NA,NA
Eucalyptus tectifica,0.4,0.7,0.3,0.5,0.3,0.8,0.4,0.8,7,7,white_cream,NNNNYNYYYYYY,9,22.5,0.9,3,eucalyptus_tectifica,9,18,cm,6.5,9,cm,70,225,9,42,9,NA,NA,3
Eucalyptus tenella,0.4,0.6,0.2,0.3,0.3,0.5,0.5,0.8,7,15,white_cream,NYYNNNNNYNYN,5,15,0.5,2,eucalyptus_tenella,2.5,7,cm,0.3,1.5,cm,50,150,5,20,NA,NA,NA,NA
Eucalyptus tenera,2.8,4,0.5,0.6,0.7,1,0.6,1.1,11,11,yellow_orange,NNNNNNNNNNYN,4,9,0.7,2.5,eucalyptus_tenera,3,9,cm,0.7,2.5,cm,40,90,7,25,NA,NA,NA,NA
Eucalyptus tenuipes,0.3,0.4,0.2,0.3,0.3,0.7,0.4,0.7,11,20,white_cream,YNYNYNYNNNNN,5,13.5,0.8,2,eucalyptus_tenuipes,7,15.5,cm,0.4,1.2,cm,35,135,8,28,5,NA,NA,2
Eucalyptus tenuiramis,0.5,0.8,0.3,0.4,0.5,1.2,0.6,1.1,9,15,white_cream,YYNNNNNNNNYY,5.5,13,1,2.5,eucalyptus_tenuiramis,1.7,6,cm,1,3.8,cm,55,130,10,25,NA,NA,NA,NA
Eucalyptus tenuis,0.8,1,0.6,0.9,0.8,1.2,0.8,1,3,3,white_cream,NNYNNNNNNNNN,6.2,11,0.7,1.5,eucalyptus_tenuis,5.5,8,cm,1.3,3.5,cm,65,120,7,20,6.2,11,NA,1.5
Eucalyptus tephroclada,2.4,3.2,0.5,0.8,0.8,1.4,0.6,1,9,9,yellow_orange,NYNNNNNNNYYY,5,10,0.9,1.5,eucalyptus_tephroclada,3,9,cm,1.5,3.5,cm,50,100,6,15,NA,NA,0.9,NA
Eucalyptus tephrodes,0.8,1,0.4,0.5,0.5,0.9,0.5,0.8,7,7,NA,NNNNNNNNNNYY,7,19,1,4.7,eucalyptus_tephrodes,7,9.5,cm,4.5,7,cm,70,190,10,47,NA,NA,NA,NA
Eucalyptus terebra,0.6,1,0.6,0.8,0.3,0.6,0.9,1.3,7,7,yellow_orange,NNNNNNNYNNYN,6,9.5,0.5,1.2,eucalyptus_terebra,NA,NA,NA,NA,NA,NA,60,95,5,12,NA,NA,NA,NA
Eucalyptus tereticornis,0.7,2.1,0.3,0.7,0.2,0.6,0.4,1,7,11,white_cream,YYNYYYYYYYYY,8,22,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22,1,3.5
Eucalyptus terrica,0.6,0.8,0.3,0.4,0.2,0.4,0.4,0.6,7,7,white_cream,NNNNNNNNNNNN,7.5,13,0.9,1.7,eucalyptus_terrica,6,14,cm,1,2.5,cm,50,130,9,20,7.5,NA,NA,1.7
Eucalyptus tetrapleura,1.2,1.4,0.4,0.6,0.7,1,0.5,0.8,7,7,white_cream,NNNNNYYYNNNN,8,20,1.7,3.4,eucalyptus_tetrapleura,7,14.5,cm,2,6,cm,80,200,17,34,NA,NA,NA,NA
Eucalyptus tetraptera,3.4,6.5,2,4,3.5,5.5,2.5,5.5,1,1,red_brown,YYNNYNNNYYYN,9,20,2.8,7.5,eucalyptus_tetraptera,5,12,cm,2.5,7,cm,90,285,28,116,NA,20,NA,7.5
Eucalyptus tetrodonta,0.8,1.3,0.6,1.2,1.2,2,0.9,1.4,3,3,white_cream,NNNYYYYYYYNN,9,24,1,3.5,eucalyptus_tetrodonta,15,35,cm,3.5,12,cm,100,280,12,40,9,24,1,3.5
Eucalyptus thamnoides,1.3,2.3,0.3,0.7,0.6,1.3,0.6,1,7,7,white_cream,NNYYYYYYYYYN,5,12.5,0.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12.5,0.8,2.2
Eucalyptus tholiformis,0.5,0.8,0.2,0.5,0.5,0.7,0.4,0.7,7,7,white_cream,NNNNYYNYYYNN,7.5,14,1.2,3,eucalyptus_tholiformis,4,7,cm,2.2,4,cm,75,140,12,30,NA,NA,NA,NA
Eucalyptus thozetiana,0.4,0.6,0.2,0.4,0.3,0.5,0.3,0.4,7,7,white_cream,NNYYYYYYYYYN,5,14,0.5,1.5,eucalyptus_thozetiana,3.5,16,cm,0.3,0.5,cm,50,140,5,20,NA,NA,NA,1.5
Eucalyptus tindaliae,0.3,0.7,0.3,0.4,0.3,0.7,0.6,1,9,15,white_cream,YYYNYYNYNNNN,6,14,1.2,3.7,eucalyptus_tindaliae,3,9.5,cm,1.4,4.5,cm,60,140,12,37,NA,NA,NA,NA
Eucalyptus tintinnans,0.4,0.7,0.3,0.6,0.4,NA,0.5,0.6,7,7,white_cream,NNNNNNYYYNNN,5.5,11,3.5,6,eucalyptus_tintinnans,NA,NA,NA,NA,NA,NA,55,110,35,80,NA,NA,NA,6
Eucalyptus todtiana,0.8,1.1,0.6,0.7,1.1,2.1,1.4,2.5,7,11,white_cream,YYYYNNNNNNNN,8,12.5,1.5,2.2,eucalyptus_todtiana,5.5,13,cm,1,1.6,cm,80,125,15,22,NA,NA,NA,NA
Eucalyptus torquata,1.8,3,0.7,1.2,1,1.6,0.9,1.2,7,7,pink,NNNNYNNYYYYY,8,11.5,1.3,2,eucalyptus_torquata,4.5,12,cm,1.2,2.5,cm,80,115,13,20,NA,NA,NA,NA
Eucalyptus tortilis,1,1.4,0.4,0.6,0.5,0.8,0.7,0.9,7,7,white_cream,NNNNNNNNNNNN,5.5,9.5,0.7,1.8,eucalyptus_tortilis,NA,NA,NA,NA,NA,NA,55,95,7,18,NA,NA,NA,NA
Eucalyptus transcontinentalis,1.3,2.2,0.4,0.6,0.6,1,0.5,0.9,7,7,yellow_orange,NNNNNNYYYYYY,5,15,0.8,2,eucalyptus_transcontinentalis,3.5,5.5,cm,1.3,2.5,cm,50,150,8,20,NA,NA,NA,NA
Eucalyptus tricarpa,1,1.5,0.6,0.9,0.8,1.3,0.8,1.5,3,7,white_cream,YYYYNYYYYYYY,8,22,1,2.6,eucalyptus_tricarpa,4,11,cm,1.3,3,cm,80,220,10,26,NA,NA,NA,NA
Eucalyptus triflora,0.7,0.8,0.4,0.5,0.6,1.1,0.7,1.2,3,7,white_cream,YNYNNNNNNNNY,7,16,0.8,3,eucalyptus_triflora,4,11,cm,1.5,4,cm,70,160,8,30,NA,NA,NA,NA
Eucalyptus trivalva,0.7,1,0.4,0.6,0.5,1,0.5,0.8,9,11,white_cream,YYYYYYYYNNNN,5,14,0.8,2.8,eucalyptus_trivalva,5,8,cm,3,5.5,cm,50,140,8,28,NA,NA,NA,NA
Eucalyptus tumida,1.2,2.2,0.3,0.5,0.7,1.1,0.6,0.7,11,15,white_cream,YYNNNNNNYYYY,6,10,1.2,2.5,eucalyptus_tumida,6,7.5,cm,3.3,4.5,cm,60,100,12,30,NA,NA,NA,2.5
