PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
5611,Poales,Poaceae,Poaceae,,Paspalum,Digitaria ,,,,distichum    ,vaginatum ,,,,,Paspalum distichum L.,Paspalum distichum,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.6,Clonal below ground,Clonal above ground,,C4,,,,20,220,2,7,simple,,,,,,,,324,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5612,Poales,Poaceae,Poaceae,,Paspalum,,,,,longifolium    ,,,,,,Paspalum longifolium Roxb.,Paspalum longifolium,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.3,,,,C4,,,,90,350,3,9,simple,,,,,,,,792,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5613,Poales,Poaceae,Poaceae,,Paspalum,,,,,mandiocanum    ,,,,,,Paspalum mandiocanum Trin.,Paspalum mandiocanum,,,,,,,Gondwanan,,,,Tussock,,,Hemicryophyte,,,,1.25,,,,C4,,,,100,300,8,17,simple,,,,,,,,1500,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,GrassBase/Watson & Dallwitz 1992
5614,Poales,Poaceae,Poaceae,,Paspalum,,,,,notatum    ,,,,,,Paspalum notatum Fluegge,Paspalum notatum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.75,Clonal below ground,,,C4,,,,20,300,3,10,simple,,,,,,,,624,,,,,arbuscular mycorrhiza,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.003,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006
5615,Poales,Poaceae,Poaceae,,Paspalum,,,,,paniculatum    ,galmarra ,,,,,Paspalum paniculatum L.,Paspalum paniculatum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2.15,,,,C4,,,,80,500,6,30,simple,,,,,,,,3132,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00024,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI
5616,Poales,Poaceae,Poaceae,,Paspalum,,,,,plicatulum    ,,,,,,Paspalum plicatulum Michx.,Paspalum plicatulum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.2,,,,C4,,,,80,300,2,7,simple,,,,,,,,513,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0016,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5617,Poales,Poaceae,Poaceae,,Paspalum,,,,,scrobiculatum    ,commersonii ,orbiculare ,,,,Paspalum scrobiculatum L.,Paspalum scrobiculatum,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,1.5,Clonal above ground,,,C4,,,,50,400,3,15,simple,,,,,,,,1215,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0025,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI
5618,Poales,Poaceae,Poaceae,,Paspalum,,,,,urvillei    ,,,,,,Paspalum urvillei Steud.,Paspalum urvillei,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2.5,,,,C4,,,,200,600,4,25,simple,,,,,,,,3480,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0008,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5619,Poales,Poaceae,Poaceae,,Paspalum,,,,,vaginatum    ,distichum ,distichum var. littorale ,,,,Paspalum vaginatum Sw.,Paspalum vaginatum,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.6,Clonal above ground,,,C4,,,,25,220,1,8,simple,,,,,,,,330.75,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5620,Poales,Poaceae,Poaceae,,Paspalum,,,,,virgatum    ,,,,,,Paspalum virgatum L.,Paspalum virgatum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,2,,,,C4,,,,,,10,25,simple,,,,,,,,,,,,,no obvious special uptake strategy,Exozoochory,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00197,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5621,Poales,Poaceae,Poaceae,,Pennisetum,Gymnotrix ,,,,alopecuroides    ,compressa ,compressum,,,,Pennisetum alopecuroides (L.) Spreng.,Pennisetum alopecuroides,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1,Clonal below ground,,,C4,,,,100,450,3,6,simple,,,,,,,,742.5,,,,,arbuscular mycorrhiza,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.5,3,,,,,,,,,,0.00293,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006
5622,Poales,Poaceae,Poaceae,,Pennisetum,,,,,basedowii    ,,,,,,Pennisetum basedowii Summerh. & C.E.Hubb.,Pennisetum basedowii,,,,,,,Australia,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.7,,,,C4,,,,100,200,5,7,simple,,,,,,,,540,,,,,no obvious special uptake strategy,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00415,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5623,Poales,Poaceae,Poaceae,,Pennisetum,Panicum ,,,,glaucum    ,americanum,typhoides,,,,Pennisetum glaucum (L.) R.Br.,Pennisetum glaucum,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,3,,,,C4,,,,150,1000,7,70,simple,,,,,,,,13282.5,,,,,arbuscular mycorrhiza,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2,5.5,,,,,,,,,,0.0071,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006
5624,Poales,Poaceae,Poaceae,,Pennisetum,,,,,pedicellatum subsp. unispiculum  ,,,,,,Pennisetum pedicellatum subsp. unispiculum Brunken,Pennisetum pedicellatum subsp. unispiculum,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,1.5,,,,C4,,,,50,250,4,15,simple,,,,,,,,855,,,,,arbuscular mycorrhiza,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,0.5,2,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/Watson & Dallwitz 1992/Wang & Qiu 2006
5625,Poales,Poaceae,Poaceae,,Pennisetum,,,,,pedicellatum subsp. pedicellatum  ,,,,,,Pennisetum pedicellatum Trin. subsp. pedicellatum,Pennisetum pedicellatum subsp. pedicellatum,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,1.5,,,,C4,,,,50,250,4,15,simple,,,,,,,,855,,,,,arbuscular mycorrhiza,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,0.5,2,,,,,,,,,,,,,Wind,,,andromonoecious,,,,,AusGrass/Watson & Dallwitz 1992/Wang & Qiu 2006
5626,Poales,Poaceae,Poaceae,,Pennisetum,,,,,polystachion    ,,,,,,Pennisetum polystachion (L.) Schult.,Pennisetum polystachion,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,2,,,,C4,,,,100,400,3,16,simple,,,,,,,,1425,,,,,no obvious special uptake strategy,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0004,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5627,Poales,Poaceae,Poaceae,,Pennisetum,,,,,purpureum    ,,,,,,Pennisetum purpureum Schumach.,Pennisetum purpureum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,6,Clonal above ground,,,C4,,,,300,1200,20,40,simple,,,,,,,,13500,,,,,no obvious special uptake strategy,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,1.8,2.2,,,,,,,,,,0.00055,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5628,Poales,Poaceae,Poaceae,,Pennisetum,,,,,setaceum    ,,,,,,Pennisetum setaceum (Forssk.) Chiov.,Pennisetum setaceum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,1.5,,,,C4,,,,150,300,1,3,simple,,,,,,,,270,,,,,arbuscular mycorrhiza,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00164,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006
5629,Poales,Poaceae,Poaceae,,Pennisetum,,,,,villosum    ,,,,,,Pennisetum villosum R.Br. ex Fresen.,Pennisetum villosum,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.9,Clonal below ground,,,C4,,,,70,150,2,6,simple,,,,,,,,264,,,,,no obvious special uptake strategy,Wind,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0014,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5630,Poales,Poaceae,Poaceae,,Perotis,,,,,clarksonii    ,,,,,,Perotis clarksonii Veldkamp,Perotis clarksonii,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.4,,,,C4,,,,17,35,1.7,3.5,simple,,,,,,,,40.56,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5631,Poales,Poaceae,Poaceae,,Perotis,,,,,clarksonii x P. rara ,,,,,,Perotis clarksonii Veldkamp x P.rara R.Br.,Perotis clarksonii x P. rara,,,,,,,,,,,Tussock,,,,,,,,,,,C4,,,,,,,,simple,,,,,,,,,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,
5632,Poales,Poaceae,Poaceae,,Perotis,Anthoxanthum ,Saccharum ,,,indica    ,indicum ,latifolia ,spicata ,spicatum ,,Perotis indica (L.) Kuntze,Perotis indica,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.4,,,,C4,,,,10,50,2,10,simple,,,,,,,,108,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI/Muthukumar et al. 2006
5633,Poales,Poaceae,Poaceae,,Perotis,Diplachyrium ,,,,rara    ,rarum ,rara var. euryphylla ,,,,Perotis rara R.Br.,Perotis rara,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,Hemicryophyte,,,0.4,,,,C4,,,,20,50,1,4,simple,,,,,,,,52.5,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00027,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI
5634,Poales,Poaceae,Poaceae,,Phalaris,,,,,canariensis    ,,,,,,Phalaris canariensis L.,Phalaris canariensis,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.2,,,,C3,,,,50,315,4,16,simple,,,,,,,,1095,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0052,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992
5635,Poales,Poaceae,Poaceae,,Pheidochloa,,,,,gracilis    ,,,,,,Pheidochloa gracilis S.T.Blake,Pheidochloa gracilis,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.5,,,,C4,,,,3,40,0.2,0.4,simple,,,,,,,,3.87,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5636,Poales,Poaceae,Poaceae,,Phragmites,Arundo ,,,,australis    ,vulgaris ,communis ,,,,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,6,Clonal below ground,,,C3,,,,200,600,8,32,simple,,,,,,,,4800,,,,,arbuscular mycorrhiza,Water,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.4,,,,,,,,,,0.00011,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006
5637,Poales,Poaceae,Poaceae,,Phragmites,Arundo ,,,,vallatoria    ,karka,,,,,Phragmites vallatoria (Pluk. ex L.) Veldkamp,Phragmites vallatoria,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,10,Clonal below ground,,,C3,,,,200,800,10,40,simple,,,,,,,,7500,,,,,no obvious special uptake strategy,Water,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.1,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5638,Poales,Poaceae,Poaceae,,Phyllostachys,,,,,bambusoides    ,,,,,,Phyllostachys bambusoides Siebold & Zucc.,Phyllostachys bambusoides,,,,,,,Cosmopolitan,,,,Tussock,Shrub,,Hemicryophyte,,,,4,Clonal below ground,,,C3,,,,75,100,12,20,simple,,,,,,,,840,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5639,Poales,Poaceae,Poaceae,,Plectrachne,,,,,    ,,,,,,Plectrachne,Plectrachne,,,,,,,,,,,Tussock,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,
5640,Poales,Poaceae,Poaceae,,Poa,,,,,annua    ,,,,,,Poa annua L.,Poa annua,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.46,,,,C3,,,,5,140,1,5,simple,,,,,,,,130.5,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.0003,,,Wind,,,,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006
5641,Poales,Poaceae,Poaceae,,Poa,,,,,labillardieri var. labillardieri  ,,,,,,Poa labillardieri Steud. var. labillardieri,Poa labillardieri var. labillardieri,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.2,Clonal below ground,,,C3,,,,150,800,0.6,5,simple,,,,,,,,798,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/Watson & Dallwitz 1992
5642,Poales,Poaceae,Poaceae,,Pogonatherum,,,,,crinitum    ,paniceum,,,,,Pogonatherum crinitum (Thunb.) Kunth,Pogonatherum crinitum,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.5,,,,C4,,,,10,70,1,3,simple,,,,,,,,48,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,gynomonoecious,,,,,AusGrass/Watson & Dallwitz 1992
5643,Poales,Poaceae,Poaceae,,Polytrias,Polytraias,,,,indica    ,amaura,diversiflora,,,,Polytrias indica (Houtt.) Veldkamp,Polytrias indica,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,0.4,,,,C4,,,,20,70,2,5,simple,,,,,,,,94.5,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992
5644,Poales,Poaceae,Poaceae,,Pseudopogonatherum,Pogonatherum ,Eulalia,,,contortum    ,collinum,contorta,,,,Pseudopogonatherum contortum (Brongn.) A.Camus,Pseudopogonatherum contortum,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.1,,,,,,,,100,300,1.5,5,simple,,,,,,,,390,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,0.00045,,,Wind,,,,,,,,AusGrass/ePIC/APNI
5645,Poales,Poaceae,Poaceae,,Pseudopogonatherum,Pogonatherum ,Saccharum ,Eulalia,,irritans    ,,,,,,Pseudopogonatherum irritans (R.Br.) A.Camus,Pseudopogonatherum irritans,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1.5,,,,,,,,150,500,1,3,simple,,,,,,,,390,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5646,Poales,Poaceae,Poaceae,,Pseudoraphis,Panicum ,,,,paradoxa    ,paradoxum ,,,,,Pseudoraphis paradoxa (R.Br.) Pilg.,Pseudoraphis paradoxa,,,,,,,Australia,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.5,,,,,,,,10,80,2,6,simple,,,,,,,,108,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,2,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5647,Poales,Poaceae,Poaceae,,Pseudoraphis,Panicum ,Chamaeraphis ,,,spinescens    ,abortiva ,aspera,,,,Pseudoraphis spinescens (R.Br.) Vickery,Pseudoraphis spinescens,,,,,,,Cosmopolitan,,,,Tussock,Short Basal,,Hemicryophyte,,,,0.5,Clonal above ground,,,,,,,30,120,1,7,simple,,,,,,,,180,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5648,Poales,Poaceae,Poaceae,,Rottboellia,Stegosia ,,,,cochinchinensis    ,exalta,,,,,Rottboellia cochinchinensis (Lour.) Clayton,Rottboellia cochinchinensis,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,3,,,,C4,,,,150,500,5,30,simple,,,,,,,,3412.5,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,3.5,,,,,,,,,,0.01663,,,Wind,,,andromonoecious,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/APNI
5649,Poales,Poaceae,Poaceae,,Saccharum,,,,,officinarum    ,,,,,,Saccharum officinarum L.,Saccharum officinarum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,6,,,,C4,,,,700,1500,30,60,simple,,,,,,,,29700,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,1.5,,,,,,,,,,0.0004,,,Wind,,,hermaphrodite,,,,,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006
5650,Poales,Poaceae,Poaceae,,Saccharum,,,,,spontaneum    ,,,,,,Saccharum spontaneum L.,Saccharum spontaneum,,,,,,,Cosmopolitan,,,,Tussock,,,Hemicryophyte,,,,4,Clonal below ground,,,C4,,,,500,2000,3,40,simple,,,,,,,,16125,,,,,arbuscular mycorrhiza,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/Wang & Qiu 2006
5651,Poales,Poaceae,Poaceae,,Sacciolepis,Panicum ,,,,indica    ,indicum ,,,,,Sacciolepis indica (L.) Chase,Sacciolepis indica,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,1,,,,C3,,,,20,250,1,7,simple,,,,,,,,324,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5652,Poales,Poaceae,Poaceae,,Sacciolepis,Panicum ,,,,myosuroides    ,,,,,,Sacciolepis myosuroides (R.Br.) A.Camus,Sacciolepis myosuroides,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.9,,,,,,,,30,300,1.2,4.5,simple,,,,,,,,282.15,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,hermaphrodite,,,,,AusGrass/Watson & Dallwitz 1992/APNI
5653,Poales,Poaceae,Poaceae,,Sarga,Sorghum ,,,,angustum    ,,,,,,Sarga angustum (S.T.Blake) Spangler,Sarga angustum,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,1,,,,,,,,80,460,2,5.6,simple,,,,,,,,615.6,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,3.3,,,,,,,,,,,,,Wind,,,,,,,,AusGrass
5654,Poales,Poaceae,Poaceae,,Sarga,Sorghum ,Andropogon ,,,leiocladum    ,australis subsp. leiocladus ,,,,,Sarga leiocladum (Hack.) Spangler,Sarga leiocladum,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,1.5,Clonal below ground,,,,,,,100,700,1.5,3.5,simple,,,,,,,,600,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5655,Poales,Poaceae,Poaceae,,Sarga,Holcus ,Sorghum ,,,plumosum    ,plumosus ,grande ,interjectum ,plumosum var. teretifolium ,,Sarga plumosum (R.Br.) Spangler,Sarga plumosum,,,,,,,Australia,,,,Tussock,,,Hemicryophyte,,,,3,Clonal below ground,,,,,,,150,400,4,16,simple,,,,,,,,1650,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,3.3,4.5,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5656,Poales,Poaceae,Poaceae,,Sarga,Andropogon ,Chrysopogon ,Sorghum ,,timorense    ,sargus ,stipoides ,matarankense ,mjoebergii ,ecarinatum ,Sarga timorense (Kunth) Spangler,Sarga timorense,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,4,,,,,,,,300,600,5,70,simple,,,,,,,,10125,,,,,no obvious special uptake strategy,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2,6,,,,,,,,,,,,,Wind,,,,,,,,AusGrass/APNI
5657,Poales,Poaceae,Poaceae,,Schizachyrium,,,,,    ,,,,,,Schizachyrium,Schizachyrium,,,,,,,,,,,Tussock,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,Wind,,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,,,,,,,,,,,,,,,Wind,,,,,,,,
5658,Poales,Poaceae,Poaceae,,Schizachyrium,,,,,crinizonatum    ,,,,,,Schizachyrium crinizonatum S.T.Blake,Schizachyrium crinizonatum,,,,,,,Australia,,,,Tussock,,,Therophyte,,,,0.4,,,,,,,,20,55,0.9,1.5,simple,,,,,,,,27,,,,,no obvious special uptake strategy,Passive,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.5,3.4,,,,,,,,,,,,,Wind,,,,,,,,AusGrass
5659,Poales,Poaceae,Poaceae,,Schizachyrium,,,,,dolosum    ,,,,,,Schizachyrium dolosum S.T.Blake,Schizachyrium dolosum,,,,,,,Queensland,,,,Tussock,,,Therophyte,,,,1,,,,,,,,20,60,0.8,1.5,simple,,,,,,,,27.6,,,,,no obvious special uptake strategy,Passive,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.3,2.5,,,,,,,,,,,,,Wind,,,,,,,,AusGrass
5660,Poales,Poaceae,Poaceae,,Schizachyrium,Andropogon ,,,,fragile    ,brevifolium var. fragile ,brevifolium subvar. fragile ,fragilis ,brevifolius var. fragilis ,obliqueberbe,Schizachyrium fragile (R.Br.) A.Camus,Schizachyrium fragile,,,,,,,Cosmopolitan,,,,Tussock,,,Therophyte,,,,0.75,,,,,,,,20,100,1,3,simple,,,,,,,,72,,,,,no obvious special uptake strategy,Passive,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,,2.1,4,,,,,,,,,,0.002,,,Wind,,,,,,,,AusGrass/APNI/ePIC
