name_original,Wood density (g/cm^3),metadata_id,primary_source_id
Acacia longifolia,0.51,59,57
Acacia podalyriifolia,0.68,59,57
Eucalyptus alba,0.72,59,57
Eucalyptus citriodora,0.8,59,57
Eucalyptus globulus,0.64,59,57
Eucalyptus platyphylla,0.82,59,57
Eucalyptus robusta,0.5,59,57
Acacia mangium,0.49,59,57
Acacia oraria,0.92,59,57
Symplocos cochinchinensis,0.44,59,57
Vavaea amicorum,0.46,59,57
Vavaea amicorum,0.55,59,57
Zanthoxylum ovalifolium,0.61,59,57
