Site,species_name,flower_count_maximum,years_since_fire,site_name,latitude (deg),longitude (deg)
Foothills,Acacia oxycedrus,12800,45,Bunyip SP / Kurth Kiln_45,-37.9391833,145.6141833
Foothills,Banksia spinulosa var. cunninghamii,1000,45,Bunyip SP / Kurth Kiln_45,-37.9391833,145.6141833
Foothills,Hakea decurrens subsp. Physocarpa,3000,45,Dandenong Ranges NP_45a,-37.837,145.3965333
Foothills,Pultenaea scabra,6700,45,Dandenong Ranges NP_45b,-37.8447167,145.3500667
Foothills,Prostanthera lasianthos var. lasianthos,208300,45,Dandenong Ranges NP_45b,-37.8447167,145.3500667
Foothills,Acacia verticillata subsp. Cephalantha,99500,22,Dandenong Ranges NP_22,-37.8497667,145.3994667
Foothills,Olearia lirata,5400,22,Dandenong Ranges NP_22,-37.8497667,145.3994667
