ID,Sp,Ht,Yrs,SDMASS,SLA,N,SDMASS_Int,SLA_Int,N_Int,VegType,Site
248,Dilret,165,27.03,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
249,Dilret,67,2.07,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
250,Dilret,91,2.49,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
251,Dilret,152,4.15,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
252,Dilret,58,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
253,Dilret,160,27.03,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
254,Dilret,48,0.98,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
255,Dilret,165,22.11,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
256,Dilret,49,0.98,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
257,Dilret,39,0.98,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
258,Dilret,177,4.15,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
259,Dilret,165,11.85,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
260,Dilret,182,5.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
261,Dilret,155,8.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
262,Dilret,84,2.01,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
263,Dilret,129,2.49,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
264,Dilret,48,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
265,Dilret,195,4.15,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
266,Dilret,185,27.03,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
267,Dilret,53,2.01,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
268,Dilret,173,9.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
269,Dilret,89,2.07,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
270,Dilret,63,2.01,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
271,Dilret,72,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
272,Dilret,180,8.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
273,Dilret,14,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
274,Dilret,24,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
275,Dilret,153,4.15,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
276,Dilret,65,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
277,Dilret,50,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
278,Dilret,172,5.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
279,Dilret,44,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
280,Dilret,50,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
281,Dilret,50,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
282,Dilret,79,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
283,Dilret,175,4.15,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
284,Dilret,57,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
285,Dilret,50,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
286,Dilret,183,9.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
287,Dilret,19,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
288,Dilret,226,5.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
289,Dilret,253,9.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
290,Dilret,202,9.16,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
291,Epapul,120,8.68,0.0595,9.378635736,1.63,-1.56318268,-0.25037988,0.1220268,1,MyallLakes
292,Epapul,177,8.68,0.0595,9.378635736,1.63,-1.56318268,-0.25037988,0.1220268,1,MyallLakes
293,Epapul,122,8.68,0.0595,9.378635736,1.63,-1.56318268,-0.25037988,0.1220268,1,MyallLakes
294,Gomlat,128,2.01,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
295,Gomlat,129,2.07,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
296,Gomlat,155,2.01,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
297,Gomlat,135,2.01,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
298,Gomlat,98,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
299,Gomlat,52,0.93,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
300,Gomlat,128,2.07,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
301,Gomlat,173,4.68,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
302,Gomlat,40,0.93,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
303,Gomlat,25,0.93,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
304,Gomlat,206,4.68,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
305,Gomlat,68,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
306,Gomlat,56,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
307,Gomlat,136,2.01,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
308,Gomlat,185,4.15,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
309,Gomlat,50,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
310,Gomlat,136,2.01,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
311,Gomlat,156,2.07,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
312,Gomlat,55,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
313,Gomlat,50,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
314,Gomlat,26,0.93,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
315,Gomlat,188,4.68,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
316,Gomlat,124,2.07,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
317,Gomlat,66,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
318,Gomlat,205,27.03,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
319,Gomlat,134,2.07,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
320,Gomlat,195,4.68,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
321,Gomlat,220,5.16,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
322,Gomlat,61,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
323,Gomlat,203,4.68,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
324,Gomlat,55,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
325,Gomlat,195,5.16,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
326,Gomlat,61,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
327,Gomlat,66,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
328,Gomlat,41,0.93,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
329,Gomlat,275,4.15,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
330,Gomlat,52,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
331,Gomlat,53,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
332,Gomlat,215,4.15,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
333,Gomlat,220,4.15,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
334,Gomlat,220,4.15,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
335,Gomlat,53,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
336,Gomlat,201,5.16,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
337,Gomlat,160,27.03,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
338,Gomlat,290,5.16,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
339,Gomlat,56,1.41,6.01,11.27014538,2.0287005,-0.07004961,0.19384259,0.8568906,1,MyallLakes
340,Gonteu,73,2.49,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
341,Gonteu,62,2.49,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
342,Gonteu,43,1.41,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
343,Gonteu,62,2.49,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
344,Gonteu,43,1.41,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
345,Gonteu,62,9.16,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
346,Gonteu,60,1.41,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
347,Gonteu,63,2.49,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
348,Gonteu,68,2.49,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
349,Gonteu,38,1.41,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
350,Gonteu,47,9.16,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
351,Gonteu,62,9.16,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
352,Gonteu,42,1.41,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
353,Gonteu,51,9.16,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
354,Gonteu,49,9.16,1.1229,15.89319771,1.30666,-1.01372514,1.04222886,-0.5609484,1,MyallLakes
355,Leulan,7,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
356,Leulan,8.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
357,Leulan,9.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
358,Leulan,11.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
359,Leulan,9.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
360,Leulan,11.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
361,Leulan,13,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
362,Leulan,6,1.41,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
363,Leulan,7.8,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
364,Leulan,10,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
365,Leulan,4.5,0.98,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
366,Leulan,16,4.15,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
367,Leulan,15,4.15,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
368,Leulan,7.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
369,Leulan,4.5,2.07,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
370,Leulan,27,4.15,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
371,Leulan,21,4.15,3.218,15.57147306,1.020567,-0.47135735,0.99120947,-1.2503752,1,MyallLakes
372,Monell,34,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
373,Monell,9.5,2.07,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
374,Monell,55,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
375,Monell,400,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
376,Monell,173,8.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
377,Monell,622.2054717,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
378,Monell,36,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
379,Monell,41,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
380,Monell,340,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
381,Monell,72,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
382,Monell,100,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
383,Monell,39,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
384,Monell,78,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
385,Monell,285,9.16,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
386,Monell,277,9.16,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
387,Monell,305,9.16,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
388,Monell,315,9.16,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
389,Monell,282,9.16,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
390,Monell,76,4.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
391,Monell,531.4443543,27.03,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
392,Monell,773.0410019,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
393,Monell,204,8.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
394,Monell,171,8.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
395,Monell,210,8.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
396,Monell,171,8.68,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
397,Monell,35,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
398,Monell,32,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
399,Monell,46,4.15,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
400,Monell,430,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
401,Monell,420,22.11,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
402,Monell,512.7249308,27.03,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
403,Monell,626.4309642,27.03,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
404,Monell,433.7450598,27.03,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
405,Monell,582.6717188,27.03,25.16,7.869058861,0.9918545,0.9703126,-0.66743493,-1.3248876,1,MyallLakes
406,Pimlin,45,0.93,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
407,Pimlin,35,0.93,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
408,Pimlin,39,0.93,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
409,Pimlin,92,2.07,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
410,Pimlin,78,2.07,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
411,Pimlin,39,0.93,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
412,Pimlin,158,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
413,Pimlin,137,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
414,Pimlin,158,9.16,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
415,Pimlin,97,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
416,Pimlin,78,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
417,Pimlin,34,0.93,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
418,Pimlin,123,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
419,Pimlin,140,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
420,Pimlin,126,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
421,Pimlin,116,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
422,Pimlin,102,2.07,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
423,Pimlin,81,2.07,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
424,Pimlin,173,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
425,Pimlin,98,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
426,Pimlin,83,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
427,Pimlin,99,2.07,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
428,Pimlin,59,2.01,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
429,Pimlin,82,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
430,Pimlin,142,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
431,Pimlin,56,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
432,Pimlin,136,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
433,Pimlin,156,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
434,Pimlin,49,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
435,Pimlin,96,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
436,Pimlin,78,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
437,Pimlin,82,1.41,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
438,Pimlin,135,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
439,Pimlin,145,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
440,Pimlin,17,0.98,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
441,Pimlin,34,0.98,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
442,Pimlin,34,0.98,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
443,Pimlin,37,0.98,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
444,Pimlin,27,0.98,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
445,Pimlin,128,2.49,2.7879,17.77145904,2.101876,-0.55630176,1.32196205,0.9811822,1,MyallLakes
446,Pomumb,10,9.16,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
447,Pomumb,12,9.16,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
448,Pomumb,16.5,0.98,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
449,Pomumb,19,9.16,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
450,Pomumb,14,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
451,Pomumb,22,9.16,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
452,Pomumb,15,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
453,Pomumb,15,4.15,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
454,Pomumb,14,4.15,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
455,Pomumb,15,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
456,Pomumb,13,0.98,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
457,Pomumb,32,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
458,Pomumb,14,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
459,Pomumb,19,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
460,Pomumb,13,9.16,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
461,Pomumb,19,0.98,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
462,Pomumb,8,4.15,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
463,Pomumb,15,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
464,Pomumb,21,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
465,Pomumb,18,1.41,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
466,Pomumb,14,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
467,Pomumb,25.5,2.07,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
468,Pomumb,23,4.15,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
469,Pomumb,21,2.07,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
470,Pomumb,18,4.15,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
471,Pomumb,22,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
472,Pomumb,27,2.07,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
473,Pomumb,10.5,0.98,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
474,Pomumb,28,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
475,Pomumb,8,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
476,Pomumb,26,2.07,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
477,Pomumb,9,0.98,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
478,Pomumb,20,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
479,Pomumb,31,2.07,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
480,Pomumb,16,2.49,1.0695,22.16312057,1.703846,-1.03407964,1.87975872,0.2661955,1,MyallLakes
481,Ricpin,9.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
482,Ricpin,11.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
483,Ricpin,25,1.41,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
484,Ricpin,14.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
485,Ricpin,8.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
486,Ricpin,23,1.41,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
