src,site-name,plotname,year,date,sample.id,species-name ,Max.height,SLA,Canopy.height,Canopy.width
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV3,Trifolium.arvense,0.2,NA,0.2,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV4,Trifolium.arvense,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV5,Trifolium.arvense,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV6,Trifolium.arvense,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV7,Trifolium.arvense,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV8,Trifolium.arvense,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7BOTMAC1,Bothriochloa.macra,0.56,NA,0.04,0.15
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7BOTMAC2,Bothriochloa.macra,0.5,NA,0.1,0.36
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON1,Lomandra.filiformis,0.36,NA,0.36,0.13
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON2,Lomandra.filiformis,0.3,NA,0.3,0.5
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON3,Lomandra.filiformis,0.315,NA,0.315,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON4,Lomandra.filiformis,0.31,NA,0.31,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON5,Lomandra.filiformis,0.34,NA,0.34,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON6,Lomandra.filiformis,0.26,NA,0.26,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON7,Lomandra.filiformis,0.28,NA,0.28,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON8,Lomandra.filiformis,0.27,NA,0.27,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7LOMLON9,Lomandra.filiformis,0.26,NA,0.26,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PANEFF1,Panicum.effusum,0.3,NA,0.1,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PANEFF2,Panicum.effusum,0.25,NA,0.15,0.09
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN1,Plantago.lanceolata,0.385,NA,0.15,0.15
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN2,Plantago.lanceolata,0.44,NA,0.21,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN3,Plantago.lanceolata,0.275,NA,0.19,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN4,Plantago.lanceolata,0.164,NA,0.164,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN5,Plantago.lanceolata,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN6,Plantago.lanceolata,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN7,Plantago.lanceolata,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN8,Plantago.lanceolata,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7PLALAN9,Plantago.lanceolata,0.125,NA,0.125,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI1,Themeda.australis,0.66,NA,0.23,0.33
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI10,Themeda.australis,0.1,NA,0.1,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI11,Themeda.australis,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI12,Themeda.australis,0.1,NA,0.1,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI2,Themeda.australis,0.475,NA,0.2,0.29
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI3,Themeda.australis,0.71,NA,0.235,0.32
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI4,Themeda.australis,0.49,NA,0.19,0.42
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI5,Themeda.australis,0.25,NA,0.25,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI6,Themeda.australis,0.1,NA,0.1,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI7,Themeda.australis,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI8,Themeda.australis,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7THETRI9,Themeda.australis,0.26,NA,0.26,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV1,Trifolium.arvense,0.1,NA,0.1,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV2,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV3,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV4,Trifolium.arvense,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV5,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV6,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV7,Trifolium.arvense,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-7,2015,14/12/2015,s2-7TRIARV8,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG1,Austrostipa.bigeniculata,0.685,NA,0.25,0.3
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG10,Austrostipa.bigeniculata,0.28,NA,0.28,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG11,Austrostipa.bigeniculata,0.28,NA,0.28,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG12,Austrostipa.bigeniculata,0.195,NA,0.195,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG2,Austrostipa.bigeniculata,0.5,NA,0.11,0.25
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG3,Austrostipa.bigeniculata,0.66,NA,0.21,0.18
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG4,Austrostipa.bigeniculata,0.65,NA,0.25,0.4
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG5,Austrostipa.bigeniculata,0.2,NA,0.2,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG6,Austrostipa.bigeniculata,0.25,NA,0.25,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG7,Austrostipa.bigeniculata,0.2,NA,0.2,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG8,Austrostipa.bigeniculata,0.095,NA,0.095,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8AUSBIG9,Austrostipa.bigeniculata,0.08,NA,0.08,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8BOTMAC1,Bothriochloa.macra,0.65,NA,0.155,0.26
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8BOTMAC2,Bothriochloa.macra,0.46,NA,0.07,0.12
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8BOTMAC3,Bothriochloa.macra,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8BOTMAC4,Bothriochloa.macra,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8BOTMAC5,Bothriochloa.macra,0.094,NA,0.094,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN1,Plantago.lanceolata,0.497,NA,0.21,0.18
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN10,Plantago.lanceolata,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN11,Plantago.lanceolata,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN12,Plantago.lanceolata,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN2,Plantago.lanceolata,0.492,NA,0.152,0.155
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN3,Plantago.lanceolata,0.31,NA,0.104,0.06
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN4,Plantago.lanceolata,0.457,NA,0.13,0.19
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN5,Plantago.lanceolata,0.115,NA,0.115,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN6,Plantago.lanceolata,0.13,NA,0.13,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN7,Plantago.lanceolata,0.13,NA,0.13,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN8,Plantago.lanceolata,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8PLALAN9,Plantago.lanceolata,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI1,Themeda.australis,0.66,NA,0.22,0.47
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI10,Themeda.australis,0.185,NA,0.185,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI11,Themeda.australis,0.2,NA,0.2,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI12,Themeda.australis,0.13,NA,0.13,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI2,Themeda.australis,0.87,NA,0.28,0.11
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI3,Themeda.australis,0.67,NA,0.23,0.22
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI4,Themeda.australis,0.58,NA,0.14,0.35
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI5,Themeda.australis,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI6,Themeda.australis,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI7,Themeda.australis,0.19,NA,0.19,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI8,Themeda.australis,0.105,NA,0.105,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8THETRI9,Themeda.australis,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV1,Trifolium.arvense,0.125,NA,0.125,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV2,Trifolium.arvense,0.13,NA,0.13,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV3,Trifolium.arvense,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV4,Trifolium.arvense,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV5,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV6,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV7,Trifolium.arvense,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-8,2015,14/12/2015,s2-8TRIARV8,Trifolium.arvense,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9AUSSCA1,Austrostipa.scabra,0.295,NA,0.295,0.16
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9AUSSCA2,Austrostipa.scabra,0.135,NA,0.135,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9AUSSCA3,Austrostipa.scabra,0.12,NA,0.12,0.135
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9AUSSCA4,Austrostipa.scabra,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9AUSSCA5,Austrostipa.scabra,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC1,Bothriochloa.macra,0.07,NA,0.07,0.13
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC10,Bothriochloa.macra,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC11,Bothriochloa.macra,0.075,NA,0.075,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC12,Bothriochloa.macra,0.072,NA,0.072,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC2,Bothriochloa.macra,0.065,NA,0.065,0.12
