src,site-name,plotname,year,date,sample.id,species-name ,Max.height,SLA,Canopy.height,Canopy.width
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR1,Avena.barbata,1.1,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR2,Avena.barbata,1.21,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR3,Avena.barbata,1.21,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR4,Avena.barbata,1.37,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR5,Avena.barbata,1.1,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR6,Avena.barbata,1.24,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR7,Avena.barbata,1.4,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4AVEBAR8,Avena.barbata,1.22,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4RUMACT1,Acetosella.vulgaris,0.38,NA,0.31,0.03
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4RUMACT2,Acetosella.vulgaris,0.37,NA,0.35,0.06
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4RUMACT3,Acetosella.vulgaris,0.58,NA,0.4,0.07
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-4,2015,14/12/2015,s1-4RUMACT4,Acetosella.vulgaris,0.39,NA,0.33,0.06
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AUSSCA1,Austrostipa.scabra,0.67,NA,0.25,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AUSSCA2,Austrostipa.scabra,0.58,NA,0.24,0.3
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AUSSCA3,Austrostipa.scabra,0.66,NA,0.23,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AUSSCA4,Austrostipa.scabra,0.81,NA,0.24,0.26
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR1,Avena.barbata,0.86,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR2,Avena.barbata,0.74,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR3,Avena.barbata,1,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR4,Avena.barbata,0.89,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR5,Avena.barbata,0.835,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR6,Avena.barbata,1.09,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR7,Avena.barbata,1.08,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8AVEBAR8,Avena.barbata,0.78,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8PANEFF1,Panicum.effusum,0.19,NA,0.17,0.28
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8PANEFF2,Panicum.effusum,0.24,NA,0.19,0.33
A OReilly-Nugent,"Pinnacle Reserve, ACT",s1-8,2015,14/12/2015,s1-8PANEFF3,Panicum.effusum,0.2,NA,0.2,0.22
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSBIG1,Austrostipa.bigeniculata,0.71,NA,0.25,0.34
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSBIG2,Austrostipa.bigeniculata,0.83,NA,0.25,0.24
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSBIG3,Austrostipa.bigeniculata,1.02,NA,0.33,0.25
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSBIG4,Austrostipa.bigeniculata,1.2,NA,0.32,0.35
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSSCA1,Austrostipa.scabra,0.94,NA,0.39,0.24
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSSCA2,Austrostipa.scabra,0.63,NA,0.21,0.21
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4AUSSCA3,Austrostipa.scabra,0.83,NA,0.25,0.21
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4BOTMAC1,Bothriochloa.macra,0.79,NA,0.145,0.28
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4BOTMAC2,Bothriochloa.macra,0.47,NA,0.17,0.1
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4BOTMAC3,Bothriochloa.macra,0.58,NA,0.21,0.42
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4BOTMAC4,Bothriochloa.macra,0.465,NA,0.14,0.34
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4HYPPER1,Hypericum.perforatum,0.53,NA,0.51,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4HYPPER2,Hypericum.perforatum,0.55,NA,0.505,0.3
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4HYPPER3,Hypericum.perforatum,0.53,NA,0.495,0.09
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4HYPPER4,Hypericum.perforatum,0.47,NA,0.45,0.11
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL1,Lomandra.filiformis,0.34,NA,0.34,0.43
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL10,Lomandra.filiformis,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL11,Lomandra.filiformis,0.33,NA,0.33,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL12,Lomandra.filiformis,0.32,NA,0.32,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL13,Lomandra.filiformis,0.36,NA,0.36,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL14,Lomandra.filiformis,0.29,NA,0.29,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL15,Lomandra.filiformis,0.295,NA,0.295,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL2,Lomandra.filiformis,0.35,NA,0.35,0.24
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL3,Lomandra.filiformis,0.35,NA,0.35,0.21
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL4,Lomandra.filiformis,0.4,NA,0.4,0.3
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL5,Lomandra.filiformis,0.35,NA,0.35,0.6
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL6,Lomandra.filiformis,0.3,NA,0.3,0.53
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL7,Lomandra.filiformis,0.54,NA,0.54,0.73
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL8,Lomandra.filiformis,0.27,NA,0.27,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4LOMFIL9,Lomandra.filiformis,0.41,NA,0.41,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN1,Plantago.lanceolata,0.31,NA,0.2,0.09
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN10,Plantago.lanceolata,0.24,NA,0.24,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN11,Plantago.lanceolata,0.19,NA,0.19,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN12,Plantago.lanceolata,0.195,NA,0.195,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN2,Plantago.lanceolata,0.34,NA,0.17,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN3,Plantago.lanceolata,0.28,NA,0.22,0.12
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN4,Plantago.lanceolata,0.45,NA,0.17,0.235
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN5,Plantago.lanceolata,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN6,Plantago.lanceolata,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN7,Plantago.lanceolata,0.205,NA,0.205,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN8,Plantago.lanceolata,0.19,NA,0.19,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4PLALAN9,Plantago.lanceolata,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV1,Trifolium.arvense,0.21,NA,0.21,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-4,2015,14/12/2015,s2-4TRIARV2,Trifolium.arvense,0.16,NA,0.16,NA
