date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2017-11,Bushland remnant,Maniana,Megachile,48,Jacksonia gracillima,47,field,wild
2017-11,Bushland remnant,Piney Lakes,Amegilla,3,Jarrah,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Amegilla,3,Regelia,2,field,wild
2017-11,Bushland remnant,Piney Lakes,Euryglossinae,959,Jacksonia furcellata,99,field,wild
2017-11,Bushland remnant,Piney Lakes,Euryglossinae,959,Jacksonia sternbergiana,40,field,wild
2017-11,Bushland remnant,Piney Lakes,Euryglossinae,959,Jarrah,820,field,wild
2017-11,Bushland remnant,Piney Lakes,Homalictus,1,Jarrah,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Honeybees,127,Jacksonia furcellata,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Honeybees,127,Jarrah,126,field,wild
2017-11,Bushland remnant,Piney Lakes,Hylaeinae,11,Jarrah,11,field,wild
2017-11,Bushland remnant,Piney Lakes,Lasioglossum,7,Hemiandra pungems,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Lasioglossum,7,Hibbertia,2,field,wild
2017-11,Bushland remnant,Piney Lakes,Lasioglossum,7,Jarrah,4,field,wild
2017-11,Bushland remnant,Piney Lakes,Leioproctus,1,Jarrah,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Lipotriches,2,Hibbertia,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Lipotriches,2,Jarrah,1,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Hemiandra pungems,2,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Jacksonia furcellata,12,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Jacksonia sericea,3,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Jacksonia sternbergiana,14,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Jarrah,3,field,wild
2017-11,Bushland remnant,Piney Lakes,Megachile,48,Regelia,14,field,wild
2017-11,Bushland remnant,Piney Lakes,Thyreus,1,Regelia,1,field,wild
2017-11,Bushland remnant,Shenton Park,Amegilla,1,Dianella revoluta,1,field,wild
2017-11,Bushland remnant,Shenton Park,Honeybees,1349,Callistemon viminalis,452,field,wild
2017-11,Bushland remnant,Shenton Park,Honeybees,1349,Hemiandra pungens,2,field,wild
2017-11,Bushland remnant,Shenton Park,Honeybees,1349,Jarrah,707,field,wild
2017-11,Bushland remnant,Shenton Park,Honeybees,1349,Xanthorrea,188,field,wild
2017-11,Bushland remnant,Shenton Park,Hylaeinae,5,Jarrah,2,field,wild
2017-11,Bushland remnant,Shenton Park,Hylaeinae,5,Xanthorrea,3,field,wild
2017-11,Bushland remnant,Shenton Park,Lasioglossum,1,Jarrah,1,field,wild
2017-11,Bushland remnant,Shenton Park,Leioproctus,1,Jarrah,1,field,wild
2017-11,Bushland remnant,Shenton Park,Lipotriches,3,Hibbertia hypericoides,2,field,wild
2017-11,Bushland remnant,Shenton Park,Lipotriches,3,Jacksonia sericea,1,field,wild
2017-11,Bushland remnant,Shenton Park,Megachile,19,Callistemon viminalis,1,field,wild
2017-11,Bushland remnant,Shenton Park,Megachile,19,Daviesia divicarta,3,field,wild
2017-11,Bushland remnant,Shenton Park,Megachile,19,Jacksonia sericea,14,field,wild
2017-11,Bushland remnant,Shenton Park,Megachile,19,Jarrah,1,field,wild
2017-11,Bushland remnant,Star Swamp,Amegilla,1,Thysanotus sparteus,1,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Banksia attenuata,50,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Banksia sessilis,52,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Calothamnus,3,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Jacksonia sternbergiana,31,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Poaceae,1,field,wild
2017-11,Bushland remnant,Star Swamp,Honeybees,153,Xanthorrea,16,field,wild
2017-11,Bushland remnant,Star Swamp,Hylaeinae,1,Banksia attenuata,1,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Banksia attenuata,10,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Banksia sessilis,34,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Jacksonia seria,1,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Jacksonia sternbergiana,11,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Scaevola repens,4,field,wild
2017-11,Bushland remnant,Star Swamp,Lasioglossum,63,Xanthorrea,3,field,wild
2017-11,Bushland remnant,Star Swamp,Megachile,61,Jacksonia seria,11,field,wild
2017-11,Bushland remnant,Star Swamp,Megachile,61,Jacksonia sternbergiana,50,field,wild
2017-11,Bushland remnant,Star Swamp,Thyreus,1,Jacksonia sternbergiana,1,field,wild
2017-11,Bushland remnant,Wireless Hill,Euryglossinae,41,Jacksonia sternbergiana,39,field,wild
2017-11,Bushland remnant,Wireless Hill,Euryglossinae,41,Jarrah,2,field,wild
2017-11,Bushland remnant,Wireless Hill,Honeybees,656,Banksia sessilis,16,field,wild
2017-11,Bushland remnant,Wireless Hill,Honeybees,656,Jarrah,400,field,wild
2017-11,Bushland remnant,Wireless Hill,Honeybees,656,Xanthorrea,240,field,wild
2017-11,Bushland remnant,Wireless Hill,Hylaeus,33,Banksia attenuata,1,field,wild
2017-11,Bushland remnant,Wireless Hill,Hylaeus,33,Banksia sessilis,32,field,wild
2017-11,Bushland remnant,Wireless Hill,Lasioglossum,1,Jarrah,1,field,wild
2017-11,Bushland remnant,Wireless Hill,Lipotriches,1,Hardenbergia comptoniana,1,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,Gompholobium tomentosum,3,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,Hardenbergia comptoniana,2,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,J. furcellata,7,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,J. sericea,1,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,Jacksonia sternbergiana,78,field,wild
2017-11,Bushland remnant,Wireless Hill,Megachile,94,Jarrah,3,field,wild
2017-11,Residential garden,Bibra Lake,Amegilla,7,Dianella revoluta,4,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Amegilla,7,Gompholobium aristatum,2,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Amegilla,7,Hibbertia hypericoides,1,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Apple,5,captive_cultivated,cultivar
2017-11,Residential garden,Bibra Lake,Honeybees,83,Banksia attenuata,15,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Callistemon viminalis,15,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Eucalyptus marginata,23,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Geralton Wax,10,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Gompholobium aristatum,4,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Honeybees,83,Laverta maritima,10,captive_cultivated,cultivar
2017-11,Residential garden,Bibra Lake,Honeybees,83,Lonicera japonica,1,captive_cultivated,cultivar
2017-11,Residential garden,Bibra Lake,Hylaeinae,42,Eucalyptus marginata,42,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Lasioglossum,15,Apple,15,captive_cultivated,cultivar
2017-11,Residential garden,Bibra Lake,Megachile,139,Geralton Wax,6,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Megachile,139,Gompholobium aristatum,125,captive_cultivated,wild
2017-11,Residential garden,Bibra Lake,Megachile,139,Jacksonia furcellata,8,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Amegilla,8,Hibbertia scandens,8,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Honeybees,1014,Anigozanthus rufus,2,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Honeybees,1014,Callistemon viminalis,885,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Honeybees,1014,Gazania linearis,1,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Honeybees,1014,Grevillea whiteana,46,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Honeybees,1014,Hibbertia scandens,2,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Honeybees,1014,Lavandula pedunculata NN,18,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Honeybees,1014,Lavandula pedunculata White,52,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Honeybees,1014,Rosa,5,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Honeybees,1014,Salvia offinialis,2,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Honeybees,1014,Toadflax,1,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Hylaeinae,3,Callistemon viminalis,3,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Lasioglossum,9,Callistemon viminalis,7,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Lasioglossum,9,Hibbertia scandens,2,captive_cultivated,wild
2017-11,Residential garden,Gosnells,Megachile,3,Gazania linearis,1,captive_cultivated,cultivar
2017-11,Residential garden,Gosnells,Megachile,3,Salvia farinaceae,2,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Euryglossinae,30,Callistemon viminalis,10,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Apple,1,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Honeybees,482,Arctotheca calendula,3,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Callistemon salignus 'Perth Pink',3,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Honeybees,482,Callistemon viminalis,385,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Compholobium tomentosum,6,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Dasypogon,15,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Eucalyptus camuldulensis,2,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Euphorbia millii,1,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Honeybees,482,Lechenaultia floribunda,27,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Honeybees,482,Onion,4,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Honeybees,482,Pelargonium capitatum,13,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Honeybees,482,Rhubarb,2,captive_cultivated,cultivar
2017-11,Residential garden,Jandakot,Hylaeinae,10,Callistemon viminalis,10,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Lasioglossum,5,Hibbertia scandens,1,captive_cultivated,wild
2017-11,Residential garden,Jandakot,Lasioglossum,5,Lechenaultia floribunda,4,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Euryglossinae,5,Melaleuca huegelii,5,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Exoneura,320,Callistemon viminalis,3,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Exoneura,320,Hibbertia scandens,3,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Exoneura,320,Melaleuca huegelii,314,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Honeybees,523,Callistemon viminalis,17,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Honeybees,523,Melaleuca huegelii,493,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Honeybees,523,Tanacetum cinerariifolium,13,captive_cultivated,cultivar
2017-11,Residential garden,Nedlands,Hylaeinae,38,Banksia praemorsa,6,captive_cultivated,wild
2017-11,Residential garden,Nedlands,Hylaeinae,38,Melaleuca huegelii,32,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Amegilla,6,Dianella revoluta,6,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Honeybees,4,Banksia attenuata,1,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Honeybees,4,Frangipani buds,2,captive_cultivated,cultivar
2017-11,Residential garden,Osborne Park,Honeybees,4,Syzygium paniculata (Lily-pily),1,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Lasioglossum,4,Dianella revoluta,3,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Lasioglossum,4,Syzygium paniculata (Lily-pily),1,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Megachile,2,Eremaea pauciflora,1,captive_cultivated,wild
2017-11,Residential garden,Osborne Park,Megachile,2,Melaleuca huegelii,1,captive_cultivated,wild
2017-11,Residential garden,Wembley,Euryglossinae,20,Melaleuca braceata,20,captive_cultivated,wild
2017-11,Residential garden,Wembley,Homalictus,1,Melaleuca braceata,1,captive_cultivated,wild
2017-11,Residential garden,Wembley,Honeybees,499,"Brachychiton discolor ""Pink Flame Tree""",10,captive_cultivated,cultivar
2017-11,Residential garden,Wembley,Honeybees,499,Melaleuca braceata,480,captive_cultivated,wild
2017-11,Residential garden,Wembley,Honeybees,499,Rosa,9,captive_cultivated,cultivar
2017-11,Residential garden,Wembley,Hylaeinae,48,Melaleuca braceata,48,captive_cultivated,wild
2017-11,Residential garden,Wembley,Lasioglossum,1,Melaleuca braceata,1,captive_cultivated,wild
2017-11,Residential garden,Wilson,Amegilla,3,Agapanthus,1,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Amegilla,3,Buddleja davidii White,1,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Amegilla,3,Lonicera japonica,1,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Honeybees,37,Agapanthus,3,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Honeybees,37,Buddleja davidii Purple,1,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Honeybees,37,Buddleja davidii White,1,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Honeybees,37,Grevillea excelsior,18,captive_cultivated,wild
2017-11,Residential garden,Wilson,Honeybees,37,Jacksonia sternbergiana,5,captive_cultivated,wild
2017-11,Residential garden,Wilson,Honeybees,37,Leucospermum cordifolium,3,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Honeybees,37,Medigaco polymorpha,2,captive_cultivated,wild
2017-11,Residential garden,Wilson,Honeybees,37,Regelia,1,captive_cultivated,wild
2017-11,Residential garden,Wilson,Honeybees,37,Rosa,3,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Lipotriches,19,Jacksonia sternbergiana,15,captive_cultivated,wild
2017-11,Residential garden,Wilson,Lipotriches,19,Medigaco polymorpha,1,captive_cultivated,wild
2017-11,Residential garden,Wilson,Lipotriches,19,Rosa,3,captive_cultivated,cultivar
2017-11,Residential garden,Wilson,Megachile,203,Jacksonia scoparia,4,captive_cultivated,wild
2017-11,Residential garden,Wilson,Megachile,203,Jacksonia sternbergiana,199,captive_cultivated,wild
2017-11,Residential garden,Wilson,Thyreus,1,Agapanthus,1,captive_cultivated,cultivar
2017-12,Bushland remnant,Bold Park,Coelioxys,4,Jacksonia furcellata,4,field,wild
2017-12,Bushland remnant,Bold Park,Honeybees,46,Banksia attenuata,10,field,wild
2017-12,Bushland remnant,Bold Park,Honeybees,46,Galenia secunda,1,field,wild
2017-12,Bushland remnant,Bold Park,Honeybees,46,Grevillea whiteana N,22,field,wild
2017-12,Bushland remnant,Bold Park,Honeybees,46,Jacksonia furcellata,1,field,wild
2017-12,Bushland remnant,Bold Park,Honeybees,46,Rhagodia baccata subsp. Dioica,12,field,wild
2017-12,Bushland remnant,Bold Park,Megachile,495,Jacksonia furcellata,495,field,wild
2017-12,Bushland remnant,Kings Park,Amegilla,1,Thysannotus sparteus,1,field,wild
2017-12,Bushland remnant,Kings Park,Leioproctus,51,Jacksonia sternbergiana,51,field,wild
2017-12,Bushland remnant,Kings Park,Megachile,192,Jacksonia sericea,8,field,wild
2017-12,Bushland remnant,Kings Park,Megachile,192,Jacksonia sternbergiana,184,field,wild
2017-12,Bushland remnant,Maniana,Amegilla,7,Melaleuca seriata,7,field,wild
2017-12,Bushland remnant,Maniana,Euryglossinae,92,Melaleuca presissii,92,field,wild
2017-12,Bushland remnant,Maniana,Honeybees,77,Arctotheca calendula,2,field,wild
2017-12,Bushland remnant,Maniana,Honeybees,77,Astartea scoparia,3,field,wild
2017-12,Bushland remnant,Maniana,Honeybees,77,Melaleuca presissii,67,field,wild
2017-12,Bushland remnant,Maniana,Honeybees,77,Melaleuca seriata,5,field,wild
2017-12,Bushland remnant,Maniana,Hylaeinae,57,Melaleuca presissii,56,field,wild
2017-12,Bushland remnant,Maniana,Hylaeinae,57,Melaleuca seriata,1,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Acacia huegelii,1,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Arctotheca calendula,1,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Astartea scoparia,17,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Kunzea glabrescens,2,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Melaleuca presissii,11,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Melaleuca seriata,11,field,wild
2017-12,Bushland remnant,Maniana,Lipotriches,44,Taraxicum khatoonae,1,field,wild
2017-12,Bushland remnant,Maniana,Megachile,48,Jacksonia furcellata,17,field,wild
2017-12,Bushland remnant,Maniana,Megachile,48,Jacksonia gracillima,30,field,wild
2017-12,Bushland remnant,Maniana,Megachile,48,Melaleuca seriata,1,field,wild
2017-12,Bushland remnant,Piney Lakes,Amegilla,2,Kunzea,2,field,wild
2017-12,Bushland remnant,Piney Lakes,Euryglossinae,334,Jacksonia furcellata,334,field,wild
2017-12,Bushland remnant,Piney Lakes,Lasioglossum,4,Kunzea,4,field,wild
2017-12,Bushland remnant,Piney Lakes,Megachile .,153,Jacksonia furcellata,10,field,wild
2017-12,Bushland remnant,Piney Lakes,Megachile .,153,Jacksonia sericea,141,field,wild
2017-12,Bushland remnant,Piney Lakes,Megachile .,153,Kunzea,2,field,wild
2017-12,Bushland remnant,Shenton Park,Amegilla,1,Banksia attenuata,1,field,wild
2017-12,Bushland remnant,Shenton Park,Euryglossinae,101,Eucalyptus marginata,101,field,wild
2017-12,Bushland remnant,Shenton Park,Homalictus,3,Eucalyptus marginata,3,field,wild
2017-12,Bushland remnant,Shenton Park,Honeybees,111,Banksia attenuata,11,field,wild
2017-12,Bushland remnant,Shenton Park,Honeybees,111,Eucalyptus marginata,99,field,wild
2017-12,Bushland remnant,Shenton Park,Honeybees,111,Jacksonia sericea,1,field,wild
2017-12,Bushland remnant,Shenton Park,Hylaeinae,43,Eucalyptus marginata,43,field,wild
2017-12,Bushland remnant,Shenton Park,Lasioglossum,1,Eucalyptus marginata,1,field,wild
2017-12,Bushland remnant,Shenton Park,Lipotriches,2,Jacksonia sericea,2,field,wild
2017-12,Bushland remnant,Shenton Park,Megachile,106,Jacksonia sericea,106,field,wild
2017-12,Bushland remnant,Star Swamp,Amegilla,1,Jacksonia sericea,1,field,wild
2017-12,Bushland remnant,Star Swamp,Honeybees,14,Banksia attenuata,13,field,wild
2017-12,Bushland remnant,Star Swamp,Honeybees,14,Jacksonia sericea,1,field,wild
2017-12,Bushland remnant,Star Swamp,Leioprictus,12,Jacksonia sericea,12,field,wild
2017-12,Bushland remnant,Star Swamp,Megachile .,368,Gompholobium tomentosum,1,field,wild
2017-12,Bushland remnant,Star Swamp,Megachile .,368,Jacksonia sericea,360,field,wild
2017-12,Bushland remnant,Star Swamp,Megachile .,368,Jacksonia sternbergiana,7,field,wild
2017-12,Bushland remnant,Wireless Hill,Amegilla,1,Dianella revoluta,1,field,wild
2017-12,Bushland remnant,Wireless Hill,Euryglossinae,691,Banksia attenuata,2,field,wild
2017-12,Bushland remnant,Wireless Hill,Euryglossinae,691,Eucalyptus marginata,689,field,wild
2017-12,Bushland remnant,Wireless Hill,Homalictus,3,Eucalyptus marginata,3,field,wild
2017-12,Bushland remnant,Wireless Hill,Honeybees,13,Banksia attenuata bud,1,field,wild
2017-12,Bushland remnant,Wireless Hill,Honeybees,13,Eucalyptus marginata,12,field,wild
2017-12,Bushland remnant,Wireless Hill,Hylaeinae,3,Eucalyptus marginata,3,field,wild
2017-12,Bushland remnant,Wireless Hill,Lasioglossum,3,Eucalyptus marginata,3,field,wild
2017-12,Bushland remnant,Wireless Hill,Lipotriches,4,Eucalyptus marginata,3,field,wild
2017-12,Bushland remnant,Wireless Hill,Lipotriches,4,Jacksonia sericea,1,field,wild
2017-12,Bushland remnant,Wireless Hill,Megachile,59,Jacksonia furcellata,36,field,wild
2017-12,Bushland remnant,Wireless Hill,Megachile,59,Jacksonia sericea,23,field,wild
2017-12,Residential garden,Bibra Lake,Honeybees,13,Antigonon leptopus,3,captive_cultivated,cultivar
2017-12,Residential garden,Bibra Lake,Honeybees,13,Banksia attenuata,1,captive_cultivated,wild
2017-12,Residential garden,Bibra Lake,Honeybees,13,Duranta repens,2,captive_cultivated,cultivar
2017-12,Residential garden,Bibra Lake,Honeybees,13,Eucalyptus torquata,4,captive_cultivated,wild
2017-12,Residential garden,Bibra Lake,Honeybees,13,Jarrah,2,captive_cultivated,wild
2017-12,Residential garden,Bibra Lake,Honeybees,13,Melaleuca nesophila,1,captive_cultivated,wild
2017-12,Residential garden,Bibra Lake,Hylaeinae,3,Eucalyptus torquata,3,captive_cultivated,wild
2017-12,Residential garden,Bibra Lake,Megachile,100,Jacksonia furcellata,101,captive_cultivated,wild
2017-12,Residential garden,Gosnells,Amegilla,26,Buddlejia NN,1,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Amegilla,26,Centranthus ruber,1,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Amegilla,26,Crepe myrtle,10,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Amegilla,26,Hibbertia scandens,14,captive_cultivated,wild
2017-12,Residential garden,Gosnells,Honeybees,919,Canna lily,1,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Centranthus ruber,1,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Crepe myrtle,809,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Frangipani buds,5,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Grevillea pink surprise,85,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Lophostemon confertus / Queensland Brush Box,10,captive_cultivated,wild
2017-12,Residential garden,Gosnells,Honeybees,919,Pomegranate,5,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Honeybees,919,Rosa,3,captive_cultivated,cultivar
2017-12,Residential garden,Gosnells,Lasioglossum,2,Crepe myrtle,2,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Amegilla,9,Callistemon viminalis,2,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Amegilla,9,Duranta repens,2,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Amegilla,9,Hibbertia scandens,5,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Abelia,3,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Honeybees,311,Alium cepa Onion,1,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Honeybees,311,Brachychiton,6,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Callistemon viminalis,25,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Calytrix aurea,1,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Carpobrotus glaucescens (pigface),6,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Melaleuca linariifolia,1,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Melaleuca nesophila,3,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Metrosideros thomasii New Zealand Christmas bush,10,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Honeybees,311,Nuytsia floribunda,73,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Honeybees,311,Regelia ciliata,182,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Lasioglossum,1,Regelia ciliata,1,captive_cultivated,wild
2017-12,Residential garden,Jandakot,Megachile,30,Australian Finger Lime - Microcitrus australasica,1,captive_cultivated,cultivar
2017-12,Residential garden,Jandakot,Megachile,30,Regelia ciliata,29,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Amegilla,1,Hibbertia scandens,1,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Exoneura,2,Melaleuca heugelii,1,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Exoneura,2,Tanacetum cinerariifolium,1,captive_cultivated,cultivar
2017-12,Residential garden,Nedlands,Honeybees,114,Callistemon viminalis,66,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Honeybees,114,Lophostemon confertus / Queensland Brush Box,43,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Honeybees,114,Melaleuca heugelii,5,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Hylaeinae,1,Melaleuca heugelii,1,captive_cultivated,wild
2017-12,Residential garden,Nedlands,Megachile,20,Broccoli,20,captive_cultivated,cultivar
2017-12,Residential garden,Osborne Park,Amegilla,4,Agapanthus purple,1,captive_cultivated,cultivar
2017-12,Residential garden,Osborne Park,Amegilla,4,Duranta repens,2,captive_cultivated,cultivar
2017-12,Residential garden,Osborne Park,Amegilla,4,Melaleuca nesophila,1,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Honeybees,93,Callistemon viminalis,16,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Honeybees,93,Duranta repens,4,captive_cultivated,cultivar
2017-12,Residential garden,Osborne Park,Honeybees,93,Melaleuca nesophila,10,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Honeybees,93,Pandorea,9,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Honeybees,93,Syzygium paniculata (Lily-pily),54,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Hylaeinae,57,Callistemon viminalis,3,captive_cultivated,wild
2017-12,Residential garden,Osborne Park,Hylaeinae,57,Eucalyptus marginata,54,captive_cultivated,wild
2017-12,Residential garden,Wembley,Euryglossinae,1,Corymbia calophylla,1,captive_cultivated,wild
2017-12,Residential garden,Wembley,Homalictus,2,Corymbia calophylla,2,captive_cultivated,wild
2017-12,Residential garden,Wembley,Honeybees,608,Agapanthus ppl,3,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Brachychiton acerifolius,5,captive_cultivated,wild
2017-12,Residential garden,Wembley,Honeybees,608,Brachychiton discolor,403,captive_cultivated,wild
2017-12,Residential garden,Wembley,Honeybees,608,Callistemon viminalis,13,captive_cultivated,wild
2017-12,Residential garden,Wembley,Honeybees,608,Crepe myrtle,109,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Cuphea hyssopifolia,3,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Dahlia NN,1,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Jacobaea maritima,2,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Lemon,1,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Limonium perezii,52,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Marigold,1,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Rosa,3,captive_cultivated,cultivar
2017-12,Residential garden,Wembley,Honeybees,608,Salvia,1,captive_cultivated,cultivar
