plot.id,species,dune.system,uptake.strategy,specific.uptake.strategy,collection.date,Ca_ug.g.DW,Cu_ug.g.DW,Fe_ug.g.DW,K_ug.g.DW,Mg_ug.g.DW,Mn_ug.g.DW,Mo_ug.g.DW,P_ug.g.DW,S_ug.g.DW,Zn_ug.g.DW,N_ug.g.DW,C_%,CN,senesced_leaf_Ca,senesced_leaf_Cu,senesced_leaf_Fe,senesced_leaf_K,senesced_leaf_Mg,senesced_leaf_Mn,senesced_leaf_Mo,senesced_leaf_P,senesced_leaf_S,senesced_leaf_Zn,senesced_leaf_N
Q.Y.3,Acacia rostellifera ,QY,N fixing,NA,4/5/12,71102.70108,0.851817158,68.80159643,7305.240276,7612.407505,4.758738076,1.24324879,1740.341595,25837.01313,3.662562288,15083.4268,44.2839514,29.35934385,44180.53218,0.910651168,31.95914477,3813.473076,4168.524105,1.838510216,1.02662332,510.3819952,18420.27453,3.600039508,8865.6901
Q.Y.3,Conostylis candicans subsp. calcicola,QY,NM,NA,4/5/12,8872.843381,0.528903148,58.28564583,4693.607376,1367.296305,23.95748835,0.20348351,347.0052952,954.6173333,2.718146298,8961.65216,45.94688432,51.27055091,32291.09948,0.624656588,135.0862172,437.1235762,1717.940605,31.05929063,0.2888526,250.5151952,1065.650033,0.429735698,9436.5207
Q.Y.3,Hardenbergia comptoniana ,QY,AM/N fixing,NA,4/5/12,44358.86158,2.887831218,70.60253791,11680.25248,9791.365405,12.89501873,-0.19173077,988.5601952,2491.834333,4.759409968,20632.2058,46.34919893,22.46449041,36377.93468,0.601958128,45.71270842,5849.733476,8291.834305,7.448116666,-0.1709384,377.2090952,1563.133233,-0.198628162,11712.2595
Q.Y.3,Olearia axillaris,QY,AM,NA,4/5/12,10073.54108,1.432493268,292.2542013,9205.167576,2751.857105,13.00840107,1.88389661,3193.749195,1321.467233,5.637240798,11839.74172,49.300278,41.63965663,21920.82708,0.671097958,395.5485791,2254.574876,4421.680905,12.47472681,1.70897598,5876.889795,2015.254533,1.474866898,6908.3195
Q.Y.3,Scaevola crassifolia,QY,AM,NA,4/5/12,41498.07738,1.440712448,49.03707349,4141.359576,3941.039405,13.15318471,1.56498002,4797.673595,9377.899033,8.163135828,20642.96982,42.75356276,20.71095541,56321.63368,2.592648038,52.96596235,881.2783762,2133.655405,3.763620816,1.20001279,9081.450195,13124.83403,3.368786918,6458.228
Q.Y.3,Spyridium globulosum,QY,AM/EM,NA,4/5/12,32708.46938,2.480404528,201.2381167,15156.63518,2984.760805,9.314817006,0.59073711,957.8927952,1885.650333,5.049011548,10062.08802,48.89687969,48.59516197,20394.85258,0.465605738,186.341803,3440.230676,1820.479005,4.826263966,0.2136237,435.7960952,1468.096333,0.144159428,4847.5498
Q.Y.7,Acacia rostellifera ,QY,N fixing,NA,4/5/12,35747.04628,2.032534778,116.2608443,11562.11448,5888.718905,8.694877176,1.98404904,2823.451695,2703.210833,2.504353018,16700.8813,48.79433262,29.21662141,38714.19008,0.807815718,35.08505703,4133.387176,4441.044805,3.693298746,0.61891557,1625.102395,1813.634033,-0.936187972,7054.7925
Q.Y.7,Conostylis candicans subsp. calcicola,QY,NM,NA,4/5/12,17656.00238,1.309682848,80.02125134,5042.031576,2806.048005,408.0591495,-0.40056879,633.5684952,1642.835133,3.059279108,10929.64101,45.60736126,41.72814205,34400.60338,0.672048928,92.14482926,671.4165762,2299.639305,148.3508035,0.3077271,205.5962952,1098.795933,0.513125368,6823.035
Q.Y.7,Hardenbergia comptoniana ,QY,AM/N fixing,NA,4/5/12,28774.69408,0.582592638,50.22677196,4638.088676,6415.994805,6.172510406,0.29872859,656.9605952,1119.796333,1.925981698,18349.67353,46.5307553,25.35781099,45096.39988,0.295432898,46.59075774,1036.193676,7948.986605,2.302491866,0.15962736,341.2350952,821.1029333,1.559869538,8776.9629
Q.Y.7,Olearia axillaris,QY,AM,NA,4/5/12,8637.701681,1.008455998,353.167174,2032.394976,2631.261205,10.6482564,1.27327997,2713.901995,1258.037833,2.494259768,8955.08885,49.02612773,54.7466681,24879.84648,0.891780738,514.0249493,812.0807762,3970.327005,17.03732867,1.15583165,2575.352895,1591.216633,2.809940918,5993.7593
Q.Y.7,Scaevola crassifolia,QY,AM,NA,4/5/12,69354.24108,0.951077938,130.8367254,12628.14008,5148.329805,17.54867104,0.66345266,3969.283795,19285.91633,2.932198838,13594.00145,41.46149719,30.49984756,44908.91528,0.358090478,113.1319189,2346.156876,2536.803305,2.605672536,0.42820342,5685.431395,15316.56953,1.146486068,5188.2192
Q.Y.7,Spyridium globulosum,QY,AM/EM,NA,4/5/12,37873.51098,1.460851258,124.7721878,9334.695676,5017.898205,6.953011876,0.3440036,836.6954952,2111.528133,3.002395568,8275.6877,48.57753078,58.69908645,25915.53138,0.346621988,83.6674595,2338.069776,3144.316505,2.811523186,0.29325645,629.9829952,1634.556133,0.049925168,3739.5766
Q.Y.8,Acacia rostellifera ,QY,N fixing,NA,3/5/12,78868.91468,1.088494728,114.0910348,7658.746476,4447.195405,20.60374102,0.64330879,1078.845695,9276.391433,4.070393098,17910.97845,44.63710834,24.92164705,49160.79928,0.401515208,68.20607657,2594.535376,3540.412005,18.06315897,0.33097904,175.5338952,5536.304733,-1.311896162,8675.7151
Q.Y.8,Conostylis candicans subsp. calcicola,QY,NM,NA,3/5/12,20472.03418,0.822280708,131.5318953,13642.04268,2394.197805,89.40087273,-0.42373131000000003,403.2492952,1601.719433,5.183249568,12468.94434,43.35561551,34.77087902,19694.36128,0.714158618,180.4965682,1532.788276,1598.977005,64.85165545,-0.12183433,206.6199952,1239.945633,-0.718564812,8950.67
Q.Y.8,Olearia axillaris,QY,AM,NA,3/5/12,14712.24318,0.961626008,171.3519811,4252.166776,1764.132905,29.22900676,1.61766777,2054.556095,1141.902033,2.342563258,7637.07159,48.92159282,64.05805186,37799.44128,0.595724088,286.6690308,1777.106676,3656.758205,50.17531353,1.38364126,4040.578795,1663.058633,-0.856307122,5147.8375
Q.Y.8,Scaevola crassifolia,QY,AM,NA,3/5/12,66795.18718,1.989907818,98.24419892,2589.524376,6040.855205,55.87694773,0.56976902,2133.680295,6442.051333,3.411182868,13967.46591,40.27218469,28.83284982,56926.59368,0.797976748,107.5718934,340.3992762,6311.572405,57.6146968,1.27339982,2408.023395,7257.861133,2.121779938,5299.3496
Q.Y.8,Spyridium globulosum,QY,AM/EM,NA,3/5/12,34950.70828,0.438305788,80.48954078,3105.200776,5424.599805,18.61991814,0.3752174,600.6514952,1268.313533,1.140226228,7970.55927,48.19925374,60.47160824,22291.21528,0.302477808,85.60533783,671.4478762,3256.478705,7.578680966,0.03723524,718.8918952,924.9432333,-0.656631922,3591.8163
S.W.11,Acacia spathulifolia,SW,N fixing,AM/N fixing,21/3/12,73716.78368,1.438264618,98.33474944,4572.920576,6304.877805,3.718500826,0.7283058,387.0519952,5858.924733,4.145679908,12055.81263,41.50954937,34.43115005,63716.773,1.2505375,94.6907,2448.3353,2989.150275,4.67195,NA,121.9268875,6096.329388,2.1467,11049.3005
S.W.11,Banksia leptophylla var. melletica,SW,NM,cluster root,21/3/12,4402.935081,1.591169798,118.6193511,2219.295876,1379.157305,85.14097115,0.23791487,418.6584952,1464.476133,2.956773988,9933.47913,49.31501662,49.6452612,8475.8683,0.9752375,133.727,847.5487,958.668475,133.72795,NA,117.9937875,1081.580188,2.8645,5611.12
S.W.11,Banksia sessilis var. cygnorum,SW,NM,cluster root,21/3/12,3594.664681,1.026314228,158.1494364,4595.897276,1509.913605,145.3384319,0.49136308,279.6414952,1592.177233,4.385722708,7607.24784,49.02762553,64.44857139,7311.0481,0.7966375,143.2781,782.0971,1305.167575,250.24665,0.059428571,62.7081875,1648.642788,7.0394,4566.7443
S.W.11,Melaleuca aff. systena,SW,EM,NA,21/3/12,14556.14078,1.332609218,72.07967453,4891.943776,6844.167805,22.83709815,0.62343702,444.6608952,4246.812033,2.476300388,10043.50857,48.44810445,48.23822683,19674.39878,1.684297418,490.3050184,1660.544176,3055.977805,20.70686951,2.01796334,262.2439952,2985.196533,1.237362808,9071.2886
S.W.14,Acacia rostellifera ,SW,N fixing,NA,1/5/12,61037.60588,1.540487678,169.5963266,5636.115576,1577.192005,10.35236402,0.55776296,380.0765952,12751.56663,5.271373378,13799.87592,43.71666522,31.67902775,48262.5071,0.8029375,143.8228,2664.0504,994.174875,7.36625,NA,143.8220875,12934.33049,2.146,10478.3415
S.W.14,Acacia spathulifolia,SW,N fixing,NA,1/5/12,69994.78638,0.970159458,144.3690315,3865.389776,4753.603605,4.715781986,0.21205919,239.0037952,11057.57963,2.206053348,12903.00231,41.38063718,32.07054932,42337.8763,0.9644375,119.8432,3310.3703,2298.591175,4.61825,0.059428571,133.5949875,7072.659188,2.1544,9494.5208
S.W.14,Banksia leptophylla var. melletica,SW,NM,NA,1/5/12,5237.670081,1.690895238,172.7566902,3480.520276,1536.592905,61.13902228,0.04442629,427.9525952,1568.815533,2.119067338,10672.46256,48.68356532,45.61605632,10636.2361,1.0653375,203.2293,585.9026,794.838175,146.25015,0.019528571,60.9683875,1006.615288,2.2253,4201.5203
S.W.14,Banksia sessilis var. cygnorum,SW,NM,NA,1/5/12,4015.345381,1.434987748,213.2247437,3066.505576,1176.889505,158.8635651,0.17797247,314.9621952,1807.991133,1.916628238,8295.97041,49.31907176,59.44943063,6126.441,0.7922375,250.9885,552.3292,694.630375,174.90255,NA,75.9877875,1077.042688,2.8292,4831.1284
S.W.14,Hibbertia hypericoides ,SW,AM,NA,1/5/12,12578.80078,2.730321628,186.1821829,5739.765576,3821.634005,15.10437618,0.69881184,361.8814952,2723.230333,3.268870658,8830.09739,44.72213593,50.64738695,14667.9469,1.3694375,180.377,860.2154,1783.910875,12.38985,NA,124.8757875,2586.687088,4.8198,7482.5126
S.W.14,Melaleuca aff. systena,SW,EM,NA,1/5/12,14147.80318,2.446929438,117.9078366,4711.523876,4757.891005,11.5440069,0.08182985,257.9387952,3049.912433,1.266023218,7334.76945,49.1692492,67.03584825,22420.5937,2.7497375,72.6194,780.7117,2311.474275,18.35455,NA,76.3885875,2182.507288,2.6519,4709.1732
S.W.14,Mesomelaena pseudostygia,SW,NM,NA,1/5/12,2036.4622,2.0094375,21.23,5542.7051,678.160375,7.67665,-0.066671429,98.9429875,1066.249988,5.2192,6302.68936,44.13274462,70.02208443,2083.2921,0.5928375,51.5508,123.0197,171.477975,12.69515,NA,30.3291875,658.8822875,3.4624,3599.064
S.W.17,Banksia leptophylla var. melletica,SW,NM,NA,30/4/12,5562.004081,1.678597478,132.0006782,3453.209176,2273.110005,127.0142907,0.32846957,482.8776952,2013.986833,3.398812268,8770.46352,48.64584745,55.46553764,4828.5582,1.0301375,106.7585,827.5777,1224.256275,86.48515,NA,88.0505875,1106.725688,3.5193,4244.323
S.W.17,Banksia sessilis var. cygnorum,SW,NM,NA,30/4/12,4152.247081,1.176393378,130.3033638,2164.005976,1526.184605,80.66676996,0.17297174,282.1931952,1592.591833,0.918153378,6884.69549,48.60012667,70.59154137,5793.5323,0.7807375,148.978,761.3988,1567.639175,95.42495,NA,62.3170875,1752.645288,6.1862,4184.931
S.W.17,Hibbertia hypericoides ,SW,AM,NA,30/4/12,17286.11688,1.614788498,92.55325734,2897.049476,3808.621605,17.6775077,0.22658425,300.5661952,3316.316533,4.120415458,8564.00028,44.33989768,51.77475038,15836.6122,0.8782375,98.3072,1025.8541,2091.599875,17.23245,NA,54.4817875,4332.636888,1.8955,5225.3653
S.W.17,Melaleuca aff. systena,SW,EM,NA,30/4/12,17902.47248,1.409132998,68.86975682,4942.063476,6549.324805,8.961957786,0.28654298,351.7706952,4182.627633,1.637741598,6619.3706,48.00841542,72.52716057,13658.9817,0.8392375,70.1898,836.4482,2652.010275,6.47195,NA,124.6257875,2322.998488,2.047,3654.215
S.W.17,Mesomelaena pseudostygia,SW,NM,NA,30/4/12,1510.68,0.7912375,17.5443,6062.3359,306.983875,10.13785,-0.009171429,85.9645875,950.2599875,3.4631,6005.34757,43.62908594,72.65039275,1966.8527,0.4983375,51.3149,232.6744,190.813475,8.07345,NA,32.7163875,669.8799875,1.9408,3286.2463
S.W.26,Acacia rostellifera ,SW,N fixing,NA,1/5/12,51694.65418,1.370776358,623.3098138,8189.518576,3533.216205,115.654048,0.46082101,401.1809952,11667.81913,3.340916868,17676.85231,44.23640171,25.02504459,40737.0106,0.8682375,368.5263,5288.8023,2748.970375,88.04915,NA,124.5016875,11254.94769,2.8218,11959.7312
S.W.26,Banksia leptophylla var. melletica,SW,NM,NA,30/4/12,3979.623281,2.037490228,199.8187195,2984.866776,1551.843505,53.26955259,0.55052199,540.4970952,1783.539533,4.595336818,7475.0182,48.86078508,65.36543967,4477.5707,0.6982375,157.2143,794.9826,1582.055975,46.86705,-0.069171429,87.2633875,1273.599388,2.3116,3411.5914
S.W.26,Banksia sessilis var. cygnorum,SW,NM,NA,30/4/12,4439.691281,1.307986718,117.8331785,2608.517976,1758.125905,68.08395696,0.06828933,250.7136952,2048.983033,1.343312078,6561.01302,48.41624422,73.79385479,7740.6642,0.6595375,125.8345,1353.6279,1725.419175,102.00325,NA,45.9481875,2240.196388,1.9478,3759.5467
S.W.26,Hibbertia hypericoides ,SW,AM,NA,30/4/12,21039.53128,2.305038748,114.9451913,2765.108876,4547.117505,30.9956075,0.36835083,299.9477952,4253.500633,3.987046708,8133.76753,43.32226736,53.26223942,15922.2889,1.2347375,114.5635,1194.1325,2067.927575,29.03045,NA,65.8248875,4446.569488,2.3914,5462.5584
S.W.26,Melaleuca aff. systena,SW,EM,NA,30/4/12,13344.36118,2.288660598,69.0975874,3516.672876,5730.897505,8.001817426,0.05322828,313.2969952,4300.350333,0.776756808,6142.59842,47.11584771,76.70344777,15822.28818,3.486348168,55.96996655,1860.883876,3942.794905,4.567603566,0.26785869,261.5867952,6125.110333,-1.522749302,3592.4196
S.W.26,Mesomelaena pseudostygia,SW,NM,NA,30/4/12,4297.621981,3.139912198,40.87584557,4789.208876,519.1708048,25.80893137,0.36310643,166.8421952,781.8395333,5.039435198,5478.58471,43.33551072,79.09982775,1722.1282,1.5050375,43.4828,370.0814,340.594375,8.59315,0.095628571,113.2251875,810.6240875,3.0954,4722.724
S.W.3,Hibbertia hypericoides ,SW,AM,NA,1/5/12,16589.26718,1.218561238,88.03577452,5617.508976,4002.030005,29.91859812,0.29919952,367.3427952,2912.960233,2.991692908,9452.82457,44.60419269,47.18610015,17571.5284,1.1468375,217.1771,837.0752,1628.791675,38.79705,NA,88.3510875,1618.921188,2.6981,7773.2754
S.W.3,Melaleuca aff. systena,SW,EM,NA,1/5/12,16610.39398,2.125983738,93.95985074,5157.207976,8612.858705,26.34520925,0.29606615,416.7188952,5547.730133,2.859026078,9937.21872,48.16391229,48.46820184,23255.7728,38.4707375,165.6981,733.4848,3275.160175,33.81915,0.136228571,85.0771875,3740.277688,27.4256,6473.9274
S.W.34,Banksia leptophylla var. melletica,SW,NM,NA,1/5/12,5526.187481,1.488438758,128.1032971,4523.988776,2285.004705,97.92378921,0.56655695,384.7806952,1863.420933,7.450050578,11778.49483,48.46699274,41.14871504,6472.8652,0.9081375,149.7541,749.7114,1251.197875,153.69595,NA,42.4627875,931.9872875,3.2346,4298.812
S.W.34,Banksia sessilis var. cygnorum,SW,NM,NA,1/5/12,3729.888181,1.483523128,115.7482759,3519.573276,1319.921405,64.68838301,0.37063719,255.3292952,1602.632133,3.756771478,8833.9595,48.39145261,54.77889345,5404.2981,0.9978375,138.0675,924.0208,996.021575,115.38595,NA,56.0154875,1163.675688,6.6796,5350.3734
S.W.34,Melaleuca aff. systena,SW,EM,NA,1/5/12,17121.08938,1.552767718,74.50442341,2838.078776,5961.660505,14.25748659,0.27488461,408.9125952,3587.679833,5.308817668,10632.58418,48.47568114,45.59162694,24878.4816,1.7315375,109.8158,603.4562,2730.772975,8.99065,0.117128571,96.1123875,2798.801388,3.3559,7063.8274
S.W.34,Mesomelaena pseudostygia,SW,NM,NA,1/5/12,4887.747881,1.250419448,48.91432984,3715.575276,445.8010048,45.56878043,0.09790245,165.2255952,1263.739433,1.330441728,9115.99281,43.8615646,48.11496183,1116.4637,2.6328375,64.5635,130.0548,190.257675,7.13725,0.194728571,53.8831875,716.4724875,3.7992,4729.6289
S.W.35,Acacia rostellifera ,SW,N fixing,NA,1/5/12,60521.14368,2.001476698,215.2634807,3581.014776,2850.741905,115.4949258,-0.14803729,627.7504952,14777.01933,1.355459428,14105.17316,42.760076,30.31517269,62939.55538,0.538364328,348.8536482,1944.831276,2290.395805,158.9324279,-0.09590483,173.6222952,17902.56483,-1.192199332,8539.719
S.W.35,Acacia spathulifolia,SW,N fixing,NA,1/5/12,67056.79948,1.296038958,51.20546781,8941.191976,4507.835905,5.358120016,0.01973066,307.3562952,18820.43493,3.843850038,11519.76682,38.29202546,33.24027825,72965.0751,1.8525375,52.9074,4205.3841,3217.020675,3.93545,NA,123.0616875,18120.12259,7.6581,8408.7196
S.W.35,Banksia leptophylla var. melletica,SW,NM,NA,1/5/12,3864.316781,1.717203428,103.4832959,4277.546176,1476.553905,90.94172903,0.19187358,355.2610952,1419.584233,3.810040128,9086.21032,49.09604827,54.03358118,5865.0614,1.3409375,141.7404,1124.1024,915.899875,89.54195,-0.038571429,53.2743875,916.8785875,1.792,4444.6559
S.W.35,Banksia sessilis var. cygnorum,SW,NM,NA,1/5/12,5890.185081,1.014647468,109.7106169,2591.097976,1817.150605,207.4722017,0.18231215,198.9529952,2775.099233,4.944494618,6383.29143,49.52307932,77.58235679,5868.1111,0.6052375,134.6336,625.7701,923.828975,159.70425,NA,46.0535875,1652.706688,2.3801,4334.8733
S.W.35,Hibbertia hypericoides ,SW,AM,NA,1/5/12,14200.12788,1.258477258,83.9292108,5769.144976,3845.542905,19.56558291,-0.09800328,333.3627952,3317.828633,3.525127728,10649.64595,44.93709625,42.19585932,15422.8444,1.2455375,142.289,957.1716,1751.210175,18.40935,0.070228571,77.2135875,4467.629288,2.6797,8002.6119
S.W.35,Melaleuca aff. systena,SW,EM,NA,1/5/12,11061.44308,1.730824958,156.9469614,5025.329276,5534.835605,15.90289818,0.62350192,420.4033952,4035.183633,8.509005118,8931.66648,49.90649352,55.87590357,13772.9947,0.6807375,127.0615,1095.981,2153.215675,12.70745,NA,138.6999875,2289.007388,2.3697,5463.5641
S.W.35,Mesomelaena pseudostygia,SW,NM,NA,1/5/12,1812.9359,0.9941375,23.6645,4322.4768,597.294575,12.78765,0.029128571,100.1904875,902.6393875,4.0203,6721.11247,43.06131755,64.06873523,1682.7441,0.9205375,97.6793,432.2594,440.005075,11.89695,NA,138.2975875,986.4278875,3.388,6454.5228
S.W.36,Acacia rostellifera ,SW,N fixing,NA,1/5/12,52460.30668,1.495969958,187.5682468,4269.618976,2177.252005,41.02155438,0.19955497,511.8679952,13189.64533,2.336327018,17157.11458,44.05323716,25.67636705,47471.8689,0.9755375,128.2776,1713.4408,1217.194875,19.75795,NA,134.8311875,15074.87399,6.9507,10853.1129
S.W.36,Banksia leptophylla var. melletica,SW,NM,NA,1/5/12,4753.945881,2.137812908,100.6582632,2859.411176,1684.690005,126.8174763,0.1467625,559.1680952,1388.777033,2.707915698,10235.80632,48.32083985,47.20765354,7016.6418,1.2873375,112.8561,880.2325,1157.964375,157.99935,NA,62.3156875,891.0372875,3.4182,3764.8596
S.W.36,Banksia sessilis var. cygnorum,SW,NM,NA,1/5/12,4244.305181,1.089496208,120.0476983,2966.452376,1687.470805,100.3099036,0.49943752,250.9069952,1209.941333,1.783740538,6284.92117,48.3020314,76.85383814,6359.3629,0.6721375,106.1457,1880.7771,1564.212175,191.80765,-0.064671429,111.7314875,1554.902388,2.3867,5804.2712
S.W.36,Hibbertia hypericoides ,SW,AM,NA,1/5/12,17468.65948,2.134946048,100.3847169,2977.896076,3913.513905,16.17949704,-0.0821072,362.5838952,2401.668933,4.370206058,9413.49797,43.83914505,46.57051521,16141.6911,1.3206375,135.8272,605.2727,1653.509675,15.35565,NA,108.2673875,2047.211688,3.3299,7574.573
S.W.36,Melaleuca aff. systena,SW,EM,NA,1/5/12,14443.29728,1.819304938,82.28736934,4352.047076,6707.109605,12.04758541,0.48607451,300.1561952,4282.958033,3.769770078,7359.74395,48.45936808,65.84382339,11833.1305,4.4440375,115.4223,847.6784,2473.293275,13.28945,NA,97.9627875,2909.763888,12.9032,5455.3762
S.W.36,Mesomelaena pseudostygia,SW,NM,NA,1/5/12,3566.574081,0.413202518,23.47154853,5320.012976,579.8026048,18.64612185,0.00232947,158.8017952,1287.021733,1.343011838,7138.45701,43.96332898,61.58659905,1159.3791,1.2481375,49.3724,255.0302,290.787675,14.59075,NA,64.4440875,704.3153875,7.4331,6642.1789
S.W.6,Acacia spathulifolia,SW,N fixing,NA,1/5/12,62211.59798,1.263879578,71.25825478,4945.128576,4197.728805,9.260922686,0.28906932,276.4650952,22284.76203,4.188393188,12217.92243,40.9952312,33.55335692,66504.3405,0.6346375,73.5155,5735.1086,2755.565175,18.01495,-0.028671429,98.3443875,21421.58399,3.2066,8634.0655
S.W.6,Banksia leptophylla var. melletica,SW,NM,NA,1/5/12,5157.331781,1.980887658,137.9796935,5111.956976,1681.472205,197.8459373,0.17782124,410.6779952,1635.414933,3.780999848,10843.28352,49.21265685,45.38538234,7020.6078,2.3714375,230.0889,623.3599,978.334075,249.75555,0.069328571,84.3654875,1012.750288,3.6216,5119.1011
S.W.6,Banksia sessilis var. cygnorum,SW,NM,NA,1/5/12,4186.045881,1.267971818,102.625622,4054.235176,1359.823805,156.7534941,0.50614557,300.3744952,1426.080833,3.259714538,6835.77354,48.68550354,71.22164489,8814.6342,5.6085375,240.8282,1128.8382,997.144175,342.42845,NA,116.6506875,1580.400288,5.1395,5183.4331
S.W.6,Hibbertia hypericoides ,SW,AM,NA,1/5/12,13111.19118,1.404543888,117.9972075,4620.413076,3313.075905,23.34529847,0.49451714,347.9163952,1988.619233,3.415795318,9146.0593,45.93514576,50.22397541,12632.5528,1.3325375,200.579,925.705,1610.381075,21.21635,NA,85.9205875,1215.010988,2.4814,6209.5082
S.W.6,Melaleuca aff. systena,SW,EM,NA,1/5/12,19537.04518,4.290462718,111.4858739,3787.104776,7161.054405,24.38564981,0.37445458,463.6482952,4189.720033,5.902527458,8622.94138,47.41350018,54.98529802,22949.1776,1.0173375,136.7192,488.239,2236.294475,17.28655,NA,87.2066875,2587.858188,2.9523,5264.1311
S.W.6,Mesomelaena pseudostygia,SW,NM,NA,1/5/12,3529.607681,1.145904578,39.28666358,6208.292476,964.2243048,32.95038832,0.71555666,157.5450952,1167.576733,2.707066818,6518.71466,43.42146562,66.61047138,2149.4053,1.1825375,62.6388,752.7252,432.623175,14.76145,NA,138.3760875,896.6465875,3.3241,8405.0042
S.W.8,Acacia rostellifera ,SW,N fixing,NA,1/5/12,49320.61028,1.763954298,65.00798866,7209.762576,2097.713805,11.14128657,0.29989902,614.4814952,13135.26243,4.423113548,17289.01179,44.57668128,25.7832442,48812.18668,1.191013088,51.92673143,3274.367876,1708.105005,10.79254957,0.11390862,180.1544952,11977.48793,2.176887568,9680.5823
S.W.8,Acacia spathulifolia,SW,N fixing,NA,1/5/12,75693.82018,1.459971138,221.8747047,7823.359176,3779.479005,5.939788376,0.33035717,339.5011952,20223.07823,7.795320538,10244.35701,39.30378268,38.36627584,41130.59458,0.913751448,64.33590694,6685.685476,2883.445705,11.58357292,0.46019289,207.4961952,11794.08033,2.178422558,9630.1503
S.W.8,Banksia leptophylla var. melletica,SW,NM,NA,30/4/12,5229.608781,1.793265088,96.93946782,2383.911976,2269.064005,79.51199636,0.11845438,436.9777952,2085.055733,3.854453278,7088.59003,49.66805997,70.06761532,6021.4642,0.8912375,113.3924,898.2959,964.775775,74.97695,NA,74.7797875,1133.887388,2.2514,3996.3381
S.W.8,Banksia sessilis var. cygnorum,SW,NM,NA,30/4/12,3183.489881,1.084897278,81.15735777,3314.169576,1312.402405,68.4168397,0.11293465,249.5787952,1499.146533,1.151301918,7036.09875,48.29613333,68.6404996,5272.0038,0.7240375,135.0848,1313.2785,984.95697500000006,84.05385,NA,76.0784875,1669.761188,6.11,4948.3707
S.W.8,Hibbertia hypericoides ,SW,AM,NA,30/4/12,15387.83168,1.376671928,144.587471,4336.355176,3356.092605,18.80215325,0.39614128,317.5466952,2897.571933,3.764069658,9881.87328,45.77606567,46.32326722,15038.273,2.3963375,134.1,1149.383,1752.839975,15.23125,NA,98.6586875,3285.408188,5.3767,7687.9669
S.W.8,Melaleuca aff. systena,SW,EM,NA,30/4/12,16608.23818,2.519442078,95.49189642,3660.938276,6654.735905,21.13925388,0.05142526,373.9339952,6191.126333,7.080933448,8499.63029,48.78928241,57.4016525,16666.6255,1.5327375,76.0663,955.3841,3410.819075,15.02075,0.097428571,104.6508875,4253.843588,3.3849,4603.5877
S.W.8,Mesomelaena pseudostygia,SW,NM,NA,30/4/12,2304.684,0.3489375,19.6725,4455.1168,422.338575,10.22315,0.048728571,84.9562875,809.9964875,2.8864,4564.34112,44.57380819,97.65661028,1396.4432,0.6658375,50.2934,354.4499,287.075775,10.05995,NA,51.5621875,707.9753875,4.7101,4353.8627
