Month,Date,Temperature,Plant species,Genus,Family,Origin,Horticutural variety,Colour,Flower N,Insect taxa,N,TotalN,Native bee genera,counts?,notes
January,24/1/2021,28.1,Anigozanthos 'Bush diamond',Anigozanthos,Haemodoraceae,native,y,white,80,Native bees,0,1,,,
January,24/1/2021,28.1,Anigozanthos 'Bush diamond',Anigozanthos,Haemodoraceae,native,y,white,80,Honeybees,1,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush diamond',Anigozanthos,Haemodoraceae,native,y,white,80,Wasps,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush diamond',Anigozanthos,Haemodoraceae,native,y,white,80,Syrphid flies,0,,,,
January,24/1/2021,28.1,Anigozanthos 'Bush diamond',Anigozanthos,Haemodoraceae,native,y,white,80,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila calorhabdos x denticulata ,Eremophila,Scrophulariaceae,native,y,pink,33,Native bees,0,0,,,
January,24/1/2021,28.1,Eremophila calorhabdos x denticulata ,Eremophila,Scrophulariaceae,native,y,pink,33,Honeybees,0,,,,
January,24/1/2021,28.1,Eremophila calorhabdos x denticulata ,Eremophila,Scrophulariaceae,native,y,pink,33,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila calorhabdos x denticulata ,Eremophila,Scrophulariaceae,native,y,pink,33,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila calorhabdos x denticulata ,Eremophila,Scrophulariaceae,native,y,pink,33,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,purple,21,Native bees,0,0,,,
January,24/1/2021,28.1,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,purple,21,Honeybees,0,,,,
January,24/1/2021,28.1,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,purple,21,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,purple,21,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,purple,21,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,13,Native bees,0,1,,,
January,24/1/2021,28.1,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,13,Honeybees,1,,,,
January,24/1/2021,28.1,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,13,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,13,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,13,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,12,Native bees,0,0,,,
January,24/1/2021,28.1,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,12,Honeybees,0,,,,
January,24/1/2021,28.1,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,12,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,12,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,12,Other flies,0,,,,
January,24/1/2021,28.1,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,30,Native bees,0,0,,,
January,24/1/2021,28.1,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,30,Honeybees,0,,,,
January,24/1/2021,28.1,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,30,Wasps,0,,,,
January,24/1/2021,28.1,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Ozothamnus 'radiance',Ozothamnus ,Asteraceae,native,y,white,30,Other flies,0,,,,
January,24/1/2021,28.1,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,30,Native bees,0,2,,,
January,24/1/2021,28.1,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,30,Honeybees,2,,,,
January,24/1/2021,28.1,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,30,Wasps,0,,,,
January,24/1/2021,28.1,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,30,Other flies,0,,,,
January,24/1/2021,28.1,Goodenia ovata,Goodenia,Goodeniaceae,native,n,yellow,50,Native bees,0,5,,,
January,24/1/2021,28.1,Goodenia ovata,Goodenia,Goodeniaceae,native,n,yellow,50,Honeybees,5,,,,
January,24/1/2021,28.1,Goodenia ovata,Goodenia,Goodeniaceae,native,n,yellow,50,Wasps,0,,,,
January,24/1/2021,28.1,Goodenia ovata,Goodenia,Goodeniaceae,native,n,yellow,50,Syrphid flies,0,,,,
January,24/1/2021,28.1,Goodenia ovata,Goodenia,Goodeniaceae,native,n,yellow,50,Other flies,0,,,,
January,24/1/2021,28.1,Lobelia anceps,Lobelia,Campanulaceae,native,n,blue,30,Native bees,0,0,,,
January,24/1/2021,28.1,Lobelia anceps,Lobelia,Campanulaceae,native,n,blue,30,Honeybees,0,,,,
January,24/1/2021,28.1,Lobelia anceps,Lobelia,Campanulaceae,native,n,blue,30,Wasps,0,,,,
January,24/1/2021,28.1,Lobelia anceps,Lobelia,Campanulaceae,native,n,blue,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Lobelia anceps,Lobelia,Campanulaceae,native,n,blue,30,Other flies,0,,,,
January,24/1/2021,28.1,Brachyscome multifida ,Brachyscome,Asteraceae,native,n,purple,30,Native bees,0,0,,,
January,24/1/2021,28.1,Brachyscome multifida ,Brachyscome,Asteraceae,native,n,purple,30,Honeybees,0,,,,
January,24/1/2021,28.1,Brachyscome multifida ,Brachyscome,Asteraceae,native,n,purple,30,Wasps,0,,,,
January,24/1/2021,28.1,Brachyscome multifida ,Brachyscome,Asteraceae,native,n,purple,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Brachyscome multifida ,Brachyscome,Asteraceae,native,n,purple,30,Other flies,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,500,Native bees,0,0,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,500,Honeybees,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,500,Wasps,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,500,Syrphid flies,0,,,,
January,24/1/2021,28.1,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,500,Other flies,0,,,,
January,24/1/2021,28.1,Scaevola humilis 'Pink perfection',Scaevola,Goodeniaceae,native,y,pink,160,Native bees,0,4,,,
January,24/1/2021,28.1,Scaevola humilis 'Pink perfection',Scaevola,Goodeniaceae,native,y,pink,160,Honeybees,4,,,,
January,24/1/2021,28.1,Scaevola humilis 'Pink perfection',Scaevola,Goodeniaceae,native,y,pink,160,Wasps,0,,,,
January,24/1/2021,28.1,Scaevola humilis 'Pink perfection',Scaevola,Goodeniaceae,native,y,pink,160,Syrphid flies,0,,,,
January,24/1/2021,28.1,Scaevola humilis 'Pink perfection',Scaevola,Goodeniaceae,native,y,pink,160,Other flies,0,,,,
January,24/1/2021,28.1,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,160,Native bees,0,0,,,
January,24/1/2021,28.1,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,160,Honeybees,0,,,,
January,24/1/2021,28.1,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,160,Wasps,0,,,,
January,24/1/2021,28.1,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,160,Syrphid flies,0,,,,
January,24/1/2021,28.1,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,160,Other flies,0,,,,
January,24/1/2021,28.1,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,30,Native bees,0,0,,,
January,24/1/2021,28.1,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,30,Honeybees,0,,,,
January,24/1/2021,28.1,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,30,Wasps,0,,,,
January,24/1/2021,28.1,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,30,Other flies,0,,,,
January,24/1/2021,28.1,Scaevola aemula,Scaevola,Goodeniaceae,native,n,blue,30,Native bees,0,4,,,
January,24/1/2021,28.1,Scaevola aemula,Scaevola,Goodeniaceae,native,n,blue,31,Honeybees,4,,,,
January,24/1/2021,28.1,Scaevola aemula,Scaevola,Goodeniaceae,native,n,blue,32,Wasps,0,,,,
January,24/1/2021,28.1,Scaevola aemula,Scaevola,Goodeniaceae,native,n,blue,33,Syrphid flies,0,,,,
January,24/1/2021,28.1,Scaevola aemula,Scaevola,Goodeniaceae,native,n,blue,34,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila decipiens,Eremophila,Scrophulariaceae,native,n,red,20,Native bees,0,0,,,
January,24/1/2021,28.1,Eremophila decipiens,Eremophila,Scrophulariaceae,native,n,red,20,Honeybees,0,,,,
January,24/1/2021,28.1,Eremophila decipiens,Eremophila,Scrophulariaceae,native,n,red,20,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila decipiens,Eremophila,Scrophulariaceae,native,n,red,20,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila decipiens,Eremophila,Scrophulariaceae,native,n,red,20,Other flies,0,,,,
January,24/1/2021,28.1,Grevilla 'red coral',Grevillea,Proteaceae,native,y,red,7,Native bees,0,3,,,
January,24/1/2021,28.1,Grevilla 'red coral',Grevillea,Proteaceae,native,y,red,8,Honeybees,3,,,,
January,24/1/2021,28.1,Grevilla 'red coral',Grevillea,Proteaceae,native,y,red,9,Wasps,0,,,,
January,24/1/2021,28.1,Grevilla 'red coral',Grevillea,Proteaceae,native,y,red,10,Syrphid flies,0,,,,
January,24/1/2021,28.1,Grevilla 'red coral',Grevillea,Proteaceae,native,y,red,11,Other flies,0,,,,
January,24/1/2021,28.1,Eremophila racemosa,Eremophila,Scrophulariaceae,native,n,pink,30,Native bees,0,2,,,
January,24/1/2021,28.1,Eremophila racemosa,Eremophila,Scrophulariaceae,native,n,pink,30,Honeybees,2,,,,
January,24/1/2021,28.1,Eremophila racemosa,Eremophila,Scrophulariaceae,native,n,pink,30,Wasps,0,,,,
January,24/1/2021,28.1,Eremophila racemosa,Eremophila,Scrophulariaceae,native,n,pink,30,Syrphid flies,0,,,,
January,24/1/2021,28.1,Eremophila racemosa,Eremophila,Scrophulariaceae,native,n,pink,30,Other flies,0,,,,
January,24/1/2021,28.1,Dipteracanthus australasicus,Dipteracanthus,Acanthaceae,native,n,purple,14,Native bees,0,0,,,
January,24/1/2021,28.1,Dipteracanthus australasicus,Dipteracanthus,Acanthaceae,native,n,purple,14,Honeybees,0,,,,
January,24/1/2021,28.1,Dipteracanthus australasicus,Dipteracanthus,Acanthaceae,native,n,purple,14,Wasps,0,,,,
January,24/1/2021,28.1,Dipteracanthus australasicus,Dipteracanthus,Acanthaceae,native,n,purple,14,Syrphid flies,0,,,,
January,24/1/2021,28.1,Dipteracanthus australasicus,Dipteracanthus,Acanthaceae,native,n,purple,14,Other flies,0,,,,
February,24/2/2021,33.5,Hibbertia titaceum,Hibbertia,Dilleniaceae,native,n,yellow,2,Native bees,0,0,,,
February,24/2/2021,33.5,Hibbertia titaceum,Hibbertia,Dilleniaceae,native,n,yellow,2,Honeybees,0,,,,
February,24/2/2021,33.5,Hibbertia titaceum,Hibbertia,Dilleniaceae,native,n,yellow,2,Wasps,0,,,,
February,24/2/2021,33.5,Hibbertia titaceum,Hibbertia,Dilleniaceae,native,n,yellow,2,Syrphid flies,0,,,,
February,24/2/2021,33.5,Hibbertia titaceum,Hibbertia,Dilleniaceae,native,n,yellow,2,Other flies,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,800,Native bees,0,3,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,800,Honeybees,2,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,800,Wasps,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,800,Syrphid flies,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,800,Other flies,1,,,,
February,24/2/2021,33.5,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,50,Native bees,0,0,,,
February,24/2/2021,33.5,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,50,Honeybees,0,,,,
February,24/2/2021,33.5,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,50,Wasps,0,,,,
February,24/2/2021,33.5,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,50,Syrphid flies,0,,,,
February,24/2/2021,33.5,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,50,Other flies,0,,,,
February,24/2/2021,33.5,Hemiandra pungens 'alba' ,Hemiandra,Lamiaceae,native,y,white,40,Native bees,0,0,,,
February,24/2/2021,33.5,Hemiandra pungens 'alba' ,Hemiandra,Lamiaceae,native,y,white,40,Honeybees,0,,,,
February,24/2/2021,33.5,Hemiandra pungens 'alba' ,Hemiandra,Lamiaceae,native,y,white,40,Wasps,0,,,,
February,24/2/2021,33.5,Hemiandra pungens 'alba' ,Hemiandra,Lamiaceae,native,y,white,40,Syrphid flies,0,,,,
February,24/2/2021,33.5,Hemiandra pungens 'alba' ,Hemiandra,Lamiaceae,native,y,white,40,Other flies,0,,,,
February,24/2/2021,33.5,Scaevola humilis 'Pink perfection,Scaevola,Goodeniaceae,native,y,pink,170,Native bees,0,3,,,
February,24/2/2021,33.5,Scaevola humilis 'Pink perfection,Scaevola,Goodeniaceae,native,y,pink,170,Honeybees,3,,,,
February,24/2/2021,33.5,Scaevola humilis 'Pink perfection,Scaevola,Goodeniaceae,native,y,pink,170,Wasps,0,,,,
February,24/2/2021,33.5,Scaevola humilis 'Pink perfection,Scaevola,Goodeniaceae,native,y,pink,170,Syrphid flies,0,,,,
February,24/2/2021,33.5,Scaevola humilis 'Pink perfection,Scaevola,Goodeniaceae,native,y,pink,170,Other flies,0,,,,
February,24/2/2021,33.5,Scaevola aemula 'alba',Scaevola,Goodeniaceae,native,y,white,60,Native bees,0,0,,,
February,24/2/2021,33.5,Scaevola aemula 'alba',Scaevola,Goodeniaceae,native,y,white,60,Honeybees,0,,,,
February,24/2/2021,33.5,Scaevola aemula 'alba',Scaevola,Goodeniaceae,native,y,white,60,Wasps,0,,,,
February,24/2/2021,33.5,Scaevola aemula 'alba',Scaevola,Goodeniaceae,native,y,white,60,Syrphid flies,0,,,,
February,24/2/2021,33.5,Scaevola aemula 'alba',Scaevola,Goodeniaceae,native,y,white,60,Other flies,0,,,,
February,24/2/2021,33.5,Goodenia 'Gold Cover',Goodenia,Goodeniaceae,native,y,yellow,19,Native bees,4,8,Braunsapis ,4,
February,24/2/2021,33.5,Goodenia 'Gold Cover',Goodenia,Goodeniaceae,native,y,yellow,19,Honeybees,4,,,,
February,24/2/2021,33.5,Goodenia 'Gold Cover',Goodenia,Goodeniaceae,native,y,yellow,19,Wasps,0,,,,
February,24/2/2021,33.5,Goodenia 'Gold Cover',Goodenia,Goodeniaceae,native,y,yellow,19,Syrphid flies,0,,,,
February,24/2/2021,33.5,Goodenia 'Gold Cover',Goodenia,Goodeniaceae,native,y,yellow,19,Other flies,0,,,,
February,24/2/2021,33.5,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,35,Native bees,2,5,Braunsapis ,1,
February,24/2/2021,33.5,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,35,Honeybees,3,,Megachile (Eutricharaea),1,
February,24/2/2021,33.5,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,35,Wasps,0,,,,
February,24/2/2021,33.5,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,35,Syrphid flies,0,,,,
February,24/2/2021,33.5,Goodenia varia,Goodenia,Goodeniaceae,native,n,yellow,35,Other flies,0,,,,
February,24/2/2021,33.5,Hibbertia obtusifolia,Hibbertia,Dilleniaceae,native,n,yellow,7,Native bees,0,0,,,
February,24/2/2021,33.5,Hibbertia obtusifolia,Hibbertia,Dilleniaceae,native,n,yellow,8,Honeybees,0,,,,
February,24/2/2021,33.5,Hibbertia obtusifolia,Hibbertia,Dilleniaceae,native,n,yellow,9,Wasps,0,,,,
February,24/2/2021,33.5,Hibbertia obtusifolia,Hibbertia,Dilleniaceae,native,n,yellow,10,Syrphid flies,0,,,,
February,24/2/2021,33.5,Hibbertia obtusifolia,Hibbertia,Dilleniaceae,native,n,yellow,11,Other flies,0,,,,
February,24/2/2021,33.5,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,80,Native bees,0,1,,,
February,24/2/2021,33.5,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,80,Honeybees,0,,,,
February,24/2/2021,33.5,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,80,Wasps,1,,,,
February,24/2/2021,33.5,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,80,Syrphid flies,0,,,,
February,24/2/2021,33.5,Dampiera linearis,Dampiera,Goodeniaceae,native,n,blue,80,Other flies,0,,,,
February,24/2/2021,33.5,Lechenaultia 'Stirling orange',Lechenaultia,Goodeniaceae,native,y,orange,50,Native bees,0,0,,,
February,24/2/2021,33.5,Lechenaultia 'Stirling orange',Lechenaultia,Goodeniaceae,native,y,orange,50,Honeybees,0,,,,
February,24/2/2021,33.5,Lechenaultia 'Stirling orange',Lechenaultia,Goodeniaceae,native,y,orange,50,Wasps,0,,,,
February,24/2/2021,33.5,Lechenaultia 'Stirling orange',Lechenaultia,Goodeniaceae,native,y,orange,50,Syrphid flies,0,,,,
February,24/2/2021,33.5,Lechenaultia 'Stirling orange',Lechenaultia,Goodeniaceae,native,y,orange,50,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Little John',Grevillea,Proteaceae,native,y,red,14,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea 'Little John',Grevillea,Proteaceae,native,y,red,14,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea 'Little John',Grevillea,Proteaceae,native,y,red,14,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea 'Little John',Grevillea,Proteaceae,native,y,red,14,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Little John',Grevillea,Proteaceae,native,y,red,14,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Gold rush',Grevillea,Proteaceae,native,y,yellow,8,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea 'Gold rush',Grevillea,Proteaceae,native,y,yellow,8,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea 'Gold rush',Grevillea,Proteaceae,native,y,yellow,8,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea 'Gold rush',Grevillea,Proteaceae,native,y,yellow,8,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Gold rush',Grevillea,Proteaceae,native,y,yellow,8,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Pinky petite',Grevillea,Proteaceae,native,y,pink,21,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea 'Pinky petite',Grevillea,Proteaceae,native,y,pink,21,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea 'Pinky petite',Grevillea,Proteaceae,native,y,pink,21,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea 'Pinky petite',Grevillea,Proteaceae,native,y,pink,21,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Pinky petite',Grevillea,Proteaceae,native,y,pink,21,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea rosmarifolia 'Pink pixie',Grevillea,Proteaceae,native,y,pink,11,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea rosmarifolia 'Pink pixie',Grevillea,Proteaceae,native,y,pink,11,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea rosmarifolia 'Pink pixie',Grevillea,Proteaceae,native,y,pink,11,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea rosmarifolia 'Pink pixie',Grevillea,Proteaceae,native,y,pink,11,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea rosmarifolia 'Pink pixie',Grevillea,Proteaceae,native,y,pink,11,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,red+yellow,16,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,red+yellow,16,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,red+yellow,16,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,red+yellow,16,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Outback sunrise',Grevillea,Proteaceae,native,y,red+yellow,16,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea rhyolitica 'Deua Flame',Grevillea,Proteaceae,native,y,red,6,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea rhyolitica 'Deua Flame',Grevillea,Proteaceae,native,y,red,6,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea rhyolitica 'Deua Flame',Grevillea,Proteaceae,native,y,red,6,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea rhyolitica 'Deua Flame',Grevillea,Proteaceae,native,y,red,6,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea rhyolitica 'Deua Flame',Grevillea,Proteaceae,native,y,red,6,Other flies,0,,,,
February,24/2/2021,33.5,Bacopa monnieri,Bacopa,Plantaginaceae,native,n,white,8,Native bees,0,1,,,
February,24/2/2021,33.5,Bacopa monnieri,Bacopa,Plantaginaceae,native,n,white,8,Honeybees,1,,,,
February,24/2/2021,33.5,Bacopa monnieri,Bacopa,Plantaginaceae,native,n,white,8,Wasps,0,,,,
February,24/2/2021,33.5,Bacopa monnieri,Bacopa,Plantaginaceae,native,n,white,8,Syrphid flies,0,,,,
February,24/2/2021,33.5,Bacopa monnieri,Bacopa,Plantaginaceae,native,n,white,8,Other flies,0,,,,
February,24/2/2021,33.5,Callistemon 'Little John’ ,Callistemon,Myrtaceae,native,y,red,2,Native bees,0,0,,,
February,24/2/2021,33.5,Callistemon 'Little John’ ,Callistemon,Myrtaceae,native,y,red,2,Honeybees,0,,,,
February,24/2/2021,33.5,Callistemon 'Little John’ ,Callistemon,Myrtaceae,native,y,red,2,Wasps,0,,,,
February,24/2/2021,33.5,Callistemon 'Little John’ ,Callistemon,Myrtaceae,native,y,red,2,Syrphid flies,0,,,,
February,24/2/2021,33.5,Callistemon 'Little John’ ,Callistemon,Myrtaceae,native,y,red,2,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Scarlett Moon',Grevillea,Proteaceae,native,y,red,9,Native bees,0,1,,,
February,24/2/2021,33.5,Grevillea 'Scarlett Moon',Grevillea,Proteaceae,native,y,red,9,Honeybees,1,,,,
February,24/2/2021,33.5,Grevillea 'Scarlett Moon',Grevillea,Proteaceae,native,y,red,9,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea 'Scarlett Moon',Grevillea,Proteaceae,native,y,red,9,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea 'Scarlett Moon',Grevillea,Proteaceae,native,y,red,9,Other flies,0,,,,
February,24/2/2021,33.5,Westringia fruticosa,Westringia,Lamiaceae,native,n,white,21,Native bees,4,4,Megachile tosticauda,4,
February,24/2/2021,33.5,Westringia fruticosa,Westringia,Lamiaceae,native,n,white,21,Honeybees,0,,,,
February,24/2/2021,33.5,Westringia fruticosa,Westringia,Lamiaceae,native,n,white,21,Wasps,0,,,,
February,24/2/2021,33.5,Westringia fruticosa,Westringia,Lamiaceae,native,n,white,21,Syrphid flies,0,,,,
February,24/2/2021,33.5,Westringia fruticosa,Westringia,Lamiaceae,native,n,white,21,Other flies,0,,,,
February,24/2/2021,33.5,Kunzea baxteri,Kunzea,Myrtaceae,native,n,red,150,Native bees,0,0,,,
February,24/2/2021,33.5,Kunzea baxteri,Kunzea,Myrtaceae,native,n,red,150,Honeybees,0,,,,
February,24/2/2021,33.5,Kunzea baxteri,Kunzea,Myrtaceae,native,n,red,150,Wasps,0,,,,
February,24/2/2021,33.5,Kunzea baxteri,Kunzea,Myrtaceae,native,n,red,150,Syrphid flies,0,,,,
February,24/2/2021,33.5,Kunzea baxteri,Kunzea,Myrtaceae,native,n,red,150,Other flies,0,,,,
February,24/2/2021,33.5,Houttuynia cordata,Houttuynia,Saururaceae,exotic,n,white,2,Native bees,0,0,,,
February,24/2/2021,33.5,Houttuynia cordata,Houttuynia,Saururaceae,exotic,n,white,2,Honeybees,0,,,,
February,24/2/2021,33.5,Houttuynia cordata,Houttuynia,Saururaceae,exotic,n,white,2,Wasps,0,,,,
February,24/2/2021,33.5,Houttuynia cordata,Houttuynia,Saururaceae,exotic,n,white,2,Syrphid flies,0,,,,
February,24/2/2021,33.5,Houttuynia cordata,Houttuynia,Saururaceae,exotic,n,white,2,Other flies,0,,,,
February,24/2/2021,33.5,Taxandria marginata,Taxandria,Myrtaceae,native,n,white,100,Native bees,4,4,Hylaeus,4,
February,24/2/2021,33.5,Taxandria marginata,Taxandria,Myrtaceae,native,n,white,100,Honeybees,0,,,,
February,24/2/2021,33.5,Taxandria marginata,Taxandria,Myrtaceae,native,n,white,100,Wasps,0,,,,
February,24/2/2021,33.5,Taxandria marginata,Taxandria,Myrtaceae,native,n,white,100,Syrphid flies,0,,,,
February,24/2/2021,33.5,Taxandria marginata,Taxandria,Myrtaceae,native,n,white,100,Other flies,0,,,,
February,24/2/2021,33.5,Eucalyptus leucoxys rosea,Eucalyptus,Myrtaceae,native,n,pink,100,Native bees,1,2,Homalictus,1,
February,24/2/2021,33.5,Eucalyptus leucoxys rosea,Eucalyptus,Myrtaceae,native,n,pink,101,Honeybees,1,,,,
February,24/2/2021,33.5,Eucalyptus leucoxys rosea,Eucalyptus,Myrtaceae,native,n,pink,102,Wasps,0,,,,
February,24/2/2021,33.5,Eucalyptus leucoxys rosea,Eucalyptus,Myrtaceae,native,n,pink,103,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eucalyptus leucoxys rosea,Eucalyptus,Myrtaceae,native,n,pink,100,Other flies,0,,,,
February,24/2/2021,33.5,Baekea virgata,Baekea,Myrtaceae,native,n,white,150,Native bees,2,2,Hylaeus,2,
February,24/2/2021,33.5,Baekea virgata,Baekea,Myrtaceae,native,n,white,150,Honeybees,0,,,,
February,24/2/2021,33.5,Baekea virgata,Baekea,Myrtaceae,native,n,white,150,Wasps,0,,,,
February,24/2/2021,33.5,Baekea virgata,Baekea,Myrtaceae,native,n,white,150,Syrphid flies,0,,,,
February,24/2/2021,33.5,Baekea virgata,Baekea,Myrtaceae,native,n,white,150,Other flies,0,,,,
February,24/2/2021,33.5,Crowea exalata,Crowea,Rutaceae,native,n,purple,50,Native bees,0,0,,,
