treeid,abbreviation,leaftype,sampletype,days,wetarea,dryarea,drymass,wet_major_vein_transmitted_mean_frequency,wet_minor_vein_transmitted_mean_frequency,dry_major_vein_transmitted_mean_frequency,dry_minor_vein_transmitted_mean_frequency,dry_major_vein_reflected_mean_frequency,dry_minor_vein_reflected_mean_frequency,wet_total_vein_transmitted_mean_frequency,dry_total_vein_transmitted_mean_frequency,dry_total_vein_reflected_mean_frequency,wetarea_replicates,dryarea_replicates,drymass_replicates,wet_major_vein_transmitted_mean_frequency_replicates,wet_minor_vein_transmitted_mean_frequency_replicates,wet_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_transmitted_mean_frequency_replicates,dry_minor_vein_transmitted_mean_frequency_replicates,dry_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_reflected_mean_frequency_replicates,dry_minor_vein_reflected_mean_frequency_replicates,dry_total_vein_reflected_mean_frequency_replicates,Species,Date Collected,Collector,Latitude,Longitude,Sample Type,Date Imaged: Fresh,Date Imaged: Dried (T),Date Imaged: Dried (C)
treeid_119,E.cro,Adult,Dried,516,25.403333333333332,NA,0.27166666666666667,NA,NA,0.5208333333333334,0.8333333333333334,0.4270833333333333,0.3541666666666667,NA,4.0625,2.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus croajingolensis,6-Apr-17,P.A. Vesk,-37.59328,148.90073,Dried,NA,4-Sep-18,4-Sep-18
treeid_120,E.csdn,Adult,Dried,516,35.72333333333333,NA,0.57,NA,NA,0.4375,0.8229166666666666,0.2604166666666667,0.07291666666666667,NA,3.78125,1,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus consideniana,6-Apr-17,P.A. Vesk,-37.58755,148.8997,Dried,NA,4-Sep-18,4-Sep-18
treeid_121,E.cyp,Adult,Dried,516,68.24,NA,1.5056666666666667,NA,NA,0.5,1.0416666666666667,0.4791666666666667,1.4166666666666667,NA,4.625,5.6875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus cypellocarpa,6-Apr-17,P.A. Vesk,-37.58755,148.8997,Dried,NA,4-Sep-18,4-Sep-18
treeid_122,E.obl,Adult,Dried,301,41.85666666666667,NA,0.6453333333333333,NA,NA,0.5520833333333334,0.9375,0.4791666666666667,0.2604166666666667,NA,4.46875,2.21875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus obliqua,7-Nov-17,W.C. Neal,-37.69799,145.55941,Dried,NA,4-Sep-18,4-Sep-18
treeid_123,E.glblb,Adult,Dried,212,133.07333333333332,NA,3.732666666666667,NA,NA,0.3958333333333333,0.8541666666666666,0.5,0.4375,NA,3.75,2.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globulus subsp. bicostata,4-Feb-18,P.A. Vesk,-36.81671,147.22512,Dried,NA,4-Sep-18,4-Sep-18
treeid_124,E.glblb,Adult,Dried,212,167.03,NA,5.523,NA,NA,0.46875,1.125,0.5416666666666666,0.75,NA,4.78125,3.875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globulus subsp. bicostata,4-Feb-18,P.A. Vesk,-36.71229,147.11998,Dried,NA,4-Sep-18,4-Sep-18
treeid_125,E.bos,Adult,Dried,154,26.763333333333332,NA,0.736,NA,NA,0.5520833333333334,2.21875,0.5625,0.7395833333333334,NA,8.3125,3.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bosistoana,3-Apr-18,P.A. Vesk,-36.9674,149.65753,Dried,NA,4-Sep-18,4-Sep-18
treeid_126,E.mue,Adult,Dried,154,23.326666666666668,NA,0.5796666666666667,NA,NA,0.53125,0.75,0.53125,0.0625,NA,3.84375,1.78125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus muelleriana,3-Apr-18,P.A. Vesk,-36.9674,149.65753,Dried,NA,4-Sep-18,4-Sep-18
treeid_127,E.panv,Adult,Dried,354,19.89,NA,0.41800000000000004,NA,NA,0.625,2.9583333333333335,0.5208333333333334,1.6770833333333333,NA,10.75,6.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,15-Sep-17,P.A. Vesk,-37.67041,144.51382,Dried,NA,4-Sep-18,4-Sep-18
treeid_128,E.panv,Adult,Dried,354,18.136666666666667,NA,0.41733333333333333,NA,NA,0.5104166666666666,1.96875,0.4791666666666667,1.3020833333333333,NA,7.4375,5.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,15-Sep-17,P.A. Vesk,-37.67122,144.51574,Dried,NA,4-Sep-18,4-Sep-18
treeid_129,E.mac,Adult,Dried,266,18.933333333333334,NA,0.5673333333333334,NA,NA,0.6041666666666666,0.34375,0.53125,0.14583333333333334,NA,2.84375,2.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus macrorhyncha,12-Dec-17,P.A. Vesk,-37.9108,146.80943,Dried,NA,4-Sep-18,4-Sep-18
treeid_130,E.mac,Adult,Dried,266,13.023333333333333,NA,0.296,NA,NA,0.65625,0.28125,0.375,0.010416666666666666,NA,2.8125,1.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus macrorhyncha,12-Dec-17,P.A. Vesk,-37.92538,146.82111,Dried,NA,4-Sep-18,4-Sep-18
treeid_131,E.csdn,Adult,Dried,266,28.246666666666666,NA,0.7363333333333333,NA,NA,0.5729166666666666,0.3229166666666667,0.5416666666666666,0.25,NA,2.6875,2.375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus consideniana,12-Dec-17,P.A. Vesk,-37.93007,146.81691,Dried,NA,4-Sep-18,4-Sep-18
treeid_132,E.div,Adult,Dried,265,18.526666666666667,NA,0.24566666666666667,NA,NA,0.6354166666666666,0.8854166666666666,0.5625,0.3020833333333333,NA,4.5625,2.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus dives,13-Dec-17,P.A. Vesk,-37.65665,146.37334,Dried,NA,4-Sep-18,4-Sep-18
treeid_133,E.sie,Adult,Dried,517,38.575,NA,0.8260000000000001,NA,NA,0.5,0.34375,0.5625,NA,NA,1.6875,1.125,2,NA,2,NA,NA,0,2,2,1,2,2,1,Eucalyptus sieberi,5-Apr-17,P.A. Vesk,-37.68825,148.61809,Dried,NA,4-Sep-18,4-Sep-18
treeid_134,E.sie,Adult,Dried,517,36.33,NA,0.6776666666666666,NA,NA,0.46875,0.2708333333333333,0.4895833333333333,0.11458333333333333,NA,2.21875,1.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus sieberi,5-Apr-17,P.A. Vesk,-37.68825,148.61809,Dried,NA,4-Sep-18,4-Sep-18
treeid_135,E.csdn,Adult,Dried,517,45.28666666666667,NA,0.5743333333333334,NA,NA,0.4270833333333333,0.3125,0.5104166666666666,0.010416666666666666,NA,2.21875,1.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus consideniana,5-Apr-17,P.A. Vesk,-37.68825,148.61809,Dried,NA,4-Sep-18,4-Sep-18
treeid_136,E.mue,Adult,Dried,517,36.04,NA,0.6136666666666667,NA,NA,0.5416666666666666,0.6041666666666666,0.6041666666666666,0.28125,NA,3.4375,2.65625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus muelleriana,5-Apr-17,P.A. Vesk,-37.68825,148.61809,Dried,NA,4-Sep-18,4-Sep-18
treeid_137,E.cro,Adult,Dried,515,24.93,NA,0.23,NA,NA,0.625,1.1666666666666667,0.5625,0.53125,NA,5.375,3.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus croajingolensis,7-Apr-17,P.A. Vesk,-37.63259,148.87509,Dried,NA,4-Sep-18,4-Sep-18
treeid_138,E.ela,Adult,Dried,515,18.506666666666668,NA,0.2613333333333333,NA,NA,0.4895833333333333,0.21875,0.3645833333333333,0.0625,NA,2.125,1.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus elata,7-Apr-17,P.A. Vesk,-37.625519,148.87748,Dried,NA,4-Sep-18,4-Sep-18
treeid_139,E.obl,Adult,Dried,452,36.40333333333333,NA,0.7036666666666667,NA,NA,0.5,1.0208333333333333,0.53125,0.23958333333333334,NA,4.5625,2.3125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus obliqua,9-Jun-17,P.A. Vesk,-37.7682,145.77887,Dried,NA,4-Sep-18,4-Sep-18
treeid_140,E.obl,Adult,Dried,459,52.51,NA,0.8876666666666666,NA,NA,0.5208333333333334,1.5104166666666667,0.5625,0.8854166666666666,NA,6.09375,4.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus obliqua,9-Jun-17,P.A. Vesk,-37.76757,145.77103,Dried,NA,11-Sep-18,11-Sep-18
treeid_141,E.cyp,Adult,Dried,522,49.51,NA,1.221,NA,NA,0.59375,1.3333333333333333,0.40625,0.4583333333333333,NA,5.78125,2.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus cypellocarpa,7-Apr-17,P.A. Vesk,-37.55893,149.10266,Dried,NA,11-Sep-18,11-Sep-18
treeid_142,E.bos,Adult,Dried,522,21.233333333333334,NA,0.5103333333333333,NA,NA,0.4479166666666667,0.9166666666666666,0.65625,1.2395833333333333,NA,4.09375,5.6875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bosistoana,7-Apr-17,P.A. Vesk,-37.50317,149.17662,Dried,NA,11-Sep-18,11-Sep-18
treeid_143,E.panv,Adult,Dried,521,29.38,NA,0.3666666666666667,NA,NA,0.6666666666666666,2.875,0.5833333333333334,1.9270833333333333,NA,10.625,7.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,8-Apr-17,P.A. Vesk,-37.67869,148.36647,Dried,NA,11-Sep-18,11-Sep-18
treeid_144,E.tri,Adult,Dried,521,20.58,NA,0.424,NA,NA,0.46875,1.4270833333333333,0.5416666666666666,0.4583333333333333,NA,5.6875,3,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus tricarpa,8-Apr-17,P.A. Vesk,-37.67869,148.36647,Dried,NA,11-Sep-18,11-Sep-18
treeid_145,E.panv,Adult,Dried,521,33.37,NA,0.618,NA,NA,0.59375,1.8854166666666667,0.5520833333333334,0.25,NA,7.4375,2.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus polyanthemos subsp. vestita,8-Apr-17,P.A. Vesk,-37.68069,148.36502,Dried,NA,11-Sep-18,11-Sep-18
treeid_146,E.tri,Adult,Dried,521,12.913333333333334,NA,0.31566666666666665,NA,NA,0.5,0.7395833333333334,0.4270833333333333,0.3020833333333333,NA,3.71875,2.1875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus tricarpa,8-Apr-17,P.A. Vesk,-37.68319,148.36104,Dried,NA,11-Sep-18,11-Sep-18
treeid_147,E.tri,Adult,Dried,521,22.186666666666667,NA,0.4836666666666667,NA,NA,0.59375,1.1041666666666667,0.6041666666666666,0.11458333333333333,NA,5.09375,2.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus tricarpa,8-Apr-17,P.A. Vesk,-37.55345,148.25691,Dried,NA,11-Sep-18,11-Sep-18
treeid_148,E.vimp,Adult,Dried,521,19.436666666666667,NA,0.351,NA,NA,0.5625,1.3854166666666667,0.6145833333333334,0.5208333333333334,NA,5.84375,3.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. pryoriana,8-Apr-17,P.A. Vesk,-37.51224,148.23419,Dried,NA,11-Sep-18,11-Sep-18
treeid_149,E.radro,Adult,Dried,513,16.813333333333333,NA,0.19833333333333333,NA,NA,0.5104166666666666,0.75,0.4583333333333333,0.13541666666666666,NA,3.78125,1.78125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. robertsonii,16-Apr-17,P.A. Vesk,-35.677472,148.486056,Dried,NA,11-Sep-18,11-Sep-18
treeid_150,E.radro,Adult,Dried,513,12.934999999999999,NA,0.186,NA,NA,0.515625,0.75,0.46875,0.234375,NA,2.53125,1.40625,2,NA,2,NA,NA,0,2,2,1,2,2,1,Eucalyptus radiata subsp. robertsonii,16-Apr-17,P.A. Vesk,-35.677472,148.486056,Dried,NA,11-Sep-18,11-Sep-18
treeid_151,E.eug,Adult,Dried,350,19.083333333333332,NA,0.4306666666666667,NA,NA,0.4895833333333333,0.625,0.5416666666666666,0.4270833333333333,NA,3.34375,2.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus eugenioides,26-Sep-17,P.A. Vesk,-36.0460021,150.0758305,Dried,NA,11-Sep-18,11-Sep-18
treeid_152,E.long,Adult,Dried,350,29.293333333333333,NA,0.736,NA,NA,0.59375,1.0208333333333333,0.4583333333333333,0.4895833333333333,NA,4.84375,2.84375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus longifolia,26-Sep-17,P.A. Vesk,-36.0957334,150.1280123,Dried,NA,11-Sep-18,11-Sep-18
treeid_153,E.long,Adult,Dried,350,25.083333333333332,NA,0.445,NA,NA,0.78125,2.1979166666666665,0.6145833333333334,1.6041666666666667,NA,8.9375,6.65625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus longifolia,26-Sep-17,P.A. Vesk,-36.0957334,150.1280123,Dried,NA,11-Sep-18,11-Sep-18
treeid_154,E.long,Adult,Dried,349,42.35333333333333,NA,0.7916666666666666,NA,NA,0.6145833333333334,2.2604166666666665,0.65625,1.46875,NA,8.625,6.375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus longifolia,27-Sep-17,P.A. Vesk,-36.0957334,150.1280123,Dried,NA,11-Sep-18,11-Sep-18
treeid_155,E.glbd,Adult,Dried,349,14.943333333333333,NA,0.31333333333333335,NA,NA,0.4791666666666667,0.59375,0.6666666666666666,0.19791666666666666,NA,3.21875,2.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globoidea,27-Sep-17,P.A. Vesk,-36.0957334,150.1280123,Dried,NA,11-Sep-18,11-Sep-18
treeid_156,E.long,Adult,Dried,348,38.22666666666667,NA,0.6176666666666666,NA,NA,0.6979166666666666,1.71875,0.7708333333333334,1.71875,NA,7.25,7.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus longifolia,28-Sep-17,P.A. Vesk,-35.9598843,150.0161165,Dried,NA,11-Sep-18,11-Sep-18
treeid_157,E.csdn,Adult,Dried,348,20.79,NA,0.38833333333333336,NA,NA,0.3958333333333333,0.3854166666666667,0.5104166666666666,0.11458333333333333,NA,2.34375,1.875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus consideniana,28-Sep-17,P.A. Vesk,-35.9598843,150.0161165,Dried,NA,11-Sep-18,11-Sep-18
treeid_158,E.sie,Adult,Dried,348,32.376666666666665,NA,0.5993333333333333,NA,NA,0.46875,0.3125,0.4791666666666667,0.23958333333333334,NA,2.34375,2.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus sieberi,28-Sep-17,P.A. Vesk,-35.9598843,150.0161165,Dried,NA,11-Sep-18,11-Sep-18
treeid_159,E.glbd,Adult,Dried,348,16.18,NA,0.337,NA,NA,0.6145833333333334,0.71875,0.6041666666666666,0.20833333333333334,NA,4,2.4375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globoidea,28-Sep-17,P.A. Vesk,-35.960421,150.012974,Dried,NA,11-Sep-18,11-Sep-18
treeid_160,E.glbd,Adult,Dried,348,20.203333333333333,NA,0.44766666666666666,NA,NA,0.53125,0.34375,0.5729166666666666,0.6041666666666666,NA,2.625,3.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globoidea,28-Sep-17,P.A. Vesk,-35.960421,150.012974,Dried,NA,11-Sep-18,11-Sep-18
treeid_161,E.glbd,Adult,Dried,348,19.633333333333333,NA,0.4263333333333333,NA,NA,0.5104166666666666,0.7395833333333334,0.5625,0.34375,NA,3.75,2.71875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globoidea,28-Sep-17,P.A. Vesk,-35.963114,150.008471,Dried,NA,11-Sep-18,11-Sep-18
treeid_162,E.tri,Adult,Dried,348,16.67,NA,0.24766666666666667,NA,NA,0.6875,1.4479166666666667,0.7395833333333334,1.2916666666666667,NA,6.40625,6.09375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus tricarpa,28-Sep-17,P.A. Vesk,-35.957322,150.018626,Dried,NA,11-Sep-18,11-Sep-18
treeid_163,E.ela,Adult,Dried,348,22.173333333333332,NA,0.259,NA,NA,0.5416666666666666,0.19791666666666666,0.5625,0.11458333333333333,NA,2.21875,2.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus elata,28-Sep-17,P.A. Vesk,-35.95346,150.023799,Dried,NA,11-Sep-18,11-Sep-18
treeid_164,E.ela,Adult,Dried,348,11.633333333333333,NA,0.134,NA,NA,0.6458333333333334,0.4583333333333333,0.5104166666666666,0.21875,NA,3.3125,2.1875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus elata,28-Sep-17,P.A. Vesk,-35.932905,150.043401,Dried,NA,11-Sep-18,11-Sep-18
treeid_165,E.vimv,Adult,Dried,311,21.69,NA,0.417,NA,NA,0.6770833333333334,1.53125,0.5729166666666666,1.375,NA,6.625,5.84375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,4-Nov-17,W.C. Neal,-35.46215,148.9152,Dried,NA,11-Sep-18,11-Sep-18
treeid_166,E.bri,Adult,Dried,311,20.4,NA,0.5306666666666666,NA,NA,0.6979166666666666,2.2708333333333335,0.5104166666666666,2.09375,NA,8.90625,7.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bridgesiana,4-Nov-17,W.C. Neal,-35.46247,148.91594,Dried,NA,11-Sep-18,11-Sep-18
treeid_167,E.bri,Adult,Dried,311,32.08,NA,0.7726666666666666,NA,NA,0.5208333333333334,1.34375,0.65625,1.21875,NA,5.59375,5.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bridgesiana,4-Nov-17,W.C. Neal,-35.46154,148.90571,Dried,NA,11-Sep-18,11-Sep-18
treeid_168,E.fas,Adult,Dried,311,18.483333333333334,NA,0.45366666666666666,NA,NA,0.65625,1.8333333333333333,0.4791666666666667,1.4270833333333333,NA,7.46875,5.71875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fastigata,4-Nov-17,W.C. Neal,-35.46154,148.90571,Dried,NA,11-Sep-18,11-Sep-18
treeid_169,E.bri,Adult,Dried,311,30.046666666666667,NA,0.9113333333333333,NA,NA,0.5104166666666666,0.3645833333333333,0.6770833333333334,0.4895833333333333,NA,2.625,3.5,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bridgesiana,4-Nov-17,W.C. Neal,-35.47989,148.90303,Dried,NA,11-Sep-18,11-Sep-18
treeid_170,E.glblb,Adult,Dried,311,59.52,NA,1.9256666666666666,NA,NA,0.6875,1.0729166666666667,0.5520833333333334,1.7291666666666667,NA,5.28125,6.84375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globulus subsp. bicostata,4-Nov-17,W.C. Neal,-35.4575,148.92223,Dried,NA,11-Sep-18,11-Sep-18
treeid_171,E.bri,Adult,Dried,317,26.996666666666666,NA,0.7026666666666667,NA,NA,0.5,0.8229166666666666,0.6041666666666666,1,NA,3.96875,4.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus bridgesiana,4-Nov-17,W.C. Neal,-35.32445,148.94001,Dried,NA,17-Sep-18,17-Sep-18
treeid_172,E.cyp,Adult,Dried,529,43.31,NA,0.8313333333333334,NA,NA,0.65625,2.0833333333333335,0.625,1.9270833333333333,NA,8.21875,7.65625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus cypellocarpa,6-Apr-17,P.A. Vesk,-37.41093,148.93854,Dried,NA,17-Sep-18,17-Sep-18
treeid_173,E.long,Adult,Dried,169,65.53666666666666,NA,1.3873333333333333,NA,NA,0.5833333333333334,1.8229166666666667,0.5,1.1770833333333333,NA,7.21875,5.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus longifolia,1-Apr-18,P.A. Vesk,-36.03508,150.04853,Dried,NA,17-Sep-18,17-Sep-18
treeid_174,E.ela,Adult,Dried,169,13.073333333333334,NA,0.15333333333333335,NA,NA,0.375,NA,0.375,0.052083333333333336,NA,1.125,1.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus elata,1-Apr-18,P.A. Vesk,-36.0177,150.06521,Dried,NA,17-Sep-18,17-Sep-18
treeid_175,E.obl,Adult,Dried,464,24.53333333333333,NA,0.5466666666666666,NA,NA,0.6666666666666666,1.3020833333333333,0.5625,0.4895833333333333,NA,5.90625,3.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus obliqua,10-Jun-17,P.A. Vesk,-37.749894,145.6863,Dried,NA,17-Sep-18,17-Sep-18
treeid_176,E.csdn,Adult,Dried,199,25.206666666666667,NA,0.5873333333333334,NA,NA,0.4791666666666667,0.3020833333333333,0.2604166666666667,0.041666666666666664,NA,2.34375,0.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus consideniana,2-Mar-18,P.A. Vesk,-38.02534,146.34964,Dried,NA,17-Sep-18,17-Sep-18
treeid_177,C.gum,Adult,Dried,267,13.626666666666667,NA,0.267,NA,NA,1.1041666666666667,2.15625,0.8333333333333334,NA,NA,9.78125,2.5,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia gummifera,24-Dec-17,P.A. Vesk,-34.77364,150.52764,Dried,NA,17-Sep-18,17-Sep-18
treeid_178,C.gum,Adult,Dried,267,18.62,NA,0.34199999999999997,NA,NA,1.0729166666666667,2.1041666666666665,0.9270833333333334,0.875,NA,9.53125,5.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia gummifera,24-Dec-17,P.A. Vesk,-34.77364,150.52764,Dried,NA,17-Sep-18,17-Sep-18
treeid_179,C.gum,Adult,Dried,267,21.686666666666667,NA,0.4116666666666667,NA,NA,1.0104166666666667,1.8541666666666667,0.9583333333333334,0.9583333333333334,NA,8.59375,5.75,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia gummifera,24-Dec-17,P.A. Vesk,-34.89077,150.5334,Dried,NA,17-Sep-18,17-Sep-18
treeid_180,E.cam,Adult,Dried,315,12.39,NA,0.2856666666666667,NA,NA,0.6979166666666666,1.2916666666666667,0.5520833333333334,0.84375,NA,5.96875,4.1875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus camaldulensis,6-Nov-17,P.A. Vesk,-37.696249,144.95292,Dried,NA,17-Sep-18,17-Sep-18
treeid_181,E.cam,Adult,Dried,315,10.993333333333332,NA,0.24833333333333335,NA,NA,0.6770833333333334,1.28125,0.625,0.5833333333333334,NA,5.875,3.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus camaldulensis,6-Nov-17,P.A. Vesk,-37.695971,144.951984,Dried,NA,17-Sep-18,17-Sep-18
treeid_182,E.ela,Adult,Dried,529,27.673333333333332,NA,0.27266666666666667,NA,NA,0.5104166666666666,0.5104166666666666,0.3958333333333333,0.10416666666666667,NA,3.0625,1.5,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus elata,6-Apr-17,P.A. Vesk,-37.60721,148.90111,Dried,NA,17-Sep-18,17-Sep-18
treeid_183,E.glbd,Adult,Dried,260,19.990000000000002,NA,0.363,NA,NA,0.5833333333333334,0.65625,0.53125,0.21875,NA,3.71875,2.25,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus globoidea,31-Dec-17,P.A. Vesk,-32.22436,152.45202,Dried,NA,17-Sep-18,17-Sep-18
treeid_184,E.mel,Adult,Dried,367,18.63,NA,0.43466666666666665,NA,NA,0.6041666666666666,1.0520833333333333,0.4375,0.4791666666666667,NA,4.96875,2.75,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus melliodora,15-Sep-17,P.A. Vesk,-37.78578,144.56994,Dried,NA,17-Sep-18,17-Sep-18
treeid_185,E.div,Adult,Dried,229,40.83,NA,0.7666666666666666,NA,NA,0.5520833333333334,0.7604166666666666,0.4895833333333333,0.34375,NA,3.9375,2.5,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus dives,31-Jan-18,P.A. Vesk,-36.73892,147.18929,Dried,NA,17-Sep-18,17-Sep-18
treeid_186,E.vimv,Adult,Dried,367,15.29,NA,0.24566666666666667,NA,NA,0.5,0.5416666666666666,0.5104166666666666,0.3020833333333333,NA,3.125,2.4375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,15-Sep-17,P.A. Vesk,-37.67162,144.51652,Dried,NA,17-Sep-18,17-Sep-18
treeid_187,E.obl,Adult,Dried,279,23.813333333333333,NA,0.5616666666666666,NA,NA,0.5104166666666666,0.46875,0.59375,0.3229166666666667,NA,2.9375,2.75,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus obliqua,12-Dec-17,P.A. Vesk,-38.11391,146.434,Dried,NA,17-Sep-18,17-Sep-18
treeid_188,E.mel,Adult,Dried,279,15.01,NA,0.27466666666666667,NA,NA,0.7291666666666666,3.9479166666666665,0.5,1.6875,NA,14.03125,6.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus melliodora,12-Dec-17,P.A. Vesk,-38.11314,146.43498,Dried,NA,17-Sep-18,17-Sep-18
treeid_189,E.vimv,Adult,Dried,395,36.81,NA,0.6016666666666667,NA,NA,0.7395833333333334,1.0208333333333333,0.65625,0.375,NA,5.28125,3.09375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus viminalis subsp. viminalis,18-Aug-17,P.A. Vesk,-37.93784,145.31241,Dried,NA,17-Sep-18,17-Sep-18
treeid_190,A.flo,Adult,Dried,354,16.983333333333334,NA,0.20666666666666667,NA,NA,0.8229166666666666,2.8541666666666665,0.6770833333333334,1.9479166666666667,NA,11.03125,7.875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora floribunda,29-Sep-17,P.A. Vesk,-35.997356,150.156798,Dried,NA,18-Sep-18,18-Sep-18
treeid_191,C.gum,Adult,Dried,354,14.280000000000001,NA,0.2605,NA,NA,1.046875,2.921875,0.703125,0.5,NA,7.9375,2.40625,2,NA,2,NA,NA,0,2,2,1,2,2,1,Corymbia gummifera,29-Sep-17,P.A. Vesk,-35.99725,150.13168,Dried,NA,18-Sep-18,18-Sep-18
treeid_192,A.flo,Adult,Dried,356,10.02,NA,0.152,NA,NA,0.96875,2.25,0.6979166666666666,2.3125,NA,9.65625,9.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora floribunda,27-Sep-17,P.A. Vesk,-36.09615,150.043862,Dried,NA,18-Sep-18,18-Sep-18
treeid_193,C.gum,Adult,Dried,355,24.286666666666665,NA,0.39166666666666666,NA,NA,0.8020833333333334,2.875,0.7395833333333334,1.75,NA,11.03125,7.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia gummifera,28-Sep-17,P.A. Vesk,-36.040091,150.072714,Dried,NA,18-Sep-18,18-Sep-18
