Species,date_gas_exchange,Temp,CO2,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),CiCa,Trmmol (mmol m-2 s-1),VpdL (kPa),Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi,date_isotope_analysis,leaf_percentN,leaf_d15N,leaf_CN,leaf_percentC,leaf_d13C,stem_percentN,stem_d15N,stem_CN,stem_percentC,stem_d13C,root_percentN,root_d15N,root_CN,root_percentC,root_d13C,StemFW (g),InitialLeafLA (cm-2),NewLeafLA (cm-2),TotalLA (cm-2),InitialLeafFW (g),NewLeafFW (g),TotalLeafFW (g),StemDW (g),InitialLeafDW (g),NewLeafDW (g),TotalLeafDW (g),LMA (g m-2),leaf_area_ratio,Rep,GrowthPeriod,LaminaT (um),abaxialEpiT (um),adaxialEpiT (um),percentMucilage (%),percentMesophyll (%),percentVascular (%),abaxialEpiDen (mm-2),abaxialStomDen (mm-2),abaxialSI (%),adaxialEpiDen (mm-2),adaxialStomDen (mm-2),adaxialSI (%),PAR_round,PAR_desc,context
Wollemia nobilis,2009-03-26,Amb,280,208,1.632,0.02022,144.6,0.516792644,0.337,1.65,26.44,27.874,26.02,280.456,279.8,20.7258,20.8512,60.782,61.148,500.34,700,NA,NA,NA,NA,NA,NA,NA,NA,24.9793106,48.3701219,-28.48022628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,204,1.948,0.02818,162.4,0.580177071,0.4936,1.74,26.532,28.216,26.03,280.748,279.914,20.5272,20.7202,59.852,60.412,500.34,698.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4170659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,209,1.264,0.01592,144.6,0.51924701,0.2966,1.842,26.65,28.748,26.03,278.994,278.48,20.792,20.9024,60.196,60.518,500.3,698.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,280,201,1.778,0.01854,119.6,0.428328951,0.2808,1.5,26.192,27.146,26.03,279.928,279.222,20.6516,20.756,61.436,61.744,500.3,701.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.749864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,308,0.23074,0.0125,240.6,0.857613784,0.295,2.318,31.382,31.33,31.084,280.668,280.544,22.3302,22.4456,49.226,49.48,499.86,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,302,0.42362,0.01164,209,0.745901393,0.2714,2.298,30.724,31.24,31.09,280.354,280.158,22.3052,22.4114,51.05,51.294,499.98,701.2,NA,NA,NA,NA,NA,NA,NA,NA,28.36501414,47.391999,-27.46939401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,304,0.7902,0.01502,186.6,0.665698892,0.3558,2.34,31.094,31.23,31.088,280.662,280.306,21.8348,21.974,48.928,49.242,499.8,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,303,1.758,0.02628,164.4,0.587040558,0.6268,2.358,31.264,31.242,31.09,280.746,280.048,21.593,21.8138,47.91,48.402,499.8,699,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7254197,0.342338743,23.484199,40.5200996,-25.32372503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,301,1.0286,0.02,188.6,0.673120339,0.4742,2.34,31.37,31.224,31.088,280.648,280.186,21.7646,21.9498,47.992,48.404,499.82,701,NA,NA,NA,NA,NA,NA,NA,NA,18.68458838,44.6012242,-25.48162933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,308,1.384,0.02052,162.2,0.581502177,0.4902,2.36,31.374,31.352,31.082,279.542,278.932,21.9214,22.113,48.338,48.76,499.8,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,302,0.5018,0.01054,195.2,0.696067278,0.2474,2.31,31.294,31.22,31.09,280.662,280.432,22.1066,22.2036,48.968,49.18,499.8,701,NA,NA,NA,NA,NA,NA,NA,NA,28.36501414,47.391999,-27.46939401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Elv,280,304,1.0568,0.0178,176.8,0.630918068,0.4036,2.236,31.51,31.218,31.09,280.688,280.226,22.795,22.9528,49.864,50.21,499.82,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,107,6.688,0.05412,191,0.479689408,0.8114,1.5,26.414,26.184,26.024,400.838,398.172,18.4864,18.7892,54.302,55.194,499.8,700,2010-03-05,1.946493,1.460234173,25.34464686,49.3331777,-28.53931945,1.9617871,1.28537222,24.09604819,47.2713165,-28.39701753,NA,NA,NA,NA,NA,75.44,918,860,1778,59,63.53,122.53,24.42,22.56,22.8,45.36,255.1181102,25.480080252221267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,105,5.406,0.04694,205.2,0.51459915,0.693,1.48,26.552,26.156,26.03,401.026,398.756,18.7222,18.9946,54.562,55.354,499.8,700,NA,NA,NA,NA,NA,NA,NA,NA,20.54296186,45.7024778,-26.95370519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,104,4.06,0.02836,160.2,0.402252601,0.4884,1.72,25.242,26.15,26.04,399.96,398.256,16.4158,16.6082,51.692,52.296,499.8,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,109,5.186,0.0454,205.2,0.515409326,0.7962,1.754,25.642,26.152,26.036,400.332,398.13,15.9298,16.243,48.978,49.942,499.8,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,106,3.918,0.03094,187.4,0.469391545,0.5092,1.64,26.744,26.104,25.996,400.808,399.24,17.0768,17.2672,49.178,49.726,499.8,700.2,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728653,0.252346414,26.78720565,46.3057834,-25.68336183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,507,2.258,0.0156,389,0.609952066,0.315,1.98,30.688,30.144,29.918,639.39,637.754,22.6826,22.8878,51.75,52.216,300.4,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,509,2.404,0.01312,325,0.510001168,0.3122,2.326,30.566,31.594,29.91,638.984,637.252,22.9176,23.1206,52.644,53.108,300.4,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,505,2.144,0.01114,313.6,0.492129879,0.2182,1.92,30.77,30.128,29.908,638.75,637.23,23.3344,23.476,52.978,53.298,300.4,701,NA,NA,NA,NA,NA,NA,NA,NA,25.71715299,44.5379788,-31.47779597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,501,2.698,0.01622,354.8,0.556105849,0.312,1.886,30.828,30.1,29.886,639.934,638.006,23.524,23.7268,53.238,53.694,300.4,699.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6805407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,501,3.556,0.0205,339.8,0.534144478,0.438,2.094,30.574,32.214,30.04,640.672,636.154,26.639,27.1412,61.096,62.248,500.2,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6805407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,502,7.422,0.03788,299.2,0.473496986,0.802,2.084,30.566,31.856,30.04,641.08,631.89,25.3896,26.2954,58.184,60.262,500.2,699.4,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1798428,-0.300752509,36.88747052,43.5214165,-33.67236418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,506,2.346,0.008128,160.2,0.251176645,0.183,2.196,30.586,32.17,30.04,640.704,637.796,25.7922,26.0026,59.12,59.602,500.18,700,NA,NA,NA,NA,NA,NA,NA,NA,32.48643164,44.7760065,-33.72443233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,509,8.148,0.03844,271.4,0.431254907,0.771,1.982,30.264,31.076,30.04,639.508,629.326,24.3284,25.2154,56.84,58.91,500.1,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,640,510,5.716,0.02902,298.2,0.471841829,0.5366,1.814,30.464,31.686,30.04,638.956,631.934,27.8928,28.4972,64.346,65.74,500.2,699.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,406,1.404,0.009924,163.4,0.409105357,0.2162,2.136,30.204,30.128,29.886,400.394,399.402,21.1518,21.2928,49.63,49.962,300.4,700.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,409,1.4,0.01448,233,0.582976832,0.323,2.19,30.162,30.476,29.92,400.64,399.672,21.437,21.6372,50.416,50.886,300.4,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,405,1.71,0.01902,242.4,0.607109372,0.4456,2.304,30.436,31.138,29.92,400.528,399.268,21.9084,22.1988,50.718,51.388,300.4,701.2,NA,NA,NA,NA,NA,NA,NA,NA,18.62266358,47.0768812,-28.56754411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,408,1.968,0.0217,242.6,0.608135714,0.4452,2.018,30.452,30.11,29.86,400.352,398.924,22.166,22.4554,51.266,51.938,300.4,699.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,407,2.06,0.01824,207,0.518938306,0.3802,2.05,29.8,30.18,29.93,400.364,398.89,22.0664,22.3138,52.984,53.576,300.36,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,405,2.724,0.02268,191.6,0.483254813,0.5438,2.346,30.632,32.284,30.04,399.888,396.478,24.256,24.8708,55.34,56.742,500.18,699,NA,NA,NA,NA,NA,NA,NA,NA,18.62266358,47.0768812,-28.56754411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,400,408,5.39,0.04872,203.2,0.516803978,1.066,2.166,30.442,31.246,30.04,399.924,393.184,22.7042,23.9128,52.332,55.118,500.2,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,280,304,0.932,0.0111,137.8,0.49471645400000003,0.208,1.83,30.526,30.17,29.92,279.204,278.544,24.304,24.439,55.952,56.26,300.4,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,280,301,1.294,0.01414,116.8,0.420658178,0.6158,4.326,30.208,30.544,30.1,279.392,277.66,-0.035,0.6918,-0.08,1.624,499.7,700.8,NA,NA,NA,NA,NA,NA,NA,NA,18.68458838,44.6012242,-25.48162933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,280,306,1.232,0.01424,125,0.448807881,0.6404,4.456,30.412,31.136,30.108,280.182,278.518,0.1472,0.9026,0.338,2.09,499.7,700.2,NA,NA,NA,NA,NA,NA,NA,NA,21.161164,46.0740077,-27.08725011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,280,309,1.2,0.01338,119.2,0.428736665,0.6042,4.468,30.472,31.386,30.1,279.644,278.026,0.7104,1.423,1.638,3.28,499.74,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.96,846,1207,2053,50.39,63.44,113.83,9.3,18.87,21.27,40.14,195.518753,41.52508090614887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Elv,280,310,1.512,0.01706,120.6,0.434062566,0.7828,4.532,30.72,32.372,30.09,279.88,277.84,2.5006,3.4212,5.68,7.772,499.72,700.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,280,204,0.5006,0.005298,122.16,0.437654118,0.10164,1.886,26.894,28.386,26,279.72,279.11,19.6162,19.7318,55.75,56.082,500.5,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4170659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,280,207,2.256,0.03044,151,0.546695563,0.4688,1.53,26.558,27.136,26.01,278.946,276.182,19.9838,20.516,58.01,59.554,500.54,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,280,209,1.2836,0.01624,145.2,0.522680188,0.2588,1.578,26.698,27.604,26,279.348,277.772,20.7582,21.052,59.75,60.594,500.5,700.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,400,101,3.222,0.0201,123,0.31127803,0.678,3.38,26.03,26.398,26.02,399.332,395.138,-0.0628,0.7504,-0.188,2.248,499.7,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6694163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,400,104,4.17,0.02866,146.2,0.369612648,0.9468,3.318,25.966,26.268,26.024,400.964,395.506,-0.0564,1.0792,-0.17,3.244,499.7,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,400,106,3.942,0.02552,130.6,0.331078898,0.8934,3.506,26.258,27.098,26.02,399.192,394.466,-0.07,0.9124,-0.21,2.694,499.7,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,400,108,3.564,0.02398,140.2,0.354746168,0.8558,3.576,26.302,27.428,26.02,399.82,395.214,-0.065,0.9446,-0.19,2.782,499.7,700.2,NA,NA,NA,NA,NA,NA,NA,NA,24.61082776,46.6558709,-28.79046139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,400,109,1.18,0.00989,193,0.483138453,0.3144,3.176,25.664,25.124,26.02,400.906,399.47,-0.082,0.2642,-0.25,0.808,499.72,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,2,4.534,0.01848,228.2,0.359209616,0.3276,1.764,25.89,25.8,26.02,640.872,635.28,15.1044,15.485,45.674,46.826,500.6,699.8,NA,NA,NA,NA,NA,NA,NA,NA,24.87349291,47.5549819,-32.10009286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,5,7.842,0.0346,250.8,0.398115272,0.6414,1.85,26.022,26.086,26.02,639.684,629.966,14.4548,15.199,43.332,45.562,500.6,699,NA,NA,NA,NA,NA,NA,NA,NA,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
