source_id,source,taxon_name,excerpt_with_fire,simplified_phrase,site,habitat_conditions,fire_intensity,fire_severity,fire_season,fire_response,fire_response_scoring_method,post_fire_recruitment,post_fire_recruitment_scoring_method,bud_bank_location,bud_bank_location_scoring_method,canopy_seedbank,canopy_seedbank_scoring_method,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_scoring_method,dispersers,dispersers_scoring_method,fire_and_establishing,fire_ephemeral,fire_exposure_level,resprouting_capacity_juvenile,fire_response_juvenile_scoring_method,fire_response_on_maturity,fire_tolerance,life_history,post_fire_flowering,post_fire_flowering_scoring_method,reproductive_maturity,reproductive_maturity_entity_type,reproductive_maturity_value_type,reproductive_maturity_secondary_after_fire,reproductive_maturity_secondary_entity_type,reproductive_maturity_secondary_value_type,seed_longevity_categorical,seed_release,seed_release_scoring_method,seed_storage_location,seed_storage_location_scoring_method,serotiny,serotiny_scoring_method,soil_seedbank,soil_seedbank_scoring_method,storage_organ,storage_organ_scoring_method,threats,time_from_fire_to_fruit
WAH_2022,Florabase_long,Ehrharta villosa,fire response.,resprouts after fire (inferred from species),,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Ehrharta villosa var. maxima,,resprouts after fire (inferred from species),,,,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Ehrharta villosa var. villosa,,resprouts after fire (inferred from species),,,,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eragrostis curvula,"fire response. often only top-killed by fire, rapidly resprouts.",resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Erica baccans,fire response. fire can destroy seed in surface soil however seed deeper in the soil profile will germinate prolifically.,seeds on soil surface killed by fire; seeds in deeper soil germinate after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eucalyptus botryoides,fire response. will resprout from epicormic buds and lignotuber following fire. prolific germination of seed will also follow fire.,resprouts from lignotuber and epicormically after fire and regenerates from seed after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,epicormic_buds basal_stem_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lignotuber,scored_from_excerpt,,
WAH_2022,Florabase_long,Eucalyptus camaldulensis,fire response. hot fire will kill adult plants. prolific germination of seed follows fire.,killed by hot fires; regenerates from seed,,,high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Eucalyptus camaldulensis var. obtusa,,killed by hot fires; regenerates from seed (inferred from species),,,high,,,fire_killed,inferred_from_species,post_fire_recruitment,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eucalyptus cladocalyx,fire response. prolific germination of seed follows fire.,resprouts epicormically and regenerates from seed after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eucalyptus conferruminata,fire response. hot fire will kill adult plants. prolific germination of seed follows fire.,killed by hot fires; regenerates from seed,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eucalyptus globulus,fire response. prolific germination of seed follows fire.,resprouts from lignotuber and epicormically after fire and regenerates from seed after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,basal_stem_buds epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lignotuber,scored_from_excerpt,,
WAH_2022,Florabase_long,Eucalyptus gracilis,fire response. geneally killed by fire. no lignotuber but may coppice/resprout from stumps following cooler fire. prolific germination of seed and rapid growth following fire.,killed by moderate to hot fires; regenerates from seed,,,moderate_to_high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Eucalyptus gracilis,fire response. geneally killed by fire. no lignotuber but may coppice/resprout from stumps following cooler fire. prolific germination of seed and rapid growth following fire.,coppices/resprouts from stump after cool fires,,,low,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Euphorbia paralias,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Euphorbia terracina,"fire response. plants are generally killed by fire, however some resprout. fire may cause mass germination of soil-stored seed. invasion into natural areas is greatly enhanced by disturbance such as grazing, fire and soil movement. undertake control after any fire event.",killed by fire or resprouts after fire; regenerates from seed after fire; soil seedbank,,,,,,fire_killed resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Ferraria crispa,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Ferraria crispa subsp. crispa,,resprouts after fire (inferred from species),,,,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Ficus carica,fire response. may be able to resprout after fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Foeniculum vulgare,"fire response. resprouts from base after fire. alters fire regimes by building an intense fast moving fire, although it does not burn well in spring.",resprouts from base after fire; changes fire regime,,,,,,resprouts,scored_from_excerpt,,,basal_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Freesia alba x leichtlinii,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Genista monspessulana,fire response. adult plants may respout following fire. fire stimulates germination of soil-stored seed.,resprouts and regenerates from seed after fire; soil seedbank,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Gladiolus angustus,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Gladiolus caryophyllaceus,"annually renewed corm, some dormancy between fire. fire response. generally survives fire. fire can bring corms out of dormancy and stimulate prolific flowering.",resprouts from corm after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,fleshy_underground_organ,scored_from_excerpt,,,,corm,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,corm,scored_from_excerpt,,
WAH_2022,Florabase_long,Gladiolus undulatus,"fire response. fire tends to reduce the number of adult plants and facilitate germination of previously dormant cormels, resulting in a significant increase in juveniles.",killed by fire; regenerates from cormels after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,fleshy_underground_organ,scored_from_excerpt,,,,corm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corm,scored_from_excerpt,,
WAH_2022,Florabase_long,Gladiolus watsonius,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Glyceria maxima,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Gomphocarpus fruticosus,fire response. hot fire will kill mature plants and can destroy soil stored seed.,killed by hot fire; seeds killed by fire; soil seedbank,,,,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Hedera helix,"fire response. after fire through vegetative regeneration it can sprout when cut and root from stem fragments. low tolerance of fire when it does burn but due to its relatively high water content, it is slow to burn and will not readily spread fire well..",low flammability; fire-intolerant; resprouts after fire,,,,,,fire_killed resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Hesperantha falcata,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Hibiscus diversifolius,fire response. mature plants killed by hot fire. prolific germination of soil stored seed can follow fire.,killed by hot fires; regenerates from seed; soil seedbank,,,high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Hibiscus diversifolius,fire response. mature plants killed by hot fire. prolific germination of soil stored seed can follow fire.,resprouts after cool fires,,,low,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Holcus lanatus,"fire response. likely killed by fire, but occasionally resprouts.",killed by fire; sometimes resprouts after fire; soil seedbank,,,,,,fire_killed resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Hyparrhenia hirta,"fire response. alters fire regimes. fire events provide the optimum time to undertake control as fire removes biomass, exhausts the soil seed bank and can provide a flush of new growth that allows efficient uptake of herbicides.",resprouts after fire; changes fire regimes; smoke stimulates germination and vegetative growth,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Hypericum perforatum,"fire response. heat from fire stimulate germination of seed. forms dense stands where it displaces native plant species, reduces wildlife habitat, depletes soil moisture, and in late summer may increase the fire hazard. vegetatively reproduces from lateral roots and root crowns, stimulated by grazing, fire and defoliation.",regenerates from seed after fire and resprouts from roots and root crown after fire; increases fire risk; rhizome,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,rhizome bud-bearing_root root_crown,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Hypochaeris glabra,fire response.,killed by fire; regenerates from seed; soil-stored seedbank,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
WAH_2022,Florabase_long,Hypochaeris radicata,fire response. resprouts from rootstock after fire.,resprouts from rootstock after fire,,,,,,resprouts,scored_from_excerpt,,,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
WAH_2022,Florabase_long,Ipheion uniflorum,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Ixia maculata,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Ixia paniculata,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Ixia polystachya,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Juncus acutus,fire response. rhizomes are able to resprout after fire..,resprouts from rhizomes after fire,,,,,,resprouts,scored_from_excerpt,,,rhizome,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhizome,scored_from_excerpt,,
WAH_2022,Florabase,Juncus acutus subsp. acutus,,resprouts from rhizomes after fire (inferred from species),,,,,,resprouts,inferred_from_species,,,rhizome,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhizome,inferred_from_species,,
WAH_2022,Florabase_short,Kingia australis,"yellow-green/brown-green, jul to aug (depends on fire).",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lachenalia aloides,fire response. generally survives and flowers particularly well following fire.,resprouts after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lachenalia bulbifera,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lachenalia mutabilis,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lachenalia reflexa,"fire response. mass flowering, germination and seed set following fire.",flowering enhanced by fire; regenerates from seed after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lactuca serriola,fire response. can increase in abundance in suitable post-fire conditions.,common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lagurus ovatus,can lead to declines in native plant species cover and diversity and make coastal vegetation more susceptible to summer fire.,increases summer fire risk,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lantana camara,"fire response. plants may resprout after a cool burn, hot fire can kill plants.",killed by hot fires,,,moderate_to_high,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lantana camara,"fire response. plants may resprout after a cool burn, hot fire can kill plants.",resprouts after cool fires,,,low,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Lantana camara var. camara,,killed by hot fires (inferred from species),,,moderate_to_high,,,fire_killed,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Lantana camara var. camara,,resprouts after cool fires (inferred from species),,,low,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lavandula stoechas,fire response. hot fire may kill adult plants and destroy some soil stored seed. plants will resprout following cooler fires. prolific seed germination can follow fire.,killed by hot fires; seeds killed by hot fires; regenerates from seed after fire,,,moderate_to_high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lavandula stoechas,fire response. hot fire may kill adult plants and destroy some soil stored seed. plants will resprout following cooler fires. prolific seed germination can follow fire.,resprouts after cool fires,,,low,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Leptospermum laevigatum,"fire response. adult plants are killed by fire, seed is released from woody fruits and germinates prolifically in post fire conditions. seeds released en masse when plants are damaged or streesed, including herbicide application, mechanical damage or fire.",killed by fire; regenerates from seed; serotinous,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,serotinous,scored_from_excerpt,canopy,scored_from_excerpt,serotinous,,,,,,,
WAH_2022,Florabase_long,Lonicera japonica,fire response.,resprouts after fire; seedlings killed by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Lotus uliginosus,"fire response. fire is unusual in its habitat, however plants survive and resprout from rhizomes.",resprouts from rhizomes after fire,,,,,,resprouts,scored_from_excerpt,,,rhizome,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhizome,scored_from_excerpt,,
WAH_2022,Florabase_long,Lycium ferocissimum,fire response. probably resprouts after fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Melaleuca lanceolata,fire response. can resprout following fire. seed is released from woody fruits in the canopy and mass germination occurs in the post fire environmant.,resprouts after fire and regenerates from seed after fire; serotinous,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,serotinous,scored_from_excerpt,canopy,scored_from_excerpt,serotinous,,,,,,,
WAH_2022,Florabase_long,Melaleuca leucadendra,fire response.,resprouts and regenerates from seed after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Melaleuca linariifolia,fire response. resprouts from epicormic buds on trunk and stems following fire. seed is released from woody fruit in the canopy and germinates readily in post fire conditions.,resprouts epicormically and regenerates from seed after fire; serotinous,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,epicormic_buds,scored_from_excerpt,canopy_seedbank_present,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,serotinous,scored_from_excerpt,canopy,scored_from_excerpt,serotinous,,,,,,,
WAH_2022,Florabase_long,Melia azedarach,fire response.,resprouts from root suckers after fire,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Melinis repens,fire response. following fire is an optimum time to undertake control of populations.,resprouts after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Moraea flaccida,fire response. generally survives fire. fire can bring corms out of dormancy and stimulate flowering. following fire is a particularly important time to control one leaf cape tulip as fire can bring corms out of dormancy and stimulate flowering.,resprouts after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Moraea fugax,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Moraea lewisiae,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Moraea miniata,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Moraea setifolia,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Muscari comosum,fire response. generally survives with seedling recruitment occuring following fire.,resprouts and regenerates from seed after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Narcissus papyraceus,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Narcissus tazetta,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Nicotiana glauca,fire response. generally killed by fire.,killed by fire,,,,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Nothoscordum gracile,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Nymphaea mexicana,"fire response. aquatic species, therefore not affected by fire..",aquatic species,,,,,,,,,,,,,,,,,,,,,,fire_not_relevant,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Olea europaea,fire response. fire kills young plants but older plants will resprout following fire.,resprouts after fire; juvenile plants killed by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,juvenile_fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Olea europaea subsp. europaea,,resprouts after fire; juvenile plants killed by fire (inferred from species),,,,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,juvenile_fire_killed,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Opuntia stricta,"fire response. may not be killed in fire, may result in vigorous regrowth following fire. very small plants and seeds will be destroyed in the hot fire..",resprouts after fire; juvenile plants killed by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,juvenile_fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase,Opuntia stricta var. stricta,,resprouts after fire; juvenile plants killed by fire (inferred from species),,,,,,resprouts,inferred_from_species,,,,,,,,,,,,,,,,juvenile_fire_killed,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Ornithogalum thyrsoides,fire response. generally survives fire. fire appears to stimulate flowering.,resprouts after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis depressa,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis flava,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis glabra,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis incarnata,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis pes-caprae,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Oxalis purpurea,fire response. generally survives fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pandorea pandorana,"fire response. adults reprout after fire, flowering and setting fruit within 1 year.",resprouts after fire; flowering enhanced by fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Paspalum dilatatum,fire response. strategic use of fire may be useful in suppressing this species. following any fire event is an optimal time to undertake control.,resprouts from rootstock after fire,,,,,,resprouts,scored_from_excerpt,,,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
WAH_2022,Florabase_long,Paspalum distichum,fire response. following any fire event is an optimal time to undertake control.,resprouts from rhizomes after fire,,,,,,resprouts,scored_from_excerpt,,,rhizome,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Paspalum urvillei,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pelargonium capitatum,"fire response. frequent and/or intense fires create conditions suitable for greater invasion.. invasion in banksia woodland can be facilitated by disturbance including frequent fire. frequent and/or intense fires create conditions suitable for greater invasion, including increased soil phosphorous levels. easily controlled after fire.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pennisetum clandestinum,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pennisetum macrourum,dense infestations provide cover for rabbits and create a fire hazard. use unplanned fire events to effectively control any regrowth.,increases fire risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pennisetum purpureum,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pennisetum setaceum,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Pennisetum villosum,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAH_2022,Florabase_long,Phragmites australis,fire response.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
