"site_name","trait_name","unit","value"
"Coomallo Creek Mt Lesueur","elevation","m","100"
"Esperance","elevation","m","25"
"Fitzgerald_River","elevation","m","286"
"John Forrest National Park","elevation","m","210"
"Kalbarri","elevation","m","6"
"Lake_King","elevation","m","310"
"Merridin_etc","elevation","m","318"
"Millbrook","elevation","m","68"
"Stirling_Ranges","elevation","m","300"
"Walpole","elevation","m","18"
"Watheroo","elevation","m","198"
