"site_name","longitude","latitude"
"Coomallo Creek Mt Lesueur",115.27,-29.82
"Esperance",121.88,-33.87
"Fitzgerald_River",119.43,-34.07
"John Forrest National Park",116.07,-31.98
"Kalbarri",114.17,-27.72
"Lake_King",119.68,-33.1
"Merridin_etc",118.22,-31.5
"Millbrook",117.88,-35.03
"Stirling_Ranges",118.22,-34.52
"Walpole",116.73,-34.98
"Watheroo",115.92,-30.12
