taxon_name,trait_name,value_type,value,unit,original_name,observation_id,authors
Sauropus ochrophyllus,leaf_width,minimum,4,mm,Sauropus ochrophyllus,528,NA
Sauropus ochrophyllus,leaf_width,maximum,30,mm,Sauropus ochrophyllus,528,NA
Sauropus ochrophyllus,plant_height,maximum,0.7,m,Sauropus ochrophyllus,528,NA
Stenocarpus 'Top End',flowering_time,mode,nnyyynnnnnnn,NA,Stenocarpus top end',549,NA
Stenocarpus 'Top End',fruiting_time,mode,nnnnnnnyyynn,NA,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_compoundness,mode,simple,NA,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_length,minimum,55,mm,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_length,maximum,150,mm,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_phenology,mode,evergreen,NA,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_shape,mode,elliptical,NA,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_width,minimum,17,mm,Stenocarpus top end',549,NA
Stenocarpus 'Top End',leaf_width,maximum,70,mm,Stenocarpus top end',549,NA
Stenocarpus 'Top End',plant_height,maximum,20,m,Stenocarpus top end',549,NA
Stephania japonica var. japonica,flowering_time,mode,yynnnnnnnnyy,NA,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_compoundness,mode,simple,NA,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_length,minimum,40,mm,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_length,maximum,170,mm,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_phenology,mode,evergreen,NA,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_shape,mode,ovate,NA,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_width,minimum,40,mm,Stephania japonica var. japonica,550,NA
Stephania japonica var. japonica,leaf_width,maximum,140,mm,Stephania japonica var. japonica,550,NA
Stephania japonica var. timoriensis,flowering_time,mode,nnnyyyyyynnn,NA,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,fruiting_time,mode,nnyyyyynnnnn,NA,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_compoundness,mode,simple,NA,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_length,minimum,40,mm,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_length,maximum,170,mm,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_phenology,mode,evergreen,NA,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_shape,mode,ovate,NA,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_width,minimum,40,mm,Stephania japonica var. timoriensis,551,NA
Stephania japonica var. timoriensis,leaf_width,maximum,140,mm,Stephania japonica var. timoriensis,551,NA
Syzygium eucalyptoides subsp. bleeseri,flowering_time,mode,nnnnnnyyyynn,NA,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,fruiting_time,mode,nnnnnnnnnnyy,NA,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_compoundness,mode,simple,NA,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_length,minimum,40,mm,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_length,maximum,150,mm,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_phenology,mode,evergreen,NA,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_shape,mode,orbicular,NA,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_width,minimum,35,mm,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,leaf_width,maximum,165,mm,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. bleeseri,plant_height,maximum,10,m,Syzygium eucalyptoides subsp. Bleeseri,557,NA
Syzygium eucalyptoides subsp. eucalyptoides,flowering_time,mode,nnnnnyyyyyyn,NA,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,fruiting_time,mode,ynnnnnnnnnny,NA,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_compoundness,mode,simple,NA,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_length,minimum,70,mm,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_length,maximum,185,mm,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_phenology,mode,evergreen,NA,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_shape,mode,elliptical,NA,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_width,minimum,8,mm,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,leaf_width,maximum,24,mm,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Syzygium eucalyptoides subsp. eucalyptoides,plant_height,maximum,6,m,Syzygium eucalyptoides subsp. Eucalyptoides,558,NA
Tecticornia halocnemoides subsp. tenuis,flowering_time,mode,nnnyyyyynnnn,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,fruiting_time,mode,nnnyyyyynnnn,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_compoundness,mode,simple,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_length,minimum,5,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_length,maximum,5,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_phenology,mode,evergreen,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_width,minimum,2,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,leaf_width,maximum,2,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,plant_height,maximum,0.5,m,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,plant_photosynthetic_organ,mode,cladode,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,seed_length,minimum,1,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,seed_length,maximum,1,mm,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia halocnemoides subsp. tenuis,seed_shape,mode,discoid,NA,Tecticornia halocnemoides subsp. tenuis,565,NA
Tecticornia indica subsp. julacea,flowering_time,mode,nnnnyyyyyyyn,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,fruiting_time,mode,nnnnyyyyyyyn,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,leaf_compoundness,mode,simple,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,leaf_length,minimum,4,mm,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,leaf_length,maximum,10,mm,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,leaf_phenology,mode,evergreen,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,plant_photosynthetic_organ,mode,cladode,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,seed_shape,mode,globoid_flattened,NA,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,seed_width,minimum,1.5,mm,Tecticornia indica subsp. julacea,566,NA
Tecticornia indica subsp. julacea,seed_width,maximum,1.5,mm,Tecticornia indica subsp. julacea,566,NA
Tephrosia brachyodon var. longifolia,flowering_time,mode,yyyynnnnnnny,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,fruiting_time,mode,nnyyyyynnnnn,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_compoundness,mode,compound,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_length,minimum,20,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_length,maximum,65,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_phenology,mode,evergreen,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_shape,mode,oblanceolate,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_width,minimum,2,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,leaf_width,maximum,8,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,plant_height,maximum,1.5,m,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,seed_length,minimum,3,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,seed_length,maximum,5,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,seed_shape,mode,cylindrical,NA,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,seed_width,minimum,2,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia brachyodon var. longifolia,seed_width,maximum,3,mm,Tephrosia brachyodon var. longifolia,568,NA
Tephrosia sp. 'Hayes Ck',flowering_time,mode,yyyynnnnnnyy,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',fruiting_time,mode,yyynnnnnnnny,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_compoundness,mode,compound,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_length,minimum,24,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_length,maximum,97,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_phenology,mode,evergreen,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_shape,mode,elliptical,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_width,minimum,18,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',leaf_width,maximum,56,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_height,minimum,3,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_height,maximum,3.5,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_length,minimum,3,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_length,maximum,3.5,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_shape,mode,globoid_flattened,NA,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_width,minimum,3,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. 'Hayes Ck',seed_width,maximum,3.5,mm,Tephrosia Hayes Ck,571,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),flowering_time,mode,yynnnnnnnnnn,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),fruiting_time,mode,nnnynnnnnnnn,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_compoundness,mode,compound,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_length,minimum,19,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_length,maximum,46,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_phenology,mode,evergreen,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_shape,mode,elliptical,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_width,minimum,3,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),leaf_width,maximum,6,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),plant_height,maximum,1.5,m,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),seed_length,minimum,3,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),seed_length,maximum,3,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),seed_shape,mode,ellipsoid,NA,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),seed_width,minimum,2.5,mm,Tephrosia Katherine Gorge,573,NA
Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),seed_width,maximum,2.5,mm,Tephrosia Katherine Gorge,573,NA
Trichosanthes morrisii,fruiting_time,mode,nynnnnnnnnnn,NA,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_compoundness,mode,simple,NA,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_length,minimum,105,mm,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_length,maximum,170,mm,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_shape,mode,ovate,NA,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_width,minimum,95,mm,Trichosanthes sp. Kakadu,605,NA
Trichosanthes morrisii,leaf_width,maximum,135,mm,Trichosanthes sp. Kakadu,605,NA
Uvaria glabra,flowering_time,mode,yyyyyyynnnny,NA,Uvaria glabra,615,NA
Uvaria glabra,fruiting_time,mode,yyyyyyyyyyyy,NA,Uvaria glabra,615,NA
Uvaria glabra,leaf_compoundness,mode,simple,NA,Uvaria glabra,615,NA
Uvaria glabra,leaf_length,minimum,30,mm,Uvaria glabra,615,NA
Uvaria glabra,leaf_length,maximum,180,mm,Uvaria glabra,615,NA
Uvaria glabra,leaf_shape,mode,elliptical,NA,Uvaria glabra,615,NA
Uvaria glabra,leaf_width,minimum,20,mm,Uvaria glabra,615,NA
Uvaria glabra,leaf_width,maximum,60,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_height,minimum,4.6,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_height,maximum,4.6,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_length,minimum,9,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_length,maximum,9,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_width,minimum,6.5,mm,Uvaria glabra,615,NA
Uvaria glabra,seed_width,maximum,6.5,mm,Uvaria glabra,615,NA
Vigna lanceolata var. filiformis,flowering_time,mode,yyyyyynnnnnn,NA,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,fruiting_time,mode,nnnyyyyynnnn,NA,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_compoundness,mode,compound,NA,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_length,minimum,40,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_length,maximum,80,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_phenology,mode,evergreen,NA,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_shape,mode,linear,NA,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_width,minimum,3,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,leaf_width,maximum,8,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,seed_length,minimum,4.2,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,seed_length,maximum,5,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,seed_width,minimum,3,mm,Vigna lanceolata var. filiformis,622,NA
Vigna lanceolata var. filiformis,seed_width,maximum,3.5,mm,Vigna lanceolata var. filiformis,622,NA
Vigna radiata var. sublobata,flowering_time,mode,nnyyyynnnnnn,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,fruiting_time,mode,nnyyyynnnnnn,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_compoundness,mode,compound,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_length,minimum,30,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_length,maximum,116,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_phenology,mode,evergreen,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_shape,mode,ovate,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_width,minimum,7,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,leaf_width,maximum,83,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,seed_length,minimum,3,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,seed_length,maximum,4,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,seed_shape,mode,cylindrical,NA,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,seed_width,minimum,2,mm,Vigna radiata var. sublobata,623,NA
Vigna radiata var. sublobata,seed_width,maximum,3,mm,Vigna radiata var. sublobata,623,NA
Vigna vexillata var. angustifolia,flowering_time,mode,yyyyynnnnnyy,NA,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,fruiting_time,mode,nnnyyynnnnnn,NA,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_compoundness,mode,compound,NA,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_length,minimum,43,mm,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_length,maximum,53,mm,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_phenology,mode,evergreen,NA,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_shape,mode,linear,NA,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_width,minimum,52,mm,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. angustifolia,leaf_width,maximum,85,mm,Vigna vexillata var. angustifolia,624,NA
Vigna vexillata var. vexillata,flowering_time,mode,yyyyynnnnnyy,NA,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,fruiting_time,mode,nnnyyynnnnnn,NA,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_compoundness,mode,compound,NA,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_length,minimum,33,mm,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_length,maximum,65,mm,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_phenology,mode,evergreen,NA,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_shape,mode,lanceolate,NA,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_width,minimum,12,mm,Vigna vexillata var. vexillata,625,NA
Vigna vexillata var. vexillata,leaf_width,maximum,31,mm,Vigna vexillata var. vexillata,625,NA
Viscum whitei subsp. flexicaule,leaf_compoundness,mode,simple,NA,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,leaf_length,minimum,26,mm,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,leaf_length,maximum,45,mm,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,leaf_shape,mode,oblanceolate,NA,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,leaf_width,minimum,5,mm,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,leaf_width,maximum,10,mm,Viscum whitei subsp. flexicaule,627,NA
Viscum whitei subsp. flexicaule,parasitic,mode,parasitic,NA,Viscum whitei subsp. flexicaule,627,NA
Zornia muelleriana subsp. muelleriana,leaf_compoundness,mode,compound,NA,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_length,minimum,14,mm,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_length,maximum,21,mm,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_phenology,mode,evergreen,NA,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_shape,mode,elliptical,NA,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_width,minimum,6,mm,Zornia muelleriana subsp. Mulleriana,639,NA
Zornia muelleriana subsp. muelleriana,leaf_width,maximum,10,mm,Zornia muelleriana subsp. Mulleriana,639,NA
Achyranthes aspera,leaf_compoundness,mode,simple,NA,Achyranthes aspera,034,NA
Syzygium claviflorum,leaf_compoundness,mode,simple,NA,Acmenosperma claviflorum,036,NA
Aegialitis annulata,leaf_compoundness,mode,simple,NA,Aegialitis annulata,040,NA
Alternanthera angustifolia,leaf_compoundness,mode,simple,NA,Alternanthera angustifolia,045,NA
Alternanthera denticulata,leaf_compoundness,mode,simple,NA,Alternanthera denticulata,046,"Harwood, R.K. & Palmer, J. (2011). Amaranthaceae. In Short, P.S. & Cowie, I.D. (eds), Flora of the Darwin Region,vol. 1, pp. 1–23."
Alternanthera nodiflora,leaf_compoundness,mode,simple,NA,Alternanthera nodiflora,047,NA
Amaranthus rhombeus,leaf_compoundness,mode,simple,NA,Amaranthus rhombeus,051,NA
Amaranthus undulatus,leaf_compoundness,mode,simple,NA,Amaranthus undulatus,052,NA
Ammannia baccifera,leaf_compoundness,mode,simple,NA,Ammannia baccifera,053,NA
Ammannia multiflora,leaf_compoundness,mode,simple,NA,Ammannia multiflora,054,NA
Amyema benthamii,leaf_compoundness,mode,simple,NA,amyema benthamii,055,NA
Amyema benthamii,parasitic,mode,parasitic,NA,amyema benthamii,055,NA
Amyema bifurcata,leaf_compoundness,mode,simple,NA,amyema bifurcata,056,NA
Amyema bifurcata,parasitic,mode,parasitic,NA,amyema bifurcata,056,NA
Amyema haematodes,leaf_compoundness,mode,simple,NA,amyema haematodes,057,NA
Amyema haematodes,parasitic,mode,parasitic,NA,amyema haematodes,057,NA
Amyema mackayensis,leaf_compoundness,mode,simple,NA,amyema mackayensis subsp. cycnei-sinus,058,NA
Amyema mackayensis,parasitic,mode,parasitic,NA,amyema mackayensis subsp. cycnei-sinus,058,NA
Amyema miquelii,leaf_compoundness,mode,simple,NA,amyema miquelii,059,NA
Amyema miquelii,parasitic,mode,parasitic,NA,amyema miquelii,059,NA
Amyema sanguinea,leaf_compoundness,mode,simple,NA,amyema sanguinea,060,NA
Amyema sanguinea,parasitic,mode,parasitic,NA,amyema sanguinea,060,NA
Amyema villiflora,leaf_compoundness,mode,simple,NA,amyema villiflora,061,NA
Amyema villiflora,parasitic,mode,parasitic,NA,amyema villiflora,061,NA
Anthobolus filifolius,leaf_compoundness,mode,simple,NA,Anthobolus filifolius,062,NA
Antidesma ghaesembilla,leaf_compoundness,mode,simple,NA,Antidesma ghesaembilla,064,NA
Aristolochia holtzei,leaf_compoundness,mode,simple,NA,Aristolochia holtzei,065,NA
Aristolochia pubera,leaf_compoundness,mode,simple,NA,Aristolochia pubera,066,NA
Artocarpus glaucus,leaf_compoundness,mode,simple,NA,Artocarpus glaucus,067,NA
Asteromyrtus symphyocarpa,leaf_compoundness,mode,simple,NA,Asteromyrtus symphocarpa,068,NA
Banksia dentata,leaf_compoundness,mode,simple,NA,Banksia dentata,072,NA
Barringtonia asiatica,leaf_compoundness,mode,simple,NA,Barringtonia asiatica,074,NA
Bergia pedicellaris,leaf_compoundness,mode,simple,NA,Bergia pedicellaris,076,NA
Bergia pusilla,leaf_compoundness,mode,simple,NA,Bergia pusilla,077,NA
Berrya javanica,leaf_compoundness,mode,simple,NA,Berrya javanica,078,NA
Boerhavia albiflora,leaf_compoundness,mode,simple,NA,Boerhavia albiflora,079,NA
Boerhavia burbidgeana,leaf_compoundness,mode,simple,NA,Boerhavia burbidgeana,080,NA
Boerhavia coccinea,leaf_compoundness,mode,simple,NA,Boerhavia coccinea,081,NA
Boerhavia gardneri,leaf_compoundness,mode,simple,NA,Boerhavia gardneri,082,NA
Bossiaea bossiaeoides,plant_photosynthetic_organ,mode,cladode,NA,Bossiaea bossiaeoides,084,NA
Breynia cernua,leaf_compoundness,mode,simple,NA,Breynia cernua,085,NA
Bridelia tomentosa,leaf_compoundness,mode,simple,NA,Briedelia tomentosa,086,NA
Bursaria incana,leaf_compoundness,mode,simple,NA,Bursaria incana,087,NA
Callitris intratropica,leaf_compoundness,mode,simple,NA,Callitris intratropica,098,NA
Calophyllum inophyllum,leaf_compoundness,mode,simple,NA,Calophyllum inophyllum,099,NA
Calophyllum sil,leaf_compoundness,mode,simple,NA,Calophyllum sil,100,NA
Calophyllum soulattri,leaf_compoundness,mode,simple,NA,Calophyllum soulattri,101,NA
Calytrix achaeta,leaf_compoundness,mode,simple,NA,Calytrix achaeta,102,NA
Calytrix arborescens,leaf_compoundness,mode,simple,NA,Calytrix arborescens,103,NA
Calytrix brownii,leaf_compoundness,mode,simple,NA,Calytrix brownii,104,NA
Calytrix exstipulata,leaf_compoundness,mode,simple,NA,Calytrix exstipulata,105,NA
Camptostemon schultzii,leaf_compoundness,mode,simple,NA,Camptostemon schultzii,106,NA
Cansjera leptostachya,leaf_compoundness,mode,simple,NA,Cansjera leptostachya,108,NA
Elaeodendron melanocarpum,leaf_compoundness,mode,simple,NA,Cassine melanocarpa,114,"Jessup, 1984a"
Cassytha candida,leaf_compoundness,mode,simple,NA,Cassytha candida,115,NA
Cassytha capillaris,leaf_compoundness,mode,simple,NA,Cassytha capillaris,116,NA
Cassytha filiformis,leaf_compoundness,mode,simple,NA,Cassytha filiformis,117,NA
Celtis paniculata,leaf_compoundness,mode,simple,NA,Celtis paniculata,121,NA
Celtis paniculata,leaf_glaucousness,mode,glaucous,NA,Celtis paniculata,121,NA
Celtis philippensis,leaf_compoundness,mode,simple,NA,Celtis philippensis,122,"Guymer, G.P. (2013), Celtis strychnoides Planch. an earlier name for Celtis australiensis Sattarian (Ulmaceae). Austrobaileya 9(1): 146-147."
