var_name,trait_name,unit
Fruit.Type.Botany,fruit_type_botany,NA
Fruit.Type.Specific,fruit_type,NA
Fruit.Type.Function,fruit_type_function,NA
Adaptive.Trait,dispersal_syndrome,NA
Fruit.Length (mm),fruit_length,mm
Fruit.Diameter (mm),fruit_diameter,mm
Seed.Length (mm),seed_length,mm
Seed.Diameter (mm),seed_diameter,mm
Flowering time,flowering_time,NA
