site_name,trait_name,unit,value,notes
Atherton,longitude,deg,145.65,
Atherton,latitude,deg,-17.11666667,
Atherton,elevation,m,800,
Cape Tribulation,longitude,deg,145.45,
Cape Tribulation,latitude,deg,-16.1,
Cape Tribulation,elevation,m,25,
