NDat,Taxon,AuthTax,Family,Order,Character,Reference,Character_state,Value,Min,Max,Notes,User,Date,User_update,Date_update,FullRef,WeblinkRef,trait_value,taxa_to_keep
21135,Nicotiana tabacum,L.,Solanaceae,Solanales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=5,102. Ovary position (D1): (0) superior,NA,NA,NA,Oblique.,Laetitia Carrive,27-Jan-12,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=5,102. Ovary position (D1): (0) superior,1
21133,Nicotiana tabacum,L.,Solanaceae,Solanales,412. Placentation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,NA,NA,NA,NA,Laetitia Carrive,27-Jan-12,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,1
21124,Nicotiana tabacum,L.,Solanaceae,Solanales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Laetitia Carrive,27-Jan-12,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,1
151532,Nicotiana tabacum,L.,Solanaceae,Solanales,5002. Aperture shape (D1),"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,27-May-14,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/,5002. Aperture shape (D1): (2) colporus,1
41466,Nicotiana tabacum,L.,Solanaceae,Solanales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Hervé Sauquet,28-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
41469,Nicotiana tabacum,L.,Solanaceae,Solanales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Hervé Sauquet,28-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",1
41946,Nicotiana tabacum,L.,Solanaceae,Solanales,330. Androecium structural phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Hervé Sauquet,29-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,1
44740,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,100. Floral structural sex (D1): (0) bisexual,1
126260,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,305. Filament (D1),"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",305. Filament (D1): (7) petaloid,NA,NA,NA,outer stamens,Mario Coiro,9-Jul-13,Mario Coiro,9-Jul-13,"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",NA,305. Filament (D1): (7) petaloid,1
126267,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,305. Filament (D1),"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",305. Filament (D1): (5) short and wide,NA,NA,NA,inner stamens,Mario Coiro,9-Jul-13,NA,NA,"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",NA,305. Filament (D1): (5) short and wide,1
126326,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,311. Anther orientation (D1),"Conard HS. (1905) The waterlilies: A monograph of the genus Nymphaea, Washington: Carnegie Institution of Washington.",311. Anther orientation (D1): (0) introrse,NA,NA,NA,NA,Mario Coiro,9-Jul-13,NA,NA,"Conard HS. (1905) The waterlilies: A monograph of the genus Nymphaea, Washington: Carnegie Institution of Washington.",NA,311. Anther orientation (D1): (0) introrse,1
126350,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,400. Gynoecium phyllotaxy (D1),"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",400. Gynoecium phyllotaxy (D1): (0) one whorl,NA,NA,NA,NA,Mario Coiro,9-Jul-13,NA,NA,"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",NA,400. Gynoecium phyllotaxy (D1): (0) one whorl,1
44745,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,404. Style differentiation (D1): (0) absent,NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,404. Style differentiation (D1): (0) absent,1
126181,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,207. Symmetry of perianth (D1),"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,outer part,Mario Coiro,9-Jul-13,NA,NA,"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",NA,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
126184,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,207. Symmetry of perianth (D1),"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",207. Symmetry of perianth (D1): (4) asymmetric,NA,NA,NA,inner part,Mario Coiro,9-Jul-13,NA,NA,"Schneider EL, Chaney T. 1981. The floral biology of Nymphaea odorata (Nymphaeaceae). The Southwestern Naturalist 26: 159–165.",NA,207. Symmetry of perianth (D1): (4) asymmetric,1
44730,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,102. Ovary position (D1): (2) half-inferior,NA,NA,NA,"""perianth perigynous""",Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,102. Ovary position (D1): (2) half-inferior,1
44744,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,412. Placentation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,412. Placentation (D1): (6) laminar,NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,412. Placentation (D1): (6) laminar,1
44743,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,313. Anther dehiscence (D1): (0) longitudinal slit,1
44728,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,314. Connective extension (apical) (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,314. Connective extension (apical) (D1): (1) short extension,NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,314. Connective extension (apical) (D1): (1) short extension,1
127179,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,230. Perianth phyllotaxy (D1),"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,"following discussions with Mario Coiro and Peter Endress, we finally agree there is no true irregularity in the perianth phyllotaxy of this species and it is best scored as whorled only",Mario Coiro,9-Jul-13,Hervé Sauquet,11-May-15,"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",NA,230. Perianth phyllotaxy (D1): (0) whorled,1
44734,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Hervé Sauquet,10-Feb-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",1
126214,Nymphaea odorata,Aiton,Nymphaeaceae,Nymphaeales,330. Androecium structural phyllotaxy (D1),"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Mario Coiro,9-Jul-13,NA,NA,"Schneider EL, Tucker SC, Williamson PS. 2003. Floral development in the Nymphaeales. International Journal of Plant Sciences 164: S279–S292.",NA,330. Androecium structural phyllotaxy (D1): (0) whorled,1
84195,Olea europaea,L.,Oleaceae,Lamiales,100. Floral structural sex (D1),"Cuevas J, Polito VS. 2004. The role of staminate flowers in the breeding system of Olea europaea L. (Oleaceae): an andromonoecious, wind pollinated taxon. Annals of Botany 93: 547-553.",100. Floral structural sex (D1): (2) unisexual,NA,NA,NA,NA,Charlotte Prieu,27-Mar-13,Hervé Sauquet,7-Jan-20,"Cuevas J, Polito VS. 2004. The role of staminate flowers in the breeding system of Olea europaea L. (Oleaceae): an andromonoecious, wind pollinated taxon. Annals of Botany 93: 547-553.",NA,100. Floral structural sex (D1): (2) unisexual,1
269129,Olea europaea,L.,Oleaceae,Lamiales,100. Floral structural sex (D1),"Cuevas J, Polito VS. 2004. The role of staminate flowers in the breeding system of Olea europaea L. (Oleaceae): an andromonoecious, wind pollinated taxon. Annals of Botany 93: 547-553.",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Charlotte Prieu,27-Mar-13,Hervé Sauquet,7-Jan-20,"Cuevas J, Polito VS. 2004. The role of staminate flowers in the breeding system of Olea europaea L. (Oleaceae): an andromonoecious, wind pollinated taxon. Annals of Botany 93: 547-553.",NA,100. Floral structural sex (D1): (0) bisexual,1
83040,Olea europaea,L.,Oleaceae,Lamiales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (B) short (general),NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (B) short (general),1
83041,Olea europaea,L.,Oleaceae,Lamiales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (0) absent,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (0) absent,1
83046,Olea europaea,L.,Oleaceae,Lamiales,311. Anther orientation (D1),http://www.efloras.org/flora_page.aspx?flora_id=5,311. Anther orientation (D1): (2) extrorse,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=5,311. Anther orientation (D1): (2) extrorse,1
83053,Olea europaea,L.,Oleaceae,Lamiales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,Hervé Sauquet,16-Jan-20,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),1
83056,Olea europaea,L.,Oleaceae,Lamiales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (0) absent,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (0) absent,1
83019,Olea europaea,L.,Oleaceae,Lamiales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
83007,Olea europaea,L.,Oleaceae,Lamiales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,1
83049,Olea europaea,L.,Oleaceae,Lamiales,313. Anther dehiscence (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,313. Anther dehiscence (D1): (0) longitudinal slit,1
151547,Olea europaea,L.,Oleaceae,Lamiales,5002. Aperture shape (D1),"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,27-May-14,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/,5002. Aperture shape (D1): (2) colporus,1
83008,Olea europaea,L.,Oleaceae,Lamiales,230. Perianth phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,230. Perianth phyllotaxy (D1): (0) whorled,1
83014,Olea europaea,L.,Oleaceae,Lamiales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",1
83026,Olea europaea,L.,Oleaceae,Lamiales,330. Androecium structural phyllotaxy (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Charlotte Prieu,26-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,330. Androecium structural phyllotaxy (D1): (0) whorled,1
154101,Opilia amentacea,NA,Opiliaceae,Santalales,100. Floral structural sex (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,100. Floral structural sex (D1): (0) bisexual,1
313085,Opilia amentacea,NA,Opiliaceae,Santalales,305. Filament (D1),https://www.delta-intkey.com/,305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Andrea López,18-Jan-21,NA,NA,NA,https://www.delta-intkey.com/,305. Filament (D1): (2) long and narrow,1
154105,Opilia amentacea,NA,Opiliaceae,Santalales,311. Anther orientation (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",311. Anther orientation (D1): (0) introrse,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,311. Anther orientation (D1): (0) introrse,1
154112,Opilia amentacea,NA,Opiliaceae,Santalales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
154107,Opilia amentacea,NA,Opiliaceae,Santalales,102. Ovary position (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,102. Ovary position (D1): (0) superior,1
313088,Opilia amentacea,NA,Opiliaceae,Santalales,412. Placentation (D1),https://www.delta-intkey.com/,412. Placentation (D1): (1) apical (pendulous),NA,NA,NA,NA,Andrea López,18-Jan-21,NA,NA,NA,https://www.delta-intkey.com/,412. Placentation (D1): (1) apical (pendulous),1
154106,Opilia amentacea,NA,Opiliaceae,Santalales,313. Anther dehiscence (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,313. Anther dehiscence (D1): (0) longitudinal slit,1
313086,Opilia amentacea,NA,Opiliaceae,Santalales,314. Connective extension (apical) (D1),https://www.delta-intkey.com/,314. Connective extension (apical) (D1): (0) absent,NA,NA,NA,NA,Andrea López,18-Jan-21,NA,NA,NA,https://www.delta-intkey.com/,314. Connective extension (apical) (D1): (0) absent,1
151610,Opilia amentacea,NA,Opiliaceae,Santalales,5002. Aperture shape (D1),"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,28-May-14,NA,NA,"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",NA,5002. Aperture shape (D1): (2) colporus,1
154102,Opilia amentacea,NA,Opiliaceae,Santalales,230. Perianth phyllotaxy (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,230. Perianth phyllotaxy (D1): (0) whorled,1
154099,Opilia amentacea,NA,Opiliaceae,Santalales,234. Perianth differentiation (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html",234. Perianth differentiation (D1): (0) undifferentiated,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,Elisabeth Reyes,27-Jun-14,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,234. Perianth differentiation (D1): (0) undifferentiated,1
313080,Opilia amentacea,NA,Opiliaceae,Santalales,330. Androecium structural phyllotaxy (D1),https://www.delta-intkey.com/,330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Andrea López,18-Jan-21,NA,NA,NA,https://www.delta-intkey.com/,330. Androecium structural phyllotaxy (D1): (0) whorled,1
154273,Opuntia microdasys,(Lehm.) Pfeiff.,Cactaceae,Caryophyllales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,100. Floral structural sex (D1): (0) bisexual,1
307497,Opuntia microdasys,(Lehm.) Pfeiff.,Cactaceae,Caryophyllales,305. Filament (D1),"Piña HH. 2007. Biología reproductiva de Opuntia microdasys (Lehm.) Pfeiffer en el Desierto Chihuahuense. PhD Thesis, Instituto de Ecología A.C., Mexico",305. Filament (D1): (2) long and narrow,NA,NA,NA,Figure 3,Andrea López,23-Nov-20,NA,NA,"Piña HH. 2007. Biología reproductiva de Opuntia microdasys (Lehm.) Pfeiffer en el Desierto Chihuahuense. PhD Thesis, Instituto de Ecología A.C., Mexico",NA,305. Filament (D1): (2) long and narrow,1
154274,Opuntia microdasys,(Lehm.) Pfeiff.,Cactaceae,Caryophyllales,207. Symmetry of perianth (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
200237,Opuntia microdasys,(Lehm.) Pfeiff.,Cactaceae,Caryophyllales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,102. Ovary position (D1): (1) inferior,NA,NA,NA,NA,Maria von Balthazar,28-Jun-16,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,102. Ovary position (D1): (1) inferior,1
154275,Opuntia microdasys,(Lehm.) Pfeiff.,Cactaceae,Caryophyllales,234. Perianth differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=1,234. Perianth differentiation (D1): (8) weak differentiation,NA,NA,NA,NA,Elisabeth Reyes,27-Jun-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,234. Perianth differentiation (D1): (8) weak differentiation,1
179325,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,100. Floral structural sex (D1),"Kadereit G. 2006. Menyanthaceae. In: Kubitzki K, ed. The families and genera of vascular plants VIII. Berlin: Springer-Verlag, 599-604.",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Elisabeth Reyes,17-Mar-15,NA,NA,"Kadereit G. 2006. Menyanthaceae. In: Kubitzki K, ed. The families and genera of vascular plants VIII. Berlin: Springer-Verlag, 599-604.",NA,100. Floral structural sex (D1): (0) bisexual,1
190093,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,305. Filament (D1),"Tippery NP, Les DH. 2009. A new genus and new combinations in Australian Villarsia (Menyanthaceae). Novon 19: 404–411.",305. Filament (D1): (3) short and narrow,NA,NA,NA,NA,Maria von Balthazar,25-Nov-15,NA,NA,"Tippery NP, Les DH. 2009. A new genus and new combinations in Australian Villarsia (Menyanthaceae). Novon 19: 404–411.",NA,305. Filament (D1): (3) short and narrow,1
126639,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,311. Anther orientation (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",311. Anther orientation (D1): (0) introrse,NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,311. Anther orientation (D1): (0) introrse,1
127267,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,404. Style differentiation (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,404. Style differentiation (D1): (1) present (length and shape unknown),1
125652,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,207. Symmetry of perianth (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Kristel Schoonderwoerd,8-Jul-13,Maria von Balthazar,25-Nov-15,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
125403,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,102. Ovary position (D1),"Tippery NP, Les DH. 2009. A new genus and new combinations in Australian Villarsia (Menyanthaceae). Novon 19: 404–411.",102. Ovary position (D1): (4) 1/4-inferior or less,NA,NA,NA,adnate to the calyx only at base,Kristel Schoonderwoerd,8-Jul-13,Maria von Balthazar,25-Nov-15,"Tippery NP, Les DH. 2009. A new genus and new combinations in Australian Villarsia (Menyanthaceae). Novon 19: 404–411.",NA,102. Ovary position (D1): (4) 1/4-inferior or less,1
126463,Ornduffia calthifolia,(F.Muell.) Tippery & Les,Menyanthaceae,Asterales,312. Anther attachment (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",312. Anther attachment (D1): (1) dorsifixed,NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,312. Anther attachment (D1): (1) dorsifixed,1
