taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Cyperus scaber,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus scariosus,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Cyperus serotinus,NA,NA,NA,annual,NA,NA,NA,NA
Cyperus sesquiflorus,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus sexflorus,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus sphacelatus,NA,NA,NA,perennial,NA,NA,NA,NA
Cyperus sporobolus,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus squarrosus,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus stolonifer,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus tenuiculmis,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus tenuispica,NA,NA,NA,annual,NA,NA,NA,NA
Cyperus vaginatus,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus victoriensis,NA,NA,NA,NA,NA,NA,NA,NA
Cyperus viscidulus,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Cyperus zollingeri,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis acutangula,NA,NA,NA,perennial,NA,NA,NA,NA
Eleocharis atropurpurea,NA,NA,NA,annual,NA,NA,NA,NA
Eleocharis brassii,NA,NA,NA,perennial,rhizome,NA,NA,NA
Eleocharis caespitosissima,aquatic_submerged aquatic_herb,tufted,NA,annual,NA,terrestrial aquatic,NA,NA
Eleocharis dulcis,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Eleocharis geniculata,NA,NA,NA,annual perennial,NA,NA,NA,NA
Eleocharis nuda,NA,NA,NA,annual perennial,NA,NA,NA,NA
Eleocharis ochrostachys,NA,NA,NA,perennial,NA,NA,NA,NA
Eleocharis pallens,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis papillosa,NA,NA,NA,annual,NA,NA,NA,NA
Eleocharis pusilla,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis setifolia,NA,NA,NA,NA,NA,NA,NA,NA
Eleocharis sphacelata,NA,NA,NA,perennial,rhizome,NA,NA,woody_root
Eleocharis spiralis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Eleocharis sundaica,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Fimbristylis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Darwin,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Latz sp. B,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. A Kimberley Flora,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis acicularis,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis acuminata,NA,NA,NA,annual perennial,NA,NA,NA,NA
Fimbristylis aestivalis,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis ammobia,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis arnhemensis,NA,NA,NA,NA,NA,NA,NA,NA
Actinoschoenus arthrostyloides,NA,NA,NA,perennial,NA,NA,NA,NA
Fimbristylis bisumbellata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis blakei,NA,erect,NA,annual perennial,NA,NA,NA,NA
Fimbristylis brownii,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis caespitosa,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis caloptera,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cardiocarpa,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cephalophora,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cinnamometorum,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis clavata,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis compacta,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis complanata,NA,NA,NA,NA,NA,NA,NA,NA
Actinoschoenus sp. sandstone,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis corynocarya,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis costiglumis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cymosa,NA,NA,NA,NA,NA,NA,NA,NA
Actinoschoenus sp. Deaf Adder Gorge,NA,NA,NA,NA,NA,NA,NA,NA
Actinoschoenus sp. Mount Brockman,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Kakadu,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Connells Lagoon,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Timber Creek,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis densa,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis denudata,NA,compact,NA,perennial,rhizome,NA,NA,NA
Fimbristylis depauperata,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis dichotoma,NA,NA,NA,perennial,NA,NA,NA,NA
Fimbristylis dictyocolea,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dipsacea,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis distincta,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dolera,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dunlopii,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis elegans,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis eragrostis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis eremophila,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis ferruginea,NA,NA,NA,perennial,rhizome,NA,NA,NA
Fimbristylis furva,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis fusca,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis insignis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis lanceolata,NA,NA,NA,perennial,NA,NA,NA,NA
Fimbristylis laxiglumis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis leucocolea,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis littoralis,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis macassarensis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis macrantha,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis microcarya,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis quinquangularis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis modesta,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis neilsonii,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis nuda,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis nutans,NA,NA,NA,NA,NA,NA,NA,NA
Abildgaardia ovata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis oxystachya,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pachyptera,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pallida,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pauciflora,NA,NA,NA,annual perennial,NA,NA,NA,NA
Fimbristylis phaeoleuca,NA,NA,NA,annual,NA,NA,NA,NA
Fimbristylis pilifera,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis polytrichoides,NA,NA,NA,perennial,NA,NA,NA,NA
Fimbristylis pterigosperma,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pubisquama,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis punctata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis rara,NA,NA,NA,short_lived_perennial annual,NA,NA,NA,NA
Fimbristylis recta,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis rupestris,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis schoenoides,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis schultzii,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sericea,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis signata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis simplex,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis simulans,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis solidifolia,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sphaerocephala,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis spiralis,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis squarrulosa,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis stenostachya,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis subaristata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis tetragona,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis tomentosa,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis trachycarya,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis trigastrocarya,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis tristachya,NA,NA,NA,perennial,rhizome,NA,NA,NA
Fimbristylis velata,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis xyridis,NA,NA,NA,NA,NA,NA,NA,NA
Fuirena,NA,NA,NA,NA,NA,NA,NA,NA
Fuirena ciliaris,herb,NA,NA,annual,NA,NA,NA,NA
Fuirena incrassata,NA,NA,NA,NA,NA,NA,NA,NA
Fuirena nudiflora,NA,tufted,NA,annual,NA,NA,NA,NA
Fuirena umbellata,herb,NA,NA,perennial,rhizome,NA,NA,NA
Hypolytrum nemorum,NA,NA,NA,perennial,NA,NA,NA,NA
Isolepis,NA,NA,NA,NA,NA,NA,NA,NA
Isolepis australiensis,NA,NA,NA,NA,NA,NA,NA,NA
Isolepis humillima,NA,NA,NA,NA,NA,NA,NA,NA
Lepironia articulata,NA,NA,NA,NA,NA,NA,NA,NA
Lipocarpha chinensis,NA,NA,NA,NA,NA,NA,NA,NA
Lipocarpha microcephala,NA,NA,NA,NA,NA,NA,NA,NA
Mapania macrocephala,NA,dense,NA,perennial,NA,NA,NA,NA
Rhynchospora,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora sp. Arnhem,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora sp. Wessel,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora brownii,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora corymbosa,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora exserta,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora gracillima,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora heterochaeta,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora leae,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora longisetis,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora pterochaeta,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora rubra,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora subtenuifolia,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora wightiana,NA,NA,NA,NA,NA,NA,NA,NA
Schoenoplectus,NA,NA,NA,NA,NA,NA,NA,NA
Schoenoplectiella dissachantha,NA,NA,NA,NA,NA,NA,NA,NA
Schoenoplectiella laevis,NA,NA,NA,annual,NA,NA,NA,NA
Schoenoplectiella lateriflora,NA,NA,NA,annual,NA,NA,NA,NA
Schoenoplectiella mucronata,NA,NA,NA,NA,NA,NA,NA,NA
Schoenoplectiella praelongata,NA,NA,NA,annual,NA,NA,NA,NA
Schoenus,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus calostachyus,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus centralis,NA,NA,NA,annual,NA,NA,NA,NA
Schoenus sp. Deaf Adder Gorge,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus falcatus,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus punctatus,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus sparteus,NA,NA,NA,NA,NA,NA,NA,NA
Scleria,NA,NA,NA,NA,NA,NA,NA,NA
Scleria annularis,NA,NA,NA,NA,NA,NA,NA,NA
Scleria brownii,NA,NA,NA,NA,NA,NA,NA,NA
Scleria caricina,NA,NA,NA,NA,NA,NA,NA,NA
Scleria carphiformis,NA,NA,NA,NA,NA,NA,NA,NA
Scleria ciliaris,NA,NA,NA,NA,NA,NA,NA,NA
Scleria sp. Jabiru,NA,NA,NA,NA,NA,NA,NA,NA
Scleria sp. Wilton River,NA,NA,NA,NA,NA,NA,NA,NA
Scleria laxa,NA,NA,NA,NA,NA,NA,NA,NA
Scleria levis,NA,NA,NA,NA,NA,NA,NA,NA
Scleria lingulata,NA,NA,NA,NA,NA,NA,NA,NA
Scleria lithosperma,NA,NA,NA,NA,NA,NA,NA,NA
Scleria lithosperma,NA,NA,NA,NA,NA,NA,NA,NA
Scleria mikawana,NA,NA,NA,NA,NA,NA,NA,NA
Scleria novae-hollandiae,NA,NA,NA,annual,NA,NA,NA,NA
Scleria poaeformis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Scleria polycarpa,NA,NA,NA,NA,NA,NA,NA,NA
Scleria psilorrhiza,NA,NA,NA,NA,NA,NA,NA,NA
Scleria pygmaea,NA,NA,NA,NA,NA,NA,NA,NA
Scleria rugosa,NA,NA,NA,NA,NA,NA,NA,NA
Scleria sphacelata,NA,NA,NA,NA,NA,NA,NA,NA
Scleria terrestris,NA,NA,NA,NA,NA,NA,NA,NA
Scleria tricuspidata,NA,NA,NA,NA,NA,NA,NA,NA
Thoracostachyum sumatranum,herb,NA,NA,NA,NA,NA,NA,NA
Tricostularia undulata,NA,NA,NA,NA,NA,NA,NA,NA
NA,fern,NA,NA,NA,NA,terrestrial,NA,NA
Histiopteris,NA,NA,NA,NA,NA,terrestrial,NA,NA
Histiopteris incisa,NA,NA,NA,NA,rhizome,NA,NA,NA
Microlepia,NA,NA,NA,NA,NA,terrestrial,NA,NA
Microlepia speluncae,NA,NA,NA,NA,rhizome,NA,NA,NA
Pteridium,fern,NA,NA,NA,NA,terrestrial,NA,NA
Pteridium revolutum,NA,NA,NA,NA,NA,NA,NA,NA
Dichapetalum,NA,NA,NA,NA,NA,NA,NA,NA
Dichapetalum timoriense,shrub climber_vine,twining,NA,perennial,NA,NA,NA,NA
Dillenia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Dillenia alata,tree,NA,NA,NA,NA,NA,NA,NA
Hibbertia,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia sp. Chewings Range,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia angustifolia,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia brownii,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia cistifolia,subshrub,prostrate,NA,perennial,NA,NA,NA,NA
Hibbertia sp. Mount Howship,shrub,erect scandent,NA,NA,NA,NA,NA,NA
Hibbertia dealbata,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia echiifolia,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia glaberrima,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia goyderi,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia lepidota,subshrub shrub,erect trailing,NA,perennial,NA,NA,NA,NA
Hibbertia muelleri,NA,NA,NA,annual perennial,NA,NA,NA,NA
Hibbertia oblongata,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia scabra,shrub,decumbent,NA,NA,NA,NA,NA,NA
Hibbertia scandens,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia tasmanica,subshrub,prostrate,NA,perennial,NA,NA,NA,NA
Hibbertia tomentosa,shrub,NA,NA,NA,NA,NA,NA,NA
Hibbertia complanata,subshrub,erect,NA,NA,rhizome,NA,NA,NA
Hibbertia dilatata,subshrub,erect,NA,NA,rhizome,NA,NA,NA
Hibbertia praestans,subshrub,NA,NA,NA,NA,NA,NA,NA
Dioscorea,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea bulbifera,NA,NA,NA,annual perennial,NA,NA,NA,NA
Dioscorea transversa,NA,NA,NA,NA,NA,NA,NA,NA
Aldrovanda,aquatic_herb,NA,NA,NA,NA,NA,NA,NA
Aldrovanda vesiculosa,herb,NA,NA,NA,NA,NA,NA,NA
Drosera,herb,NA,NA,NA,rhizome,terrestrial,NA,NA
Drosera banksii,herb,NA,NA,NA,NA,NA,NA,NA
Drosera burmanni,herb,NA,NA,NA,NA,NA,NA,NA
Drosera falconeri,herb,NA,NA,NA,NA,NA,NA,NA
Drosera indica,herb,NA,NA,NA,NA,NA,NA,NA
Drosera lanata,NA,NA,NA,NA,NA,NA,NA,NA
Drosera petiolaris,NA,NA,NA,NA,NA,NA,NA,NA
Drosera subtilis,NA,NA,NA,NA,NA,NA,NA,NA
Diospyros,tree shrub,NA,NA,NA,NA,NA,NA,NA
Diospyros calycantha,tree shrub,NA,NA,NA,NA,NA,NA,NA
Diospyros compacta,tree,NA,NA,NA,NA,NA,NA,NA
Diospyros humilis,tree shrub,NA,NA,NA,NA,NA,NA,NA
Diospyros littorea,tree,NA,NA,NA,NA,NA,NA,NA
Diospyros maritima,tree,NA,NA,NA,NA,NA,NA,NA
Dubouzetia,tree shrub,NA,NA,NA,NA,NA,NA,NA
Dubouzetia australiensis,shrub,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus angustifolius,tree,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus arnhemicus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus culminicola,tree,NA,NA,NA,NA,NA,NA,NA
Elaeocarpus miegei,tree,NA,NA,NA,NA,NA,NA,NA
Bergia,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Bergia ammannioides,herb,prostrate erect,NA,annual,NA,NA,NA,NA
Bergia barklyana,NA,prostrate,NA,perennial,NA,NA,NA,NA
Bergia diacheiron,NA,prostrate,NA,perennial,NA,NA,NA,NA
Bergia henshallii,NA,prostrate dense mat_forming,NA,perennial,NA,NA,NA,NA
Bergia occultipetala,NA,prostrate,NA,perennial,NA,NA,NA,NA
Bergia pedicellaris,herb,NA,NA,annual,NA,NA,NA,NA
Bergia perennis,NA,prostrate,NA,perennial,NA,NA,NA,NA
Bergia perennis,NA,NA,NA,NA,NA,NA,NA,NA
Bergia perennis,NA,NA,NA,NA,NA,NA,NA,NA
Bergia pusilla,NA,erect,NA,annual,NA,NA,NA,NA
Bergia trimera,NA,prostrate mat_forming,NA,perennial,NA,NA,NA,NA
Elatine,aquatic_herb,prostrate erect,NA,annual,NA,NA,NA,NA
Elatine gratioloides,aquatic_submerged aquatic_herb,prostrate mat_forming,NA,NA,NA,NA,NA,NA
Leucopogon,tree shrub,NA,NA,NA,NA,NA,NA,NA
Leucopogon sp. Wessell Islands,NA,NA,NA,NA,NA,NA,NA,NA
Leucopogon acuminatus,shrub,erect open compact,NA,NA,NA,NA,NA,NA
Leucopogon sonderensis,shrub,NA,NA,NA,NA,NA,NA,NA
Eriocaulon,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon australe,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon carpentariae,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon cinereum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon concretum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon odontospermum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon depressum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon fistulosum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon inapertum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon lividum,herb,NA,NA,NA,NA,NA,NA,NA
Spermacoce sp. hairy capsule,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon pusillum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon pygmaeum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon schultzii,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon scullionii,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon setaceum,aquatic_submerged aquatic_herb,NA,NA,annual,NA,aquatic,NA,NA
Eriocaulon spectabile,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon tortuosum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon willdenovianum,herb,NA,NA,NA,NA,NA,NA,NA
Eriocaulon zollingerianum,herb,NA,NA,NA,NA,NA,NA,NA
Erythroxylum ellipticum,NA,NA,NA,NA,NA,NA,NA,NA
Actephila,NA,NA,NA,NA,NA,NA,NA,NA
Adriana,NA,NA,NA,NA,NA,NA,NA,NA
Amperea spicata,shrub,NA,NA,NA,NA,NA,NA,NA
Antidesma,tree shrub,NA,NA,NA,NA,NA,NA,NA
Antidesma ghesaembilla,tree shrub,NA,NA,NA,NA,NA,NA,NA
Antidesma parvifolium,tree shrub,NA,NA,NA,NA,NA,NA,NA
Breynia,NA,NA,NA,NA,NA,NA,NA,NA
Breynia cernua,tree shrub,NA,NA,NA,NA,NA,NA,NA
Bridelia tomentosa,tree shrub,NA,NA,NA,NA,NA,NA,NA
Calycopeplus collinus,shrub,NA,NA,perennial,NA,NA,NA,NA
Choriceras,NA,NA,NA,NA,NA,NA,NA,NA
Choriceras tricorne,tree shrub,NA,NA,NA,NA,NA,NA,NA
Claoxylon,NA,NA,NA,NA,NA,NA,NA,NA
Claoxylon tenerifolium,tree shrub,NA,NA,NA,NA,NA,NA,NA
Croton,tree shrub,NA,NA,NA,NA,NA,NA,NA
Croton schultzii,tree shrub,NA,NA,NA,NA,NA,NA,NA
Croton aridus,NA,NA,NA,NA,NA,NA,NA,NA
Croton armstrongii,NA,NA,NA,NA,NA,NA,NA,NA
Croton arnhemicus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Croton byrnesii,NA,NA,NA,NA,NA,NA,NA,NA
Croton habrophyllus,tree,NA,NA,NA,NA,NA,NA,NA
Croton tomentellus,tree,NA,NA,NA,NA,NA,NA,NA
Drypetes,NA,NA,NA,NA,NA,NA,NA,NA
Drypetes deplanchei,tree,NA,NA,NA,NA,NA,NA,NA
Endospermum,NA,NA,NA,NA,NA,NA,NA,NA
Endospermum myrmecophilum,tree,NA,NA,NA,NA,NA,NA,NA
Euphorbia,tree shrub herb,NA,NA,NA,NA,NA,NA,NA
Euphorbia armstrongiana,herb,erect decumbent,NA,annual,NA,NA,NA,NA
Euphorbia australis,herb,prostrate,NA,NA,NA,NA,NA,NA
Euphorbia biconvexa,herb,erect,NA,NA,NA,NA,NA,NA
Euphorbia boophthona,herb,NA,NA,annual,NA,NA,NA,NA
Euphorbia centralis,herb,spreading,NA,NA,NA,NA,NA,NA
Euphorbia chamaesyce,herb,prostrate,NA,annual,NA,NA,NA,NA
Euphorbia cyathophora,herb,NA,NA,annual,NA,NA,NA,NA
Euphorbia dallachyana,herb,prostrate,NA,NA,NA,NA,NA,NA
Euphorbia drummondii,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia sp. Beddome Range,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia ferdinandi,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia heterophylla,herb,NA,NA,annual,NA,NA,NA,NA
Euphorbia hirta,herb,erect decumbent,NA,annual,NA,NA,NA,NA
Euphorbia hyssopifolia,herb,erect,NA,NA,NA,NA,NA,NA
Euphorbia maconochieana,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia mitchelliana,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia muelleri,herb,prostrate,NA,annual perennial,NA,NA,NA,NA
Euphorbia myrtoides,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia parvicaruncula,herb,NA,NA,NA,NA,NA,NA,NA
Euphorbia peplus,herb,NA,NA,annual,NA,NA,NA,NA
Euphorbia petala,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia prostrata,herb,prostrate,NA,annual,NA,NA,NA,NA
Euphorbia sarcostemmoides,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia schizolepis,subshrub,erect decumbent,NA,perennial,NA,NA,NA,NA
Euphorbia schultzii,herb,prostrate decumbent,NA,annual,NA,NA,NA,NA
Euphorbia stevenii,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia supina,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia tannensis,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia tannensis,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia tannensis,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia wheeleri,herb,prostrate spreading,NA,NA,NA,NA,NA,NA
Excoecaria,tree shrub,NA,NA,NA,NA,NA,NA,NA
Excoecaria agallocha,tree,NA,NA,NA,NA,NA,NA,NA
Excoecaria ovalis,tree,NA,NA,NA,NA,NA,NA,NA
Excoecaria parvifolia,tree,NA,NA,NA,NA,NA,NA,NA
Flueggea,NA,NA,NA,NA,NA,NA,NA,NA
Flueggea virosa,NA,NA,NA,NA,NA,NA,NA,NA
Flueggea virosa,shrub,NA,NA,NA,NA,NA,NA,NA
Glochidion,tree shrub,NA,NA,NA,NA,NA,NA,NA
Glochidion apodogynum,NA,NA,NA,NA,NA,NA,NA,NA
Glochidion disparipes,NA,NA,NA,NA,NA,NA,NA,NA
Glochidion xerocarpum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Jatropha,NA,NA,NA,NA,NA,NA,NA,NA
Jatropha curcas,NA,NA,NA,NA,NA,NA,NA,NA
Jatropha gossypiifolia,shrub herb,NA,NA,NA,NA,NA,NA,NA
Notoleptopus,NA,NA,NA,NA,NA,NA,NA,NA
Notoleptopus decaisnei,shrub herb,NA,NA,annual,NA,NA,NA,NA
Macaranga,tree shrub,NA,NA,NA,NA,NA,NA,NA
Macaranga involucrata,tree,NA,NA,NA,NA,NA,NA,NA
Macaranga involucrata,tree,NA,NA,NA,NA,NA,NA,NA
Macaranga tanarius,tree shrub,NA,NA,NA,NA,NA,NA,NA
Mallotus,tree shrub,NA,NA,NA,NA,NA,NA,NA
Mallotus nesophilus,tree,NA,NA,NA,NA,NA,NA,NA
Mallotus philippensis,tree,NA,NA,NA,NA,NA,NA,NA
Margaritaria,tree shrub,NA,NA,NA,NA,NA,dioecious,NA
Margaritaria dubium-traceyi,tree shrub,NA,NA,NA,NA,NA,NA,NA
Margaritaria indica,tree,NA,NA,NA,NA,NA,NA,NA
Micrococca,NA,NA,NA,NA,NA,NA,NA,NA
Micrococca mercurialis,herb,NA,NA,annual,NA,NA,NA,NA
Monotaxis,NA,NA,NA,NA,NA,NA,NA,NA
Monotaxis luteiflora,herb,NA,NA,short_lived_perennial annual,NA,NA,NA,NA
Monotaxis tenuis,NA,NA,NA,NA,NA,NA,NA,NA
Homalanthus,NA,NA,NA,NA,NA,NA,NA,NA
Homalanthus novoguineensis,tree shrub,NA,NA,NA,NA,NA,NA,NA
Petalostigma,tree shrub,NA,NA,NA,NA,NA,NA,NA
Petalostigma banksii,tree,NA,NA,NA,NA,NA,NA,NA
Petalostigma nummularium,NA,NA,NA,NA,NA,NA,NA,NA
Petalostigma pubescens,tree,NA,NA,NA,NA,NA,NA,NA
Petalostigma quadriloculare,subshrub,erect,NA,NA,NA,NA,NA,NA
Phyllanthus,tree subshrub shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Phyllanthus amarus,herb,NA,NA,annual,NA,NA,NA,NA
Phyllanthus armstrongii,NA,NA,NA,NA,NA,NA,NA,NA
Synostemon lissocarpus,herb,NA,NA,annual perennial,NA,NA,NA,NA
Phyllanthus carpentariae,shrub,erect,NA,perennial,NA,NA,NA,NA
Phyllanthus dallachyanus,NA,NA,NA,NA,NA,NA,NA,NA
Phyllanthus emblica,NA,NA,NA,NA,NA,NA,NA,NA
