Material,Abbreviation,rep,MassLoss_3.5 (%),MassLoss_12 (%),MassLoss_24 (%),dry_massFlamm (g),Leaf FMC (%odw),TTI (s),FD (s),SD (s),TBT (s),Combustibility (mg/s),FD/mass (s/g),SD/mass (s/g),Leaf length (cm),Leaf width (cm),Leaf thickness (mm),Leaf area (cm2),Leaf mass (g),Leaf moisture (at time of measuring) (%odw),Leaf dry mass (g),Leaf volume (cm3),Leaf density (g/cm3),Leaf SLA (cm2/g),Leaf  SAperV (cm2/cm3),Leaf Energy (MJ/kg),Leaf C (wght %),Leaf N (wght %),Leaf Al (mg/kg),Leaf B (mg/kg),Leaf Ca (wght %),Leaf Cu (mg/kg),Leaf Fe (mg/kg),Leaf K (wght %),Leaf Mg (wght %),Leaf Mn (mg/kg),Leaf Na (mg/kg),Leaf P (mg/kg),Leaf S (wght %),Leaf Zn (mg/kg),Leaf Lignin (wght %),Leaf Cellulose (wght %),Leaf Ash (wght %),Leaf TotalTannins (wght %),Bark dry_massFlamm (g),Bark thicknFlam (mm),dry_massFlam (g),Bark thickness (mm),Bark area (cm2),Bark dry mass (g),Bark volume (cm3),Bark density (g/cm3),Bark MaxFlexLoad (Newton),Bark MFLperTHICKN (N/mm),BAM (cm2/g),Bark Energy (MJ/kg),Bark C (wght %),Bark N (wght %),Bark Al (mg/kg),Bark B (mg/kg),Bark Ca (wght %),Bark Cu (mg/kg),Bark Fe (mg/kg),Bark K (wght %),Bark Mg (wght %),Bark Mn (mg/kg),Bark Na (mg/kg),Bark P (mg/kg),Bark S (wght %),Bark Zn (mg/kg),Bark Lignin (wght %),Bark Cellulose (wght %),Bark Ash (wght %),Bark Free Tannins (wt%),Bark Bound Tannins (wt%),Bark Total Tannins (wt%),Bark FMC (%),Taxon,Site
LEAVES,Cor_macu,4,30.4162549,40.5180176,70.0751287,0.5445557,,2.3,6.6,25.5,32.1,18.5358255,12.1199730,46.8271684,15.5,3.5,0.34,35.5,0.614,9.8107041,0.5591440,1.2070000,0.4632511,63.4899022,58.8235294,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Cor_macu,5,27.0981831,52.5469216,85.0259947,0.7184474,,2.5,7.6,30.4,38.0,20.6578947,10.5783667,42.3134668,18.3,4.4,0.29,43.4,0.814,9.8107041,0.7412756,1.2586000,0.5889684,58.5477218,68.9655172,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Cor_macu,6,28.6477403,40.3331199,76.6008951,0.3331399,,1.4,7.8,16.4,24.2,15.0413223,23.4135842,49.2285616,11.2,3.2,0.29,24.8,0.376,9.8107041,0.3424074,0.7192000,0.4760949,72.4283368,68.9655172,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Cor_macu,7,,,,0.2516854,,2.0,3.5,23.1,26.6,10.3383459,13.9062500,91.7812500,11.0,2.2,0.38,15.3,0.281,9.8107041,0.2558949,0.5814000,0.4401357,59.7901699,52.6315789,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Cor_macu,8,,,,,,,,,,,,,11.6,1.8,0.49,15.3,0.463,9.8107041,0.4216347,0.7497000,0.5624045,36.2873385,40.8163265,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Cor_macu,9,,,,,,,,,,,,,19.0,2.6,0.29,31.2,0.635,9.8107041,0.5782679,0.9048000,0.6391112,53.9542357,68.9655172,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia maculata,Blackwall Mountain
LEAVES,Euc_euge,1,,76.9564084,92.7490773,0.9605596,8.6920530,3.7,13.0,43.7,56.7,18.5537919,13.5337776,45.4943138,11.6,3.4,0.61,28.6,1.073,8.5774425,0.9882347,1.7446000,0.5664535,28.9404926,32.7868852,21.2323500,49.0500000,0.3353000,100.1342739,45.1950207,0.5502110,3.7301245,39.9829876,0.0544450,0.1687652,188.7047303,721.8735270,70.9305394,0.0596336,13.7867220,7.9844206,19.0262902,0.1752678,0.9605513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,2,45.3550375,66.4940202,85.4410812,0.5624570,,3.1,16.6,36.2,52.8,11.6666667,29.5133697,64.3604809,10.6,2.7,0.67,19.8,0.627,8.5774425,0.5774680,1.3266000,0.4352993,34.2876134,29.8507463,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,3,46.6293291,56.0425101,91.1907334,0.5688485,,3.2,12.0,49.8,61.8,10.0809061,21.0952473,87.5452763,10.5,2.6,0.54,19.0,0.628,8.5774425,0.5783890,1.0260000,0.5637320,32.8498632,37.0370370,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,4,48.7787948,56.7465355,92.1573632,0.4081465,,2.9,8.8,29.9,38.7,11.5503876,21.5608844,73.2580049,8.4,2.4,0.61,10.2,0.455,8.5774425,0.4190557,0.6222000,0.6735065,24.3404377,32.7868852,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,5,49.0977901,57.9569529,97.3658699,0.6638088,,3.1,13.3,38.3,51.6,14.0891473,20.0358906,57.6973391,10.5,2.5,0.87,20.3,0.739,8.5774425,0.6806202,1.7661000,0.3853803,29.8257386,22.9885057,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,6,47.9328498,46.5410040,92.5139398,0.5469346,,3.9,29.0,44.9,73.9,8.1055480,53.0227926,82.0939099,9.0,2.4,0.71,15.3,0.604,8.5774425,0.5562850,1.0863000,0.5120915,27.5038886,28.1690141,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,7,,,,0.7213328,,3.2,11.5,55.9,67.4,11.7210682,15.9427109,77.4954382,10.2,3.2,0.77,24.0,0.804,8.5774425,0.7404853,1.8480000,0.4006955,32.4111769,25.9740260,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,8,,,,0.4145381,,3.0,9.5,29.4,38.9,11.6709512,22.9170744,70.9223144,11.2,1.8,0.58,15.5,0.461,8.5774425,0.4245817,0.8990000,0.4722823,36.5065154,34.4827586,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_euge,9,,,,0.5140637,,4.0,33.9,27.1,61.0,9.2295082,65.9451295,52.7171979,8.6,2.5,0.95,16.0,0.570,8.5774425,0.5249709,1.5200000,0.3453756,30.4778786,21.0526316,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eugenioides,Bobbin Head
LEAVES,Euc_haem,1,,29.8458720,81.4619282,0.7940282,8.7323944,5.2,10.7,63.3,74.0,11.7567568,13.4755925,79.7200937,9.6,2.8,0.53,22.3,0.898,8.5404734,0.8273411,1.1819000,0.7000094,26.9538147,37.7358491,22.7891000,51.1700000,0.3780000,69.9933131,16.7608916,0.3881118,7.4335360,42.3429585,0.0807648,0.1708362,81.4284701,770.1150963,66.6177305,0.0631638,14.9553191,15.1145365,21.0875615,0.0642261,4.3485883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,2,23.7885483,63.1047594,69.2677403,1.1636620,,5.9,8.7,59.9,68.6,18.5860058,7.4763980,51.4754297,16.8,2.9,0.59,32.7,1.300,8.5404734,1.1977099,1.9293000,0.6208002,27.3021037,33.8983051,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,3,39.1356348,35.8720542,62.5350882,0.7666479,,3.4,9.9,50.1,60.0,14.0000000,12.9133598,65.3494268,12.1,2.6,0.59,24.7,0.862,8.5404734,0.7941738,1.4573000,0.5449625,31.1015045,33.8983051,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,4,18.9058430,50.8880995,84.8503552,0.8259718,,3.4,8.8,38.8,47.6,19.0126050,10.6541164,46.9749676,14.1,2.7,0.54,16.6,0.930,8.5404734,0.8568232,0.8964000,0.9558492,19.3738909,37.0370370,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,5,35.1818991,27.4870438,64.5285740,1.2768338,,4.2,15.7,51.6,67.3,20.7875186,12.2960404,40.4124639,16.9,3.1,0.51,33.6,1.436,8.5404734,1.3230088,1.7136000,0.7720640,25.3966567,39.2156863,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,6,23.9254129,54.2255558,78.5065146,0.7885521,,4.7,10.2,46.1,56.3,15.3463588,12.9350995,58.4615769,11.4,2.3,0.71,20.3,0.885,8.5404734,0.8153641,1.4413000,0.5657143,24.8968543,28.1690141,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,7,,,,0.8141070,,2.6,7.9,40.2,48.1,18.5446985,9.7038836,49.3792559,14.5,2.7,0.54,28.5,0.904,8.5404734,0.8328690,1.5390000,0.5411755,34.2190652,37.0370370,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,8,,,,0.6534761,,4.0,14.9,35.5,50.4,14.2063492,22.8011415,54.3248672,13.9,2.2,0.67,20.2,0.724,8.5404734,0.6670323,1.3534000,0.4928567,30.2833917,29.8507463,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_haem,9,,,,0.7155380,,4.6,15.2,52.6,67.8,11.5634218,21.2427564,73.5111174,9.8,3.0,0.69,18.8,0.800,8.5404734,0.7370522,1.2972000,0.5681871,25.5070112,28.9855072,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,West Head
LEAVES,Euc_pilu,1,,44.6971847,69.8353696,0.2578221,8.8967972,2.6,5.3,27.6,32.9,8.6018237,20.5568132,107.0505742,11.6,2.0,0.31,9.3,0.293,8.9219559,0.2689999,0.2883000,0.9330556,34.5724979,64.5161290,21.8427000,50.9500000,0.3708000,226.9249757,71.7825073,0.4221002,9.7619048,217.9285714,0.1429622,0.2748882,121.2713314,1744.7731778,170.0689990,0.0670070,10.8882410,17.4857839,35.8245329,0.2233956,20.7548891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,2,26.3030779,31.1838530,84.7222322,0.5165552,,2.6,10.5,47.7,58.2,9.7422680,20.3269676,92.3425099,12.9,2.6,0.31,22.5,0.582,8.9219559,0.5343275,0.6975000,0.7660610,42.1090036,64.5161290,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,3,24.3268234,41.0245179,89.4690977,0.3589466,,3.3,5.4,32.8,38.2,10.3141361,15.0440197,91.3784898,11.7,2.5,0.44,18.6,0.408,8.9219559,0.3745801,0.8184000,0.4576981,49.6555975,45.4545455,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,4,28.5745900,46.1370205,69.9691830,0.5785053,,3.6,6.2,37.6,43.8,14.4977169,10.7172736,64.9950787,15.1,2.1,0.39,22.9,0.654,8.9219559,0.6004299,0.8931000,0.6722986,38.1393393,51.2820513,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,5,28.9030454,29.0347360,74.1584459,0.3644128,,2.9,7.0,23.0,30.0,13.3333333,19.2089844,63.1152344,12.0,1.8,0.40,7.8,0.400,8.9219559,0.3672354,0.3120000,1.1770366,21.2397814,50.0000000,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,6,34.7176727,36.7271775,62.5185502,0.4026762,,2.6,5.8,27.4,33.2,13.3132530,14.4036340,68.0447540,13.2,2.1,0.41,19.8,0.446,8.9219559,0.4094675,0.8118000,0.5043945,48.3554871,48.7804878,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,7,,,,0.4509609,,3.5,9.2,48.7,57.9,8.5492228,20.4008838,107.9916351,11.1,2.0,0.45,17.7,0.507,8.9219559,0.4654709,0.7965000,0.5843953,38.0260083,44.4444444,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,8,,,,,,,,,,,,,12.3,2.0,0.61,18.9,0.611,8.9219559,0.5609521,1.1529000,0.4865575,33.6927163,32.7868852,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pilu,9,,,,,,,,,,,,,10.5,2.0,0.31,9.2,0.330,8.9219559,0.3029692,0.2852000,1.0623044,30.3661210,64.5161290,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pilularis,Blackwall Mountain
LEAVES,Euc_pipe,1,,74.2552261,91.8991202,0.2220576,9.7326936,2.2,8.6,18.4,27.0,9.1111111,38.7286948,82.8613935,9.5,2.1,0.29,13.5,0.254,10.2927383,0.2302962,0.3915000,0.5882406,58.6201562,68.9655172,21.6647500,51.8900000,0.4740000,96.1047291,35.4926913,0.5139211,5.3052451,56.2553740,0.1321765,0.1929510,209.0362855,1909.6832330,121.0025795,0.0906936,29.8920034,11.4217078,44.0489190,0.2402271,26.4332875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,2,38.9495253,62.5664310,83.7344768,0.3827334,,2.2,6.6,35.5,42.1,10.0712589,17.2443805,92.7538646,11.2,3.1,0.28,16.8,0.434,10.2927383,0.3934983,0.4704000,0.8365184,42.6939632,71.4285714,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,3,40.3731900,50.8897892,90.1581064,0.2175442,,2.4,7.1,18.4,25.5,9.4509804,32.6370445,84.5805096,9.0,2.1,0.32,12.1,0.245,10.2927383,0.2221361,0.3872000,0.5736986,54.4711075,62.5000000,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,4,42.7746173,51.6763408,91.2380451,0.2491378,,2.1,6.2,20.9,27.1,10.1845018,24.8858297,83.8893291,9.6,2.4,0.27,9.0,0.283,10.2927383,0.2565899,0.2430000,1.0559254,35.0754291,74.0740741,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,5,43.1310054,53.0286441,97.0570958,0.2473324,,2.0,5.5,20.1,25.6,10.7031250,22.2372789,81.2671466,9.2,2.2,0.26,15.3,0.287,10.2927383,0.2602166,0.3978000,0.6541392,58.7971741,76.9230769,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,6,41.8295101,40.2745114,91.6364198,0.4043975,,2.5,9.2,19.3,28.5,15.7192982,22.7498915,47.7253159,11.8,2.7,0.32,19.6,0.457,10.2927383,0.4143518,0.6272000,0.6606375,47.3027937,62.5000000,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,7,,,,0.1985881,,2.4,5.8,21.5,27.3,8.0586081,29.2061849,108.2643059,8.6,2.0,0.34,10.9,0.226,10.2927383,0.2049092,0.3706000,0.5529121,53.1942853,58.8235294,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,8,,,,0.2590672,,3.3,6.4,19.1,25.5,11.2549020,24.7040179,73.7260536,9.3,1.8,0.34,11.6,0.294,10.2927383,0.2665633,0.3944000,0.6758705,43.5168627,58.8235294,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_pipe,9,,,,0.1832426,,3.6,9.0,24.8,33.8,6.0059172,49.1152081,135.3396845,7.8,1.6,0.59,8.3,0.209,10.2927383,0.1894957,0.4897000,0.3869628,43.8004655,33.8983051,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus piperita,Bobbin Head
LEAVES,Euc_punc,1,,58.8626282,93.2395068,1.1216971,8.2080925,,,,,,,,17.6,4.6,0.39,46.6,1.247,9.2412247,1.1415105,1.8174000,0.6281008,40.8231040,51.2820513,20.8198000,48.4000000,0.6219000,58.3678855,45.2178060,1.0140192,22.0366455,38.2057234,0.2474951,0.1873369,109.1806041,935.2317965,367.6613672,0.0704322,77.8333068,16.3751682,26.1579858,0.3075149,14.5779673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,2,28.4602636,58.0901602,97.3447907,0.8371422,,,,,,,,,16.0,3.2,0.52,31.4,0.935,9.2412247,0.8559040,1.6328000,0.5241940,36.6863578,38.4615385,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,3,23.7212590,46.0331124,61.7653666,0.5342289,,2.9,6.8,25.9,32.7,17.7981651,12.7286262,48.4810910,12.1,2.8,0.65,20.1,0.596,9.2412247,0.5455816,1.3065000,0.4175902,36.8414197,30.7692308,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,4,29.8142550,34.2351871,81.6409612,0.6085803,,2.2,5.5,29.6,35.1,18.8888889,9.0374262,48.6377849,13.4,3.1,0.33,28.3,0.681,9.2412247,0.6233910,0.9339000,0.6675137,45.3968672,60.6060606,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,5,27.0810860,29.3080847,86.3733619,0.5434081,,3.0,6.8,35.3,42.1,14.0617577,12.5136156,64.9603870,14.2,2.5,0.54,23.0,0.609,9.2412247,0.5574818,1.2420000,0.4488582,41.2569486,37.0370370,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
LEAVES,Euc_punc,6,20.3986137,30.3599021,67.9325491,0.4883329,,3.4,6.0,33.0,39.0,13.6410256,12.2866991,67.5768451,10.1,2.7,0.35,18.1,0.554,9.2412247,0.5071346,0.6335000,0.8005281,35.6907250,57.1428571,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus punctata,Bobbin Head
