site_name,trait_name,unit,value,notes
ReadWilsonsProm_forest,longitude,deg,NA,
ReadWilsonsProm_forest,latitude,deg,NA,
ReadWilsonsProm_forest,soil_total_P,ppm,410,
ReadWilsonsProm_forest,soil_total_N,%,0.31,
ReadWilsonsProm_heath,longitude,deg,NA,
ReadWilsonsProm_heath,latitude,deg,NA,
ReadWilsonsProm_heath,soil_total_P,ppm,90,
ReadWilsonsProm_heath,soil_total_N,%,0.4,
