"site_name","trait_name","unit","value"
"ReadWilsonsProm_forest","total soil P","ppm","410"
"ReadWilsonsProm_heath","total soil P","ppm","90"
"ReadWilsonsProm_forest","total soil N","%","0.31"
"ReadWilsonsProm_heath","total soil N","%","0.4"
