Taxon,trait value,trait,units,primary_source_id,metadata_id
Spartochloa scirpoidea,1.51,maximum seed length,mm,78,81
Austrostipa ramosissima,1.6,maximum seed length,mm,78,81
Enneapogon avenaceus,1.6,maximum seed length,mm,78,81
Enneapogon robustissimus,1.6,maximum seed length,mm,78,81
Eriachne compacta,1.6,maximum seed length,mm,78,81
Rytidosperma diemenicum,1.6,maximum seed length,mm,78,81
Rytidosperma dimidiatum,1.6,maximum seed length,mm,78,81
Rytidosperma remotum,1.6,maximum seed length,mm,78,81
Ectrosia laxa,1.7,maximum seed length,mm,78,81
Eriachne axillaris,1.7,maximum seed length,mm,78,81
Eriachne glandulosa,1.7,maximum seed length,mm,78,81
Rytidosperma acerosum,1.7,maximum seed length,mm,78,81
Rytidosperma bipartitum,1.7,maximum seed length,mm,78,81
Rytidosperma setaceum,1.7,maximum seed length,mm,78,81
Yakirra nulla,1.7,maximum seed length,mm,78,81
Setaria paspalidioides,1.75,maximum seed length,mm,78,81
Whiteochloa semitonsa,1.75,maximum seed length,mm,78,81
Calyptochloa gracillima,1.8,maximum seed length,mm,78,81
Echinochloa dietrichiana,1.8,maximum seed length,mm,78,81
Ectrosia scabrida,1.8,maximum seed length,mm,78,81
Enneapogon eremophilus,1.8,maximum seed length,mm,78,81
Enneapogon gracilis,1.8,maximum seed length,mm,78,81
Enneapogon truncatus,1.8,maximum seed length,mm,78,81
Eriachne insularis,1.8,maximum seed length,mm,78,81
Monachather paradoxus,1.8,maximum seed length,mm,78,81
Poa poiformis,1.8,maximum seed length,mm,78,81
Poa poiformis var. poiformis,1.8,maximum seed length,mm,78,81
Poa poiformis var. ramifer,1.8,maximum seed length,mm,78,81
Rytidosperma gracile,1.8,maximum seed length,mm,78,81
Rytidosperma pilosum,1.8,maximum seed length,mm,78,81
Rytidosperma semiannulare,1.8,maximum seed length,mm,78,81
Sporobolus pamelae,1.8,maximum seed length,mm,78,81
Sylvipoa queenslandica,1.8,maximum seed length,mm,78,81
Enneapogon virens,1.9,maximum seed length,mm,78,81
Bothriochloa bladhii,2,maximum seed length,mm,78,81
Bothriochloa bladhii subsp. bladhii,2,maximum seed length,mm,78,81
Brachyachne convergens,2,maximum seed length,mm,78,81
Cymbopogon ambiguus,2,maximum seed length,mm,78,81
Cymbopogon procerus,2,maximum seed length,mm,78,81
Cyperochloa hirsuta,2,maximum seed length,mm,78,81
Deyeuxia rodwayi,2,maximum seed length,mm,78,81
Dichanthium sericeum subsp. humilius,2,maximum seed length,mm,78,81
Dichanthium sericeum subsp. polystachyum,2,maximum seed length,mm,78,81
Ectrosia blakei,2,maximum seed length,mm,78,81
Ectrosia ovata,2,maximum seed length,mm,78,81
Enneapogon caerulescens,2,maximum seed length,mm,78,81
Enneapogon cylindricus,2,maximum seed length,mm,78,81
Enneapogon pallidus,2,maximum seed length,mm,78,81
Enneapogon polyphyllus,2,maximum seed length,mm,78,81
Enneapogon purpurascens,2,maximum seed length,mm,78,81
Eriachne agrostidea,2,maximum seed length,mm,78,81
Eriachne basalis,2,maximum seed length,mm,78,81
Eriachne festucacea,2,maximum seed length,mm,78,81
Eriachne flaccida,2,maximum seed length,mm,78,81
Eriachne glabrata,2,maximum seed length,mm,78,81
Eriachne glauca,2,maximum seed length,mm,78,81
Eriachne glauca var. barbinodis,2,maximum seed length,mm,78,81
Eriachne glauca var. glauca,2,maximum seed length,mm,78,81
Eriachne mucronata,2,maximum seed length,mm,78,81
Eriachne obtusa,2,maximum seed length,mm,78,81
Garnotia stricta,2,maximum seed length,mm,78,81
Garnotia stricta var. longiseta,2,maximum seed length,mm,78,81
Lepturus xerophilus,2,maximum seed length,mm,78,81
Pheidochloa gracilis,2,maximum seed length,mm,78,81
Poa cheelii,2,maximum seed length,mm,78,81
Poa ensiformis,2,maximum seed length,mm,78,81
Poa fax,2,maximum seed length,mm,78,81
Pseudopogonatherum irritans,2,maximum seed length,mm,78,81
Pseudoraphis paradoxa,2,maximum seed length,mm,78,81
Rytidosperma auriculatum,2,maximum seed length,mm,78,81
Rytidosperma caespitosum,2,maximum seed length,mm,78,81
Rytidosperma carphoides,2,maximum seed length,mm,78,81
Rytidosperma erianthum,2,maximum seed length,mm,78,81
Rytidosperma fulvum,2,maximum seed length,mm,78,81
Rytidosperma nudiflorum,2,maximum seed length,mm,78,81
Rytidosperma popinensis,2,maximum seed length,mm,78,81
Triodia acutispicula,2,maximum seed length,mm,78,81
Triodia bunglensis,2,maximum seed length,mm,78,81
Triodia salina,2,maximum seed length,mm,78,81
Whiteochloa biciliata,2,maximum seed length,mm,78,81
Oxychloris scariosa,2.1,maximum seed length,mm,78,81
Rytidosperma occidentale,2.1,maximum seed length,mm,78,81
Rytidosperma oreophilum,2.1,maximum seed length,mm,78,81
Rytidosperma richardsonii,2.1,maximum seed length,mm,78,81
Tragus australianus,2.1,maximum seed length,mm,78,81
Chloris divaricata,2.2,maximum seed length,mm,78,81
Chloris divaricata var. cynodontoides,2.2,maximum seed length,mm,78,81
Chloris divaricata var. divaricata,2.2,maximum seed length,mm,78,81
Chloris truncata,2.2,maximum seed length,mm,78,81
Echinochloa inundata,2.2,maximum seed length,mm,78,81
Enneapogon decipiens,2.2,maximum seed length,mm,78,81
Enneapogon intermedius,2.2,maximum seed length,mm,78,81
Enneapogon lindleyanus,2.2,maximum seed length,mm,78,81
Enneapogon nigricans,2.2,maximum seed length,mm,78,81
Iseilema membranaceum,2.2,maximum seed length,mm,78,81
Rytidosperma alpicola,2.2,maximum seed length,mm,78,81
Rytidosperma duttonianum,2.2,maximum seed length,mm,78,81
Rytidosperma laeve,2.2,maximum seed length,mm,78,81
Schizachyrium perplexum,2.2,maximum seed length,mm,78,81
Triraphis mollis,2.2,maximum seed length,mm,78,81
Setaria australiensis,2.25,maximum seed length,mm,78,81
Whiteochloa airoides,2.25,maximum seed length,mm,78,81
Chloris pectinata,2.3,maximum seed length,mm,78,81
Echinochloa elliptica,2.3,maximum seed length,mm,78,81
Echinochloa lacunaria,2.3,maximum seed length,mm,78,81
Echinochloa telmatophila,2.3,maximum seed length,mm,78,81
Enteropogon minutus,2.3,maximum seed length,mm,78,81
Eriachne squarrosa,2.3,maximum seed length,mm,78,81
Sorghum nitidum,2.3,maximum seed length,mm,78,81
Chloris lobata,2.4,maximum seed length,mm,78,81
Notochloe microdon,2.4,maximum seed length,mm,78,81
Rytidosperma clelandii,2.4,maximum seed length,mm,78,81
Rytidosperma tenuius,2.4,maximum seed length,mm,78,81
Austrostipa aquarii,2.5,maximum seed length,mm,78,81
Austrostipa centralis,2.5,maximum seed length,mm,78,81
Austrostipa feresetacea,2.5,maximum seed length,mm,78,81
Bothriochloa decipiens,2.5,maximum seed length,mm,78,81
Bothriochloa decipiens var. cloncurrensis,2.5,maximum seed length,mm,78,81
Bothriochloa decipiens var. decipiens,2.5,maximum seed length,mm,78,81
Bothriochloa ewartiana,2.5,maximum seed length,mm,78,81
Cymbopogon refractus,2.5,maximum seed length,mm,78,81
Dichanthium fecundum,2.5,maximum seed length,mm,78,81
Dichanthium tenue,2.5,maximum seed length,mm,78,81
Digitaria sharpeana,2.5,maximum seed length,mm,78,81
Echinopogon ovatus,2.5,maximum seed length,mm,78,81
Eriachne armittii,2.5,maximum seed length,mm,78,81
Eriachne lanata,2.5,maximum seed length,mm,78,81
Eriachne nodosa,2.5,maximum seed length,mm,78,81
Eriachne ovata,2.5,maximum seed length,mm,78,81
Eriachne semiciliata,2.5,maximum seed length,mm,78,81
Ischaemum albovillosum,2.5,maximum seed length,mm,78,81
Ischaemum rugosum,2.5,maximum seed length,mm,78,81
Ischaemum rugosum var. rugosum,2.5,maximum seed length,mm,78,81
Ischaemum rugosum var. segetum,2.5,maximum seed length,mm,78,81
Iseilema convexum,2.5,maximum seed length,mm,78,81
Iseilema eremaeum,2.5,maximum seed length,mm,78,81
Iseilema macratherum,2.5,maximum seed length,mm,78,81
Poa costiniana,2.5,maximum seed length,mm,78,81
Rytidosperma pallidum,2.5,maximum seed length,mm,78,81
Rytidosperma penicillatum,2.5,maximum seed length,mm,78,81
Rytidosperma racemosum,2.5,maximum seed length,mm,78,81
Rytidosperma racemosum var. obtusatum,2.5,maximum seed length,mm,78,81
Saxipoa saxicola,2.5,maximum seed length,mm,78,81
Schizachyrium dolosum,2.5,maximum seed length,mm,78,81
Triodia tomentosa,2.5,maximum seed length,mm,78,81
Eriachne humilis,2.6,maximum seed length,mm,78,81
Austrostipa pycnostachya,2.7,maximum seed length,mm,78,81
Capillipedium spicigerum,2.8,maximum seed length,mm,78,81
Cleistochloa subjuncea,2.8,maximum seed length,mm,78,81
Eriachne burkittii,2.8,maximum seed length,mm,78,81
Eriachne fastigiata,2.8,maximum seed length,mm,78,81
Spathia neurosa,2.8,maximum seed length,mm,78,81
Austrostipa nullanulla,3,maximum seed length,mm,78,81
Austrostipa pilata,3,maximum seed length,mm,78,81
Austrostipa setacea,3,maximum seed length,mm,78,81
Austrostipa trichophylla,3,maximum seed length,mm,78,81
Austrostipa tuckeri,3,maximum seed length,mm,78,81
Bothriochloa bunyensis,3,maximum seed length,mm,78,81
Chloris ventricosa,3,maximum seed length,mm,78,81
Chrysopogon oliganthus,3,maximum seed length,mm,78,81
Deyeuxia apsleyensis,3,maximum seed length,mm,78,81
Dichanthium setosum,3,maximum seed length,mm,78,81
Dichelachne parva,3,maximum seed length,mm,78,81
Elionurus citreus,3,maximum seed length,mm,78,81
Entolasia whiteana,3,maximum seed length,mm,78,81
Eriachne benthamii,3,maximum seed length,mm,78,81
Eriachne filiformis,3,maximum seed length,mm,78,81
Eriachne pauciflora,3,maximum seed length,mm,78,81
Eriachne rara,3,maximum seed length,mm,78,81
Eriachne vesiculosa,3,maximum seed length,mm,78,81
Iseilema calvum,3,maximum seed length,mm,78,81
Iseilema holmesii,3,maximum seed length,mm,78,81
Iseilema vaginiflorum,3,maximum seed length,mm,78,81
Schizachyrium occultum,3,maximum seed length,mm,78,81
Schizachyrium pseudeulalia,3,maximum seed length,mm,78,81
Triodia compacta,3,maximum seed length,mm,78,81
Zygochloa paradoxa,3,maximum seed length,mm,78,81
Echinochloa macrandra,3.1,maximum seed length,mm,78,81
Dichelachne rara,3.25,maximum seed length,mm,78,81
Paraneurachne muelleri,3.25,maximum seed length,mm,78,81
Chloris pumilio,3.3,maximum seed length,mm,78,81
Eriachne pallescens,3.3,maximum seed length,mm,78,81
Eriachne pallescens var. gracilis,3.3,maximum seed length,mm,78,81
Eriachne pallescens var. pallescens,3.3,maximum seed length,mm,78,81
Eriachne schultziana,3.3,maximum seed length,mm,78,81
Dichelachne hirtella,3.4,maximum seed length,mm,78,81
Dichelachne inaequiglumis,3.4,maximum seed length,mm,78,81
Schizachyrium crinizonatum,3.4,maximum seed length,mm,78,81
Austrostipa compressa,3.5,maximum seed length,mm,78,81
Austrostipa densiflora,3.5,maximum seed length,mm,78,81
Austrostipa dongicola,3.5,maximum seed length,mm,78,81
Austrostipa exilis,3.5,maximum seed length,mm,78,81
Austrostipa gibbosa,3.5,maximum seed length,mm,78,81
Austrostipa nitida,3.5,maximum seed length,mm,78,81
Austrostipa platychaeta,3.5,maximum seed length,mm,78,81
Austrostipa verticillata,3.5,maximum seed length,mm,78,81
Bothriochloa erianthoides,3.5,maximum seed length,mm,78,81
Chionochloa frigida,3.5,maximum seed length,mm,78,81
Dichelachne crinita,3.5,maximum seed length,mm,78,81
Echinochloa kimberleyensis,3.5,maximum seed length,mm,78,81
Echinopogon intermedius,3.5,maximum seed length,mm,78,81
Eriachne helmsii,3.5,maximum seed length,mm,78,81
Eriachne nervosa,3.5,maximum seed length,mm,78,81
Glyceria australis,3.5,maximum seed length,mm,78,81
Iseilema ciliatum,3.5,maximum seed length,mm,78,81
Iseilema trichopus,3.5,maximum seed length,mm,78,81
Iseilema windersii,3.5,maximum seed length,mm,78,81
Mnesithea annua,3.5,maximum seed length,mm,78,81
Schizachyrium pachyarthron,3.5,maximum seed length,mm,78,81
Iseilema fragile,3.75,maximum seed length,mm,78,81
Austrostipa blackii,3.8,maximum seed length,mm,78,81
Dichelachne sieberiana,3.8,maximum seed length,mm,78,81
Eriachne aristidea,3.8,maximum seed length,mm,78,81
Eriachne triodioides,3.8,maximum seed length,mm,78,81
Austrostipa curticoma,4,maximum seed length,mm,78,81
Austrostipa flavescens,4,maximum seed length,mm,78,81
Austrostipa hemipogon,4,maximum seed length,mm,78,81
Austrostipa lanata,4,maximum seed length,mm,78,81
Austrostipa macalpinei,4,maximum seed length,mm,78,81
Austrostipa mollis,4,maximum seed length,mm,78,81
Austrostipa mundula,4,maximum seed length,mm,78,81
Austrostipa nodosa,4,maximum seed length,mm,78,81
Austrostipa oligostachya,4,maximum seed length,mm,78,81
Austrostipa plumigera,4,maximum seed length,mm,78,81
Austrostipa stipoides,4,maximum seed length,mm,78,81
Austrostipa variabilis,4,maximum seed length,mm,78,81
Austrostipa wakoolica,4,maximum seed length,mm,78,81
Chrysopogon filipes,4,maximum seed length,mm,78,81
Dichanthium queenslandicum,4,maximum seed length,mm,78,81
Eragrostis cumingii,4,maximum seed length,mm,78,81
Eriachne basedowii,4,maximum seed length,mm,78,81
Eriachne sulcata,4,maximum seed length,mm,78,81
Eriachne triseta,4,maximum seed length,mm,78,81
Schizachyrium fragile,4,maximum seed length,mm,78,81
Symplectrodia lanosa,4,maximum seed length,mm,78,81
Eriachne avenacea,4.3,maximum seed length,mm,78,81
Dichelachne micrantha,4.45,maximum seed length,mm,78,81
Austrostipa aristiglumis,4.5,maximum seed length,mm,78,81
Austrostipa bigeniculata,4.5,maximum seed length,mm,78,81
Austrostipa blakei,4.5,maximum seed length,mm,78,81
Austrostipa eremophila,4.5,maximum seed length,mm,78,81
Austrostipa scabra,4.5,maximum seed length,mm,78,81
Austrostipa scabra subsp. falcata,4.5,maximum seed length,mm,78,81
Austrostipa scabra subsp. Scabra,4.5,maximum seed length,mm,78,81
Eriachne tenuiculmis,4.5,maximum seed length,mm,78,81
Symplectrodia gracilis,4.5,maximum seed length,mm,78,81
Eriachne melicacea,4.8,maximum seed length,mm,78,81
Austrostipa campylachne,5,maximum seed length,mm,78,81
Austrostipa drummondii,5,maximum seed length,mm,78,81
Austrostipa elegantissima,5,maximum seed length,mm,78,81
Austrostipa puberula,5,maximum seed length,mm,78,81
Austrostipa stuposa,5,maximum seed length,mm,78,81
Austrostipa tenuifolia,5,maximum seed length,mm,78,81
Chrysopogon latifolius,5,maximum seed length,mm,78,81
Chrysopogon rigidus,5,maximum seed length,mm,78,81
Coix gasteenii,5,maximum seed length,mm,78,81
Cymbopogon bombycinus,5,maximum seed length,mm,78,81
Enteropogon paucispiceus,5,maximum seed length,mm,78,81
Enteropogon ramosus,5,maximum seed length,mm,78,81
Eragrostis pubescens,5,maximum seed length,mm,78,81
Eriachne gardneri,5,maximum seed length,mm,78,81
Eriachne imbricata,5,maximum seed length,mm,78,81
Festuca muelleri,5,maximum seed length,mm,78,81
Poa drummondiana,5,maximum seed length,mm,78,81
Clausospicula extensa,5.6,maximum seed length,mm,78,81
Austrostipa geoffreyi,6,maximum seed length,mm,78,81
Austrostipa rudis,6,maximum seed length,mm,78,81
Austrostipa rudis subsp. australis,6,maximum seed length,mm,78,81
Austrostipa rudis subsp. nervosa,6,maximum seed length,mm,78,81
Oryza australiensis,6.4,maximum seed length,mm,78,81
Oryza meridionalis,6.4,maximum seed length,mm,78,81
Austrostipa semibarbata,6.5,maximum seed length,mm,78,81
Oryza rufipogon,6.7,maximum seed length,mm,78,81
Austrostipa nivicola,7.5,maximum seed length,mm,78,81
Austrostipa pubinodis,7.5,maximum seed length,mm,78,81
Austrostipa pubescens,8,maximum seed length,mm,78,81
Thinopyrum distichum,10,maximum seed length,mm,78,81
Micraira inserta,0.01,minimum height,m,78,81
Digitaria divaricatissima,0.02,minimum height,m,78,81
Eriachne pulchella,0.02,minimum height,m,78,81
Eriachne pulchella subsp. dominii,0.02,minimum height,m,78,81
Eriachne pulchella subsp. pulchella,0.02,minimum height,m,78,81
Panicum effusum,0.02,minimum height,m,78,81
Poa annua,0.02,minimum height,m,78,81
Poa fax,0.02,minimum height,m,78,81
Eragrostis basedowii,0.025,minimum height,m,78,81
Eriachne humilis,0.025,minimum height,m,78,81
Thuarea involuta,0.025,minimum height,m,78,81
Enneapogon polyphyllus,0.03,minimum height,m,78,81
Eragrostis cumingii,0.03,minimum height,m,78,81
Eragrostis dielsii,0.03,minimum height,m,78,81
Eragrostis exigua,0.03,minimum height,m,78,81
Eragrostis pergracilis,0.03,minimum height,m,78,81
Eriachne filiformis,0.03,minimum height,m,78,81
Eriachne melicacea,0.03,minimum height,m,78,81
Eriachne ovata,0.03,minimum height,m,78,81
Tripogon loliiformis,0.035,minimum height,m,78,81
Rytidosperma pumilum,0.04,minimum height,m,78,81
Deyeuxia breviglumis,0.05,minimum height,m,78,81
Deyeuxia drummondii,0.05,minimum height,m,78,81
Dimeria ornithopoda,0.05,minimum height,m,78,81
Echinopogon mckiei,0.05,minimum height,m,78,81
Elytrophorus spicatus,0.05,minimum height,m,78,81
Enneapogon nigricans,0.05,minimum height,m,78,81
Eriachne agrostidea,0.05,minimum height,m,78,81
Eriachne armittii,0.05,minimum height,m,78,81
Ischaemum decumbens,0.05,minimum height,m,78,81
Lepturus minutus,0.05,minimum height,m,78,81
Microchloa indica,0.05,minimum height,m,78,81
Ottochloa gracillima,0.05,minimum height,m,78,81
Poa clelandii,0.05,minimum height,m,78,81
Poa gunnii,0.05,minimum height,m,78,81
Poa halmaturina,0.05,minimum height,m,78,81
Rytidosperma monticola,0.05,minimum height,m,78,81
Tetrarrhena oreophila,0.05,minimum height,m,78,81
Tetrarrhena oreophila var. minor,0.05,minimum height,m,78,81
Tetrarrhena oreophila var. oreophila,0.05,minimum height,m,78,81
Urochloa distachya,0.05,minimum height,m,78,81
Yakirra australiensis,0.05,minimum height,m,78,81
Yakirra australiensis var. intermedia,0.05,minimum height,m,78,81
Zoysia macrantha,0.05,minimum height,m,78,81
Zoysia macrantha subsp. macrantha,0.05,minimum height,m,78,81
Zoysia macrantha subsp. walshii,0.05,minimum height,m,78,81
Ectrosia danesii,0.06,minimum height,m,78,81
Enneapogon purpurascens,0.06,minimum height,m,78,81
Eragrostis tenellula,0.06,minimum height,m,78,81
Eriachne aristidea,0.06,minimum height,m,78,81
Microlaena tasmanica,0.06,minimum height,m,78,81
Microlaena tasmanica var. subalpina,0.06,minimum height,m,78,81
Microlaena tasmanica var. tasmanica,0.06,minimum height,m,78,81
Pheidochloa gracilis,0.06,minimum height,m,78,81
Poa poiformis,0.06,minimum height,m,78,81
Poa poiformis var. poiformis,0.06,minimum height,m,78,81
Poa poiformis var. ramifer,0.06,minimum height,m,78,81
Rytidosperma remotum,0.06,minimum height,m,78,81
Tetrarrhena acuminata,0.06,minimum height,m,78,81
Tetrarrhena turfosa,0.06,minimum height,m,78,81
Dactyloctenium radulans,0.07,minimum height,m,78,81
Deyeuxia gunniana,0.07,minimum height,m,78,81
Distichlis distichophylla,0.07,minimum height,m,78,81
Enneapogon avenaceus,0.07,minimum height,m,78,81
Eragrostis unioloides,0.07,minimum height,m,78,81
Eriachne ciliata,0.07,minimum height,m,78,81
Eriachne flaccida,0.07,minimum height,m,78,81
Eriachne glabrata,0.07,minimum height,m,78,81
Paspalidium johnsonii,0.07,minimum height,m,78,81
Cynodon dactylon var. pulchellus,0.08,minimum height,m,78,81
Dactyloctenium buchananensis,0.08,minimum height,m,78,81
Deyeuxia minor,0.08,minimum height,m,78,81
Panicum pygmaeum,0.08,minimum height,m,78,81
Poa billardierei,0.08,minimum height,m,78,81
Rytidosperma alpicola,0.08,minimum height,m,78,81
Rytidosperma geniculatum,0.08,minimum height,m,78,81
Trisetum spicatum,0.08,minimum height,m,78,81
Trisetum spicatum subsp. australiense,0.08,minimum height,m,78,81
Yakirra muelleri,0.08,minimum height,m,78,81
Eragrostis leptocarpa,0.09,minimum height,m,78,81
Heterachne baileyi,0.09,minimum height,m,78,81
Poa sieberiana,0.09,minimum height,m,78,81
Poa sieberiana var. cyanophylla,0.09,minimum height,m,78,81
Poa sieberiana var. hirtella,0.09,minimum height,m,78,81
Poa sieberiana var. sieberiana,0.09,minimum height,m,78,81
Puccinellia stricta,0.09,minimum height,m,78,81
Stenotaphrum micranthum,0.09,minimum height,m,78,81
Cenchrus basedowii,0.1,minimum height,m,78,81
Chloris pectinata,0.1,minimum height,m,78,81
Chloris truncata,0.1,minimum height,m,78,81
Cynochloris reynoldensis,0.1,minimum height,m,78,81
Deyeuxia monticola,0.1,minimum height,m,78,81
Dichanthium sericeum subsp. humilius,0.1,minimum height,m,78,81
Dichanthium sericeum subsp. polystachyum,0.1,minimum height,m,78,81
Digitaria diminuta,0.1,minimum height,m,78,81
Digitaria longiflora,0.1,minimum height,m,78,81
Dimeria acinaciformis,0.1,minimum height,m,78,81
Echinopogon ovatus,0.1,minimum height,m,78,81
Ectrosia anomala,0.1,minimum height,m,78,81
Ectrosia gulliveri,0.1,minimum height,m,78,81
Ectrosia leporina,0.1,minimum height,m,78,81
Enneapogon caerulescens,0.1,minimum height,m,78,81
Enneapogon virens,0.1,minimum height,m,78,81
Entolasia minutifolia,0.1,minimum height,m,78,81
Eragrostis falcata,0.1,minimum height,m,78,81
Eremochloa ciliaris,0.1,minimum height,m,78,81
Eriachne glandulosa,0.1,minimum height,m,78,81
Eriachne mucronata,0.1,minimum height,m,78,81
Eriochloa fatmensis,0.1,minimum height,m,78,81
Garnotia stricta,0.1,minimum height,m,78,81
Garnotia stricta var. longiseta,0.1,minimum height,m,78,81
Heterachne abortiva,0.1,minimum height,m,78,81
Heterachne gulliveri,0.1,minimum height,m,78,81
Heterachne gulliveri var. gulliveri,0.1,minimum height,m,78,81
Heterachne gulliveri var. major,0.1,minimum height,m,78,81
Hierochloe fraseri,0.1,minimum height,m,78,81
Isachne confusa,0.1,minimum height,m,78,81
Isachne globosa,0.1,minimum height,m,78,81
Ischaemum rugosum,0.1,minimum height,m,78,81
Ischaemum rugosum var. rugosum,0.1,minimum height,m,78,81
Ischaemum rugosum var. segetum,0.1,minimum height,m,78,81
Lachnagrostis collicola,0.1,minimum height,m,78,81
Lepturus repens,0.1,minimum height,m,78,81
Mnesithea formosa,0.1,minimum height,m,78,81
Oplismenus burmannii,0.1,minimum height,m,78,81
Panicum lachnophyllum,0.1,minimum height,m,78,81
Panicum obseptum,0.1,minimum height,m,78,81
Paspalidium clementii,0.1,minimum height,m,78,81
Paspalidium constrictum,0.1,minimum height,m,78,81
Paspalidium criniforme,0.1,minimum height,m,78,81
Paspalidium flavidum,0.1,minimum height,m,78,81
Paspalidium gracile,0.1,minimum height,m,78,81
Paspalidium retiglume,0.1,minimum height,m,78,81
Paspalum scrobiculatum,0.1,minimum height,m,78,81
Pentapogon quadrifidus,0.1,minimum height,m,78,81
Pentapogon quadrifidus var. parviflorus,0.1,minimum height,m,78,81
Pentapogon quadrifidus var. quadrifidus,0.1,minimum height,m,78,81
Poa affinis,0.1,minimum height,m,78,81
Poa hookeri,0.1,minimum height,m,78,81
Poa meionectes,0.1,minimum height,m,78,81
Pogonatherum crinitum,0.1,minimum height,m,78,81
Polypogon tenellus,0.1,minimum height,m,78,81
Pseudoraphis spinescens,0.1,minimum height,m,78,81
Rytidosperma australe,0.1,minimum height,m,78,81
Rytidosperma carphoides,0.1,minimum height,m,78,81
Sacciolepis indica,0.1,minimum height,m,78,81
Schizachyrium fragile,0.1,minimum height,m,78,81
Spathia neurosa,0.1,minimum height,m,78,81
Sporobolus virginicus,0.1,minimum height,m,78,81
Tetrarrhena distichophylla,0.1,minimum height,m,78,81
Triodia aeria,0.1,minimum height,m,78,81
Triodia plurinervata,0.1,minimum height,m,78,81
Triodia schinzii,0.1,minimum height,m,78,81
Urochloa atrisola,0.1,minimum height,m,78,81
Urochloa occidentalis,0.1,minimum height,m,78,81
Urochloa occidentalis var. ciliata,0.1,minimum height,m,78,81
Urochloa reptans,0.1,minimum height,m,78,81
Urochloa subquadripara,0.1,minimum height,m,78,81
Urochloa whiteana,0.1,minimum height,m,78,81
Eragrostis brownii,0.11,minimum height,m,78,81
Ectrosia nervilemma,0.12,minimum height,m,78,81
Eragrostis kennedyae,0.12,minimum height,m,78,81
Eragrostis lacunaria,0.12,minimum height,m,78,81
Eragrostis setifolia,0.12,minimum height,m,78,81
Lachnagrostis preissii,0.12,minimum height,m,78,81
Oplismenus mollis,0.12,minimum height,m,78,81
Rytidosperma penicillatum,0.12,minimum height,m,78,81
Xerochloa barbata,0.12,minimum height,m,78,81
Enneapogon gracilis,0.125,minimum height,m,78,81
Eriachne capillaris,0.125,minimum height,m,78,81
Eragrostis capitula,0.13,minimum height,m,78,81
Rytidosperma auriculatum,0.13,minimum height,m,78,81
Rytidosperma caespitosum,0.13,minimum height,m,78,81
Saxipoa saxicola,0.13,minimum height,m,78,81
Enneapogon lindleyanus,0.135,minimum height,m,78,81
Eragrostis trachycarpa,0.14,minimum height,m,78,81
Poa homomalla,0.14,minimum height,m,78,81
Rytidosperma pilosum,0.14,minimum height,m,78,81
Sporobolus creber,0.14,minimum height,m,78,81
Austrostipa pycnostachya,0.15,minimum height,m,78,81
Cyrtococcum oxyphyllum,0.15,minimum height,m,78,81
Cyrtococcum patens,0.15,minimum height,m,78,81
Deyeuxia crassiuscula,0.15,minimum height,m,78,81
Deyeuxia innominata,0.15,minimum height,m,78,81
Deyeuxia quadriseta,0.15,minimum height,m,78,81
Deyeuxia rodwayi,0.15,minimum height,m,78,81
Dichelachne parva,0.15,minimum height,m,78,81
Echinochloa turneriana,0.15,minimum height,m,78,81
Eragrostis lanipes,0.15,minimum height,m,78,81
Eragrostis speciosa,0.15,minimum height,m,78,81
Hygrochloa aquatica,0.15,minimum height,m,78,81
Ischaemum muticum,0.15,minimum height,m,78,81
Lachnagrostis filiformis,0.15,minimum height,m,78,81
Neurachne munroi,0.15,minimum height,m,78,81
Oplismenus compositus,0.15,minimum height,m,78,81
Oxychloris scariosa,0.15,minimum height,m,78,81
Panicum laevinode,0.15,minimum height,m,78,81
Paraneurachne muelleri,0.15,minimum height,m,78,81
Paspalidium rarum,0.15,minimum height,m,78,81
Perotis clarksonii,0.15,minimum height,m,78,81
Perotis rara,0.15,minimum height,m,78,81
Poa sallacustris,0.15,minimum height,m,78,81
Pseudoraphis jagonis,0.15,minimum height,m,78,81
Rytidosperma bipartitum,0.15,minimum height,m,78,81
Rytidosperma oreophilum,0.15,minimum height,m,78,81
Sacciolepis myosuroides,0.15,minimum height,m,78,81
Sporobolus actinocladus,0.15,minimum height,m,78,81
Thyridolepis xerophila,0.15,minimum height,m,78,81
Triodia basedowii,0.15,minimum height,m,78,81
Triodia contorta,0.15,minimum height,m,78,81
Triodia molesta,0.15,minimum height,m,78,81
Triodia pungens,0.15,minimum height,m,78,81
Triodia spicata,0.15,minimum height,m,78,81
Uranthoecium truncatum,0.15,minimum height,m,78,81
Urochloa gilesii,0.15,minimum height,m,78,81
Urochloa gilesii var. gilesii,0.15,minimum height,m,78,81
Urochloa gilesii var. nothochthona,0.15,minimum height,m,78,81
Urochloa holosericea,0.15,minimum height,m,78,81
Urochloa holosericea subsp. holosericea,0.15,minimum height,m,78,81
Urochloa holosericea subsp. velutina,0.15,minimum height,m,78,81
Urochloa kurzii,0.15,minimum height,m,78,81
Urochloa piligera,0.15,minimum height,m,78,81
Urochloa polyphylla,0.15,minimum height,m,78,81
Xerochloa imberbis,0.15,minimum height,m,78,81
Digitaria ammophila,0.154,minimum height,m,78,81
Eragrostis confertiflora,0.16,minimum height,m,78,81
Eragrostis xerophila,0.16,minimum height,m,78,81
Eremochloa muricata,0.16,minimum height,m,78,81
