Scientific Name,metadata_id,primary_source_id,SLA (mg/mm2),longevity,Height (cm),Seed Dispersal,Seed mass (mg),Growth form,LDMC (mg/g),LDMC (%),Leaf area (mm2)
Leptorhynchos scabrus,92,88,NA,NA,NA,NA,5,NA,NA,NA,NA
Maireana excavata,92,88,NA,NA,NA,NA,848,NA,NA,NA,NA
Vittadinia gracilis,92,88,NA,NA,NA,NA,60,NA,NA,NA,NA
Austrodanthonia sp.,92,88,NA,NA,NA,NA,97,NA,NA,NA,NA
