key,value
plant_data_filename,data.csv
site_data_filename,data.csv
header,TRUE
skip,0
plant_char_vertical,TRUE
site_char_vertical,FALSE
process_plant_char,TRUE
process_site_char,FALSE
process_site_data,FALSE
