Taxon,trait value,trait,units,primary_source_id,metadata_id
Themeda arguens,300,maximum leaf length,mm,80,83
Triodia prona,300,maximum leaf length,mm,80,83
Eragrostis petraea,300,maximum leaf length,mm,80,83
Eriachne vesiculosa,300,maximum leaf length,mm,80,83
Iseilema holmesii,300,maximum leaf length,mm,80,83
Sporobolus blakei,300,maximum leaf length,mm,80,83
Cymbopogon dependens,300,maximum leaf length,mm,80,83
Panicum seminudum,300,maximum leaf length,mm,80,83
Panicum seminudum var. cairnsianum,300,maximum leaf length,mm,80,83
Panicum seminudum var. seminudum,300,maximum leaf length,mm,80,83
Themeda triandra,300,maximum leaf length,mm,80,83
Triodia pascoeana,300,maximum leaf length,mm,80,83
Dallwatsonia felliana,300,maximum leaf length,mm,80,83
Sorghum plumosum,300,maximum leaf length,mm,80,83
Eriachne basedowii,320,maximum leaf length,mm,80,83
Eragrostis potamophila,350,maximum leaf length,mm,80,83
Rytidosperma caespitosum,350,maximum leaf length,mm,80,83
Triodia epactia,350,maximum leaf length,mm,80,83
Sporobolus pamelae,350,maximum leaf length,mm,80,83
Cymbopogon obtectus,350,maximum leaf length,mm,80,83
Panicum larcomianum,350,maximum leaf length,mm,80,83
Spinifex longifolius,350,maximum leaf length,mm,80,83
Leptochloa ligulata,350,maximum leaf length,mm,80,83
Leptochloa simoniana,350,maximum leaf length,mm,80,83
Paspalum multinodum,380,maximum leaf length,mm,80,83
Triodia latzii,400,maximum leaf length,mm,80,83
Triodia uniaristata,400,maximum leaf length,mm,80,83
Triodia acutispicula,400,maximum leaf length,mm,80,83
Panicum incomtum,400,maximum leaf length,mm,80,83
Panicum latzii,400,maximum leaf length,mm,80,83
Sehima nervosum,400,maximum leaf length,mm,80,83
Spinifex hirsutus,400,maximum leaf length,mm,80,83
Triodia bynoei,450,maximum leaf length,mm,80,83
Triodia hubbardii,450,maximum leaf length,mm,80,83
Triodia longiloba,450,maximum leaf length,mm,80,83
Sorghum angustum,460,maximum leaf length,mm,80,83
Potamophila parviflora,500,maximum leaf length,mm,80,83
Triraphis mollis,500,maximum leaf length,mm,80,83
Chrysopogon rigidus,500,maximum leaf length,mm,80,83
Chrysopogon sylvaticus,500,maximum leaf length,mm,80,83
Panicum mitchellii,500,maximum leaf length,mm,80,83
Chrysopogon oliganthus,550,maximum leaf length,mm,80,83
Leptochloa southwoodii,550,maximum leaf length,mm,80,83
Rytidosperma vickeryae,600,maximum leaf length,mm,80,83
Chionochloa howensis,600,maximum leaf length,mm,80,83
Cymbopogon globosus,600,maximum leaf length,mm,80,83
Triodia burbidgeana,600,maximum leaf length,mm,80,83
Triodia radonensis,600,maximum leaf length,mm,80,83
Monodia stipoides,600,maximum leaf length,mm,80,83
Sorghum macrospermum,600,maximum leaf length,mm,80,83
Sorghum timorense,600,maximum leaf length,mm,80,83
Sorghum leiocladum,700,maximum leaf length,mm,80,83
Symplectrodia lanosa,900,maximum leaf length,mm,80,83
Themeda avenacea,1000,maximum leaf length,mm,80,83
Sorghum propinquum,1000,maximum leaf length,mm,80,83
Coix gasteenii,1500,maximum leaf length,mm,80,83
Micraira lazaridis,0.4,maximum leaf width,mm,80,83
Poa clivicola,0.4,maximum leaf width,mm,80,83
Micraira inserta,0.5,maximum leaf width,mm,80,83
Micraira brevis,0.5,maximum leaf width,mm,80,83
Micraira spiciforma,0.5,maximum leaf width,mm,80,83
Poa sieberiana,0.7,maximum leaf width,mm,80,83
Poa sieberiana var. cyanophylla,0.7,maximum leaf width,mm,80,83
Poa sieberiana var. hirtella,0.7,maximum leaf width,mm,80,83
Poa sieberiana var. sieberiana,0.7,maximum leaf width,mm,80,83
Triodia prona,0.7,maximum leaf width,mm,80,83
Micraira compacta,0.75,maximum leaf width,mm,80,83
Eriachne capillaris,1,maximum leaf width,mm,80,83
Eriachne scleranthoides,1,maximum leaf width,mm,80,83
Micraira subulifolia,1,maximum leaf width,mm,80,83
Rytidosperma nivicola,1,maximum leaf width,mm,80,83
Rytidosperma pauciflorum,1,maximum leaf width,mm,80,83
Spartochloa scirpoidea,1,maximum leaf width,mm,80,83
Triodia acutispicula,1,maximum leaf width,mm,80,83
Triodia tomentosa,1,maximum leaf width,mm,80,83
Chrysopogon setifolius,1,maximum leaf width,mm,80,83
Triodia triaristata,1.2,maximum leaf width,mm,80,83
Triodia salina,1.2,maximum leaf width,mm,80,83
Hygrochloa cravenii,1.4,maximum leaf width,mm,80,83
Eragrostis pergracilis,1.5,maximum leaf width,mm,80,83
Plinthanthesis urvillei,1.5,maximum leaf width,mm,80,83
Triodia longiloba,1.5,maximum leaf width,mm,80,83
Micraira adamsii,1.5,maximum leaf width,mm,80,83
Schizachyrium crinizonatum,1.5,maximum leaf width,mm,80,83
Rytidosperma nitens,1.5,maximum leaf width,mm,80,83
Rytidosperma laeve,1.5,maximum leaf width,mm,80,83
Schizachyrium dolosum,1.5,maximum leaf width,mm,80,83
Schizachyrium perplexum,1.5,maximum leaf width,mm,80,83
Sporobolus pamelae,1.5,maximum leaf width,mm,80,83
Rytidosperma dimidiatum,1.5,maximum leaf width,mm,80,83
Brachyachne prostrata,1.5,maximum leaf width,mm,80,83
Neurachne tenuifolia,1.5,maximum leaf width,mm,80,83
Themeda avenacea,1.5,maximum leaf width,mm,80,83
Triodia pascoeana,1.5,maximum leaf width,mm,80,83
Triodia fissura,1.5,maximum leaf width,mm,80,83
Aristida jerichoensis var. jerichoensis,1.5,maximum leaf width,mm,80,83
Aristida jerichoensis var. subspinulifera,1.5,maximum leaf width,mm,80,83
Agrostis joyceae,1.5,maximum leaf width,mm,80,83
Eriachne melicacea,2,maximum leaf width,mm,80,83
Rytidosperma clelandii,2,maximum leaf width,mm,80,83
Rytidosperma erianthum,2,maximum leaf width,mm,80,83
Rytidosperma monticola,2,maximum leaf width,mm,80,83
Eragrostis lanicaulis,2,maximum leaf width,mm,80,83
Eragrostis setifolia,2,maximum leaf width,mm,80,83
Eragrostis sterilis,2,maximum leaf width,mm,80,83
Eriachne basedowii,2,maximum leaf width,mm,80,83
Eriachne glabrata,2,maximum leaf width,mm,80,83
Eriachne insularis,2,maximum leaf width,mm,80,83
Eriachne mucronata,2,maximum leaf width,mm,80,83
Plinthanthesis rodwayi,2,maximum leaf width,mm,80,83
Rytidosperma caespitosum,2,maximum leaf width,mm,80,83
Rytidosperma penicillatum,2,maximum leaf width,mm,80,83
Rytidosperma pilosum,2,maximum leaf width,mm,80,83
Rytidosperma racemosum,2,maximum leaf width,mm,80,83
Rytidosperma racemosum var. obtusatum,2,maximum leaf width,mm,80,83
Symplectrodia gracilis,2,maximum leaf width,mm,80,83
Eragrostis desertorum,2,maximum leaf width,mm,80,83
Eragrostis stenostachya,2,maximum leaf width,mm,80,83
Poa umbricola,2,maximum leaf width,mm,80,83
Triodia uniaristata,2,maximum leaf width,mm,80,83
Ectrosia agrostoides,2,maximum leaf width,mm,80,83
Aristida queenslandica var. queenslandica,2,maximum leaf width,mm,80,83
Rytidosperma acerosum,2,maximum leaf width,mm,80,83
Eriachne bleeseri,2,maximum leaf width,mm,80,83
Eriachne imbricata,2,maximum leaf width,mm,80,83
Rytidosperma fortunae-hibernae,2,maximum leaf width,mm,80,83
Schizachyrium occultum,2,maximum leaf width,mm,80,83
Symplectrodia lanosa,2,maximum leaf width,mm,80,83
Digitaria minima,2,maximum leaf width,mm,80,83
Neurachne lanigera,2,maximum leaf width,mm,80,83
Thaumastochloa rubra,2,maximum leaf width,mm,80,83
Aristida holathera var. holathera,2,maximum leaf width,mm,80,83
Alexfloydia repens,2,maximum leaf width,mm,80,83
Triodia integra,2,maximum leaf width,mm,80,83
Rytidosperma richardsonii,2.5,maximum leaf width,mm,80,83
Eragrostis jerichoensis,2.5,maximum leaf width,mm,80,83
Eragrostis alveiformis,2.5,maximum leaf width,mm,80,83
Iseilema dolichotrichum,2.5,maximum leaf width,mm,80,83
Ectrosia blakei,2.5,maximum leaf width,mm,80,83
Cymbopogon dependens,2.5,maximum leaf width,mm,80,83
Neurachne minor,2.5,maximum leaf width,mm,80,83
Sporobolus mitchellii,3,maximum leaf width,mm,80,83
Triodia concinna,3,maximum leaf width,mm,80,83
Eriachne fastigiata,3,maximum leaf width,mm,80,83
Rytidosperma occidentale,3,maximum leaf width,mm,80,83
Rytidosperma tenuius,3,maximum leaf width,mm,80,83
Eragrostis laniflora,3,maximum leaf width,mm,80,83
Eragrostis lanipes,3,maximum leaf width,mm,80,83
Poa crassicaudex,3,maximum leaf width,mm,80,83
Triodia aristiglumis,3,maximum leaf width,mm,80,83
Triodia contorta,3,maximum leaf width,mm,80,83
Eriachne helmsii,3,maximum leaf width,mm,80,83
Rytidosperma vickeryae,3,maximum leaf width,mm,80,83
Eragrostis jacobsiana,3,maximum leaf width,mm,80,83
Chloris ventricosa,3,maximum leaf width,mm,80,83
Eriachne compacta,3,maximum leaf width,mm,80,83
Eriachne festucacea,3,maximum leaf width,mm,80,83
Eriachne semiciliata,3,maximum leaf width,mm,80,83
Eriachne vesiculosa,3,maximum leaf width,mm,80,83
Iseilema ciliatum,3,maximum leaf width,mm,80,83
Schizachyrium pachyarthron,3,maximum leaf width,mm,80,83
Sporobolus blakei,3,maximum leaf width,mm,80,83
Enneapogon truncatus,3,maximum leaf width,mm,80,83
Digitaria diffusa,3,maximum leaf width,mm,80,83
Eriachne major,3,maximum leaf width,mm,80,83
Eulalia annua,3,maximum leaf width,mm,80,83
Neurachne alopecuroides,3,maximum leaf width,mm,80,83
Neurachne queenslandica,3,maximum leaf width,mm,80,83
Aristida benthamii var. spinulifera,3,maximum leaf width,mm,80,83
Digitaria imbricata,3.1,maximum leaf width,mm,80,83
Eriachne glandulosa,3.3,maximum leaf width,mm,80,83
Triodia latzii,3.3,maximum leaf width,mm,80,83
Rytidosperma duttonianum,3.5,maximum leaf width,mm,80,83
Enteropogon minutus,3.5,maximum leaf width,mm,80,83
Dichanthium setosum,3.5,maximum leaf width,mm,80,83
Thaumastochloa striata,3.5,maximum leaf width,mm,80,83
Sorghum leiocladum,3.5,maximum leaf width,mm,80,83
Eriachne nervosa,4,maximum leaf width,mm,80,83
Sporobolus virginicus,4,maximum leaf width,mm,80,83
Cymbopogon gratus,4,maximum leaf width,mm,80,83
Rytidosperma alpicola,4,maximum leaf width,mm,80,83
Eragrostis capitula,4,maximum leaf width,mm,80,83
Paraneurachne muelleri,4,maximum leaf width,mm,80,83
Echinopogon phleoides,4,maximum leaf width,mm,80,83
Polypogon tenellus,4,maximum leaf width,mm,80,83
Thyridolepis xerophila,4,maximum leaf width,mm,80,83
Sporobolus contiguus,4,maximum leaf width,mm,80,83
Rytidosperma indutum,4,maximum leaf width,mm,80,83
Setaria queenslandica,4,maximum leaf width,mm,80,83
Ectrosia appressa,4,maximum leaf width,mm,80,83
Eragrostis ecarinata,4,maximum leaf width,mm,80,83
Eriachne nodosa,4,maximum leaf width,mm,80,83
Iseilema eremaeum,4,maximum leaf width,mm,80,83
Iseilema fragile,4,maximum leaf width,mm,80,83
Triraphis mollis,4,maximum leaf width,mm,80,83
Digitaria oraria,4,maximum leaf width,mm,80,83
Digitaria porrecta,4,maximum leaf width,mm,80,83
Ischaemum tropicum,4,maximum leaf width,mm,80,83
Panicum larcomianum,4,maximum leaf width,mm,80,83
Spinifex longifolius,4,maximum leaf width,mm,80,83
Thaumastochloa pubescens,4,maximum leaf width,mm,80,83
Thaumastochloa rariflora,4,maximum leaf width,mm,80,83
Leptochloa divaricatissima,4,maximum leaf width,mm,80,83
Panicum bombycinum,4,maximum leaf width,mm,80,83
Pseudoraphis minuta,4,maximum leaf width,mm,80,83
Pseudoraphis minuta var. laevis,4,maximum leaf width,mm,80,83
Pseudoraphis minuta var. minuta,4,maximum leaf width,mm,80,83
Agrostis bettyae,4,maximum leaf width,mm,80,83
Eragrostis petraea,4.4,maximum leaf width,mm,80,83
Sporobolus caroli,5,maximum leaf width,mm,80,83
Eriachne squarrosa,5,maximum leaf width,mm,80,83
Glyceria australis,5,maximum leaf width,mm,80,83
Poa ensiformis,5,maximum leaf width,mm,80,83
Dichanthium fecundum,5,maximum leaf width,mm,80,83
Eragrostis fallax,5,maximum leaf width,mm,80,83
Chloris pectinata,5,maximum leaf width,mm,80,83
Lepturus copeanus,5,maximum leaf width,mm,80,83
Paspalum multinodum,5,maximum leaf width,mm,80,83
Bothriochloa biloba,5,maximum leaf width,mm,80,83
Dichanthium queenslandicum,5,maximum leaf width,mm,80,83
Entolasia whiteana,5,maximum leaf width,mm,80,83
Iseilema holmesii,5,maximum leaf width,mm,80,83
Iseilema membranaceum,5,maximum leaf width,mm,80,83
Eriachne gardneri,5,maximum leaf width,mm,80,83
Chrysopogon oliganthus,5,maximum leaf width,mm,80,83
Chrysopogon rigidus,5,maximum leaf width,mm,80,83
Sporobolus latzii,5,maximum leaf width,mm,80,83
Thyridolepis multiculmis,5,maximum leaf width,mm,80,83
Triodia radonensis,5,maximum leaf width,mm,80,83
Panicum chillagoanum,5,maximum leaf width,mm,80,83
Thaumastochloa monilifera,5,maximum leaf width,mm,80,83
Echinopogon caespitosus,5,maximum leaf width,mm,80,83
Echinopogon caespitosus var. caespitosus,5,maximum leaf width,mm,80,83
Echinopogon caespitosus var. cunninghamii,5,maximum leaf width,mm,80,83
Sorghum bulbosum,5.3,maximum leaf width,mm,80,83
Schizachyrium pseudeulalia,5.5,maximum leaf width,mm,80,83
Iseilema convexum,5.5,maximum leaf width,mm,80,83
Iseilema trichopus,5.5,maximum leaf width,mm,80,83
Digitaria orbata,5.5,maximum leaf width,mm,80,83
Sorghum angustum,5.6,maximum leaf width,mm,80,83
Hygrochloa aquatica,6,maximum leaf width,mm,80,83
Panicum pygmaeum,6,maximum leaf width,mm,80,83
Potamophila parviflora,6,maximum leaf width,mm,80,83
Iseilema calvum,6,maximum leaf width,mm,80,83
Iseilema macratherum,6,maximum leaf width,mm,80,83
Iseilema vaginiflorum,6,maximum leaf width,mm,80,83
Iseilema windersii,6,maximum leaf width,mm,80,83
Chrysopogon sylvaticus,6,maximum leaf width,mm,80,83
Echinopogon nutans,6,maximum leaf width,mm,80,83
Echinopogon nutans var. major,6,maximum leaf width,mm,80,83
Echinopogon nutans var. nutans,6,maximum leaf width,mm,80,83
Echinopogon intermedius,7,maximum leaf width,mm,80,83
Themeda arguens,7,maximum leaf width,mm,80,83
Ischaemum fragile,7,maximum leaf width,mm,80,83
Sehima nervosum,7,maximum leaf width,mm,80,83
Cenchrus robustus,7,maximum leaf width,mm,80,83
Dallwatsonia felliana,7,maximum leaf width,mm,80,83
Leptochloa ligulata,7,maximum leaf width,mm,80,83
Hierochloe submutica,8,maximum leaf width,mm,80,83
Sporobolus australasicus,8,maximum leaf width,mm,80,83
Sporobolus disjunctus,8,maximum leaf width,mm,80,83
Panicum latzii,8,maximum leaf width,mm,80,83
Themeda triandra,8,maximum leaf width,mm,80,83
Sorghum brachypodum,8,maximum leaf width,mm,80,83
Eriachne schultziana,9,maximum leaf width,mm,80,83
Setaria paspalidioides,9,maximum leaf width,mm,80,83
Eragrostis potamophila,9,maximum leaf width,mm,80,83
Panicum lachnophyllum,9,maximum leaf width,mm,80,83
Sorghum ecarinatum,9,maximum leaf width,mm,80,83
Panicum seminudum,9,maximum leaf width,mm,80,83
Panicum seminudum var. cairnsianum,9,maximum leaf width,mm,80,83
Panicum seminudum var. seminudum,9,maximum leaf width,mm,80,83
Cymbopogon queenslandicus,10,maximum leaf width,mm,80,83
Thuarea involuta,10,maximum leaf width,mm,80,83
Sorghum timorense,10,maximum leaf width,mm,80,83
Thelepogon australiensis,10,maximum leaf width,mm,80,83
Setaria dielsii,11,maximum leaf width,mm,80,83
Chionochloa howensis,12,maximum leaf width,mm,80,83
Sorghum plumosum,12,maximum leaf width,mm,80,83
Sorghum exstans,12,maximum leaf width,mm,80,83
Leptochloa southwoodii,12.5,maximum leaf width,mm,80,83
Oryza minuta,13,maximum leaf width,mm,80,83
Panicum mitchellii,14,maximum leaf width,mm,80,83
Sorghum interjectum,14,maximum leaf width,mm,80,83
Stenotaphrum micranthum,15,maximum leaf width,mm,80,83
Panicum luzonense,15,maximum leaf width,mm,80,83
Sorghum intrans,15,maximum leaf width,mm,80,83
Sorghum grande,16,maximum leaf width,mm,80,83
Sorghum laxiflorum,16,maximum leaf width,mm,80,83
Spinifex hirsutus,17,maximum leaf width,mm,80,83
Sorghum amplum,18,maximum leaf width,mm,80,83
Bambusa arnhemica,18,maximum leaf width,mm,80,83
Panicum incomtum,20,maximum leaf width,mm,80,83
Coix gasteenii,23,maximum leaf width,mm,80,83
Sorghum macrospermum,30,maximum leaf width,mm,80,83
Sorghum propinquum,50,maximum leaf width,mm,80,83
Sorghum matarankense,70,maximum leaf width,mm,80,83
Sorghum stipoideum,70,maximum leaf width,mm,80,83
Leptochloa simoniana,91,maximum leaf width,mm,80,83
Micraira compacta,0.02,minimum height,m,80,83
Micraira spiciforma,0.02,minimum height,m,80,83
Micraira spinifera,0.02,minimum height,m,80,83
Micraira subspicata,0.02,minimum height,m,80,83
Micraira dentata,0.02,minimum height,m,80,83
Micraira viscidula,0.03,minimum height,m,80,83
Micraira lazaridis,0.03,minimum height,m,80,83
Micraira brevis,0.03,minimum height,m,80,83
Micraira dunlopii,0.03,minimum height,m,80,83
Micraira adamsii,0.04,minimum height,m,80,83
Psammagrostis wiseana,0.04,minimum height,m,80,83
Sporobolus pulchellus,0.04,minimum height,m,80,83
Micraira tenuis,0.04,minimum height,m,80,83
Eriachne minuta,0.045,minimum height,m,80,83
Eriachne compacta,0.05,minimum height,m,80,83
Iseilema eremaeum,0.05,minimum height,m,80,83
Iseilema membranaceum,0.05,minimum height,m,80,83
Rytidosperma pauciflorum,0.05,minimum height,m,80,83
Brachyachne prostrata,0.05,minimum height,m,80,83
Deschampsia gracillima,0.05,minimum height,m,80,83
Iseilema dolichotrichum,0.06,minimum height,m,80,83
Micraira subulifolia,0.06,minimum height,m,80,83
Ectrosia scabrida,0.06,minimum height,m,80,83
Micraira pungens,0.07,minimum height,m,80,83
Cyperochloa hirsuta,0.07,minimum height,m,80,83
Thaumastochloa brassii,0.07,minimum height,m,80,83
Calyptochloa gracillima,0.1,minimum height,m,80,83
Poa tenera,0.1,minimum height,m,80,83
Rytidosperma vickeryae,0.1,minimum height,m,80,83
Iseilema fragile,0.1,minimum height,m,80,83
Iseilema trichopus,0.1,minimum height,m,80,83
Micraira multinervia,0.1,minimum height,m,80,83
Panicum luzonense,0.1,minimum height,m,80,83
Rytidosperma nivicola,0.1,minimum height,m,80,83
Rytidosperma nudiflorum,0.1,minimum height,m,80,83
Schizachyrium occultum,0.1,minimum height,m,80,83
Schizachyrium perplexum,0.1,minimum height,m,80,83
Triraphis mollis,0.1,minimum height,m,80,83
Ectrosia blakei,0.1,minimum height,m,80,83
Digitaria diffusa,0.1,minimum height,m,80,83
Eulalia annua,0.1,minimum height,m,80,83
Thaumastochloa rariflora,0.1,minimum height,m,80,83
Enneapogon cylindricus,0.1,minimum height,m,80,83
Eragrostis filicaulis,0.11,minimum height,m,80,83
Rytidosperma nitens,0.12,minimum height,m,80,83
Thaumastochloa pubescens,0.12,minimum height,m,80,83
Neurachne minor,0.13,minimum height,m,80,83
Enneapogon eremophilus,0.13,minimum height,m,80,83
Eriachne pauciflora,0.14,minimum height,m,80,83
Poa costiniana,0.15,minimum height,m,80,83
Thaumastochloa major,0.15,minimum height,m,80,83
Chloris lobata,0.15,minimum height,m,80,83
Digitaria hystrichoides,0.15,minimum height,m,80,83
Poa hiemata,0.15,minimum height,m,80,83
Poa hothamensis,0.15,minimum height,m,80,83
Poa hothamensis var. hothamensis,0.15,minimum height,m,80,83
Poa hothamensis var. parviflora,0.15,minimum height,m,80,83
Eriachne axillaris,0.15,minimum height,m,80,83
Rytidosperma setaceum,0.15,minimum height,m,80,83
Eriachne bleeseri,0.15,minimum height,m,80,83
Iseilema calvum,0.15,minimum height,m,80,83
Iseilema ciliatum,0.15,minimum height,m,80,83
Ectrosia confusa,0.15,minimum height,m,80,83
Rytidosperma dimidiatum,0.15,minimum height,m,80,83
Neurachne lanigera,0.15,minimum height,m,80,83
Poa clivicola,0.15,minimum height,m,80,83
Thaumastochloa striata,0.15,minimum height,m,80,83
Thyridolepis multiculmis,0.15,minimum height,m,80,83
Panicum bombycinum,0.15,minimum height,m,80,83
Panicum chillagoanum,0.15,minimum height,m,80,83
Eragrostis triquetra,0.16,minimum height,m,80,83
Eragrostis crateriformis,0.17,minimum height,m,80,83
Panicum mindanaense,0.2,minimum height,m,80,83
Schizachyrium crinizonatum,0.2,minimum height,m,80,83
Sporobolus scabridus,0.2,minimum height,m,80,83
Poa fawcettiae,0.2,minimum height,m,80,83
Poa fordeana,0.2,minimum height,m,80,83
Triodia secunda,0.2,minimum height,m,80,83
Eriochloa pseudoacrotricha,0.2,minimum height,m,80,83
Eragrostis jacobsiana,0.2,minimum height,m,80,83
Rytidosperma laeve,0.2,minimum height,m,80,83
Entolasia whiteana,0.2,minimum height,m,80,83
Eriachne semiciliata,0.2,minimum height,m,80,83
Iseilema holmesii,0.2,minimum height,m,80,83
Iseilema windersii,0.2,minimum height,m,80,83
Rytidosperma fortunae-hibernae,0.2,minimum height,m,80,83
Sporobolus australasicus,0.2,minimum height,m,80,83
Ischaemum albovillosum,0.2,minimum height,m,80,83
Neurachne alopecuroides,0.2,minimum height,m,80,83
Neurachne queenslandica,0.2,minimum height,m,80,83
Poa petrophila,0.2,minimum height,m,80,83
Thaumastochloa rubra,0.2,minimum height,m,80,83
Enteropogon unispiceus,0.2,minimum height,m,80,83
Eriachne imbricata,0.23,minimum height,m,80,83
Ectrosia schultzii var. annua,0.25,minimum height,m,80,83
Ectrosia schultzii var. schultzii,0.25,minimum height,m,80,83
Poa mollis,0.25,minimum height,m,80,83
Ectrosia appressa,0.25,minimum height,m,80,83
Iseilema macratherum,0.25,minimum height,m,80,83
Ectrosia schultzii,0.25,minimum height,m,80,83
Enneapogon decipiens,0.28,minimum height,m,80,83
Lepturus copeanus,0.3,minimum height,m,80,83
Eriachne obtusa,0.3,minimum height,m,80,83
Sporobolus contiguus,0.3,minimum height,m,80,83
Eragrostis fenshamii,0.3,minimum height,m,80,83
Clausospicula extensa,0.3,minimum height,m,80,83
Chionachne hubbardiana,0.3,minimum height,m,80,83
Panicum trachyrhachis,0.3,minimum height,m,80,83
Triodia irritans,0.3,minimum height,m,80,83
Lepturus geminatus,0.3,minimum height,m,80,83
Rytidosperma richardsonii,0.3,minimum height,m,80,83
Digitaria lanceolata,0.3,minimum height,m,80,83
Potamophila parviflora,0.3,minimum height,m,80,83
Enneapogon asperatus,0.3,minimum height,m,80,83
Eragrostis jerichoensis,0.3,minimum height,m,80,83
Setaria queenslandica,0.3,minimum height,m,80,83
Dichanthium setosum,0.3,minimum height,m,80,83
Eriachne vesiculosa,0.3,minimum height,m,80,83
Iseilema convexum,0.3,minimum height,m,80,83
Sporobolus partimpatens,0.3,minimum height,m,80,83
Eriachne gardneri,0.3,minimum height,m,80,83
Enneapogon truncatus,0.3,minimum height,m,80,83
Ectrosia laxa,0.3,minimum height,m,80,83
Bothriochloa bunyensis,0.3,minimum height,m,80,83
Chrysopogon sylvaticus,0.3,minimum height,m,80,83
Digitaria minima,0.3,minimum height,m,80,83
Neurachne tenuifolia,0.3,minimum height,m,80,83
Sehima nervosum,0.3,minimum height,m,80,83
Spinifex hirsutus,0.3,minimum height,m,80,83
Spinifex longifolius,0.3,minimum height,m,80,83
Themeda triandra,0.3,minimum height,m,80,83
Leptochloa divaricatissima,0.3,minimum height,m,80,83
Pseudoraphis minuta,0.3,minimum height,m,80,83
Pseudoraphis minuta var. laevis,0.3,minimum height,m,80,83
Pseudoraphis minuta var. minuta,0.3,minimum height,m,80,83
Sorghum timorense,0.3,minimum height,m,80,83
Eriachne nodosa,0.32,minimum height,m,80,83
Eragrostis alveiformis,0.34,minimum height,m,80,83
Eriachne basalis,0.35,minimum height,m,80,83
Eragrostis infecunda,0.35,minimum height,m,80,83
Thaumastochloa monilifera,0.35,minimum height,m,80,83
Eragrostis stagnalis,0.35,minimum height,m,80,83
Eriachne helmsii,0.4,minimum height,m,80,83
Schizachyrium pseudeulalia,0.4,minimum height,m,80,83
Ischaemum fragile,0.4,minimum height,m,80,83
Rytidosperma acerosum,0.4,minimum height,m,80,83
Dichanthium queenslandicum,0.4,minimum height,m,80,83
Sporobolus blakei,0.4,minimum height,m,80,83
Sporobolus disjunctus,0.4,minimum height,m,80,83
Digitaria oraria,0.4,minimum height,m,80,83
Digitaria orbata,0.4,minimum height,m,80,83
Digitaria porrecta,0.4,minimum height,m,80,83
Panicum larcomianum,0.4,minimum height,m,80,83
Panicum latzii,0.4,minimum height,m,80,83
Panicum seminudum,0.4,minimum height,m,80,83
Panicum seminudum var. cairnsianum,0.4,minimum height,m,80,83
Panicum seminudum var. seminudum,0.4,minimum height,m,80,83
Setaria dielsii,0.4,minimum height,m,80,83
Cenchrus robustus,0.4,minimum height,m,80,83
Chrysopogon setifolius,0.4,minimum height,m,80,83
Iseilema vaginiflorum,0.45,minimum height,m,80,83
Triodia tomentosa,0.45,minimum height,m,80,83
Enteropogon paucispiceus,0.45,minimum height,m,80,83
Eriachne major,0.45,minimum height,m,80,83
Sporobolus latzii,0.45,minimum height,m,80,83
Eriachne lanata,0.45,minimum height,m,80,83
Eriachne glauca,0.45,minimum height,m,80,83
Eriachne glauca var. barbinodis,0.45,minimum height,m,80,83
Eriachne glauca var. glauca,0.45,minimum height,m,80,83
Eragrostis uvida,0.47,minimum height,m,80,83
Schizachyrium mitchelliana,0.5,minimum height,m,80,83
Poa helmsii,0.5,minimum height,m,80,83
Chionochloa howensis,0.5,minimum height,m,80,83
Chloris ventricosa,0.5,minimum height,m,80,83
Bothriochloa biloba,0.5,minimum height,m,80,83
Schizachyrium dolosum,0.5,minimum height,m,80,83
Schizachyrium pachyarthron,0.5,minimum height,m,80,83
Spartochloa scirpoidea,0.5,minimum height,m,80,83
Triodia acutispicula,0.5,minimum height,m,80,83
Cymbopogon obtectus,0.5,minimum height,m,80,83
Monodia stipoides,0.5,minimum height,m,80,83
Oryza minuta,0.5,minimum height,m,80,83
Sorghum angustum,0.5,minimum height,m,80,83
Triodia fissura,0.5,minimum height,m,80,83
Eragrostis subtilis,0.5,minimum height,m,80,83
Eriachne festucacea,0.53,minimum height,m,80,83
Enteropogon minutus,0.6,minimum height,m,80,83
Eriachne scleranthoides,0.6,minimum height,m,80,83
Eragrostis ecarinata,0.6,minimum height,m,80,83
Symplectrodia lanosa,0.6,minimum height,m,80,83
Chrysopogon oliganthus,0.6,minimum height,m,80,83
Triodia burbidgeana,0.6,minimum height,m,80,83
Hygrochloa cravenii,0.6,minimum height,m,80,83
Leptochloa ligulata,0.6,minimum height,m,80,83
Sorghum leiocladum,0.6,minimum height,m,80,83
Eragrostis cassa,0.6,minimum height,m,80,83
Festuca plebeia,0.7,minimum height,m,80,83
Eragrostis petraea,0.7,minimum height,m,80,83
Dallwatsonia felliana,0.7,minimum height,m,80,83
Thelepogon australiensis,0.7,minimum height,m,80,83
Eriachne triodioides,0.75,minimum height,m,80,83
Rytidosperma indutum,0.75,minimum height,m,80,83
Sporobolus pamelae,0.8,minimum height,m,80,83
Ischaemum tropicum,0.8,minimum height,m,80,83
Cymbopogon dependens,0.9,minimum height,m,80,83
Leptochloa simoniana,0.9,minimum height,m,80,83
Chrysopogon latifolius,1,minimum height,m,80,83
Triodia marginata,1,minimum height,m,80,83
Coix gasteenii,1,minimum height,m,80,83
Cymbopogon globosus,1,minimum height,m,80,83
Panicum incomtum,1,minimum height,m,80,83
Panicum mitchellii,1,minimum height,m,80,83
Themeda avenacea,1,minimum height,m,80,83
