trait_name,find,replace
pollination_syndrome,hymenoptera,bee
pollination_syndrome,lepidoptera,butterfly
pollination_system,bat hummingbird moth,bat bird moth
pollination_system,gall midge,midge
pollination_system,hymenoptera,bee
pollination_system,lepidoptera,butterfly
pollination_system,lizard,reptile
pollination_system,rodent insect bird,mammal bird insect
pollination_system,small mammal insect,mammal insect
pollination_system,wasp cricket cockroach,wasp insect
