SPECIES,SEED NUMBER,SEED WEIGHT mg,SEED WEIGHT multiplier,notes for edited & omitted values
Acacia linifolia,14,16.3,,
Acacia linifolia,96,17.1,,
Acacia linifolia,80,17.3,,
Acacia linifolia,30,17.8,,
Acacia linifolia,12,18.4,,
Acacia linifolia,3,18.6,,
Acacia linifolia,50,18.6,,
Acacia linifolia,75,18.7,,
Acacia linifolia,70,18.9,,
Acacia linifolia,24,19.1,,
Acacia linifolia,72,19.3,,
Acacia linifolia,98,19.3,,
Acacia linifolia,69,19.8,,
Acacia linifolia,54,19.9,,
Acacia linifolia,21,20.9,,
Acacia linifolia,64,21.4,,
Acacia linifolia,32,21.9,,
Acacia linifolia,16,22.2,,
Acacia linifolia,2,22.3,,
Acacia linifolia,19,22.4,,
Acacia linifolia,39,22.4,,
Acacia linifolia,83,23.1,,
Acacia linifolia,10,23.4,,
Acacia linifolia,58,23.6,,
Acacia linifolia,44,23.8,,
Acacia linifolia,99,23.8,,
Acacia linifolia,25,23.9,,
Acacia linifolia,97,24,,
Acacia linifolia,5,24.1,,
Acacia linifolia,31,24.2,,
Acacia linifolia,82,24.2,,
Acacia linifolia,93,25.2,,
Acacia linifolia,20,26.3,,
Acacia linifolia,85,26.4,,
Acacia linifolia,71,26.6,,
Acacia linifolia,22,26.7,,
Acacia linifolia,23,26.9,,
Acacia linifolia,26,26.9,,
Acacia linifolia,89,27.1,,
Acacia linifolia,29,27.2,,
Acacia linifolia,36,27.7,,
Acacia linifolia,73,27.7,,
Acacia linifolia,77,27.8,,
Acacia linifolia,68,28.2,,
Acacia linifolia,37,28.3,,
Acacia linifolia,4,28.4,,
Acacia linifolia,88,28.5,,
Acacia linifolia,8,28.7,,
Acacia linifolia,56,28.7,,
Acacia linifolia,11,28.9,,
Acacia linifolia,81,29.9,,
Acacia linifolia,6,30,,
Acacia linifolia,48,30.3,,
Acacia linifolia,66,30.3,,
Acacia linifolia,49,30.8,,
Acacia linifolia,87,30.8,,
Acacia linifolia,18,31.1,,
Acacia linifolia,15,31.8,,
Acacia linifolia,76,31.9,,
Acacia linifolia,95,32.1,,
Acacia linifolia,62,32.5,,
Acacia linifolia,45,33,,
Acacia linifolia,91,33.4,,
Acacia linifolia,13,34,,
Acacia linifolia,52,34,,
Acacia linifolia,86,34.3,,
Acacia linifolia,63,35.4,,
Acacia linifolia,51,36.3,,
Acacia linifolia,1,37.5,,
Acacia linifolia,100,37.8,,
Acacia linifolia,92,40.4,,
Acacia linifolia,9,,,
Acacia linifolia,38,,,
Acacia linifolia,43,,,
Acacia linifolia,55,,,
Acacia linifolia,65,,,
Acacia linifolia,78,,,
Acacia longifolia,26,14.7,,
Acacia longifolia,9,17.4,,
Acacia longifolia,14,18.1,,
Acacia longifolia,59,18.1,,
Acacia longifolia,33,18.3,,
Acacia longifolia,66,18.4,,
Acacia longifolia,77,19,,
Acacia longifolia,84,19.4,,
Acacia longifolia,6,20,,
Acacia longifolia,53,20,,
Acacia longifolia,93,20,,
Acacia longifolia,56,20.1,,
Acacia longifolia,88,20.4,,
Acacia longifolia,57,20.8,,
Acacia longifolia,51,21.1,,
Acacia longifolia,68,21.2,,
Acacia longifolia,50,21.6,,
Acacia longifolia,76,21.7,,
Acacia longifolia,85,21.7,,
Acacia longifolia,39,21.9,,
Acacia longifolia,80,21.9,,
Acacia longifolia,58,22,,
Acacia longifolia,46,22.1,,
Acacia longifolia,97,22.1,,
Acacia longifolia,65,22.6,,
Acacia longifolia,30,22.7,,
Acacia longifolia,12,23.1,,
Acacia longifolia,23,23.5,,
Acacia longifolia,52,23.7,,
Acacia longifolia,96,24.1,,
Acacia longifolia,35,24.2,,
Acacia longifolia,90,24.3,,
Acacia longifolia,70,24.4,,
Acacia longifolia,100,24.4,,
Acacia longifolia,45,24.5,,
Acacia longifolia,32,24.6,,
Acacia longifolia,73,24.6,,
Acacia longifolia,5,25,,
Acacia longifolia,22,25.3,,
Acacia longifolia,94,25.3,,
Acacia longifolia,25,25.6,,
Acacia longifolia,43,25.6,,
Acacia longifolia,74,25.8,,
Acacia longifolia,47,25.9,,
Acacia longifolia,21,26.1,,
Acacia longifolia,64,26.1,,
Acacia longifolia,37,26.2,,
Acacia longifolia,11,26.3,,
Acacia longifolia,89,26.3,,
Acacia longifolia,36,26.7,,
Acacia longifolia,75,26.7,,
Acacia longifolia,48,26.8,,
Acacia longifolia,71,26.8,,
Acacia longifolia,95,26.8,,
Acacia longifolia,60,26.9,,
Acacia longifolia,42,27,,
Acacia longifolia,87,27,,
Acacia longifolia,44,27.2,,
Acacia longifolia,91,27.2,,
Acacia longifolia,16,27.5,,
Acacia longifolia,17,27.5,,
Acacia longifolia,99,27.5,,
Acacia longifolia,41,27.6,,
Acacia longifolia,29,27.7,,
Acacia longifolia,82,27.7,,
Acacia longifolia,19,27.8,,
Acacia longifolia,7,27.9,,
Acacia longifolia,31,27.9,,
Acacia longifolia,13,28,,
Acacia longifolia,67,28.2,,
Acacia longifolia,40,28.4,,
Acacia longifolia,28,28.5,,
Acacia longifolia,54,28.6,,
Acacia longifolia,34,28.7,,
Acacia longifolia,63,28.7,,
Acacia longifolia,18,28.8,,
Acacia longifolia,62,28.8,,
Acacia longifolia,83,29,,
Acacia longifolia,98,29,,
Acacia longifolia,61,29.1,,
Acacia longifolia,4,29.3,,
Acacia longifolia,38,29.3,,
Acacia longifolia,72,29.3,,
Acacia longifolia,78,29.3,,
Acacia longifolia,8,29.7,,
Acacia longifolia,69,29.7,,
Acacia longifolia,20,29.9,,
Acacia longifolia,1,30,,
Acacia longifolia,24,30,,
Acacia longifolia,55,30.2,,
Acacia longifolia,15,30.3,,
Acacia longifolia,81,30.4,,
Acacia longifolia,49,30.5,,
Acacia longifolia,10,31.1,,
Acacia longifolia,79,31.1,,
Acacia longifolia,86,31.5,,
Acacia longifolia,27,31.6,,
Acacia longifolia,92,31.6,,
Acacia longifolia,2,32.3,,
Acacia longifolia,3,32.3,,
Acacia spectabilis,94,14.7,,
Acacia spectabilis,92,16.23,,
Acacia spectabilis,19,18.36,,
Acacia spectabilis,71,18.93,,
Acacia spectabilis,98,18.98,,
Acacia spectabilis,50,20.3,,
Acacia spectabilis,76,21.24,,
Acacia spectabilis,84,22.43,,
Acacia spectabilis,83,22.46,,
Acacia spectabilis,100,22.48,,
Acacia spectabilis,63,22.83,,
Acacia spectabilis,77,22.88,,
Acacia spectabilis,20,23.13,,
Acacia spectabilis,31,23.13,,
Acacia spectabilis,21,23.37,,
Acacia spectabilis,75,23.37,,
Acacia spectabilis,44,23.99,,
Acacia spectabilis,90,24.14,,
Acacia spectabilis,46,24.36,,
Acacia spectabilis,12,24.63,,
Acacia spectabilis,14,24.69,,
Acacia spectabilis,6,24.8,,
Acacia spectabilis,41,24.85,,
Acacia spectabilis,59,24.96,,
Acacia spectabilis,88,24.96,,
Acacia spectabilis,16,24.97,,
Acacia spectabilis,3,25.03,,
Acacia spectabilis,25,25.29,,
Acacia spectabilis,82,25.35,,
Acacia spectabilis,99,25.52,,
Acacia spectabilis,10,25.53,,
Acacia spectabilis,47,25.65,,
Acacia spectabilis,15,25.77,,
Acacia spectabilis,95,26.22,,
Acacia spectabilis,39,26.39,,
Acacia spectabilis,23,26.41,,
Acacia spectabilis,4,26.55,,
Acacia spectabilis,43,26.65,,
Acacia spectabilis,66,26.86,,
Acacia spectabilis,81,26.87,,
Acacia spectabilis,91,27.08,,
Acacia spectabilis,2,27.18,,
Acacia spectabilis,80,27.2,,
Acacia spectabilis,86,27.3,,
Acacia spectabilis,60,27.45,,
Acacia spectabilis,37,27.52,,
Acacia spectabilis,30,27.63,,
Acacia spectabilis,72,27.63,,
Acacia spectabilis,11,27.72,,
Acacia spectabilis,51,27.78,,
Acacia spectabilis,64,27.98,,
Acacia spectabilis,1,28.08,,
Acacia spectabilis,53,28.08,,
Acacia spectabilis,42,28.25,,
Acacia spectabilis,49,28.3,,
Acacia spectabilis,85,28.35,,
Acacia spectabilis,48,28.48,,
Acacia spectabilis,68,28.54,,
Acacia spectabilis,38,28.56,,
Acacia spectabilis,7,28.57,,
Acacia spectabilis,26,28.63,,
Acacia spectabilis,9,28.66,,
Acacia spectabilis,27,28.67,,
Acacia spectabilis,97,28.71,,
Acacia spectabilis,73,28.77,,
Acacia spectabilis,22,28.82,,
Acacia spectabilis,32,28.87,,
Acacia spectabilis,61,28.88,,
Acacia spectabilis,93,28.91,,
Acacia spectabilis,18,28.96,,
Acacia spectabilis,78,28.97,,
Acacia spectabilis,24,29.18,,
Acacia spectabilis,57,29.34,,
Acacia spectabilis,54,29.43,,
Acacia spectabilis,58,29.51,,
Acacia spectabilis,70,29.54,,
Acacia spectabilis,56,29.55,,
Acacia spectabilis,36,29.88,,
Acacia spectabilis,8,29.95,,
Acacia spectabilis,17,30.19,,
Acacia spectabilis,87,30.21,,
Acacia spectabilis,28,30.24,,
Acacia spectabilis,29,30.51,,
Acacia spectabilis,96,30.83,,
Acacia spectabilis,13,31.08,,
Acacia spectabilis,45,31.11,,
Acacia spectabilis,67,31.21,,
Acacia spectabilis,74,31.26,,
Acacia spectabilis,5,31.38,,
Acacia spectabilis,62,31.48,,
Acacia spectabilis,79,32.07,,
Acacia spectabilis,35,32.18,,
Acacia spectabilis,55,32.28,,
Acacia spectabilis,33,32.31,,
Acacia spectabilis,69,32.32,,
Acacia spectabilis,40,32.83,,
Acacia spectabilis,34,32.85,,
Acacia spectabilis,65,33.36,,
Acacia spectabilis,52,34.11,,
Acacia spectabilis,89,35.68,,
Acacia suaveolens,44,14.8,,
Acacia suaveolens,55,26.4,,
Acacia suaveolens,66,31.4,,
Acacia suaveolens,36,32,,
Acacia suaveolens,81,32.3,,
Acacia suaveolens,82,32.3,,
Acacia suaveolens,98,32.7,,
Acacia suaveolens,50,32.9,,
Acacia suaveolens,33,33.1,,
Acacia suaveolens,73,33.3,,
Acacia suaveolens,14,33.5,,
Acacia suaveolens,46,33.5,,
Acacia suaveolens,49,33.7,,
Acacia suaveolens,11,33.9,,
Acacia suaveolens,62,34.1,,
Acacia suaveolens,1,34.2,,
Acacia suaveolens,35,34.4,,
Acacia suaveolens,16,34.7,,
Acacia suaveolens,3,34.8,,
Acacia suaveolens,5,34.8,,
Acacia suaveolens,95,34.8,,
Acacia suaveolens,24,34.9,,
Acacia suaveolens,99,35.1,,
Acacia suaveolens,12,35.2,,
Acacia suaveolens,54,35.2,,
Acacia suaveolens,31,35.3,,
Acacia suaveolens,72,35.3,,
Acacia suaveolens,85,35.3,,
Acacia suaveolens,69,35.4,,
Acacia suaveolens,7,35.6,,
Acacia suaveolens,30,35.6,,
Acacia suaveolens,90,35.7,,
Acacia suaveolens,94,35.7,,
Acacia suaveolens,53,35.8,,
Acacia suaveolens,71,35.8,,
Acacia suaveolens,86,35.9,,
Acacia suaveolens,93,35.9,,
Acacia suaveolens,58,36,,
Acacia suaveolens,77,36,,
Acacia suaveolens,91,36,,
Acacia suaveolens,19,36.2,,
Acacia suaveolens,22,36.2,,
Acacia suaveolens,100,36.2,,
Acacia suaveolens,32,36.3,,
Acacia suaveolens,39,36.4,,
Acacia suaveolens,61,36.4,,
Acacia suaveolens,65,36.4,,
Acacia suaveolens,76,36.4,,
Acacia suaveolens,78,36.4,,
Acacia suaveolens,97,36.5,,
Acacia suaveolens,18,36.6,,
Acacia suaveolens,64,36.6,,
Acacia suaveolens,52,36.7,,
Acacia suaveolens,45,36.9,,
Acacia suaveolens,8,37,,
Acacia suaveolens,4,37.2,,
Acacia suaveolens,42,37.2,,
Acacia suaveolens,70,37.6,,
Acacia suaveolens,28,37.7,,
Acacia suaveolens,68,37.7,,
Acacia suaveolens,37,37.8,,
Acacia suaveolens,83,37.9,,
Acacia suaveolens,13,38,,
Acacia suaveolens,25,38,,
Acacia suaveolens,51,38.2,,
Acacia suaveolens,48,38.3,,
Acacia suaveolens,63,38.3,,
Acacia suaveolens,27,38.6,,
Acacia suaveolens,74,38.6,,
Acacia suaveolens,41,38.8,,
Acacia suaveolens,87,38.9,,
Acacia suaveolens,89,39.1,,
Acacia suaveolens,20,39.3,,
Acacia suaveolens,21,39.3,,
Acacia suaveolens,9,39.4,,
Acacia suaveolens,57,39.4,,
Acacia suaveolens,10,39.6,,
Acacia suaveolens,47,39.6,,
Acacia suaveolens,40,39.8,,
Acacia suaveolens,79,39.9,,
Acacia suaveolens,6,40,,
Acacia suaveolens,29,40,,
Acacia suaveolens,56,40.2,,
Acacia suaveolens,84,40.2,,
Acacia suaveolens,92,40.3,,
Acacia suaveolens,67,40.4,,
Acacia suaveolens,80,40.7,,
Acacia suaveolens,38,40.8,,
Acacia suaveolens,34,40.9,,
Acacia suaveolens,17,41,,
Acacia suaveolens,59,41.2,,
Acacia suaveolens,88,41.2,,
Acacia suaveolens,75,41.9,,
Acacia suaveolens,43,42.4,,
Acacia suaveolens,15,42.5,,
Acacia suaveolens,26,42.9,,
Acacia suaveolens,60,43.5,,
Acacia suaveolens,2,44,,
Acacia suaveolens,96,44.4,,
Acacia suaveolens,23,44.5,,
Acacia terminalis,78,10.7,,
Acacia terminalis,53,11.2,,
Acacia terminalis,96,14.5,,
Acacia terminalis,10,17,,
Acacia terminalis,27,18.4,,
Acacia terminalis,94,18.8,,
Acacia terminalis,100,19.5,,
Acacia terminalis,20,22.1,,
Acacia terminalis,97,22.3,,
Acacia terminalis,15,22.4,,
Acacia terminalis,98,22.8,,
Acacia terminalis,50,23.4,,
Acacia terminalis,95,23.7,,
Acacia terminalis,19,24.5,,
Acacia terminalis,43,24.6,,
Acacia terminalis,77,25.4,,
Acacia terminalis,93,25.7,,
Acacia terminalis,28,26,,
Acacia terminalis,67,27.4,,
Acacia terminalis,90,28,,
Acacia terminalis,7,28.2,,
Acacia terminalis,92,28.6,,
Acacia terminalis,11,28.7,,
Acacia terminalis,45,28.9,,
Acacia terminalis,79,28.9,,
Acacia terminalis,85,28.9,,
Acacia terminalis,38,29.2,,
Acacia terminalis,86,29.4,,
Acacia terminalis,99,30,,
Acacia terminalis,80,30.2,,
Acacia terminalis,22,30.4,,
Acacia terminalis,42,30.4,,
Acacia terminalis,54,30.7,,
Acacia terminalis,91,30.7,,
Acacia terminalis,37,31.2,,
Acacia terminalis,18,31.6,,
Acacia terminalis,26,31.9,,
Acacia terminalis,74,31.9,,
Acacia terminalis,81,31.9,,
Acacia terminalis,89,32.1,,
Acacia terminalis,84,32.3,,
Acacia terminalis,40,32.4,,
Acacia terminalis,82,32.8,,
Acacia terminalis,60,32.9,,
Acacia terminalis,5,33.3,,
Acacia terminalis,44,33.6,,
Acacia terminalis,3,33.8,,
Acacia terminalis,29,34.1,,
Acacia terminalis,46,34.3,,
Acacia terminalis,12,34.5,,
Acacia terminalis,36,34.7,,
Acacia terminalis,25,34.8,,
Acacia terminalis,73,34.9,,
Acacia terminalis,75,35.2,,
Acacia terminalis,70,36.2,,
Acacia terminalis,6,36.3,,
Acacia terminalis,64,36.5,,
Acacia terminalis,35,36.7,,
Acacia terminalis,59,37.1,,
Acacia terminalis,62,37.3,,
Acacia terminalis,1,37.5,,
Acacia terminalis,61,37.5,,
Acacia terminalis,9,37.6,,
Acacia terminalis,65,37.6,,
Acacia terminalis,13,37.7,,
Acacia terminalis,71,38.1,,
Acacia terminalis,39,38.5,,
Acacia terminalis,31,39,,
Acacia terminalis,76,39.1,,
Acacia terminalis,83,39.1,,
Acacia terminalis,56,39.4,,
Acacia terminalis,24,39.6,,
Acacia terminalis,69,39.6,,
Acacia terminalis,21,40,,
Acacia terminalis,63,40,,
Acacia terminalis,33,40.5,,
Acacia terminalis,48,40.6,,
Acacia terminalis,68,40.8,,
Acacia terminalis,41,40.9,,
Acacia terminalis,34,41.4,,
Acacia terminalis,32,41.7,,
Acacia terminalis,66,42.2,,
Acacia terminalis,58,43.9,,
Acacia terminalis,2,44,,
Acacia terminalis,8,44.5,,
Acacia terminalis,4,44.7,,
Acacia terminalis,14,44.9,,
Acacia terminalis,88,44.9,,
Acacia terminalis,49,45.8,,
Acacia terminalis,52,45.9,,
Acacia terminalis,16,46,,
Acacia terminalis,72,46.3,,
Acacia terminalis,55,46.6,,
Acacia terminalis,51,46.7,,
Acacia terminalis,47,47.1,,
Acacia terminalis,87,47.1,,
Acacia terminalis,17,47.3,,
Acacia terminalis,57,47.3,,
Acacia terminalis,23,47.9,,
Acacia terminalis,30,50.6,,
Acacia ulicifolia,3,7.8,,
Acacia ulicifolia,72,9.7,,
Acacia ulicifolia,68,10.1,,
Acacia ulicifolia,75,10.2,,
Acacia ulicifolia,66,10.4,,
Acacia ulicifolia,79,10.5,,
Acacia ulicifolia,45,10.7,,
Acacia ulicifolia,22,10.9,,
Acacia ulicifolia,78,10.9,,
Acacia ulicifolia,52,11,,
Acacia ulicifolia,28,11.1,,
Acacia ulicifolia,58,11.1,,
Acacia ulicifolia,73,11.2,,
Acacia ulicifolia,30,11.7,,
Acacia ulicifolia,76,11.8,,
Acacia ulicifolia,31,12.1,,
Acacia ulicifolia,42,12.2,,
Acacia ulicifolia,18,12.3,,
Acacia ulicifolia,37,12.3,,
Acacia ulicifolia,35,12.4,,
Acacia ulicifolia,23,12.5,,
Acacia ulicifolia,77,12.5,,
Acacia ulicifolia,44,12.8,,
Acacia ulicifolia,33,12.9,,
Acacia ulicifolia,71,13.1,,
Acacia ulicifolia,46,13.2,,
Acacia ulicifolia,64,13.2,,
Acacia ulicifolia,26,13.3,,
Acacia ulicifolia,48,13.3,,
Acacia ulicifolia,74,13.3,,
Acacia ulicifolia,59,13.4,,
Acacia ulicifolia,38,13.5,,
Acacia ulicifolia,70,13.5,,
Acacia ulicifolia,51,13.7,,
Acacia ulicifolia,62,13.7,,
Acacia ulicifolia,6,13.9,,
Acacia ulicifolia,49,14.1,,
Acacia ulicifolia,53,14.1,,
Acacia ulicifolia,65,14.1,,
Acacia ulicifolia,21,14.2,,
Acacia ulicifolia,17,14.3,,
Acacia ulicifolia,25,14.3,,
Acacia ulicifolia,55,14.3,,
Acacia ulicifolia,32,14.7,,
Acacia ulicifolia,43,14.7,,
Acacia ulicifolia,9,14.8,,
Acacia ulicifolia,36,14.8,,
Acacia ulicifolia,40,14.8,,
Acacia ulicifolia,57,14.8,,
Acacia ulicifolia,60,14.8,,
Acacia ulicifolia,8,15,,
Acacia ulicifolia,15,15,,
Acacia ulicifolia,20,15,,
Acacia ulicifolia,7,15.1,,
Acacia ulicifolia,14,15.1,,
Acacia ulicifolia,19,15.1,,
Acacia ulicifolia,50,15.1,,
Acacia ulicifolia,61,15.1,,
Acacia ulicifolia,5,15.3,,
Acacia ulicifolia,16,15.3,,
Acacia ulicifolia,24,15.3,,
Acacia ulicifolia,47,15.3,,
Acacia ulicifolia,2,15.34,,
Acacia ulicifolia,12,15.4,,
Acacia ulicifolia,29,15.5,,
Acacia ulicifolia,54,15.5,,
Acacia ulicifolia,11,15.6,,
Acacia ulicifolia,34,15.7,,
Acacia ulicifolia,39,15.7,,
Acacia ulicifolia,56,15.7,,
Acacia ulicifolia,10,15.8,,
Acacia ulicifolia,13,15.9,,
Acacia ulicifolia,69,16,,
Acacia ulicifolia,63,16.2,,
Acacia ulicifolia,27,16.7,,
Acacia ulicifolia,67,17,,
Acacia ulicifolia,1,17.3,,
Acacia ulicifolia,4,17.5,,
Acacia ulicifolia,41,17.8,,
Acacia vestita,33,7.5,,
Acacia vestita,53,8.2,,
Acacia vestita,97,8.3,,
Acacia vestita,94,10,,
Acacia vestita,87,10.5,,
Acacia vestita,73,10.7,,
Acacia vestita,54,11.5,,
Acacia vestita,72,11.6,,
Acacia vestita,31,12.8,,
Acacia vestita,89,12.9,,
Acacia vestita,32,13.4,,
Acacia vestita,95,13.6,,
Acacia vestita,30,13.7,,
Acacia vestita,84,14.4,,
Acacia vestita,88,14.6,,
Acacia vestita,18,16.2,,
Acacia vestita,74,17.9,,
Acacia vestita,48,18,,
Acacia vestita,61,18,,
Acacia vestita,82,18.7,,
Acacia vestita,71,19.5,,
Acacia vestita,21,20.8,,
Acacia vestita,65,21.4,,
Acacia vestita,26,22.2,,
Acacia vestita,68,22.5,,
Acacia vestita,63,22.8,,
Acacia vestita,35,23.6,,
Acacia vestita,12,23.8,,
Acacia vestita,96,23.9,,
Acacia vestita,4,24.3,,
Acacia vestita,60,24.4,,
Acacia vestita,25,24.5,,
Acacia vestita,17,24.8,,
Acacia vestita,85,24.9,,
Acacia vestita,100,24.9,,
Acacia vestita,45,25,,
Acacia vestita,78,25,,
Acacia vestita,98,25,,
Acacia vestita,9,25.1,,
Acacia vestita,8,25.2,,
Acacia vestita,14,25.5,,
Acacia vestita,23,25.5,,
Acacia vestita,24,25.6,,
Acacia vestita,49,25.8,,
Acacia vestita,93,25.8,,
Acacia vestita,40,25.9,,
Acacia vestita,7,26.2,,
Acacia vestita,6,26.4,,
Acacia vestita,79,26.4,,
Acacia vestita,86,26.4,,
Acacia vestita,38,26.8,,
Acacia vestita,69,26.8,,
Acacia vestita,70,26.8,,
Acacia vestita,77,27.6,,
Acacia vestita,10,27.8,,
Acacia vestita,58,27.8,,
Acacia vestita,64,28,,
Acacia vestita,28,28.3,,
Acacia vestita,29,28.4,,
Acacia vestita,44,28.4,,
Acacia vestita,99,28.6,,
Acacia vestita,42,28.7,,
Acacia vestita,51,29.2,,
Acacia vestita,90,29.2,,
Acacia vestita,20,29.5,,
Acacia vestita,43,29.9,,
Acacia vestita,19,30.7,,
Acacia vestita,57,30.7,,
Acacia vestita,16,31,,
Acacia vestita,27,31,,
Acacia vestita,46,31.7,,
Acacia vestita,50,32,,
Acacia vestita,5,32.3,,
Acacia vestita,15,32.4,,
Acacia vestita,80,32.5,,
Acacia vestita,92,32.6,,
Acacia vestita,81,32.8,,
Acacia vestita,37,32.9,,
Acacia vestita,13,33.2,,
Acacia vestita,36,33.2,,
Acacia vestita,11,33.8,,
Acacia vestita,56,34.2,,
Acacia vestita,34,34.3,,
Acacia vestita,41,34.3,,
Acacia vestita,59,34.4,,
Acacia vestita,75,34.5,,
Acacia vestita,76,34.7,,
Acacia vestita,3,34.9,,
Acacia vestita,67,34.9,,
Acacia vestita,39,35.5,,
Acacia vestita,62,35.5,,
Acacia vestita,55,35.7,,
Acacia vestita,2,36.2,,
Acacia vestita,66,36.2,,
Acacia vestita,52,36.6,,
Acacia vestita,83,38,,
Acacia vestita,1,38.9,,
Acacia vestita,47,39,,
Acacia vestita,91,42.1,,
Acacia vestita,22,42.9,,
Allocasuarina distyla,9,1.72,,
Allocasuarina distyla,70,1.72,,
Allocasuarina distyla,62,1.79,,
Allocasuarina distyla,12,1.86,,
Allocasuarina distyla,73,1.88,,
Allocasuarina distyla,23,1.96,,
Allocasuarina distyla,84,1.97,,
Allocasuarina distyla,58,2.04,,
Allocasuarina distyla,18,2.07,,
Allocasuarina distyla,97,2.11,,
Allocasuarina distyla,57,2.18,,
Allocasuarina distyla,79,2.2,,
Allocasuarina distyla,26,2.24,,
Allocasuarina distyla,39,2.28,,
Allocasuarina distyla,88,2.29,,
Allocasuarina distyla,90,2.32,,
Allocasuarina distyla,64,2.38,,
Allocasuarina distyla,43,2.41,,
Allocasuarina distyla,66,2.43,,
Allocasuarina distyla,65,2.46,,
Allocasuarina distyla,55,2.49,,
Allocasuarina distyla,67,2.51,,
Allocasuarina distyla,40,2.52,,
Allocasuarina distyla,13,2.66,,
Allocasuarina distyla,80,2.66,,
Allocasuarina distyla,61,2.68,,
Allocasuarina distyla,8,2.71,,
Allocasuarina distyla,46,2.71,,
Allocasuarina distyla,14,2.73,,
Allocasuarina distyla,52,2.75,,
Allocasuarina distyla,81,2.76,,
Allocasuarina distyla,59,2.77,,
Allocasuarina distyla,74,2.77,,
Allocasuarina distyla,56,2.79,,
Allocasuarina distyla,72,2.79,,
Allocasuarina distyla,60,2.8,,
Allocasuarina distyla,15,2.86,,
Allocasuarina distyla,45,2.91,,
Allocasuarina distyla,6,2.98,,
Allocasuarina distyla,82,2.99,,
Allocasuarina distyla,36,3,,
Allocasuarina distyla,85,3.05,,
Allocasuarina distyla,1,3.07,,
Allocasuarina distyla,30,3.09,,
Allocasuarina distyla,19,3.09,,
Allocasuarina distyla,51,3.13,,
Allocasuarina distyla,48,3.15,,
Allocasuarina distyla,41,3.16,,
Allocasuarina distyla,54,3.16,,
Allocasuarina distyla,50,3.18,,
Allocasuarina distyla,7,3.2,,
Allocasuarina distyla,32,3.22,,
Allocasuarina distyla,5,3.23,,
Allocasuarina distyla,35,3.28,,
Allocasuarina distyla,33,3.32,,
Allocasuarina distyla,27,3.33,,
Allocasuarina distyla,16,3.42,,
Allocasuarina distyla,31,3.43,,
Allocasuarina distyla,53,3.45,,
Allocasuarina distyla,25,3.53,,
Allocasuarina distyla,11,3.55,,
Allocasuarina distyla,44,3.59,,
Allocasuarina distyla,2,3.6,,
Allocasuarina distyla,28,3.64,,
Allocasuarina distyla,10,3.69,,
Allocasuarina distyla,22,3.69,,
Allocasuarina distyla,89,3.79,,
Allocasuarina distyla,17,3.86,,
Allocasuarina distyla,3,3.93,,
Allocasuarina distyla,20,3.94,,
Allocasuarina distyla,21,4.04,,
Allocasuarina distyla,68,4.22,,
Allocasuarina distyla,71,4.23,,
Allocasuarina distyla,99,4.27,,
Allocasuarina distyla,92,4.28,,
Allocasuarina distyla,78,4.43,,
Allocasuarina distyla,93,4.44,,
Allocasuarina distyla,29,4.46,,
Allocasuarina distyla,76,4.47,,
Allocasuarina distyla,69,4.5,,
Allocasuarina distyla,94,4.51,,
Allocasuarina distyla,98,4.54,,
Allocasuarina distyla,63,4.58,,
Allocasuarina distyla,24,4.64,,
Allocasuarina distyla,42,4.68,,
Allocasuarina distyla,34,4.71,,
Allocasuarina distyla,96,4.76,,
Allocasuarina distyla,77,4.79,,
Allocasuarina distyla,83,4.79,,
Allocasuarina distyla,75,4.8,,
Allocasuarina distyla,37,4.86,,
Allocasuarina distyla,86,4.92,,
Allocasuarina distyla,100,4.96,,
Allocasuarina distyla,4,5.02,,
Allocasuarina distyla,87,5.03,,
Allocasuarina distyla,91,5.16,,
Allocasuarina distyla,38,5.19,,
Allocasuarina distyla,95,5.19,,
Allocasuarina distyla,49,5.21,,
Allocasuarina distyla,47,5.46,,
Allocasuarina littoralis,65,1.266,,
Allocasuarina littoralis,44,1.288,,
Allocasuarina littoralis,97,1.402,,
Allocasuarina littoralis,42,1.539,,
Allocasuarina littoralis,18,1.652,,
Allocasuarina littoralis,93,1.686,,
Allocasuarina littoralis,19,1.705,,
Allocasuarina littoralis,74,1.73,,
Allocasuarina littoralis,92,1.818,,
Allocasuarina littoralis,91,1.824,,
Allocasuarina littoralis,58,1.848,,
Allocasuarina littoralis,63,1.9,,
Allocasuarina littoralis,90,1.901,,
Allocasuarina littoralis,69,1.959,,
Allocasuarina littoralis,84,1.966,,
Allocasuarina littoralis,45,1.967,,
Allocasuarina littoralis,46,2.006,,
Allocasuarina littoralis,7,2.014,,
Allocasuarina littoralis,98,2.061,,
Allocasuarina littoralis,23,2.084,,
Allocasuarina littoralis,83,2.106,,
Allocasuarina littoralis,40,2.13,,
Allocasuarina littoralis,13,2.132,,
Allocasuarina littoralis,54,2.134,,
Allocasuarina littoralis,53,2.138,,
Allocasuarina littoralis,86,2.148,,
Allocasuarina littoralis,71,2.148,,
Allocasuarina littoralis,15,2.168,,
Allocasuarina littoralis,60,2.251,,
