error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of RBGSYD_2014_2_6387,Williams_2020_1,Wahlenbergia stricta,NA,NA,Williams_2020_1_084,plant_height,0.9,m,NA,expert_max,NA,Wahlenbergia stricta ssp stricta
Duplicate of Morgan_2011_1_027,Williams_2020_1,Aphelia gracilis,NA,NA,Williams_2020_1_086,plant_height,0.04,m,NA,expert_max,NA,Aphelia gracilis
Duplicate of Morgan_2011_1_028,Williams_2020_1,Aphelia pumilio,NA,NA,Williams_2020_1_087,plant_height,0.03,m,NA,expert_max,NA,Aphelia pumilio
Duplicate of Morgan_2011_1_080,Williams_2020_1,Centrolepis polygyna,NA,NA,Williams_2020_1_090,plant_height,0.05,m,NA,expert_max,NA,Centrolepis polygyna
Duplicate of SAH_2014_0976,Williams_2020_1,Atriplex suberecta,NA,NA,Williams_2020_1_094,plant_height,0.6,m,NA,expert_max,NA,Atriplex suberecta
Duplicate of Leishman_1992_171,Williams_2020_1,Einadia nutans,NA,NA,Williams_2020_1_096,plant_height,0.3,m,NA,expert_max,NA,Einadia nutans ssp nutans
Duplicate of RBGSYD_2014_2_3151,Williams_2020_1,Halosarcia halocnemoides,NA,NA,Williams_2020_1_097,plant_height,0.3,m,NA,expert_max,NA,Halosarcia halocnemoides ssp halocnemoides
Duplicate of RBGSYD_2014_2_3946,Williams_2020_1,Maireana decalvans,NA,NA,Williams_2020_1_099,plant_height,0.5,m,NA,expert_max,NA,Maireana decalvans
Duplicate of SAH_2014_1889,Williams_2020_1,Rhagodia parabolica,NA,NA,Williams_2020_1_102,plant_height,2,m,NA,expert_max,NA,Rhagodia parabolica
Duplicate of RBGSYD_2014_2_5652,Williams_2020_1,Sclerostegia arbuscula,NA,NA,Williams_2020_1_105,plant_height,2,m,NA,expert_max,NA,Sclerostegia arbuscula
Duplicate of TMAG_2009_032,Williams_2020_1,Suaeda australis,NA,NA,Williams_2020_1_106,plant_height,0.8,m,NA,expert_max,NA,Suaeda australis
Duplicate of Wheeler_2002_0143,Williams_2020_1,Threlkeldia diffusa,NA,NA,Williams_2020_1_107,plant_height,0.3,m,NA,expert_max,NA,Threlkeldia diffusa
Duplicate of Morgan_2011_1_178,Williams_2020_1,Hypericum gramineum,NA,NA,Williams_2020_1_108,plant_height,0.4,m,NA,expert_max,NA,Hypericum gramineum
Duplicate of Morgan_2011_1_116,Williams_2020_1,Dichondra repens,NA,NA,Williams_2020_1_112,plant_height,0.04,m,NA,expert_max,NA,Dichondra repens
Duplicate of WAH_1998_1419,Williams_2020_1,Crassula closiana,NA,NA,Williams_2020_1_115,plant_height,0.1,m,NA,expert_max,NA,Crassula closiana
Duplicate of WAH_1998_1421,Williams_2020_1,Crassula colorata,NA,NA,Williams_2020_1_116,plant_height,0.15,m,NA,expert_max,NA,Crassula colorata
Duplicate of Morgan_2011_1_056,Williams_2020_1,Machaerina arthrophylla,NA,NA,Williams_2020_1_121,plant_height,1.3,m,NA,expert_max,NA,Baumea arthrophylla
Duplicate of RBGSYD_2014_2_0819,Williams_2020_1,Machaerina articulata,NA,NA,Williams_2020_1_122,plant_height,2,m,NA,expert_max,NA,Baumea articulata
Duplicate of RBGSYD_2014_2_0820,Williams_2020_1,Machaerina gunnii,NA,NA,Williams_2020_1_123,plant_height,1,m,NA,expert_max,NA,Baumea gunnii
Duplicate of Morgan_2011_1_057,Williams_2020_1,Machaerina juncea,NA,NA,Williams_2020_1_124,plant_height,0.9,m,NA,expert_max,NA,Baumea juncea
Duplicate of Hughes_1992_230,Williams_2020_1,Machaerina rubiginosa,NA,NA,Williams_2020_1_125,plant_height,1,m,NA,expert_max,NA,Baumea rubiginosa
Duplicate of RBGSYD_2014_2_0828,Williams_2020_1,Machaerina tetragona,NA,NA,Williams_2020_1_126,plant_height,1,m,NA,expert_max,NA,Baumea tetragona
Duplicate of RBGSYD_2014_2_0892,Williams_2020_1,Bolboschoenus caldwellii,NA,NA,Williams_2020_1_127,plant_height,0.9,m,NA,expert_max,NA,Bolboschoenus caldwellii
Duplicate of SAH_2014_1481,Williams_2020_1,Bolboschoenus medianus,NA,NA,Williams_2020_1_128,plant_height,2,m,NA,expert_max,NA,Bolboschoenus medianus
Duplicate of Morgan_2011_1_070,Williams_2020_1,Carex appressa,NA,NA,Williams_2020_1_129,plant_height,1.5,m,NA,expert_max,NA,Carex appressa
Duplicate of SAH_2014_0836,Williams_2020_1,Carex bichenoviana,NA,NA,Williams_2020_1_130,plant_height,0.5,m,NA,expert_max,NA,Carex bichenoviana
Duplicate of Wheeler_2002_1080,Williams_2020_1,Carex pseudocyperus,NA,NA,Williams_2020_1_132,plant_height,1,m,NA,expert_max,NA,Carex fascicularis
Duplicate of Catford_2014_021,Williams_2020_1,Carex gaudichaudiana,NA,NA,Williams_2020_1_133,plant_height,0.9,m,NA,expert_max,NA,Carex gaudichaudiana
Duplicate of Morgan_2011_1_072,Williams_2020_1,Carex inversa,NA,NA,Williams_2020_1_134,plant_height,0.5,m,NA,expert_max,NA,Carex inversa
Duplicate of Catford_2014_035,Williams_2020_1,Cyperus gunnii,NA,NA,Williams_2020_1_136,plant_height,1.5,m,NA,expert_max,NA,Cyperus gunnii ssp gunnii
Duplicate of SAH_2014_1318,Williams_2020_1,Eleocharis acuta,NA,NA,Williams_2020_1_137,plant_height,0.9,m,NA,expert_max,NA,Eleocharis acuta
Duplicate of WAH_1998_2005,Williams_2020_1,Eleocharis sphacelata,NA,NA,Williams_2020_1_139,plant_height,2,m,NA,expert_max,NA,Eleocharis sphacelata
Duplicate of Morgan_2011_1_150,Williams_2020_1,Gahnia sieberiana,NA,NA,Williams_2020_1_141,plant_height,3,m,NA,expert_max,NA,Gahnia sieberiana
Duplicate of SAH_2014_1640,Williams_2020_1,Gahnia trifida,NA,NA,Williams_2020_1_142,plant_height,1,m,NA,expert_max,NA,Gahnia trifida
Duplicate of Wheeler_2002_1108,Williams_2020_1,Isolepis cernua,NA,NA,Williams_2020_1_143,plant_height,0.2,m,NA,expert_max,NA,Isolepis cernua
Duplicate of RBGSYD_2014_2_3403,Williams_2020_1,Isolepis marginata,NA,NA,Williams_2020_1_147,plant_height,0.1,m,NA,expert_max,NA,Isolepis marginata
Duplicate of Morgan_2011_1_205,Williams_2020_1,Lepidosperma congestum,NA,NA,Williams_2020_1_149,plant_height,0.55,m,NA,expert_max,NA,Lepidosperma congestum
Duplicate of Morgan_2011_1_206,Williams_2020_1,Lepidosperma curtisiae,NA,NA,Williams_2020_1_150,plant_height,0.25,m,NA,expert_max,NA,Lepidosperma curtisiae
Duplicate of Hughes_1992_232,Williams_2020_1,Lepidosperma laterale,NA,NA,Williams_2020_1_151,plant_height,1,m,NA,expert_max,NA,Lepidosperma laterale
Duplicate of WAH_1998_3713,Williams_2020_1,Lepidosperma longitudinale,NA,NA,Williams_2020_1_152,plant_height,2,m,NA,expert_max,NA,Lepidosperma longitudinale
Duplicate of SAH_2014_1386,Williams_2020_1,Lepidosperma semiteres,NA,NA,Williams_2020_1_153,plant_height,1,m,NA,expert_max,NA,Lepidosperma semiteres
Duplicate of RBGSYD_2014_2_5584,Williams_2020_1,Schoenoplectus pungens,NA,NA,Williams_2020_1_154,plant_height,0.6,m,NA,expert_max,NA,Schoenoplectus pungens
Duplicate of Hughes_1992_245,Williams_2020_1,Schoenus apogon,NA,NA,Williams_2020_1_155,plant_height,0.25,m,NA,expert_max,NA,Schoenus apogon
Duplicate of Wheeler_2002_1156,Williams_2020_1,Schoenus breviculmis,NA,NA,Williams_2020_1_156,plant_height,0.06,m,NA,expert_max,NA,Schoenus breviculmis
Duplicate of Wheeler_2002_1159,Williams_2020_1,Schoenus nitens,NA,NA,Williams_2020_1_159,plant_height,0.3,m,NA,expert_max,NA,Schoenus nitens
Duplicate of Wheeler_2002_0205,Williams_2020_1,Drosera glanduligera,NA,NA,Williams_2020_1_168,plant_height,0.05,m,NA,expert_max,NA,Drosera glanduligera
Duplicate of Morgan_2011_1_126,Williams_2020_1,Drosera pygmaea,NA,NA,Williams_2020_1_169,plant_height,0.03,m,NA,expert_max,NA,Drosera pygmaea
Duplicate of Morgan_2011_1_127,Williams_2020_1,Drosera aberrans,NA,NA,Williams_2020_1_170,plant_height,0.05,m,NA,expert_max,NA,Drosera whittakeri ssp aberrans
Duplicate of Morgan_2011_1_020,Williams_2020_1,Acrotriche serrulata,NA,NA,Williams_2020_1_171,plant_height,0.3,m,NA,expert_max,NA,Acrotriche serrulata
Duplicate of Westoby_2014_086,Williams_2020_1,Epacris impressa,NA,NA,Williams_2020_1_174,plant_height,1.5,m,NA,expert_max,NA,Epacris impressa
Duplicate of RBGSYD_2014_2_3759,Williams_2020_1,Leucopogon parviflorus,NA,NA,Williams_2020_1_175,plant_height,5,m,NA,expert_max,NA,Leucopogon parviflorus
Duplicate of Leishman_1995_022,Williams_2020_1,Poranthera microphylla,NA,NA,Williams_2020_1_177,plant_height,0.15,m,NA,expert_max,NA,Poranthera microphylla
Duplicate of Morgan_2011_1_059,Williams_2020_1,Bossiaea prostrata,NA,NA,Williams_2020_1_178,plant_height,0.1,m,NA,expert_max,NA,Bossiaea prostrata
Duplicate of RBGSYD_2014_2_1908,Williams_2020_1,Daviesia leptophylla,NA,NA,Williams_2020_1_179,plant_height,2,m,NA,expert_max,NA,Daviesia leptophylla
Duplicate of RBGSYD_2014_2_1914,Williams_2020_1,Daviesia ulicifolia,NA,NA,Williams_2020_1_180,plant_height,2,m,NA,expert_max,NA,Daviesia ulicifolia s.l.
Duplicate of Leishman_1992_154,Williams_2020_1,Glycine clandestina,NA,NA,Williams_2020_1_183,plant_height,2,m,NA,expert_max,NA,Glycine clandestina
Duplicate of Kooyman_2011_1538,Williams_2020_1,Goodia lotifolia,NA,NA,Williams_2020_1_186,plant_height,4,m,NA,expert_max,NA,Goodia lotifolia
Duplicate of RBGSYD_2014_2_3354,Williams_2020_1,Indigofera australis,NA,NA,Williams_2020_1_188,plant_height,2.5,m,NA,expert_max,NA,Indigofera australis
Duplicate of Funk_2016_086,Williams_2020_1,Kennedia prostrata,NA,NA,Williams_2020_1_189,plant_height,0.1,m,NA,expert_max,NA,Kennedia prostrata
Duplicate of Morgan_2011_1_259,Williams_2020_1,Platylobium obtusangulum,NA,NA,Williams_2020_1_190,plant_height,1,m,NA,expert_max,NA,Platylobium obtusangulum
Duplicate of Morgan_2011_1_276,Williams_2020_1,Pultenaea pedunculata,NA,NA,Williams_2020_1_191,plant_height,0.2,m,NA,expert_max,NA,Pultenaea pedunculata
Duplicate of Wheeler_2002_0653,Williams_2020_1,Viminaria juncea,NA,NA,Williams_2020_1_195,plant_height,5,m,NA,expert_max,NA,Viminaria juncea
Duplicate of Morgan_2011_1_287,Williams_2020_1,Sebaea ovata,NA,NA,Williams_2020_1_197,plant_height,0.3,m,NA,expert_max,NA,Sebaea ovata
Duplicate of Wheeler_2002_0298,Williams_2020_1,Geranium retrorsum,NA,NA,Williams_2020_1_200,plant_height,0.3,m,NA,expert_max,NA,Geranium retrorsum
Duplicate of Hughes_1992_195,Williams_2020_1,Geranium solanderi,NA,NA,Williams_2020_1_201,plant_height,0.5,m,NA,expert_max,NA,Geranium solanderi
Duplicate of Barlow_1981_1706,Williams_2020_1,Goodenia blackiana,NA,NA,Williams_2020_1_204,plant_height,0.2,m,NA,expert_max,NA,Goodenia blackiana
Duplicate of Morgan_2011_1_162,Williams_2020_1,Goodenia geniculata,NA,NA,Williams_2020_1_205,plant_height,0.1,m,NA,expert_max,NA,Goodenia geniculata
Duplicate of Barlow_1981_1821,Williams_2020_1,Goodenia pinnatifida,NA,NA,Williams_2020_1_207,plant_height,0.4,m,NA,expert_max,NA,Goodenia pinnatifida
Duplicate of Hughes_1992_127,Williams_2020_1,Gonocarpus micranthus,NA,NA,Williams_2020_1_210,plant_height,0.1,m,NA,expert_max,NA,Gonocarpus micranthus ssp micranthus
Duplicate of Barlow_1981_1683,Williams_2020_1,Gonocarpus tetragynus,NA,NA,Williams_2020_1_211,plant_height,0.3,m,NA,expert_max,NA,Gonocarpus tetragynus
Duplicate of RBGSYD_2014_2_3141,Williams_2020_1,Haloragis aspera,NA,NA,Williams_2020_1_212,plant_height,0.3,m,NA,expert_max,NA,Haloragis aspera
Duplicate of Barlow_1981_2626,Williams_2020_1,Haloragis heterophylla,NA,NA,Williams_2020_1_213,plant_height,0.5,m,NA,expert_max,NA,Haloragis heterophylla
Duplicate of SAH_2014_0696,Williams_2020_1,Myriophyllum simulans,NA,NA,Williams_2020_1_216,plant_height,0.4,m,NA,expert_max,NA,Myriophyllum simulans
Duplicate of WAH_1998_4467,Williams_2020_1,Myriophyllum verrucosum,NA,NA,Williams_2020_1_217,plant_height,1.5,m,NA,expert_max,NA,Myriophyllum verrucosum
Duplicate of RBGSYD_2014_2_4602,Williams_2020_1,Patersonia fragilis,NA,NA,Williams_2020_1_218,plant_height,0.5,m,NA,expert_max,NA,Patersonia fragilis
Duplicate of SAH_2014_1181,Williams_2020_1,Patersonia occidentalis,NA,NA,Williams_2020_1_219,plant_height,0.7,m,NA,expert_max,NA,Patersonia occidentalis
Duplicate of SAH_2014_1445,Williams_2020_1,Juncus amabilis,NA,NA,Williams_2020_1_220,plant_height,1.2,m,NA,expert_max,NA,Juncus amabilis
Duplicate of SAH_2014_1446,Williams_2020_1,Juncus australis,NA,NA,Williams_2020_1_221,plant_height,1.2,m,NA,expert_max,NA,Juncus australis
Duplicate of Wheeler_2002_1238,Williams_2020_1,Juncus bufonius,NA,NA,Williams_2020_1_222,plant_height,0.3,m,NA,expert_max,NA,Juncus bufonius
Duplicate of Morgan_2011_1_194,Williams_2020_1,Juncus holoschoenus,NA,NA,Williams_2020_1_223,plant_height,0.2,m,NA,expert_max,NA,Juncus holoschoenus
Duplicate of WAH_1998_3511,Williams_2020_1,Juncus pauciflorus,NA,NA,Williams_2020_1_225,plant_height,1,m,NA,expert_max,NA,Juncus pauciflorus
Duplicate of WAH_1998_3512,Williams_2020_1,Juncus planifolius,NA,NA,Williams_2020_1_226,plant_height,0.5,m,NA,expert_max,NA,Juncus planifolius
Duplicate of SAH_2014_1089,Williams_2020_1,Juncus prismatocarpus,NA,NA,Williams_2020_1_227,plant_height,0.6,m,NA,expert_max,NA,Juncus prismatocarpus
Duplicate of WAH_1998_3514,Williams_2020_1,Juncus subsecundus,NA,NA,Williams_2020_1_229,plant_height,1,m,NA,expert_max,NA,Juncus subsecundus
Duplicate of WAH_1998_6438,Williams_2020_1,Triglochin mucronata,NA,NA,Williams_2020_1_232,plant_height,0.05,m,NA,expert_max,NA,Triglochin mucronatum
Duplicate of Catford_2014_143,Williams_2020_1,Cycnogeton procerum,NA,NA,Williams_2020_1_233,plant_height,2,m,NA,expert_max,NA,Triglochin procera
Duplicate of Hughes_1992_163,Williams_2020_1,Triglochin striata,NA,NA,Williams_2020_1_234,plant_height,0.3,m,NA,expert_max,NA,Triglochin striata
Duplicate of Catford_2014_081,Williams_2020_1,Lycopus australis,NA,NA,Williams_2020_1_236,plant_height,1.5,m,NA,expert_max,NA,Lycopus australis
Duplicate of Morgan_2011_1_230,Williams_2020_1,Mentha diemenica,NA,NA,Williams_2020_1_237,plant_height,0.3,m,NA,expert_max,NA,Mentha diemenica
Duplicate of Leishman_1992_099,Williams_2020_1,Arthropodium minus,NA,NA,Williams_2020_1_244,plant_height,0.3,m,NA,expert_max,NA,Arthropodium minus
Duplicate of Leishman_1992_100,Williams_2020_1,Bulbine bulbosa,NA,NA,Williams_2020_1_246,plant_height,0.4,m,NA,expert_max,NA,Bulbine bulbosa
Duplicate of Barlow_1981_0544,Williams_2020_1,Caesia calliantha,NA,NA,Williams_2020_1_248,plant_height,0.7,m,NA,expert_max,NA,Caesia calliantha
Duplicate of WAH_1998_1161,Williams_2020_1,Chamaescilla corymbosa,NA,NA,Williams_2020_1_249,plant_height,0.15,m,NA,expert_max,NA,Chamaescilla corymbosa
Duplicate of Barlow_1981_1177,Williams_2020_1,Dianella brevicaulis,NA,NA,Williams_2020_1_250,plant_height,0.5,m,NA,expert_max,NA,Dianella brevicaulis
Duplicate of Barlow_1981_1163,Williams_2020_1,Dianella longifolia,NA,NA,Williams_2020_1_251,plant_height,0.8,m,NA,expert_max,NA,Dianella laevis
Duplicate of Barlow_1981_1180,Williams_2020_1,Dianella revoluta,NA,NA,Williams_2020_1_252,plant_height,0.8,m,NA,expert_max,NA,Dianella revoluta s.l.
Duplicate of Barlow_1981_2722,Williams_2020_1,Hypoxis vaginata,NA,NA,Williams_2020_1_254,plant_height,0.35,m,NA,expert_max,NA,Hypoxis vaginata
Duplicate of RBGSYD_2014_2_3577,Williams_2020_1,Laxmannia orientalis,NA,NA,Williams_2020_1_255,plant_height,0.05,m,NA,expert_max,NA,Laxmannia orientalis
Duplicate of Morgan_2011_1_304,Williams_2020_1,Thysanotus patersonii,NA,NA,Williams_2020_1_256,plant_height,1,m,NA,expert_max,NA,Thysanotus patersonii
Duplicate of Morgan_2011_1_306,Williams_2020_1,Tricoryne elatior,NA,NA,Williams_2020_1_257,plant_height,0.7,m,NA,expert_max,NA,Tricoryne elatior
Duplicate of Morgan_2011_1_253,Williams_2020_1,Phyllangium divergens,NA,NA,Williams_2020_1_262,plant_height,0.19,m,NA,expert_max,NA,Phyllangium divergens
Duplicate of Leishman_1992_180,Williams_2020_1,Amyema miquelii,NA,NA,Williams_2020_1_263,plant_height,3,m,NA,expert_max,NA,Amyema miquelii
Duplicate of RBGSYD_2014_2_4752,Williams_2020_1,Huperzia drummondii,NA,NA,Williams_2020_1_266,plant_height,0.05,m,NA,expert_max,NA,Phylloglossum drummondii
Duplicate of Morgan_2011_1_224,Williams_2020_1,Lythrum hyssopifolia,NA,NA,Williams_2020_1_267,plant_height,0.5,m,NA,expert_max,NA,Lythrum hyssopifolia
Duplicate of Barlow_1981_3031,Williams_2020_1,Lythrum salicaria,NA,NA,Williams_2020_1_268,plant_height,1.5,m,NA,expert_max,NA,Lythrum salicaria
Duplicate of WAH_1998_3616,Williams_2020_1,Lawrencia spicata,NA,NA,Williams_2020_1_269,plant_height,1.8,m,NA,expert_max,NA,Lawrencia spicata
Duplicate of Leishman_1992_124,Williams_2020_1,Marsilea drummondii,NA,NA,Williams_2020_1_270,plant_height,0.3,m,NA,expert_max,NA,Marsilea drummondii
Duplicate of Maslin_2012_0007,Williams_2020_1,Acacia acinacea,NA,NA,Williams_2020_1_273,plant_height,2.5,m,NA,expert_max,NA,Acacia acinacea
Duplicate of Morgan_2011_1_005,Williams_2020_1,Acacia gunnii,NA,NA,Williams_2020_1_274,plant_height,1,m,NA,expert_max,NA,Acacia gunnii
Duplicate of Maslin_2012_0575,Williams_2020_1,Acacia longifolia,NA,NA,Williams_2020_1_275,plant_height,10,m,NA,expert_max,NA,Acacia longifolia
Duplicate of Maslin_2012_0644,Williams_2020_1,Acacia myrtifolia,NA,NA,Williams_2020_1_278,plant_height,3,m,NA,expert_max,NA,Acacia myrtifolia
Duplicate of Maslin_2012_0701,Williams_2020_1,Acacia paradoxa,NA,NA,Williams_2020_1_279,plant_height,4,m,NA,expert_max,NA,Acacia paradoxa
Duplicate of Maslin_2012_0794,Williams_2020_1,Acacia retinodes,NA,NA,Williams_2020_1_281,plant_height,10,m,NA,expert_max,NA,Acacia retinodes
Duplicate of Maslin_2012_0974,Williams_2020_1,Acacia verniciflua,NA,NA,Williams_2020_1_282,plant_height,8,m,NA,expert_max,NA,Acacia verniciflua
Duplicate of WAH_1998_2087,Williams_2020_1,Eremophila deserti,NA,NA,Williams_2020_1_283,plant_height,4,m,NA,expert_max,NA,Eremophila deserti
Duplicate of Chinnock_2007_021,Williams_2020_1,Myoporum insulare,NA,NA,Williams_2020_1_284,plant_height,6,m,NA,expert_max,NA,Myoporum insulare
Duplicate of CPBR_2002_560,Williams_2020_1,Eucalyptus microcarpa,NA,NA,Williams_2020_1_289,plant_height,25,m,NA,expert_max,NA,Eucalyptus microcarpa
Duplicate of CPBR_2002_598,Williams_2020_1,Eucalyptus obliqua,NA,NA,Williams_2020_1_290,plant_height,90,m,NA,expert_max,NA,Eucalyptus obliqua
Duplicate of Morgan_2011_1_145,Williams_2020_1,Eucalyptus viminalis,NA,NA,Williams_2020_1_292,plant_height,50,m,NA,expert_max,NA,Eucalyptus viminalis ssp viminalis
Duplicate of RBGSYD_2014_2_4047,Williams_2020_1,Melaleuca lanceolata,NA,NA,Williams_2020_1_296,plant_height,10,m,NA,expert_max,NA,Melaleuca lanceolata ssp lanceolata
Duplicate of Barlow_1981_1513,Williams_2020_1,Epilobium billardierianum,NA,NA,Williams_2020_1_297,plant_height,1,m,NA,expert_max,NA,Epilobium billardierianum ssp billardierianum
Duplicate of Hughes_1992_174,Williams_2020_1,Epilobium billardierianum,NA,NA,Williams_2020_1_299,plant_height,0.3,m,NA,expert_max,NA,Epilobium billardierianum ssp intermedium
Duplicate of Barlow_1981_1522,Williams_2020_1,Epilobium hirtigerum,NA,NA,Williams_2020_1_300,plant_height,1.4,m,NA,expert_max,NA,Epilobium hirtigerum
Duplicate of RBGSYD_2014_2_4393,Williams_2020_1,Ophioglossum lusitanicum,NA,NA,Williams_2020_1_301,plant_height,0.15,m,NA,expert_max,NA,Ophioglossum lusitanicum
Duplicate of Hughes_1992_150,Williams_2020_1,Caladenia carnea,NA,NA,Williams_2020_1_304,plant_height,0.2,m,NA,expert_max,NA,Caladenia carnea
Duplicate of WAH_1998_0839,Williams_2020_1,Caladenia latifolia,NA,NA,Williams_2020_1_306,plant_height,0.2,m,NA,expert_max,NA,Caladenia latifolia
Duplicate of Morgan_2011_1_090,Williams_2020_1,Corybas incurvus,NA,NA,Williams_2020_1_312,plant_height,0.02,m,NA,expert_max,NA,Corybas incurvus
Duplicate of SAH_2014_0011,Williams_2020_1,Corybas unguiculatus,NA,NA,Williams_2020_1_313,plant_height,0.03,m,NA,expert_max,NA,Corybas unguiculatus
